time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
563,100,5.63,5,96,2.20335335,3.924859046936035,-2.762263774871826,462,0.8700106143951416,-20.02330780029297,0.0003,,
581,104,5.57,6,96,2.1311992,3.3346428871154785,-2.8552331924438477,480,0.8653228878974915,-21.562292098999023,0.0003,,
605,108,5.56,6,95,2.1538670100000004,3.3711700439453125,-3.028916358947754,504,0.8591179251670837,-20.104887008666992,0.0003,,
625,112,5.58,6,94,2.12680772,3.4408576488494873,-3.147404909133911,524,0.8539783954620361,-22.145475387573242,0.0003,,
648,116,5.54,6,94,2.11209683,2.9258766174316406,-3.275519847869873,547,0.8481160998344421,-21.412200927734375,0.0003,,
677,120,5.64,7,93,2.19464685,3.719832420349121,-3.4365434646606445,576,0.8407849073410034,-21.92779541015625,0.0003,,
703,124,5.73,7,92,2.2616327700000003,4.155651569366455,-3.579479694366455,602,0.8342751264572144,-20.785743713378906,0.0003,,
730,128,5.81,7,92,2.2879252700000006,3.1221985816955566,-3.7392873764038086,629,0.8275779485702515,-21.152019500732422,0.0003,,
762,132,5.91,8,91,2.3761124399999995,3.8117783069610596,-3.922720432281494,661,0.8197062015533447,-21.627628326416016,0.0003,,
782,136,5.83,8,91,2.36702395,3.978806257247925,-3.996861457824707,681,0.814828097820282,-22.67545509338379,0.0003,,
806,140,5.83,8,90,2.43068996,3.5473036766052246,-4.171515464782715,705,0.8090189695358276,-21.933849334716797,0.0003,,
829,144,5.85,9,90,2.42219417,4.363681793212891,-4.299934387207031,728,0.8034892082214355,-21.213977813720703,0.0003,,
854,148,5.88,9,90,2.4301426399999997,3.1671829223632812,-4.448973655700684,753,0.7975233793258667,-21.770742416381836,0.0003,,
875,152,5.83,9,90,2.4688665,3.0282135009765625,-4.609945774078369,774,0.7925466299057007,-21.26321792602539,0.0003,,
899,156,5.85,10,89,2.50646179,3.9130795001983643,-4.737936496734619,798,0.7868918180465698,-22.078880310058594,0.0003,,
931,160,5.94,10,89,2.5284212399999997,3.3284921646118164,-4.893173694610596,830,0.7794128656387329,-21.831832885742188,0.0003,,
964,164,6.06,10,89,2.63790403,3.770083427429199,-5.093160629272461,863,0.771790623664856,-21.858671188354492,0.0003,,
989,168,6.08,11,88,2.6641348799999998,3.315105438232422,-5.221781253814697,888,0.7660651206970215,-21.786474227905273,0.0003,,
1011,172,6.1,11,88,2.6646578599999997,4.724638938903809,-5.327357769012451,910,0.7610693573951721,-21.789791107177734,0.0003,,
1034,176,6.13,11,88,2.68567321,4.784722805023193,-5.4473772048950195,933,0.7558850646018982,-22.1888427734375,0.0003,,
1067,180,6.24,12,88,2.7490386799999995,4.207585334777832,-5.66889762878418,966,0.748520016670227,-21.73612403869629,0.0003,,
1086,184,6.13,12,87,2.7049517599999997,4.792052745819092,-5.738696098327637,985,0.7443112134933472,-22.410022735595703,0.0003,,
1108,188,6.1,12,87,2.79815738,6.163025856018066,-5.911004066467285,1007,0.7394706606864929,-21.75164031982422,0.0003,,
1127,192,6.08,12,87,2.8054366799999997,4.2430267333984375,-5.990582466125488,1026,0.7353119254112244,-22.090042114257812,0.0003,,
1150,196,6.13,13,87,2.85362304,5.401009559631348,-6.123378753662109,1049,0.7303169369697571,-20.9977970123291,0.0003,,
1177,200,6.14,13,87,2.8084061499999997,4.812650680541992,-6.255600929260254,1076,0.7244978547096252,-21.021610260009766,0.0003,,
1201,204,6.2,13,86,2.8736074200000004,4.280440330505371,-6.323239326477051,1100,0.7193686962127686,-22.12137222290039,0.0003,,
1230,208,6.25,14,86,2.92474264,6.7839813232421875,-6.548630714416504,1129,0.7132349610328674,-23.075998306274414,0.0003,,
1255,212,6.3,14,86,2.9041891900000003,7.266152381896973,-6.61178731918335,1154,0.7079993486404419,-21.016016006469727,0.0003,,
1281,216,6.33,14,86,2.936194740000001,7.446911811828613,-6.765471935272217,1180,0.7026130557060242,-21.877967834472656,0.0003,,
1303,220,6.26,15,86,2.86316466,7.8108415603637695,-6.925014972686768,1202,0.6980921030044556,-20.737009048461914,0.0003,,
1326,224,6.23,15,85,2.8335595399999995,7.6016459465026855,-6.9930267333984375,1225,0.693388044834137,-20.53699493408203,0.0003,,
1347,228,6.17,15,85,2.8171961500000005,5.615835189819336,-7.1032867431640625,1246,0.6891211271286011,-21.384174346923828,0.0003,,
1365,232,6.03,15,85,2.7570829499999996,6.351573944091797,-7.287209510803223,1264,0.6854808330535889,-19.949832916259766,0.0003,,
1387,236,6.05,16,85,2.7531706199999997,5.694934844970703,-7.404841423034668,1286,0.6810476779937744,-20.31743812561035,0.0003,,
1411,240,6.05,16,85,2.6942794200000004,6.8043365478515625,-7.577360153198242,1310,0.6762505173683167,-20.796520233154297,0.0003,,
1437,244,6.08,16,85,2.71334241,8.73375129699707,-7.692966938018799,1336,0.6710847616195679,-19.87261199951172,0.0003,,
1460,248,6.06,17,85,2.7122535,6.861681938171387,-7.8414154052734375,1359,0.6665408611297607,-20.275665283203125,0.0003,,
1479,252,6.04,17,84,2.73389638,8.046483039855957,-7.919918060302734,1378,0.6628032326698303,-20.338605880737305,0.0003,,
1509,256,6.1,17,84,2.763591789999999,9.64173698425293,-8.058984756469727,1408,0.6569490432739258,-20.626842498779297,0.0003,,
1528,260,5.97,18,84,2.74629236,9.494553565979004,-8.258649826049805,1427,0.6532675623893738,-19.987010955810547,0.0003,,
1554,264,5.9,18,84,2.6585999900000004,6.628951549530029,-8.329788208007812,1453,0.6482532024383545,-19.205703735351562,0.0003,,
1576,268,5.87,18,84,2.65578051,10.35955810546875,-8.465789794921875,1475,0.6440457105636597,-20.528194427490234,0.0003,,
1595,272,5.84,18,84,2.67226181,6.801878929138184,-8.644969940185547,1494,0.6404268741607666,-20.31965446472168,0.0003,,
1619,276,5.85,19,84,2.6846911999999996,11.134220123291016,-8.768409729003906,1518,0.6358838677406311,-19.280187606811523,0.0003,,
1643,280,5.76,19,84,2.6015787099999996,9.445867538452148,-8.951122283935547,1542,0.6313730478286743,-19.237245559692383,0.0003,,
1662,284,5.76,19,84,2.6376918799999993,9.004905700683594,-9.038496017456055,1561,0.6278221011161804,-18.597909927368164,0.0003,,
1687,288,5.79,20,84,2.6249109300000004,10.235475540161133,-9.068700790405273,1586,0.6231828331947327,-18.560806274414062,0.0003,,
1715,292,5.88,20,84,2.7330593000000003,8.932540893554688,-9.26968765258789,1614,0.6180260181427002,-18.429338455200195,0.0003,,
1733,296,5.83,20,84,2.64028154,10.936429023742676,-9.409061431884766,1632,0.6147283911705017,-19.573604583740234,0.0003,,
1759,300,5.82,20,84,2.68472651,8.531545639038086,-9.526857376098633,1658,0.6100033521652222,-19.183303833007812,0.0003,,
1785,304,5.84,21,84,2.6615412700000003,8.059032440185547,-9.680480003356934,1684,0.6053169369697571,-19.945499420166016,0.0003,,
1813,308,5.83,21,83,2.61372208,9.619348526000977,-9.667875289916992,1712,0.6003217101097107,-19.026866912841797,0.0003,,
1834,312,5.79,21,83,2.6763160599999996,8.48068618774414,-9.876299858093262,1733,0.5966194868087769,-18.17236328125,0.0003,,
1853,316,5.72,22,83,2.6453573,10.438401222229004,-9.983304977416992,1752,0.5932944416999817,-18.76846694946289,0.0003,,
1873,320,5.7,22,83,2.6473538500000005,8.81179141998291,-10.13508129119873,1772,0.5898065567016602,-18.447959899902344,0.0003,,
1903,324,5.77,22,83,2.62723769,8.364155769348145,-10.215686798095703,1802,0.5846220850944519,-18.610193252563477,0.0003,,
1927,328,5.8,23,83,2.6722213299999997,10.863443374633789,-10.33731746673584,1826,0.5805163383483887,-16.923141479492188,0.0003,,
1946,332,5.81,23,83,2.6571098900000005,8.666082382202148,-10.423340797424316,1845,0.5772868990898132,-17.071598052978516,0.0003,,
1972,336,5.85,23,83,2.64569702,8.440311431884766,-10.479887008666992,1871,0.5729038119316101,-18.177165985107422,0.0003,,
1997,340,5.86,23,83,2.6911645099999997,12.135759353637695,-10.563396453857422,1896,0.5687502026557922,-17.986854553222656,0.0003,,
2019,344,5.82,24,83,2.68136056,11.067564964294434,-10.603619575500488,1918,0.5651470422744751,-16.482561111450195,0.0003,,
2043,348,5.83,24,83,2.71845866,9.750938415527344,-10.681588172912598,1942,0.5612539052963257,-15.972580909729004,0.0003,,
2068,352,5.89,24,83,2.6721389000000006,9.69323444366455,-10.932676315307617,1967,0.5572208166122437,-16.116989135742188,0.0003,,
2094,356,5.85,25,83,2.6141035400000003,9.925889015197754,-11.07901382446289,1993,0.5530390739440918,-17.501934051513672,0.0003,,
2113,360,5.85,25,83,2.63320919,9.42221450805664,-11.109718322753906,2012,0.5499991178512573,-16.82628631591797,0.0003,,
2138,364,5.84,25,83,2.6079326,9.918095588684082,-11.262619972229004,2037,0.5460426807403564,-16.50065040588379,0.0003,,
2159,368,5.83,25,83,2.5900293,10.310482025146484,-11.21934700012207,2058,0.5427445769309998,-16.665178298950195,0.0003,,
2183,372,5.88,26,83,2.5886555500000004,10.791624069213867,-11.450551986694336,2082,0.5389682054519653,-16.47943687438965,0.0003,,
2203,376,5.84,26,83,2.5807917,7.8857269287109375,-11.663891792297363,2102,0.5358327627182007,-16.971473693847656,0.0003,,
2224,380,5.81,26,83,2.55939925,8.936002731323242,-11.804309844970703,2123,0.5325464010238647,-15.951711654663086,0.0003,,
2257,384,5.95,27,83,2.6519459099999994,6.933953762054443,-11.985804557800293,2156,0.527412474155426,-15.657455444335938,0.0003,,
2284,388,5.97,27,83,2.67235143,9.576681137084961,-12.169641494750977,2183,0.5232446193695068,-15.58519172668457,0.0003,,
2313,392,5.98,27,83,2.59250504,6.456935882568359,-12.539152145385742,2212,0.5187847018241882,-15.224712371826172,0.0003,,
2334,396,6.01,28,83,2.6466666899999995,9.719435691833496,-12.418315887451172,2233,0.5155659317970276,-15.914738655090332,0.0003,,
2358,400,5.99,28,83,2.6088043800000005,8.655049324035645,-12.771231651306152,2257,0.5119154453277588,-16.36341094970703,0.0003,,
2377,404,5.92,28,82,2.57752054,9.922358512878418,-12.823246002197266,2276,0.5090363025665283,-14.87590503692627,0.0003,,
2402,408,5.89,28,82,2.5886594900000004,9.853288650512695,-13.059871673583984,2301,0.5052692294120789,-14.802345275878906,0.0003,,
2431,412,5.97,29,82,2.58993594,8.913169860839844,-13.061344146728516,2330,0.50093674659729,-14.926824569702148,0.0003,,
2457,416,6.04,29,82,2.63306915,10.703826904296875,-13.139659881591797,2356,0.4970935583114624,-16.330516815185547,0.0003,,
2478,420,6.05,29,82,2.64314946,11.763729095458984,-13.117079734802246,2377,0.4940195679664612,-14.733749389648438,0.0003,,
2500,424,5.97,30,82,2.62946817,9.271763801574707,-13.2437105178833,2399,0.49081888794898987,-15.151840209960938,0.0003,,
2533,428,6.06,30,82,2.58576869,9.812480926513672,-13.101476669311523,2432,0.48609432578086853,-16.462390899658203,0.0003,,
2561,432,6.15,30,82,2.6380376399999994,8.826416015625,-12.675518989562988,2460,0.48223984241485596,-16.302745819091797,0.0003,,
2583,436,6.11,31,82,2.66055569,5.916280746459961,-13.269336700439453,2482,0.47930559515953064,-13.95994758605957,0.0003,,
2607,440,6.1,31,82,2.6481725899999997,9.227283477783203,-13.336494445800781,2506,0.47612255811691284,-14.81142807006836,0.0003,,
2637,444,6.18,31,82,2.6598363199999993,8.523454666137695,-13.083963394165039,2536,0.47215959429740906,-15.317584037780762,0.0003,,
2660,448,6.17,32,82,2.59307719,8.877880096435547,-13.379476547241211,2559,0.4691404700279236,-14.509109497070312,0.0003,,
2688,452,6.2,32,82,2.6269307,6.461205959320068,-13.65318489074707,2587,0.46546515822410583,-14.466592788696289,0.0003,,
2710,456,6.16,32,82,2.6637931799999994,8.282889366149902,-13.88821029663086,2609,0.46258020401000977,-14.215566635131836,0.0003,,
2736,460,6.23,33,82,2.6697767800000003,7.497121334075928,-14.13862419128418,2635,0.4591396749019623,-13.285457611083984,0.0003,,
2758,464,6.2,33,82,2.71790719,7.470385551452637,-14.382359504699707,2657,0.45623746514320374,-13.887231826782227,0.0003,,
2784,468,6.25,33,82,2.7318496899999998,4.792223930358887,-14.498181343078613,2683,0.45280468463897705,-13.737613677978516,0.0003,,
2807,472,6.24,34,82,2.76545689,9.065496444702148,-14.739002227783203,2706,0.44977009296417236,-13.565853118896484,0.0003,,
2835,476,6.32,34,82,2.74533546,5.686734199523926,-14.770650863647461,2734,0.4460849463939667,-13.571390151977539,0.0003,,
2852,480,6.28,34,82,2.72952654,6.079495906829834,-15.244470596313477,2751,0.44385936856269836,-12.920427322387695,0.0003,,
2878,484,6.21,34,82,2.7232006100000006,5.56339168548584,-15.215103149414062,2777,0.44047433137893677,-12.496322631835938,0.0003,,
2902,488,6.18,35,82,2.71991059,6.4493842124938965,-15.385418891906738,2801,0.43738046288490295,-13.074790000915527,0.0003,,
2925,492,6.12,35,82,2.72079403,6.865546226501465,-15.184425354003906,2824,0.43443459272384644,-13.699485778808594,0.0003,,
2951,496,6.17,35,82,2.7258860999999994,4.697920322418213,-15.650511741638184,2850,0.4311213791370392,-12.85318660736084,0.0003,,
2972,500,6.14,36,82,2.71931776,7.1175432205200195,-15.72161865234375,2871,0.4284537136554718,-12.700499534606934,0.0003,,
2998,504,6.21,36,82,2.7535137099999996,5.020417213439941,-15.634564399719238,2897,0.42517319321632385,-12.896002769470215,0.0003,,
3022,508,6.2,36,82,2.6996406100000003,7.450827598571777,-15.803616523742676,2921,0.42218542098999023,-12.721325874328613,0.0003,,
3045,512,6.14,36,82,2.7063803900000005,6.8777618408203125,-15.891189575195312,2944,0.41936230659484863,-13.008703231811523,0.0003,,
3071,516,6.14,37,82,2.6679855800000003,5.37074089050293,-15.785712242126465,2970,0.4162159264087677,-12.4879150390625,0.0003,,
3097,520,6.19,37,82,2.6869802199999997,5.615999221801758,-15.921117782592773,2996,0.4130954146385193,-12.261268615722656,0.0003,,
3116,524,6.16,37,82,2.7298824999999995,5.531337261199951,-16.053686141967773,3015,0.41082996129989624,-11.963197708129883,0.0003,,
3141,528,6.08,38,82,2.733436340000001,5.063924312591553,-16.40968894958496,3040,0.4078548550605774,-11.827285766601562,0.0003,,
3164,532,6.03,38,82,2.75083603,5.195479393005371,-16.565460205078125,3063,0.4051041305065155,-12.294958114624023,0.0003,,
3187,536,6.04,38,82,2.78755444,5.962306976318359,-17.08502197265625,3086,0.40235602855682373,-11.879966735839844,0.0003,,
3205,540,5.98,38,82,2.77773377,5.460441589355469,-16.69913101196289,3104,0.400209903717041,-12.188739776611328,0.0003,,
3229,544,5.92,39,82,2.73934219,3.7334861755371094,-17.027462005615234,3128,0.39737948775291443,-12.190608978271484,0.0003,,
3250,548,5.9,39,82,2.7750481099999997,5.47612190246582,-17.022174835205078,3149,0.3949252665042877,-12.067841529846191,0.0003,,
3272,552,5.84,39,82,2.7812870499999995,4.595912933349609,-17.032135009765625,3171,0.3923795223236084,-11.913381576538086,0.0003,,
3290,556,5.8,39,82,2.7358553099999994,4.180689811706543,-16.856952667236328,3189,0.39033326506614685,-11.464044570922852,0.0003,,
3312,560,5.76,40,82,2.7494993,4.791313648223877,-17.139842987060547,3211,0.38784465193748474,-11.188867568969727,0.0003,,
3337,564,5.79,40,82,2.7220165400000003,5.454050064086914,-17.496959686279297,3236,0.38502782583236694,-10.893238067626953,0.0003,,
3364,568,5.8,40,82,2.7340921500000004,5.436520099639893,-17.26492691040039,3263,0.3819962441921234,-11.884295463562012,0.0003,,
3385,572,5.78,40,82,2.70117588,4.664240837097168,-17.512714385986328,3284,0.3796497583389282,-11.492963790893555,0.0003,,
3408,576,5.73,41,82,2.7052029300000004,4.926349639892578,-17.667633056640625,3307,0.37710365653038025,-10.436262130737305,0.0003,,
3432,580,5.8,41,82,2.7481451800000007,4.336586952209473,-17.67972755432129,3331,0.37445589900016785,-12.060708999633789,0.0003,,
3451,584,5.73,41,82,2.6368294199999998,4.168050289154053,-17.469423294067383,3350,0.3723786175251007,-11.533926010131836,0.0003,,
3470,588,5.68,41,82,2.6089040200000007,4.1732072830200195,-17.76422119140625,3369,0.3703153431415558,-10.835540771484375,0.0003,,
3499,592,5.74,42,82,2.61418224,3.188804864883423,-18.4344482421875,3398,0.36721310019493103,-10.7388334274292,0.0003,,
3521,596,5.7,42,82,2.61298414,3.8866944313049316,-17.92761993408203,3420,0.3648509681224823,-11.467477798461914,0.0003,,
3542,600,5.7,42,83,2.59498851,5.1447248458862305,-17.794384002685547,3441,0.36260533332824707,-10.966717720031738,0.0003,,
3570,604,5.72,42,83,2.5946344700000004,3.0500802993774414,-19.01862335205078,3469,0.3596397936344147,-9.779626846313477,0.0003,,
3606,608,5.84,43,83,2.6689112700000006,3.463857650756836,-18.7072811126709,3505,0.3558174669742584,-10.042472839355469,0.0003,,
3629,612,5.84,43,83,2.6564823300000002,3.5944571495056152,-19.0255126953125,3528,0.3533879518508911,-10.872377395629883,0.0003,,
3652,616,5.81,43,83,2.65891068,4.0438947677612305,-19.296560287475586,3551,0.3509567379951477,-10.024795532226562,0.0003,,
3675,620,5.78,44,83,2.62475793,3.516378402709961,-20.035751342773438,3574,0.34853267669677734,-10.531747817993164,0.0003,,
3700,624,5.84,44,83,2.6245559399999996,2.81977915763855,-19.74922752380371,3599,0.3459130823612213,-9.79084587097168,0.0003,,
3721,628,5.8,44,83,2.60778882,3.3661670684814453,-18.99139404296875,3620,0.34376177191734314,-10.613758087158203,0.0003,,
3745,632,5.81,45,83,2.60807318,3.722731828689575,-18.784156799316406,3644,0.34139344096183777,-10.214603424072266,0.0003,,
3769,636,5.82,45,83,2.57448446,3.5963919162750244,-19.109573364257812,3668,0.3390374481678009,-10.455484390258789,0.0003,,
3789,640,5.84,45,83,2.5536801700000002,3.7097949981689453,-19.465927124023438,3688,0.3370800018310547,-10.66081428527832,0.0003,,
3813,644,5.84,45,83,2.58380892,2.8859829902648926,-19.63861083984375,3712,0.3347420394420624,-10.060490608215332,0.0003,,
3831,648,5.81,46,83,2.5566637,2.9660816192626953,-19.721221923828125,3730,0.33299699425697327,-9.462137222290039,0.0003,,
3862,652,5.9,46,83,2.5990878599999996,3.331501007080078,-20.189964294433594,3761,0.32998257875442505,-10.071889877319336,0.0003,,
3895,656,6.05,46,83,2.68960784,2.0715532302856445,-20.576080322265625,3794,0.3267623484134674,-9.862586975097656,0.0003,,
3922,660,6.1,47,83,2.6871423799999996,3.181638240814209,-20.923572540283203,3821,0.32413405179977417,-9.047534942626953,0.0003,,
3941,664,6.04,47,83,2.6666066799999997,3.3958535194396973,-20.784088134765625,3840,0.32229816913604736,-9.339118957519531,0.0003,,
3978,668,6.14,47,83,2.731610769999999,4.02031135559082,-20.019119262695312,3877,0.3187796175479889,-9.627943992614746,0.0003,,
4005,672,6.2,47,83,2.7535075099999995,2.7688307762145996,-20.565128326416016,3904,0.31626853346824646,-9.222673416137695,0.0003,,
4035,676,6.27,48,83,2.851207179999999,2.612727642059326,-20.622840881347656,3934,0.3135102391242981,-9.55406379699707,0.0003,,
4054,680,6.22,48,83,2.8345137599999997,2.3203792572021484,-20.747095108032227,3953,0.3117673695087433,-9.48822021484375,0.0003,,
4081,684,6.3,48,83,2.8761324899999994,2.6078059673309326,-20.76260757446289,3980,0.3093187212944031,-9.402440071105957,0.0003,,
4101,688,6.31,49,83,2.88141946,2.3465960025787354,-20.799694061279297,4000,0.30752992630004883,-9.391607284545898,0.0003,,
4121,692,6.22,49,83,2.8834988299999997,2.5236358642578125,-21.141443252563477,4020,0.3057515621185303,-9.829824447631836,0.0003,,
4149,696,6.28,49,83,2.92688805,2.7708473205566406,-21.219745635986328,4048,0.3032739758491516,-9.11146354675293,0.0003,,
4180,700,6.38,49,83,3.0090046200000007,2.158311605453491,-21.59079360961914,4079,0.30054423213005066,-8.525568008422852,0.0003,,
4203,704,6.33,50,83,3.0142706600000007,2.2848763465881348,-21.63385772705078,4102,0.2985239028930664,-8.788168907165527,0.0003,,
4230,708,6.24,50,83,3.0155187999999997,1.758471965789795,-21.99327850341797,4129,0.29616469144821167,-8.122889518737793,0.0003,,
4249,712,6.2,50,83,2.9884256100000006,2.567714214324951,-22.26647186279297,4148,0.294502317905426,-8.901111602783203,0.0003,,
4272,716,6.2,51,83,3.001938369999999,2.334260940551758,-22.48202896118164,4171,0.29248103499412537,-8.374267578125,0.0003,,
4292,720,6.17,51,83,3.0137403400000005,2.407325267791748,-22.733089447021484,4191,0.290731817483902,-8.227919578552246,0.0003,,
4319,724,6.19,51,83,3.0436501900000006,2.035496950149536,-22.975826263427734,4218,0.28837987780570984,-8.189680099487305,0.0003,,
4339,728,6.18,51,83,3.0655861800000004,2.6826679706573486,-23.17898941040039,4238,0.2866378724575043,-8.71056079864502,0.0003,,
4365,732,6.2,52,83,3.0790853999999994,2.4545319080352783,-23.212160110473633,4264,0.28439587354660034,-8.685369491577148,0.0003,,
4387,736,6.18,52,83,3.104449439999999,1.983259677886963,-23.045089721679688,4286,0.2825118601322174,-8.680700302124023,0.0003,,
4408,740,6.19,52,83,3.1413389100000013,2.1896581649780273,-23.227863311767578,4307,0.28073304891586304,-8.295770645141602,0.0003,,
4429,744,6.16,52,83,3.1322934,1.8428500890731812,-23.064617156982422,4328,0.27898192405700684,-8.233087539672852,0.0003,,
4456,748,6.25,53,83,3.1666099200000004,2.0483338832855225,-23.18869400024414,4355,0.2767575681209564,-9.304672241210938,0.0003,,
4484,752,6.22,53,83,3.1351910599999995,1.7339916229248047,-23.358444213867188,4383,0.27447709441185,-7.475006103515625,0.0003,,
4508,756,6.13,53,83,3.0991291000000003,2.066769599914551,-23.669227600097656,4407,0.27253004908561707,-7.960337162017822,0.0003,,
4532,760,6.1,54,83,3.0926842299999997,2.165105104446411,-22.973724365234375,4431,0.27060872316360474,-8.223812103271484,0.0003,,
4570,764,6.29,54,83,3.18681083,1.4378983974456787,-23.740795135498047,4469,0.2676098644733429,-8.258811950683594,0.0003,,
4594,768,6.16,54,83,3.0822766399999995,2.1570820808410645,-23.75318145751953,4493,0.2657213509082794,-8.409263610839844,0.0003,,
4629,772,6.24,55,83,3.0948644400000003,2.3620035648345947,-24.06243133544922,4528,0.26298385858535767,-8.53294563293457,0.0003,,
4647,776,6.12,55,83,2.9719775299999998,1.8712024688720703,-24.02210807800293,4546,0.2615778148174286,-7.786226272583008,0.0003,,
4676,780,6.22,55,83,3.0468546799999996,2.018948793411255,-24.218612670898438,4575,0.2593397796154022,-7.883354663848877,0.0003,,
4697,784,6.16,56,83,3.0093982599999993,2.17624568939209,-24.068071365356445,4596,0.2577369809150696,-8.058938980102539,0.0003,,
4718,788,6.17,56,83,3.0234599999999996,2.5058138370513916,-23.785484313964844,4617,0.2561492919921875,-7.465387344360352,0.0003,,
4744,792,6.23,56,83,3.00392586,2.209416389465332,-24.547603607177734,4643,0.2541859745979309,-7.359442710876465,0.0003,,
4763,796,6.14,56,83,2.92953223,2.0773797035217285,-23.876787185668945,4662,0.25276613235473633,-7.745571136474609,0.0003,,
4789,800,6.09,57,83,2.8696159300000006,1.8717925548553467,-24.947893142700195,4688,0.2508428990840912,-7.3760480880737305,0.0003,,
4815,804,6.12,57,83,2.8823632800000007,1.5698261260986328,-24.41362762451172,4714,0.2489364743232727,-7.651948928833008,0.0003,,
4838,808,6.08,57,83,2.88398397,1.7006099224090576,-24.31264877319336,4737,0.24727517366409302,-7.460878372192383,0.0003,,
4857,812,6.08,58,83,2.9020712900000003,2.1212873458862305,-23.977672576904297,4756,0.24592013657093048,-7.649473667144775,0.0003,,
4881,816,6.09,58,83,2.8799962099999994,1.4315935373306274,-24.89739227294922,4780,0.24422088265419006,-7.307496070861816,0.0003,,
4901,820,6.09,58,83,2.84211773,1.7727152109146118,-24.590808868408203,4800,0.24280861020088196,-7.09754753112793,0.0003,,
4924,824,6.05,58,83,2.79572319,1.8147032260894775,-25.3070011138916,4823,0.24117633700370789,-7.406838417053223,0.0003,,
4955,828,6.16,59,83,2.79986982,1.7152154445648193,-25.986541748046875,4854,0.23897510766983032,-7.163211822509766,0.0003,,
4982,832,6.17,59,83,2.8045974300000007,1.9066835641860962,-25.800155639648438,4881,0.2370644211769104,-7.221802711486816,0.0003,,
5000,,,,,,1.6434663534164429,-25.995899200439453,4899,0.23579181730747223,-7.2628607749938965,0.0003,3.9154790000466164,6.5
5006,836,6.19,60,83,2.76388594,2.0958948135375977,-26.376277923583984,4905,0.23536834120750427,-6.859123229980469,0.0003,,
