time/episodes,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,eval/mean_reward,eval/mean_ep_length
,34820,0.7296163911521435,0.001,,,35000,,-8.335804200172424,,520.0532597644021,1000.0
68,36820,0.7590869320034981,0.001,556.1764705882352,-57.513097705882345,37820,220,-8.86162421131134,171,,
,39820,0.6818846405446529,0.001,,,40000,,-10.232362661361694,,790.4460115180351,1000.0
72,40820,0.6692891237437725,0.001,580.8333333333334,-21.276443291666666,41820,246,-10.71059292602539,169,,
,44820,0.6849474204778672,0.001,,,45000,,-12.36345761680603,,450.7485021491768,902.2
76,,,,602.8947368421053,16.40024180263158,45820,270,,169,,
80,48820,0.7043026527762413,0.001,622.75,48.21447722500001,49820,288,-13.287385097503662,172,,
,49820,0.7244205563664436,0.001,,,50000,,-13.258570709228515,,669.623368885758,1000.0
84,52820,0.6842549024224281,0.001,640.7142857142857,73.53453829761905,53820,314,-13.847141735076905,171,,
,54820,0.7036302778124809,0.001,,,55000,,-14.575640110015868,,608.7166842398234,1000.0
88,56820,0.6717706695497035,0.001,657.0454545454545,98.47325356818183,57820,341,-15.182982526779174,169,,
,59820,0.6956539579629898,0.001,,,60000,,-16.24446294593811,,561.1427943918388,717.2
92,60820,0.7097489622533322,0.001,662.3152173913044,113.52936661956524,60933,364,-16.677670053482057,167,,
96,63933,0.7348100101947784,0.001,676.3854166666666,137.66000040625002,64933,379,-17.487325748443602,170,,
,64933,0.7248486045897007,0.001,,,65000,,-17.85830533027649,,291.5889277210343,816.2
100,67933,0.744550805658102,0.001,689.33,152.18138929,68933,403,-18.699475660324097,170,,
,69933,0.7511423349678517,0.001,,,70000,,-19.33313810348511,,726.7425718503073,1000.0
104,71933,0.8064481259286403,0.001,697.97,236.84833691,72933,430,-19.856595043182374,169,,
108,74944,0.881309303370389,0.001,687.95,312.59574253000005,74957,443,-20.575753847757976,168,,
,74957,0.7747445840101975,0.001,,,75000,,-20.83664067586263,,406.07043474767704,900.9
112,77957,0.8405808288455009,0.001,717.34,352.3843895999999,78957,465,-21.443985488891602,169,,
,79957,0.8765772702693939,0.001,,,80000,,-21.797019760131835,,696.5438077945262,1000.0
116,81957,0.8765893889665604,0.001,750.83,391.86414626,82957,492,-22.300830513000488,168,,
,84957,0.8552698865234852,0.001,,,85000,,-21.946912563323973,,660.6828139905774,1000.0
120,85957,0.8490913205444813,0.001,777.67,429.00769384000006,86957,517,-22.10069153213501,167,,
,89957,0.837434739202261,0.001,,,90000,,-23.850353588104248,,787.6656982547604,1000.0
124,,,,816.07,465.1389019100001,90957,543,,167,,
128,93957,0.8454599037766457,0.001,855.4,498.43127297000007,94957,562,-25.007153759002687,168,,
,94957,0.8625538713932037,0.001,,,95000,,-25.13249612045288,,647.9855734821642,982.1
132,97957,0.9088780997991562,0.001,893.97,528.44905417,98957,588,-25.683601131439207,168,,
,99957,0.8738637859523296,0.001,,,100000,,-26.38978503417969,,757.2749208208173,1000.0
136,101957,0.8397403773665428,0.001,932.91,556.7678055,102957,616,-26.75725758743286,166,,
,104957,0.8029758194983005,0.001,,,105000,,-27.675261657714845,,191.4580964134053,1000.0
140,105957,0.7631524101793766,0.001,971.37,569.7033270899999,106957,641,-27.81279997253418,166,,
,109957,0.743295823186636,0.001,,,110000,,-28.994268737792968,,607.0456563915126,1000.0
144,,,,971.37,576.90121276,110957,669,,165,,
148,113957,0.7295579797625542,0.001,971.37,584.8723435100002,114957,687,-29.98231420135498,167,,
,114957,0.7372863664627075,0.001,,,115000,,-30.17244839477539,,769.9014869217062,1000.0
152,117957,0.6910423566102981,0.001,971.37,597.39920897,118957,714,-30.467499137878416,166,,
,119957,0.6494979400932789,0.001,,,120000,,-31.036647674560548,,669.2196421631612,1000.0
156,121957,0.6472495582401753,0.001,971.37,615.1262315600001,122957,741,-31.54465977859497,165,,
,124957,0.6783938116431236,0.001,,,125000,,-32.350201221466065,,734.898280218328,1000.0
160,125957,0.6580678858757019,0.001,971.37,618.2582725600001,126957,769,-32.65359453201294,165,,
,129957,0.7065799083411693,0.001,,,130000,,-33.09798366165161,,624.9852635117015,1000.0
164,,,,971.37,623.6711889500001,130957,797,,164,,
168,133957,0.6887116568386554,0.001,971.37,635.04614081,134957,818,-34.17978441619873,164,,
,134957,0.7091258522570133,0.001,,,135000,,-34.46465266036987,,871.9604369842913,1000.0
172,137957,0.7487878450751304,0.001,971.37,646.4103299899999,138957,844,-34.99286353683472,164,,
,139957,0.732279930382967,0.001,,,140000,,-35.341532257080075,,856.1129141557496,1000.0
176,141957,0.7341869750916958,0.001,971.37,653.20098174,142957,870,-35.70494759368896,164,,
,144957,0.6721791594624519,0.001,,,145000,,-36.21736328125,,601.950758518558,1000.0
180,145957,0.6810563903152943,0.001,971.37,656.54312154,146957,896,-36.45802282714844,163,,
,149957,0.6501494376659394,0.001,,,150000,,-36.957604133605955,,873.6749520132319,1000.0
184,,,,971.37,665.21881562,150957,924,,163,,
188,153957,0.7162817187309265,0.001,971.37,675.77967221,154957,942,-37.43096070098877,164,,
,154957,0.6976493578851223,0.001,,,155000,,-37.61353582000732,,784.0189530888805,1000.0
192,157957,0.7141251934766769,0.001,980.24,690.8041501800002,158957,970,-37.91007169342041,163,,
,159957,0.7516892712712288,0.001,,,160000,,-38.244830848693844,,772.3846030993387,1000.0
196,161957,0.6967351754307747,0.001,980.24,694.9172975099999,162957,997,-38.70568978881836,163,,
,164957,0.7105966202318669,0.001,,,165000,,-39.29386985778809,,798.708180224197,1000.0
200,165957,0.7048643364310264,0.001,980.24,706.5116275899999,166957,1024,-39.465726516723635,163,,
,169957,0.6798767411708831,0.001,,,170000,,-40.479392204284665,,909.5971896799631,1000.0
204,,,,980.24,709.4162384600002,170957,1051,,162,,
208,173957,0.6800284878015518,0.001,1000.0,726.94316147,174957,1070,-41.21415818786621,163,,
,174957,0.670106903463602,0.001,,,175000,,-41.4867526550293,,899.8055582545697,1000.0
212,177957,0.6452411221265792,0.001,1000.0,732.3648147900001,178957,1095,-42.14106691741944,163,,
,179957,0.6685866649448872,0.001,,,180000,,-42.41385623168945,,718.6495839211159,1000.0
216,181957,0.6697766625285149,0.001,1000.0,741.43614206,182957,1122,-42.71032250213623,162,,
,184957,0.6863585157990456,0.001,,,185000,,-43.32831629180908,,822.3779163918807,1000.0
220,185957,0.6636636215150357,0.001,1000.0,747.5220800900001,186957,1147,-43.569760192871094,162,,
,189957,0.6351076144576072,0.001,,,190000,,-44.558840492248535,,917.9709270300343,1000.0
224,,,,1000.0,752.1612164500002,190957,1174,,162,,
228,193957,0.6067367169260979,0.001,1000.0,751.3157002399998,194957,1192,-45.14548586273193,163,,
,194957,0.5880557042211294,0.001,,,195000,,-45.30315714263916,,720.2910134417004,1000.0
232,197957,0.6010672204047441,0.001,1000.0,757.4019554199999,198957,1222,-45.631017456054686,162,,
,199957,0.5989501983374357,0.001,,,200000,,-45.90880555725098,,891.2800102907582,1000.0
236,201957,0.5676324746608734,0.001,1000.0,767.3351173299999,202957,1250,-46.123922134399415,162,,
,204957,0.5848941839635372,0.001,,,205000,,-46.486584533691406,,904.2214373644441,1000.0
240,205957,0.5913914198577404,0.001,1000.0,793.8486136299999,206957,1277,-46.649550582885745,161,,
,209957,0.6395080380886793,0.001,,,210000,,-47.29653465270996,,836.7993382499553,1000.0
244,,,,1000.0,805.3007632899998,210957,1305,,161,,
248,213957,0.6474578161537647,0.001,1000.0,810.0422900400001,214957,1327,-47.81810227966309,161,,
,214957,0.6230558898597955,0.001,,,215000,,-47.924591598510744,,705.764612914488,1000.0
252,217957,0.6909668125212193,0.001,1000.0,814.8621984,218957,1356,-47.97231168365479,161,,
,219957,0.616878390789032,0.001,,,220000,,-48.151923736572265,,765.957072477229,1000.0
256,221957,0.6538704107403756,0.001,1000.0,816.1664297399999,222957,1383,-48.199446174621585,161,,
,224957,0.6470333275198936,0.001,,,225000,,-48.062916870117185,,847.2469359074588,1000.0
260,225957,0.6251351718604564,0.001,1000.0,818.1148217899998,226957,1410,-47.93116505432129,160,,
,229957,0.5774997136741876,0.001,,,230000,,-48.17274967193603,,433.12499133286184,904.5
264,,,,1000.0,825.7627312499999,230957,1436,,160,,
268,233203,0.7219337303706301,0.001,987.96,807.3554085100001,233753,1452,-48.2042831482926,160,,
,234753,0.6995239042937755,0.001,,,235000,,-48.371135559082035,,641.496631439199,915.6
272,236753,0.6591498741805554,0.001,987.96,800.25175712,237753,1476,-48.46879613494873,161,,
,239753,0.6679822619259358,0.001,,,240000,,-48.261886932373045,,394.6184673177078,1000.0
276,240753,0.6683690461218357,0.001,987.96,791.9830982699999,241753,1503,-48.17308638763428,160,,
,244753,0.7262195024788379,0.001,,,245000,,-48.27747088623047,,933.8456938069081,1000.0
280,,,,987.96,799.34994844,245753,1529,,160,,
284,248753,0.8198022526204586,0.001,987.96,803.6949079699999,249753,1548,-48.1208412399292,161,,
,249753,0.8339736723005772,0.001,,,250000,,-48.18091916656494,,580.3373898764781,906.8
288,252753,0.8627718144655228,0.001,987.96,794.3671330799999,253753,1576,-48.0328318939209,160,,
,254753,0.8784351580739022,0.001,,,255000,,-48.153032737731934,,1117.5539412598941,1000.0
292,256753,0.8354054230749607,0.001,987.96,791.4869791799997,257753,1604,-48.114979400634766,160,,
,259002,0.9390213242173195,0.001,,,260000,,-48.169430084228516,,711.297509323433,1000.0
296,260002,0.9046751774847508,0.001,980.45,790.9544955899999,261002,1628,-48.33475477600098,160,,
,264002,0.9230145245790482,0.001,,,265000,,-48.80472589111328,,1066.0890549219446,1000.0
300,,,,980.45,797.7412640599999,265002,1655,,160,,
304,268002,0.918481802970171,0.001,980.45,799.0760775799998,269002,1674,-49.21516490936279,160,,
,269002,0.9476270262002945,0.001,,,270000,,-49.476994201660155,,1211.2294950640353,1000.0
308,272002,0.911426396638155,0.001,980.45,792.92904518,273002,1701,-50.10393392181396,160,,
,274002,0.941193443596363,0.001,,,275000,,-50.70193198394775,,718.9327921752817,1000.0
312,276002,0.9783928584754467,0.001,980.45,785.6675132099999,277002,1728,-51.306426712036135,160,,
,279002,1.0572264026403426,0.001,,,280000,,-51.70176029205322,,760.975652707694,1000.0
316,280002,1.0284583458900451,0.001,980.45,778.6048618100001,281002,1754,-51.78311132049561,160,,
,284002,1.1456163584291934,0.001,,,285000,,-51.943264205932614,,892.6472824129276,1000.0
320,,,,980.45,769.0764414999999,285002,1781,,159,,
324,288002,1.1305170014500618,0.001,980.45,773.72499406,289002,1799,-52.53832825469971,160,,
,289002,1.23600216037035,0.001,,,290000,,-52.704890480041506,,623.8421288073296,828.9
328,292002,1.5047549899816512,0.001,980.45,790.8081942600002,293002,1824,-53.27043994140625,160,,
,294002,1.445441893696785,0.001,,,295000,,-53.91414891815185,,1539.1583855899983,1000.0
332,296002,1.5428525919914247,0.001,980.45,813.8492313000003,297002,1851,-54.528819877624514,160,,
,299002,1.5177426539063454,0.001,,,300000,,-55.091392456054685,,1362.408496128954,1000.0
336,300002,1.7062636777162552,0.001,980.45,828.3367652800001,301002,1879,-55.15573181152344,160,,
,304002,1.8813877376317978,0.001,,,305000,,-55.759286407470704,,1257.0574061745078,1000.0
340,,,,980.45,833.7680985000002,305002,1908,,159,,
344,308002,2.308711489677429,0.001,980.45,856.20660623,309002,1926,-56.474684883117675,160,,
,309002,2.304186856508255,0.001,,,310000,,-56.62886744689941,,1256.2750694563613,1000.0
348,312002,2.5516445347070693,0.001,980.45,882.0809494000001,313002,1953,-57.374323829650876,160,,
,314002,2.698656555771828,0.001,,,315000,,-57.98041612243652,,1437.0437828193885,1000.0
352,316002,2.7055788645744325,0.001,980.45,905.41905165,317002,1980,-58.862663299560545,160,,
,319002,2.524170824408531,0.001,,,320000,,-59.39120834350586,,1275.4164516718768,1000.0
356,320002,2.580059557080269,0.001,980.45,934.74361945,321002,2005,-59.67365461730957,160,,
,324002,2.8971675605773926,0.001,,,325000,,-60.021630523681644,,1488.9016474084929,1000.0
360,,,,980.45,934.99122462,325002,2032,,159,,
364,328002,3.104289918422699,0.001,980.45,976.25402258,329002,2051,-60.51666259765625,160,,
,329002,3.0718738881349563,0.001,,,330000,,-60.771353286743164,,1766.5062016847544,1000.0
368,332002,3.14178131878376,0.001,992.49,1031.46102378,333002,2077,-62.23976173400879,160,,
,334002,3.1698961248397826,0.001,,,335000,,-63.42219299316406,,1424.6268830213462,992.6
372,336002,3.2649943175315856,0.001,992.49,1076.2507000899998,337002,2102,-64.28926361083984,160,,
,339002,3.0704513403177263,0.001,,,340000,,-65.73469297027587,,1174.3640759703499,734.4
376,340002,3.219199192285538,0.001,992.49,1112.60882466,341002,2125,-66.35531196594238,160,,
,344002,3.680540398597717,0.001,,,345000,,-68.62320861053466,,345.606893613172,853.8
380,,,,992.49,1151.5754234,345002,2150,,160,,
384,348002,3.8831429733037948,0.001,992.49,1193.39295125,349002,2168,-70.66110439300537,160,,
,349002,4.11150662946701,0.001,,,350000,,-71.13420288085938,,1721.9089379026088,1000.0
388,350681,4.491592562507828,0.001,976.73,1210.87303827,351426,2188,-71.57147018344416,160,,
,354426,4.892916084527969,0.001,,,355000,,-73.6325539855957,,1142.3726776570898,1000.0
392,,,,976.73,1259.5287375300002,355426,2213,,160,,
396,358426,4.975051821947098,0.001,984.24,1278.3696125200001,359426,2234,-76.83470872497558,160,,
,359426,4.87165190076828,0.001,,,360000,,-77.65300233459473,,1570.894696464343,802.1
400,362426,4.8288184764385225,0.001,984.24,1320.67896266,363426,2263,-80.19535942077637,160,,
,364426,4.626935243368149,0.001,,,365000,,-81.21652119445801,,1841.7114586241544,1000.0
404,366426,4.422343450069428,0.001,984.24,1362.6210820000001,367426,2291,-82.97226361083985,160,,
,369426,4.574862763404846,0.001,,,370000,,-84.66639770507813,,1990.8943760707975,1000.0
408,370426,4.684234405994415,0.001,984.24,1415.28367514,371426,2317,-85.44800320434571,160,,
,374426,4.786701897382736,0.001,,,375000,,-87.43883946228027,,2093.917268155422,1000.0
412,,,,984.24,1461.9618834300004,375426,2342,,160,,
416,378426,5.226609138727188,0.001,984.24,1513.1789072299998,379426,2361,-90.91455116271973,160,,
,379426,5.802423540592193,0.001,,,380000,,-91.611779296875,,2101.096589762531,1000.0
420,382426,5.0757786316871645,0.001,984.24,1574.6632057000004,383426,2388,-93.3736887512207,160,,
,384426,4.97039110827446,0.001,,,385000,,-93.43596766662597,,2010.7921240632945,1000.0
424,386426,5.302790105342865,0.001,984.24,1595.49530776,387426,2414,-94.42630628967285,160,,
,389426,5.198310084342957,0.001,,,390000,,-95.11119241333007,,1810.5019238648006,1000.0
428,390426,5.064872866868972,0.001,984.24,1627.5798133899998,391426,2441,-95.90586367797852,160,,
,394426,5.059659821748734,0.001,,,395000,,-96.96630740356446,,2081.5281832838896,945.8
432,,,,984.24,1627.60249284,395426,2468,,160,,
436,398426,5.163023993968964,0.001,984.24,1658.1101854299998,399426,2486,-98.29426155090331,160,,
,399426,5.2766729879379275,0.001,,,400000,,-98.4999683227539,,2003.4000199936331,952.7
440,401767,5.48887153664642,0.001,977.65,1686.83160952,402767,2508,-99.50435144761029,160,,
,404767,5.732940880298615,0.001,,,405000,,-100.94199485778809,,1981.2023268787307,1000.0
444,405767,5.69014502620697,0.001,977.65,1690.8411597999998,406767,2534,-100.79612237548828,160,,
,409767,5.639199973583222,0.001,,,410000,,-101.91031840515137,,2271.9137916328386,1000.0
448,,,,977.65,1723.58226552,410767,2560,,160,,
452,413767,5.805215502738952,0.001,977.65,1756.5936616399997,414767,2578,-103.77934657287598,160,,
,414767,5.631743546485901,0.001,,,415000,,-103.86873246765137,,2071.8360830840656,910.7
456,417767,5.694174673318863,0.001,977.65,1786.28943427,418767,2604,-104.27057618713378,160,,
,419767,5.9910624525547025,0.001,,,420000,,-105.86944497680665,,1756.9318905120192,966.5
460,421767,5.453057769536972,0.001,977.65,1842.3679157399997,422767,2630,-106.92573867797852,160,,
,424767,5.9530154342651365,0.001,,,425000,,-107.90713552856445,,1425.2485125319101,652.5
464,425180,5.357808647086488,0.001,966.0,1832.03972738,425602,2650,-108.36034809794403,160,,
468,428602,5.643786884069443,0.001,966.0,1857.9760358600001,429602,2667,-109.0138695526123,161,,
,429602,5.803960020065308,0.001,,,430000,,-109.68620663452148,,2265.357325869426,1000.0
472,432602,5.865472667694092,0.001,966.0,1876.7561497600002,433602,2693,-111.14772518920898,160,,
,434602,5.883514567375183,0.001,,,435000,,-111.71463246154785,,2288.4633485149593,968.5
476,436602,5.693422236442566,0.001,966.0,1904.2593869600005,437602,2719,-112.87910890197755,160,,
,439602,6.028889588594437,0.001,,,440000,,-114.29314129638672,,2307.550402553007,1000.0
480,440602,6.278697832822799,0.001,966.0,1921.5202430200004,441602,2746,-114.53374984741211,160,,
,444602,6.5437458713054655,0.001,,,445000,,-116.09839024353028,,2410.141855943715,1000.0
484,,,,966.0,1937.02429706,445602,2772,,160,,
488,447646,6.521989599466324,0.001,972.2,1963.6226798,448646,2786,-117.09109349060058,160,,
,449646,6.587543637752533,0.001,,,450000,,-118.14926837158202,,2062.4208698036614,894.5
492,451646,6.600551821231842,0.001,972.2,1979.5396916099999,452646,2815,-118.78423408508301,160,,
,454182,6.693890087366104,0.001,,,455000,,-119.4401171875,,2416.4295381526463,1000.0
496,455182,6.56801522231102,0.001,967.56,2013.8867108599995,456182,2840,-120.04053007507324,160,,
,459182,6.353660418987274,0.001,,,460000,,-120.96434489440918,,2334.9736610073596,1000.0
500,,,,967.56,2024.78859407,460182,2868,,160,,
504,463182,6.774533686161042,0.001,967.56,2041.2905782200003,464182,2889,-122.27238209533691,160,,
,464182,6.145818669080734,0.001,,,465000,,-122.55175775146485,,2559.5925136273145,1000.0
508,467182,7.147977003574371,0.001,967.56,2057.94941234,468182,2916,-123.8476279296875,160,,
,469182,7.289029931068421,0.001,,,470000,,-124.3464720916748,,1854.2781594388186,1000.0
512,471182,7.578434185266495,0.001,967.56,2081.1126823299996,472182,2945,-125.12036665344239,160,,
,474182,7.775717673063278,0.001,,,475000,,-126.39749934387207,,2416.140127834503,1000.0
516,475182,7.385116119146347,0.001,967.56,2102.80071481,476182,2973,-126.68485095214844,160,,
,479182,8.041285045862198,0.001,,,480000,,-127.70627320861817,,2238.08157506492,1000.0
520,,,,967.56,2111.12179651,480182,3002,,159,,
524,483182,8.083532775878906,0.001,967.56,2142.3668881200006,484182,3022,-128.68784408569337,160,,
,484182,8.202245444059372,0.001,,,485000,,-128.50230477905274,,2413.047853585146,1000.0
528,487182,7.974095892190933,0.001,967.56,2156.2093273200003,488182,3047,-128.78260566711427,160,,
,489578,7.9938396113087435,0.001,,,490000,,-129.42934910937993,,2030.4439473009668,904.0
532,490578,8.462104245901108,0.001,961.52,2176.08685956,491578,3068,-129.6714571990967,160,,
,494578,8.029514015436172,0.001,,,495000,,-130.21137120056153,,2010.2989790249617,802.1
536,,,,961.52,2163.93778705,495578,3092,,160,,
540,498578,8.175572791814805,0.001,968.11,2177.7967304800004,499578,3110,-130.2434072418213,160,,
,499578,8.286191552639007,0.001,,,500000,,-130.55906736755372,,2486.4545207681367,1000.0
544,502578,7.982245260715485,0.001,961.74,2199.3928202600005,502941,3135,-132.04419630432128,160,,
,504941,8.366463165283204,0.001,,,505000,,-132.50562329101564,,2442.5134225309826,1000.0
548,505941,7.718961849689483,0.001,961.74,2206.7163233800006,506941,3159,-132.9376421661377,160,,
,509941,7.673865662574768,0.001,,,510000,,-132.706618850708,,2414.9630800750106,1000.0
552,,,,961.74,2211.9210539600003,510941,3184,,160,,
556,513941,7.676166338920593,0.001,961.74,2201.796690970001,514941,3203,-133.39022624206544,160,,
,514941,7.798778359889984,0.001,,,515000,,-133.70889248657227,,1774.2991819420045,1000.0
560,517941,7.655513404130936,0.001,961.74,2209.08154229,518941,3229,-134.08900619506835,160,,
,519941,7.92414606332779,0.001,,,520000,,-134.0229205169678,,2068.8244957813063,977.3
564,521941,8.594463516950608,0.001,973.39,2222.5663751199995,522941,3255,-134.5575001220703,160,,
,524941,9.136404263734818,0.001,,,525000,,-134.34908616638182,,2578.748583127558,1000.0
568,525941,9.414124721050262,0.001,973.39,2195.1445697500003,526941,3281,-135.2754620666504,160,,
,529941,9.476045393466949,0.001,,,530000,,-135.46453941345214,,2417.3160120291636,1000.0
572,,,,973.39,2203.29823513,530941,3308,,160,,
576,533941,9.994564232826233,0.001,973.39,2212.01589282,534941,3326,-135.80682385253905,160,,
,534941,10.332273780822755,0.001,,,535000,,-136.52967124938965,,2460.600083706295,1000.0
580,537941,9.864669108390808,0.001,973.39,2218.11592728,538941,3352,-136.471425491333,160,,
,539941,9.814789772033691,0.001,,,540000,,-136.42206094360353,,2371.5269537790214,1000.0
584,541941,10.011519145965575,0.001,973.39,2219.8806184,542941,3377,-136.8056897277832,160,,
,544941,9.597918426990509,0.001,,,545000,,-137.45176943969727,,1906.7910779591184,939.5
588,545941,9.945386525154113,0.001,982.95,2252.32041159,546941,3402,-137.38034931945802,160,,
,549941,8.693382051467896,0.001,,,550000,,-138.0112389984131,,2511.1493338815867,1000.0
592,,,,982.95,2218.6292499600004,550941,3428,,160,,
596,553941,9.01345008802414,0.001,987.59,2227.62301662,554941,3446,-140.05708601379393,160,,
,554941,8.969555449485778,0.001,,,555000,,-140.64035360717773,,2116.973285376653,1000.0
600,557941,8.925820310354233,0.001,987.59,2199.9743870899997,558941,3474,-140.9784951171875,160,,
,559941,8.177012863397598,0.001,,,560000,,-141.0998584289551,,1846.0844411078374,805.0
604,561941,9.18615702700615,0.001,987.59,2203.00278445,562941,3501,-141.39410615539552,160,,
,564941,8.578572242259979,0.001,,,565000,,-141.0967096710205,,2256.666490317136,903.1
608,565941,9.051449949979782,0.001,987.59,2195.6959657299994,566941,3529,-141.62492282104492,160,,
,569634,8.659204429626465,0.001,,,570000,,-141.10889070129394,,1379.184258213872,595.2
612,,,,981.42,2178.7158637400003,570324,3551,,160,,
616,572386,10.131942381524736,0.001,972.04,2150.9927106400005,573386,3563,-141.87685085616948,160,,
,574386,9.281201170682907,0.001,,,575000,,-141.82755003356934,,2539.1941879717633,1000.0
620,576386,10.344064991950988,0.001,970.23,2151.4086082299996,577205,3591,-142.49946839904786,160,,
,579205,9.827329872608185,0.001,,,580000,,-142.51345883178712,,2389.4480919862167,1000.0
624,580205,10.27165285897255,0.001,970.23,2155.8032606999996,581205,3615,-143.1584465484619,160,,
,584205,10.935767917394639,0.001,,,585000,,-143.7446798095703,,2347.886644039629,1000.0
628,,,,970.23,2163.06377475,585205,3643,,160,,
632,588205,10.033005042552947,0.001,976.27,2188.5341143099995,589205,3665,-145.60055203247072,160,,
,589205,9.20391722559929,0.001,,,590000,,-144.96923973083497,,2611.1332852244377,999.7
636,592205,8.955685166835785,0.001,976.27,2222.90462012,593205,3692,-145.84468655395509,160,,
,594956,9.361380469631142,0.001,,,595000,,-146.80025713631275,,2339.3616356752345,966.7
640,,,,963.78,2207.51741254,595956,3715,,160,,
644,598956,10.055318732738495,0.001,962.86,2199.7084256800003,599227,3735,-146.82435218811034,160,,
,599227,10.537945650600419,0.001,,,600000,,-146.11331900137444,,2134.7424320872874,839.8
648,602227,11.801519419193268,0.001,962.86,2204.6519004,603227,3760,-146.5301833190918,160,,
,604227,11.597784257888794,0.001,,,605000,,-147.3013795776367,,2455.21361460723,940.3
652,606227,11.65609749007225,0.001,962.86,2212.1436557399998,607227,3789,-147.48258277893066,160,,
,609227,10.058232854843139,0.001,,,610000,,-148.20754498291015,,2607.238256847486,1000.0
656,610227,10.312892928123475,0.001,962.86,2234.04300735,611227,3818,-148.12093621826173,160,,
,614227,11.504296091556549,0.001,,,615000,,-149.1345783996582,,2487.5557145264,1000.0
660,,,,962.86,2238.4651341999997,615227,3847,,159,,
664,618227,11.664119180679322,0.001,962.86,2262.47538722,619227,3867,-151.62287673950195,160,,
,619227,11.576041177272797,0.001,,,620000,,-151.10701791381837,,2638.8674398359844,1000.0
668,622227,13.63714715194702,0.001,962.86,2300.83332196,623227,3893,-150.31644525146484,160,,
,624227,12.642979159355164,0.001,,,625000,,-151.32819241333007,,2480.273643907078,982.5
672,626227,12.175392510414124,0.001,962.86,2304.07288584,627227,3919,-152.29734701538086,160,,
,629227,10.798500242233276,0.001,,,630000,,-152.90948516845702,,2670.654674323462,998.2
676,630227,10.44509203338623,0.001,962.86,2309.3338066300003,631227,3948,-152.813353515625,159,,
,634227,11.184574952602386,0.001,,,635000,,-153.5362205810547,,2575.5249518918804,1000.0
680,,,,962.86,2265.97171674,635227,3973,,159,,
684,638227,11.215420904159545,0.001,962.86,2275.32543103,639227,3993,-154.54156442260742,160,,
,639227,11.87021883916855,0.001,,,640000,,-155.0383128967285,,2522.6263639442623,1000.0
688,642227,11.860320668697357,0.001,962.86,2276.13835195,643227,4019,-155.4545090942383,160,,
,644227,11.895456320762634,0.001,,,645000,,-155.87494717407228,,2611.285474142665,1000.0
692,646227,10.386762702941894,0.001,962.86,2316.99257811,647227,4045,-155.76812741088867,159,,
,649227,10.929594469547272,0.001,,,650000,,-155.5658565673828,,2583.1601003619844,1000.0
696,650227,10.624735571861267,0.001,962.86,2325.57281749,651227,4071,-155.7330400390625,159,,
,654227,10.114662454128265,0.001,,,655000,,-157.25615673828125,,2573.3125811247155,1000.0
700,,,,962.86,2366.95139684,655227,4098,,159,,
