time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
2062,200,-2.2910155108571053,10,0.029573824290651828,515.5,4,0.001,-275.630669,1000,,
5000,,-5.231469726983549,,0.23798556799991127,,,0.001,,3997,175.82695535709064,391.7
5059,117,,42,,632.375,8,,-511.221193875,,,
8352,117,-9.901663715362549,71,0.24435282616317272,696.0,12,0.001,-167.19823233333332,7290,,
10000,,-12.809441184997558,,0.15311074844002723,,,0.001,,9290,819.0168346881867,1000.0
12352,113,-15.499332866668702,108,0.14573009742051363,772.0,16,0.001,67.40071912500002,11290,,
15000,,-19.5732971572876,,0.12145095383375883,,,0.001,,14290,888.8342293918133,1000.0
16352,112,-20.880891983032228,145,0.11839840580150485,817.6,20,0.001,223.09142460000004,15290,,
20000,,-25.864465831756593,,0.13628364326804876,,,0.001,,19290,946.1159830033779,1000.0
20352,111,,183,,848.0,24,,332.324169125,,,
24352,118,-30.45727429962158,206,0.11385217358916998,869.7142857142857,28,0.001,412.41689585714295,23290,,
25000,,-31.547806312561036,,0.11045908625796437,,,0.001,,24290,959.7879515185953,1000.0
28352,117,-34.66182421875,241,0.1065529739111662,886.0,32,0.001,474.62133425,27290,,
30000,,-36.63075050354004,,0.11511770997941494,,,0.001,,29290,969.3515928193926,1000.0
32352,117,-38.500270256042484,276,0.11951092926040292,898.6666666666666,36,0.001,523.7734878055556,31290,,
35000,,-41.129572814941405,,0.10377055420354009,,,0.001,,34290,966.1679030232132,1000.0
36352,116,-41.98350998687744,311,0.11359475054964423,908.8,40,0.001,562.9368798,35290,,
40000,,-44.63787070465088,,0.11347869488969445,,,0.001,,39290,972.5140634905547,1000.0
40352,116,,346,,917.0909090909091,44,,592.8623590909092,,,
44352,119,-47.70124873352051,369,0.11074417704716324,924.0,48,0.001,619.7371864583333,43290,,
45000,,-48.37734748077393,,0.12015336294099689,,,0.001,,44290,872.4135316092463,901.2
48352,119,-50.41784593963623,403,0.11538579075038433,929.8461538461538,52,0.001,643.0069364423076,47290,,
50000,,-51.68610511779785,,0.11038571662828327,,,0.001,,49290,957.6506669506431,1000.0
