rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
-138.10035425,0.001,400,2.134148383140564,341,1,0.13339156322181225,100.0,200,4,,
,0.001,500,2.15043653011322,,,0.04352956981398165,,300,,-119.84921445,100.0
-124.011575875,0.001,800,2.5724638366699217,169,4,0.03845636799000204,100.0,600,8,,
,0.001,1000,2.8850255680084227,,,0.03176617552526295,,800,,-80.6353443,100.0
-105.3759935,0.001,1200,3.1581799936294557,142,8,0.023372950721532105,100.0,1000,12,,
,0.001,1500,3.4560429000854493,,,0.018842494590207936,,1300,,-62.328318300000014,100.0
-94.10753731250001,0.001,1600,3.582590160369873,132,12,0.01935166684910655,100.0,1400,16,,
,0.001,2000,4.061230301856995,,,0.02347720950841904,,1800,,-57.950554999999994,100.0
-86.62115705000001,,2000,,127,15,,100.0,,20,,
-82.09657570833333,0.001,2400,4.5613078594207765,134,17,0.025154106477275492,100.0,2200,24,,
,0.001,2500,4.691646766662598,,,0.022044247817248105,,2300,,-72.5410565,100.0
-78.93714603571428,0.001,2800,5.13175479888916,129,21,0.022594642527401447,100.0,2600,28,,
,0.001,3000,5.407902584075928,,,0.024914887556806205,,2800,,-58.48306785000001,100.0
-76.27464671875,0.001,3200,5.730353155136108,126,25,0.027225380837917326,100.0,3000,32,,
,0.001,3500,6.1873459815979,,,0.0350167062971741,,3300,,-60.49502055000001,100.0
-74.02661425000002,0.001,3600,6.317263078689575,124,28,0.03623093595728278,100.0,3400,36,,
,0.001,4000,6.920994110107422,,,0.031903749816119674,,3800,,-58.544800800000004,100.0
-72.472207125,,4000,,123,32,,100.0,,40,,
-71.15450538636364,0.001,4400,7.47785285949707,126,34,0.03203663928434253,100.0,4200,44,,
,0.001,4500,7.6545901870727535,,,0.03535800762474537,,4300,,-55.981429549999994,100.0
-70.03064645833334,0.001,4800,8.08175555229187,125,38,0.036768042109906675,100.0,4600,48,,
,0.001,5000,8.390342178344726,,,0.03232297606766224,,4800,,-63.727201750000006,100.0
-69.22784128846153,0.001,5200,8.761609268188476,123,41,0.033777287900447844,100.0,5000,52,,
,0.001,5500,9.178112564086915,,,0.03185659339651466,,5300,,-60.92070970000001,100.0
-68.11437376785715,0.001,5600,9.366742095947266,122,45,0.03070390935987234,100.0,5400,56,,
,0.001,6000,9.934951210021973,,,0.03487326145172119,,5800,,-53.0328586,100.0
-67.12660793333333,,6000,,121,49,,100.0,,60,,
-65.835007984375,0.001,6400,10.48342565536499,124,51,0.04090286148712039,100.0,6200,64,,
,0.001,6500,10.627036399841309,,,0.0421601871214807,,6300,,-57.272388049999996,100.0
-65.11733220588235,0.001,6800,11.03881311416626,123,55,0.041498555168509484,100.0,6600,68,,
,0.001,7000,11.341825618743897,,,0.041414037700742486,,6800,,-54.16233155,100.0
-64.42807101388888,0.001,7200,11.584253215789795,122,58,0.05190908547490835,100.0,7000,72,,
,0.001,7500,11.986231651306152,,,0.04250110389664769,,7300,,-55.74710715,100.0
-63.53049961842105,0.001,7600,12.130222339630127,121,62,0.03603791993111372,100.0,7400,76,,
,0.001,8000,12.677565326690674,,,0.04645735051482916,,7800,,-58.00868159999999,100.0
-63.0112445125,,8000,,121,65,,100.0,,80,,
-62.769563142857145,0.001,8400,13.2370924949646,123,68,0.05100033301860094,100.0,8200,84,,
,0.001,8500,13.342896499633788,,,0.053595173880457876,,8300,,-55.137146599999994,100.0
-62.1059055,0.001,8800,13.737144355773927,122,71,0.05151751598343253,100.0,8600,88,,
,0.001,9000,14.020892715454101,,,0.05078645471483469,,8800,,-52.578400699999996,100.0
-61.665847086956525,0.001,9200,14.31608190536499,121,75,0.04806433776393533,100.0,9000,92,,
,0.001,9500,14.715008869171143,,,0.052750246115028855,,9300,,-61.046967800000004,100.0
-61.23910385416667,0.001,9600,14.775743560791016,120,79,0.0538156833127141,100.0,9400,96,,
,0.001,10000,15.308430843353271,,,0.0592167098633945,,9800,,-48.05892279999999,100.0
-60.73570028000001,,10000,,119,83,,100.0,,100,,
-57.24364297,0.001,10400,15.8446417427063,121,85,0.05108580691739917,100.0,10200,104,,
,0.001,10500,15.92882698059082,,,0.055461780559271576,,10300,,-52.540277749999994,100.0
-54.72064467000001,0.001,10800,16.344760932922362,120,89,0.05753293562680483,100.0,10600,108,,
,0.001,11000,16.544852714538575,,,0.05944448061287403,,10800,,-50.02031095,100.0
-54.12022519999999,0.001,11200,16.842824935913086,120,92,0.06365407112985849,100.0,11000,112,,
,0.001,11500,17.156707725524903,,,0.06767580889165402,,11300,,-52.018589500000004,100.0
-53.589877969999996,0.001,11600,17.242712326049805,120,96,0.056451335679739714,100.0,11400,116,,
,0.001,12000,17.79687831878662,,,0.06168983217328787,,11800,,-48.4769293,100.0
-53.250457759999996,,12000,,119,100,,100.0,,120,,
-52.817104910000005,0.001,12400,18.25335205078125,121,102,0.06240441810339689,100.0,12200,124,,
,0.001,12500,18.34430576324463,,,0.05624688465148211,,12300,,-52.88293165,100.0
-52.47144848999999,0.001,12800,18.74228588104248,120,105,0.05719235487282276,100.0,12600,128,,
,0.001,13000,18.987565002441407,,,0.05984238997101784,,12800,,-54.3645571,100.0
-52.20875502,0.001,13200,19.173956565856933,120,109,0.05880861876532435,100.0,13000,132,,
,0.001,13500,19.57403003692627,,,0.063375277929008,,13300,,-51.66415495,100.0
-52.178888589999985,0.001,13600,19.713997192382813,120,113,0.07995070151984691,100.0,13400,136,,
,0.001,14000,20.1992378616333,,,0.06964033536612987,,13800,,-49.52250015,100.0
-51.90763862,,14000,,119,116,,100.0,,140,,
-51.48064488,0.001,14400,20.637013397216798,120,119,0.09369113713502884,100.0,14200,144,,
,0.001,14500,20.73837673187256,,,0.06188331555575132,,14300,,-48.5456935,100.0
-51.286378490000004,0.001,14800,21.040846328735352,120,123,0.06318014822900295,100.0,14600,148,,
,0.001,15000,21.30288330078125,,,0.10028891813009977,,14800,,-51.02753510000001,100.0
-51.031078750000006,0.001,15200,21.512341804504395,119,126,0.07775087855756282,100.0,15000,152,,
,0.001,15500,21.88949550628662,,,0.07953708302229642,,15300,,-49.86626455,100.0
-50.93674670999999,0.001,15600,21.93881462097168,119,130,0.057236011810600756,100.0,15400,156,,
,0.001,16000,22.38857467651367,,,0.07277726348489523,,15800,,-50.143233099999996,100.0
-50.51868024000001,,16000,,119,133,,100.0,,160,,
-50.523230190000014,0.001,16400,22.882047729492186,120,136,0.06769561383873224,100.0,16200,164,,
,0.001,16500,23.003165016174318,,,0.06378781478852033,,16300,,-49.28149559999999,100.0
-50.30157977000001,0.001,16800,23.308741912841796,120,139,0.07410840306431055,100.0,16600,168,,
,0.001,17000,23.5279988861084,,,0.07620943062007428,,16800,,-50.970738499999996,100.0
-50.134964919999994,0.001,17200,23.775124282836913,120,143,0.06818303812295198,100.0,17000,172,,
,0.001,17500,24.112745895385743,,,0.08433004222810268,,17300,,-52.4306974,100.0
-50.28289030999999,0.001,17600,24.196886672973633,119,146,0.07112729374319315,100.0,17400,176,,
,0.001,18000,24.559819564819335,,,0.07520817197859288,,17800,,-53.06825574999999,100.0
-49.946897899999996,,18000,,119,150,,100.0,,180,,
-49.59303905999998,0.001,18400,24.957453384399415,120,152,0.09941692855209112,100.0,18200,184,,
,0.001,18500,25.109042053222655,,,0.07526997551321983,,18300,,-51.278470049999996,100.0
-49.56174658,0.001,18800,25.4013431930542,120,156,0.07725936312228442,100.0,18600,188,,
,0.001,19000,25.602449645996092,,,0.08347159489989281,,18800,,-50.19023279999999,100.0
-49.412444369999996,0.001,19200,25.842363204956055,119,160,0.07995662298053503,100.0,19000,192,,
,0.001,19500,26.13378589630127,,,0.08145547267049551,,19300,,-52.517648050000005,100.0
-49.25693567000001,0.001,19600,26.238669395446777,119,163,0.0750681184232235,100.0,19400,196,,
,0.001,20000,26.59545867919922,,,0.14869791522622108,,19800,,-52.44649575,100.0
-49.18081469000001,,20000,,119,167,,100.0,,200,,
-49.11002318999999,0.001,20400,27.031506156921388,120,169,0.07258195992559195,100.0,20200,204,,
,0.001,20500,27.140028877258302,,,0.07838557627052069,,20300,,-52.0761846,100.0
-49.27509874,0.001,20800,27.4937463760376,120,173,0.07713579587638378,100.0,20600,208,,
,0.001,21000,27.601858291625977,,,0.08823933795094491,,20800,,-50.971259350000004,100.0
-49.064987089999995,0.001,21200,27.80548095703125,119,176,0.07439487274736166,100.0,21000,212,,
,0.001,21500,28.117606773376465,,,0.08139557223767042,,21300,,-52.4538764,100.0
-49.238439340000006,0.001,21600,28.185882606506347,119,180,0.07797900881618261,100.0,21400,216,,
,0.001,22000,28.596650619506836,,,0.07605613254010678,,21800,,-53.456079349999996,100.0
-49.178272709999995,,22000,,119,184,,100.0,,220,,
-49.065322640000005,0.001,22400,28.99427707672119,120,186,0.07213330831378699,100.0,22200,224,,
,0.001,22500,29.034416542053222,,,0.07319067493081093,,22300,,-49.25007035,100.0
-48.975425079999994,0.001,22800,29.382996368408204,120,189,0.09239227797836065,100.0,22600,228,,
,0.001,23000,29.53877513885498,,,0.08660741992294789,,22800,,-60.2779359,100.0
-48.996451029999996,0.001,23200,29.77892219543457,119,193,0.07711329609155655,100.0,23000,232,,
,0.001,23500,30.045025901794432,,,0.08027716107666492,,23300,,-52.08639195000001,100.0
-48.68404707,0.001,23600,30.0894641494751,119,197,0.0928706594184041,100.0,23400,236,,
,0.001,24000,30.437844619750976,,,0.07202932450920344,,23800,,-52.06690625,100.0
-48.627932599999994,,24000,,119,200,,100.0,,240,,
