time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
23,4,5.75,0,785,2.9356797500000003,,,,,,,,
43,8,5.375,0,781,2.529612,,,,,,,,
66,12,5.5,0,820,2.6943404999999996,,,,,,,,
88,16,5.5,0,844,2.6093900000000003,,,,,,,,
111,20,5.55,0,436,2.5173382500000003,20.169273376464844,-0.05178995430469513,10,0.997284471988678,-10.678312301635742,0.0003,,
134,24,5.583333333333333,0,266,2.446093541666667,20.60344123840332,-0.19286061823368073,33,0.9902888536453247,-12.86166763305664,0.0003,,
153,28,5.464285714285714,0,219,2.3756410000000003,21.324174880981445,-0.31098443269729614,52,0.9845362901687622,-14.29330825805664,0.0003,,
181,32,5.65625,0,183,2.608636875,21.88348388671875,-0.4817044138908386,80,0.97614985704422,-14.416189193725586,0.0003,,
199,36,5.527777777777778,1,169,2.5174352222222227,19.96053695678711,-0.5927765369415283,98,0.9708147048950195,-14.960908889770508,0.0003,,
224,40,5.6,1,158,2.65738575,20.161338806152344,-0.7425254583358765,123,0.963472306728363,-14.894596099853516,0.0003,,
247,44,5.613636363636363,1,149,2.5974954545454545,19.277156829833984,-0.8859531879425049,146,0.9567835330963135,-15.965160369873047,0.0003,,
277,48,5.770833333333333,1,139,2.5959267500000003,15.109175682067871,-1.0537807941436768,176,0.9481589794158936,-15.945636749267578,0.0003,,
303,52,5.826923076923077,2,132,2.6072859423076924,7.868061065673828,-1.2019122838974,202,0.9408072233200073,-17.554203033447266,0.0003,,
328,56,5.857142857142857,2,129,2.6805671785714287,7.788341522216797,-1.3271915912628174,227,0.9338526725769043,-18.396087646484375,0.0003,,
351,60,5.85,2,126,2.6513134666666667,4.990033149719238,-1.4675326347351074,250,0.9275331497192383,-18.611587524414062,0.0003,,
382,64,5.96875,3,123,2.6964712031249998,5.0946502685546875,-1.6333224773406982,281,0.919094979763031,-19.416362762451172,0.0003,,
402,68,5.911764705882353,3,121,2.6248078676470583,4.267899036407471,-1.7595853805541992,301,0.9136742949485779,-18.95345687866211,0.0003,,
426,72,5.916666666666667,3,118,2.593274875,3.996079921722412,-1.9122951030731201,325,0.9071820974349976,-19.843158721923828,0.0003,,
451,76,5.934210526315789,3,117,2.567126013157895,2.561356544494629,-2.061464786529541,350,0.9004271030426025,-20.4249210357666,0.0003,,
472,80,5.9,4,116,2.52614705,4.295446395874023,-2.1979408264160156,371,0.8947725296020508,-19.171934127807617,0.0003,,
499,84,5.940476190476191,4,115,2.560794654761905,3.8794939517974854,-2.358436107635498,398,0.8875362277030945,-21.133953094482422,0.0003,,
520,88,5.909090909090909,4,114,2.569639034090909,4.505523681640625,-2.493839740753174,419,0.8819355368614197,-21.196020126342773,0.0003,,
541,92,5.880434782608695,4,114,2.550811065217392,3.68269681930542,-2.623565196990967,440,0.8763613700866699,-21.457763671875,0.0003,,
561,96,5.84375,4,113,2.514752083333333,2.3839502334594727,-2.7384207248687744,460,0.8710811734199524,-21.138591766357422,0.0003,,
582,100,5.82,5,111,2.5102070700000003,2.5803422927856445,-2.867396116256714,481,0.8655726909637451,-21.71548080444336,0.0003,,
606,104,5.83,5,110,2.5000013300000004,2.9497311115264893,-2.9983839988708496,505,0.8593286275863647,-20.6428165435791,0.0003,,
630,108,5.87,5,109,2.5086708100000004,5.213788032531738,-3.1283411979675293,529,0.8531392812728882,-22.07817268371582,0.0003,,
653,112,5.87,5,109,2.4735223100000003,4.315176010131836,-3.283907175064087,552,0.8472446799278259,-21.180580139160156,0.0003,,
674,116,5.86,6,109,2.4702180900000004,3.9345126152038574,-3.4156205654144287,573,0.8419005274772644,-21.6091251373291,0.0003,,
701,120,5.9,6,108,2.5143665200000003,2.9977145195007324,-3.5789694786071777,600,0.8350802659988403,-20.646224975585938,0.0003,,
724,124,5.9,6,108,2.5675199400000004,3.5829050540924072,-3.7079081535339355,623,0.8293176889419556,-21.157093048095703,0.0003,,
753,128,6.0,6,108,2.60203866,3.178290843963623,-3.858370304107666,652,0.8221200704574585,-21.308143615722656,0.0003,,
771,132,5.9,7,107,2.50668603,4.513974666595459,-3.9804978370666504,670,0.8176853060722351,-22.40346908569336,0.0003,,
799,136,6.0,7,107,2.58642043,6.16165828704834,-4.145696640014648,698,0.8108437061309814,-20.270936965942383,0.0003,,
819,140,5.95,7,106,2.49575775,6.527451515197754,-4.240426063537598,718,0.8060022592544556,-21.22970199584961,0.0003,,
842,144,5.95,7,106,2.52577741,3.9549059867858887,-4.3492560386657715,741,0.8004791736602783,-20.906654357910156,0.0003,,
867,148,5.9,8,105,2.5661204799999995,4.4606170654296875,-4.5387163162231445,766,0.7945244908332825,-22.542560577392578,0.0003,,
887,152,5.84,8,105,2.5379798599999996,3.7630910873413086,-4.649718284606934,786,0.7897888422012329,-22.47195816040039,0.0003,,
911,156,5.83,8,104,2.49008644,3.6532094478607178,-4.760005474090576,810,0.7841382026672363,-22.04061508178711,0.0003,,
937,160,5.86,8,104,2.49777853,4.386900424957275,-4.951162338256836,836,0.7780747413635254,-20.489469528198242,0.0003,,
962,164,5.8,9,104,2.51329578,3.924039840698242,-5.065608501434326,861,0.7722856998443604,-22.24114990234375,0.0003,,
986,168,5.84,9,104,2.5805319200000003,3.8584084510803223,-5.192990303039551,885,0.766765296459198,-22.290082931518555,0.0003,,
1008,172,5.82,9,103,2.60363074,4.959081172943115,-5.356664180755615,907,0.7617456912994385,-21.885337829589844,0.0003,,
1031,176,5.8,9,103,2.62410727,4.397486209869385,-5.516850471496582,930,0.7565248012542725,-21.63272476196289,0.0003,,
1064,180,5.92,10,103,2.7119380899999994,4.733731269836426,-5.643967628479004,963,0.7490981221199036,-20.503314971923828,0.0003,,
