train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-8.81117980146408,1000.0,18,0.001,4,-1839.9007687500002,220,3000,4000,0.1758481775945984,,
-9.918282143592835,,,0.001,,,,4000,5000,0.09306450218101964,-2394.908391582966,1000.0
-9.945570725661058,643.625,39,0.001,8,-1261.8467662500002,129,5115,5149,0.4098876042243762,,
-10.24064314365387,519.75,41,0.001,12,-1056.1931944166668,150,5237,6237,0.8326647831127048,,
-9.41656118297577,524.5,54,0.001,16,-925.1520810625,155,7392,8392,0.9704606488347054,,
-12.945727380752563,,,0.001,,,,9392,10000,1.0322412234842777,-592.6321952486396,1000.0
-15.204308473587036,619.6,85,0.001,20,-808.72024925,145,11392,12392,1.0048861082494258,,
-14.771182219187418,562.8333333333334,95,0.001,24,-676.8892155,141,13496,13508,1.0861626196031768,,
-14.603641372680665,,,0.001,,,,14508,15000,1.0872434896826744,100.97454638718264,674.9
-15.628377376556397,625.2857142857143,118,0.001,28,-531.7898071785714,147,16508,17508,1.033707246541977,,
-16.95453624725342,610.3125,134,0.001,32,-433.79041890625,145,19519,19530,0.7734744386239485,,
-17.112806002298992,,,0.001,,,,19530,20000,1.1532633142037825,138.370312224036,623.7
-18.249006422042847,653.6111111111111,159,0.001,36,-310.16658086111113,147,22530,23530,0.8054767633378506,,
-19.400095096588135,,,0.001,,,,24530,25000,0.7494182865023613,827.1155173731746,1000.0
-20.71156562423706,688.25,193,0.001,40,-198.96103692500003,142,26530,27530,0.7074045742750168,,
-22.745293308258056,,,0.001,,,,29530,30000,0.6216570310592652,781.2677392320045,1000.0
-23.39667293167114,716.5909090909091,227,0.001,44,-105.24338879545456,138,30530,31530,0.6372061769366264,,
-25.450846012115477,,,0.001,,,,34530,35000,0.5937345244288444,833.2245908854529,1000.0
,740.2083333333334,262,,48,-30.009521020833336,135,,35530,,,
-27.116999061584472,760.1923076923077,286,0.001,52,2.37287559615384,138,38530,39530,0.8616612848043442,,
-27.631045337677,,,0.001,,,,39530,40000,0.7014644887447358,843.1839291090844,1000.0
-29.11020775604248,777.3214285714286,320,0.001,56,64.07715416071427,135,42530,43530,0.6535148898661136,,
-29.78549361038208,,,0.001,,,,44530,45000,0.6490862625837326,920.6239253936335,1000.0
-30.748572952270507,792.1666666666666,354,0.001,60,118.45226699999998,134,46530,47530,0.6175144791007042,,
-32.07004832077026,,,0.001,,,,49530,50000,0.6002277170717716,908.7023088096873,1000.0
