rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
10.5,0,4,4163,10.5,42,,,,,,
8.25,0,8,4165,8.25,66,,,,,,
6.75,0,12,4079,6.75,81,,,,,,
6.625,0,16,1650,6.625,106,0.001,4,-0.9799729585647583,0.7959635108709335,,
5.9,0,20,683,5.9,118,0.001,17,-0.9697429537773132,0.09921070436636607,,
5.416666666666667,0,24,482,5.416666666666667,130,0.001,29,-1.1480880975723267,0.025585104400912922,,
5.071428571428571,0,28,387,5.071428571428571,142,0.001,41,-1.1921583414077759,0.01564326013127963,,
4.8125,0,32,327,4.8125,154,0.001,53,-1.2566924095153809,0.017110771189133327,,
4.611111111111111,0,36,285,4.611111111111111,166,0.001,65,-1.293610692024231,0.013650607007245222,,
4.45,0,40,261,4.45,178,0.001,77,-1.3579908609390259,0.010853758702675501,,
4.318181818181818,0,44,243,4.318181818181818,190,0.001,89,-1.3826935291290283,0.01625347121929129,,
4.208333333333333,0,48,229,4.208333333333333,202,0.001,101,-1.4135072231292725,0.016466852898399036,,
4.115384615384615,0,52,218,4.115384615384615,214,0.001,113,-1.3918178081512451,0.018459045328199863,,
4.035714285714286,1,56,208,4.035714285714286,226,0.001,125,-1.4549205303192139,0.017047881459196407,,
3.966666666666667,1,60,200,3.966666666666667,238,0.001,137,-1.4464693069458008,0.015591972197095553,,
3.90625,1,64,194,3.90625,250,0.001,149,-1.4580883979797363,0.025164359559615452,,
3.8529411764705883,1,68,189,3.8529411764705883,262,0.001,161,-1.434643268585205,0.01850396239509185,,
3.8055555555555554,1,72,183,3.8055555555555554,274,0.001,173,-1.570014476776123,0.016192446152369182,,
3.763157894736842,1,76,179,3.763157894736842,286,0.001,185,-1.556850790977478,0.013789624130974213,,
3.725,1,80,176,3.725,298,0.001,197,-1.4910850524902344,0.01664765489598115,,
3.6904761904761907,1,84,173,3.6904761904761907,310,0.001,209,-1.5208975076675415,0.014897510098914305,,
3.659090909090909,1,88,170,3.659090909090909,322,0.001,221,-1.5777968168258667,0.017805539071559906,,
3.630434782608696,1,92,168,3.630434782608696,334,0.001,233,-1.629036545753479,0.017096948189040024,,
3.6041666666666665,2,96,166,3.6041666666666665,346,0.001,245,-1.5692825317382812,0.016068951071550448,,
3.58,2,100,165,3.58,358,0.001,257,-1.5539789199829102,0.01784191094338894,,
3.28,2,104,165,3.28,370,0.001,269,-1.5136995315551758,0.03426713868975639,,
3.16,2,108,164,3.16,382,0.001,281,-1.6160647869110107,0.026404719489316147,,
3.13,2,112,163,3.13,394,0.001,293,-1.5693795680999756,0.023181832085053127,,
3.0,2,116,162,3.0,406,0.001,305,-1.6055241823196411,0.02318757027387619,,
3.0,2,120,161,3.0,418,0.001,317,-1.6770809888839722,0.030587772528330486,,
3.0,2,124,160,3.0,430,0.001,329,-1.6442147493362427,0.020641989385088284,,
3.0,2,128,159,3.0,442,0.001,341,-1.6544872522354126,0.010609084429840246,,
3.0,2,132,158,3.0,454,0.001,353,-1.6731632947921753,0.011099102984492978,,
3.0,2,136,157,3.0,466,0.001,365,-1.6199793815612793,0.020771002396941185,,
3.0,3,140,157,3.0,478,0.001,377,-1.6334185600280762,0.014496503708263239,,
3.0,3,144,156,3.0,490,0.001,389,-1.6908323764801025,0.014924023610850176,,
3.0,3,148,155,3.0,502,0.001,401,-1.6789363622665405,0.01235480016718308,,
3.0,3,152,155,3.0,514,0.001,413,-1.6590455770492554,0.010768269188702106,,
3.0,3,156,155,3.0,526,0.001,425,-1.6977959871292114,0.01739825711896022,,
3.0,3,160,154,3.0,538,0.001,437,-1.724636197090149,0.03490872588008642,,
3.0,3,164,154,3.0,550,0.001,449,-1.8592489957809448,0.021141964942216873,,
3.0,3,168,154,3.0,562,0.001,461,-1.7405786514282227,0.02538141297797362,,
3.0,3,172,153,3.0,574,0.001,473,-1.8028408288955688,0.02353660948574543,,
3.0,3,176,153,3.0,586,0.001,485,-1.7806326150894165,0.03214395729204019,,
3.0,3,180,153,3.0,598,0.001,497,-1.763789415359497,0.01534118689596653,,
3.0,4,184,152,3.0,610,0.001,509,-1.8012878894805908,0.026835953816771507,,
3.0,4,188,151,3.0,622,0.001,521,-1.7495651245117188,0.011176751150439182,,
3.0,4,192,150,3.0,634,0.001,533,-1.6971826553344727,0.015613898014028868,,
3.0,4,196,150,3.0,646,0.001,545,-1.8150279521942139,0.0416595246642828,,
