time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,4366,6.5,26,0,49.12347425,,,,,,
8,4425,6.5,52,0,49.135949749999995,,,,,,
12,4446,6.583333333333333,79,0,49.976193249999994,,,,,,
16,4241,6.625,106,0,50.3586813125,,,,,,
20,960,6.0,120,0,44.5387363,18,81.10538101196289,0.001,-6.472761631011963,,
24,683,5.583333333333333,134,0,40.623220624999995,31,48.583700815836586,0.001,-5.818599700927734,,
28,543,5.25,147,0,37.53081060714285,44,24.484939575195312,0.001,-7.4737372398376465,,
32,459,5.0,160,0,35.2136566875,58,17.62482484181722,0.001,-8.609142780303955,,
36,407,4.833333333333333,174,0,33.642265555555554,72,15.950409412384033,0.001,-7.104008436203003,,
40,372,4.75,190,0,32.804495925000005,87,16.350223064422607,0.001,-7.604087829589844,,
44,346,4.590909090909091,202,0,31.355638977272733,100,15.849668502807617,0.001,-6.91682505607605,,
48,327,4.5,216,0,30.49541960416667,114,15.525585174560547,0.001,-7.165855884552002,,
52,312,4.4423076923076925,231,0,29.92638259615385,128,14.454220453898111,0.001,-7.27446174621582,,
56,296,4.392857142857143,246,0,29.440481750000004,143,11.238373756408691,0.001,-7.533015251159668,,
60,283,4.333333333333333,260,0,28.88455861666667,157,11.195112546284994,0.001,-8.5407133102417,,
64,274,4.3125,276,1,28.654345765625,173,12.243475437164307,0.001,-7.992381572723389,,
68,267,4.25,289,1,28.08675983823529,186,11.336718877156576,0.001,-7.76274299621582,,
72,261,4.222222222222222,304,1,27.811730652777776,201,10.924118041992188,0.001,-7.911375045776367,,
76,256,4.184210526315789,318,1,27.457990052631573,215,10.275079091389975,0.001,-8.404108047485352,,
80,252,4.15,332,1,27.139407062500005,229,11.931719541549683,0.001,-8.66864824295044,,
84,248,4.119047619047619,346,1,26.85048380952381,243,11.661493301391602,0.001,-8.023110628128052,,
88,243,4.090909090909091,360,1,26.587031261363634,258,10.42720639705658,0.001,-8.283439874649048,,
92,240,4.076086956521739,375,1,26.437130532608695,272,10.500146389007568,0.001,-8.245359897613525,,
96,237,4.0625,390,1,26.301592625,288,8.926491498947144,0.001,-7.833016633987427,,
100,235,4.04,404,1,26.09302083,301,9.974626541137695,0.001,-8.833181858062744,,
104,231,3.91,417,1,24.88770922,315,9.410395622253418,0.001,-7.852264642715454,,
108,229,3.77,429,1,23.59829735,327,7.909653822580974,0.001,-8.538500785827637,,
112,227,3.65,444,1,22.456011410000002,341,8.4404935836792,0.001,-8.376830577850342,,
116,225,3.53,459,2,21.31956894,356,9.099690198898315,0.001,-8.41925311088562,,
120,223,3.53,473,2,21.31284811,371,6.823817729949951,0.001,-9.2484769821167,,
124,221,3.52,486,2,21.229024179999996,384,8.182411432266235,0.001,-8.042480945587158,,
128,220,3.51,498,2,21.145921019999996,396,9.242961247762045,0.001,-8.507537841796875,,
132,219,3.52,512,2,21.2284517,410,8.170461177825928,0.001,-7.870013236999512,,
136,218,3.53,527,2,21.309841550000005,424,8.669744849205017,0.001,-7.957579135894775,,
140,217,3.51,541,2,21.14027102,438,8.087944030761719,0.001,-8.526200294494629,,
