rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
95.0,279,3,117,4,0.9197614192962646,0.0003,-22.48480575,1.981188178062439,380,-1.1208746433258057,-14.116214752197266,,
218.5,1647,18,92,8,0.6121681332588196,0.0003,-97.83132124999999,1.6460223197937012,1748,-6.291027069091797,-28.458255767822266,,
172.33333333333334,1967,22,93,12,0.5569285154342651,0.0003,-91.81806374999998,2.076350688934326,2068,-7.41157341003418,-31.13375473022461,,
197.8125,3064,33,93,16,0.40545427799224854,0.0003,-103.96725356249999,2.6071438789367676,3165,-10.762514114379883,-35.71261978149414,,
173.9,3377,37,92,20,0.3706732988357544,0.0003,-96.64907594999998,2.922847032546997,3478,-11.718060493469238,-36.274383544921875,,
161.58333333333334,3777,42,91,24,0.330646812915802,0.0003,-95.22896216666668,3.756408452987671,3878,-12.270425796508789,-36.65274429321289,,
,4899,,,,0.24077752232551575,0.0003,,4.431746006011963,5000,-15.019391059875488,-36.44672393798828,0.41472549017635174,473.5
180.75,4960,62,81,28,0.2366751879453659,0.0003,-104.09380971428573,5.028514862060547,5061,-14.96612548828125,-35.30398941040039,,
162.6875,5105,63,81,32,0.22725604474544525,0.0003,-94.79207603124999,3.3524975776672363,5206,-15.343603134155273,-35.308807373046875,,
158.66666666666666,5611,69,82,36,0.19738031923770905,0.0003,-91.51028363888888,5.725988388061523,5712,-16.591285705566406,-34.71955871582031,,
162.125,6384,77,83,40,0.1591564416885376,0.0003,-93.86872910000001,6.46897029876709,6485,-17.82944107055664,-32.04914855957031,,
152.54545454545453,6611,80,83,44,0.149478480219841,0.0003,-89.07817445454546,5.195247650146484,6712,-17.418977737426758,-30.079967498779297,,
183.29166666666666,8697,104,84,48,0.08438347280025482,0.0003,-106.18093685416666,3.35488224029541,8798,-19.608287811279297,-25.011384963989258,,
182.40384615384616,9384,111,84,52,0.0700371116399765,0.0003,-107.68222509615384,3.035903215408325,9485,-19.203454971313477,-23.803068161010742,,
175.35714285714286,9719,115,84,56,0.06397703289985657,0.0003,-103.51921107142857,3.164421558380127,9820,-19.64188003540039,-23.06195068359375,,
,9899,,,,0.06093050539493561,0.0003,,3.388533115386963,10000,-19.177370071411133,-23.030282974243164,-50.2713744120294,474.7
168.13333333333333,9987,126,80,60,0.05950156971812248,0.0003,-99.74545893333332,3.5949320793151855,10088,-19.16167449951172,-21.074695587158203,,
165.828125,10512,132,80,64,0.05171778053045273,0.0003,-97.25948859374999,3.3139703273773193,10613,-18.86785888671875,-19.79604721069336,,
167.4264705882353,11284,141,80,68,0.04219697043299675,0.0003,-94.0899540735294,3.621819496154785,11385,-18.586772918701172,-18.319087982177734,,
188.13888888888889,13445,165,81,72,0.025018472224473953,0.0003,-96.15829524999998,2.6786274909973145,13546,-11.586956024169922,-14.330428123474121,,
,14899,,,,0.018847377970814705,0.0003,,2.6748085021972656,15000,-7.287381172180176,-12.23253345489502,4.223451040337932,651.1
199.6578947368421,15073,193,78,76,0.01827799156308174,0.0003,-92.17666376315788,2.12282395362854,15174,-5.946177005767822,-11.78191089630127,,
233.6375,18590,233,80,80,0.013249868527054787,0.0003,-86.0879953875,2.4743287563323975,18691,-0.4551706910133362,-9.517478942871094,,
,19899,,,,0.013298987410962582,0.0003,,2.408931255340576,20000,0.14802786707878113,-9.460426330566406,430.01466664294713,911.4
267.6190476190476,22379,290,77,84,0.01624426059424877,0.0003,-63.31088884523809,1.8930574655532837,22480,0.25185027718544006,-9.586321830749512,,
,24899,,,,0.01896151714026928,0.0003,,1.5144751071929932,25000,0.9321615695953369,-10.680511474609375,731.3182908571732,1000.0
300.90909090909093,26379,350,75,88,0.02060188725590706,0.0003,-30.364116545454543,1.352697491645813,26480,0.07213616371154785,-12.230005264282227,,
