time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,114.88486800000001,93,23.25,0,1643,,,,,,
8,95.58937775000001,163,20.375,0,454,15.127806472778321,55,-4.204985175813947,0.001,,
12,83.92484625000002,220,18.333333333333332,0,350,4.7924253940582275,113,-5.7401813098362515,0.001,,
16,78.0861920625,276,17.25,0,301,2.8492400561060225,169,-6.490736484527588,0.001,,
20,73.50470775,329,16.45,1,276,2.0980477333068848,223,-7.076929160526821,0.001,,
24,70.50068524999999,382,15.916666666666666,1,259,1.5219210599149977,276,-7.684629508427212,0.001,,
28,68.48671778571428,436,15.571428571428571,1,251,1.1563819073713744,329,-8.067547877629599,0.001,,
32,66.68318550000001,488,15.25,2,243,1.1844650369424086,382,-8.783026150294713,0.001,,
36,65.5114815,542,15.055555555555555,2,237,1.1822945731026786,435,-9.04427364894322,0.001,,
40,64.69142205,597,14.925,2,232,0.75710201050554,490,-9.666679791041783,0.001,,
44,64.22521304545455,653,14.840909090909092,2,227,0.7876883894205093,546,-9.905039378574916,0.001,,
48,63.49849141666667,705,14.6875,3,223,0.9138461855741647,599,-10.521231174468994,0.001,,
52,63.0244015576923,759,14.596153846153847,3,220,1.1134300461182227,652,-10.829906872340612,0.001,,
56,62.70392310714286,814,14.535714285714286,3,217,1.1932264612271235,707,-11.105738321940104,0.001,,
60,62.14545065,866,14.433333333333334,4,215,1.5002938188039339,760,-11.835756983075823,0.001,,
64,61.790550656250005,919,14.359375,4,213,1.0750930263445928,812,-11.821456909179688,0.001,,
68,61.39301005882354,972,14.294117647058824,4,211,1.0971155625123243,865,-12.427712122599283,0.001,,
72,61.056425708333336,1025,14.23611111111111,4,209,1.3645371473752534,918,-12.983022826058525,0.001,,
76,61.23912111842105,1084,14.263157894736842,5,208,2.314350724220276,977,-13.135191917419434,0.001,,
80,61.48908932500001,1144,14.3,5,205,1.3758612155914307,1036,-13.494784235954285,0.001,,
84,61.71221834523809,1204,14.333333333333334,5,204,1.0775101800759634,1096,-14.051504254341125,0.001,,
88,61.86942106818182,1263,14.352272727272727,6,204,1.119976516564687,1156,-14.295708417892456,0.001,,
92,62.05727246739131,1323,14.380434782608695,6,204,0.8025379618008931,1215,-15.105590684073311,0.001,,
96,62.224849791666664,1383,14.40625,6,203,0.9310056289037069,1275,-15.40751348223005,0.001,,
100,62.37006495,1443,14.43,7,203,1.2918210903803506,1335,-16.207249096461705,0.001,,
104,60.36561685999999,1502,14.09,7,201,1.3571424206097922,1394,-16.469518661499023,0.001,,
108,59.94264264,1562,13.99,7,201,1.3962789177894592,1454,-16.55999231338501,0.001,,
112,60.149448359999994,1622,14.02,8,201,0.9869368433952331,1514,-17.428531408309937,0.001,,
116,60.26994205999999,1680,14.04,8,201,1.0878565098558153,1572,-17.628928593226842,0.001,,
120,60.70411817000001,1740,14.11,8,200,0.9940999269485473,1632,-17.821733951568604,0.001,,
