time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
556,0,1.261885802745819,4,200,50.0,50,0.5219148200750351,0.001,-46.28166625,,
258,1,3.8805891036987306,8,400,50.0,250,0.34648635149002077,0.001,-69.109081625,,
,,4.8618998527526855,,500,,350,0.266900372505188,0.001,,50.0,-93.2172333
167,3,4.430348634719849,12,600,50.0,450,0.2082955679297447,0.001,-70.53633858333333,,
168,4,4.386023368835449,16,800,50.0,650,0.16235096782445907,0.001,-60.290451000000004,,
,,4.154889154434204,,1000,,850,0.0633232506364584,0.001,,50.0,-11.3948659
149,6,,20,1000,50.0,,,,-50.58437880000001,,
151,7,3.9158225727081297,24,1200,50.0,1050,0.09073222681879997,0.001,-44.09772508333333,,
154,9,3.7951505851745604,28,1400,50.0,1250,0.0525730812549591,0.001,-38.86945167857142,,
,,3.703530569076538,,1500,,1350,0.06478568740189075,0.001,,50.0,-12.020696449999999
144,11,3.622641477584839,32,1600,50.0,1450,0.07812130413949489,0.001,-35.077905843749996,,
146,12,3.72857027053833,36,1800,50.0,1650,0.09267459347844124,0.001,-32.38156949999999,,
,,3.8039061069488525,,2000,,1850,0.0879735591262579,0.001,,50.0,-10.783645900000002
140,14,,40,2000,50.0,,,,-30.359713275,,
142,15,3.7523024749755858,44,2200,50.0,2050,0.06720335356891155,0.001,-28.44492906818182,,
144,16,3.859600534439087,48,2400,50.0,2250,0.16170335412025452,0.001,-26.877579124999997,,
,,3.9369842529296877,,2500,,2350,0.05066052310168743,0.001,,50.0,-10.1536741
139,18,3.9789719009399414,52,2600,50.0,2450,0.06404963299632073,0.001,-25.458247769230766,,
140,19,4.029695491790772,56,2800,50.0,2650,0.06296771384775639,0.001,-24.010340874999997,,
,,4.0513065147399905,,3000,,2850,0.06929549515247345,0.001,,50.0,-9.3384282
135,22,,60,3000,50.0,,,,-23.063164899999997,,
137,23,4.17738489151001,64,3200,50.0,3050,0.1203254746645689,0.001,-22.174019546875,,
138,24,4.246644411087036,68,3400,50.0,3250,0.057820862755179406,0.001,-21.387171220588236,,
,,4.291705741882324,,3500,,3350,0.057208558395504955,0.001,,50.0,-9.690679549999999
135,26,4.363744821548462,72,3600,50.0,3450,0.10859991535544396,0.001,-20.73338286111111,,
136,27,4.527565860748291,76,3800,50.0,3650,0.06653268091380596,0.001,-20.11896696052632,,
,,4.622767906188965,,4000,,3850,0.15177153572440147,0.001,,50.0,-10.09794805
134,29,,80,4000,50.0,,,,-19.571697625,,
135,31,4.693139266967774,84,4200,50.0,4050,0.056798409298062326,0.001,-19.077134547619046,,
136,32,4.834013805389405,88,4400,50.0,4250,0.05023511577397585,0.001,-18.574344329545454,,
,,4.858786869049072,,4500,,4350,0.05115529976785183,0.001,,50.0,-10.9168117
134,34,4.879469699859619,92,4600,50.0,4450,0.05126669280230999,0.001,-18.221448489130434,,
134,35,5.024800071716308,96,4800,50.0,4650,0.06763883754611015,0.001,-17.892838510416667,,
,,5.108666915893554,,5000,,4850,0.060952719673514365,0.001,,50.0,-10.625188249999999
132,37,,100,5000,50.0,,,,-17.53298807,,
133,38,5.2578934288024906,104,5200,50.0,5050,0.05674581170082092,0.001,-16.07924824,,
135,39,5.2858860206604,108,5400,50.0,5250,0.08431050948798656,0.001,-12.896208629999999,,
,,5.426123180389404,,5500,,5350,0.056314243599772454,0.001,,50.0,-11.1162045
134,41,5.466883201599121,112,5600,50.0,5450,0.05370725907385349,0.001,-10.448422780000001,,
135,42,5.716339321136474,116,5800,50.0,5650,0.08179546646773815,0.001,-9.62402092,,
,,5.741233959197998,,6000,,5850,0.0501581871509552,0.001,,50.0,-11.02724495
133,44,,120,6000,50.0,,,,-9.59455073,,
134,45,5.8867706871032714,124,6200,50.0,6050,0.07559305697679519,0.001,-9.477242119999998,,
135,47,5.958646755218506,128,6400,50.0,6250,0.060653217136859894,0.001,-9.5957343,,
,,6.01096363067627,,6500,,6350,0.05274204067885876,0.001,,50.0,-10.80839885
133,49,6.047860317230224,132,6600,50.0,6450,0.047872910425066945,0.001,-9.73170504,,
134,50,6.108125915527344,136,6800,50.0,6650,0.07003885984420777,0.001,-9.720475740000001,,
,,6.307939491271973,,7000,,6850,0.055133783668279646,0.001,,50.0,-9.434783400000002
132,52,,140,7000,50.0,,,,-9.595672930000001,,
132,54,6.4429545211792,144,7200,50.0,7050,0.047318549156188966,0.001,-9.649994589999999,,
133,55,6.545403785705567,148,7400,50.0,7250,0.05362990468740463,0.001,-9.666541070000001,,
,,6.5141980171203615,,7500,,7350,0.050117202810943125,0.001,,50.0,-10.045486050000001
131,57,6.694832229614258,152,7600,50.0,7450,0.042411464899778366,0.001,-9.77298771,,
131,59,6.7896167755126955,156,7800,50.0,7650,0.11667712584137917,0.001,-9.894998820000001,,
,,6.872162456512451,,8000,,7850,0.060494671501219274,0.001,,50.0,-9.0314161
130,61,,160,8000,50.0,,,,-9.824185120000001,,
130,62,6.909046745300293,164,8200,50.0,8050,0.10181048683822155,0.001,-9.96219827,,
131,63,7.0594587326049805,168,8400,50.0,8250,0.05430415466427803,0.001,-10.068815749999999,,
,,7.0979469108581545,,8500,,8350,0.059249619394540785,0.001,,50.0,-9.837399000000001
130,65,7.127849845886231,172,8600,50.0,8450,0.04756942577660084,0.001,-10.09399535,,
131,67,7.242168045043945,176,8800,50.0,8650,0.04753116212785244,0.001,-10.213598760000002,,
,,7.28422456741333,,9000,,8850,0.04490137930959463,0.001,,50.0,-10.892026549999999
130,69,,180,9000,50.0,,,,-10.3074197,,
130,70,7.336539974212647,184,9200,50.0,9050,0.04775358773767948,0.001,-10.383074019999999,,
131,71,7.457389850616455,188,9400,50.0,9250,0.04237374316900969,0.001,-10.47564555,,
