time/total_timesteps,train/std,train/entropy_loss,rollout/ep_len_mean,time/fps,train/explained_variance,train/policy_loss,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,time/iterations,train/value_loss,eval/mean_ep_length,eval/mean_reward
849500,0.7192859649658203,-20.183197021484375,57.71,185,-17.971088409423828,-167.63316345214844,0.0007,287.63345522000003,4588,169899,169900,261.3282165527344,,
850000,0.7197057008743286,-20.212020874023438,,,0.3055029511451721,-5.493865966796875,0.0007,,,169999,,6.018405437469482,57.25,291.1772585179657
850000,,,57.71,185,,,,288.86710887000004,4592,,170000,,,
850500,0.7203589677810669,-20.242408752441406,57.07,185,-0.3212012052536011,128.2706756591797,0.0007,286.76722365,4594,170099,170100,52.24789047241211,,
851000,0.7190765738487244,-20.198139190673828,55.34,185,0.3936002254486084,-18.881765365600586,0.0007,278.35429924,4596,170199,170200,3.6556122303009033,,
851500,0.7185655236244202,-20.182270050048828,53.32,185,0.43854814767837524,23.974853515625,0.0007,268.38277122000005,4598,170299,170300,4.334867477416992,,
852000,0.7189624905586243,-20.193084716796875,51.5,185,0.8670341074466705,46.858055114746094,0.0007,259.06851137999996,4600,170399,170400,7.576095104217529,,
852500,0.7193950414657593,-20.199338912963867,48.91,185,-2.4323463439941406,65.53076171875,0.0007,245.59857202,4602,170499,170500,29.295087814331055,,
853000,0.7199347615242004,-20.22504425048828,46.66,185,-0.9168158769607544,146.53929138183594,0.0007,234.31504378000002,4605,170599,170600,73.4555435180664,,
853500,0.7208256125450134,-20.272388458251953,44.81,185,0.9521131366491318,-21.849218368530273,0.0007,224.92426697,4607,170699,170700,1.9371238946914673,,
854000,0.7208448648452759,-20.264535903930664,42.81,185,0.8526103645563126,-11.09288501739502,0.0007,214.72473899,4609,170799,170800,1.6607143878936768,,
854500,0.7232574820518494,-20.344694137573242,42.19,185,0.9846522873267531,12.499604225158691,0.0007,211.00043938000002,4612,170899,170900,0.5737795233726501,,
855000,0.7239919900894165,-20.394508361816406,,,0.1832951307296753,32.09066390991211,0.0007,,,170999,,15.124585151672363,41.7,206.74417743198575
855000,,,41.37,185,,,,206.54249213000003,4616,,171000,,,
855500,0.723667323589325,-20.39666748046875,42.06,185,-4.336465835571289,161.29246520996094,0.0007,210.26469363,4618,171099,171100,128.90635681152344,,
856000,0.7243936657905579,-20.400915145874023,43.32,185,0.2643394470214844,190.44932556152344,0.0007,216.88377012000004,4621,171199,171200,125.0506362915039,,
856500,0.7237225770950317,-20.371505737304688,44.86,185,0.7724674940109253,201.0084991455078,0.0007,225.00573212999998,4623,171299,171300,87.99090576171875,,
857000,0.7249419689178467,-20.393863677978516,46.44,185,-0.8330701589584351,28.39804458618164,0.0007,233.24430015000002,4625,171399,171400,12.083548545837402,,
857500,0.723772406578064,-20.38626480102539,48.56,185,0.6905933022499084,-51.292476654052734,0.0007,244.21187267999997,4627,171499,171500,7.791807651519775,,
858000,0.7224624752998352,-20.37584686279297,51.08,185,0.8504430949687958,-38.95306396484375,0.0007,257.02730106,4630,171599,171600,4.312967300415039,,
858500,0.7219880223274231,-20.357473373413086,53.43,185,0.19102537631988525,-1408.4442138671875,0.0007,268.80035153,4632,171699,171700,26503.103515625,,
859000,0.7222177386283875,-20.364215850830078,54.48,185,-1.213585376739502,167.88174438476562,0.0007,273.98669417,4634,171799,171800,93.97953033447266,,
859500,0.7230629324913025,-20.370573043823242,56.65,185,0.7377672493457794,12.3646240234375,0.0007,285.18155486,4636,171899,171900,1.1387531757354736,,
860000,0.7255034446716309,-20.4125919342041,,,0.42562323808670044,-10.647948265075684,0.0007,,,171999,,4.300736427307129,40.9,204.48426732718946
860000,,,58.18,185,,,,293.08241006000003,4641,,172000,,,
860500,0.7266472578048706,-20.43353271484375,59.3,185,-0.2277085781097412,-110.51995849609375,0.0007,298.94704011,4643,172099,172100,45.68195724487305,,
861000,0.725581169128418,-20.43524932861328,61.0,185,0.6340728998184204,127.6971206665039,0.0007,307.8077743099999,4645,172199,172200,41.325016021728516,,
861500,0.7284244894981384,-20.482818603515625,61.92,185,-4.9110941886901855,362.1147155761719,0.0007,312.75148986,4648,172299,172300,296.37969970703125,,
862000,0.7295623421669006,-20.519033432006836,61.95,185,0.8624151200056076,20.527803421020508,0.0007,312.87301912000004,4650,172399,172400,3.2190003395080566,,
862500,0.7304767966270447,-20.53313446044922,60.87,185,0.8031857758760452,20.809904098510742,0.0007,307.19467403000004,4652,172499,172500,2.6022114753723145,,
863000,0.7291515469551086,-20.502164840698242,61.05,185,-4.723658561706543,46.952423095703125,0.0007,308.06496882,4654,172599,172600,25.52277183532715,,
863500,0.7307226657867432,-20.5440673828125,60.2,185,-0.36664295196533203,13.003213882446289,0.0007,303.67437117000003,4656,172699,172700,3.495149612426758,,
864000,0.7301037907600403,-20.506061553955078,59.65,185,-0.21944665908813477,-3626.87939453125,0.0007,300.82031100000006,4658,172799,172800,80445.5546875,,
864500,0.7306048274040222,-20.515287399291992,59.18,185,-1.250666618347168,41.15877914428711,0.0007,298.43218929999995,4660,172899,172900,16.84006118774414,,
865000,0.7291296124458313,-20.489723205566406,,,-10.386552810668945,48.4383430480957,0.0007,,,172999,,239.92393493652344,54.85,277.4228075221181
865000,,,60.12,185,,,,303.07617464,4665,,173000,,,
865500,0.7325956225395203,-20.578453063964844,60.45,185,-142.28427124023438,-442.23980712890625,0.0007,304.40742102,4667,173099,173100,930.6140747070312,,
866000,0.7314305305480957,-20.55140495300293,61.13,185,-4.59277868270874,70.28148651123047,0.0007,307.59627875,4669,173199,173200,16.035512924194336,,
866500,0.7324506640434265,-20.569608688354492,61.31,185,-1.8182673454284668,45.69047546386719,0.0007,308.47597321,4671,173299,173300,17.483280181884766,,
867000,0.7341563105583191,-20.63638687133789,62.7,185,-1.6419785022735596,-227.9709014892578,0.0007,315.04589511,4673,173399,173400,179.1777801513672,,
867500,0.7342686653137207,-20.62316131591797,62.16,185,-3.6101174354553223,-96.75532531738281,0.0007,311.9850321,4675,173499,173500,35.90513229370117,,
868000,0.7332761883735657,-20.61236572265625,62.58,185,-0.09662461280822754,-4052.996826171875,0.0007,314.11254771,4677,173599,173600,90712.546875,,
868500,0.7327991127967834,-20.57288932800293,64.2,185,-39.72983169555664,43.41726303100586,0.0007,322.29273885000003,4679,173699,173700,12.933180809020996,,
869000,0.731448233127594,-20.529285430908203,63.9,185,-4.666148662567139,-28.194204330444336,0.0007,320.18026215,4681,173799,173800,2.3353474140167236,,
869500,0.7331221103668213,-20.522321701049805,62.4,185,0.02864748239517212,-7130.54541015625,0.0007,311.86913264000003,4684,173899,173900,174885.65625,,
870000,0.7322070002555847,-20.51224708557129,,,0.05616205930709839,-5259.24560546875,0.0007,,,173999,,131736.03125,54.05,267.5146666183602
870000,,,60.74,185,,,,302.86395072999994,4688,,174000,,,
870500,0.7328001260757446,-20.512866973876953,58.22,185,-35.213050842285156,83.70955657958984,0.0007,289.95765345,4690,174099,174100,69.9134292602539,,
871000,0.7326931357383728,-20.50128173828125,56.38,185,0.47597336769104004,226.3839874267578,0.0007,280.16611384,4693,174199,174200,110.1812973022461,,
871500,0.7323610186576843,-20.492816925048828,55.07,185,-4.131021499633789,224.74644470214844,0.0007,273.3522455,4695,174299,174300,156.5409698486328,,
872000,0.7313721179962158,-20.483539581298828,52.38,185,0.6340975761413574,-2.159445285797119,0.0007,259.5742135,4697,174399,174400,4.826430320739746,,
872500,0.7306230068206787,-20.48060417175293,49.43,185,-33.26760482788086,146.96958923339844,0.0007,244.84808443999998,4699,174499,174500,232.4408416748047,,
873000,0.732462465763092,-20.50973892211914,46.32,185,0.2562302350997925,-49.72109603881836,0.0007,229.12044889,4702,174599,174600,12.770766258239746,,
873500,0.7335116863250732,-20.50737762451172,45.5,185,-1.780428171157837,-42.9680290222168,0.0007,225.45187493,4704,174699,174700,23.903772354125977,,
874000,0.7324458956718445,-20.465721130371094,46.04,185,-57.79661178588867,-138.05711364746094,0.0007,228.82934410000001,4706,174799,174800,190.42718505859375,,
874500,0.7328184843063354,-20.463855743408203,46.6,185,-9.522371292114258,32.03066635131836,0.0007,232.23883981,4708,174899,174900,19.790739059448242,,
875000,0.735531747341156,-20.555402755737305,,,-0.6472796201705933,-273.5478210449219,0.0007,,,174999,,174.6302490234375,48.3,236.8127693590708
875000,,,46.75,185,,,,233.04023795,4713,,175000,,,
875500,0.7356626391410828,-20.550739288330078,46.76,185,-88.59397888183594,-1385.7218017578125,0.0007,233.13703132999999,4715,175099,175100,7106.47119140625,,
876000,0.7357649207115173,-20.54369354248047,45.08,185,0.7813655287027359,282.06158447265625,0.0007,224.62737737,4718,175199,175200,197.97203063964844,,
876500,0.7377214431762695,-20.575439453125,45.01,185,-8.82367992401123,14.343981742858887,0.0007,224.28586391000002,4720,175299,175300,265.9350891113281,,
877000,0.7380772829055786,-20.582916259765625,46.03,185,-0.581633448600769,63.00071334838867,0.0007,229.09727657999997,4722,175399,175400,32.6041374206543,,
877500,0.7390289902687073,-20.58255386352539,47.51,185,-5.5653862953186035,230.287841796875,0.0007,236.32927549,4724,175499,175500,176.5793914794922,,
878000,0.7371283769607544,-20.578514099121094,48.43,185,-1.372126817703247,-8581.2373046875,0.0007,240.98597467999997,4727,175599,175600,143949.5,,
878500,0.7363240122795105,-20.520597457885742,48.3,185,-1.023681402206421,-120.41817474365234,0.0007,240.20345121999998,4729,175699,175700,44.04206085205078,,
879000,0.734291672706604,-20.47338104248047,47.72,185,0.5714353322982788,-230.7887725830078,0.0007,236.92346332,4732,175799,175800,158.91647338867188,,
879500,0.7352812886238098,-20.5172119140625,47.38,185,-40.14822006225586,599.9343872070312,0.0007,235.10893121999993,4734,175899,175900,1541.7379150390625,,
880000,0.7377956509590149,-20.577651977539062,,,-4.454310417175293,223.6902313232422,0.0007,,,175999,,163.94741821289062,50.4,256.5289746806026
880000,,,48.27,185,,,,240.10697272999997,4739,,176000,,,
880500,0.738182008266449,-20.57510757446289,49.31,185,-23.10460090637207,-46.604713439941406,0.0007,246.11265314,4741,176099,176100,30.51861000061035,,
881000,0.7382554411888123,-20.589893341064453,50.29,185,0.26768559217453003,-216.533935546875,0.0007,251.72609606999998,4743,176199,176200,101.80083465576172,,
881500,0.7371660470962524,-20.568622589111328,51.12,185,0.4616575241088867,7.3849687576293945,0.0007,256.46233914000004,4745,176299,176300,1.3679298162460327,,
882000,0.7371683120727539,-20.565956115722656,51.02,185,-0.33534562587738037,-128.62612915039062,0.0007,256.20205642,4747,176399,176400,97.23075866699219,,
882500,0.7370650768280029,-20.566373825073242,50.76,185,-2.887226104736328,-759.0051879882812,0.0007,255.20148705,4749,176499,176500,1598.8072509765625,,
883000,0.7366353273391724,-20.569334030151367,50.29,185,-0.2852449417114258,6.725700378417969,0.0007,253.01013173000004,4752,176599,176600,10.654643058776855,,
883500,0.7378224730491638,-20.6090087890625,49.93,185,0.566816657781601,166.64682006835938,0.0007,251.67014507999997,4754,176699,176700,79.14961242675781,,
884000,0.7378474473953247,-20.62826919555664,49.98,185,0.9781250171363354,-1.6155925989151,0.0007,252.54358344,4756,176799,176800,0.36711809039115906,,
884500,0.7361125349998474,-20.576698303222656,49.97,185,0.6905723214149475,-5585.076171875,0.0007,253.28921990999999,4758,176899,176900,71336.4453125,,
885000,0.7353002429008484,-20.553144454956055,,,0.5813170969486237,6.476883888244629,0.0007,,,176999,,7.301003932952881,42.45,216.56273526847363
885000,,,49.18,185,,,,249.62186041999996,4762,,177000,,,
885500,0.7352104187011719,-20.550575256347656,48.51,185,0.39564603567123413,-2368.842529296875,0.0007,246.20117660999998,4764,177099,177100,25431.248046875,,
886000,0.7343801856040955,-20.504138946533203,48.1,185,0.9076524376869202,154.2740936279297,0.0007,244.22011489,4767,177199,177200,48.78459167480469,,
886500,0.7331334352493286,-20.466278076171875,48.0,185,0.5175592601299286,-129.6131591796875,0.0007,244.00250641999995,4769,177299,177300,48.30084228515625,,
887000,0.7337184548377991,-20.46821403503418,48.28,185,0.7027470469474792,5.976966857910156,0.0007,245.50234325999998,4771,177399,177400,2.324294328689575,,
887500,0.7335711717605591,-20.45726776123047,48.2,185,0.5826387107372284,0.3733383119106293,0.0007,244.99372026,4773,177499,177500,4.7233757972717285,,
888000,0.7332161664962769,-20.48187255859375,47.78,185,0.25897109508514404,-55.4381103515625,0.0007,242.32358151,4775,177599,177600,17.088333129882812,,
888500,0.7332618236541748,-20.47686767578125,48.26,185,-0.6647661924362183,35.217525482177734,0.0007,244.03346668999998,4777,177699,177700,25.104684829711914,,
889000,0.7336245775222778,-20.506635665893555,48.54,185,-0.5307796001434326,11.55329418182373,0.0007,244.87973137,4779,177799,177800,21.68408966064453,,
889500,0.7347179651260376,-20.539451599121094,48.75,186,0.15880489349365234,224.1746368408203,0.0007,245.35840436,4781,177899,177900,154.4420623779297,,
890000,0.7336254119873047,-20.494064331054688,,,0.9229751899838448,-28.12336540222168,0.0007,,,177999,,2.6477975845336914,44.25,225.3837963014841
890000,,,48.93,185,,,,245.75106335999993,4786,,178000,,,
890500,0.7338906526565552,-20.49765396118164,48.68,185,0.788764476776123,43.037078857421875,0.0007,244.25355051999998,4788,178099,178100,7.249824047088623,,
891000,0.7333434820175171,-20.48743438720703,48.44,185,0.8074642866849899,-56.91828536987305,0.0007,242.86016458999998,4791,178199,178200,8.714471817016602,,
891500,0.7329143285751343,-20.479965209960938,48.4,185,0.790854886174202,-1.4816688299179077,0.0007,242.56978188999994,4793,178299,178300,2.0692734718322754,,
892000,0.7329840064048767,-20.46257972717285,47.84,185,0.9067531526088715,13.673173904418945,0.0007,239.89578055000004,4795,178399,178400,1.642962098121643,,
892500,0.7328000068664551,-20.48241424560547,47.66,186,0.7691319584846497,-81.38548278808594,0.0007,239.26362833000002,4798,178499,178500,20.05402374267578,,
893000,0.7312089800834656,-20.470108032226562,47.04,186,0.6332322955131531,-26.961273193359375,0.0007,236.68108339,4800,178599,178600,9.593315124511719,,
893500,0.7333698868751526,-20.52573013305664,46.4,186,0.9304302707314491,-88.2831039428711,0.0007,234.04641206999997,4802,178699,178700,17.723087310791016,,
894000,0.7331513166427612,-20.53557777404785,46.85,186,0.9114712923765182,29.943389892578125,0.0007,236.69651355999997,4804,178799,178800,3.4116051197052,,
894500,0.731453001499176,-20.49989891052246,47.14,186,-1.8185935020446777,274.6697692871094,0.0007,238.40278357,4807,178899,178900,225.0919647216797,,
895000,0.7339336276054382,-20.541358947753906,,,0.9002212211489677,-66.30655670166016,0.0007,,,178999,,10.188756942749023,55.25,281.276956038177
895000,,,47.79,185,,,,241.80295791999998,4812,,179000,,,
895500,0.7339617609977722,-20.536746978759766,48.87,186,0.8697746992111206,287.3813171386719,0.0007,247.27346687999997,4814,179099,179100,214.2956085205078,,
896000,0.7352926135063171,-20.564605712890625,49.39,186,0.20092225074768066,46.590850830078125,0.0007,249.96019141999997,4816,179199,179200,20.659500122070312,,
896500,0.7352463603019714,-20.548450469970703,49.77,186,0.7511751055717468,39.65647506713867,0.0007,252.24878116000002,4818,179299,179300,7.385159969329834,,
897000,0.7349061369895935,-20.54357147216797,50.36,186,0.7302453517913818,136.24009704589844,0.0007,255.38616351000005,4820,179399,179400,52.483154296875,,
897500,0.7334359288215637,-20.52424430847168,50.17,186,0.8631693124771118,25.071374893188477,0.0007,254.49591683000003,4822,179499,179500,2.751800298690796,,
898000,0.731571614742279,-20.48072624206543,50.43,186,0.6308232843875885,-148.47877502441406,0.0007,255.77054246,4824,179599,179600,52.632301330566406,,
898500,0.7313082814216614,-20.48419952392578,50.06,186,0.8383330255746841,-5.785135269165039,0.0007,253.71930985000003,4826,179699,179700,3.7573249340057373,,
899000,0.7291778922080994,-20.424461364746094,49.47,186,0.9734560996294022,-16.21409034729004,0.0007,250.76560465999998,4829,179799,179800,1.1558798551559448,,
899500,0.7283092737197876,-20.423816680908203,49.0,186,0.8771891444921494,32.53373336791992,0.0007,248.63389736999997,4831,179899,179900,6.895823001861572,,
900000,0.7282256484031677,-20.394287109375,,,0.4025207757949829,-178.8773651123047,0.0007,,,179999,,96.67723846435547,43.6,222.19129803180695
900000,,,48.23,186,,,,244.91166164999999,4836,,180000,,,
900500,0.7280511260032654,-20.41394805908203,46.49,186,0.6888422667980194,-2598.90673828125,0.0007,236.41001131999997,4838,180099,180100,16839.326171875,,
901000,0.7279002070426941,-20.39889907836914,45.02,186,-0.0832207202911377,171.9260711669922,0.0007,229.06558316,4840,180199,180200,88.03877258300781,,
901500,0.7270983457565308,-20.403766632080078,43.46,186,0.9722244087606668,11.577798843383789,0.0007,221.29648504999997,4842,180299,180300,0.7997719049453735,,
902000,0.7266823053359985,-20.37873077392578,42.33,186,0.9760085660964251,60.0931510925293,0.0007,215.63769438,4844,180399,180400,10.139793395996094,,
902500,0.7304366827011108,-20.458805084228516,40.94,186,0.6349784135818481,122.91783905029297,0.0007,208.62607212999998,4846,180499,180500,46.06889724731445,,
903000,0.7317118048667908,-20.497465133666992,39.17,186,0.5027503967285156,-3010.247314453125,0.0007,199.53662164000002,4848,180599,180600,27213.056640625,,
903500,0.7309723496437073,-20.464262008666992,37.62,186,0.698887437582016,-2424.81494140625,0.0007,191.49894355,4850,180699,180700,16482.884765625,,
904000,0.7289968729019165,-20.41937828063965,36.61,186,0.29022216796875,-242.02598571777344,0.0007,186.14922810999997,4852,180799,180800,148.802734375,,
904500,0.7280110716819763,-20.385337829589844,36.19,186,0.9442761540412903,23.77831268310547,0.0007,183.79854877000002,4854,180899,180900,2.4795806407928467,,
905000,0.7279700040817261,-20.376495361328125,,,0.9762771222740412,21.67740249633789,0.0007,,,180999,,1.6698440313339233,39.3,201.17726756185294
905000,,,36.4,186,,,,184.85134694999996,4858,,181000,,,
905500,0.7273832559585571,-20.35932731628418,36.82,186,0.9745395369827747,-20.04082679748535,0.0007,187.18117954999997,4860,181099,181100,1.6421927213668823,,
906000,0.7284407019615173,-20.378433227539062,37.61,186,0.9631788395345211,-17.033649444580078,0.0007,191.42386299,4863,181199,181200,1.3740224838256836,,
906500,0.7276257276535034,-20.352115631103516,38.7,186,0.8549130707979202,-27.624561309814453,0.0007,197.1707587,4865,181299,181300,4.720518589019775,,
907000,0.7278562784194946,-20.357303619384766,39.91,186,0.5991635620594025,31.9410400390625,0.0007,203.45612475000001,4867,181399,181400,7.150607585906982,,
907500,0.728554368019104,-20.391773223876953,41.08,186,0.8975227251648903,11.46796703338623,0.0007,209.56873156999998,4869,181499,181500,1.5001916885375977,,
908000,0.7275569438934326,-20.37141227722168,42.25,186,0.9137682840228081,8.178335189819336,0.0007,215.65570787000004,4872,181599,181600,1.3018516302108765,,
908500,0.7266498804092407,-20.35820770263672,43.68,186,0.921452060341835,17.35323143005371,0.0007,222.90043506,4874,181699,181700,1.949249267578125,,
909000,0.7265713214874268,-20.35763931274414,45.15,186,0.6431663930416107,90.40342712402344,0.0007,230.41855387000004,4876,181799,181800,25.89581871032715,,
909500,0.7248749136924744,-20.296737670898438,46.88,186,-0.45873212814331055,163.1215057373047,0.0007,238.85407007999999,4878,181899,181900,82.21666717529297,,
910000,0.7244036793708801,-20.28488540649414,,,-0.8179490566253662,-37.7517204284668,0.0007,,,181999,,11.093955039978027,85.95,418.93151407465336
910000,,,50.12,186,,,,254.83588624,4885,,182000,,,
910500,0.7232891321182251,-20.270322799682617,53.24,186,-6.103043079376221,89.02348327636719,0.0007,270.03409246,4887,182099,182100,28.07771873474121,,
911000,0.7228754162788391,-20.274890899658203,56.47,186,-4.522078514099121,9.003710746765137,0.0007,285.50113656,4889,182199,182200,13.026379585266113,,
911500,0.7239280939102173,-20.282102584838867,59.65,186,-1.4312756061553955,-47.10178756713867,0.0007,300.65677654,4892,182299,182300,10.47792911529541,,
912000,0.7231937050819397,-20.28302764892578,62.06,186,-12.024755477905273,222.18447875976562,0.0007,312.12232636999994,4894,182399,182400,212.44961547851562,,
912500,0.723585307598114,-20.28040885925293,65.67,186,-1.5216186046600342,39.41835403442383,0.0007,329.52628646000005,4896,182499,182500,12.99571418762207,,
913000,0.7233452200889587,-20.25421905517578,68.63,186,0.38572704792022705,-37.864131927490234,0.0007,343.5350977999999,4898,182599,182600,7.29803991317749,,
913500,0.7221779227256775,-20.22627067565918,71.1,186,0.9927102774381638,-46.38349533081055,0.0007,354.91647041000004,4900,182699,182700,169.04385375976562,,
914000,0.7213229537010193,-20.183624267578125,73.44,186,0.7986177355051041,36.65055465698242,0.0007,365.93965515,4902,182799,182800,8.3032865524292,,
914500,0.7200003862380981,-20.152576446533203,76.4,186,-6.386871337890625,23.87891387939453,0.0007,380.3322213300001,4904,182899,182900,12.018200874328613,,
915000,0.7212520837783813,-20.166290283203125,,,-5.260029315948486,58.391639709472656,0.0007,,,182999,,38.106788635253906,77.8,378.58203002512454
915000,,,77.27,186,,,,384.35640056999995,4910,,183000,,,
915500,0.7221053838729858,-20.180397033691406,79.57,186,0.3272302746772766,-230.612060546875,0.0007,395.60170085000004,4912,183099,183100,140.14930725097656,,
916000,0.7209137082099915,-20.137311935424805,82.36,186,-1.6727302074432373,106.92107391357422,0.0007,409.02221614000007,4914,183199,183200,35.16181564331055,,
916500,0.7222071886062622,-20.175443649291992,85.57,186,-29.810949325561523,57.280006408691406,0.0007,424.61528293000003,4916,183299,183300,31.195463180541992,,
917000,0.7208587527275085,-20.134124755859375,87.92,186,0.11076045036315918,3.6503913402557373,0.0007,436.03940361,4919,183399,183400,21.24543571472168,,
917500,0.7202615141868591,-20.113187789916992,90.49,186,-8.747879981994629,-15.971878051757812,0.0007,448.41750966,4921,183499,183500,10.125826835632324,,
918000,0.7198529839515686,-20.099607467651367,92.77,186,0.09924197196960449,36.110252380371094,0.0007,459.57384756999994,4923,183599,183600,4.161677837371826,,
918500,0.7182781100273132,-20.062803268432617,94.72,186,0.06214398145675659,110.76997375488281,0.0007,469.05874809999995,4925,183699,183700,51.45021438598633,,
919000,0.7183341383934021,-20.0703125,97.77,186,-0.13884460926055908,60.57276153564453,0.0007,483.9312317200001,4927,183799,183800,22.230361938476562,,
919500,0.7167221903800964,-20.023277282714844,98.52,186,0.6248598992824554,-792.1421508789062,0.0007,487.5630209900001,4929,183899,183900,11975.6552734375,,
920000,0.7156285643577576,-20.007719039916992,,,0.5929938554763794,-2006.458984375,0.0007,,,183999,,25137.912109375,119.6,588.4135283302516
920000,,,96.82,186,,,,479.12494722,4936,,184000,,,
920500,0.7161651849746704,-20.02808952331543,97.46,186,-11.43200397491455,-43.89742660522461,0.0007,482.6388825299999,4938,184099,184100,26.27115821838379,,
921000,0.7137868404388428,-20.001571655273438,96.09,186,-2.009483814239502,-172.03329467773438,0.0007,476.12205162,4941,184199,184200,72.27960968017578,,
921500,0.714695155620575,-20.028043746948242,97.22,186,-0.28966665267944336,8.477684020996094,0.0007,482.0960146499999,4943,184299,184300,14.859015464782715,,
922000,0.7125921845436096,-19.971052169799805,98.42,186,-2.747861623764038,-86.24474334716797,0.0007,488.2314476499999,4945,184399,184400,18.863983154296875,,
922500,0.7132057547569275,-19.984098434448242,98.82,186,-0.0018557310104370117,-104.17872619628906,0.0007,490.35072134999996,4947,184499,184500,44.519287109375,,
923000,0.7115598917007446,-19.94721794128418,100.8,186,0.5735296607017517,22.47509765625,0.0007,500.4553779499999,4949,184599,184600,1.951899528503418,,
923500,0.7132211327552795,-19.975797653198242,102.63,186,-1.2812550067901611,-53.32931137084961,0.0007,509.83987914,4952,184699,184700,12.563904762268066,,
924000,0.7163943648338318,-20.032249450683594,103.77,186,-0.05166041851043701,220.32608032226562,0.0007,515.80794963,4954,184799,184800,118.33989715576172,,
924500,0.7177007794380188,-20.066486358642578,105.23,186,-0.004973292350769043,-101.38253021240234,0.0007,523.38514376,4956,184899,184900,42.253196716308594,,
925000,0.7180919051170349,-20.064599990844727,,,-1.5491924285888672,24.424245834350586,0.0007,,,184999,,6.21609354019165,134.2,663.1990371242166
925000,,,106.47,186,,,,529.57746989,4964,,185000,,,
925500,0.7172769904136658,-20.029335021972656,108.02,186,-1.0962412357330322,-40.517826080322266,0.0007,537.12211346,4966,185099,185100,10.861006736755371,,
926000,0.7164230942726135,-20.007566452026367,110.31,186,-0.14195668697357178,-84.10811614990234,0.0007,548.40856434,4969,185199,185200,28.2269344329834,,
926500,0.7154686450958252,-19.991287231445312,112.35,186,0.5423538088798523,38.232147216796875,0.0007,558.4370208099999,4971,185299,185300,6.562551975250244,,
927000,0.7151416540145874,-20.012128829956055,113.64,186,0.8102385997772217,-33.53054428100586,0.0007,564.6530597899999,4973,185399,185400,7.6052751541137695,,
927500,0.712546169757843,-19.951690673828125,113.99,186,0.6096723973751068,-70.98978424072266,0.0007,566.1567212599999,4975,185499,185500,17.26020050048828,,
928000,0.7123512029647827,-19.947284698486328,114.53,186,0.3439894914627075,-90.6299057006836,0.0007,568.75014387,4977,185599,185600,24.524953842163086,,
928500,0.711033284664154,-19.921634674072266,115.59,186,-0.2494063377380371,-7.997999668121338,0.0007,574.1079964500001,4979,185699,185700,3.990314245223999,,
929000,0.7087070345878601,-19.859420776367188,117.08,186,-6.907788276672363,-41.637451171875,0.0007,581.5817966000001,4981,185799,185800,24.01417350769043,,
929500,0.7076108455657959,-19.827863693237305,119.17,186,-10.560284614562988,62.08309555053711,0.0007,591.99632328,4984,185899,185900,27.55071449279785,,
930000,0.7066090106964111,-19.825462341308594,,,-0.11466491222381592,-46.149349212646484,0.0007,,,185999,,15.75743293762207,130.95,646.3874533563387
930000,,,119.99,186,,,,596.0884690299999,4991,,186000,,,
930500,0.7073909044265747,-19.857208251953125,122.31,186,-14.773343086242676,171.35728454589844,0.0007,607.58719037,4993,186099,186100,116.5063247680664,,
931000,0.7073265910148621,-19.839757919311523,123.21,186,-3.9111814498901367,4.867056369781494,0.0007,612.01598446,4995,186199,186200,6.8030877113342285,,
931500,0.7070639729499817,-19.819381713867188,124.29,186,-1.2179012298583984,63.201393127441406,0.0007,617.45216428,4997,186299,186300,12.165754318237305,,
932000,0.7076265215873718,-19.80732536315918,125.59,186,-2.8808226585388184,-39.42436981201172,0.0007,623.5840362800001,4999,186399,186400,13.067962646484375,,
932500,0.7066296339035034,-19.807035446166992,126.58,186,0.6574675738811493,-8.5701322555542,0.0007,628.44789509,5001,186499,186500,4.25606107711792,,
933000,0.7053111791610718,-19.776111602783203,127.03,186,0.5276888608932495,-31.638595581054688,0.0007,630.6844935299999,5003,186599,186600,3.2364063262939453,,
933500,0.704239547252655,-19.769351959228516,128.16,186,-3.4354171752929688,-156.9169158935547,0.0007,636.36080436,5005,186699,186700,55.87539291381836,,
934000,0.7048172354698181,-19.78842544555664,130.11,186,-13.970105171203613,99.01898193359375,0.0007,645.90452486,5007,186799,186800,62.39120101928711,,
934500,0.7050583362579346,-19.794723510742188,131.32,186,-1.925290584564209,8.833043098449707,0.0007,651.77222844,5009,186899,186900,18.096410751342773,,
935000,0.7040638327598572,-19.772449493408203,,,0.5617910325527191,-2.6564362049102783,0.0007,,,186999,,1.0520676374435425,145.85,726.4110298430081
935000,,,132.89,186,,,,659.47213076,5017,,187000,,,
935500,0.7032584547996521,-19.74332046508789,132.33,186,-5.255471229553223,-25.046323776245117,0.0007,656.74262831,5020,187099,187100,46.03589630126953,,
936000,0.702744722366333,-19.727590560913086,132.02,186,-0.3039126396179199,31.101093292236328,0.0007,655.33770572,5022,187199,187200,20.41438102722168,,
936500,0.7014942169189453,-19.679107666015625,132.64,186,-2.5386152267456055,-154.56671142578125,0.0007,658.4076276300001,5024,187299,187300,62.657020568847656,,
937000,0.7014719843864441,-19.68280792236328,131.48,186,-2.127981662750244,45.1652717590332,0.0007,652.5017626000001,5026,187399,187400,14.745869636535645,,
