time/total_timesteps,train/std,train/entropy_loss,rollout/ep_len_mean,time/fps,train/explained_variance,train/policy_loss,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,time/iterations,train/value_loss,eval/mean_ep_length,eval/mean_reward
209500,0.772574245929718,-22.989404678344727,34.6,197,-11.151625633239746,-0.4919886589050293,0.0007,177.46013813999997,1061,41899,41900,0.014147949405014515,,
210000,0.7735782265663147,-23.012699127197266,,,0.6883632242679596,7.758813381195068,0.0007,,,41999,,0.1518208086490631,31.6,162.85056380331517
210000,,,33.86,197,,,,173.94876338999998,1064,,42000,,,
210500,0.7742374539375305,-23.01854705810547,33.75,197,-3.7129416465759277,-12.429675102233887,0.0007,173.42339999000004,1066,42099,42100,0.5796226859092712,,
211000,0.7749643325805664,-23.039203643798828,33.17,197,-0.12684392929077148,-11601.3466796875,0.0007,170.78430878000006,1068,42199,42200,241430.078125,,
211500,0.7752746343612671,-23.045875549316406,33.22,197,-7.1388654708862305,46.0535774230957,0.0007,170.96556727000004,1070,42299,42300,112.175048828125,,
212000,0.7753692269325256,-23.045982360839844,33.06,197,-4.090521812438965,-3099.464599609375,0.0007,170.12157261999997,1072,42399,42400,20072.96875,,
212500,0.7752215266227722,-23.04018211364746,33.21,197,-47.6866340637207,50.73541259765625,0.0007,170.86922255,1075,42499,42500,773.5375366210938,,
213000,0.775507926940918,-23.047576904296875,33.25,197,-2.4723010063171387,-291.2050476074219,0.0007,170.95081298999997,1077,42599,42600,222.63296508789062,,
213500,0.7746790647506714,-23.01717758178711,34.06,197,-9.18607234954834,326.2390441894531,0.0007,174.87552894999996,1080,42699,42700,348.8689880371094,,
214000,0.7733170390129089,-22.98177719116211,35.5,197,-2.0254862308502197,-41.51771926879883,0.0007,181.70900712,1082,42799,42800,20.15100860595703,,
214500,0.7718929648399353,-22.938459396362305,38.98,197,-5.519521713256836,117.6265869140625,0.0007,198.55502966000003,1084,42899,42900,42.28105926513672,,
215000,0.7715916037559509,-22.93092918395996,,,-34.29124069213867,52.487037658691406,0.0007,,,42999,,19.687204360961914,94.35,461.8751808620524
215000,,,42.19,196,,,,214.13787650000006,1091,,43000,,,
215500,0.7699267268180847,-22.89839744567871,44.65,196,-2.3711600303649902,22.906185150146484,0.0007,226.16239187000002,1094,43099,43100,1.9667530059814453,,
216000,0.7690321803092957,-22.867015838623047,48.02,196,-95913.9609375,-217.96018981933594,0.0007,242.56376058,1096,43199,43200,122.84321594238281,,
216500,0.7703294157981873,-22.906049728393555,50.59,197,-9020.923828125,-62.674983978271484,0.0007,255.01618281999998,1098,43299,43300,19.50211524963379,,
217000,0.7682073712348938,-22.84868621826172,53.56,197,-698.119140625,22.87106704711914,0.0007,269.3237838,1101,43399,43400,5.256255626678467,,
217500,0.7668909430503845,-22.811603546142578,55.5,197,-11752.0751953125,-51.540992736816406,0.0007,278.69748527,1103,43499,43500,8.622507095336914,,
218000,0.7640476226806641,-22.734405517578125,57.19,197,-592.0739135742188,110.9403076171875,0.0007,286.96650132999997,1106,43599,43600,20.5416259765625,,
218500,0.7645201086997986,-22.745281219482422,59.1,197,-2.671328067779541,59.191097259521484,0.0007,296.25566413999996,1108,43699,43700,4.8069987297058105,,
219000,0.7657538652420044,-22.79680824279785,61.12,197,-2849.66796875,3.4420993328094482,0.0007,306.2686924,1110,43799,43800,3.1289680004119873,,
219500,0.7650541067123413,-22.785137176513672,62.56,197,-8.425577163696289,11.449462890625,0.0007,313.38160364,1113,43899,43900,0.5924232602119446,,
220000,0.7640224099159241,-22.75787925720215,,,-1.9312498569488525,108.31697082519531,0.0007,,,43999,,21.722761154174805,50.2,256.024183550477
220000,,,63.76,196,,,,319.30926972000003,1117,,44000,,,
220500,0.7646156549453735,-22.76754379272461,61.19,196,-56.61238479614258,6.0203118324279785,0.0007,306.90309091,1120,44099,44100,0.9327227473258972,,
221000,0.7661851048469543,-22.8054141998291,56.93,196,-50.40472412109375,-151.42893981933594,0.0007,286.15341136,1122,44199,44200,59.13399124145508,,
221500,0.7671365141868591,-22.83129119873047,55.94,196,-16.14348602294922,33.144901275634766,0.0007,281.63539147000006,1124,44299,44300,33.037357330322266,,
222000,0.7663004994392395,-22.80878448486328,54.56,196,-50.216758728027344,70.00203704833984,0.0007,275.1949676,1127,44399,44400,74.2976303100586,,
222500,0.7654804587364197,-22.783145904541016,54.32,196,-33.46574020385742,-504.825439453125,0.0007,274.32917985000006,1129,44499,44500,1234.591552734375,,
223000,0.7652158141136169,-22.7740478515625,55.1,196,-2.125443458557129,-239.6813507080078,0.0007,277.99492689000004,1132,44599,44600,138.23695373535156,,
223500,0.7630762457847595,-22.71425437927246,56.32,197,-2.2758588790893555,114.2462158203125,0.0007,283.2653429900001,1134,44699,44700,67.32811737060547,,
224000,0.7627516388893127,-22.69716453552246,57.47,197,-9.791851997375488,-180.7599334716797,0.0007,287.94882938,1136,44799,44800,140.7294464111328,,
224500,0.7636902928352356,-22.705589294433594,57.28,197,0.8245314508676529,-1222.867431640625,0.0007,285.64359229,1139,44899,44900,6868.5712890625,,
225000,0.7650296092033386,-22.752429962158203,,,0.6308398544788361,30.920795440673828,0.0007,,,44999,,11.064284324645996,56.8,272.9936448574066
225000,,,58.36,196,,,,290.06133673999994,1144,,45000,,,
225500,0.7651317715644836,-22.743579864501953,59.38,196,0.8202643394470215,-51.352874755859375,0.0007,294.19711802,1146,45099,45100,11.182350158691406,,
226000,0.7646607160568237,-22.72304344177246,61.04,196,-1.4599075317382812,213.87417602539062,0.0007,301.73937592,1148,45199,45200,112.5665512084961,,
226500,0.7656387686729431,-22.737770080566406,62.17,196,-10.471850395202637,-2.4993865489959717,0.0007,306.73822527000004,1150,45299,45300,11.879755973815918,,
227000,0.7645005583763123,-22.71405029296875,63.43,196,-9.02104377746582,77.1030502319336,0.0007,312.60812247999996,1152,45399,45400,17.907089233398438,,
227500,0.7615305781364441,-22.627805709838867,63.31,197,-26.349740982055664,-16.136003494262695,0.0007,311.48864308,1154,45499,45500,3.6298394203186035,,
228000,0.7603163719177246,-22.58971405029297,60.14,197,-37.63558578491211,-7.463430881500244,0.0007,295.1464243,1157,45599,45600,3.347925901412964,,
228500,0.7596195340156555,-22.580947875976562,56.55,197,-231.01480102539062,-35.794960021972656,0.0007,276.80976343000003,1159,45699,45700,12.339762687683105,,
229000,0.7593690752983093,-22.57989501953125,52.28,197,-1.7051045894622803,-38.10133361816406,0.0007,256.63647338000004,1161,45799,45800,4.210317134857178,,
229500,0.7595162391662598,-22.580806732177734,49.38,197,0.05925440788269043,-8093.25146484375,0.0007,243.55660210999997,1163,45899,45900,162968.734375,,
230000,0.7582162022590637,-22.53586769104004,,,-1.5779218673706055,13.218161582946777,0.0007,,,45999,,2.1970860958099365,36.65,182.05039690211416
230000,,,46.29,196,,,,229.30126333,1167,,46000,,,
230500,0.7569053769111633,-22.513648986816406,42.43,196,-2.108368396759033,94.83788299560547,0.0007,210.71397048000003,1170,46099,46100,23.74698829650879,,
231000,0.7565402984619141,-22.491764068603516,40.32,197,-15.545042037963867,-78.96593475341797,0.0007,200.49494725,1172,46199,46200,22.173067092895508,,
231500,0.7558311820030212,-22.4664363861084,39.71,197,-0.31197643280029297,31.723257064819336,0.0007,197.47865625999998,1174,46299,46300,3.3768575191497803,,
232000,0.7570211291313171,-22.512332916259766,39.52,197,-44.30376434326172,-50.35144805908203,0.0007,196.53618930000002,1176,46399,46400,35.91515350341797,,
232500,0.7583147883415222,-22.545272827148438,40.13,197,-0.06486630439758301,18.917158126831055,0.0007,199.59203415,1179,46499,46500,2.6288039684295654,,
233000,0.7589737772941589,-22.560216903686523,40.75,197,-0.9754000902175903,-6.587182521820068,0.0007,202.74015537,1181,46599,46600,2.2840545177459717,,
233500,0.7599298357963562,-22.57721519470215,41.47,197,0.3142094612121582,-1801.9381103515625,0.0007,206.29305752000005,1184,46699,46700,29081.787109375,,
234000,0.7598326802253723,-22.568992614746094,41.89,197,-0.9773526191711426,57.114906311035156,0.0007,208.34006595,1186,46799,46800,6.298083782196045,,
234500,0.7587100863456726,-22.541879653930664,42.16,197,-23.95941162109375,45.915740966796875,0.0007,209.57068745,1188,46899,46900,11.06088924407959,,
235000,0.7574586272239685,-22.50641441345215,,,-1.8160724639892578,12.845084190368652,0.0007,,,46999,,2.6114184856414795,69.15,334.839932820946
235000,,,42.51,196,,,,211.29591624000005,1193,,47000,,,
235500,0.7567715644836426,-22.486961364746094,44.86,196,-75.88036346435547,8.450284004211426,0.0007,222.82829831000004,1196,47099,47100,3.368476152420044,,
236000,0.7553767561912537,-22.45730209350586,47.18,196,-1.2739872932434082,-3.5609281063079834,0.0007,234.15620694,1198,47199,47200,0.05902910232543945,,
236500,0.7543399333953857,-22.412853240966797,48.18,196,-31.00536346435547,-33.76203155517578,0.0007,239.04142660999997,1200,47299,47300,2.315582275390625,,
237000,0.7547205090522766,-22.425609588623047,49.83,196,-23.282609939575195,-2.1103928089141846,0.0007,247.12624517,1203,47399,47400,0.024479521438479424,,
237500,0.7556001543998718,-22.435293197631836,50.45,196,-7.431841850280762,11.74044418334961,0.0007,250.15043594000002,1206,47499,47500,0.3943929374217987,,
238000,0.755534291267395,-22.418691635131836,50.54,196,-2.222350835800171,-11.356819152832031,0.0007,250.56053571000007,1208,47599,47600,0.3080701231956482,,
238500,0.7547910809516907,-22.397991180419922,50.89,196,-2804.6728515625,1.6972421407699585,0.0007,252.19893068,1210,47699,47700,0.16852711141109467,,
239000,0.7562312483787537,-22.44051742553711,51.05,196,0.005214810371398926,-7281.66748046875,0.0007,252.99946180000003,1213,47799,47800,148149.359375,,
239500,0.7574511766433716,-22.468563079833984,51.5,197,-8.175238609313965,-3.3943943977355957,0.0007,255.19596435,1215,47899,47900,0.03219461813569069,,
240000,0.7577231526374817,-22.474464416503906,,,-9.25086498260498,-15.97605037689209,0.0007,,,47999,,0.6705285310745239,60.1,289.60668219327925
240000,,,52.38,196,,,,259.57799427,1221,,48000,,,
240500,0.7581644058227539,-22.49127769470215,54.15,196,-11.291228294372559,10.474764823913574,0.0007,268.01482995000003,1224,48099,48100,0.4349917471408844,,
241000,0.7573105692863464,-22.466869354248047,52.94,196,0.510635495185852,-6133.1796875,0.0007,261.86678869,1226,48199,48200,87302.5390625,,
241500,0.7579667568206787,-22.481525421142578,52.75,196,-14.740082740783691,58.23812484741211,0.0007,260.72909834,1228,48299,48300,12.344956398010254,,
242000,0.7572092413902283,-22.46887969970703,53.46,196,-48.94147491455078,144.3183135986328,0.0007,264.11083580999997,1230,48399,48400,391.8484191894531,,
242500,0.7570392489433289,-22.46710777282715,53.93,196,-13.146342277526855,-237.94692993164062,0.0007,266.29057665,1233,48499,48500,195.56993103027344,,
243000,0.7582190632820129,-22.49651336669922,55.61,196,-0.6566945314407349,-87.90621185302734,0.0007,274.31740126,1235,48599,48600,77.72645568847656,,
243500,0.7582095861434937,-22.496816635131836,57.81,196,0.41577208042144775,77.8692855834961,0.0007,285.01703038000005,1237,48699,48700,23.54926872253418,,
244000,0.7573722004890442,-22.477367401123047,58.95,196,0.6884970366954803,-1454.1483154296875,0.0007,290.5114835,1239,48799,48800,11655.962890625,,
244500,0.756403386592865,-22.45865249633789,59.71,196,0.3705492615699768,-2043.0396728515625,0.0007,294.23581555,1242,48899,48900,21164.73828125,,
245000,0.755436360836029,-22.433086395263672,,,-38.111534118652344,221.79393005371094,0.0007,,,48999,,292.5228271484375,58.9,283.9558116145432
245000,,,60.38,196,,,,297.4738031300001,1247,,49000,,,
245500,0.7547969222068787,-22.4222469329834,60.69,196,0.6131731569766998,-1685.977783203125,0.0007,298.8788058900001,1250,49099,49100,13574.0595703125,,
246000,0.7562313079833984,-22.46321678161621,60.26,196,-4.188180446624756,416.4364929199219,0.0007,296.72355541,1252,49199,49200,454.7422790527344,,
246500,0.7568319439888,-22.485401153564453,59.24,196,-0.09695029258728027,7.9785919189453125,0.0007,291.76882444999995,1255,49299,49300,43.12495803833008,,
247000,0.7553753852844238,-22.435766220092773,60.06,196,-1.3390159606933594,24.082931518554688,0.0007,295.67291434,1257,49399,49400,83.91032409667969,,
247500,0.7566539645195007,-22.467010498046875,60.59,196,0.018114030361175537,-58.642120361328125,0.0007,297.92277222999996,1259,49499,49500,27.447973251342773,,
248000,0.7577041983604431,-22.495037078857422,61.88,196,0.9419945776462555,-546.4414672851562,0.0007,303.97773077,1262,49599,49600,601.7850341796875,,
248500,0.7575149536132812,-22.49090003967285,62.69,196,-17.603479385375977,-316.28887939453125,0.0007,307.76043289999996,1264,49699,49700,458.8947448730469,,
249000,0.7566612958908081,-22.46139144897461,62.54,196,-0.8134098052978516,30.79961585998535,0.0007,307.10574995,1266,49799,49800,45.4164924621582,,
249500,0.7561826109886169,-22.454444885253906,62.6,196,-7.882611274719238,-272.4301452636719,0.0007,307.43315061999994,1268,49899,49900,255.70059204101562,,
250000,0.7557544112205505,-22.45429229736328,,,0.3062479496002197,29.7869815826416,0.0007,,,49999,,17.219112396240234,56.85,273.2301609836519
250000,,,63.44,196,,,,311.36714097,1273,,50000,,,
250500,0.7559488415718079,-22.461782455444336,64.01,196,-1.630275011062622,-0.07219238579273224,0.0007,313.58663946999997,1275,50099,50100,54.479400634765625,,
251000,0.7546006441116333,-22.42423439025879,65.14,196,0.1397591233253479,-106.13531494140625,0.0007,318.64527625000005,1277,50199,50200,55.46786117553711,,
251500,0.7566654086112976,-22.471609115600586,65.93,196,0.34808915853500366,80.99913024902344,0.0007,321.94577033999997,1279,50299,50300,19.28469467163086,,
252000,0.7564221620559692,-22.47430419921875,66.7,196,-6.635917663574219,392.0137634277344,0.0007,325.21372885,1282,50399,50400,460.0323181152344,,
252500,0.7567771077156067,-22.47919464111328,68.34,196,-4.159923553466797,193.9019012451172,0.0007,332.7772875599999,1284,50499,50500,113.89521789550781,,
253000,0.7596674561500549,-22.5496768951416,70.52,196,0.21512699127197266,95.6036605834961,0.0007,343.34764898000003,1287,50599,50600,30.75702476501465,,
253500,0.7598731517791748,-22.560070037841797,70.41,196,-2.226762056350708,-266.1175231933594,0.0007,342.55223973,1289,50699,50700,182.6337127685547,,
254000,0.7592364549636841,-22.531829833984375,71.95,196,-0.7488391399383545,-165.96682739257812,0.0007,350.35570922,1291,50799,50800,69.08595275878906,,
254500,0.7595278024673462,-22.534992218017578,71.99,196,0.4606196880340576,248.3686981201172,0.0007,350.80488534000006,1294,50899,50900,134.51666259765625,,
255000,0.760517954826355,-22.5528564453125,,,-0.7855125665664673,311.6671447753906,0.0007,,,50999,,157.41575622558594,81.15,393.68137933090327
255000,,,70.09,196,,,,342.0796564300001,1300,,51000,,,
255500,0.7602680325508118,-22.557992935180664,68.82,196,0.007001638412475586,-8104.07373046875,0.0007,336.27164762,1302,51099,51100,128435.8984375,,
256000,0.7617840766906738,-22.59394073486328,69.79,196,-0.2200329303741455,140.33689880371094,0.0007,341.04937964000004,1304,51199,51200,70.06468963623047,,
256500,0.7598370313644409,-22.555835723876953,68.16,196,0.14097023010253906,-5168.21435546875,0.0007,333.20902185000006,1307,51299,51300,60979.98828125,,
257000,0.760774552822113,-22.578489303588867,67.18,196,0.7566557824611664,58.787506103515625,0.0007,328.97448871000006,1309,51399,51400,9.149222373962402,,
257500,0.7634091377258301,-22.637990951538086,65.31,196,0.20446103811264038,-2987.725341796875,0.0007,320.60429994,1312,51499,51500,44076.6484375,,
258000,0.7640218734741211,-22.65096664428711,63.54,196,0.7433904409408569,-0.718488335609436,0.0007,312.66722796,1314,51599,51600,1.8917484283447266,,
258500,0.7621106505393982,-22.599349975585938,60.83,196,0.8062552660703659,-37.013633728027344,0.0007,300.20385751000003,1316,51699,51700,3.611196994781494,,
259000,0.7609373331069946,-22.5594539642334,57.18,196,-2.3485138416290283,-49.170692443847656,0.0007,282.75212690999996,1318,51799,51800,22.086252212524414,,
259500,0.7604445815086365,-22.555076599121094,53.73,196,-8.470799446105957,-477.1825866699219,0.0007,266.04616509,1320,51899,51900,564.6262817382812,,
260000,0.7603543400764465,-22.548736572265625,,,-2.173842668533325,76.0090103149414,0.0007,,,51999,,90.17957305908203,71.65,346.83263275623324
260000,,,53.59,196,,,,265.29592096,1326,,52000,,,
260500,0.760632336139679,-22.557514190673828,52.9,196,0.5890083909034729,-907.58447265625,0.0007,261.83969102000003,1328,52099,52100,7867.94384765625,,
261000,0.7600510120391846,-22.534160614013672,49.7,196,-1.232921838760376,-117.27978515625,0.0007,246.08203651,1331,52199,52200,53.95466232299805,,
261500,0.7591702342033386,-22.52568817138672,47.3,196,-3.318896770477295,14.052093505859375,0.0007,234.18818725999998,1333,52299,52300,13.066423416137695,,
262000,0.7593912482261658,-22.538311004638672,47.17,196,0.9846518104895949,-477.85552978515625,0.0007,233.06451329000004,1335,52399,52400,806.1217651367188,,
262500,0.7607570886611938,-22.584074020385742,48.84,196,0.9563672728836536,-7.36378812789917,0.0007,240.65653687999998,1338,52499,52500,1.1392287015914917,,
263000,0.7605810165405273,-22.575010299682617,49.66,196,-3.77825927734375,-197.7418670654297,0.0007,243.89404533,1340,52599,52600,149.94651794433594,,
263500,0.7589073777198792,-22.52389144897461,51.66,196,-4.193196773529053,140.4198760986328,0.0007,253.67798473000002,1342,52699,52700,53.1151237487793,,
264000,0.7604510188102722,-22.562511444091797,52.49,196,-1.66951322555542,117.8612289428711,0.0007,257.76266218000006,1345,52799,52800,133.21450805664062,,
264500,0.7598165273666382,-22.53881072998047,53.47,196,-0.9400876760482788,-86.38136291503906,0.0007,262.69492469,1347,52899,52900,23.738136291503906,,
265000,0.7592855095863342,-22.5195369720459,,,0.19926857948303223,-64.2364273071289,0.0007,,,52999,,13.145901679992676,60.6,294.0062515642494
265000,,,54.13,195,,,,265.63529461999997,1352,,53000,,,
265500,0.7599433660507202,-22.528921127319336,52.18,195,-0.0777895450592041,26.040082931518555,0.0007,256.08402241000005,1355,53099,53100,2.7334370613098145,,
266000,0.7614052295684814,-22.58399200439453,53.54,195,-3.8924527168273926,-71.89327239990234,0.0007,262.7409356900001,1357,53199,53200,11.227801322937012,,
266500,0.759634792804718,-22.540618896484375,54.69,196,-284.414306640625,-15.402717590332031,0.0007,268.37092336999996,1359,53299,53300,6.9199700355529785,,
267000,0.7598093748092651,-22.540050506591797,56.32,196,-13.444755554199219,119.1498794555664,0.0007,276.05302074,1361,53399,53400,27.169147491455078,,
267500,0.7606651186943054,-22.560684204101562,56.98,196,-0.8618000745773315,167.46202087402344,0.0007,278.97280773,1363,53499,53500,105.92467498779297,,
268000,0.7600443959236145,-22.55124282836914,56.47,196,-3.744457721710205,218.1458282470703,0.0007,276.58751379,1366,53599,53600,194.37722778320312,,
268500,0.7588936686515808,-22.5078182220459,56.25,196,-4.224729061126709,-186.5708770751953,0.0007,275.83641618999997,1368,53699,53700,116.54154205322266,,
269000,0.7577020525932312,-22.47841453552246,55.22,196,-0.21759343147277832,57.8184814453125,0.0007,270.46497983,1370,53799,53800,35.3997917175293,,
269500,0.7574885487556458,-22.471792221069336,55.91,196,-17.94849967956543,220.1601104736328,0.0007,273.46783580000005,1372,53899,53900,146.8909454345703,,
270000,0.7571250796318054,-22.468914031982422,,,-49.94529724121094,-25.694257736206055,0.0007,,,53999,,12.885309219360352,39.0,194.91183892338304
270000,,,54.3,196,,,,265.60450291000006,1376,,54000,,,
270500,0.7563219666481018,-22.435903549194336,52.27,196,0.5558282732963562,336.0981140136719,0.0007,256.28022493000003,1378,54099,54100,259.25799560546875,,
271000,0.7553711533546448,-22.407791137695312,50.92,196,0.7614984810352325,32.08871841430664,0.0007,249.92910192,1381,54199,54200,10.96485424041748,,
271500,0.7559100985527039,-22.42450523376465,48.58,196,-5.255431652069092,190.35922241210938,0.0007,238.64769261,1383,54299,54300,84.7586669921875,,
272000,0.7539674043655396,-22.38439178466797,47.13,196,-11.640183448791504,-45.66751480102539,0.0007,232.40683086999996,1385,54399,54400,66.4441146850586,,
272500,0.7542284727096558,-22.391124725341797,46.41,196,-17.786357879638672,-26.597646713256836,0.0007,229.54739883000002,1387,54499,54500,10.422476768493652,,
273000,0.7558816075325012,-22.44257164001465,45.53,196,-9.69373893737793,-68.76293182373047,0.0007,225.70455592000005,1389,54599,54600,30.867460250854492,,
273500,0.7559564709663391,-22.446311950683594,45.01,196,-5.352790832519531,104.09423828125,0.0007,223.80841121000006,1391,54699,54700,29.79502296447754,,
274000,0.7576282024383545,-22.48358726501465,43.97,196,-16.860830307006836,13.034693717956543,0.0007,219.0560301,1394,54799,54800,3.0119190216064453,,
274500,0.7581619620323181,-22.50227928161621,45.12,196,-13.716567993164062,-127.2917709350586,0.0007,224.62893322999997,1396,54899,54900,39.36459732055664,,
275000,0.7560696005821228,-22.443889617919922,,,-2.6425225734710693,6.238952159881592,0.0007,,,54999,,1.0570908784866333,44.0,218.71273129186594
275000,,,45.28,196,,,,225.16009443,1400,,55000,,,
275500,0.7568652033805847,-22.435077667236328,46.1,196,-63.9376220703125,16.857791900634766,0.0007,228.94944062,1402,55099,55100,0.6898035407066345,,
276000,0.7596608400344849,-22.509567260742188,48.02,196,-11.842127799987793,67.88506317138672,0.0007,238.03196779,1404,55199,55200,17.668203353881836,,
276500,0.7574197053909302,-22.450153350830078,48.83,196,-8.709672927856445,-258.4044494628906,0.0007,241.82539983000004,1406,55299,55300,228.59707641601562,,
277000,0.7577624917030334,-22.46025848388672,49.7,196,-2.2381465435028076,-83.78264617919922,0.0007,245.99409223000004,1408,55399,55400,20.396299362182617,,
277500,0.7567898035049438,-22.443431854248047,49.14,196,-1.8943912982940674,104.43840789794922,0.0007,243.22280329999998,1410,55499,55500,22.021663665771484,,
278000,0.7574810981750488,-22.466747283935547,49.22,196,-2.347604751586914,29.906314849853516,0.0007,243.61064114999996,1413,55599,55600,5.955183982849121,,
278500,0.7575320601463318,-22.47267723083496,49.4,196,-13.207015037536621,95.2928237915039,0.0007,244.41515977999998,1415,55699,55700,18.153995513916016,,
279000,0.7546321749687195,-22.410491943359375,49.44,196,-5.234580039978027,47.92887878417969,0.0007,244.61132543000002,1418,55799,55800,7.13960599899292,,
279500,0.7548099756240845,-22.409610748291016,49.77,196,-4.38279914855957,-50.867408752441406,0.0007,245.88920964000002,1420,55899,55900,83.98381805419922,,
280000,0.7577652931213379,-22.477005004882812,,,-9.126788139343262,173.44210815429688,0.0007,,,55999,,75.84385681152344,37.95,189.2576305191964
280000,,,50.75,196,,,,250.54993856999997,1424,,56000,,,
280500,0.7559434175491333,-22.43184471130371,49.05,196,-2.51650071144104,212.4247589111328,0.0007,242.50908848000003,1427,56099,56100,114.33259582519531,,
281000,0.7558814883232117,-22.430044174194336,47.89,190,-3.7556772232055664,-80.00347137451172,0.0007,237.19209374,1471,56199,56200,23.39149284362793,,
281500,0.7580532431602478,-22.482458114624023,47.49,191,-5.888047218322754,166.629638671875,0.0007,235.23826314,1473,56299,56300,92.88067626953125,,
282000,0.75845867395401,-22.493186950683594,47.23,191,-5.459486961364746,192.4085693359375,0.0007,234.03000838999998,1476,56399,56400,96.3048324584961,,
282500,0.7565624713897705,-22.43964195251465,48.0,191,-2.3146369457244873,-204.75387573242188,0.0007,237.76525378999995,1478,56499,56500,94.59968566894531,,
283000,0.7579154968261719,-22.477500915527344,47.87,191,-0.3451528549194336,-177.13877868652344,0.0007,237.50066907000001,1481,56599,56600,75.11515045166016,,
283500,0.7602381706237793,-22.53976058959961,47.53,191,-0.3622877597808838,14.595890998840332,0.0007,235.94531207999998,1483,56699,56700,7.904688358306885,,
284000,0.7598421573638916,-22.526161193847656,47.95,191,-0.3698854446411133,-33.830772399902344,0.0007,238.19492685,1485,56799,56800,3.911954879760742,,
284500,0.7579604983329773,-22.481475830078125,48.17,191,-6.577905178070068,-5.851635932922363,0.0007,239.58487951000004,1488,56899,56900,3.2024154663085938,,
285000,0.7584068179130554,-22.490917205810547,,,0.7596180886030197,-3197.308349609375,0.0007,,,56999,,21248.044921875,112.0,556.0469862814992
285000,,,48.91,190,,,,243.35431952,1495,,57000,,,
285500,0.7573996782302856,-22.46478843688965,51.95,190,0.33827537298202515,-4369.0634765625,0.0007,258.45543994,1498,57099,57100,66618.921875,,
286000,0.7564765214920044,-22.436248779296875,53.42,190,-2.4429221153259277,119.93171691894531,0.0007,265.47675627999996,1500,57199,57200,41.89362716674805,,
286500,0.757779061794281,-22.475872039794922,54.67,190,-20.705686569213867,-55.820587158203125,0.0007,271.66965358999994,1503,57299,57300,16.051681518554688,,
287000,0.7567399144172668,-22.44630241394043,54.68,190,-14.934859275817871,63.37630844116211,0.0007,271.70911223999997,1505,57399,57400,39.68275833129883,,
287500,0.7575518488883972,-22.47206687927246,55.48,190,0.415174663066864,92.06712341308594,0.0007,275.58223469000006,1507,57499,57500,32.9576416015625,,
288000,0.7574372291564941,-22.465734481811523,55.83,190,0.5108120441436768,-3503.809326171875,0.0007,277.28908271,1509,57599,57600,37736.78515625,,
288500,0.7581673264503479,-22.479625701904297,56.73,190,-10.054990768432617,-416.1365661621094,0.0007,281.7165861,1511,57699,57700,529.0167236328125,,
289000,0.7586660981178284,-22.492780685424805,58.19,190,0.9396809935569763,51.75343704223633,0.0007,288.6353670699999,1514,57799,57800,5.0040507316589355,,
289500,0.7595618963241577,-22.504928588867188,59.15,190,0.42354899644851685,-6470.86669921875,0.0007,293.38934102999997,1516,57899,57900,95356.09375,,
290000,0.7577624320983887,-22.466665267944336,,,-1.4467594623565674,155.72567749023438,0.0007,,,57999,,78.76033782958984,87.45,435.4897277945653
290000,,,58.42,190,,,,289.67251550000003,1522,,58000,,,
290500,0.756904661655426,-22.44435691833496,58.74,190,-3.6905221939086914,46.18736267089844,0.0007,291.24004213999996,1524,58099,58100,39.66164016723633,,
291000,0.7572905421257019,-22.456783294677734,58.25,190,-2.232537269592285,106.94319915771484,0.0007,288.86923483000004,1526,58199,58200,56.231544494628906,,
291500,0.7577126026153564,-22.47247314453125,57.73,190,-0.33667266368865967,221.3446807861328,0.0007,286.20086413000007,1528,58299,58300,114.5947265625,,
292000,0.7580904960632324,-22.489334106445312,56.61,190,0.18159663677215576,-2409.476318359375,0.0007,280.53939878,1530,58399,58400,35429.0703125,,
292500,0.7579523324966431,-22.477825164794922,56.51,190,0.529918372631073,-100.20610046386719,0.0007,279.94696330000005,1532,58499,58500,27.16956901550293,,
293000,0.7574378848075867,-22.472606658935547,58.14,190,0.5497654974460602,46.464229583740234,0.0007,287.94635232,1534,58599,58600,11.6019926071167,,
293500,0.7571646571159363,-22.46587371826172,59.68,191,0.8720528781414032,232.3602294921875,0.0007,295.50785085,1536,58699,58700,112.45143127441406,,
294000,0.7570732235908508,-22.45955467224121,60.74,191,0.9284253641963005,-14.923097610473633,0.0007,300.72776643000003,1538,58799,58800,1.9174686670303345,,
294500,0.755624532699585,-22.418132781982422,62.44,191,0.8426705300807953,6.240747451782227,0.0007,309.01472442,1540,58899,58900,1.2910844087600708,,
295000,0.7545081973075867,-22.38096046447754,,,0.49096816778182983,-64.07823181152344,0.0007,,,58999,,11.455876350402832,75.3,365.01472367122767
295000,,,62.18,190,,,,307.70947266,1545,,59000,,,
295500,0.752838134765625,-22.33628273010254,62.35,190,-0.28483307361602783,160.96446228027344,0.0007,308.48662889999997,1548,59099,59100,58.45504379272461,,
296000,0.7538453340530396,-22.360687255859375,64.6,190,0.3059198260307312,-2619.4375,0.0007,319.61247104999995,1550,59199,59200,43262.71875,,
296500,0.7523319125175476,-22.324743270874023,63.98,190,-1.6786794662475586,-82.16796112060547,0.0007,316.52119812,1553,59299,59300,23.604154586791992,,
297000,0.7518405318260193,-22.315053939819336,63.08,190,-1.3512728214263916,-55.20608139038086,0.0007,312.08304862999995,1555,59399,59400,17.22339630126953,,
