train/actor_loss,train/critic_loss,time/episodes,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
-142.18617991638183,15.475680365085601,,,0.001,,635000,,634386,,1000.0,2836.4001073729714
-142.028370803833,15.178875668048859,700,122,0.001,924.03,637386,2487.77857369,636386,5215,,
-142.56869107055664,16.032729443073272,,,0.001,,640000,,639386,,1000.0,2603.8954044943107
-142.9753875427246,17.003170401096344,704,122,0.001,923.5,641333,2512.7584436700004,640386,5253,,
-143.5252007751465,15.74810561466217,,,0.001,,645000,,644294,,937.9,2505.2327978001877
,,708,122,,923.11,645294,2517.00405434,,5288,,
-144.20154192567654,15.669160666366526,712,122,0.001,918.35,648818,2518.23048691,647860,5310,,
-145.5957133953388,14.748112664903914,,,0.001,,650000,,649923,,638.3,1743.411408068634
-145.24314543578,16.164574507935054,716,122,0.001,895.01,650432,2463.4265579,650366,5330,,
-144.82824467468262,16.5953325715065,720,122,0.001,906.56,654432,2501.6693686099998,653432,5351,,
-144.8676194152832,17.109541131973266,,,0.001,,655000,,654432,,832.6,2224.870173706056
-145.9287264404297,17.21633149290085,724,122,0.001,914.22,658223,2531.69724581,657223,5383,,
-146.915540435791,18.178111412384368,,,0.001,,660000,,659222,,1000.0,2659.6141346057643
-147.78307208251954,16.16670761537552,728,122,0.001,932.47,662222,2586.98136652,661222,5420,,
-148.7882739917652,15.174083812816724,732,122,0.001,915.02,664477,2542.6922753199997,663477,5434,,
-147.91198471069336,18.117322979450226,,,0.001,,665000,,664477,,1000.0,2726.651799713351
-148.52375051879883,19.18926111984253,736,122,0.001,918.58,668477,2538.46499139,667477,5469,,
-148.64529956054687,16.719079924583436,,,0.001,,670000,,669477,,1000.0,3101.93263155662
-148.60244674682616,18.623850847244263,740,122,0.001,922.79,672477,2562.1997597,671477,5504,,
-149.6295711364746,16.939236428260802,,,0.001,,675000,,674477,,1000.0,2805.465511364164
-149.78212753295898,17.8498549118042,744,122,0.001,922.79,676477,2577.82369699,675477,5538,,
-150.03878164672852,16.825089040756225,,,0.001,,680000,,679477,,825.3,2475.001401483809
,,748,122,,918.6,680058,2568.49659513,,5571,,
-150.88118222045898,18.314951946258546,752,122,0.001,918.6,684058,2541.11568435,683058,5593,,
-150.72913137817383,17.098161119937895,,,0.001,,685000,,684058,,1000.0,3098.9525871533433
-151.38407727050782,19.196208323001862,756,122,0.001,910.1,687208,2522.91432505,686208,5623,,
-150.90336904907227,18.423740568161012,,,0.001,,690000,,689208,,962.9,2808.6288629466667
-151.02592221069335,18.52849156141281,760,122,0.001,910.1,691208,2523.19051548,690208,5658,,
-151.6445007019043,19.300423699855806,,,0.001,,695000,,694208,,1000.0,2666.374267122301
,,764,122,,913.73,695208,2562.6418680899997,,5695,,
-152.38324221801759,20.003080123901366,768,122,0.001,913.73,699208,2544.90116279,698208,5719,,
-152.79940698242189,18.52762332344055,,,0.001,,700000,,699208,,1000.0,3017.628082158021
-152.91076669311522,20.262793499946593,772,122,0.001,913.73,703208,2557.79197396,702208,5756,,
-153.15011950683595,21.163317763805388,,,0.001,,705000,,704208,,1000.0,3136.5156842017664
-153.6720567932129,20.05165852403641,776,122,0.001,913.73,707208,2566.6362754499996,706208,5792,,
-154.25110247802735,19.329287893772126,,,0.001,,710000,,709208,,965.8,2265.274708729895
-154.25666891479491,19.701761978149413,780,122,0.001,913.73,711208,2594.3319958800002,710208,5827,,
-154.69102850341798,20.255251713752745,,,0.001,,715000,,714208,,1000.0,3052.281713192351
,,784,121,,913.73,715208,2592.3411395700005,,5862,,
-155.01189114379883,18.66710658740997,788,122,0.001,929.76,719208,2648.45995325,718208,5886,,
-154.74508268936822,20.664246458810737,,,0.001,,720000,,719669,,1000.0,2831.6411732228357
-154.964520338105,21.755993686071257,792,121,0.001,909.17,721149,2584.43329528,721079,5914,,
-155.06129196166992,21.39358554506302,,,0.001,,725000,,724149,,1000.0,3234.358565580752
,,796,121,,917.63,725149,2621.34784829,,5945,,
-154.27286431884767,20.846441125869752,800,122,0.001,913.28,728714,2621.19304752,728149,5970,,
-154.82852725219726,20.218584366321565,,,0.001,,730000,,729714,,907.0,2610.3026561456236
-154.34355899047853,21.497317801475525,804,122,0.001,913.81,732714,2612.37195026,731714,6001,,
-155.13669931030273,23.29675026988983,,,0.001,,735000,,734714,,1000.0,3328.1545341785068
-155.01600094604493,22.365817323207857,808,122,0.001,914.2,736714,2632.51903797,735714,6036,,
-156.22024716186525,21.89966644859314,,,0.001,,740000,,739714,,1000.0,3016.889516549837
,,812,121,,918.96,740714,2645.76667056,,6073,,
-156.888576171875,22.026979083061217,816,122,0.001,942.82,744714,2716.7437079200004,743714,6098,,
-156.2167139892578,22.414247745513915,,,0.001,,745000,,744714,,1000.0,3308.56975139305
-155.9999231262207,22.790287183761595,820,122,0.001,942.82,748714,2707.61452022,747714,6136,,
-156.50484259033203,23.38808027744293,,,0.001,,750000,,749714,,982.6,3229.2928696972317
-156.78923770141603,22.04932772350311,824,121,0.001,944.91,752714,2724.1190374400007,751714,6173,,
-157.02720797729492,23.322921090126037,,,0.001,,755000,,754714,,1000.0,3009.356484935898
-157.33538098144533,24.186348282814027,828,121,0.001,944.92,756714,2733.14388968,755714,6208,,
-157.3517956237793,23.109713096618652,832,122,0.001,955.18,759995,2777.8422792700003,758995,6227,,
-157.61674105834962,23.98932288503647,,,0.001,,760000,,759995,,884.0,2904.320211233152
-157.6394587097168,23.12981195640564,836,121,0.001,955.18,763995,2812.7991320500005,762995,6262,,
-157.84074307250975,23.10393191432953,,,0.001,,765000,,764995,,1000.0,3287.4470906266943
-158.40394778442382,22.84386256790161,840,121,0.001,955.18,767995,2819.4718642700004,766995,6299,,
-158.83305477905273,22.279977308273317,,,0.001,,770000,,769467,,1000.0,3257.3374843647703
-159.1356908569336,23.042065368652345,844,121,0.001,949.9,771467,2810.19471201,770467,6334,,
-159.95001934814454,22.592376201629637,,,0.001,,775000,,774467,,916.0,3142.4709983098073
,,848,121,,954.09,775467,2837.15895442,,6369,,
-160.01097442626954,22.59130646800995,852,121,0.001,948.96,778954,2870.8655097600004,777954,6392,,
-160.90195938110352,22.25277719974518,,,0.001,,780000,,779954,,920.4,3030.0158955544002
-160.4934332885742,21.276829138278963,856,121,0.001,957.46,782954,2907.5452525299993,781954,6426,,
-161.60317775699136,21.639978962194053,,,0.001,,785000,,784432,,1000.0,3201.3450886251753
-161.90304162597656,25.249830778598785,860,121,0.001,952.24,786432,2905.1394241999997,785432,6458,,
-162.04407794189453,23.955654796123504,,,0.001,,790000,,789432,,954.5,3066.359986861702
,,864,121,,952.24,790432,2913.8157415000005,,6491,,
-163.0150361178214,26.165025354686538,868,121,0.001,947.94,794002,2934.0006238500005,793002,6513,,
-162.6652721622126,22.817517736137034,,,0.001,,795000,,794495,,1000.0,3019.6239479504643
-163.00965896606445,22.702713744163514,872,121,0.001,942.87,797495,2926.62243998,796495,6544,,
-163.4208491821289,23.48036097431183,,,0.001,,800000,,799495,,1000.0,3240.696139263734
-163.8293291320801,22.487576636314394,876,121,0.001,942.87,801495,2933.50690228,800495,6577,,
-164.92771633911133,23.738052505493165,,,0.001,,805000,,804495,,1000.0,3189.5195061705076
,,880,121,,942.87,805495,2949.2473279900005,,6610,,
-165.51468734741212,22.592656191825867,884,122,0.001,942.87,809495,2972.7534725999994,808495,6633,,
-165.67095861816406,22.6344137096405,,,0.001,,810000,,809495,,770.6,2558.851067270746
-165.33990057373046,24.079393842697144,888,122,0.001,942.87,813495,2987.6636210900006,812495,6664,,
-165.484848236084,23.597299924850464,,,0.001,,815000,,814495,,1000.0,3437.810861435998
-166.1839186706543,24.169372651100158,892,121,0.001,953.85,816534,3038.7089625099998,816495,6697,,
-167.142319732666,22.434492455482484,,,0.001,,820000,,819534,,1000.0,3311.367278625193
,,896,121,,953.85,820534,3043.23682788,,6727,,
-166.6307995300293,22.913673226356508,900,122,0.001,958.2,824534,3066.7058063899995,823534,6751,,
-167.22406448364256,24.4770643825531,,,0.001,,825000,,824534,,1000.0,3235.548186758996
-167.68762378579765,23.75477884224886,904,122,0.001,954.96,828210,3082.4177398,827210,6782,,
-167.6932562866211,24.948395809173583,,,0.001,,830000,,829237,,1000.0,3494.0554588154655
-167.575126953125,25.475118195533753,908,122,0.001,945.23,831237,3053.2854608399994,830237,6810,,
-168.33181973266602,26.363957683563232,,,0.001,,835000,,834237,,874.0,2923.327855352615
,,912,122,,945.23,835237,3069.01006718,,6843,,
-168.75887741088866,25.25776540374756,916,122,0.001,945.23,839237,3087.19052393,838237,6866,,
-168.93223867797852,25.061469646453858,,,0.001,,840000,,839237,,1000.0,3470.0356062366163
-170.1785890197754,25.323303455352782,920,122,0.001,945.23,843237,3118.9742730099997,842237,6898,,
-170.7492441101074,24.898443238258363,,,0.001,,845000,,844237,,950.1,3180.483890259499
-171.15302160644532,24.422394968032837,924,122,0.001,940.71,846785,3112.5225682799996,846237,6930,,
-172.44652639770507,25.160517802238463,928,122,0.001,930.57,849771,3091.1898830699997,849531,6949,,
-172.410498046875,26.099336715539298,,,0.001,,850000,,849771,,985.1,3315.3991449202526
-172.80122299194335,24.267453523635865,932,122,0.001,932.44,853239,3101.6410542399994,852239,6977,,
-172.61635256958007,25.054505765914918,,,0.001,,855000,,854239,,1000.0,3091.298931318265
-173.175535736084,24.27137315559387,936,122,0.001,932.44,857239,3105.535265649999,856239,7011,,
-172.89101614603183,27.866017539326737,,,0.001,,860000,,859403,,943.2,3186.213842434832
,,940,121,,924.08,860403,3081.5418029400003,,7060,,
-174.36952575683594,26.623223537445067,944,121,0.001,929.36,864403,3108.80992682,863403,7090,,
-174.1904118347168,23.907066418647766,,,0.001,,865000,,864403,,993.7,3306.4949802309507
-174.51331326293945,22.410624938964844,948,121,0.001,929.36,868403,3113.3555300900002,867403,7132,,
-174.608531829834,26.09621043872833,,,0.001,,870000,,869403,,1000.0,3502.0404261205344
-175.04031987344064,24.581628266616388,952,121,0.001,926.96,871650,3107.1267379799997,870650,7169,,
-175.4904471130371,25.51659231853485,,,0.001,,875000,,874650,,970.1,3070.764888038719
,,956,121,,926.96,875650,3112.787640699999,,7214,,
-176.70554019165039,26.843670449256898,960,121,0.001,932.18,879650,3138.0902578399996,878650,7250,,
-176.54194683837892,25.928566771507263,,,0.001,,880000,,879650,,1000.0,3538.278105644253
-177.1201269836426,25.608202838897704,964,121,0.001,932.18,883650,3145.9769668400004,882650,7289,,
-176.5912942199707,25.052590183258058,,,0.001,,885000,,884650,,1000.0,3195.391982647212
-177.24270413208006,26.30514132785797,968,121,0.001,936.48,887650,3170.5692614199997,886650,7330,,
-176.80792690597417,26.78318117236003,,,0.001,,890000,,889913,,904.2,3084.088436594326
,,972,121,,934.18,890913,3169.7101645300004,,7362,,
-177.9693641052246,27.39586115169525,976,121,0.001,928.9,894385,3162.9799236499994,893385,7386,,
-177.35602102661133,27.907520433425905,,,0.001,,895000,,894385,,1000.0,3593.438528625108
-177.82928076171876,27.00880572986603,980,120,0.001,918.17,897312,3131.99420958,896472,7419,,
-177.77051007080078,26.31549663257599,,,0.001,,900000,,899312,,871.5,2936.103516647371
-177.96030798339845,25.96037080669403,984,120,0.001,910.11,900506,3112.0225145700006,900312,7455,,
-179.28467764282226,25.533546813964843,988,120,0.001,902.66,903761,3086.758513619999,903506,7477,,
-179.10758584594726,26.95670470523834,,,0.001,,905000,,904761,,903.0,3220.444735415559
-178.6193341369629,29.020865507125855,992,120,0.001,912.27,907761,3123.898299330001,906761,7512,,
-179.05481549072266,31.664983388900758,,,0.001,,910000,,909761,,1000.0,3221.162447957601
-179.20459912109374,28.286450315475463,996,120,0.001,912.27,911761,3124.6528242800005,910761,7553,,
-178.95458206176758,30.052142663002016,,,0.001,,915000,,914761,,1000.0,3392.562736114417
,,1000,120,,912.27,915761,3122.9529550800003,,7591,,
-179.37633688354492,28.991436857223512,1004,120,0.001,910.82,919292,3127.26901959,918292,7615,,
-179.26454333496093,28.889887372016908,,,0.001,,920000,,919292,,1000.0,3588.9090873989276
-178.74992947387696,28.83353810596466,1008,120,0.001,920.55,923292,3152.8339348800005,922292,7653,,
-179.8521491394043,27.8406781206131,,,0.001,,925000,,924292,,931.8,3154.5207313657274
-180.475303816483,28.250996064931545,1012,120,0.001,914.92,926729,3135.577858530001,925750,7686,,
-181.07095956420898,29.645643444061278,,,0.001,,930000,,929729,,1000.0,3293.177911677651
,,1016,120,,914.92,930729,3142.295503350001,,7727,,
-181.52048056030273,27.063960789680483,1020,120,0.001,914.92,934729,3146.2918327099997,933729,7753,,
-181.75553778076173,29.483268483161925,,,0.001,,935000,,934729,,971.0,3369.028698113479
-182.42613723754883,29.24356220817566,1024,120,0.001,919.44,938729,3161.95156458,937729,7791,,
-182.22435482788086,28.97883853340149,,,0.001,,940000,,939729,,1000.0,3405.179880299722
-181.8336773071289,30.78699850845337,1028,120,0.001,929.58,942729,3196.5545323900005,941729,7829,,
-182.7798818359375,28.131330320358277,,,0.001,,945000,,944729,,912.5,3048.0856772282627
-182.2960691179548,30.83406191605788,1032,120,0.001,930.49,946288,3203.84957797,945288,7863,,
-182.96723861694335,28.218371509552004,1036,120,0.001,920.96,949335,3168.1481971800004,949288,7887,,
-181.84560162088147,27.70797948634371,,,0.001,,950000,,949335,,758.3,2703.0604814309627
-183.8643907470703,30.243014461517333,1040,120,0.001,929.32,953335,3202.9220455499994,952335,7915,,
-182.66130041503905,30.99976305961609,,,0.001,,955000,,954335,,1000.0,3637.2819548933767
-182.56272259521484,33.36835850906372,1044,120,0.001,929.32,957335,3206.9904842399997,956335,7963,,
-183.54016149902344,30.19463805103302,,,0.001,,960000,,959335,,936.3,3143.399497912667
-182.9830188293457,34.73600476837158,1048,120,0.001,929.32,961335,3220.4827179800004,960335,8002,,
-184.64576739501953,30.77864122390747,1052,120,0.001,931.82,964832,3231.91081379,963832,8025,,
-185.54531594848632,31.98953761291504,,,0.001,,965000,,964832,,1000.0,3427.397909245876
-185.58849142456054,30.430883337020873,1056,120,0.001,931.82,968832,3226.8449728299997,967832,8061,,
-185.45994891266324,33.07412345373808,,,0.001,,970000,,969502,,992.4,3652.502923750202
-186.32720739191228,33.09914470260794,1060,120,0.001,920.28,971678,3185.73543694,970678,8092,,
-187.239490234375,31.070291347503662,,,0.001,,975000,,974123,,936.9,3442.947795876162
,,1064,119,,914.73,975123,3169.9214237899996,,8126,,
-186.99353106689452,31.83947504234314,1068,120,0.001,914.73,979123,3172.9380969100002,978123,8155,,
-187.83224200439454,32.64689106845856,,,0.001,,980000,,979123,,906.0,3276.1869476887396
-188.44363257003158,32.99469713315572,1072,119,0.001,915.02,982415,3178.99726255,981415,8187,,
-188.70622698974609,32.300717860221866,,,0.001,,985000,,984415,,1000.0,3528.12296916421
-188.87975466918945,32.17818909740448,1076,119,0.001,920.3,986415,3198.25675686,985415,8223,,
-189.30083044433593,31.609812472343446,,,0.001,,990000,,989415,,958.6,3434.1518861812774
,,1080,119,,931.03,990415,3244.9791985300008,,8263,,
-189.86997229003907,30.618429718017577,1084,119,0.001,939.09,994415,3276.6547867500003,993415,8292,,
-190.39928829956054,29.120690761566163,,,0.001,,995000,,994415,,972.3,3527.4180593285478
-191.0756816101074,31.324806060791015,1088,119,0.001,946.54,998415,3309.63970465,997415,8338,,
-191.49775167981034,33.48060776352632,,,0.001,,1000000,,999369,,922.4,3377.7463633357315
-192.11406130981445,30.878261835098268,1092,119,0.001,946.08,1002369,3315.73853764,1001369,8373,,
-192.45972845458985,32.28216269302368,,,0.001,,1005000,,1004369,,1000.0,3691.904192273191
-192.7270494995117,31.21171325302124,1096,119,0.001,946.08,1006369,3327.2943296900003,1005369,8412,,
-194.14786013793946,28.912910959243774,,,0.001,,1010000,,1009369,,966.3,3634.834966383921
,,1100,119,,946.08,1010369,3338.899940829999,,8448,,
-195.17889337158203,29.597755787849426,1104,119,0.001,950.77,1014369,3361.1154514299997,1013369,8475,,
-195.6655171508789,30.95633606529236,,,0.001,,1015000,,1014369,,1000.0,3821.420757725323
-195.22528161621094,29.415150815010072,1108,119,0.001,950.77,1018369,3354.55093102,1017369,8512,,
-195.51603793334962,32.536061131477354,,,0.001,,1020000,,1019369,,834.3,2906.9615364674014
-196.45642337036134,30.80292546081543,1112,119,0.001,956.4,1022369,3380.4048302600004,1021369,8546,,
-196.95740029907228,29.12415019607544,,,0.001,,1025000,,1024369,,845.0,3021.5840254110285
-197.6567953491211,29.239771410942076,1116,119,0.001,956.4,1026369,3381.8588731299997,1025369,8580,,
-198.12139377823794,27.388543927525898,1120,119,0.001,948.06,1029535,3356.1283517400007,1028535,8600,,
-198.704859375,30.188049335479736,,,0.001,,1030000,,1029535,,969.8,3352.5932067061776
-199.01791906738282,29.381848368644714,1124,119,0.001,948.06,1033535,3358.4781384499993,1032535,8636,,
-199.3990398864746,32.24149399375916,,,0.001,,1035000,,1034535,,1000.0,3370.2316568783017
-200.86793884277344,31.071313530921937,1128,119,0.001,948.06,1037535,3362.5231206199996,1036535,8674,,
-201.7039003601074,33.33976891708374,,,0.001,,1040000,,1039535,,1000.0,3106.641619521985
-202.72686361694335,33.76551532268524,1132,119,0.001,952.47,1041535,3373.66260127,1040535,8716,,
-201.85915274047852,31.847467714309694,,,0.001,,1045000,,1044535,,1000.0,3546.051646783366
,,1136,119,,962.0,1045535,3405.1915771999998,,8753,,
-203.23462448120117,28.049753702163695,1140,119,0.001,958.0,1049135,3392.6128235,1048535,8777,,
-203.71558420817058,29.33005887190501,,,0.001,,1050000,,1049135,,1000.0,3714.844068244472
-203.58912423706056,30.285104588508606,1144,119,0.001,952.02,1052537,3375.2900428700004,1051537,8808,,
-203.91008297729493,32.04554457759857,,,0.001,,1055000,,1054537,,924.2,3171.424212644063
-204.4521487121582,28.752701298713685,1148,119,0.001,948.45,1056180,3360.2045461799994,1055537,8845,,
-204.88003076171876,32.114366861343385,,,0.001,,1060000,,1059180,,935.9,3356.94613522524
,,1152,119,,953.48,1060180,3379.139658709999,,8879,,
-204.55055819702147,32.40213401031494,1156,119,0.001,953.48,1064180,3394.02883528,1063180,8904,,
-205.25185864257813,30.306924443244935,,,0.001,,1065000,,1064180,,948.7,3487.7200088545796
-205.69672189331055,31.097309553146363,1160,119,0.001,965.02,1068180,3442.6144958199993,1067180,8944,,
-207.002383392334,30.2940649061203,,,0.001,,1070000,,1069180,,1000.0,3710.233660502825
-206.96606744384766,31.527389386177063,1164,119,0.001,970.57,1072180,3467.2523526699993,1071180,8982,,
-207.52129446411132,30.910414193153382,,,0.001,,1075000,,1074180,,1000.0,3674.035328129679
-207.89138116455078,31.14530851650238,1168,119,0.001,970.57,1076180,3474.2891657099995,1075180,9017,,
-207.99794396972655,31.62485941982269,,,0.001,,1080000,,1079180,,834.1,3075.777071965183
,,1172,119,,977.65,1080180,3502.8898703799996,,9051,,
-208.4747130432129,32.264699389457704,1176,119,0.001,977.65,1084180,3508.1724652,1083180,9076,,
-209.2798071899414,31.8913957157135,,,0.001,,1085000,,1084180,,1000.0,3417.3716963348006
-210.6486510620117,30.585142550468444,1180,119,0.001,977.65,1088180,3509.151006530001,1087180,9111,,
-211.0669223022461,32.68888390254974,,,0.001,,1090000,,1089180,,1000.0,3826.983424012549
-212.0992950744629,30.702676637649535,1184,119,0.001,977.65,1092180,3514.14881496,1091180,9146,,
-212.87082785034178,28.892561231613158,,,0.001,,1095000,,1094180,,930.6,3554.1724504112267
-213.39510571289063,31.39391036128998,1188,119,0.001,977.65,1096180,3522.1620254999993,1095180,9181,,
-213.48995001220703,33.498457041740416,,,0.001,,1100000,,1099180,,950.5,3704.121189370565
,,1192,119,,978.11,1100180,3530.1428230399997,,9216,,
-213.78272381591796,31.959365432739258,1196,119,0.001,978.11,1104180,3538.779602669999,1103180,9241,,
-213.60032260131837,29.103468848228456,,,0.001,,1105000,,1104180,,935.1,3440.205594676093
-214.28784143066406,27.080697218894958,1200,119,0.001,978.11,1108180,3544.8321184199995,1107180,9275,,
-214.49724237060548,30.70977731513977,,,0.001,,1110000,,1109180,,989.1,3741.571774299629
-215.09677313232422,33.64383312129974,1204,119,0.001,978.11,1112180,3550.36123429,1111180,9311,,
-215.35641412353516,31.690998706817627,,,0.001,,1115000,,1114180,,1000.0,3686.0180666430388
-215.65505526733398,32.50281067848206,1208,119,0.001,978.11,1116180,3587.2606326299997,1115180,9347,,
-216.59090866088866,31.37259771156311,,,0.001,,1120000,,1119180,,987.2,3754.543860959727
,,1212,119,,978.11,1120180,3594.7066487499997,,9383,,
-215.88229238891603,30.161563395500185,1216,119,0.001,978.11,1124180,3599.9272861199993,1123180,9408,,
-216.46586215209962,30.401429869651796,,,0.001,,1125000,,1124180,,1000.0,3857.1770197897686
-216.9872454223633,31.068996992111206,1220,119,0.001,986.45,1128180,3642.3456595199996,1127180,9444,,
-216.93766079711915,32.78504127407074,,,0.001,,1130000,,1129180,,1000.0,3735.8530931453365
-217.08053085327148,29.40744126319885,1224,119,0.001,986.45,1132180,3654.7411153199996,1131180,9480,,
-217.95896994018554,30.627196241378783,,,0.001,,1135000,,1134280,,904.3,3498.314393766108
,,1228,119,,977.45,1135280,3630.6684480300005,,9510,,
-218.67011492919923,31.258577042579653,1232,119,0.001,977.45,1139280,3640.9529503500003,1138280,9535,,
-218.59665689086913,32.0286221485138,,,0.001,,1140000,,1139280,,1000.0,3677.5323301551807
-218.7266022644043,30.93719094657898,1236,119,0.001,977.45,1143280,3656.8811018200004,1142280,9571,,
-219.10315899658204,29.026828713417054,,,0.001,,1145000,,1144280,,1000.0,3566.106663047499
-220.0937999267578,28.73345528793335,1240,119,0.001,981.45,1147280,3663.5387485200004,1146280,9606,,
-220.54655072021484,28.775490350723267,,,0.001,,1150000,,1149280,,726.7,2768.22357364567
-220.82523275756836,30.616117506027223,1244,119,0.001,987.43,1151280,3686.88982391,1150280,9640,,
-222.22807731405337,33.92232054158261,1248,119,0.001,984.21,1154601,3680.8229096200002,1153601,9660,,
-221.381006439209,32.53504902648926,,,0.001,,1155000,,1154601,,1000.0,3801.6165384808205
-222.10171713256835,34.35050507545471,1252,119,0.001,984.21,1158601,3693.0497790599998,1157601,9696,,
-222.58101263427736,38.91741133403778,,,0.001,,1160000,,1159601,,1000.0,3707.444897964917
-223.18529330444335,35.61797637176514,1256,119,0.001,984.21,1162601,3695.2057053199997,1161601,9732,,
-224.35524752807618,34.39018110370636,,,0.001,,1165000,,1164601,,1000.0,3892.6201786492484
-224.37659436035156,33.639084593772886,1260,119,0.001,984.21,1166601,3703.23682556,1165601,9768,,
-225.1575765991211,32.528499217033385,,,0.001,,1170000,,1169601,,1000.0,3752.583815458068
,,1264,119,,984.21,1170601,3704.3426759299996,,9804,,
-226.10621295166015,32.36440167808533,1268,119,0.001,984.21,1174601,3708.0451272500004,1173601,9827,,
-226.1582099609375,32.3047165184021,,,0.001,,1175000,,1174601,,891.1,3349.8271635898855
-226.4674820251465,33.4354608669281,1272,119,0.001,984.21,1178601,3712.83015804,1177601,9861,,
-226.87006484985352,32.42593358230591,,,0.001,,1180000,,1179601,,984.1,3693.2982683406212
-227.34782720947265,30.12844956970215,1276,119,0.001,984.21,1182601,3719.0937053000007,1181601,9897,,
-227.2388129272461,34.148091660499574,,,0.001,,1185000,,1184601,,1000.0,3867.216427736392
-227.27993399047853,30.884116950035096,1280,119,0.001,984.21,1186601,3723.3762325500006,1185601,9932,,
-227.76565393066406,32.01691110420227,,,0.001,,1190000,,1189601,,1000.0,3607.818780879129
,,1284,119,,984.21,1190601,3727.75518813,,9967,,
-228.3179652709961,30.63460431098938,1288,119,0.001,984.21,1194601,3727.9057951099994,1193601,9992,,
-228.52321392822265,31.818884874343873,,,0.001,,1195000,,1194601,,1000.0,3938.5872101939517
-228.59503845214843,32.849293356895444,1292,119,0.001,984.21,1198601,3731.22661086,1197601,10027,,
-228.83753045654296,33.32297463798523,,,0.001,,1200000,,1199828,,1000.0,3865.524454751611
-229.28069549560547,29.691375047683717,1296,119,0.001,976.48,1201828,3702.6300490900007,1200828,10059,,
-230.05465203857423,34.58137227153778,,,0.001,,1205000,,1204828,,941.2,3564.4666724148674
,,1300,119,,976.48,1205828,3704.97580509,,10100,,
-230.63860537719728,33.40839031410217,1304,119,0.001,976.48,1209828,3704.0429957600004,1208828,10128,,
-230.33599447631835,34.58867003536224,,,0.001,,1210000,,1209828,,873.9,3280.3923582155257
-231.8526690979004,31.02311307811737,1308,119,0.001,976.48,1213828,3707.279027770001,1212828,10169,,
-231.08838052952544,29.486047907078518,,,0.001,,1215000,,1214016,,953.5,3706.703029737901
-231.94488522338867,30.697443888664246,1312,119,0.001,968.36,1217016,3678.7228930300007,1216016,10204,,
-231.7535335083008,31.52592191696167,,,0.001,,1220000,,1219016,,1000.0,3852.0613993768116
-231.9100075378418,31.99929995536804,1316,119,0.001,968.36,1221016,3682.0304379200006,1220016,10245,,
-231.72309707641602,30.820084697723388,1320,119,0.001,963.1,1224490,3659.96035977,1223490,10269,,
-231.90403155517578,34.6613784570694,,,0.001,,1225000,,1224490,,811.3,2736.4480924909003
-232.12693911743165,34.32183110618591,1324,119,0.001,963.1,1228490,3662.5990657299994,1227490,10312,,
-231.86285314941406,34.439887709617615,,,0.001,,1230000,,1229490,,812.7,3130.8682092763947
-232.01245349121095,35.130454956054685,1328,119,0.001,972.1,1232490,3697.84752302,1231490,10349,,
-232.57181677246095,34.60433353233337,,,0.001,,1235000,,1234490,,902.3,3452.6332196578383
-232.37017263793945,32.056988823890684,1332,119,0.001,972.1,1236490,3704.52726105,1235490,10385,,
-233.42472784423828,32.7820145111084,,,0.001,,1240000,,1239490,,901.7,3499.355665400438
,,1336,119,,972.1,1240490,3711.4697503899993,,10422,,
-233.82374905395508,34.10769816589355,1340,119,0.001,972.1,1244490,3733.8548373500003,1243490,10449,,
-234.04476800537108,30.376218411445617,,,0.001,,1245000,,1244490,,1000.0,3900.5947244962445
-234.8928225402832,31.319749960899355,1344,119,0.001,972.1,1248490,3741.1056644300006,1247490,10486,,
-235.07463577270508,32.88380993366241,,,0.001,,1250000,,1249490,,1000.0,3861.87999497297
-235.52654733276367,31.059832365989685,1348,119,0.001,978.89,1252490,3771.1504703500004,1251490,10519,,
-235.99435705566407,28.914028938293455,,,0.001,,1255000,,1254490,,1000.0,3916.29932347266
-235.6278207092285,30.18364810371399,1352,119,0.001,978.89,1256490,3772.4349151799993,1255490,10555,,
-236.41644982910157,29.063453122138977,,,0.001,,1260000,,1259490,,1000.0,3891.180230712099
,,1356,119,,978.89,1260490,3780.4768267400004,,10591,,
-236.4901259765625,30.376131588935852,1360,119,0.001,978.89,1264490,3783.9833679000003,1263490,10619,,
-236.64306619262695,31.372037991523744,,,0.001,,1265000,,1264490,,1000.0,3982.924583019875
-237.53667147827147,28.681254704475403,1364,118,0.001,978.89,1268490,3792.26563185,1267490,10659,,
-237.96283660888673,30.391982663154604,,,0.001,,1270000,,1269490,,1000.0,3895.2025684366936
-238.23709680175782,29.835849598884582,1368,118,0.001,978.89,1272490,3796.40072482,1271490,10702,,
-238.64762899780274,30.429660022735597,,,0.001,,1275000,,1274490,,1000.0,3984.2632996679285
-239.0697042236328,32.56239101600647,1372,118,0.001,978.89,1276490,3803.13455841,1275490,10745,,
-239.94756212147004,28.346253080105562,1376,118,0.001,971.07,1279708,3777.181613750001,1278708,10766,,
-239.8982495727539,32.261694392204284,,,0.001,,1280000,,1279708,,780.9,2918.186274402053
-239.99712811279298,34.2086671628952,1380,118,0.001,971.07,1283708,3780.712177610001,1282708,10801,,
-239.8839255065918,32.41914451408386,,,0.001,,1285000,,1284708,,868.4,3234.8655717598276
