rollout/ep_len_mean,train/std,train/value_loss,train/learning_rate,time/fps,train/explained_variance,train/policy_loss,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,time/total_timesteps,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
22.81,0.9547737836837769,3.0388877391815186,0.0007,213,-0.0037348270416259766,27.45319175720215,2600,23.92155124,61,2599,13000,-16.458280563354492,,
23.9,0.956108808517456,2.990539073944092,0.0007,213,-0.015098094940185547,22.691959381103516,2700,25.145862370000003,63,2699,13500,-16.482297897338867,,
24.23,0.9543771743774414,0.9865323305130005,0.0007,214,-0.010651588439941406,15.012791633605957,2800,25.667678540000008,65,2799,14000,-16.45432472229004,,
23.94,0.956488311290741,1.6103209257125854,0.0007,215,-4.291534423828125e-06,17.35963249206543,2900,24.66101285,67,2899,14500,-16.483356475830078,,
,0.9542457461357117,3626.333740234375,0.0007,,-0.0003451108932495117,-776.8126831054688,,,,2999,15000,-16.451536178588867,23.55,25.240402195835486
23.35,,,,213,,,3000,23.715722490000005,70,,15000,,,
22.65,0.9569391012191772,0.9263321161270142,0.0007,213,0.0151902437210083,16.629056930541992,3100,22.847100299999997,72,3099,15500,-16.48090934753418,,
22.05,0.9552562236785889,0.9092289209365845,0.0007,214,-0.0002683401107788086,13.015182495117188,3200,21.930415700000005,74,3199,16000,-16.46573257446289,,
22.05,0.9574717283248901,0.7420387864112854,0.0007,214,0.00011736154556274414,12.8716459274292,3300,22.27379265,76,3299,16500,-16.489356994628906,,
22.25,0.9556097984313965,0.32676252722740173,0.0007,215,-0.0003198385238647461,9.424844741821289,3400,22.654877860000003,78,3399,17000,-16.46394157409668,,
22.78,0.9549673795700073,1.5455716848373413,0.0007,216,-0.008257627487182617,20.28729248046875,3500,23.631268130000002,80,3499,17500,-16.457202911376953,,
22.96,0.9524001479148865,1.9940861463546753,0.0007,217,0.0012633800506591797,18.67930030822754,3600,23.741532790000004,82,3599,18000,-16.43265151977539,,
23.45,0.9545835256576538,0.7251644730567932,0.0007,218,0.00017952919006347656,14.141679763793945,3700,24.56893359,84,3699,18500,-16.454227447509766,,
23.0,0.95391845703125,0.0075121084228158,0.0007,220,0.020194649696350098,0.5458515286445618,3800,23.582717680000002,86,3799,19000,-16.453535079956055,,
22.57,0.9531311988830566,1.2513006925582886,0.0007,221,-0.0015240907669067383,15.827977180480957,3900,22.99390133,88,3899,19500,-16.43938446044922,,
,0.953741729259491,0.007294762413948774,0.0007,,-0.004354715347290039,1.1769665479660034,,,,3999,20000,-16.445960998535156,23.65,25.737535776989535
22.17,,,,220,,,4000,22.66731957,90,,20000,,,
22.0,0.9548869132995605,0.32690951228141785,0.0007,221,0.01430356502532959,-9.069183349609375,4100,22.474144200000005,92,4099,20500,-16.461166381835938,,
22.11,0.9592887163162231,0.11917072534561157,0.0007,222,-0.005745291709899902,5.448501110076904,4200,22.553017370000003,94,4199,21000,-16.513700485229492,,
22.18,0.9589447975158691,0.6145076155662537,0.0007,223,-0.000960230827331543,11.8878755569458,4300,22.918491409999998,96,4299,21500,-16.511777877807617,,
22.32,0.9576820135116577,7752.06640625,0.0007,224,-0.00017786026000976562,-1308.1146240234375,4400,23.543635660000003,97,4399,22000,-16.498489379882812,,
22.91,0.9582827091217041,0.04997314140200615,0.0007,225,-0.031329989433288574,-3.137660503387451,4500,23.74334253,99,4499,22500,-16.50116729736328,,
22.92,0.9563729166984558,9787.2265625,0.0007,225,-0.0022307634353637695,-1555.33984375,4600,23.795944539999997,101,4599,23000,-16.47953224182129,,
22.18,0.9546984434127808,0.05225793644785881,0.0007,226,-0.41845738887786865,-3.7333106994628906,4700,23.309470689999998,103,4699,23500,-16.4622802734375,,
22.56,0.9547416567802429,0.3159092366695404,0.0007,226,0.01210176944732666,7.317417144775391,4800,23.43113735,105,4799,24000,-16.462736129760742,,
22.93,0.9531909823417664,0.4578590393066406,0.0007,227,0.012820839881896973,10.361588478088379,4900,24.10076126,107,4899,24500,-16.4376277923584,,
,0.9546222686767578,0.19533009827136993,0.0007,,0.06114166975021362,5.677376747131348,,,,4999,25000,-16.46180534362793,23.7,26.369846367137505
22.37,,,,225,,,5000,23.641287869999996,110,,25000,,,
22.38,0.9499588012695312,0.4466768801212311,0.0007,226,0.04985368251800537,10.841475486755371,5100,23.60396866,112,5099,25500,-16.398582458496094,,
22.06,0.9493446350097656,0.012250728905200958,0.0007,226,-0.034754395484924316,-1.4840621948242188,5200,23.244024039999996,114,5199,26000,-16.392118453979492,,
22.22,0.9491925239562988,0.9621335864067078,0.0007,226,0.0344240665435791,14.477553367614746,5300,23.26051511,116,5299,26500,-16.38766860961914,,
22.56,0.9463076591491699,0.5023288726806641,0.0007,227,-0.0012493133544921875,11.19849681854248,5400,23.87128498,118,5399,27000,-16.349599838256836,,
23.31,0.9445285797119141,0.07626892626285553,0.0007,226,0.05964916944503784,1.0426005125045776,5500,24.563529130000003,121,5499,27500,-16.331266403198242,,
23.86,0.9403015375137329,0.20293965935707092,0.0007,227,-0.10644972324371338,-6.8611650466918945,5600,25.04637957,123,5599,28000,-16.274255752563477,,
24.26,0.9362930655479431,0.021441757678985596,0.0007,227,-37.375579833984375,1.2038319110870361,5700,25.7808864,125,5699,28500,-16.222496032714844,,
24.96,0.9331183433532715,6677.3056640625,0.0007,227,0.0003661513328552246,-1024.7122802734375,5800,26.44617013,127,5799,29000,-16.18118667602539,,
25.05,0.9318933486938477,6481.98291015625,0.0007,227,0.020031511783599854,-1030.174072265625,5900,26.096418670000002,129,5899,29500,-16.16499137878418,,
,0.9321338534355164,1.0549356937408447,0.0007,,-10.389921188354492,-13.220132827758789,,,,5999,30000,-16.166486740112305,24.0,26.691925057720802
24.08,,,,225,,,6000,25.6488427,133,,30000,,,
24.04,0.9349111318588257,0.9670748710632324,0.0007,225,-2.2579903602600098,-14.7646484375,6100,25.503785820000004,135,6099,30500,-16.19788932800293,,
22.92,0.9373623132705688,0.3944926857948303,0.0007,225,-0.13733065128326416,8.625328063964844,6200,24.212564529999998,137,6199,31000,-16.233579635620117,,
22.47,0.9374737739562988,1.1522496938705444,0.0007,225,-107.56693267822266,-17.22479820251465,6300,23.58090343,139,6299,31500,-16.23367691040039,,
22.75,0.9375996589660645,0.7871278524398804,0.0007,225,-0.09582126140594482,13.183052062988281,6400,23.82175365,141,6399,32000,-16.235044479370117,,
22.4,0.9395655393600464,0.006189113017171621,0.0007,225,-4.195322513580322,-0.873262882232666,6500,23.37043603,144,6499,32500,-16.259855270385742,,
22.42,0.9401270747184753,3945.194091796875,0.0007,225,0.022342681884765625,-628.762451171875,6600,23.33204087,146,6599,33000,-16.26804542541504,,
23.55,0.9402095079421997,0.7050853967666626,0.0007,225,0.0877685546875,-13.580856323242188,6700,24.628838780000002,148,6699,33500,-16.272342681884766,,
23.62,0.9401699304580688,0.38457027077674866,0.0007,225,-0.1405125856399536,-9.235804557800293,6800,24.94802643,150,6799,34000,-16.268028259277344,,
23.85,0.9420886039733887,0.04194964841008186,0.0007,225,-0.008298039436340332,-3.3328709602355957,6900,24.898165790000004,152,6899,34500,-16.293100357055664,,
,0.9457372426986694,0.1964350938796997,0.0007,,-7.606086730957031,0.6619903445243835,,,,6999,35000,-16.334630966186523,24.1,26.563502216991036
24.31,,,,224,,,7000,25.28841783,156,,35000,,,
24.55,0.9460177421569824,7422.4296875,0.0007,224,0.024123549461364746,-1266.6649169921875,7100,25.399056420000008,158,7099,35500,-16.34351921081543,,
23.83,0.9432181715965271,0.555659294128418,0.0007,224,0.20559382438659668,12.008551597595215,7200,24.788800749999996,160,7199,36000,-16.302230834960938,,
23.13,0.940534234046936,0.02552899532020092,0.0007,224,0.760063961148262,-0.44585999846458435,7300,24.624146729999996,162,7299,36500,-16.279478073120117,,
