rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
-4.3064165,4,18,644,4.5,0,,,,,,,,
-5.22895675,8,41,671,5.125,0,,,,,,,,
-5.711502416666668,12,64,679,5.333333333333333,0,,,,,,,,
-6.4177186875,16,93,676,5.8125,0,,,,,,,,
-6.440758299999999,20,116,130,5.8,0,12.624252319335938,-11.464592933654785,0.9957735538482666,-0.08255001902580261,0.0003,15,,
-6.476927583333333,24,136,121,5.666666666666667,1,13.585598945617676,-11.861028671264648,0.9896936416625977,-0.20686285197734833,0.0003,35,,
-6.394198464285714,28,153,111,5.464285714285714,1,15.98116397857666,-12.167938232421875,0.9845547676086426,-0.310281366109848,0.0003,52,,
-6.30363484375,32,180,104,5.625,1,13.953874588012695,-12.669964790344238,0.9764727354049683,-0.47543108463287354,0.0003,79,,
-6.296662527777778,36,205,99,5.694444444444445,2,15.818422317504883,-12.3993558883667,0.9690771102905273,-0.62846839427948,0.0003,104,,
-6.42969105,40,227,97,5.675,2,11.192712783813477,-12.978229522705078,0.9626322388648987,-0.7615225911140442,0.0003,126,,
-6.274614272727272,44,249,96,5.659090909090909,2,10.218567848205566,-13.399136543273926,0.9562392234802246,-0.894326388835907,0.0003,148,,
-6.162559437500001,48,273,95,5.6875,2,5.705197334289551,-13.78366470336914,0.9493250250816345,-1.0426859855651855,0.0003,172,,
-6.397362673076923,52,302,94,5.8076923076923075,3,3.142155170440674,-14.704023361206055,0.9410496354103088,-1.2172799110412598,0.0003,201,,
-6.2825645535714285,56,325,94,5.803571428571429,3,2.9192981719970703,-15.627191543579102,0.934545636177063,-1.353134274482727,0.0003,224,,
-6.1862264666666675,60,352,94,5.866666666666666,3,2.076855182647705,-15.674826622009277,0.9269773960113525,-1.5104447603225708,0.0003,251,,
-6.2508619375,64,385,94,6.015625,4,2.3646888732910156,-15.800712585449219,0.9178272485733032,-1.7112672328948975,0.0003,284,,
-6.135216779411765,68,404,94,5.9411764705882355,4,3.634359359741211,-15.908166885375977,0.9126040935516357,-1.8190248012542725,0.0003,303,,
-6.059074805555555,72,424,94,5.888888888888889,4,3.133718967437744,-16.3699951171875,0.9071381688117981,-1.9504997730255127,0.0003,323,,
-6.225199789473685,76,455,94,5.9868421052631575,4,2.6193692684173584,-15.853826522827148,0.8987306952476501,-2.121354103088379,0.0003,354,,
-6.1978104,80,474,93,5.925,5,2.0341196060180664,-15.733810424804688,0.8936235308647156,-2.2400407791137695,0.0003,373,,
-6.297008452380952,84,501,93,5.964285714285714,5,3.1791062355041504,-16.818553924560547,0.8864116668701172,-2.4134600162506104,0.0003,400,,
-6.343672693181818,88,529,93,6.011363636363637,5,2.6459450721740723,-16.859865188598633,0.8789991140365601,-2.5734503269195557,0.0003,428,,
-6.290390250000001,92,554,93,6.021739130434782,5,2.5607709884643555,-15.876970291137695,0.8724274635314941,-2.7151665687561035,0.0003,453,,
-6.30614546875,96,579,94,6.03125,6,2.426332712173462,-17.38571548461914,0.8659135699272156,-2.8756754398345947,0.0003,478,,
-6.330501019999999,100,607,93,6.07,6,1.5641303062438965,-16.829307556152344,0.8586763143539429,-3.038806915283203,0.0003,506,,
-6.416346289999999,104,634,93,6.16,6,2.080112934112549,-18.34556007385254,0.8517529964447021,-3.194382667541504,0.0003,533,,
-6.360090969999998,108,655,93,6.14,6,1.6622357368469238,-17.395294189453125,0.8464164137840271,-3.315260410308838,0.0003,554,,
-6.324366369999998,112,682,93,6.18,7,3.054037094116211,-18.752784729003906,0.8396042585372925,-3.479295492172241,0.0003,581,,
-6.1740764100000005,116,704,93,6.11,7,2.0094871520996094,-16.586307525634766,0.8340964913368225,-3.587228536605835,0.0003,603,,
-6.142375960000001,120,732,92,6.16,7,2.494947910308838,-16.843746185302734,0.827149510383606,-3.7551000118255615,0.0003,631,,
-6.08066212,124,756,93,6.2,8,1.8511512279510498,-17.822463989257812,0.8212407231330872,-3.899961471557617,0.0003,655,,
-6.085970279999999,128,776,92,6.23,8,1.7450203895568848,-18.374675750732422,0.8163467645645142,-4.034607410430908,0.0003,675,,
-6.053274920000002,132,802,92,6.22,8,2.3408756256103516,-17.231067657470703,0.8100249171257019,-4.1951069831848145,0.0003,701,,
-6.073008549999998,136,834,92,6.29,9,3.4017739295959473,-17.63988494873047,0.802318274974823,-4.370423316955566,0.0003,733,,
-6.0311176999999985,140,864,92,6.37,9,2.835672378540039,-17.454355239868164,0.7951691150665283,-4.516663551330566,0.0003,763,,
-5.996298910000002,144,883,91,6.34,9,2.4480175971984863,-18.197708129882812,0.7906753420829773,-4.65166711807251,0.0003,782,,
-6.074299560000001,148,917,90,6.44,10,2.232297420501709,-16.667173385620117,0.7827048301696777,-4.822898864746094,0.0003,816,,
-5.85890404,152,944,90,6.42,10,2.5514602661132812,-16.99818229675293,0.7764444947242737,-4.969444274902344,0.0003,843,,
-5.796996159999999,156,969,90,6.44,10,3.5092475414276123,-17.638446807861328,0.7707036733627319,-5.132293701171875,0.0003,868,,
-5.853622369999998,160,993,90,6.41,11,3.0813326835632324,-18.21465301513672,0.7652444243431091,-5.222541809082031,0.0003,892,,
-5.73855169,164,1014,90,6.29,11,2.251284599304199,-17.64067840576172,0.760502278804779,-5.360034942626953,0.0003,913,,
-5.78374376,168,1048,89,6.44,11,3.212005138397217,-18.278797149658203,0.7528959512710571,-5.541808128356934,0.0003,947,,
-5.74424236,172,1069,89,6.45,11,3.7412381172180176,-17.991050720214844,0.7482346892356873,-5.674742698669434,0.0003,968,,
-5.533529399999999,176,1091,89,6.36,12,3.2981371879577637,-16.734376907348633,0.7433927655220032,-5.741945266723633,0.0003,990,,
-5.540867629999999,180,1117,89,6.43,12,4.771933555603027,-17.089359283447266,0.7377055883407593,-5.907386779785156,0.0003,1016,,
-5.370709689999999,184,1140,89,6.39,12,3.6914234161376953,-16.571334838867188,0.7326921224594116,-6.0789666175842285,0.0003,1039,,
-5.29752198,188,1161,88,6.32,13,3.203054428100586,-17.611278533935547,0.7281481027603149,-6.160285949707031,0.0003,1060,,
-5.307418400000001,192,1191,88,6.37,13,4.290709495544434,-18.181537628173828,0.7217110991477966,-6.317512035369873,0.0003,1090,,
-5.28059008,196,1217,88,6.38,13,4.305689811706543,-17.401996612548828,0.7161695957183838,-6.51515007019043,0.0003,1116,,
-5.1804843,200,1239,88,6.32,14,5.601675033569336,-16.963653564453125,0.7115108966827393,-6.644688606262207,0.0003,1138,,
-5.12387605,204,1257,87,6.23,14,3.5737380981445312,-16.902393341064453,0.7077269554138184,-6.721019744873047,0.0003,1156,,
