rollout/ep_len_mean,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
763.0,4,14,0.1334431274360977,0.001,2000,-1279.5680025000001,-5.390512676231563,209,3052,,
,,,0.11286361568793654,0.001,4000,,-3.0104852585196493,,5000,1000.0,-2656.808700621128
881.5,8,53,0.1539046062193811,0.001,6000,-1912.2990017500001,-5.4426833720207215,132,7052,,
686.75,12,66,0.21277473183969656,0.001,8175,-1376.2744070833335,-5.278275569279988,123,8241,,
519.5625,16,67,0.45549820306209415,0.001,8248,-1040.960477875,-5.1299447279710035,123,8313,,
,,,0.8551103171706199,0.001,9698,,-2.987718606889248,,10000,1000.0,111.18117017972399
537.5,20,90,,,,-999.0278475499999,,118,10750,,
574.5833333333334,24,110,0.7834557147920131,0.001,12738,-782.0567638333333,-5.883437386512757,124,13790,,
,,,0.8517465771138668,0.001,14738,,-6.558280783176422,,15000,805.4,354.26128043867647
635.3571428571429,28,147,1.3862235936522485,0.001,16738,-614.6190685714286,-8.520834688186646,120,17790,,
,,,1.483397026002407,0.001,19738,,-11.98215433883667,,20000,1000.0,17.386443849343777
680.9375,32,186,1.2807534953951836,0.001,20738,-496.871847875,-11.906125846862793,116,21790,,
,,,1.091874640673399,0.001,24738,,-14.151553375244141,,25000,806.6,66.05981863276102
716.3888888888889,36,223,,,,-392.76749822222223,,115,25790,,
722.775,40,244,1.2048747507929802,0.001,27859,-310.64490235000005,-14.733705320358276,118,28911,,
,,,1.1272701533436775,0.001,29859,,-14.665103563308715,,30000,1000.0,763.3184701128397
747.9772727272727,44,283,1.170241173297167,0.001,31859,-224.03571706818184,-15.320027616500855,116,32911,,
,,,0.9096303863227367,0.001,34859,,-15.129340259552002,,35000,1000.0,632.8670246446039
768.9791666666666,48,323,0.9649366020858288,0.001,35859,-147.1532924375,-15.317089025497436,114,36911,,
,,,0.8911617968380451,0.001,39859,,-15.56348793411255,,40000,1000.0,643.1423734362237
786.75,52,362,,,,-108.06053871153846,,112,40911,,
801.9821428571429,56,389,0.8556446352899074,0.001,43859,-56.87757794642859,-15.942482158660889,115,44911,,
,,,0.806972917586565,0.001,44859,,-16.10765700149536,,45000,1000.0,570.9017949538305
815.1833333333333,60,428,0.7788897130787372,0.001,47859,-6.164541516666685,-16.736088708877563,114,48911,,
,,,0.7575012334287167,0.001,49859,,-17.40764657020569,,50000,1000.0,769.0275939067826
826.734375,64,467,0.7009151620566845,0.001,51859,38.02711357812498,-18.208017572402955,113,52911,,
,,,0.6129611530005932,0.001,54859,,-19.59605743408203,,55000,1000.0,794.9988955527194
836.9264705882352,68,506,0.587671171426773,0.001,55859,83.26798554411762,-20.126932826995848,112,56911,,
,,,0.554243396550417,0.001,59859,,-22.34786583328247,,60000,1000.0,722.9423875218257
845.9861111111111,72,546,,,,122.86016397222222,,111,60911,,
854.0921052631579,76,573,0.5466381708830595,0.001,63859,161.35416876315787,-25.0816393699646,113,64911,,
,,,0.5886965927779675,0.001,64859,,-25.66449617385864,,65000,1000.0,822.4008824261749
861.3875,80,612,0.6177059019505977,0.001,67859,195.370427925,-27.274957061767577,112,68911,,
,,,0.6381555060744286,0.001,69859,,-28.246748119354248,,70000,1000.0,533.4355645186035
867.9880952380952,84,651,0.627483532577753,0.001,71859,217.54161370238094,-28.772559894561766,111,72911,,
,,,0.6247910496294499,0.001,74859,,-29.17990291595459,,75000,1000.0,652.6025893190978
873.9886363636364,88,690,0.6334375475049019,0.001,75859,240.65651679545454,-29.303358730316162,111,76911,,
,,,0.5549390114545822,0.001,79859,,-31.099092372894287,,80000,1000.0,837.237547952123
879.4673913043479,92,730,,,,265.55171901086953,,110,80911,,
884.4895833333334,96,756,0.4892256984263659,0.001,83859,289.75358218749994,-32.98627361679077,112,84911,,
,,,0.5257089574486017,0.001,84859,,-33.43135038375854,,85000,1000.0,852.361815961264
889.11,100,796,0.4890599536597729,0.001,87859,312.06066497999996,-34.73850205993652,111,88911,,
,,,0.4915094697624445,0.001,89859,,-35.58306008911133,,90000,1000.0,839.6325037964968
898.59,104,835,0.47704245096445086,0.001,91859,394.86200863,-36.71622486114502,111,92911,,
,,,0.46266817566752433,0.001,94859,,-38.42116004180908,,95000,1000.0,691.0224782580626
898.59,108,876,0.46802022121846676,0.001,95859,526.96966975,-38.869749687194826,110,96911,,
,,,0.46673459450900556,0.001,99859,,-40.59109292602539,,100000,1000.0,708.7335082939906
926.7,112,915,,,,572.39121669,,110,100911,,
965.98,116,943,0.4874058004319668,0.001,103859,605.5967118599999,-42.13648915100098,111,104911,,
,,,0.493631370306015,0.001,104859,,-42.520395950317386,,105000,1000.0,813.7157090346154
981.61,120,982,0.5240161017328501,0.001,107859,671.28947116,-43.77036071014404,110,108911,,
,,,0.5583684153705836,0.001,109859,,-44.66429016113281,,110000,1000.0,675.8292662313208
991.21,124,1022,0.518959075987339,0.001,111859,689.1901911000002,-45.5480521697998,110,112911,,
,,,0.6092547013610602,0.001,114859,,-46.57861296844482,,115000,1000.0,669.2314438807895
991.21,128,1060,0.6025599763989449,0.001,115859,703.34771112,-46.81113088989258,110,116911,,
,,,0.6340175889581442,0.001,119859,,-48.07499407196045,,120000,1000.0,916.4022947143822
991.21,132,1101,,,,719.7212127800001,,109,120911,,
991.21,136,1127,0.6400541361272335,0.001,123859,741.63611022,-48.88122992706299,110,124911,,
,,,0.7074817191660404,0.001,124859,,-49.204243125915525,,125000,1000.0,1054.2482018867042
1000.0,140,1166,0.867917548596859,0.001,127859,761.36667627,-49.59968273162842,110,128911,,
,,,0.7680590408444404,0.001,129859,,-49.71211138153076,,130000,1000.0,1098.431467368314
1000.0,144,1205,0.7263529258072376,0.001,131859,774.8866655399999,-50.04962307739258,110,132911,,
,,,0.771021617680788,0.001,134859,,-50.85338063049316,,135000,1000.0,541.9751814287447
1000.0,148,1244,0.7806017764508725,0.001,135859,784.9122635099999,-50.97134255218506,109,136911,,
,,,0.7974556285142899,0.001,139859,,-52.16123857116699,,140000,1000.0,834.9630249918439
1000.0,152,1284,,,,808.52144215,,109,140911,,
1000.0,156,1310,0.8285023666322231,0.001,143859,817.97993479,-53.22479391479492,110,144911,,
,,,0.8649090078473091,0.001,144859,,-53.55275015258789,,145000,1000.0,1072.241546649668
1000.0,160,1350,0.8615242976248264,0.001,147859,838.2156398300001,-54.2984481048584,110,148911,,
,,,0.9133708646297455,0.001,149859,,-55.02770650482178,,150000,1000.0,1257.3574745258315
1000.0,164,1387,0.9880066971480846,0.001,151859,847.6179944800001,-55.47820381164551,110,152911,,
,,,1.0851696645915507,0.001,154859,,-56.54446736907959,,155000,1000.0,392.66724904445
1000.0,168,1427,1.1374523237347602,0.001,155859,845.5192645899998,-56.596853981018064,109,156911,,
,,,1.2253830637037755,0.001,159859,,-57.8806826171875,,160000,976.4,1239.4239783452824
1000.0,172,1466,,,,859.9767833,,109,160911,,
1000.0,176,1494,1.228157719373703,0.001,163859,885.6233585,-59.355565116882325,110,164911,,
,,,1.2924855303168297,0.001,164859,,-59.83540168762207,,165000,1000.0,687.327661780997
1000.0,180,1533,1.3992021907567977,0.001,167859,892.96690962,-60.50783323669434,110,168911,,
,,,1.4241950406432151,0.001,169859,,-61.400892265319825,,170000,793.2,299.2764007156482
1000.0,184,1571,1.5266086198091506,0.001,171859,920.5652799299999,-62.14927333831787,110,172911,,
,,,1.5826393912434578,0.001,174859,,-63.37707286834717,,175000,800.4,680.8981098811025
997.41,188,1607,1.6625548470036382,0.001,175600,929.05041683,-64.03167084028136,109,176652,,
990.1,192,1628,1.7120122810607015,0.001,178869,951.2333517400002,-65.79163705980456,110,179921,,
,,,1.894365032315254,0.001,179869,,-66.24589804840087,,180000,1000.0,1553.3682118567347
989.41,196,1668,2.1704137430283232,0.001,182800,984.9115919799999,-67.62917285313422,110,183852,,
,,,2.2049190151095392,0.001,184800,,-68.44077194213867,,185000,484.8,912.2593554370105
989.41,200,1699,2.21605039948225,0.001,186800,1008.3235462,-69.30052729797363,110,187852,,
,,,2.6438600778161923,0.001,189656,,-70.99633851452408,,190000,865.9,1420.2277746872219
981.32,204,1735,2.6278938826322555,0.001,190656,1009.3181823699998,-70.8246728439331,110,191043,,
967.05,208,1749,2.537199185192585,0.001,192564,1025.90272823,-71.87078178405761,110,193616,,
,,,3.1904493407607077,0.001,194564,,-72.87406384277344,,195000,785.9,1477.55033312249
960.25,212,1779,3.7576696071773767,0.001,195884,1056.00119961,-73.43141875267028,110,196936,,
939.0,216,1792,2.6065505708721903,0.001,197759,1057.43227378,-75.34977876967278,110,198811,,
,,,3.44209557786256,0.001,199577,,-76.33952971367498,,200000,958.0,1862.1009167378768
927.51,220,1823,2.7790117769530327,0.001,200610,1079.43487746,-77.74911005356732,110,201662,,
,,,4.207522580265999,0.001,204610,,-78.71572648620605,,205000,862.8,1600.9975542806555
927.51,224,1858,,,,1124.6101543599998,,110,205662,,
927.51,228,1884,3.9421874032020567,0.001,208610,1176.50495125,-81.1854747619629,111,209662,,
,,,3.896666315793991,0.001,209610,,-81.72350019836426,,210000,700.5,1225.6557253320702
920.02,232,1914,4.30782973386377,0.001,211861,1212.66058248,-82.71932250976562,111,212913,,
,,,4.163550983905792,0.001,214861,,-84.24875830078125,,215000,930.2,2048.665194521658
920.02,236,1951,4.059912875056267,0.001,215861,1258.18494395,-84.70080171203614,111,216913,,
,,,4.609981234431267,0.001,219861,,-87.25615605163574,,220000,1000.0,1589.57040925615
920.02,240,1989,,,,1308.48038724,,111,220913,,
920.02,244,2013,4.419629244446755,0.001,223861,1354.1852762199997,-89.56353230285644,111,224913,,
,,,4.701719092369079,0.001,224861,,-90.51557286071777,,225000,1000.0,2122.3948472514226
920.02,248,2050,4.380360248446465,0.001,227861,1403.8850397299998,-92.51718569946289,111,228913,,
,,,4.409533065795898,0.001,229861,,-93.91142704772949,,230000,963.9,2173.6349763525186
920.02,252,2086,4.5584151949882505,0.001,231861,1455.10625542,-95.34166598510743,111,232913,,
,,,5.056629145622254,0.001,234861,,-97.13885757446289,,235000,1000.0,2341.795208674972
920.02,256,2123,4.649350703239441,0.001,235861,1513.7230099699998,-97.72179972839355,111,236913,,
,,,5.068074182557911,0.001,239182,,-99.84145246233258,,240000,1000.0,2355.6728164289148
913.23,260,2154,,,,1543.9685703499993,,111,240234,,
899.47,264,2171,5.9388352160983615,0.001,241806,1564.3804572799997,-101.44147501627604,111,242858,,
,,,5.3124641430869275,0.001,244267,,-102.4355009327764,,245000,888.8,2064.833442594079
894.08,268,2204,5.376455169677734,0.001,245267,1616.9481186999997,-102.8436473236084,111,246319,,
,,,5.801872936964035,0.001,249267,,-104.6641383972168,,250000,824.4,1911.185814114171
894.08,272,2242,,,,1666.33311819,,111,250319,,
894.08,276,2270,6.077788108110428,0.001,253267,1701.5537840700003,-107.03054727172852,112,254319,,
,,,6.792874512434006,0.001,254267,,-108.11145364379882,,255000,986.9,2459.5750999698416
885.86,280,2310,5.801591654300689,0.001,257267,1739.5611150299997,-110.1790763244629,111,257497,,
,,,5.585999151287657,0.001,259443,,-111.55854110347414,,260000,1000.0,2494.4662386849523
875.84,284,2339,,,,1757.1159866000003,,111,260495,,
869.76,288,2367,6.354405298948288,0.001,263443,1796.7589280600002,-113.69439694213867,111,263628,,
,,,6.63735840010643,0.001,264576,,-114.70184916687012,,265000,823.2,1821.545206176513
877.07,292,2402,6.646430833101273,0.001,266576,1842.69339244,-115.74601268005371,111,267628,,
,,,6.187110917806625,0.001,269576,,-117.86645574951172,,270000,913.4,2128.773226087587
877.76,296,2444,6.002530210494995,0.001,270576,1875.0150892299996,-118.47791709899903,111,271628,,
,,,6.753942945957184,0.001,274576,,-120.99997329711914,,275000,1000.0,2549.0295786442002
877.76,300,2487,,,,1915.82283837,,110,275628,,
885.27,304,2515,6.7172589585781095,0.001,278518,1983.2156716,-122.95027586364746,111,279570,,
,,,7.625629727363586,0.001,279518,,-123.58847737121582,,280000,821.8,1962.4704673987349
899.54,308,2555,6.678357444524765,0.001,282518,2039.97478212,-125.50261851501465,110,283570,,
,,,9.371856637682233,0.001,284693,,-127.31157587862563,,285000,748.2,1107.9738736400614
893.66,312,2587,6.662410708427429,0.001,285693,2035.2623680899999,-127.82380039978027,110,286302,,
,,,7.215770680427552,0.001,289250,,-129.90327976989747,,290000,837.3,2141.6301351454576
914.91,316,2624,,,,2108.39363992,,110,290302,,
926.4,320,2652,7.567547226905822,0.001,293250,2154.50806213,-132.5627278137207,110,294302,,
,,,6.957645210981369,0.001,294250,,-132.96057229614257,,295000,1000.0,2520.874500820134
923.66,324,2690,7.864143897533417,0.001,296976,2161.01089377,-134.21983488464355,110,298028,,
,,,8.568576688289642,0.001,298976,,-134.45836944580077,,300000,1000.0,2259.893671100354
923.66,328,2732,10.287260692358016,0.001,300976,2172.67122632,-135.44841912841798,110,302028,,
,,,10.234855590820313,0.001,303976,,-137.00577133178712,,305000,994.0,2628.003568960447
931.15,332,2773,8.606465294599532,0.001,304976,2212.2419579700004,-137.23086485290528,110,306028,,
918.76,336,2793,9.34875015778975,0.001,307737,2196.8088658099996,-140.11411257143374,110,308789,,
,,,9.662553905963899,0.001,309737,,-139.55700294494628,,310000,921.2,1521.7478803452773
913.25,340,2833,10.024108007192611,0.001,311737,2206.16293429,-140.61572108459472,110,312238,,
,,,11.581793689250945,0.001,314402,,-141.86571713256836,,315000,1000.0,2725.194562959811
905.41,344,2866,,,,2204.2706519800004,,110,315454,,
