time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,0,21,5.25,37.51027425,3865,,,,,,
8,0,41,5.125,36.437032375,4087,,,,,,
12,0,65,5.416666666666667,39.11660583333333,4276,,,,,,
16,0,89,5.5625,40.435936625000004,4384,,,,,,
20,0,106,5.3,37.99248080000001,1402,-2.099113941192627,0.001,112.92544937133789,4,,
24,0,121,5.041666666666667,35.53276316666666,679,-5.88666296005249,0.001,54.79258346557617,20,,
28,0,135,4.821428571428571,33.46670146428571,505,-7.350970268249512,0.001,32.50182215372721,34,,
32,0,149,4.65625,31.917879093750003,428,-8.233221054077148,0.001,21.43840217590332,47,,
36,0,161,4.472222222222222,30.24847816666666,372,-7.803692579269409,0.001,20.624865849812824,60,,
40,0,175,4.375,29.326474675000004,340,-8.525373458862305,0.001,19.390530904134113,73,,
44,0,190,4.318181818181818,28.76096079545455,309,-8.595449447631836,0.001,15.131197690963745,88,,
48,0,203,4.229166666666667,27.94549727083334,292,-7.3427934646606445,0.001,14.593784968058268,101,,
52,0,217,4.173076923076923,27.41632507692308,276,-7.193930149078369,0.001,15.347017526626587,115,,
56,0,231,4.125,26.964531089285714,262,-7.272494554519653,0.001,13.340420484542847,130,,
60,0,247,4.116666666666666,26.852560466666667,253,-7.785232305526733,0.001,14.23163628578186,145,,
64,1,261,4.078125,26.49169853125,243,-7.474579572677612,0.001,12.00340207417806,160,,
68,1,275,4.044117647058823,26.171757088235296,236,-7.995312929153442,0.001,11.34152626991272,174,,
72,1,290,4.027777777777778,26.002594069444445,232,-8.107631206512451,0.001,12.943635940551758,188,,
76,1,303,3.986842105263158,25.6324997631579,226,-8.694170951843262,0.001,9.193974494934082,202,,
80,1,317,3.9625,25.404864625,221,-7.644597053527832,0.001,12.777676582336426,216,,
84,1,331,3.9404761904761907,25.199503369047616,217,-8.145066499710083,0.001,9.261564493179321,230,,
88,1,346,3.9318181818181817,25.10530046590909,214,-8.535135746002197,0.001,8.094578266143799,244,,
92,1,358,3.891304347826087,24.748793021739125,211,-6.820413589477539,0.001,12.877225240071615,257,,
96,1,372,3.875,24.595728104166668,209,-8.267442226409912,0.001,9.990519205729166,270,,
100,1,385,3.85,24.371342900000005,207,-7.4231367111206055,0.001,11.104487101236979,283,,
104,1,399,3.78,23.715498360000005,204,-8.761491775512695,0.001,9.773567914962769,298,,
108,2,412,3.71,23.05946646,202,-8.416303634643555,0.001,9.80774180094401,311,,
