rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
5.5,4,26,6384,0,6.5,,,,,,
4.75,8,46,6258,0,5.75,,,,,,
5.0,12,72,6364,0,6.0,,,,,,
5.1875,16,99,6400,0,6.1875,,,,,,
4.6,20,112,1521,0,5.6,-0.6183479428291321,10,0.26480626066525775,0.001,,
4.166666666666667,24,124,883,0,5.166666666666667,-0.8973211348056793,22,0.18785299360752106,0.001,,
3.857142857142857,28,136,661,0,4.857142857142857,-0.961410790681839,34,0.12168158839146297,0.001,,
3.625,32,148,538,0,4.625,-0.8419558107852936,46,0.13748125731945038,0.001,,
3.4444444444444446,36,160,458,0,4.444444444444445,-0.8137242794036865,58,0.12930225332578024,0.001,,
3.3,40,172,411,0,4.3,-0.8052183389663696,70,0.1058905820051829,0.001,,
3.1818181818181817,44,184,380,0,4.181818181818182,-0.914572536945343,82,0.1325640231370926,0.001,,
3.0833333333333335,48,196,350,0,4.083333333333333,-0.861114114522934,94,0.08206644902626674,0.001,,
3.0,52,208,327,0,4.0,-0.9537898600101471,106,0.06146486848592758,0.001,,
2.9285714285714284,56,220,311,0,3.9285714285714284,-0.9095267653465271,118,0.05985738833745321,0.001,,
2.8666666666666667,60,232,299,0,3.8666666666666667,-0.8598129451274872,130,0.09728404382864635,0.001,,
2.8125,64,244,289,0,3.8125,-0.8906921446323395,142,0.11389886836210887,0.001,,
2.764705882352941,68,256,281,0,3.764705882352941,-0.9067427217960358,154,0.07996353755394618,0.001,,
2.7222222222222223,72,268,272,0,3.7222222222222223,-0.9568560719490051,166,0.06409201274315517,0.001,,
2.6842105263157894,76,280,263,1,3.6842105263157894,-0.8392554521560669,178,0.06404341260592143,0.001,,
2.65,80,292,254,1,3.65,-0.8860302269458771,190,0.053271966675917305,0.001,,
2.619047619047619,84,304,246,1,3.619047619047619,-0.8466075658798218,202,0.07532766833901405,0.001,,
2.590909090909091,88,316,237,1,3.590909090909091,-0.8760497272014618,214,0.06801209350426991,0.001,,
2.5652173913043477,92,328,231,1,3.5652173913043477,-0.8509314358234406,226,0.05641810347636541,0.001,,
2.5416666666666665,96,340,226,1,3.5416666666666665,-0.8209501504898071,238,0.0652364045381546,0.001,,
2.52,100,352,222,1,3.52,-0.8321501910686493,250,0.08236374457677205,0.001,,
2.38,104,364,218,1,3.38,-0.8989246189594269,262,0.06220291368663311,0.001,,
