time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0,45.17824475,4,5.0,2922,20,,,,,,
0,44.05085525,8,4.875,3130,39,,,,,,
0,51.45978974999999,12,5.666666666666667,3140,68,,,,,,
0,49.9309450625,16,5.5,3283,88,,,,,,
0,54.145539799999995,20,5.95,1174,119,0.001,9,-2.9986204504966736,95.36412175496419,,
0,56.121466,24,6.166666666666667,447,148,0.001,41,-9.238714536031088,10.042927197047643,,
0,56.19898082142857,28,6.178571428571429,328,173,0.001,67,-10.355127016703287,0.9488711456457773,,
0,53.0622161875,32,5.84375,287,187,0.001,84,-10.376561164855957,0.6083804965019226,,
0,50.618976333333336,36,5.583333333333333,264,201,0.001,98,-10.413584232330322,0.5719527800877889,,
0,48.6638343,40,5.375,249,215,0.001,112,-10.728229999542236,0.7498011887073517,,
0,47.06817888636363,44,5.204545454545454,239,229,0.001,125,-11.008227348327637,0.7564428448677063,,
1,45.73230477083333,48,5.0625,227,243,0.001,140,-11.126171112060547,0.8053086996078491,,
1,44.608268807692305,52,4.9423076923076925,219,257,0.001,154,-11.124253273010254,0.9748595952987671,,
1,43.49558307142858,56,4.821428571428571,213,270,0.001,167,-11.348237037658691,1.0634032090504963,,
1,42.665985,60,4.733333333333333,209,284,0.001,180,-11.872349262237549,0.9937674403190613,,
1,41.940890328125,64,4.65625,204,298,0.001,194,-11.435768127441406,1.5315285921096802,,
1,41.5470289117647,68,4.617647058823529,199,314,0.001,210,-12.01218557357788,1.3906027972698212,,
1,40.96339620833333,72,4.555555555555555,195,328,0.001,225,-11.549564838409424,2.0037275552749634,,
1,40.442010434210516,76,4.5,192,342,0.001,239,-12.286684036254883,1.8216534852981567,,
1,39.9754056,80,4.45,189,356,0.001,252,-12.226912498474121,2.159692704677582,,
1,39.552903428571426,84,4.404761904761905,186,370,0.001,267,-12.487833023071289,1.8583367466926575,,
2,39.25987754545454,88,4.375,184,385,0.001,282,-12.4752197265625,2.127062141895294,,
2,38.814446086956515,92,4.326086956521739,182,398,0.001,295,-12.453149795532227,2.7914157708485923,,
2,38.492123677083335,96,4.291666666666667,180,412,0.001,309,-12.718177795410156,2.2005091309547424,,
2,38.27761548,100,4.27,178,427,0.001,324,-12.724531650543213,2.8142699599266052,,
2,37.63064437999999,104,4.2,177,440,0.001,337,-13.307768821716309,2.9008670647939048,,
2,37.157894279999994,108,4.15,175,454,0.001,351,-13.199056625366211,2.62858384847641,,
2,35.748144520000004,112,4.0,174,468,0.001,364,-13.975457191467285,2.348850905895233,,
2,35.34440237,116,3.96,172,484,0.001,380,-13.786462306976318,2.348804473876953,,
2,33.82913664,120,3.8,170,499,0.001,396,-13.929520606994629,2.7802850008010864,,
3,32.349781400000005,124,3.64,170,512,0.001,409,-14.045238494873047,1.8856900930404663,,
3,31.325784629999998,128,3.53,169,526,0.001,422,-13.968465805053711,2.969828446706136,,
3,31.158979549999998,132,3.51,168,538,0.001,435,-13.716862678527832,2.539404551188151,,
3,31.242666610000004,136,3.52,167,553,0.001,450,-14.20112419128418,3.048281192779541,,
3,31.322885809999992,140,3.53,166,568,0.001,464,-14.558091163635254,2.7213667035102844,,
3,31.237650930000004,144,3.52,165,581,0.001,478,-14.867372035980225,2.523507754007975,,
3,31.154118030000003,148,3.51,165,594,0.001,491,-14.40431022644043,2.8310882250467935,,
3,31.15217304,152,3.51,164,608,0.001,504,-14.469285011291504,3.7974143028259277,,
3,31.151832199999998,156,3.51,163,621,0.001,518,-14.845943927764893,3.274528662363688,,
3,31.234549599999994,160,3.52,163,636,0.001,532,-14.727959156036377,3.199784278869629,,
4,31.233945880000007,164,3.52,162,650,0.001,547,-15.57868766784668,3.474601924419403,,
4,31.06692054,168,3.5,161,664,0.001,561,-15.034201622009277,3.7118494510650635,,
4,30.899252360000002,172,3.48,161,676,0.001,573,-15.06590461730957,3.520359754562378,,
4,30.899075789999998,176,3.48,160,690,0.001,586,-15.676585674285889,3.5701136589050293,,
4,30.981818099999995,180,3.49,160,705,0.001,601,-14.729994773864746,3.65718666712443,,
4,31.065010400000002,184,3.5,159,720,0.001,616,-16.05811882019043,2.8895249366760254,,
4,30.980481459999996,188,3.49,159,734,0.001,631,-15.732706069946289,3.197476387023926,,
4,31.2280613,192,3.52,158,750,0.001,646,-16.062175273895264,2.8840538263320923,,
4,31.39565224,196,3.54,158,766,0.001,662,-16.4466495513916,3.086753785610199,,
4,31.482045070000005,200,3.55,157,782,0.001,678,-16.130295753479004,3.3366618752479553,,
5,31.565989719999997,204,3.56,157,796,0.001,692,-15.638072967529297,4.060135205586751,,
5,31.6487776,208,3.57,157,811,0.001,707,-16.94961929321289,4.254342238108317,,
5,31.733540199999997,212,3.58,156,826,0.001,722,-15.324271202087402,3.3488053480784097,,
5,31.484973640000003,216,3.55,156,839,0.001,736,-15.356025218963623,4.484795729319255,,
5,31.484471499999998,220,3.55,155,854,0.001,750,-15.687326908111572,5.405482769012451,,
5,31.483593489999997,224,3.55,155,867,0.001,764,-17.178898811340332,3.002685070037842,,
5,31.400666490000003,228,3.54,155,880,0.001,776,-15.798246383666992,3.4148707389831543,,
5,31.65054338,232,3.57,155,895,0.001,791,-16.792917251586914,2.8474892377853394,,
5,31.566901139999995,236,3.56,154,909,0.001,806,-16.612936973571777,3.9051674207051597,,
5,31.48614765,240,3.55,154,923,0.001,819,-17.28508186340332,4.355429490407308,,
6,31.651487060000004,244,3.57,153,938,0.001,834,-17.609413146972656,2.942522644996643,,
6,31.654457690000005,248,3.57,153,951,0.001,848,-17.378518104553223,4.964296261469523,,
6,31.65503761,252,3.57,153,965,0.001,861,-17.524983406066895,2.997821033000946,,
6,31.65323008,256,3.57,153,978,0.001,875,-18.1768798828125,3.4298452536265054,,
6,31.570294360000002,260,3.56,152,992,0.001,888,-17.04306983947754,3.4245718717575073,,
,,,,,1000,0.001,899,-17.11327838897705,3.4820645451545715,31.106485462188722,3.5
6,31.571175040000004,264,3.56,150,1006,0.001,902,-17.175299644470215,3.7090490659077964,,
6,31.65534672,268,3.57,150,1021,0.001,917,-16.878361701965332,3.5950746536254883,,
6,31.823268359999997,272,3.59,150,1035,0.001,931,-17.853044509887695,3.873051643371582,,
6,31.825828499999993,276,3.59,150,1049,0.001,945,-18.72825813293457,3.1581085522969565,,
7,31.82667285,280,3.59,149,1064,0.001,961,-17.64982318878174,3.2495919466018677,,
7,31.65877039,284,3.57,149,1077,0.001,974,-17.669965744018555,3.7803085446357727,,
7,31.744800289999997,288,3.58,149,1092,0.001,988,-17.728354454040527,3.7458376288414,,
7,31.581378410000003,292,3.56,149,1106,0.001,1003,-17.266840934753418,3.128180205821991,,
7,31.415705640000002,296,3.54,149,1120,0.001,1017,-18.35406494140625,3.2673736810684204,,
7,31.245718030000003,300,3.52,148,1134,0.001,1030,-18.329537391662598,2.9932026068369546,,
7,31.327932620000002,304,3.53,148,1149,0.001,1045,-18.115556716918945,3.54958438873291,,
7,31.325286570000003,308,3.53,148,1164,0.001,1060,-17.807732582092285,3.2169336676597595,,
7,31.15843929,312,3.51,148,1177,0.001,1074,-17.552400588989258,3.9442623456319175,,
8,31.406013560000005,316,3.54,148,1193,0.001,1089,-18.721651077270508,2.8510919213294983,,
8,31.408928009999997,320,3.54,148,1208,0.001,1104,-18.630131721496582,3.4547786712646484,,
8,31.493121239999997,324,3.55,147,1222,0.001,1118,-17.533952713012695,3.8045409321784973,,
8,31.65985709,328,3.57,147,1237,0.001,1133,-17.695281982421875,4.587711811065674,,
8,31.576214540000002,332,3.56,147,1251,0.001,1147,-18.30562973022461,3.5961198012034097,,
8,31.739980109999998,336,3.58,147,1267,0.001,1163,-18.876745223999023,3.7628403902053833,,
8,31.823717180000003,340,3.59,147,1282,0.001,1178,-18.311281204223633,4.2320451736450195,,
8,31.65913886,344,3.57,147,1295,0.001,1192,-18.600072860717773,3.917387008666992,,
8,31.65707676,348,3.57,147,1308,0.001,1205,-18.91802215576172,3.1102152665456138,,
9,31.739239690000005,352,3.58,146,1323,0.001,1220,-18.987399101257324,2.7785412073135376,,
9,31.82203465,356,3.59,146,1337,0.001,1234,-17.958072662353516,2.804215967655182,,
9,31.991628389999995,360,3.61,146,1353,0.001,1249,-18.79637622833252,3.6190099120140076,,
9,31.992736020000002,364,3.61,146,1367,0.001,1264,-19.460182189941406,2.761994481086731,,
9,31.90879539,368,3.6,146,1381,0.001,1278,-18.621110916137695,3.2314971685409546,,
9,31.911330420000002,372,3.6,146,1395,0.001,1292,-18.317091941833496,3.6213595271110535,,
9,31.908479820000004,376,3.6,146,1409,0.001,1305,-19.20238494873047,3.2972344756126404,,
9,31.824145610000002,380,3.59,146,1423,0.001,1319,-17.891647338867188,2.4365416367848716,,
9,31.82353988,384,3.59,146,1436,0.001,1333,-18.77273464202881,2.892232120037079,,
9,31.824075629999996,388,3.59,146,1451,0.001,1347,-18.38331413269043,3.5597108205159507,,
10,31.736690389999993,392,3.58,145,1464,0.001,1361,-18.564501762390137,2.9961100816726685,,
10,31.65081636,396,3.57,145,1477,0.001,1374,-19.230069160461426,2.7899035811424255,,
10,31.73549254,400,3.58,145,1492,0.001,1388,-18.706172943115234,2.77742600440979,,
10,31.567804449999997,404,3.56,145,1505,0.001,1401,-21.454574584960938,2.654319683710734,,
10,31.48618878,408,3.55,145,1519,0.001,1416,-19.950471878051758,2.489041566848755,,
10,31.65136237,412,3.57,145,1534,0.001,1431,-18.860132217407227,3.538232982158661,,
10,31.56598676,416,3.56,145,1549,0.001,1445,-19.961448669433594,3.719866156578064,,
10,31.48074122,420,3.55,145,1563,0.001,1460,-19.156919479370117,2.699080308278402,,
10,31.397188370000002,424,3.54,145,1576,0.001,1473,-19.622177124023438,3.1106672286987305,,
10,31.312406609999996,428,3.53,145,1590,0.001,1487,-19.11225414276123,3.202325940132141,,
11,31.48058876,432,3.55,145,1606,0.001,1502,-19.662121772766113,3.171770930290222,,
11,31.40064416,436,3.54,144,1621,0.001,1518,-19.498014450073242,2.951469659805298,,
11,31.31563595,440,3.53,144,1635,0.001,1531,-18.553009033203125,4.279107888539632,,
11,31.39823943,444,3.54,144,1649,0.001,1546,-18.821980476379395,2.927691876888275,,
11,31.481948350000003,448,3.55,144,1663,0.001,1560,-18.782715797424316,2.839833915233612,,
11,31.40128351,452,3.54,144,1677,0.001,1574,-19.25483512878418,2.941276788711548,,
11,31.401430989999998,456,3.54,144,1691,0.001,1587,-20.979875564575195,2.117291490236918,,
11,31.40144885,460,3.54,144,1707,0.001,1603,-20.019392013549805,3.3356773257255554,,
11,31.48276352,464,3.55,144,1722,0.001,1619,-19.888086318969727,2.224866807460785,,
12,31.56351815,468,3.56,144,1737,0.001,1634,-19.60986328125,3.0742902755737305,,
12,31.563615609999992,472,3.56,144,1751,0.001,1648,-19.59236240386963,1.7622909943262737,,
12,31.645910570000005,476,3.57,144,1766,0.001,1662,-19.376233100891113,2.539618492126465,,
12,31.815341450000002,480,3.59,144,1782,0.001,1678,-19.291220664978027,2.5054396986961365,,
12,31.815381979999998,484,3.59,144,1795,0.001,1692,-18.89459228515625,2.603217283884684,,
12,31.816242309999993,488,3.59,144,1810,0.001,1706,-19.628053665161133,2.9367507100105286,,
12,31.819247630000003,492,3.59,143,1823,0.001,1719,-21.449384689331055,2.4704678058624268,,
12,31.985788180000004,496,3.61,143,1838,0.001,1734,-18.93914794921875,2.8699556589126587,,
12,31.820851160000007,500,3.59,143,1851,0.001,1748,-19.426408767700195,3.2510995070139566,,
12,31.81960395,504,3.59,143,1864,0.001,1760,-19.82010841369629,3.7211642265319824,,
13,31.902354139999996,508,3.6,143,1879,0.001,1775,-19.634303092956543,1.9041233658790588,,
13,31.821798409999996,512,3.59,143,1893,0.001,1789,-20.369749069213867,2.0217289129892984,,
13,31.73867585,516,3.58,143,1907,0.001,1803,-18.772666931152344,2.5941171248753867,,
13,31.739533350000006,520,3.58,143,1921,0.001,1817,-18.563396453857422,2.1693870226542153,,
13,31.656001200000002,524,3.57,143,1933,0.001,1830,-21.357884407043457,2.924697240193685,,
13,31.488897989999995,528,3.55,143,1945,0.001,1842,-19.774738311767578,2.48544971148173,,
13,31.40353426,532,3.54,143,1960,0.001,1856,-20.494954109191895,2.8110783894856772,,
13,31.321246860000002,536,3.53,143,1974,0.001,1870,-20.77691650390625,2.5942585468292236,,
13,31.240006199999996,540,3.52,143,1987,0.001,1883,-20.680253982543945,2.3000871340433755,,
,,,,,2000,0.001,1896,-20.036685943603516,2.678532600402832,31.106485462188722,3.5
13,31.158307739999994,544,3.51,142,2000,,,,,,
14,31.157140730000002,548,3.51,142,2014,0.001,1911,-19.573768615722656,2.3534255027770996,,
14,31.07053694,552,3.5,142,2027,0.001,1924,-20.23151683807373,1.830102950334549,,
14,31.15169521,556,3.51,142,2042,0.001,1939,-20.36557674407959,3.1110928654670715,,
14,31.068033430000003,560,3.5,142,2057,0.001,1953,-18.869421005249023,2.1517592668533325,,
14,30.90356534,564,3.48,142,2070,0.001,1967,-20.67656421661377,2.1882252395153046,,
14,30.906385489999998,568,3.48,142,2085,0.001,1982,-20.781716346740723,2.1019476652145386,,
14,30.90369221,572,3.48,142,2099,0.001,1996,-20.71808624267578,1.9474639892578125,,
14,30.906553779999996,576,3.48,142,2114,0.001,2011,-19.822280883789062,2.151726484298706,,
14,30.82108099,580,3.47,142,2129,0.001,2025,-20.614057540893555,2.0737285017967224,,
15,30.906136220000004,584,3.48,142,2143,0.001,2040,-20.841164588928223,2.7319721579551697,,
15,30.822628010000003,588,3.47,142,2157,0.001,2054,-19.314515113830566,1.9384537041187286,,
15,30.98718016,592,3.49,142,2172,0.001,2068,-19.945996284484863,2.436531186103821,,
15,31.06909529,596,3.5,142,2188,0.001,2084,-20.58111572265625,2.9383996725082397,,
15,31.06747429,600,3.5,142,2201,0.001,2098,-19.52161693572998,2.70030814409256,,
15,31.15373446,604,3.51,142,2215,0.001,2112,-20.096640586853027,2.7425081729888916,,
15,31.15355093,608,3.51,142,2230,0.001,2126,-21.09907341003418,2.189137190580368,,
15,31.066691020000004,612,3.5,142,2243,0.001,2139,-18.443756103515625,2.5324851671854653,,
15,30.983030940000003,616,3.49,141,2256,0.001,2152,-21.40632438659668,2.2609313329060874,,
15,30.981711849999996,620,3.49,141,2270,0.001,2167,-20.065195083618164,2.5966124534606934,,
16,31.06608014,624,3.5,141,2283,0.001,2180,-19.661160469055176,1.5652976632118225,,
16,31.14880119,628,3.51,141,2296,0.001,2193,-21.039396286010742,1.975320726633072,,
16,31.14733072,632,3.51,141,2311,0.001,2207,-21.243480682373047,1.913708120584488,,
16,31.061558719999997,636,3.5,141,2324,0.001,2221,-20.53754997253418,2.3301380276679993,,
16,31.060953380000004,640,3.5,141,2337,0.001,2234,-21.171550750732422,2.2403886318206787,,
16,31.22513959999999,644,3.52,141,2352,0.001,2248,-20.15577983856201,2.1275899410247803,,
16,31.22592056,648,3.52,141,2366,0.001,2263,-20.096500396728516,2.1612634360790253,,
16,31.14323583,652,3.51,141,2378,0.001,2275,-20.364490509033203,2.1640727122624717,,
16,31.14463213,656,3.51,141,2393,0.001,2289,-20.147425651550293,2.1044487059116364,,
16,30.89288827,660,3.48,141,2405,0.001,2302,-19.933881759643555,2.2902723948160806,,
17,31.05930304,664,3.5,141,2420,0.001,2316,-20.217906951904297,2.274572193622589,,
17,30.89147077,668,3.48,141,2433,0.001,2330,-20.15043830871582,1.6857342422008514,,
17,30.97724249,672,3.49,141,2448,0.001,2345,-20.4507474899292,1.3555042445659637,,
17,30.89255631,676,3.48,141,2462,0.001,2358,-19.679802894592285,1.7612918615341187,,
17,30.88972156,680,3.48,141,2477,0.001,2373,-20.20023250579834,2.1381644010543823,,
17,30.889831590000004,684,3.48,141,2491,0.001,2388,-19.4976806640625,2.697726329167684,,
17,30.888165089999998,688,3.48,141,2505,0.001,2402,-21.0945405960083,2.2388495802879333,,
17,30.72142336,692,3.46,141,2518,0.001,2415,-20.04790687561035,2.2366560995578766,,
17,30.472346230000003,696,3.43,141,2531,0.001,2428,-19.977468490600586,1.658863623936971,,
18,30.55610355,700,3.44,141,2545,0.001,2441,-17.713621139526367,2.7156903743743896,,
18,30.55665701,704,3.44,141,2559,0.001,2456,-20.713210105895996,1.8897306621074677,,
18,30.557492019999998,708,3.44,141,2574,0.001,2470,-20.32216453552246,2.2841908931732178,,
18,30.559843769999997,712,3.44,141,2587,0.001,2484,-20.175535202026367,2.4719098806381226,,
18,30.728585849999995,716,3.46,141,2602,0.001,2499,-19.98486042022705,1.8996001780033112,,
18,30.729608599999995,720,3.46,141,2616,0.001,2513,-20.976192474365234,2.0141611099243164,,
18,30.810805080000005,724,3.47,141,2630,0.001,2526,-19.064448356628418,1.9601640701293945,,
18,30.979645960000003,728,3.49,141,2645,0.001,2541,-22.01596736907959,1.9264938235282898,,
18,30.896215719999997,732,3.48,140,2659,0.001,2556,-20.957706451416016,1.787697583436966,,
18,30.895618600000002,736,3.48,140,2672,0.001,2569,-21.190107345581055,2.1645448207855225,,
19,30.979141220000006,740,3.49,140,2686,0.001,2583,-20.41301727294922,1.95204496383667,,
19,30.81469944,744,3.47,140,2699,0.001,2596,-19.443675994873047,1.5188820759455364,,
19,30.817172879999998,748,3.47,140,2713,0.001,2610,-20.622557640075684,1.9938438733418782,,
19,31.067020000000007,752,3.5,140,2728,0.001,2624,-20.005664825439453,1.960806131362915,,
19,30.988069579999998,756,3.49,140,2742,0.001,2639,-20.86545467376709,1.8617679178714752,,
19,31.158173299999998,760,3.51,140,2756,0.001,2652,-20.82392406463623,2.0244110425313315,,
19,31.157353259999994,764,3.51,140,2771,0.001,2667,-20.8214111328125,1.90541210770607,,
19,31.32312085,768,3.53,140,2786,0.001,2682,-20.452423095703125,2.1396403908729553,,
19,31.154923499999995,772,3.51,140,2799,0.001,2695,-19.9442138671875,2.2423673470815024,,
19,31.157785290000003,776,3.51,140,2813,0.001,2709,-21.133460998535156,2.030476748943329,,
20,31.074825210000004,780,3.5,140,2827,0.001,2723,-19.75316619873047,1.6586579481760662,,
20,30.990436150000004,784,3.49,140,2840,0.001,2737,-20.808460235595703,1.8958221077919006,,
20,30.992024019999995,788,3.49,140,2854,0.001,2750,-20.365623474121094,1.878191630045573,,
20,31.1601044,792,3.51,140,2869,0.001,2765,-21.131474494934082,2.03808656334877,,
20,31.32834057,796,3.53,140,2884,0.001,2780,-19.87121295928955,3.1412891149520874,,
20,31.494516230000002,800,3.55,140,2900,0.001,2796,-19.53251075744629,2.6885526180267334,,
20,31.32636099000001,804,3.53,140,2912,0.001,2809,-19.991182327270508,2.2810926834742227,,
20,31.24290729,808,3.52,140,2926,0.001,2822,-19.310498237609863,2.0734514792760215,,
20,31.410047260000002,812,3.54,140,2941,0.001,2837,-20.909988403320312,2.0905937552452087,,
21,31.243867670000004,816,3.52,140,2954,0.001,2850,-20.417400360107422,2.4239359696706138,,
21,31.329529770000008,820,3.53,140,2969,0.001,2865,-21.04893970489502,1.6688432097434998,,
21,31.24438696,824,3.52,140,2982,0.001,2879,-20.73855209350586,1.7358099222183228,,
21,31.328215059999998,828,3.53,140,2998,0.001,2894,-19.364168167114258,2.1384550631046295,,
,,,,,3000,0.001,2898,-20.685864448547363,1.9059722125530243,31.106485462188722,3.5
21,31.414503600000003,832,3.54,140,3013,0.001,2910,-20.64383602142334,2.8805031776428223,,
21,31.49812126,836,3.55,140,3027,0.001,2923,-20.668941497802734,2.0469107627868652,,
21,31.58193564,840,3.56,140,3042,0.001,2938,-20.370502471923828,2.2366258203983307,,
21,31.663742190000004,844,3.57,140,3056,0.001,2953,-19.12529468536377,1.4688482582569122,,
21,31.66032567,848,3.57,140,3070,0.001,2967,-20.240211486816406,1.5770952999591827,,
22,31.49119639,852,3.55,140,3083,0.001,2980,-20.33272933959961,1.5190038979053497,,
22,31.405490599999997,856,3.54,140,3096,0.001,2993,-20.365336418151855,1.8161975145339966,,
22,31.40116669,860,3.54,140,3110,0.001,3007,-19.112116813659668,2.120788097381592,,
22,31.32038585,864,3.53,140,3124,0.001,3021,-20.05946922302246,1.6163085401058197,,
22,31.15470618,868,3.51,140,3137,0.001,3034,-19.181143760681152,2.1621556282043457,,
22,31.40329669,872,3.54,140,3153,0.001,3049,-20.783839225769043,2.3407700061798096,,
22,31.401313440000003,876,3.54,140,3167,0.001,3063,-18.544384002685547,2.8627549012502036,,
22,31.403142930000005,880,3.54,140,3181,0.001,3078,-19.983585357666016,1.9411120414733887,,
22,31.48671807,884,3.55,140,3195,0.001,3092,-18.84238624572754,1.6979234218597412,,
22,31.402610190000004,888,3.54,140,3208,0.001,3105,-20.3789119720459,1.8878069718678792,,
23,31.233381409999996,892,3.52,139,3221,0.001,3118,-19.658788681030273,1.3928040663401287,,
23,31.0648134,896,3.5,139,3234,0.001,3131,-19.294004440307617,1.820761998494466,,
23,30.81658897,900,3.47,139,3247,0.001,3143,-22.267894744873047,2.036065419514974,,
23,30.98435193,904,3.49,139,3261,0.001,3158,-18.878836631774902,2.25654536485672,,
23,30.98151279,908,3.49,139,3275,0.001,3172,-19.656378746032715,2.53922176361084,,
23,30.812149109999996,912,3.47,139,3288,0.001,3184,-19.569196701049805,2.0992417335510254,,
23,30.72809808,916,3.46,139,3300,0.001,3197,-19.72608184814453,1.632340629895528,,
23,30.559517609999997,920,3.44,139,3313,0.001,3210,-19.26577091217041,2.474219262599945,,
23,30.729472070000007,924,3.46,139,3328,0.001,3224,-20.70845317840576,2.0222763419151306,,
23,30.646161630000005,928,3.45,139,3343,0.001,3239,-21.2105770111084,1.7857369979222615,,
24,30.47758069,932,3.43,139,3356,0.001,3253,-22.330249786376953,1.9870985746383667,,
24,30.55965542,936,3.44,139,3371,0.001,3267,-21.35403823852539,2.2529563903808594,,
24,30.478196670000003,940,3.43,139,3385,0.001,3281,-18.597383499145508,1.647967259089152,,
24,30.563394989999992,944,3.44,139,3400,0.001,3296,-19.71867084503174,1.7381812731424968,,
24,30.646745329999995,948,3.45,139,3415,0.001,3311,-19.625499725341797,1.772424578666687,,
24,30.56444,952,3.44,138,3427,0.001,3324,-20.77577304840088,1.6776225169499714,,
24,30.564128290000003,956,3.44,138,3440,0.001,3337,-21.631263732910156,1.4638622999191284,,
24,30.483617629999998,960,3.43,138,3453,0.001,3349,-20.55859375,2.2755661010742188,,
24,30.480414370000002,964,3.43,138,3467,0.001,3363,-20.797831535339355,2.145186960697174,,
25,30.56309733,968,3.44,138,3481,0.001,3377,-20.671384811401367,2.2333597540855408,,
25,30.478292529999997,972,3.43,138,3496,0.001,3392,-19.897257804870605,1.3461524546146393,,
25,30.476454129999997,976,3.43,138,3510,0.001,3407,-21.166780471801758,1.6177219152450562,,
25,30.475788560000005,980,3.43,138,3524,0.001,3421,-19.312400817871094,2.2405244509379068,,
25,30.390173219999998,984,3.42,138,3537,0.001,3434,-20.297935485839844,1.8272745013237,,
25,30.55477248,988,3.44,138,3552,0.001,3449,-19.76456356048584,2.1943937838077545,,
25,30.641269219999995,992,3.45,138,3566,0.001,3462,-20.13513946533203,2.2870315313339233,,
25,30.726518260000002,996,3.46,138,3580,0.001,3476,-19.945140838623047,1.4048523306846619,,
25,30.975221109999996,1000,3.49,138,3596,0.001,3492,-21.080839157104492,1.7650769352912903,,
26,31.056972740000003,1004,3.5,138,3611,0.001,3507,-20.47532558441162,2.1596391797065735,,
26,31.142040959999996,1008,3.51,138,3626,0.001,3522,-19.600674629211426,2.193825642267863,,
26,31.228124180000005,1012,3.52,138,3640,0.001,3537,-19.48965072631836,2.054244190454483,,
26,31.478712679999997,1016,3.55,138,3655,0.001,3551,-18.924833297729492,1.8337222337722778,,
26,31.56108721,1020,3.56,138,3669,0.001,3565,-20.447056770324707,1.7184134125709534,,
26,31.558858549999997,1024,3.56,138,3684,0.001,3580,-20.48590087890625,2.029604434967041,,
26,31.477753200000002,1028,3.55,137,3698,0.001,3595,-20.837224006652832,2.059518575668335,,
26,31.562122799999997,1032,3.56,137,3712,0.001,3609,-20.274779319763184,1.7204926311969757,,
27,31.39712531,1036,3.54,137,3725,0.001,3622,-20.388880729675293,1.552354097366333,,
27,31.56019582,1040,3.56,137,3741,0.001,3637,-19.41204833984375,1.2943251132965088,,
27,31.393354279999997,1044,3.54,137,3754,0.001,3651,-20.039835929870605,1.9202882945537567,,
27,31.394114589999994,1048,3.54,137,3769,0.001,3665,-20.224343299865723,1.886719673871994,,
27,31.64688628,1052,3.57,137,3784,0.001,3680,-20.59666919708252,1.5027910768985748,,
27,31.81314198,1056,3.59,137,3799,0.001,3695,-19.413009643554688,1.6885223786036174,,
27,31.89450601,1060,3.6,137,3813,0.001,3710,-20.94865608215332,1.5894562304019928,,
27,31.81270939,1064,3.59,137,3826,0.001,3723,-21.603242874145508,1.6168704827626545,,
27,31.813765189999998,1068,3.59,137,3840,0.001,3737,-19.01909828186035,1.7149586379528046,,
28,31.733054040000006,1072,3.58,137,3854,0.001,3750,-19.771964073181152,1.83710511525472,,
28,31.736198650000006,1076,3.58,137,3868,0.001,3765,-21.57232093811035,1.9173616170883179,,
28,31.820926700000005,1080,3.59,137,3883,0.001,3779,-20.316332817077637,1.7850667834281921,,
28,31.988643570000004,1084,3.61,137,3898,0.001,3794,-20.071560859680176,1.5842971503734589,,
28,31.992216829999997,1088,3.61,137,3913,0.001,3809,-20.805018424987793,1.5694681107997894,,
28,32.15926119999999,1092,3.63,137,3929,0.001,3825,-20.554996490478516,1.51068714261055,,
28,32.16007529,1096,3.63,137,3943,0.001,3839,-19.959662437438965,1.6750071048736572,,
28,31.994647,1100,3.61,137,3957,0.001,3854,-19.960484504699707,2.1623671452204385,,
28,31.829858859999998,1104,3.59,137,3970,0.001,3866,-18.989543914794922,2.306233048439026,,
29,31.747779419999997,1108,3.58,137,3984,0.001,3880,-20.806946754455566,1.7544073263804119,,
29,31.74587958,1112,3.58,137,3998,0.001,3894,-20.80530834197998,1.3840134143829346,,
,,,,,4000,0.001,3898,-20.810378074645996,1.4409268498420715,31.106485462188722,3.5
29,31.6627424,1116,3.57,137,4012,0.001,3909,-20.277786254882812,1.7105211814244587,,
29,31.664101860000002,1120,3.57,137,4026,0.001,3922,-19.982558250427246,2.0807347695032754,,
29,31.58367756,1124,3.56,137,4040,0.001,3937,-19.799138069152832,1.517790049314499,,
29,31.66389709,1128,3.57,137,4055,0.001,3952,-20.850396156311035,1.8476577997207642,,
29,31.662320700000006,1132,3.57,137,4069,0.001,3966,-20.763044357299805,1.9301202893257141,,
29,31.74687287,1136,3.58,136,4083,0.001,3980,-20.962148666381836,1.5998050272464752,,
29,31.58137022,1140,3.56,136,4097,0.001,3994,-20.72892189025879,1.8350108861923218,,
30,31.57902829,1144,3.56,136,4110,0.001,4006,-20.242555618286133,1.4345261255900066,,
30,31.58025593,1148,3.56,136,4125,0.001,4021,-20.144673347473145,1.6577866673469543,,
30,31.49420961,1152,3.55,136,4139,0.001,4035,-20.376214027404785,1.8901973366737366,,
30,31.494077,1156,3.55,136,4154,0.001,4050,-19.62579917907715,1.8974108397960663,,
30,31.49403852,1160,3.55,136,4168,0.001,4065,-20.121131896972656,1.668850064277649,,
30,31.49174404,1164,3.55,136,4181,0.001,4078,-20.862062454223633,1.679317315419515,,
30,31.49185021,1168,3.55,136,4195,0.001,4092,-19.654743194580078,1.8440611064434052,,
30,31.407906079999997,1172,3.54,136,4208,0.001,4104,-20.302888870239258,1.3742835919062297,,
30,31.323889150000003,1176,3.53,136,4221,0.001,4118,-20.471203804016113,1.894660770893097,,
