rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
6.0,4,0,6.0,24,5409,,,,,,
5.0,8,0,5.0,40,5578,,,,,,
5.916666666666667,12,0,5.916666666666667,71,5716,,,,,,
5.5625,16,0,5.5625,89,5734,,,,,,
5.25,20,0,5.25,105,1798,-0.6446713805198669,0.001,1.021767834822337,3,,
4.875,24,0,4.875,117,599,-0.8293522298336029,0.001,0.057578920076290764,16,,
4.607142857142857,28,0,4.607142857142857,129,396,-0.9010792374610901,0.001,0.025137670959035557,28,,
4.40625,32,0,4.40625,141,320,-0.9919381439685822,0.001,0.008349040212730566,40,,
4.25,36,0,4.25,153,274,-1.0637935400009155,0.001,0.0042756131539742155,52,,
4.125,40,0,4.125,165,233,-1.0954357981681824,0.001,0.00336628834096094,64,,
4.0227272727272725,44,0,4.0227272727272725,177,215,-1.1445945501327515,0.001,0.0035350944381207228,76,,
3.9375,48,0,3.9375,189,190,-1.1674416065216064,0.001,0.003582002129405737,88,,
3.8653846153846154,52,1,3.8653846153846154,201,186,-1.2166163325309753,0.001,0.004932752499977748,100,,
3.8035714285714284,56,1,3.8035714285714284,213,183,-1.250750482082367,0.001,0.006226333323866129,112,,
3.75,60,1,3.75,225,180,-1.2568713426589966,0.001,0.0047051869332790375,124,,
3.703125,64,1,3.703125,237,176,-1.28954017162323,0.001,0.005326175130903721,136,,
3.661764705882353,68,1,3.661764705882353,249,170,-1.281177818775177,0.001,0.00985245934377114,148,,
3.625,72,1,3.625,261,166,-1.3316226601600647,0.001,0.009901347880562147,160,,
3.5921052631578947,76,1,3.5921052631578947,273,163,-1.3491754531860352,0.001,0.010927769200255474,172,,
3.5625,80,1,3.5625,285,160,-1.3311722874641418,0.001,0.009336368491252264,184,,
3.5357142857142856,84,1,3.5357142857142856,297,158,-1.374642014503479,0.001,0.007154727354645729,196,,
3.5113636363636362,88,1,3.5113636363636362,309,156,-1.329067051410675,0.001,0.0072678014015158015,208,,
3.489130434782609,92,2,3.489130434782609,321,153,-1.3819013237953186,0.001,0.00872894904265801,220,,
3.46875,96,2,3.46875,333,151,-1.390372633934021,0.001,0.01077747872720162,232,,
3.45,100,2,3.45,345,148,-1.4196218848228455,0.001,0.012915192171931267,244,,
3.33,104,2,3.33,357,146,-1.4416753053665161,0.001,0.010010295547544956,256,,
3.29,108,2,3.29,369,145,-1.4326308965682983,0.001,0.009998481720685959,268,,
3.1,112,2,3.1,381,142,-1.4519312977790833,0.001,0.006967357903098066,280,,
3.04,116,2,3.04,393,142,-1.492388129234314,0.001,0.013325267160932222,292,,
3.0,120,2,3.0,405,141,-1.425876796245575,0.001,0.009982521645724773,304,,
3.0,124,2,3.0,417,141,-1.4767557978630066,0.001,0.01461614357928435,316,,
3.0,128,3,3.0,429,141,-1.5017170906066895,0.001,0.011617893353104591,328,,
3.0,132,3,3.0,441,141,-1.5029847621917725,0.001,0.01051207243775328,340,,
3.0,136,3,3.0,453,140,-1.5219613909721375,0.001,0.012984844855964184,352,,
3.0,140,3,3.0,465,138,-1.5507139563560486,0.001,0.008324559622754654,364,,
3.0,144,3,3.0,477,137,-1.499936580657959,0.001,0.011108924324313799,376,,
3.0,148,3,3.0,489,137,-1.5630407333374023,0.001,0.009185890511920055,388,,
3.0,152,3,3.0,501,136,-1.5438635349273682,0.001,0.010138379409909248,400,,
3.0,156,3,3.0,513,135,-1.5918505787849426,0.001,0.017148013226687908,412,,
3.0,160,3,3.0,525,135,-1.5678200125694275,0.001,0.011773615144193172,424,,
3.0,164,3,3.0,537,134,-1.59695965051651,0.001,0.012242566328495741,436,,
3.0,168,4,3.0,549,134,-1.583607256412506,0.001,0.019682880180577438,448,,
3.0,172,4,3.0,561,134,-1.5554763674736023,0.001,0.013156139912704626,460,,
3.0,176,4,3.0,573,133,-1.6004465222358704,0.001,0.007963998864094416,472,,
3.0,180,4,3.0,585,131,-1.590467095375061,0.001,0.018547250889241695,484,,
3.0,184,4,3.0,597,131,-1.5963762998580933,0.001,0.012294316043456396,496,,
3.0,188,4,3.0,609,132,-1.6838518381118774,0.001,0.01725239058335622,508,,
3.0,192,4,3.0,621,131,-1.641444206237793,0.001,0.010551994356016317,520,,
3.0,196,4,3.0,633,131,-1.7290902733802795,0.001,0.016534303625424702,532,,
3.0,200,4,3.0,645,131,-1.6397018432617188,0.001,0.01195024698972702,544,,
3.0,204,5,3.0,657,131,-1.683407485485077,0.001,0.015762209581832092,556,,
3.0,208,5,3.0,669,131,-1.621804416179657,0.001,0.008238784658412138,568,,
3.0,212,5,3.0,681,130,-1.6960513591766357,0.001,0.009681522535781065,580,,
3.0,216,5,3.0,693,130,-1.6534218788146973,0.001,0.011477773077785969,592,,
3.0,220,5,3.0,705,128,-1.6784722805023193,0.001,0.014691587847967943,604,,
3.0,224,5,3.0,717,128,-1.6795292496681213,0.001,0.02586710701386134,616,,
3.0,228,5,3.0,729,128,-1.7488431334495544,0.001,0.01148878720899423,628,,
3.0,232,5,3.0,741,127,-1.7525665163993835,0.001,0.012203264671067396,640,,
3.0,236,5,3.0,753,127,-1.7283172011375427,0.001,0.017392514894406002,652,,
3.0,240,5,3.0,765,127,-1.7680974006652832,0.001,0.01345490695287784,664,,
3.0,244,6,3.0,777,127,-1.7776938676834106,0.001,0.010807691452403864,676,,
3.0,248,6,3.0,789,127,-1.769235074520111,0.001,0.022437080430487793,688,,
3.0,252,6,3.0,801,125,-1.6715292930603027,0.001,0.017863152859111626,700,,
3.0,256,6,3.0,813,125,-1.7906156182289124,0.001,0.015019086189568043,712,,
3.0,260,6,3.0,825,125,-1.7588220834732056,0.001,0.014354816948374113,724,,
3.0,264,6,3.0,837,124,-1.8256645798683167,0.001,0.011820930056273937,736,,
3.0,268,6,3.0,849,124,-1.7325513362884521,0.001,0.015856570874651272,748,,
3.0,272,6,3.0,861,124,-1.79722398519516,0.001,0.009169792756438255,760,,
3.0,276,7,3.0,873,124,-1.7940099239349365,0.001,0.016655918831626575,772,,
3.0,280,7,3.0,885,123,-1.7693657875061035,0.001,0.013682236584524313,784,,
3.0,284,7,3.0,897,122,-1.793740153312683,0.001,0.008028013942142328,796,,
3.0,288,7,3.0,909,121,-1.7736858129501343,0.001,0.011489748333891233,808,,
3.0,292,7,3.0,921,120,-1.8426786065101624,0.001,0.01301593380048871,820,,
3.0,296,7,3.0,933,120,-1.8054322004318237,0.001,0.00686902708063523,832,,
3.0,300,7,3.0,945,120,-1.8079368472099304,0.001,0.01910885361333688,844,,
3.0,304,7,3.0,957,119,-1.863830804824829,0.001,0.014425956644117832,856,,
3.0,308,8,3.0,969,119,-1.7573800086975098,0.001,0.01596018113195896,868,,
3.0,312,8,3.0,981,119,-1.8636403679847717,0.001,0.007186056425174077,880,,
3.0,316,8,3.0,993,118,-1.836645245552063,0.001,0.010449553839862347,892,,
,,,,1000,,-2.0283896923065186,0.001,0.014294718081752459,901,3.0,3.0
3.0,320,8,3.0,1005,115,-1.8312290906906128,0.001,0.008932439610362053,904,,
3.0,324,8,3.0,1017,114,-1.7878004312515259,0.001,0.011928408406674862,916,,
3.0,328,9,3.0,1029,113,-1.8741334080696106,0.001,0.008023219803969065,928,,
3.0,332,9,3.0,1041,113,-1.9481648802757263,0.001,0.005920812177161376,940,,
3.0,336,9,3.0,1053,113,-1.89164400100708,0.001,0.007857635927697023,952,,
3.0,340,9,3.0,1065,113,-1.8184160590171814,0.001,0.007206982622543971,964,,
3.03,344,9,3.03,1080,113,-1.99967356522878,0.001,0.014557071775197983,978,,
3.17,348,9,3.17,1106,113,-2.037689745426178,0.001,0.015414049965329468,999,,
3.73,352,10,3.73,1174,115,-2.1670510939189365,0.001,0.044112389100094636,1049,,
4.42,356,11,4.42,1255,112,-2.3563353220621743,0.001,0.05946402098326122,1130,,
