rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
37.74,344,32,4622,37.74,141,0.001,4462,0.512957911466209,-9.57365279727512,,
39.54,348,34,4857,39.54,141,0.001,4704,0.6178280751813542,-9.953967503138951,,
,,,5000,,,0.001,4876,0.5461421591825173,-10.262837409973145,55.0,55.0
41.27,352,36,5086,41.27,140,0.001,4932,0.4728767150746925,-10.332122768674578,,
42.76,356,37,5320,42.76,140,0.001,5165,0.5674919815825634,-10.69714454015096,,
44.44,360,39,5552,44.44,141,0.001,5396,0.54483152847541,-10.913430575666757,,
46.1,364,40,5788,46.1,141,0.001,5634,0.5700455734790382,-11.371873919169108,,
,,,6000,,,0.001,5878,0.6323827654123306,-11.560796368506647,65.5,65.5
47.63,368,42,6035,47.63,141,,,,,,
48.68,372,44,6284,48.68,142,0.001,6125,0.6403580932847915,-11.974785527875346,,
49.73,376,45,6531,49.73,142,0.001,6377,0.6732058463588594,-12.219345369646627,,
50.51,380,47,6768,50.51,142,0.001,6611,0.7421812878300746,-12.59967072804769,,
,,,7000,,,0.001,6853,0.6160050655825663,-12.927816095023319,62.2,62.2
51.37,384,49,7011,51.37,142,,,,,,
51.99,388,50,7245,51.99,142,0.001,7094,0.6294485939699307,-13.236443157853751,,
52.16,392,52,7475,52.16,142,0.001,7324,0.718263499935468,-13.538420899709065,,
53.52,396,54,7714,53.52,142,0.001,7559,0.6015473053616992,-13.811021344415073,,
55.57,400,55,7956,55.57,142,0.001,7800,0.8552154360278961,-14.057630600467805,,
,,,8000,,,0.001,7860,0.6723854452371597,-14.152058378855388,61.4,61.4
57.7,404,57,8210,57.7,141,0.001,8050,0.7388664190731351,-14.30515593290329,,
59.7,408,59,8463,59.7,141,0.001,8307,0.946116829831754,-14.660804656244093,,
61.2,412,61,8720,61.2,141,0.001,8561,0.7894863626270583,-14.831649606878107,,
62.47,416,63,8974,62.47,141,0.001,8818,0.9138189958992289,-15.156811798320097,,
,,,9000,,,0.001,8878,0.9845892344911893,-15.337668323516846,63.0,63.0
63.64,420,65,9223,63.64,140,0.001,9065,0.9823732493353672,-15.572425778706869,,
64.18,424,67,9468,64.18,140,0.001,9310,1.1899401888251304,-15.510279178619385,,
63.51,428,68,9725,63.51,141,0.001,9570,0.9062640323587086,-15.91684455871582,,
62.13,432,70,9969,62.13,141,0.001,9812,1.0067748087540007,-16.07695852476975,,
,,,10000,,,0.001,9873,0.746730587277256,-16.50000394185384,61.8,61.8
61.3,436,72,10213,61.3,140,0.001,10055,1.1258672198746353,-16.52567046880722,,
61.1,440,74,10462,61.1,140,0.001,10303,1.0288563337871584,-16.701112878733667,,
60.89,444,75,10711,60.89,140,0.001,10555,1.009421660999457,-16.928405634562175,,
60.98,448,77,10955,60.98,141,0.001,10799,1.1533470964822612,-17.216057968139648,,
,,,11000,,,0.001,10859,1.1207101799547672,-17.165848859151204,60.9,60.9
61.13,452,79,11199,61.13,140,0.001,11044,1.3008855547084184,-17.381069244876986,,
61.24,456,81,11444,61.24,140,0.001,11286,0.9124214823903709,-17.684569654793574,,
61.37,460,82,11689,61.37,140,0.001,11530,1.0615084983648793,-17.77560427881056,,
61.42,464,84,11930,61.42,140,0.001,11774,1.1018465454379718,-18.078171920776366,,
,,,12000,,,0.001,11892,1.3620909806983224,-18.12581805525155,60.3,60.3
61.28,468,86,12163,61.28,140,0.001,12010,1.004083572824796,-18.117504247029622,,
61.14,472,88,12398,61.14,140,0.001,12249,1.346421457216388,-18.435216331481932,,
60.97,476,89,12628,60.97,141,0.001,12479,1.2330289305302136,-18.644101006644114,,
61.06,480,91,12874,61.06,141,0.001,12719,1.4090398667436657,-18.718203920306582,,
,,,13000,,,0.001,12897,1.1256893090272353,-18.838843904692553,57.0,57.0
60.96,484,92,13107,60.96,140,0.001,12955,0.9695025587390209,-18.88155167678307,,
61.0,488,94,13345,61.0,140,0.001,13192,1.248672870049874,-19.03412768046061,,
61.07,492,96,13582,61.07,140,0.001,13429,1.0998495655101643,-18.79147141320365,,
61.08,496,98,13822,61.08,140,0.001,13667,1.1327927067118175,-19.28151433221225,,
,,,14000,,,0.001,13849,1.0814971436583807,-19.494728642125285,58.0,58.0
61.07,500,99,14063,61.07,140,0.001,13904,1.2492348898540844,-19.51308229991368,,
61.0,504,101,14310,61.0,140,0.001,14155,1.1801338503926486,-19.846741643445245,,
60.94,508,103,14557,60.94,140,0.001,14400,0.9613617283757776,-19.742663741111755,,
61.21,512,105,14841,61.21,140,0.001,14671,1.042594989613881,-19.939044829337828,,
,,,15000,,,0.001,14896,1.2426467348991985,-19.953821182250977,85.5,85.5
62.32,516,108,15206,62.32,140,0.001,15045,1.24913123460024,-20.165460148373164,,
62.59,520,110,15482,62.59,140,0.001,15325,1.140671442495659,-20.16410881280899,,
62.73,524,111,15741,62.73,140,0.001,15584,1.3416249403586755,-20.669640107588336,,
62.54,528,113,15979,62.54,140,0.001,15820,1.0437387325546958,-20.55873394012451,,
,,,16000,,,0.001,15883,1.611413165690407,-20.354624040665165,57.2,57.2
62.44,532,115,16213,62.44,140,0.001,16056,0.9021510644903723,-20.310519677621347,,
62.39,536,116,16452,62.39,140,0.001,16296,1.4847571069995562,-20.640391731262206,,
62.7,540,118,16732,62.7,141,0.001,16537,1.3104161529755982,-20.87365550994873,,
62.67,544,120,16978,62.67,141,0.001,16818,1.7262401145792776,-21.107185979043283,,
,,,17000,,,0.001,16882,1.6341654639691114,-20.919298827648163,65.5,65.5
62.81,548,122,17236,62.81,140,0.001,17074,0.9047206068231214,-20.94407973750945,,
65.42,552,125,17741,65.42,141,0.001,17524,1.4013933570305837,-21.42628819489282,,
,,,18000,,,0.001,17882,1.1983481250130212,-21.635330982697315,76.8,76.8
66.1,556,128,18054,66.1,140,,,,,,
67.55,560,130,18444,67.55,140,0.001,18282,1.2943983381164486,-21.79141666149271,,
67.79,564,132,18709,67.79,140,0.001,18543,1.1085850896743628,-21.877924621105194,,
67.81,568,134,18944,67.81,140,0.001,18792,1.2530668581786908,-21.990764420607995,,
,,,19000,,,0.001,18848,0.5700656875435796,-22.326484203338623,63.7,63.7
68.0,572,136,19198,68.0,140,0.001,19034,0.909682155932699,-22.40303862435477,,
68.27,576,138,19455,68.27,140,0.001,19300,1.0790078708051163,-22.459045828842534,,
68.75,580,140,19749,68.75,140,0.001,19594,0.9813781082630157,-22.939797507392036,,
68.74,584,141,19981,68.74,140,0.001,19817,0.8208833373429483,-23.36931848526001,,
,,,20000,,,0.001,19885,1.6412128424819779,-23.010643622454474,64.5,64.5
68.7,588,143,20215,68.7,140,0.001,20060,1.0696863372952252,-23.105360476175942,,
68.93,592,145,20475,68.93,140,0.001,20305,0.8356123963991801,-23.530168465205602,,
68.89,596,147,20711,68.89,140,0.001,20566,1.2475407020250957,-23.500625811125104,,
68.81,600,149,20944,68.81,140,0.001,20796,0.9781930270520124,-23.734421525682723,,
,,,21000,,,0.001,20848,1.0616979868366168,-23.65828976264367,62.2,62.2
68.71,604,151,21181,68.71,140,0.001,21024,0.8938556188031247,-23.76795512232287,,
68.47,608,152,21404,68.47,140,0.001,21253,0.9139592547355027,-23.659236250252558,,
67.95,612,154,21636,67.95,140,0.001,21480,1.2555397368139691,-24.050501222963685,,
66.62,616,155,21868,66.62,140,0.001,21713,1.3875859252387477,-24.414158482705393,,
,,,22000,,,0.001,21895,0.636645134137227,-24.34832799434662,61.6,61.6
66.35,620,157,22117,66.35,140,0.001,21961,1.085055747718522,-24.34762648380164,,
66.4,624,159,22381,66.4,140,0.001,22221,0.8601970714827378,-24.599656613667808,,
66.31,628,161,22610,66.31,140,0.001,22455,0.96508491213123,-24.637742296854654,,
66.39,632,162,22852,66.39,140,0.001,22701,0.8459153055183349,-24.668466321883663,,
,,,23000,,,0.001,22894,0.7358949907669207,-24.803555790970965,84.5,84.5
67.2,636,164,23172,67.2,140,0.001,23008,1.0629652003970063,-25.094531276769807,,
67.9,640,167,23522,67.9,140,0.001,23359,0.5435938103157177,-24.82657527923584,,
68.03,644,169,23781,68.03,140,0.001,23631,0.7458457033165166,-25.15454184214274,,
,,,24000,,,0.001,23890,1.1917512565851212,-25.40551840464274,79.2,79.2
72.58,648,171,24494,72.58,142,0.001,23962,0.6052583571937349,-25.40960619184706,,
70.1,652,175,24751,70.1,140,0.001,24584,0.5596131108927004,-25.99998393203273,,
,,,25000,,,0.001,24833,0.8853584866402513,-25.90200864857641,344.5,344.5
70.1,656,178,25064,70.1,140,,,,,,
69.4,660,180,25384,69.4,140,0.001,25191,0.3885958495198703,-26.301872952779135,,
70.57,664,183,25766,70.57,140,0.001,25601,0.7387977806497211,-26.274440638224284,,
,,,26000,,,0.001,25835,0.6067199747214157,-26.70977106961337,444.3,444.3
71.78,668,187,26122,71.78,138,0.001,25914,0.8260731385855735,-26.456281185150146,,
72.59,672,190,26457,72.59,138,0.001,26289,0.5231410160660743,-26.591433715820312,,
73.63,676,192,26818,73.63,138,0.001,26631,0.5665280618751892,-26.928347412420777,,
,,,27000,,,0.001,26889,0.5786903155524106,-27.176228886558896,96.0,96.0
74.32,680,195,27181,74.32,138,0.001,26986,0.5625307768890538,-27.027384738532863,,
76.14,684,198,27595,76.14,138,0.001,27393,0.6277967131222194,-27.04766226714512,,
,,,28000,,,0.001,27852,0.5411361987176149,-27.548032168684333,90.5,90.5
78.29,688,202,28044,78.29,138,,,,,,
80.59,692,205,28534,80.59,138,0.001,28322,0.46446849789863787,-28.023462578102393,,
,,,29000,,,0.001,28760,0.5735162753611803,-28.393702507019043,1000.0,1000.0
,,,30000,,,0.001,29760,0.6053686848282814,-29.041276382446288,1000.0,1000.0
101.45,696,222,30856,101.45,138,,,,,,
,,,31000,,,0.001,30760,0.5963560285717249,-30.192403686523438,1000.0,1000.0
,,,32000,,,0.001,31760,0.697069940507412,-31.126653450012206,1000.0,1000.0
,,,33000,,,0.001,32760,0.6348793249055743,-32.33734175872803,1000.0,1000.0
,,,34000,,,0.001,33760,0.62497798833251,-33.47232275009155,1000.0,1000.0
139.12,700,263,34856,139.12,132,,,,,,
,,,35000,,,0.001,34760,0.6648885027915239,-34.53206818771362,1000.0,1000.0
,,,36000,,,0.001,35760,0.6415721771791577,-35.506897453308106,1000.0,1000.0
,,,37000,,,0.001,36760,0.6275321830287576,-36.87451415252686,1000.0,1000.0
,,,38000,,,0.001,37760,0.5731207832172514,-38.16888198852539,1000.0,1000.0
176.75,704,305,38856,176.75,127,,,,,,
,,,39000,,,0.001,38760,0.5394448812901974,-39.04194586181641,1000.0,1000.0
,,,40000,,,0.001,39760,0.5689885738790035,-40.04726262664795,1000.0,1000.0
,,,41000,,,0.001,40760,0.6124800089895726,-40.99630104064941,1000.0,1000.0
,,,42000,,,0.001,41760,0.6928084054291248,-42.32583166503906,1000.0,1000.0
214.52,708,345,42856,214.52,124,,,,,,
,,,43000,,,0.001,42760,0.6400833865255118,-43.16491641235351,1000.0,1000.0
,,,44000,,,0.001,43760,0.6748672453388572,-44.11982411193848,1000.0,1000.0
,,,45000,,,0.001,44760,0.6429213748499751,-45.038753486633304,1000.0,1000.0
,,,46000,,,0.001,45760,0.6360568441301584,-46.1840844039917,1000.0,1000.0
252.2,712,386,46856,252.2,121,,,,,,
,,,47000,,,0.001,46760,0.605267086610198,-47.014147369384766,1000.0,1000.0
,,,48000,,,0.001,47760,0.7403114699646831,-48.09398358154297,1000.0,1000.0
,,,49000,,,0.001,48760,0.9460251237154007,-48.55082608795166,1000.0,1000.0
,,,50000,,,0.001,49760,0.9760507557988167,-49.55310536193848,1000.0,1000.0
289.88,716,427,50856,289.88,118,,,,,,
,,,51000,,,0.001,50760,1.004030646726489,-50.16921537780762,1000.0,1000.0
,,,52000,,,0.001,51760,1.135602356210351,-51.057585433959964,1000.0,1000.0
,,,53000,,,0.001,52760,1.2710960344970226,-51.97277669525146,1000.0,1000.0
,,,54000,,,0.001,53760,1.4564490480273962,-52.42160799407959,1000.0,1000.0
327.39,720,468,54856,327.39,117,,,,,,
,,,55000,,,0.001,54760,1.2738715217411518,-53.23583325958252,1000.0,1000.0
,,,56000,,,0.001,55760,1.1852865777611732,-53.87671120452881,1000.0,1000.0
,,,57000,,,0.001,56760,0.9412550165653228,-54.4656593170166,1000.0,1000.0
,,,58000,,,0.001,57760,1.0722925182431937,-55.37702714538574,1000.0,1000.0
364.75,724,508,58856,364.75,115,,,,,,
,,,59000,,,0.001,58760,1.5855651244670153,-55.844723793029786,1000.0,1000.0
,,,60000,,,0.001,59760,1.9387021133154632,-56.07658852386474,1000.0,1000.0
,,,61000,,,0.001,60760,1.7577779852151871,-56.80214574432373,1000.0,1000.0
,,,62000,,,0.001,61760,1.1949811796694993,-57.594575950622556,1000.0,1000.0
402.46,728,547,62856,402.46,114,,,,,,
,,,63000,,,0.001,62760,1.0099111640006304,-58.26951156616211,1000.0,1000.0
,,,64000,,,0.001,63760,0.9261167800426483,-58.77009587097168,1000.0,1000.0
,,,65000,,,0.001,64760,1.0050449180305003,-59.39673635101318,1000.0,1000.0
,,,66000,,,0.001,65760,0.9091242372691631,-59.97233585357666,1000.0,1000.0
440.04,732,584,66856,440.04,114,,,,,,
,,,67000,,,0.001,66760,1.2646331967711448,-60.36508023834229,1000.0,1000.0
,,,68000,,,0.001,67760,1.3076244512200355,-60.96109188842773,1000.0,1000.0
,,,69000,,,0.001,68760,1.8506015355437995,-61.53077490997315,1000.0,1000.0
,,,70000,,,0.001,69760,2.2838954792171715,-61.85408073425293,1000.0,1000.0
476.84,736,621,70856,476.84,113,,,,,,
,,,71000,,,0.001,70760,3.646506304353476,-62.29638452911377,1000.0,1000.0
,,,72000,,,0.001,71760,3.403063525170088,-63.019977577209474,1000.0,1000.0
,,,73000,,,0.001,72760,2.8671597902178765,-63.709514114379886,1000.0,1000.0
,,,74000,,,0.001,73760,3.0956952514350413,-64.13201397705078,1000.0,1000.0
513.34,740,659,74856,513.34,113,,,,,,
,,,75000,,,0.001,74760,3.753441083192825,-64.58277254486084,1000.0,1000.0
,,,76000,,,0.001,75760,4.088498536258936,-65.04633585357666,1000.0,1000.0
,,,77000,,,0.001,76760,3.687507036238909,-65.67960057830811,1000.0,1000.0
,,,78000,,,0.001,77760,5.311970672339201,-66.19874962615967,1000.0,1000.0
550.75,744,698,78856,550.75,112,,,,,,
,,,79000,,,0.001,78760,5.2900663050413135,-66.92225231933594,1000.0,1000.0
,,,80000,,,0.001,79760,3.3549306743890046,-67.25047812652588,1000.0,1000.0
,,,81000,,,0.001,80760,3.96011766988039,-67.70634200286865,1000.0,1000.0
,,,82000,,,0.001,81760,4.477841534674168,-67.83291719818115,1000.0,1000.0
583.62,748,737,82856,583.62,112,,,,,,
,,,83000,,,0.001,82760,2.682471350610256,-68.55490490722656,1000.0,1000.0
,,,84000,,,0.001,83760,2.5121912704110145,-69.0548653640747,1000.0,1000.0
,,,85000,,,0.001,84760,2.9323567927479743,-69.59236987304688,1000.0,1000.0
,,,86000,,,0.001,85760,3.8556680949032307,-69.86984453582764,1000.0,1000.0
621.05,752,778,86856,621.05,111,,,,,,
,,,87000,,,0.001,86760,6.1901808289289475,-70.1197727432251,1000.0,1000.0
,,,88000,,,0.001,87760,2.9620949045717717,-70.64022429656983,1000.0,1000.0
,,,89000,,,0.001,88760,2.732468557596207,-71.01707085418701,1000.0,1000.0
,,,90000,,,0.001,89760,5.341970761239529,-71.26761406707763,1000.0,1000.0
657.92,756,818,90856,657.92,110,,,,,,
,,,91000,,,0.001,90760,7.7092423235178,-71.1455564956665,1000.0,1000.0
,,,92000,,,0.001,91760,9.220134210646153,-71.19758796691895,1000.0,1000.0
,,,93000,,,0.001,92760,12.881412889838218,-70.47825358581542,643.1,643.1
,,,94000,,,0.001,93760,12.356647255659103,-70.54374382019043,1000.0,1000.0
694.72,760,856,94856,694.72,110,,,,,,
,,,95000,,,0.001,94760,9.578870371222497,-70.91349311065674,235.1,235.1
,,,96000,,,0.001,95283,11.78774111106478,-70.79024289887526,1000.0,1000.0
,,,97000,,,0.001,96283,12.279635862588883,-71.1694768295288,1000.0,1000.0
716.13,764,891,97379,716.13,109,,,,,,
,,,98000,,,0.001,97283,12.036670300006866,-70.89757008361816,1000.0,1000.0
,,,99000,,,0.001,98283,8.193800869643688,-71.54528437805176,1000.0,1000.0
,,,100000,,,0.001,99283,8.955911867678166,-71.86180758666993,1000.0,1000.0
,,,101000,,,0.001,100283,13.792900528669357,-71.09081089019776,1000.0,1000.0
752.57,768,937,101379,752.57,108,,,,,,
,,,102000,,,0.001,101283,14.963411040782928,-70.2505261001587,1000.0,1000.0
,,,103000,,,0.001,102283,16.397164814949036,-69.54471115112305,1000.0,1000.0
,,,104000,,,0.001,103283,17.75836113858223,-69.27783333587647,1000.0,1000.0
,,,105000,,,0.001,104283,22.646263505220414,-68.30489853668213,1000.0,1000.0
789.22,772,982,105379,789.22,107,,,,,,
,,,106000,,,0.001,105283,11.307683983147145,-69.2479164352417,1000.0,1000.0
,,,107000,,,0.001,106283,11.301683955490589,-70.84809114837647,1000.0,1000.0
,,,108000,,,0.001,107283,11.192181489229203,-71.46755424499511,1000.0,1000.0
,,,109000,,,0.001,108283,9.62147486102581,-71.45105535125732,1000.0,1000.0
825.61,776,1026,109379,825.61,106,,,,,,
,,,110000,,,0.001,109283,12.527274959445,-71.31879998779297,1000.0,1000.0
,,,111000,,,0.001,110283,11.374743417263032,-71.27051516723633,1000.0,1000.0
,,,112000,,,0.001,111283,9.889486799895764,-71.7225651473999,1000.0,1000.0
,,,113000,,,0.001,112283,6.014344080746174,-72.14223901367187,1000.0,1000.0
861.98,780,1071,113379,861.98,105,,,,,,
,,,114000,,,0.001,113283,5.148010067433119,-72.70961456298828,1000.0,1000.0
,,,115000,,,0.001,114283,7.4487078575491905,-72.93077081298829,1000.0,1000.0
,,,116000,,,0.001,115283,15.09940803039074,-72.21665002441407,1000.0,1000.0
,,,117000,,,0.001,116283,16.254016649842264,-71.6237268371582,1000.0,1000.0
897.84,784,1116,117379,897.84,105,,,,,,
,,,118000,,,0.001,117283,15.536731629014016,-72.8310890045166,1000.0,1000.0
,,,119000,,,0.001,118283,13.12276259982586,-73.33685227966309,1000.0,1000.0
,,,120000,,,0.001,119283,10.748356876701116,-73.71653833007812,1000.0,1000.0
,,,121000,,,0.001,120283,13.62691871124506,-74.12174583435059,1000.0,1000.0
933.35,788,1159,121379,933.35,104,,,,,,
,,,122000,,,0.001,121283,13.024138881325722,-74.68005465698242,1000.0,1000.0
,,,123000,,,0.001,122283,10.92524693107605,-74.56440496826171,1000.0,1000.0
,,,124000,,,0.001,123283,13.204945693135262,-74.67513185119628,1000.0,1000.0
,,,125000,,,0.001,124283,13.475238488435746,-75.04026174926757,1000.0,1000.0
968.45,792,1200,125379,968.45,104,,,,,,
,,,126000,,,0.001,125283,11.190983686983586,-75.06607859802246,1000.0,1000.0
,,,127000,,,0.001,126283,8.518935394644737,-75.60103092956543,1000.0,1000.0
,,,128000,,,0.001,127283,8.2289839078784,-76.23429402160644,1000.0,1000.0
,,,129000,,,0.001,128283,10.870973327875138,-76.0078074798584,1000.0,1000.0
985.23,796,1241,129379,985.23,104,,,,,,
,,,130000,,,0.001,129283,9.87623503780365,-76.10215469360351,1000.0,1000.0
,,,131000,,,0.001,130283,13.528127776384354,-76.18381636047363,1000.0,1000.0
,,,132000,,,0.001,131283,11.582366262555123,-76.34056117248535,1000.0,1000.0
,,,133000,,,0.001,132283,6.714138520181179,-77.32084257507324,1000.0,1000.0
985.23,800,1288,133379,985.23,103,,,,,,
,,,134000,,,0.001,133283,11.57492593586445,-77.0902721710205,1000.0,1000.0
,,,135000,,,0.001,134283,13.892759120345115,-76.09288293457031,1000.0,1000.0
,,,136000,,,0.001,135283,17.530172776341438,-76.40896508789062,1000.0,1000.0
