time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
216313,7408,1464,31.33,147,43.85949421,-15.447510719299316,216208,4.066666852860224,0.001,,
216427,7412,1464,31.34,147,43.716651260000006,-15.355637500160618,216318,3.895481335150229,0.001,,
216534,7416,1465,31.24,147,43.67312172999999,-16.254757285118103,216407,3.7830099638770607,0.001,,
216660,7420,1466,31.47,147,44.01288471,-15.51131238937378,216549,3.867285680770874,0.001,,
216807,7424,1467,31.53,147,44.17385815999999,-14.906857172648111,216664,4.0633391837279005,0.001,,
216914,7428,1468,31.04,147,43.28063706999999,-15.352409923777861,216801,3.283231728217181,0.001,,
217014,7432,1468,30.29,147,41.76391386,-15.282844126224518,216910,3.9804533220106557,0.001,,
217129,7436,1469,30.38,147,41.901464940000004,-15.429783046245575,217005,3.3498752984133633,0.001,,
217216,7440,1470,29.93,147,41.18708676,-16.105247894922893,217105,46.31288475791613,0.001,,
217312,7444,1471,29.89,147,41.06576096,-15.404874038696288,217201,5.891928604670933,0.001,,
217420,7448,1471,29.65,147,40.67400686999999,-14.89339150322808,217292,5.65983772277832,0.001,,
217571,7452,1472,29.46,147,40.549572819999995,-15.329268528864933,217445,4.551207670798669,0.001,,
217661,7456,1473,29.12,147,39.969640569999996,-15.066904173956978,217547,3.297114994790819,0.001,,
217777,7460,1474,28.88,147,39.73425968,-15.808258152008056,217658,3.0801443219184876,0.001,,
217938,7464,1474,29.33,147,40.70409322,-15.719943659646171,217781,6.154404827526638,0.001,,
218076,7468,1476,29.57,147,41.179387659999996,-15.359445254007975,217954,3.937249024709066,0.001,,
218195,7472,1476,29.58,147,41.32339793999999,-15.310001373291016,218072,3.2951852321624755,0.001,,
218306,7476,1477,29.37,147,40.978131909999995,-15.662558428446452,218197,4.180577643712362,0.001,,
218408,7480,1478,29.16,147,40.61212812,-14.928247094154358,218283,3.257276829551248,0.001,,
218528,7484,1479,29.27,147,40.79520689,-15.511061668395996,218419,3.2417306701342263,0.001,,
218645,7488,1480,29.43,147,40.966311839999996,-15.957403719425201,218535,3.501409646236535,0.001,,
218784,7492,1481,29.2,147,40.63418858,-15.29551113353056,218667,3.5707979482762955,0.001,,
218896,7496,1481,29.18,147,40.46600967,-16.07052453358968,218786,4.101319502139914,0.001,,
219021,7500,1482,29.22,147,40.26416069000001,-15.4702028127817,218913,3.694696701489962,0.001,,
219111,7504,1483,28.87,147,39.68701556,-15.72912049293518,218999,3.325880485422471,0.001,,
219215,7508,1484,29.02,147,39.786696129999996,-15.741033113919771,219095,3.19461859189547,0.001,,
219320,7512,1484,28.93,147,39.61693755,-15.22304997077355,219206,3.3651716804504392,0.001,,
219452,7516,1485,29.18,147,40.044847280000006,-14.971512508392333,219338,3.593077433736701,0.001,,
219554,7520,1486,28.94,147,39.75311009000001,-15.881678754633123,219447,3.7394202189012007,0.001,,
219663,7524,1487,28.56,147,38.83288355,-15.388191223144531,219548,3.2600711268537186,0.001,,
219779,7528,1487,28.65,147,38.971578040000004,-16.267020225524902,219652,3.8925734417779103,0.001,,
219872,7532,1488,28.58,147,38.9710837,-15.524507204691568,219752,3.3050307631492615,0.001,,
219990,7536,1489,28.61,147,38.999157,-15.295015335083008,219875,3.6618328955438404,0.001,,
220000,,,,,,-15.280155726841517,219903,3.5486078006880626,0.001,30.9,42.258076989650725
220104,7540,1490,28.88,147,39.3585048,-15.750825530604311,219985,4.650752587196155,0.001,,
220276,7544,1491,29.64,147,40.735624449999996,-16.13965216137114,220140,3.6811534393401373,0.001,,
220380,7548,1492,29.6,147,40.47048073,-15.521894264221192,220271,3.4162970900535585,0.001,,
220498,7552,1493,29.27,147,39.86385796,-15.513256129096536,220385,4.342969267708915,0.001,,
220609,7556,1493,29.48,147,40.24826835,-15.713153600692749,220493,3.8766948183377585,0.001,,
220732,7560,1494,29.55,147,40.238768060000005,-15.502469136164738,220613,4.01056366496616,0.001,,
220847,7564,1495,29.09,147,39.376548119999995,-15.449418885367256,220727,3.3891664487974986,0.001,,
220977,7568,1496,29.01,147,39.39256857,-15.661374458899864,220857,3.632842944218562,0.001,,
221119,7572,1496,29.24,147,39.80711331,-15.511767563996491,221009,4.341373350403526,0.001,,
221242,7576,1497,29.36,147,40.194161290000004,-15.481421311696371,221127,3.777338809967041,0.001,,
221359,7580,1498,29.51,147,40.37674288,-15.799805164337158,221247,5.265880107879639,0.001,,
221464,7584,1498,29.36,147,40.04790572,-15.888633114950997,221344,3.3429489224045366,0.001,,
221594,7588,1499,29.49,147,40.34829654,-15.786091123308454,221468,3.154621579817363,0.001,,
221690,7592,1500,29.06,147,39.801785280000004,-15.995499350807883,221583,3.7138276514799697,0.001,,
221794,7596,1500,28.98,147,39.704421090000004,-15.746944207411547,221688,3.8050468059686513,0.001,,
221912,7600,1501,28.91,147,39.97062442000001,-16.054507319132487,221801,3.8251845757166545,0.001,,
222015,7604,1501,29.04,147,40.07791957,-15.398200869560242,221902,3.8359277099370956,0.001,,
222152,7608,1502,29.37,147,40.74939354,-16.336412620544433,222002,3.4631757418314617,0.001,,
222298,7612,1503,29.78,147,41.677397330000005,-15.475303129716353,222180,3.696981147278187,0.001,,
222434,7616,1504,29.82,147,41.9765095,-15.421409553951687,222308,3.2929639032908846,0.001,,
222576,7620,1505,30.22,147,42.71734956,-15.781144523620606,222465,3.4866090456644696,0.001,,
222694,7624,1506,30.31,147,42.88253756,-15.647457546657986,222577,4.539672944280836,0.001,,
222805,7628,1506,30.26,147,42.78695912,-16.07927640279134,222677,3.9491315682729087,0.001,,
222904,7632,1507,30.32,147,42.83580605,-15.605013240467418,222796,3.7946596795862373,0.001,,
223041,7636,1508,30.51,147,43.293942079999994,-15.778534889221191,222914,3.8390624648646305,0.001,,
223166,7640,1509,30.62,147,43.374693019999995,-16.011835193634035,223049,3.488983464241028,0.001,,
223284,7644,1510,30.08,147,42.33143333,-15.884446804340069,223169,3.6743831634521484,0.001,,
223379,7648,1510,29.99,147,42.23305517,-15.140755573908487,223270,3.934775435406229,0.001,,
223544,7652,1511,30.46,147,42.85597871,-15.761065028962635,223431,3.414399027824402,0.001,,
223634,7656,1512,30.25,147,42.57367231999999,-16.018211711536754,223521,4.569937073666116,0.001,,
