time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4158,180,27,22.16,151,24.55863456,-8.427114767186781,4036,0.6513045885983635,0.001,,
4230,184,27,21.72,151,24.221839590000005,-8.377609372138977,4131,0.70186922326684,0.001,,
4306,188,28,21.97,151,24.521271579999997,-8.702190240224203,4194,0.7411192208528519,0.001,,
4409,192,29,20.84,151,23.293289149999996,-8.225113179948595,4300,0.6138502745067372,0.001,,
4542,196,30,21.49,150,24.340675729999997,-8.529112625122071,4437,0.660787246390885,0.001,,
4623,200,30,21.6,150,24.500524840000004,-8.920998764038085,4520,0.6660951897501945,0.001,,
4697,204,31,21.38,150,24.23565071,-8.734241962432861,4594,0.7432918082112852,0.001,,
4807,208,31,21.64,150,24.51590092,-8.788681745529175,4701,0.7767145733038584,0.001,,
4880,212,32,21.42,150,24.277425110000003,-8.948068692133976,4777,0.6784793390677526,0.001,,
4968,216,32,21.68,150,24.4309112,-9.266756057739258,4862,0.8633918911218643,0.001,,
5000,,,,,,-8.741751352945963,4881,0.7683584784206591,0.001,25.5,29.61608631387353
5080,220,34,21.8,148,24.538767249999996,-8.913196987575954,4961,0.7484939164585538,0.001,,
5153,224,34,21.84,148,24.589732149999996,-8.851782162984213,5049,0.713041462832027,0.001,,
5231,228,35,21.85,148,24.51941441,-8.820916056632996,5117,0.7580972506719477,0.001,,
5321,232,36,22.09,147,24.84441358999999,-8.986843395233155,5220,0.9077822299380052,0.001,,
5415,236,36,22.4,148,25.104411939999995,-9.16126267115275,5294,0.7971848664076432,0.001,,
5589,240,37,23.42,148,26.147564230000004,-9.043449819087982,5451,0.8196045909867142,0.001,,
5677,244,38,23.6,147,26.407656469999996,-9.474341120038714,5574,0.6648888954749475,0.001,,
5772,248,39,23.97,147,26.849817930000004,-9.34139364415949,5653,0.8910603808320087,0.001,,
5841,252,39,23.68,147,26.530447100000007,-9.373025046454536,5734,0.9186237752437592,0.001,,
6003,256,40,24.17,148,27.293622329999998,-9.168734192848206,5842,1.0246741521743037,0.001,,
6111,260,41,24.39,148,27.45431727,-9.148581283433098,6004,0.999050603129647,0.001,,
6192,264,41,24.13,148,27.332459229999994,-9.67258358001709,6085,1.01396963596344,0.001,,
6297,268,42,24.3,148,27.459713399999995,-9.481466929117838,6193,0.9487633936935,0.001,,
6370,272,42,24.08,148,27.134311809999996,-9.485157754686144,6266,0.9535999827914767,0.001,,
6441,276,43,23.91,148,27.04955609,-9.489278520856585,6339,1.1662031667573112,0.001,,
6568,280,44,24.1,148,27.253697260000003,-9.543751994768778,6462,1.0651109383461324,0.001,,
6635,284,44,24.05,148,27.208538249999997,-9.233943419022994,6533,1.1683105528354645,0.001,,
6757,288,45,24.51,149,27.499520479999997,-9.777844217088488,6650,1.1601288318634033,0.001,,
6899,292,46,24.9,149,27.62040018,-9.7593994140625,6779,1.1867569202468509,0.001,,
7043,296,46,25.01,150,27.339072169999998,-9.419929504394531,6884,1.0548410005867481,0.001,,
7125,300,47,25.02,149,27.368376709999993,-9.463256699698311,7020,1.1836815430567815,0.001,,
7253,304,48,25.56,150,27.65204732,-9.890370547771454,7146,1.0762066934257746,0.001,,
7388,308,49,25.81,150,28.14673287,-9.652278924599672,7286,1.1971219940619036,0.001,,
7474,312,49,25.94,150,28.17110249,-9.523468971252441,7366,1.0460115545674373,0.001,,
7586,316,50,26.18,149,28.38225588,-9.71719045639038,7480,1.1905007809400558,0.001,,
7697,320,51,26.17,149,28.389838539999996,-9.49271011352539,7587,1.4396460977467624,0.001,,
7776,324,51,26.23,149,28.48296391,-9.72133700052897,7670,1.2709464456724084,0.001,,
7878,328,52,26.47,149,28.726430650000008,-10.015522349964488,7767,1.3790849188099736,0.001,,
7985,332,53,26.64,149,28.578221599999996,-9.669784355163575,7870,1.276516355966267,0.001,,
8174,336,54,27.59,150,29.694136169999997,-10.022791767120362,7972,1.6712431844912077,0.001,,
8241,340,55,26.52,149,28.626855289999998,-9.998452305793762,8135,1.2452196233412798,0.001,,
8334,344,55,26.57,149,28.81319945,-9.454132843017579,8207,1.1110020137968517,0.001,,
8449,348,56,26.77,149,29.11643693,-9.894756044660296,8336,1.1141577873911177,0.001,,
8567,352,57,27.26,149,29.458017370000004,-10.192139053344727,8458,1.2891489657862434,0.001,,
8661,356,58,26.58,149,28.861933800000003,-9.820361354134299,8555,1.287059211730957,0.001,,
8735,360,58,26.24,149,28.381872519999998,-10.095337337917751,8627,1.3057926760779486,0.001,,
8825,364,59,26.33,149,28.24389485,-10.172444502512613,8720,1.184072417517503,0.001,,
8915,368,59,26.18,148,28.01121495,-10.029220072428386,8809,1.1856906856259992,0.001,,
9004,372,60,26.34,148,28.15550048,-10.200166583061218,8899,1.3355337381362915,0.001,,
9104,376,61,26.63,149,28.389496040000004,-10.06956620649858,8976,1.3815860612825914,0.001,,
9187,380,61,26.19,148,27.975140159999995,-10.348821216159397,9078,1.4123577861224903,0.001,,
9278,384,62,26.43,148,28.091801640000003,-10.08304500579834,9173,1.2498838336844194,0.001,,
9358,388,63,26.01,148,27.874980080000004,-9.91343862360174,9254,1.5154340040116083,0.001,,
9450,392,63,25.51,148,27.551734099999997,-9.911969502766928,9328,1.317853215862723,0.001,,
9572,396,64,25.29,148,27.528197650000003,-10.174433889843169,9469,1.5520755773366883,0.001,,
9671,400,65,25.46,148,27.34039993,-10.288991110665458,9556,1.463846267688842,0.001,,
9773,404,65,25.2,148,26.93075347,-9.744999143812391,9670,1.6041138592888327,0.001,,
9892,408,66,25.04,148,26.424442689999996,-10.154540920257569,9788,1.733514992814315,0.001,,
10000,,,,,,-10.023028934703154,9902,1.391766773931908,0.001,21.7,20.412877285480498
10007,412,67,25.33,147,26.60356581,,,,,,
