rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
163.13,152,16608,133,124,164.04,,,,,,
,,17000,,,,-19.352413326263427,16513,1.0787297657132149,0.001,1000.0,1000.0
,,18000,,,,-20.065049293518065,17513,1.5953136576414109,0.001,1000.0,1000.0
,,19000,,,,-20.490584442138672,18513,2.2831438299417495,0.001,1000.0,1000.0
,,20000,,,,-21.07637059402466,19513,1.8116178160607814,0.001,1000.0,1000.0
203.05,156,20608,127,161,203.92,,,,,,
,,21000,,,,-22.331347831726074,20513,1.3986912789046764,0.001,1000.0,1000.0
,,22000,,,,-22.872441486358642,21513,1.3566819782853126,0.001,1000.0,1000.0
,,23000,,,,-23.50728573989868,22513,1.4913898684680462,0.001,1000.0,1000.0
,,24000,,,,-24.560579402923583,23513,1.6430522932112217,0.001,1000.0,1000.0
242.91,160,24608,124,198,243.74,,,,,,
,,25000,,,,-25.663603385925292,24513,1.4446139450967312,0.001,1000.0,1000.0
,,26000,,,,-26.13937539291382,25513,1.3092616560906172,0.001,1000.0,1000.0
,,27000,,,,-26.44645849990845,26513,1.2837439651489257,0.001,1000.0,1000.0
,,28000,,,,-26.805705192565917,27513,1.551588503986597,0.001,1000.0,1000.0
282.44,164,28608,121,235,283.23,,,,,,
,,29000,,,,-27.36099178791046,28833,1.5779341438785195,0.001,1000.0,1000.0
,,30000,,,,-27.408503604888917,29833,1.7386668498516082,0.001,1000.0,1000.0
,,31000,,,,-28.199307651519774,30833,1.6486675788164138,0.001,1000.0,1000.0
311.16,168,31928,120,264,311.92,,,,,,
,,32000,,,,-28.804508655548094,31833,1.8276424831449984,0.001,1000.0,1000.0
,,33000,,,,-29.246904220581055,32833,2.1099831762313843,0.001,1000.0,1000.0
,,34000,,,,-30.280439891815185,33833,2.145196946889162,0.001,1000.0,1000.0
,,35000,,,,-31.309151863098144,34833,2.1083101576566694,0.001,1000.0,1000.0
347.5,172,35928,119,300,348.22,,,,,,
,,36000,,,,-32.11709451293945,35833,2.0794398271739483,0.001,1000.0,1000.0
,,37000,,,,-33.10790346908569,36833,2.0091776969432833,0.001,1000.0,1000.0
,,38000,,,,-34.270073909759525,37833,1.558381006807089,0.001,1000.0,1000.0
,,39000,,,,-35.32694255065918,38833,1.7188399122655391,0.001,1000.0,1000.0
384.46,176,39928,118,336,385.14,,,,,,
,,40000,,,,-36.198653869628906,39833,2.0516577137708665,0.001,1000.0,1000.0
,,41000,,,,-37.170615036010744,40833,1.9458819987475873,0.001,1000.0,1000.0
,,42000,,,,-38.29228008270264,41833,1.758621065825224,0.001,1000.0,1000.0
,,43000,,,,-38.976146102905275,42833,2.1235973680913447,0.001,1000.0,1000.0
420.11,180,43928,117,373,420.75,,,,,,
,,44000,,,,-39.79784018707275,43833,2.0615213597118855,0.001,1000.0,1000.0
,,45000,,,,-40.5271272354126,44833,1.8682452032864094,0.001,1000.0,1000.0
,,46000,,,,-41.539628776550295,45833,1.9209667281508447,0.001,1000.0,1000.0
,,47000,,,,-42.048136878967284,46833,2.2905099116861822,0.001,1000.0,1000.0
455.09,184,47928,117,408,455.69,,,,,,
,,48000,,,,-42.90446506500244,47833,2.0572031219899656,0.001,1000.0,1000.0
,,49000,,,,-43.49541973114014,48833,1.8636108779907226,0.001,1000.0,1000.0
,,50000,,,,-44.598677528381344,49833,1.7428282932937145,0.001,1000.0,1000.0
,,51000,,,,-45.056815925598144,50833,1.9549708820283414,0.001,1000.0,1000.0
490.65,188,51928,116,443,491.21,,,,,,
,,52000,,,,-45.821406021118165,51833,2.060312482625246,0.001,1000.0,1000.0
,,53000,,,,-46.599179138183594,52833,1.7808836252391338,0.001,1000.0,1000.0
,,54000,,,,-47.28740625,53833,2.0026054840236904,0.001,1000.0,1000.0
,,55000,,,,-47.83499263763428,54833,2.006269425481558,0.001,1000.0,1000.0
526.45,192,55928,116,480,526.97,,,,,,
,,56000,,,,-48.3848683013916,55833,1.59464409917593,0.001,1000.0,1000.0
,,57000,,,,-49.20532787322998,56833,1.4686191023886204,0.001,1000.0,1000.0
,,58000,,,,-50.027009475708006,57833,1.421905738532543,0.001,1000.0,1000.0
,,59000,,,,-50.63274530792236,58833,1.7647276700735093,0.001,1000.0,1000.0
562.34,196,59928,115,521,562.82,,,,,,
,,60000,,,,-51.33322983551025,59833,2.1974546220600604,0.001,1000.0,1000.0
,,61000,,,,-51.850022605895994,60833,2.299439651966095,0.001,1000.0,1000.0
,,62000,,,,-51.988760162353515,61833,4.940277512311935,0.001,1000.0,1000.0
,,63000,,,,-52.21099161529541,62833,6.093144453763962,0.001,1000.0,1000.0
598.05,200,63928,113,562,598.49,,,,,,
,,64000,,,,-52.60417259216309,63833,4.122117801964283,0.001,1000.0,1000.0
,,65000,,,,-52.77417652893067,64833,4.08013531589508,0.001,1000.0,1000.0
,,66000,,,,-53.709044288635255,65833,4.960659644901752,0.001,1000.0,1000.0
,,67000,,,,-54.02593910217285,66833,5.37037999200821,0.001,1000.0,1000.0
634.44,204,67928,112,603,634.84,,,,,,
,,68000,,,,-54.45971004486084,67833,6.386394769310951,0.001,1000.0,1000.0
,,69000,,,,-54.781679092407224,68833,5.179750525295734,0.001,1000.0,1000.0
,,70000,,,,-55.55155911254883,69833,3.226090385764837,0.001,1000.0,1000.0
,,71000,,,,-56.19884622192383,70833,2.2444082172214985,0.001,1000.0,1000.0
670.82,208,71928,110,648,671.18,,,,,,
,,72000,,,,-56.637141723632816,71833,2.6263608694970606,0.001,1000.0,1000.0
,,73000,,,,-57.331417655944826,72833,2.4308275910317896,0.001,1000.0,1000.0
,,74000,,,,-57.7848724899292,73833,2.8773948506116866,0.001,1000.0,1000.0
,,75000,,,,-58.14729922485351,74833,2.388510380744934,0.001,1000.0,1000.0
707.54,212,75928,109,693,707.86,,,,,,
,,76000,,,,-59.020725608825686,75833,1.6017541404366493,0.001,1000.0,1000.0
,,77000,,,,-59.75784761047363,76833,1.2866025158017873,0.001,1000.0,1000.0
,,78000,,,,-60.28912913513184,77833,1.1605240878164769,0.001,1000.0,1000.0
,,79000,,,,-60.81432775115967,78833,1.2626691460609436,0.001,1000.0,1000.0
744.19,216,79928,108,739,744.47,,,,,,
,,80000,,,,-61.134629577636716,79833,1.2183469270467757,0.001,1000.0,1000.0
,,81000,,,,-61.47669314575195,80833,1.287422304958105,0.001,1000.0,1000.0
,,82000,,,,-61.51751776885986,81833,1.589872551947832,0.001,1000.0,1000.0
,,83000,,,,-62.2636731338501,82833,1.8644349822103978,0.001,1000.0,1000.0
781.02,220,83928,106,785,781.26,,,,,,
,,84000,,,,-62.85868976593017,83833,1.5082459594607354,0.001,1000.0,1000.0
,,85000,,,,-63.264578483581545,84833,1.828871376544237,0.001,1000.0,1000.0
,,86000,,,,-63.653228492736815,85833,1.9071600367426873,0.001,1000.0,1000.0
,,87000,,,,-64.2243802871704,86833,1.573226709932089,0.001,1000.0,1000.0
817.61,224,87928,105,830,817.81,,,,,,
,,88000,,,,-64.47584505462646,87833,1.5740534794032575,0.001,1000.0,1000.0
,,89000,,,,-64.88712953948975,88833,1.7753246600031853,0.001,1000.0,1000.0
,,90000,,,,-65.64203704071045,89833,1.8977311596870423,0.001,1000.0,1000.0
,,91000,,,,-66.13502279663086,90833,1.5767497531175614,0.001,1000.0,1000.0
853.79,228,91928,104,876,853.95,,,,,,
,,92000,,,,-66.39740180969238,91833,1.5623170298933984,0.001,1000.0,1000.0
,,93000,,,,-67.01889570617676,92833,1.3655003811120987,0.001,1000.0,1000.0
,,94000,,,,-67.42882029724122,93833,1.3772307728230953,0.001,1000.0,1000.0
,,95000,,,,-67.52166213989258,94833,2.005141086280346,0.001,1000.0,1000.0
890.28,232,95928,103,922,890.4,,,,,,
,,96000,,,,-67.74459770965576,95833,1.6135446200668813,0.001,1000.0,1000.0
,,97000,,,,-68.04075879669189,96833,1.1659199167788028,0.001,1000.0,1000.0
,,98000,,,,-68.83037010192871,97833,1.1365307816416026,0.001,1000.0,1000.0
,,99000,,,,-69.00949308776856,98833,1.446319098904729,0.001,1000.0,1000.0
917.96,236,99928,103,968,918.05,,,,,,
,,100000,,,,-69.15900331878662,99833,1.39429765753448,0.001,1000.0,1000.0
,,101000,,,,-69.26950742340088,100833,2.340374914586544,0.001,1000.0,1000.0
,,102000,,,,-69.47232612609864,101833,2.44303201469779,0.001,1000.0,1000.0
,,103000,,,,-69.58082830047607,102833,2.723418480992317,0.001,1000.0,1000.0
955.98,240,103928,102,1014,956.03,,,,,,
,,104000,,,,-70.13083280944824,103833,5.369261131644249,0.001,1000.0,1000.0
,,105000,,,,-70.57452661895752,104833,4.35563319337368,0.001,1000.0,1000.0
,,106000,,,,-70.70312053680419,105833,4.495053465485573,0.001,1000.0,1000.0
,,107000,,,,-70.67333184814453,106833,7.1216580250263215,0.001,1000.0,1000.0
993.19,244,107928,101,1061,993.2,,,,,,
,,108000,,,,-71.284010055542,107833,3.5826473719775676,0.001,1000.0,1000.0
,,109000,,,,-70.97631893920898,108833,2.939289660334587,0.001,1000.0,1000.0
,,110000,,,,-71.3950778427124,109833,2.7138554674685,0.001,1000.0,1000.0
,,111000,,,,-71.57244454956054,110833,2.6194647866785528,0.001,1000.0,1000.0
993.19,248,111928,101,1106,993.2,,,,,,
,,112000,,,,-72.3091799621582,111833,2.9000676417052746,0.001,1000.0,1000.0
,,113000,,,,-72.453497756958,112833,3.507849267721176,0.001,1000.0,1000.0
,,114000,,,,-72.83680418395996,113833,6.494579817414284,0.001,1000.0,1000.0
,,115000,,,,-73.02421842956542,114833,4.4228795046210285,0.001,1000.0,1000.0
993.19,252,115928,100,1151,993.2,,,,,,
,,116000,,,,-73.05323699951173,115833,2.5886645447313787,0.001,1000.0,1000.0
,,117000,,,,-73.1926802368164,116833,2.772174443423748,0.001,1000.0,1000.0
,,118000,,,,-73.49310685729981,117833,4.568657649695873,0.001,1000.0,1000.0
,,119000,,,,-73.3784642944336,118833,5.059781100273132,0.001,1000.0,1000.0
993.19,256,119928,100,1198,993.2,,,,,,
,,120000,,,,-73.7719441986084,119833,3.0603542860150337,0.001,1000.0,1000.0
,,121000,,,,-74.24117613220214,120833,2.086206538900733,0.001,1000.0,1000.0
,,122000,,,,-74.72055145263671,121833,2.5404723896682264,0.001,1000.0,1000.0
,,123000,,,,-74.61431640625,122833,4.123036872446537,0.001,1000.0,1000.0
993.19,260,123928,99,1245,993.2,,,,,,
,,124000,,,,-74.4211622467041,123833,7.090543169438839,0.001,1000.0,1000.0
,,125000,,,,-74.45642224121094,124833,6.865409458577633,0.001,1000.0,1000.0
,,126000,,,,-73.95427700805664,125833,6.279018270015716,0.001,1000.0,1000.0
,,127000,,,,-74.4133369140625,126833,8.859645080268383,0.001,1000.0,1000.0
993.19,264,127928,98,1293,993.2,,,,,,
,,128000,,,,-74.07616729736328,127833,15.085600475549699,0.001,1000.0,1000.0
,,129000,,,,-73.80291156005859,128833,17.307965776205062,0.001,1000.0,1000.0
,,130000,,,,-73.50544328308105,129833,17.65910357117653,0.001,1000.0,1000.0
,,131000,,,,-72.75802342224121,130833,17.20657629609108,0.001,1000.0,1000.0
1000.0,268,131928,98,1340,1000.0,,,,,,
,,132000,,,,-73.06086657714843,131833,13.249863947868347,0.001,1000.0,1000.0
,,133000,,,,-73.24625666809082,132833,10.077595284700394,0.001,1000.0,1000.0
,,134000,,,,-73.66512638854981,133833,10.489398059725762,0.001,1000.0,1000.0
,,135000,,,,-73.90951708984375,134833,10.442830406785012,0.001,1000.0,1000.0
1000.0,272,135928,98,1386,1000.0,,,,,,
,,136000,,,,-74.20508363342284,135833,5.626044102787971,0.001,1000.0,1000.0
,,137000,,,,-74.48617037963866,136833,4.784790064811706,0.001,1000.0,1000.0
,,138000,,,,-74.96895330810547,137833,4.357819632589817,0.001,1000.0,1000.0
,,139000,,,,-75.10170036315918,138833,3.2120166817605496,0.001,1000.0,1000.0
1000.0,276,139928,97,1433,1000.0,,,,,,
,,140000,,,,-75.33899755859375,139833,3.368993534177542,0.001,1000.0,1000.0
,,141000,,,,-75.07017372131348,140833,3.714404236763716,0.001,1000.0,1000.0
,,142000,,,,-75.30709977722168,141833,2.7392944113314153,0.001,1000.0,1000.0
,,143000,,,,-75.67690797424316,142833,2.356587730139494,0.001,1000.0,1000.0
1000.0,280,143928,97,1483,1000.0,,,,,,
,,144000,,,,-75.82396594238281,143833,2.8973301202356816,0.001,1000.0,1000.0
,,145000,,,,-75.69633279418946,144833,3.6487473597824573,0.001,1000.0,1000.0
,,146000,,,,-75.98012350463867,145833,2.7105553350150586,0.001,1000.0,1000.0
,,147000,,,,-76.20478332519531,146833,2.480456736892462,0.001,1000.0,1000.0
1000.0,284,147928,96,1530,1000.0,,,,,,
,,148000,,,,-76.37992051696777,147833,2.5991613299101592,0.001,1000.0,1000.0
,,149000,,,,-76.58427763366699,148833,1.7035332911014558,0.001,1000.0,1000.0
,,150000,,,,-76.60309870910645,149833,2.47990472304821,0.001,1000.0,1000.0
,,151000,,,,-76.86977281188965,150833,2.3920146942436693,0.001,1000.0,1000.0
1000.0,288,151928,96,1576,1000.0,,,,,,
,,152000,,,,-77.08547053527832,151833,2.000821882620454,0.001,1000.0,1000.0
,,153000,,,,-77.41460592651367,152833,1.4664448771178722,0.001,1000.0,1000.0
,,154000,,,,-77.52168966674805,153833,1.6186266406327485,0.001,1000.0,1000.0
,,155000,,,,-77.53075088500977,154833,1.4859214629530906,0.001,1000.0,1000.0
1000.0,292,155928,96,1623,1000.0,,,,,,
,,156000,,,,-77.81521073913574,155833,1.1466259834170343,0.001,1000.0,1000.0
,,157000,,,,-78.18315907287598,156833,1.866900687724352,0.001,1000.0,1000.0
,,158000,,,,-78.16417126464843,157833,2.294833394140005,0.001,1000.0,1000.0
,,159000,,,,-78.34417810058594,158833,2.3380703697800636,0.001,1000.0,1000.0
1000.0,296,159928,95,1672,1000.0,,,,,,
,,160000,,,,-78.70225616455077,159833,1.6411175521612167,0.001,1000.0,1000.0
,,161000,,,,-78.7160151977539,160833,2.7201806830614803,0.001,1000.0,1000.0
,,162000,,,,-78.85377491760254,161833,4.075112882137298,0.001,1000.0,1000.0
,,163000,,,,-78.90998356628418,162833,3.908163228034973,0.001,1000.0,1000.0
1000.0,300,163928,95,1720,1000.0,,,,,,
,,164000,,,,-79.0029829711914,163833,4.871568987935781,0.001,1000.0,1000.0
,,165000,,,,-79.23556520080567,164833,5.935703020453453,0.001,1000.0,1000.0
,,166000,,,,-79.38124272155761,165833,5.872010283321142,0.001,1000.0,1000.0
,,167000,,,,-79.53431666564941,166833,6.362526028424502,0.001,1000.0,1000.0
1000.0,304,167928,94,1768,1000.0,,,,,,
,,168000,,,,-79.69375961303712,167833,4.923554981708526,0.001,1000.0,1000.0
,,169000,,,,-79.99234658813477,168833,3.3822989577353,0.001,1000.0,1000.0
,,170000,,,,-80.40230020141601,169833,3.735066926300526,0.001,1000.0,1000.0
,,171000,,,,-80.46644120788574,170833,5.072154239326715,0.001,1000.0,1000.0
1000.0,308,171928,94,1815,1000.0,,,,,,
,,172000,,,,-80.65879866027832,171833,9.381871933490038,0.001,1000.0,1000.0
,,173000,,,,-80.66509629821778,172833,7.954008062660694,0.001,1000.0,1000.0
,,174000,,,,-80.84040991210938,173833,6.850986671745777,0.001,1000.0,1000.0
,,175000,,,,-80.54501280212402,174833,6.831896863877773,0.001,1000.0,1000.0
1000.0,312,175928,94,1864,1000.0,,,,,,
,,176000,,,,-80.69595907592773,175833,6.609985530793667,0.001,1000.0,1000.0
,,177000,,,,-80.54240002441406,176833,5.494013251453638,0.001,1000.0,1000.0
,,178000,,,,-80.57334510803223,177833,4.801948822796345,0.001,1000.0,1000.0
,,179000,,,,-80.53331213378907,178833,4.6828760091662405,0.001,1000.0,1000.0
1000.0,316,179928,93,1915,1000.0,,,,,,
,,180000,,,,-80.59383511352539,179833,4.768734386235476,0.001,1000.0,1000.0
,,181000,,,,-80.54198774719238,180833,6.821604875385761,0.001,1000.0,1000.0
,,182000,,,,-80.6023260192871,181833,5.274776728272438,0.001,1000.0,1000.0
,,183000,,,,-80.6066251525879,182833,5.988245711326599,0.001,1000.0,1000.0
1000.0,320,183928,93,1964,1000.0,,,,,,
,,184000,,,,-80.5704348449707,183833,6.382862046182155,0.001,1000.0,1000.0
,,185000,,,,-80.589780960083,184833,9.093449834883213,0.001,1000.0,1000.0
,,186000,,,,-80.69620666503906,185833,11.851698236227035,0.001,1000.0,1000.0
,,187000,,,,-81.11882077026367,186833,10.507060685396194,0.001,1000.0,1000.0
1000.0,324,187928,93,2012,1000.0,,,,,,
,,188000,,,,-81.31224192810059,187833,11.170307863712312,0.001,1000.0,1000.0
,,189000,,,,-81.2678475189209,188833,15.382470301866531,0.001,1000.0,1000.0
,,190000,,,,-81.00836363220215,189833,24.98906512260437,0.001,1000.0,1000.0
,,191000,,,,-81.03508131408691,190833,26.656497314691542,0.001,1000.0,1000.0
1000.0,328,191928,93,2057,1000.0,,,,,,
,,192000,,,,-81.10298707580566,191833,29.263720113039017,0.001,1000.0,1000.0
,,193000,,,,-81.37959616088867,192833,29.78023081445694,0.001,1000.0,1000.0
,,194000,,,,-81.45300366210938,193833,29.709048357248307,0.001,1000.0,1000.0
,,195000,,,,-81.90003504943847,194833,22.046584129095077,0.001,1000.0,1000.0
1000.0,332,195928,92,2107,1000.0,,,,,,
,,196000,,,,-82.5053331604004,195833,12.383656834900378,0.001,1000.0,1000.0
,,197000,,,,-83.12353440856934,196833,4.57638744983077,0.001,1000.0,1000.0
,,198000,,,,-83.7088443145752,197833,3.136080605983734,0.001,1000.0,1000.0
,,199000,,,,-83.89411344909668,198833,5.750583576083184,0.001,1000.0,1000.0
1000.0,336,199928,92,2157,1000.0,,,,,,
,,200000,,,,-83.99579180908204,199833,4.841118818849325,0.001,1000.0,1000.0
,,201000,,,,-84.34962530517578,200833,3.0725967449843883,0.001,1000.0,1000.0
,,202000,,,,-84.42913403320313,201833,2.058784023270011,0.001,1000.0,1000.0
,,203000,,,,-84.56644889831543,202833,2.8400149374753236,0.001,1000.0,1000.0
1000.0,340,203928,92,2206,1000.0,,,,,,
,,204000,,,,-84.51579566955566,203833,3.340097582757473,0.001,1000.0,1000.0
,,205000,,,,-84.3645658569336,204833,2.9676878325790166,0.001,1000.0,1000.0
,,206000,,,,-84.105,205833,1.9509536920040846,0.001,1000.0,1000.0
,,207000,,,,-84.29727262878419,206833,2.0653211622461676,0.001,1000.0,1000.0
1000.0,344,207928,92,2258,1000.0,,,,,,
,,208000,,,,-84.14929472351074,207833,1.6661092818453909,0.001,1000.0,1000.0
,,209000,,,,-84.25740303039551,208833,1.2004177558794618,0.001,1000.0,1000.0
,,210000,,,,-84.50390431213378,209833,1.3258105878159403,0.001,1000.0,1000.0
,,211000,,,,-84.63475857543945,210833,1.5659680756777525,0.001,1000.0,1000.0
1000.0,348,211928,91,2309,1000.0,,,,,,
,,212000,,,,-84.73242860412597,211833,1.9725394513905048,0.001,1000.0,1000.0
,,213000,,,,-84.76005297851563,212833,2.1853025652468205,0.001,1000.0,1000.0
,,214000,,,,-84.5961436920166,213833,2.618831605359912,0.001,1000.0,1000.0
,,215000,,,,-84.60820286560059,214833,1.9876203863620758,0.001,1000.0,1000.0
1000.0,352,215928,91,2357,1000.0,,,,,,
,,216000,,,,-84.43564993286132,215833,1.7953888070881368,0.001,1000.0,1000.0
,,217000,,,,-84.48763717651367,216833,1.6593612802028657,0.001,1000.0,1000.0
,,218000,,,,-84.47725175476074,217833,1.4646348945349454,0.001,1000.0,1000.0
,,219000,,,,-84.40864588928223,218833,1.8791975433826447,0.001,1000.0,1000.0
1000.0,356,219928,91,2405,1000.0,,,,,,
,,220000,,,,-84.6834271697998,219833,1.3590935349687934,0.001,1000.0,1000.0
,,221000,,,,-84.63184049987792,220833,1.1521060981079936,0.001,1000.0,1000.0
,,222000,,,,-84.59485635375977,221833,1.5156911696717144,0.001,1000.0,1000.0
,,223000,,,,-84.77079847717285,222833,1.7261401249840855,0.001,1000.0,1000.0
1000.0,360,223928,91,2454,1000.0,,,,,,
,,224000,,,,-85.04055003356933,223833,1.3161905265673994,0.001,1000.0,1000.0
,,225000,,,,-84.87689218139649,224833,1.4945619906708598,0.001,1000.0,1000.0
,,226000,,,,-85.11297550964356,225833,2.194719932347536,0.001,1000.0,1000.0
,,227000,,,,-85.0922427368164,226833,3.3516811640560626,0.001,1000.0,1000.0
1000.0,364,227928,91,2502,1000.0,,,,,,
,,228000,,,,-85.15405596923829,227833,3.988485586881638,0.001,1000.0,1000.0
,,229000,,,,-85.05965069580078,228833,5.013631863683462,0.001,1000.0,1000.0
,,230000,,,,-84.73369651794434,229833,7.837354045510292,0.001,1000.0,1000.0
,,231000,,,,-84.6201782836914,230833,5.526372889071703,0.001,1000.0,1000.0
1000.0,368,231928,90,2551,1000.0,,,,,,
,,232000,,,,-84.82568371582032,231833,3.9150565784871576,0.001,1000.0,1000.0
,,233000,,,,-85.11405424499512,232833,4.479651399210096,0.001,1000.0,1000.0
,,234000,,,,-85.25096406555176,233833,3.643832813680172,0.001,1000.0,1000.0
,,235000,,,,-85.29391510009765,234833,2.856233675017953,0.001,1000.0,1000.0
1000.0,372,235928,90,2599,1000.0,,,,,,
,,236000,,,,-85.38527278137207,235833,4.61694230529666,0.001,1000.0,1000.0
,,237000,,,,-85.49775956726074,236833,6.353164550960064,0.001,1000.0,1000.0
,,238000,,,,-85.06120378112793,237833,6.560123635470867,0.001,1000.0,1000.0
,,239000,,,,-85.3418279876709,238833,8.12502606868744,0.001,1000.0,1000.0
1000.0,376,239928,90,2647,1000.0,,,,,,
,,240000,,,,-85.45905593872071,239833,8.984890553593635,0.001,1000.0,1000.0
,,241000,,,,-84.9801261138916,240833,11.996836825370789,0.001,1000.0,1000.0
,,242000,,,,-85.01890734863281,241833,12.67519946193695,0.001,1000.0,1000.0
,,243000,,,,-84.592359085083,242833,15.318311350345612,0.001,1000.0,1000.0
1000.0,380,243928,90,2693,1000.0,,,,,,
,,244000,,,,-84.3675266418457,243833,28.048654422044756,0.001,1000.0,1000.0
,,245000,,,,-84.00223315429687,244833,54.177027605056765,0.001,1000.0,1000.0
,,246000,,,,-82.24102494812011,245833,67.74833412456512,0.001,1000.0,1000.0
,,247000,,,,-80.37184956359863,246833,86.9593191204071,0.001,1000.0,1000.0
1000.0,384,247928,90,2735,1000.0,,,,,,
,,248000,,,,-78.14432426452636,247833,94.00516209220886,0.001,1000.0,1000.0
,,249000,,,,-77.7411759338379,248833,67.49729497146606,0.001,1000.0,1000.0
,,250000,,,,-78.2309555053711,249833,62.61561897325516,0.001,1000.0,1000.0
,,251000,,,,-79.20721415710449,250833,34.93001753473282,0.001,1000.0,1000.0
1000.0,388,251928,90,2778,1000.0,,,,,,
,,252000,,,,-79.8143683013916,251833,35.92850895285606,0.001,1000.0,1000.0
