rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/explained_variance,train/std,train/clip_fraction,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,eval/mean_reward,eval/mean_ep_length
77519.17325565999,134,505856,247,3747,1000.0,,,,,,,,,,,,,
77619.62181797001,135,507904,248,3752,1000.0,2.4437904357910156e-06,0.7084546089172363,0.518310546875,0.0003,857843.25,2470,1853312.67109375,0.2,-18.213411515951158,-0.10212630996247754,0.12703328,,
77540.02703802001,135,509952,249,3757,1000.0,1.1086463928222656e-05,0.7077053189277649,0.52255859375,0.0003,557378.875,2480,1019721.971875,0.2,-18.182854974269866,-0.08369913287169765,0.14257827,,
,,510000,,,,2.384185791015625e-07,0.7083508372306824,0.52763671875,0.0003,442248.9375,2490,999432.5283203125,0.2,-18.190230482816695,-0.0907015677250456,0.14246266,77884.29625139237,1000.0
77509.86644648999,134,512000,250,3795,1000.0,,,,,,,,,,,,,
77133.22888302,135,514048,251,3800,1000.0,0.0,0.7077109217643738,0.5115234375,0.0003,583626.625,2500,1286400.7357421876,0.2,-18.1850588619709,-0.09144591506337747,0.12819853,,
,,515000,,,,0.0,0.7061778903007507,0.549462890625,0.0003,570670.5,2510,1144925.7169921875,0.2,-18.154586976766588,-0.09640352526912466,0.15467682,79519.0229549408,1000.0
77342.45644454,134,516096,252,3837,1000.0,,,,,,,,,,,,,
77127.76273701999,134,518144,253,3842,1000.0,5.304813385009766e-06,0.7049880623817444,0.5072265625,0.0003,769083.25,2520,1593069.272265625,0.2,-18.127738416194916,-0.09635180283803493,0.11870646,,
,,520000,,,,0.0,0.7026857733726501,0.530078125,0.0003,630648.25,2530,1256570.0814453126,0.2,-18.083875286579133,-0.0960464525531279,0.14464673,80882.71015548706,1000.0
76905.02303047,134,520192,254,3875,1000.0,,,,,,,,,,,,,
76694.17203407,134,522240,255,3880,1000.0,1.7881393432617188e-07,0.7027309536933899,0.510986328125,0.0003,420994.78125,2540,882135.501953125,0.2,-18.060984200239183,-0.08335285552602727,0.13362531,,
76942.25883225,134,524288,256,3885,1000.0,2.384185791015625e-07,0.7015117406845093,0.54951171875,0.0003,449841.3125,2550,998245.423046875,0.2,-18.038164848089217,-0.08748245745373424,0.15289217,,
,,525000,,,,0.0,0.7010188698768616,0.52041015625,0.0003,522064.75,2560,1298887.08046875,0.2,-18.020479488372803,-0.08834108489973005,0.12404242,83639.58502578735,1000.0
76976.47664929999,134,526336,257,3919,1000.0,,,,,,,,,,,,,
76872.97954058,134,528384,258,3925,1000.0,0.0,0.6994956135749817,0.533251953125,0.0003,584079.9375,2570,1108324.3728515625,0.2,-17.99709991812706,-0.09326280116511043,0.14715347,,
,,530000,,,,3.5762786865234375e-07,0.6986408233642578,0.5703125,0.0003,566583.8125,2580,989554.8845703125,0.2,-17.968570131063462,-0.0965267770254286,0.16153558,83548.73033275604,1000.0
76789.43426529999,134,530432,259,3958,1000.0,,,,,,,,,,,,,
76714.97691174,134,532480,260,3962,1000.0,2.2649765014648438e-06,0.698074996471405,0.50166015625,0.0003,419529.59375,2590,1070181.1203125,0.2,-17.94851490855217,-0.0886901666992344,0.1333158,,
76486.78922266,134,534528,261,3967,1000.0,7.027387619018555e-05,0.6973849534988403,0.529931640625,0.0003,626843.375,2600,1256799.6572265625,0.2,-17.934957212209703,-0.0999850854917895,0.13225526,,
,,535000,,,,2.0265579223632812e-06,0.6964312195777893,0.51376953125,0.0003,519896.28125,2610,1033153.626171875,0.2,-17.90720689892769,-0.0824091748916544,0.13356745,79943.75435562133,1000.0
76498.22170813,134,536576,262,4001,1000.0,,,,,,,,,,,,,
76568.44171526,134,538624,263,4006,1000.0,1.0967254638671875e-05,0.6965199708938599,0.53310546875,0.0003,550806.5625,2620,1191179.85078125,0.2,-17.906595933437348,-0.09001160407206044,0.14760941,,
,,540000,,,,1.7881393432617188e-07,0.6970841288566589,0.529736328125,0.0003,439326.5,2630,1011331.877734375,0.2,-17.91502918601036,-0.0907506011397345,0.149242,80719.63557548523,1000.0
76210.82512879,133,540672,264,4039,1000.0,,,,,,,,,,,,,
76520.98895168,134,542720,265,4043,1000.0,5.960464477539063e-08,0.6951461434364319,0.5609375,0.0003,590280.375,2640,1094463.2251953124,0.2,-17.88896260857582,-0.09949428307882044,0.14469224,,
76667.50529439999,134,544768,266,4047,1000.0,5.960464477539063e-08,0.6944854855537415,0.518408203125,0.0003,690594.5,2650,1345220.78359375,0.2,-17.867055147886276,-0.08967590245301835,0.14196593,,
,,545000,,,,8.344650268554688e-07,0.6939184665679932,0.530712890625,0.0003,514047.125,2660,961929.987109375,0.2,-17.846575093269347,-0.07725334317656234,0.15642944,79400.50703706741,1000.0
76694.28830721,134,546816,267,4076,1000.0,,,,,,,,,,,,,
76530.31636672,134,548864,268,4080,1000.0,0.0,0.6936542987823486,0.52509765625,0.0003,707975.6875,2670,1343281.4076171876,0.2,-17.83932985663414,-0.09631508328020573,0.15029767,,
,,550000,,,,1.1920928955078125e-07,0.6921758651733398,0.538330078125,0.0003,468859.15625,2680,939311.2673828125,0.2,-17.807868576049806,-0.08551282781991176,0.1444858,80361.75243406296,1000.0
76577.3275925,134,550912,269,4109,1000.0,,,,,,,,,,,,,
76527.40959159,134,552960,270,4114,1000.0,5.960464477539063e-08,0.6903771758079529,0.5126953125,0.0003,719706.3125,2690,1273812.4634765624,0.2,-17.767889422178268,-0.07716177230759058,0.12757051,,
,,555000,,,,5.960464477539063e-08,0.6895671486854553,0.52978515625,0.0003,458780.28125,2700,1039828.699609375,0.2,-17.73950362801552,-0.0855204426770797,0.15539823,79791.90226783752,1000.0
76509.50281028,133,555008,271,4146,1000.0,,,,,,,,,,,,,
76983.54705742,134,557056,272,4150,1000.0,4.172325134277344e-07,0.6889654994010925,0.51806640625,0.0003,760593.375,2710,1453654.809765625,0.2,-17.725041210651398,-0.08663073063944467,0.15176353,,
76755.25307947,134,559104,273,4155,1000.0,6.973743438720703e-06,0.6888526678085327,0.545654296875,0.0003,719501.25,2720,1379057.954296875,0.2,-17.71387713551521,-0.09419754949049093,0.15351343,,
,,560000,,,,5.960464477539063e-08,0.6884532570838928,0.56064453125,0.0003,426676.375,2730,839623.9595703125,0.2,-17.70634942650795,-0.08608745781239122,0.15750739,83554.4777009964,1000.0
76729.90092217,133,561152,274,4187,1000.0,,,,,,,,,,,,,
76940.91630486998,134,563200,275,4193,1000.0,0.0,0.6874802708625793,0.54404296875,0.0003,730688.9375,2740,1509391.630078125,0.2,-17.685479539632798,-0.09934684232575819,0.15482579,,
,,565000,,,,1.2516975402832031e-06,0.6873433589935303,0.515673828125,0.0003,530268.5,2750,1129030.4201171875,0.2,-17.673586356639863,-0.08121934792725369,0.11959725,78746.61357440948,1000.0
76600.38276486998,133,565248,276,4223,1000.0,,,,,,,,,,,,,
76585.48877969,134,567296,277,4228,1000.0,5.960464477539062e-07,0.6871392726898193,0.521484375,0.0003,435764.1875,2760,960927.9296875,0.2,-17.668134331703186,-0.08116508920502383,0.13026151,,
76820.927452,134,569344,278,4232,1000.0,8.755922317504883e-05,0.6859570145606995,0.54228515625,0.0003,693449.8125,2770,1290797.2376953126,0.2,-17.64900248646736,-0.09707869952253531,0.1567016,,
,,570000,,,,0.0,0.6857516169548035,0.554736328125,0.0003,566031.125,2780,1102545.8263671875,0.2,-17.634459674358368,-0.0902126743021654,0.1719357,78426.390143013,1000.0
76955.06852752999,134,571392,279,4262,1000.0,,,,,,,,,,,,,
77160.85585013998,134,573440,280,4266,1000.0,-1.1920928955078125e-07,0.6847242712974548,0.529345703125,0.0003,715725.0,2790,1497042.2267578125,0.2,-17.620224750041963,-0.09427663096575997,0.15202287,,
,,575000,,,,6.556510925292969e-07,0.6834567189216614,0.539990234375,0.0003,691015.75,2800,1095194.713671875,0.2,-17.589754116535186,-0.09115241343388333,0.15943345,81765.13344020843,1000.0
77373.20915181999,133,575488,281,4298,1000.0,,,,,,,,,,,,,
77494.03702051,134,577536,282,4302,1000.0,2.980232238769531e-07,0.6823340654373169,0.55302734375,0.0003,625513.125,2810,1157682.9240234375,0.2,-17.558517307043076,-0.09449550867429934,0.14759584,,
77445.88861545999,134,579584,283,4307,1000.0,5.125999450683594e-06,0.6816853880882263,0.52080078125,0.0003,646642.875,2820,1357302.7349609374,0.2,-17.534867000579833,-0.09144034817873034,0.13499421,,
,,580000,,,,1.0132789611816406e-06,0.6818884015083313,0.5650390625,0.0003,619621.3125,2830,1146486.6556640626,0.2,-17.532406854629517,-0.09655098626390099,0.15020347,83967.62779064178,1000.0
77648.09664162999,134,581632,284,4339,1000.0,,,,,,,,,,,,,
77879.47778179,134,583680,285,4343,1000.0,0.0,0.6816717386245728,0.542138671875,0.0003,683595.25,2840,1383075.6419921876,0.2,-17.537003540992735,-0.09927767719491384,0.1561462,,
,,585000,,,,0.0,0.6804699897766113,0.548486328125,0.0003,723107.5,2850,1438518.05546875,0.2,-17.514625751972197,-0.10046746523003094,0.1733077,79940.58967990875,1000.0
78281.90364676,133,585728,286,4372,1000.0,,,,,,,,,,,,,
78781.41121419,134,587776,287,4376,1000.0,0.0,0.6794695854187012,0.525927734375,0.0003,662846.75,2860,1561785.625390625,0.2,-17.48508420586586,-0.08933397441578564,0.1503683,,
78916.68386475001,134,589824,288,4381,1000.0,-1.1920928955078125e-07,0.677937924861908,0.5318359375,0.0003,794610.875,2870,1725404.68984375,0.2,-17.452670806646346,-0.10349331448087469,0.14411591,,
,,590000,,,,1.1920928955078125e-07,0.6774886846542358,0.552978515625,0.0003,591399.5,2880,1212142.2416015626,0.2,-17.430310195684434,-0.09345127469860018,0.16395351,83578.7538816452,1000.0
79401.79323123001,134,591872,289,4411,1000.0,,,,,,,,,,,,,
79515.78351190001,134,593920,290,4416,1000.0,1.1920928955078125e-07,0.6761257648468018,0.57275390625,0.0003,606605.125,2890,1277756.0423828126,0.2,-17.401145082712173,-0.09675743945990689,0.17434436,,
,,595000,,,,7.987022399902344e-06,0.674525797367096,0.55224609375,0.0003,524577.875,2900,1038393.8423828125,0.2,-17.364599609375,-0.09379739341966342,0.15499628,76590.0211774826,1000.0
79653.40831901,134,595968,291,4446,1000.0,,,,,,,,,,,,,
79847.72942431999,134,598016,292,4450,1000.0,4.172325134277344e-07,0.6729864478111267,0.56083984375,0.0003,518093.96875,2910,1176756.7857421874,0.2,-17.326147735118866,-0.09170019901939667,0.18939412,,
,,600000,,,,0.0,0.6725335717201233,0.54697265625,0.0003,888741.625,2920,1471424.885546875,0.2,-17.306080251932144,-0.09352022266248242,0.16000608,74350.02539672851,1000.0
80299.32849640999,133,600064,293,4480,1000.0,,,,,,,,,,,,,
80272.45400178,134,602112,294,4485,1000.0,5.960464477539063e-08,0.6709502935409546,0.529345703125,0.0003,862061.5625,2930,1835174.208203125,0.2,-17.274977093935014,-0.10178064497304148,0.15646642,,
80136.70840146,134,604160,295,4489,1000.0,5.960464477539063e-08,0.6704714298248291,0.541015625,0.0003,392238.46875,2940,788364.33203125,0.2,-17.24964928627014,-0.06866625101829413,0.16504459,,
,,605000,,,,2.384185791015625e-07,0.669586718082428,0.54716796875,0.0003,524602.125,2950,996520.72890625,0.2,-17.227655899524688,-0.0805816778971348,0.16112535,77240.21279621124,1000.0
79644.54909759,134,606208,296,4519,1000.0,,,,,,,,,,,,,
79774.24906797,134,608256,297,4523,1000.0,1.3113021850585938e-06,0.6697078943252563,0.59033203125,0.0003,346813.34375,2960,764454.231640625,0.2,-17.225188690423966,-0.08265024155261927,0.18772657,,
,,610000,,,,-1.1920928955078125e-07,0.670144259929657,0.565625,0.0003,505956.3125,2970,1072926.4318359375,0.2,-17.229746347665788,-0.09921243053977377,0.20949902,75441.44995098114,1000.0
79714.67635809998,134,610304,298,4551,1000.0,,,,,,,,,,,,,
79753.95294662999,134,612352,299,4556,1000.0,-1.1920928955078125e-07,0.6697519421577454,0.5310546875,0.0003,419246.21875,2980,836544.279296875,0.2,-17.22368253469467,-0.06972128006163984,0.15721634,,
80045.51012126,134,614400,300,4560,1000.0,2.9802322387695312e-06,0.6689413785934448,0.558056640625,0.0003,760741.1875,2990,1417186.9533203125,0.2,-17.207415407896043,-0.09376342463074253,0.17657787,,
,,615000,,,,2.086162567138672e-06,0.6681275963783264,0.5236328125,0.0003,647844.75,3000,1312924.967578125,0.2,-17.189640760421753,-0.08393087512813509,0.1423059,76103.41302022935,1000.0
79847.48558123,134,616448,301,4591,1000.0,,,,,,,,,,,,,
79660.76243395999,134,618496,302,4595,1000.0,5.364418029785156e-07,0.6677033305168152,0.58125,0.0003,480604.3125,3010,967182.266796875,0.2,-17.172974932193757,-0.08313492998713627,0.20467277,,
,,620000,,,,4.172325134277344e-07,0.6670430898666382,0.5802734375,0.0003,472791.25,3020,972495.315625,0.2,-17.159762769937515,-0.09611261196841951,0.20407428,77836.46358737946,1000.0
79915.70691540999,134,620544,303,4624,1000.0,,,,,,,,,,,,,
80183.16623926001,134,622592,304,4628,1000.0,1.1920928955078125e-07,0.6661206483840942,0.55048828125,0.0003,656471.625,3030,1247859.340625,0.2,-17.137389057874678,-0.09727101697062608,0.21037762,,
80106.14911537,134,624640,305,4633,1000.0,2.9802322387695312e-06,0.6646677255630493,0.58017578125,0.0003,592995.375,3040,1122419.6720703125,0.2,-17.10663784146309,-0.0981873595606885,0.25288117,,
,,625000,,,,7.18832015991211e-05,0.6644601225852966,0.55361328125,0.0003,547121.1875,3050,1063640.663671875,0.2,-17.08071357011795,-0.09141258409945294,0.18339783,77446.03788461685,1000.0
80110.05863884001,134,626688,306,4662,1000.0,,,,,,,,,,,,,
80331.11461620999,134,628736,307,4666,1000.0,5.960464477539063e-08,0.6645396947860718,0.560205078125,0.0003,711305.5,3060,1272591.836328125,0.2,-17.080561286211015,-0.09998489525169134,0.18950036,,
,,630000,,,,5.960464477539063e-08,0.6637886166572571,0.575830078125,0.0003,441661.40625,3070,934175.7,0.2,-17.0714370906353,-0.0944099942309549,0.19389014,78048.54089546204,1000.0
80272.54472804,134,630784,308,4696,1000.0,,,,,,,,,,,,,
80364.56417847,134,632832,309,4701,1000.0,-1.1920928955078125e-07,0.6629382967948914,0.55439453125,0.0003,600161.75,3080,1120960.1203125,0.2,-17.05095095038414,-0.09011127208650578,0.16458675,,
80553.6809872,134,634880,310,4705,1000.0,-3.2186508178710938e-06,0.6614038348197937,0.563671875,0.0003,620453.6875,3090,1253110.477734375,0.2,-17.023646795749663,-0.09846414139901753,0.16662088,,
,,635000,,,,5.960464477539063e-08,0.6599984169006348,0.550341796875,0.0003,704339.0625,3100,1372284.1201171875,0.2,-16.978261744976045,-0.10433623365242965,0.16387686,79392.29149084091,1000.0
80747.96264741001,134,636928,311,4736,1000.0,,,,,,,,,,,,,
80716.03364928,134,638976,312,4740,1000.0,1.9669532775878906e-06,0.6582685112953186,0.569970703125,0.0003,688075.75,3110,1327872.5564453125,0.2,-16.941049247980118,-0.09584616167703644,0.20324285,,
,,640000,,,,1.7881393432617188e-07,0.6568317413330078,0.5650390625,0.0003,399057.96875,3120,979019.904296875,0.2,-16.896226263046266,-0.08322502338560298,0.17014962,80147.13505601883,1000.0
80850.59230031,134,641024,313,4771,1000.0,,,,,,,,,,,,,
80797.62306386,134,643072,314,4776,1000.0,0.0,0.655439019203186,0.576123046875,0.0003,554100.875,3130,1220206.947265625,0.2,-16.862713956832884,-0.09777392294781748,0.17817006,,
,,645000,,,,0.0,0.6545796394348145,0.57216796875,0.0003,463505.90625,3140,1198809.8109375,0.2,-16.835260313749313,-0.09867877262004185,0.20214027,79843.8430261612,1000.0
81049.75091053,134,645120,315,4807,1000.0,,,,,,,,,,,,,
81089.67396123,134,647168,316,4811,1000.0,2.682209014892578e-06,0.6529831290245056,0.571435546875,0.0003,597312.4375,3150,1259759.137890625,0.2,-16.797289621829986,-0.09420156183477957,0.18295911,,
81400.68531248,134,649216,317,4815,1000.0,3.516674041748047e-06,0.6516220569610596,0.572900390625,0.0003,738947.5625,3160,1273704.5119140625,0.2,-16.75900426506996,-0.09962534998776391,0.19462551,,
,,650000,,,,0.0,0.6511854529380798,0.554052734375,0.0003,690114.9375,3170,1413510.264453125,0.2,-16.73461384177208,-0.10314461087109521,0.18674122,79143.06849336624,1000.0
81463.61839932,134,651264,318,4845,1000.0,,,,,,,,,,,,,
81557.46191456,134,653312,319,4850,1000.0,-2.384185791015625e-07,0.650065004825592,0.57373046875,0.0003,633501.25,3180,1277682.890625,0.2,-16.712658959627152,-0.09667824924108573,0.20132132,,
,,655000,,,,2.3245811462402344e-06,0.6492504477500916,0.571240234375,0.0003,715915.625,3190,1341160.9171875,0.2,-16.69030719399452,-0.09959463526320178,0.17820665,82413.24090938568,1000.0
81454.97320631001,134,655360,320,4880,1000.0,,,,,,,,,,,,,
81399.66236210002,134,657408,321,4884,1000.0,0.0,0.6473972201347351,0.55263671875,0.0003,618293.125,3200,1147864.8970703124,0.2,-16.646477484703063,-0.0857705054077087,0.18335015,,
81509.39861441002,134,659456,322,4889,1000.0,-1.8477439880371094e-05,0.646944522857666,0.573828125,0.0003,461888.1875,3210,979291.3353515625,0.2,-16.625317627191542,-0.09038020849402528,0.21426976,,
,,660000,,,,1.1920928955078125e-07,0.6465240120887756,0.58251953125,0.0003,557030.8125,3220,1144309.1064453125,0.2,-16.609030216932297,-0.09814205392030999,0.20201719,82044.99964351654,1000.0
81491.65573091,134,661504,323,4919,1000.0,,,,,,,,,,,,,
81313.16263408001,134,663552,324,4923,1000.0,0.0,0.6462399363517761,0.5681640625,0.0003,444875.5625,3230,970276.9599609375,0.2,-16.600182163715363,-0.09129648469388485,0.1808272,,
,,665000,,,,0.0,0.6447148323059082,0.573583984375,0.0003,422327.375,3240,914862.9919921875,0.2,-16.567820340394974,-0.06980141962994821,0.21099964,82154.94875860214,1000.0
81478.07272628,134,665600,325,4951,1000.0,,,,,,,,,,,,,
81696.30198975,134,667648,326,4955,1000.0,0.0,0.6437851786613464,0.59482421875,0.0003,581318.9375,3250,1181178.981640625,0.2,-16.53912008404732,-0.09795791491342243,0.22072966,,
81796.57855483,135,669696,327,4959,1000.0,2.682209014892578e-06,0.6431841254234314,0.5638671875,0.0003,725851.125,3260,1633752.85546875,0.2,-16.52064602971077,-0.10199941496830434,0.1937612,,
,,670000,,,,1.1324882507324219e-06,0.642242431640625,0.590478515625,0.0003,695077.625,3270,1344739.242578125,0.2,-16.490872472524643,-0.09576663639163599,0.23913871,80901.62248382569,1000.0
81800.57995011,134,671744,328,4985,1000.0,,,,,,,,,,,,,
81789.1770304,135,673792,329,4989,1000.0,0.0,0.6409595608711243,0.57236328125,0.0003,629846.625,3280,1255267.0404296876,0.2,-16.460579389333724,-0.09839804707444273,0.22297016,,
,,675000,,,,1.1920928955078125e-07,0.6406508684158325,0.625439453125,0.0003,503315.96875,3290,951132.3841796875,0.2,-16.43712602853775,-0.09602217205101624,0.25771803,80396.00021352767,1000.0
82151.52446104,134,675840,330,5015,1000.0,,,,,,,,,,,,,
82332.97240069,135,677888,331,5019,1000.0,0.0,0.6392046809196472,0.548681640625,0.0003,948000.75,3300,1819604.14921875,0.2,-16.41214096546173,-0.10287415964412502,0.17898962,,
82448.53101609001,135,679936,332,5023,1000.0,1.7881393432617188e-07,0.637768566608429,0.56650390625,0.0003,768222.125,3310,1389265.796484375,0.2,-16.374342101812363,-0.09453218691051006,0.18466704,,
,,680000,,,,0.0,0.638766348361969,0.605517578125,0.0003,528652.75,3320,1162134.3146484375,0.2,-16.377692884206773,-0.08276250022754539,0.26753256,81796.28355960846,1000.0
82309.91279968999,135,681984,333,5050,1000.0,,,,,,,,,,,,,
82418.05718098998,135,684032,334,5054,1000.0,1.7881393432617188e-07,0.6378647089004517,0.582373046875,0.0003,621830.125,3330,1352762.3443359374,0.2,-16.375711488723756,-0.10077143333619461,0.21233837,,
,,685000,,,,1.430511474609375e-06,0.6371731162071228,0.587841796875,0.0003,784864.5625,3340,1569593.853125,0.2,-16.348518961668013,-0.10382373954635113,0.2122173,80828.38704452515,1000.0
82173.03050854,134,686080,335,5083,1000.0,,,,,,,,,,,,,
82197.18872492999,135,688128,336,5087,1000.0,-1.1920928955078125e-07,0.6363818049430847,0.60205078125,0.0003,530769.625,3350,1100638.3470703126,0.2,-16.329739183187485,-0.09168697003624401,0.24547383,,
,,690000,,,,-1.9073486328125e-06,0.6362873315811157,0.5703125,0.0003,858887.625,3360,1565462.849609375,0.2,-16.32084987163544,-0.09901384315744508,0.20153426,81703.35720825195,1000.0
82397.38453217,134,690176,337,5114,1000.0,,,,,,,,,,,,,
82481.88623983,135,692224,338,5118,1000.0,0.0,0.6359393000602722,0.578564453125,0.0003,723806.0,3370,1521174.0548828125,0.2,-16.317030715942384,-0.10399092797306367,0.19785509,,
82432.30334895,135,694272,339,5122,1000.0,0.0,0.6341903805732727,0.579931640625,0.0003,612935.625,3380,1224082.6853515625,0.2,-16.284308952093124,-0.08527758760610596,0.20924643,,
,,695000,,,,-5.960464477539062e-07,0.633635401725769,0.605419921875,0.0003,412531.21875,3390,875634.6662109375,0.2,-16.257259726524353,-0.08202107048709877,0.24608256,81612.68664274216,1000.0
82442.50002872001,135,696320,340,5150,1000.0,,,,,,,,,,,,,
82448.65666246,135,698368,341,5154,1000.0,5.960464477539063e-08,0.6320023536682129,0.599267578125,0.0003,716223.125,3400,1350938.9259765625,0.2,-16.221092987060548,-0.09881013840786182,0.25842875,,
,,700000,,,,-7.152557373046875e-07,0.6311044096946716,0.58583984375,0.0003,696638.0625,3410,1269384.708984375,0.2,-16.19191034436226,-0.0981115207541734,0.20087045,82115.32464914322,1000.0
82281.94940833,135,700416,342,5181,1000.0,,,,,,,,,,,,,
82482.61884922998,135,702464,343,5185,1000.0,0.0,0.6293269991874695,0.60712890625,0.0003,583203.125,3420,1340773.9630859375,0.2,-16.162214279174805,-0.09884643094264903,0.24980716,,
82568.02936032,135,704512,344,5189,1000.0,-1.1920928955078125e-07,0.6285476684570312,0.59970703125,0.0003,429550.90625,3430,987497.2052734375,0.2,-16.12621037364006,-0.09200195921293926,0.2295098,,
,,705000,,,,-0.0021780729293823242,0.6276150941848755,0.59248046875,0.0003,555925.75,3440,1030904.0171875,0.2,-16.10254775881767,-0.08984122593537905,0.2487309,80670.5001441002,1000.0
82916.08407775001,135,706560,345,5214,1000.0,,,,,,,,,,,,,
82689.15202593,135,708608,346,5218,1000.0,-1.1920928955078125e-07,0.6273627877235413,0.593994140625,0.0003,459883.875,3450,1181214.5642578125,0.2,-16.08885306119919,-0.10074299433617853,0.24279907,,
,,710000,,,,-8.344650268554688e-07,0.6268066763877869,0.608056640625,0.0003,494929.1875,3460,1025534.3173828125,0.2,-16.08060065507889,-0.09993766145198606,0.25718805,80950.92349882126,1000.0
83149.74246834,135,710656,347,5243,1000.0,,,,,,,,,,,,,
83079.94490839,135,712704,348,5248,1000.0,0.0,0.626042902469635,0.60947265625,0.0003,600817.375,3470,1311307.2783203125,0.2,-16.055186301469803,-0.09741571970371296,0.23798358,,
82902.62626991999,136,714752,349,5252,1000.0,1.1920928955078125e-07,0.6250675320625305,0.593505859375,0.0003,442263.65625,3480,995642.6365234375,0.2,-16.034001564979555,-0.08696749629452824,0.21704255,,
,,715000,,,,0.0,0.6246927976608276,0.577880859375,0.0003,518548.4375,3490,1080235.0748046874,0.2,-16.014938592910767,-0.08832804985286202,0.25632262,80719.60368289947,1000.0
83007.74534946,135,716800,350,5283,1000.0,,,,,,,,,,,,,
83313.98754637,135,718848,351,5287,1000.0,-7.152557373046875e-07,0.6243254542350769,0.5923828125,0.0003,500409.5625,3500,1239550.29375,0.2,-16.00277537405491,-0.09948276595969219,0.25791052,,
,,720000,,,,0.0,0.6242485046386719,0.600537109375,0.0003,578719.5625,3510,1155827.4607421875,0.2,-16.000874802470207,-0.08995348588214255,0.22367044,85067.35866079331,1000.0
83366.39390557002,135,720896,352,5314,1000.0,,,,,,,,,,,,,
83483.60051680001,135,722944,353,5318,1000.0,4.947185516357422e-06,0.6227982640266418,0.57041015625,0.0003,715063.5,3520,1512607.946875,0.2,-15.97671500146389,-0.09778450844751205,0.21157545,,
83964.54703405,136,724992,354,5323,1000.0,1.7881393432617188e-07,0.6217465400695801,0.605859375,0.0003,797460.0625,3530,1552090.01171875,0.2,-15.94717422425747,-0.1079639317234978,0.25643674,,
,,725000,,,,-1.1920928955078125e-07,0.6206510066986084,0.60869140625,0.0003,722166.3125,3540,1553792.62109375,0.2,-15.915305870771409,-0.10083762515569106,0.2325895,83881.26891422272,1000.0
83964.95774381001,135,727040,355,5355,1000.0,,,,,,,,,,,,,
84140.37169571,136,729088,356,5359,1000.0,5.960464477539063e-08,0.6195098757743835,0.61806640625,0.0003,499341.25,3550,963995.287890625,0.2,-15.879125556349754,-0.08659391964611132,0.27982017,,
,,730000,,,,1.1920928955078125e-06,0.6193403601646423,0.594970703125,0.0003,490483.75,3560,1054923.9,0.2,-15.866376093029976,-0.09010298965440597,0.29392603,81475.7441728592,1000.0
84298.3119654,135,731136,357,5390,1000.0,,,,,,,,,,,,,
84377.26567922,135,733184,358,5395,1000.0,0.0,0.6186050772666931,0.58984375,0.0003,631924.1875,3570,1377714.8583984375,0.2,-15.854878190159798,-0.10315058143460192,0.22040354,,
,,735000,,,,4.172325134277344e-07,0.6183401942253113,0.597802734375,0.0003,539697.875,3580,1268043.25546875,0.2,-15.839142701029777,-0.09692961414693854,0.2739846,83551.23596038818,1000.0
84322.68156867,135,735232,359,5423,1000.0,,,,,,,,,,,,,
84198.82577738,135,737280,360,5428,1000.0,0.0,0.617434024810791,0.6154296875,0.0003,648828.8125,3590,1215257.9033203125,0.2,-15.821566167473794,-0.09956698101887014,0.25855175,,
84402.80159252002,136,739328,361,5432,1000.0,-1.5497207641601562e-06,0.616571307182312,0.613427734375,0.0003,493850.6875,3600,999706.612890625,0.2,-15.796840670704842,-0.09403947592072655,0.2734693,,
,,740000,,,,1.1920928955078125e-07,0.6156839728355408,0.606689453125,0.0003,576554.125,3610,1142906.8447265625,0.2,-15.76938609778881,-0.08972609356278553,0.25176847,83587.08639554978,1000.0
84448.86079264998,135,741376,362,5459,1000.0,,,,,,,,,,,,,
84496.98526993,136,743424,363,5463,1000.0,0.0,0.6159036159515381,0.614990234375,0.0003,596012.375,3620,1134159.9296875,0.2,-15.76558513045311,-0.09919189238571562,0.24148181,,
,,745000,,,,0.0,0.6147544980049133,0.562451171875,0.0003,714204.1875,3630,1480192.2203125,0.2,-15.742977494001389,-0.09165487264690456,0.2046567,82733.84598169327,1000.0
84730.59038915,135,745472,364,5490,1000.0,,,,,,,,,,,,,
84748.49578582,136,747520,365,5494,1000.0,1.7881393432617188e-07,0.6136908531188965,0.59853515625,0.0003,775427.5625,3640,1361188.5765625,0.2,-15.714755010604858,-0.10270753809600137,0.26803198,,
84708.23940466,136,749568,366,5498,1000.0,-1.1920928955078125e-07,0.6124388575553894,0.603662109375,0.0003,608182.6875,3650,1292942.9052734375,0.2,-15.686668398976327,-0.10032985655707308,0.2937768,,
,,750000,,,,1.1920928955078125e-07,0.6125499606132507,0.6345703125,0.0003,430449.0,3660,1098640.7638671875,0.2,-15.672734573483467,-0.09281288385100198,0.33526742,82576.02655363083,1000.0
84434.96594951,135,751616,367,5528,1000.0,,,,,,,,,,,,,
84279.18086797999,136,753664,368,5532,1000.0,7.271766662597656e-06,0.6120566725730896,0.61484375,0.0003,441152.3125,3670,876978.1626953125,0.2,-15.66480439901352,-0.08511443889001384,0.28052837,,
