time/episodes,time/fps,train/n_updates,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4812,121,120225,58.421645164489746,9.56,31.16588807106018,990,120233,-16.73304585,0.001,,
4816,121,120264,57.22489833831787,9.64,23.392014265060425,990,120272,-16.85315933,0.001,,
4820,121,120348,55.42749258188101,10.08,27.791550562931942,990,120355,-17.269354590000003,0.001,,
4824,121,120377,57.2351131439209,10.08,25.34514331817627,991,120386,-17.23735535,0.001,,
4828,121,120410,56.968971252441406,10.08,29.068870425224304,991,120418,-17.11622784,0.001,,
4832,121,120442,59.17171096801758,10.06,28.045214414596558,991,120450,-16.93239157,0.001,,
4836,121,120474,52.84235954284668,10.06,27.859046459197998,991,120483,-17.130705440000003,0.001,,
4840,121,120506,57.3064603805542,10.05,31.777771472930908,992,120515,-17.094855850000002,0.001,,
4844,121,120554,55.792849731445315,10.18,29.27243473655299,992,120562,-17.330675069999998,0.001,,
4848,121,120587,54.88541030883789,10.14,30.174150228500366,992,120595,-17.26316855,0.001,,
4852,121,120619,58.79816818237305,10.03,36.25443976266043,992,120626,-17.08710746,0.001,,
4856,121,120651,55.72608280181885,10.04,26.76700168185764,993,120658,-17.153909670000004,0.001,,
4860,121,120698,59.47952175140381,10.19,28.297443151474,993,120706,-17.510002359999998,0.001,,
4864,121,120728,59.68583393096924,10.17,26.503596544265747,993,120736,-17.315399160000002,0.001,,
4868,121,120760,55.32518672943115,10.3,27.784083366394043,993,120780,-17.68046619,0.001,,
4872,121,120804,53.38126087188721,10.1,30.340059280395508,994,120813,-17.72082389,0.001,,
4876,121,120855,56.26705022958609,9.83,29.635168625758244,994,120864,-17.053202789999997,0.001,,
4880,121,120888,55.574774169921874,9.51,31.86785337660048,994,120899,-16.310410799999996,0.001,,
4884,121,120931,56.79768753051758,9.57,31.55268430709839,995,120938,-16.457422559999998,0.001,,
4888,121,120961,53.72012710571289,9.34,28.475438594818115,995,120978,-16.420008900000003,0.001,,
4892,121,121017,55.92279624938965,9.5,33.19281578063965,995,121025,-16.286039770000002,0.001,,
4896,121,121048,54.20912551879883,9.49,27.177252531051636,996,121056,-16.28425771,0.001,,
4900,121,121083,52.68892135620117,9.53,30.967327291315254,996,121091,-16.40883326,0.001,,
4904,121,121115,60.02192974090576,9.53,24.238595008850098,996,121123,-16.44243412,0.001,,
4908,121,121151,53.90667533874512,9.59,28.484637366400825,997,121159,-16.41194299,0.001,,
4912,121,121183,52.93924808502197,9.58,30.293702363967896,997,121191,-16.491629739999997,0.001,,
4916,121,121225,57.526270124647354,9.62,33.11922836303711,997,121234,-16.51908472,0.001,,
4920,121,121257,57.846075693766274,9.11,36.377197538103374,998,121266,-15.91176806,0.001,,
4924,121,121312,56.50523071289062,9.34,25.048038376702202,998,121320,-16.79563243,0.001,,
4928,121,121344,56.519962310791016,9.34,36.87901142665318,998,121352,-17.044195430000002,0.001,,
4932,121,121375,54.692081451416016,9.34,34.03188729286194,998,121384,-16.94194537,0.001,,
4936,121,121409,58.1572790145874,9.35,26.53917622566223,999,121418,-16.735593549999997,0.001,,
4940,121,121442,58.08240222930908,9.34,28.28629548209054,999,121449,-16.700927420000003,0.001,,
4944,121,121470,59.62564182281494,9.15,35.63847051348005,999,121477,-16.374323030000003,0.001,,
4948,121,121499,54.539807637532554,9.12,38.02090917314802,999,121507,-16.30323591,0.001,,
4952,121,121567,54.71369552612305,9.5,31.472843360900878,1000,121576,-16.868755800000002,0.001,,
4956,121,121600,53.797484397888184,9.49,23.675012350082397,1000,121607,-16.85501598,0.001,,
4960,121,121630,56.136202812194824,9.32,31.63296386173793,1000,121638,-16.474492809999997,0.001,,
4964,121,121662,56.41324043273926,9.34,30.59965968132019,1001,121670,-16.483242840000003,0.001,,
4968,121,121695,56.0168571472168,9.38,28.901360034942627,1001,121718,-16.35022133,0.001,,
4972,121,121759,55.902405825528234,9.9,34.62878542361052,1001,121803,-16.85340055,0.001,,
4976,121,121836,54.309498680962456,9.8,34.406146217794976,1002,121844,-16.810631940000004,0.001,,
4980,121,121867,57.84971618652344,9.76,28.511093412126815,1002,121875,-16.835341319999998,0.001,,
4984,121,121898,54.85990333557129,9.68,32.413058042526245,1002,121906,-16.51248955,0.001,,
4988,121,121930,52.873111724853516,9.6,33.98056644863553,1003,121938,-16.416234149999998,0.001,,
4992,121,121964,55.978960037231445,9.46,27.922127962112427,1003,121971,-16.670234179999998,0.001,,
4996,121,121995,57.63259220123291,9.46,31.725897550582886,1003,122002,-16.643278409999997,0.001,,
5000,121,122027,57.34222666422526,9.44,31.591515404837473,1003,122035,-16.615117220000002,0.001,,
5004,121,122060,56.44107151031494,9.45,26.14296054840088,1004,122068,-16.548419690000003,0.001,,
5008,121,122092,53.13138389587402,9.41,35.880475997924805,1004,122100,-16.683054080000005,0.001,,
5012,121,122122,56.36815643310547,9.4,30.174927949905396,1004,122131,-16.57023203,0.001,,
5016,121,122155,53.2776985168457,9.29,29.598768949508667,1004,122163,-16.51761089,0.001,,
5020,121,122188,57.2795352935791,9.3,31.630826950073242,1005,122196,-16.49580767,0.001,,
5024,121,122221,57.408748626708984,9.09,34.251187006632485,1005,122229,-15.59013702,0.001,,
5028,121,122252,55.24452018737793,9.07,26.676247188023158,1005,122259,-15.623794539999999,0.001,,
5032,121,122283,56.56123065948486,9.07,30.99844789505005,1005,122291,-15.727252799999997,0.001,,
5036,121,122316,53.48774185180664,9.06,35.981990814208984,1006,122324,-15.766312419999997,0.001,,
5040,121,122348,57.5074520111084,9.08,25.778366906302317,1006,122357,-15.921225989999998,0.001,,
5044,121,122386,56.319477558135986,9.17,28.674153772989907,1006,122394,-15.94406826,0.001,,
5048,121,122419,52.85423183441162,9.2,29.7426278591156,1006,122427,-16.06071332,0.001,,
5052,121,122450,52.96923542022705,8.81,32.52401947975159,1007,122457,-15.56743388,0.001,,
5056,121,122480,54.25368881225586,8.81,32.68169403076172,1007,122488,-15.55883841,0.001,,
5060,121,122510,54.005839347839355,8.79,35.63401412963867,1007,122517,-15.608859630000001,0.001,,
5064,121,122540,54.406368255615234,8.77,35.42859731401716,1007,122547,-15.72483671,0.001,,
5068,121,122572,57.226698875427246,8.64,31.386163234710693,1008,122582,-15.525299870000001,0.001,,
5072,121,122605,55.388638496398926,8.1,32.563339948654175,1008,122613,-14.93240683,0.001,,
5076,121,122636,53.677995681762695,8.0,27.74334798540388,1008,122644,-14.785395679999997,0.001,,
5080,121,122668,56.72917098999024,8.02,36.45643742879232,1008,122677,-14.920024480000002,0.001,,
5084,121,122754,55.30527210235596,8.55,22.57142298562186,1009,122761,-15.716128639999997,0.001,,
5088,121,122783,57.0821475982666,8.53,31.592108964920044,1009,122791,-15.740013649999998,0.001,,
5092,121,122815,58.3837776184082,8.52,32.675737142562866,1009,122823,-15.5850029,0.001,,
5096,121,122845,56.504136403401695,8.51,27.236271449497767,1010,122853,-15.62002192,0.001,,
5100,121,122876,57.73857307434082,8.5,32.21516445704869,1010,122885,-15.58131634,0.001,,
5104,121,122908,57.03710174560547,8.47,32.2905398777553,1010,122915,-15.66203464,0.001,,
5108,121,122957,53.86386362711588,8.65,30.768724714006698,1010,122965,-15.697488250000001,0.001,,
5112,121,123012,54.07297286987305,8.89,30.75278242703142,1011,123020,-15.81951367,0.001,,
5116,121,123042,54.044822692871094,8.87,32.838339124407085,1011,123050,-15.602916300000002,0.001,,
5120,121,123076,56.10106658935547,8.87,39.49146568775177,1011,123083,-15.54856974,0.001,,
5124,121,123104,52.91934776306152,8.82,36.616155351911274,1012,123111,-15.578578570000001,0.001,,
5128,121,123134,54.230520248413086,8.83,40.29483549935477,1012,123142,-15.503887920000002,0.001,,
5132,121,123164,56.352773666381836,8.81,30.014271327427455,1012,123172,-15.451283519999999,0.001,,
5136,121,123195,57.73486042022705,8.79,34.30253052711487,1012,123203,-15.444302150000004,0.001,,
5140,121,123227,55.82326412200928,8.78,35.68434953689575,1013,123235,-15.322307949999999,0.001,,
5144,121,123258,54.18342208862305,8.73,30.64879059791565,1013,123267,-15.442026779999999,0.001,,
5148,121,123292,53.865105628967285,8.73,30.63403184073312,1013,123300,-15.44035244,0.001,,
5152,121,123323,50.607906341552734,8.74,31.4062397480011,1013,123331,-15.44135895,0.001,,
5156,121,123356,50.86185359954834,8.76,36.10223460197449,1014,123364,-15.43188658,0.001,,
5160,121,123387,54.70071538289388,8.78,33.654510498046875,1014,123395,-15.286721270000001,0.001,,
5164,121,123418,52.18044567108154,8.79,34.671743392944336,1014,123426,-15.2611026,0.001,,
5168,121,123482,56.31394290924072,9.08,36.47391046796526,1015,123490,-15.399044009999997,0.001,,
5172,121,123533,56.8991584777832,9.27,28.955597741263254,1015,123540,-15.46416345,0.001,,
5176,121,123562,57.48838806152344,9.29,28.62888744899205,1015,123573,-15.425955420000003,0.001,,
5180,121,123595,57.55582523345947,9.25,30.543164491653442,1016,123602,-15.35671338,0.001,,
5184,121,123625,55.88445568084717,8.73,33.63424301147461,1016,123634,-14.749779080000001,0.001,,
5188,121,123659,56.99758529663086,8.76,32.270986557006836,1016,123667,-14.845807529999997,0.001,,
5192,121,123692,56.20835189819336,8.77,35.03802278306749,1016,123700,-14.83592076,0.001,,
5196,121,123723,57.559069315592446,8.77,34.03668485369001,1016,123730,-14.704300240000002,0.001,,
5200,121,123771,54.73184585571289,8.94,33.587641944885256,1017,123779,-14.904327930000001,0.001,,
5204,121,123803,50.014183044433594,8.96,31.59856081008911,1017,123811,-14.779465049999999,0.001,,
5208,121,123834,53.63470649719238,8.77,27.27246175493513,1017,123842,-14.656410269999999,0.001,,
5212,121,123868,55.16009330749512,8.56,28.143168210983276,1018,123876,-14.606170379999998,0.001,,
5216,121,123900,55.1643648147583,8.58,27.7819459097726,1018,123908,-14.780596089999996,0.001,,
5220,121,123931,57.669785817464195,8.56,34.27461215427944,1018,123939,-14.78432708,0.001,,
5224,121,123962,56.56729602813721,8.59,35.22517040797642,1018,123970,-14.77004284,0.001,,
5228,121,124004,53.62766361236572,8.69,28.07301003592355,1019,124011,-15.283758710000003,0.001,,
5232,121,124034,56.735358238220215,8.7,28.365967750549316,1019,124042,-15.312483969999999,0.001,,
5236,121,124065,55.43984413146973,8.69,31.413023233413696,1019,124072,-15.39877145,0.001,,
5240,121,124112,54.28173542022705,8.85,28.244429349899292,1020,124120,-15.940586930000002,0.001,,
5244,121,124143,53.06189441680908,8.83,26.667864084243774,1020,124150,-15.846742139999998,0.001,,
5248,121,124173,56.289608001708984,8.82,29.21774959564209,1020,124182,-15.747184070000003,0.001,,
5252,121,124206,55.82794189453125,8.84,26.061622858047485,1020,124215,-15.68406812,0.001,,
5256,121,124239,53.65312194824219,8.83,35.39812469482422,1021,124247,-15.72984311,0.001,,
5260,121,124273,54.56803321838379,8.86,33.072888904147675,1021,124281,-15.777363469999997,0.001,,
5264,121,124308,57.30037212371826,8.9,32.32324147224426,1021,124316,-15.61738883,0.001,,
5268,121,124338,58.104859352111816,8.57,28.356184005737305,1021,124347,-15.4251945,0.001,,
5272,121,124371,57.30401611328125,8.4,24.533538579940796,1022,124380,-15.34964978,0.001,,
5276,121,124403,57.98000462849935,8.38,30.891094207763672,1022,124411,-15.344694809999998,0.001,,
5280,121,124555,55.501063876681854,9.61,29.61651063153124,1023,124563,-17.28577282,0.001,,
5284,121,124587,54.77428913116455,9.61,32.28878617286682,1023,124595,-17.26061864,0.001,,
5288,121,124618,55.27625846862793,9.58,31.307225942611694,1024,124625,-17.07685804,0.001,,
5292,121,124651,57.208250999450684,9.58,33.672926902770996,1024,124658,-17.17300489,0.001,,
5296,121,124696,55.53117529551188,9.73,31.349190421726394,1024,124703,-17.4334546,0.001,,
5300,121,124729,55.03524875640869,9.57,37.434080839157104,1025,124736,-17.151328690000003,0.001,,
5304,121,124760,56.33047962188721,9.57,31.634465217590332,1025,124768,-17.29470609,0.001,,
5308,121,124869,52.919724464416504,10.35,32.7243926525116,1026,124877,-18.279357779999998,0.001,,
5312,121,124900,54.36971092224121,10.32,28.617286205291748,1026,124908,-18.187563210000004,0.001,,
,,124966,56.933074951171875,,29.98270082473755,,125000,,0.001,7.9,-11.32210527062416
5316,121,,,11.13,,1027,125021,-19.92020282,,,
5320,121,125044,51.237664222717285,11.24,35.622239112854004,1027,125063,-20.279535170000003,0.001,,
5324,121,125095,57.000308990478516,11.32,27.368566274642944,1028,125102,-20.352595199999996,0.001,,
5328,121,125126,54.67516040802002,11.23,27.383204698562622,1028,125134,-19.957611809999996,0.001,,
5332,121,125156,53.13883686065674,11.21,27.02152524675642,1028,125163,-20.0164202,0.001,,
5336,121,125186,55.61053943634033,11.43,30.025274515151978,1028,125215,-20.0954789,0.001,,
5340,121,125279,52.29863357543945,11.67,38.03727984428406,1029,125287,-20.055402410000003,0.001,,
5344,121,125311,51.01183795928955,11.69,37.02117371559143,1029,125319,-20.19473944,0.001,,
5348,121,125344,54.82485485076904,11.7,40.70062065124512,1029,125352,-20.36042663,0.001,,
5352,121,125379,54.70443820953369,11.73,33.473950703938804,1030,125388,-20.290388150000002,0.001,,
5356,121,125437,55.53127760045669,12.03,33.060610097997326,1030,125450,-20.55900029,0.001,,
5360,121,125473,53.9661865234375,12.01,37.261008501052856,1030,125482,-20.688704749999996,0.001,,
5364,121,125507,57.32985973358154,11.98,30.632781982421875,1031,125514,-20.908379479999997,0.001,,
5368,121,125535,55.56045150756836,11.95,31.494131633213588,1031,125542,-20.79374851,0.001,,
5372,121,125573,55.970218658447266,12.11,35.10866832733154,1031,125591,-20.971804790000007,0.001,,
5376,121,125613,56.0715389251709,12.1,32.26881647109985,1031,125621,-20.9838629,0.001,,
5380,121,125643,51.415200551350914,10.88,34.16522298540388,1032,125651,-18.966377519999998,0.001,,
5384,121,125687,55.93953590393066,11.0,35.46503944396973,1032,125695,-19.09198556,0.001,,
5388,121,125719,51.4992036819458,11.03,32.25043402777778,1032,125728,-19.034936960000003,0.001,,
5392,121,125753,55.50881385803223,11.03,26.98934004041884,1033,125761,-18.914927669999997,0.001,,
5396,121,125797,55.229745864868164,11.02,32.30013418197632,1033,125805,-18.7944805,0.001,,
5400,121,125883,53.69916017593876,11.55,29.36198237634474,1034,125891,-19.97280604,0.001,,
5404,121,125931,54.381409645080566,11.72,30.21809196472168,1034,125940,-20.133889159999995,0.001,,
5408,121,125963,53.05145072937012,10.94,33.45101499557495,1034,125971,-19.16818072,0.001,,
5412,121,125995,51.375914573669434,10.94,35.89203691482544,1035,126002,-19.223736289999998,0.001,,
5416,121,126059,54.81058959960937,10.49,29.922763919830324,1035,126070,-18.336175509999997,0.001,,
5420,121,126093,57.176560719807945,10.38,27.030961172921316,1035,126101,-17.965071769999998,0.001,,
5424,121,126124,56.76262378692627,10.68,38.18028426170349,1036,126170,-18.55061883,0.001,,
5428,121,126193,54.6987419128418,10.66,33.65556049346924,1036,126200,-18.5828685,0.001,,
5432,121,126269,54.46696472167969,11.14,29.47482478177106,1037,126277,-19.34305703,0.001,,
5436,121,126310,53.08617146809896,11.03,29.82051330142551,1037,126318,-19.245063070000004,0.001,,
5440,121,126341,55.77442423502604,10.64,31.259790693010604,1037,126351,-18.78085761,0.001,,
5444,121,126375,54.913893381754555,10.64,35.8053354535784,1037,126383,-18.708823160000005,0.001,,
5448,121,126407,57.140113830566406,10.62,40.22503685951233,1038,126414,-18.538395520000005,0.001,,
5452,121,126437,54.52836322784424,10.57,36.410151958465576,1038,126445,-18.562138009999998,0.001,,
5456,121,126468,57.42737503051758,10.25,35.137972089979385,1038,126475,-18.243245469999998,0.001,,
5460,121,126498,53.49915790557861,10.23,35.73366856575012,1038,126505,-18.199858350000003,0.001,,
5464,121,126531,56.40536117553711,10.24,33.5273494720459,1038,126538,-18.213221620000002,0.001,,
5468,121,126563,51.641836166381836,10.29,31.16568922996521,1039,126571,-18.36897519,0.001,,
5472,121,126618,52.819515228271484,10.35,36.48268785784322,1039,126626,-18.376013139999998,0.001,,
5476,121,126649,51.406088511149086,10.36,36.156351634434294,1039,126657,-18.38080095,0.001,,
5480,121,126682,54.881773948669434,10.4,26.567806720733643,1040,126691,-18.44021172,0.001,,
5484,121,126715,54.84449100494385,10.29,30.130095958709717,1040,126724,-18.31388204,0.001,,
5488,121,126748,54.93692321777344,10.28,34.613198386298286,1040,126756,-18.48825698,0.001,,
5492,121,126788,55.631182776557075,10.36,29.3712075177361,1040,126797,-18.863330039999997,0.001,,
5496,121,126825,50.315550804138184,10.29,29.70615267753601,1040,126834,-18.892618990000003,0.001,,
5500,121,126858,48.43230724334717,9.75,40.76718711853027,1041,126866,-17.93208773,0.001,,
5504,121,126889,53.246883392333984,9.57,27.10277807712555,1041,126897,-17.81321355,0.001,,
5508,121,126922,54.24071788787842,9.6,38.988975048065186,1041,126931,-17.85156976,0.001,,
5512,121,126973,54.39699618021647,9.96,29.571740223811222,1042,126998,-18.296836999999996,0.001,,
5516,121,127023,54.813843727111816,9.61,35.61076855659485,1042,127031,-17.443955119999995,0.001,,
5520,121,127067,55.75543403625488,9.99,29.984888553619385,1042,127100,-17.92836245,0.001,,
5524,121,127122,56.78257656097412,9.6,28.722413063049316,1043,127130,-17.28452007,0.001,,
5528,121,127154,52.56321430206299,9.62,33.585495471954346,1043,127162,-17.26753287,0.001,,
5532,121,127186,52.784966468811035,9.17,32.22020506858826,1043,127194,-16.45835922,0.001,,
5536,121,127216,50.29960823059082,9.05,31.74536623273577,1043,127223,-16.36946768,0.001,,
5540,121,127257,52.19082005818685,9.13,37.54151943751744,1044,127264,-16.47651299,0.001,,
5544,121,127288,54.36112823486328,9.36,30.516429265340168,1044,127319,-16.81903601,0.001,,
5548,121,127345,54.10655212402344,9.38,33.6634145464216,1044,127352,-16.88641405,0.001,,
5552,121,127396,56.821896362304685,9.58,37.193289862738716,1045,127403,-17.12692018,0.001,,
5556,121,127428,51.98800964355469,9.62,31.551676432291668,1045,127437,-17.128635640000002,0.001,,
5560,121,127461,52.0823605855306,9.65,31.54489735194615,1045,127470,-17.060717159999996,0.001,,
5564,121,127494,53.582783699035645,9.64,31.551647424697876,1045,127502,-17.089775680000002,0.001,,
5568,121,127528,52.49223804473877,9.64,29.997999463762557,1046,127535,-17.229145510000002,0.001,,
5572,121,127567,52.756964683532715,9.49,29.404645442962646,1046,127575,-17.19568769,0.001,,
5576,121,127600,54.120077514648436,9.5,30.48966121673584,1046,127607,-17.2600212,0.001,,
5580,121,127630,55.75829601287842,9.47,36.61683736528669,1046,127638,-17.33159369,0.001,,
5584,121,127665,54.48078536987305,9.5,35.76060443454318,1046,127674,-17.19538681,0.001,,
5588,121,127699,50.63128471374512,9.51,30.21638086107042,1047,127707,-17.05263885,0.001,,
5592,121,127732,55.16788387298584,9.42,30.76729393005371,1047,127739,-16.671947460000002,0.001,,
5596,121,127843,55.267937504967975,10.17,30.765767590752965,1048,127851,-17.73051524,0.001,,
5600,121,127915,55.21260226856578,10.57,33.11575792052529,1048,127923,-18.363356980000002,0.001,,
5604,121,127950,54.613182067871094,10.6,33.827908198038735,1048,127957,-18.27446906,0.001,,
5608,121,128001,56.15468692779541,10.77,29.923878987630207,1049,128008,-18.55334286,0.001,,
5612,121,128056,54.56002879142761,10.68,33.28568762540817,1049,128066,-18.097035809999998,0.001,,
5616,122,128091,54.291900634765625,10.92,27.324837684631348,1050,128123,-18.434213420000003,0.001,,
5620,121,128148,55.09939670562744,10.56,36.23567840031215,1050,128156,-17.994468570000002,0.001,,
5624,122,128229,54.372029713221956,11.87,31.0130804630748,1051,128317,-20.01267656,0.001,,
5628,122,128342,51.19487991333008,11.87,32.49266666836209,1051,128349,-19.97239655,0.001,,
5632,122,128372,53.28579521179199,11.86,27.32094717025757,1052,128380,-19.989159490000002,0.001,,
5636,122,128426,53.68980598449707,12.25,32.0569121837616,1052,128448,-20.034808480000002,0.001,,
5640,122,128470,53.48865795135498,12.15,33.51228986467634,1052,128479,-19.9599896,0.001,,
5644,122,128503,54.14438056945801,11.92,33.07741843329536,1053,128511,-19.64333847,0.001,,
5648,122,128534,52.723137855529785,11.91,31.574263095855713,1053,128543,-19.54134773,0.001,,
5652,122,128566,52.56095314025879,11.7,33.839002336774556,1053,128573,-19.376766840000002,0.001,,
5656,122,128596,56.10433006286621,11.67,37.74592423439026,1053,128604,-19.44663618,0.001,,
5660,122,128632,52.44904645284017,11.71,31.560402523387562,1054,128641,-19.575489039999997,0.001,,
5664,122,128664,55.16841983795166,11.7,31.55136466026306,1054,128672,-19.5512392,0.001,,
5668,122,128693,56.627296447753906,11.65,27.68275342668806,1054,128700,-19.372209350000002,0.001,,
5672,122,128722,53.37274360656738,11.56,34.99939046587263,1054,128731,-19.263229839999997,0.001,,
5676,122,128754,57.90189743041992,11.56,25.43390383039202,1055,128763,-19.270560519999997,0.001,,
5680,122,128794,55.220669746398926,11.64,26.649654984474182,1055,128802,-19.30488124,0.001,,
5684,122,128846,54.68489248102362,11.79,34.38569112257524,1055,128853,-19.39645161,0.001,,
5688,122,128877,54.49304072062174,11.79,35.14965602329799,1056,128886,-19.40065932,0.001,,
5692,122,128911,53.69222164154053,12.35,30.40289243062337,1056,128974,-20.6731507,0.001,,
5696,122,128997,54.08574422200521,11.54,33.17281069074358,1056,129005,-19.49283423,0.001,,
5700,122,129028,51.84750556945801,11.13,37.058959007263184,1057,129036,-18.781582419999996,0.001,,
5704,122,129081,53.22698238917759,11.32,37.522714376449585,1057,129089,-19.388349359999996,0.001,,
5708,122,129112,53.8297643661499,11.12,29.49554661342076,1057,129120,-19.08924979,0.001,,
5712,122,129144,53.543272972106934,10.85,31.19950032234192,1058,129151,-19.178455980000003,0.001,,
5716,122,129174,52.66055202484131,10.58,37.002132415771484,1058,129181,-18.670642750000003,0.001,,
5720,122,129204,55.211500549316405,10.55,34.654843754238556,1058,129211,-18.517976819999998,0.001,,
5724,122,129238,55.23989295959473,9.29,28.525046757289342,1058,129246,-16.577768159999998,0.001,,
5728,122,129272,51.80876922607422,9.3,30.047734451293945,1059,129279,-16.62671994,0.001,,
5732,122,129303,55.12331008911133,9.31,30.729215621948242,1059,129311,-16.701009229999997,0.001,,
5736,122,129333,53.37696075439453,9.01,30.956440687179565,1059,129349,-16.856970970000003,0.001,,
5740,122,129373,56.46652603149414,9.05,28.146094185965403,1059,129384,-16.924450280000002,0.001,,
5744,122,129407,55.11953163146973,9.04,25.682360410690308,1060,129415,-16.81415732,0.001,,
5748,122,129438,53.698280334472656,9.03,29.134864568710327,1060,129446,-16.916560280000002,0.001,,
5752,122,129470,52.889309883117676,9.05,28.28857159614563,1060,129478,-16.8651543,0.001,,
5756,122,129502,54.71463203430176,9.06,31.86546277999878,1060,129510,-16.90116503,0.001,,
5760,122,129535,52.45594024658203,9.02,45.53305673599243,1061,129543,-16.93647964,0.001,,
5764,122,129570,53.58450412750244,9.07,31.178070306777954,1061,129579,-16.91677671,0.001,,
5768,122,129602,53.537031173706055,9.1,28.348910570144653,1061,129610,-16.86080722,0.001,,
5772,122,129634,52.753318786621094,9.11,30.813351154327393,1061,129642,-16.85311984,0.001,,
5776,122,129667,56.749114990234375,9.12,36.465628147125244,1062,129675,-16.791367979999997,0.001,,
5780,122,129698,53.37131118774414,9.06,34.47073006629944,1062,129708,-16.73593413,0.001,,
5784,122,129733,54.3895009358724,8.91,31.89295823233468,1062,129744,-16.78827401,0.001,,
5788,122,129791,56.130794525146484,9.15,36.509634256362915,1063,129801,-17.217830590000002,0.001,,
5792,122,129841,54.946560859680176,8.75,31.05281639099121,1063,129849,-16.151834350000005,0.001,,
5796,122,129900,54.5464391708374,9.03,38.308358669281006,1063,129908,-16.28438725,0.001,,
5800,122,129930,57.86739444732666,9.01,36.85973358154297,1064,129937,-16.26235957,0.001,,
5804,122,129961,52.84510135650635,8.8,29.78289031982422,1064,129969,-15.746317750000003,0.001,,
,,129992,51.98832321166992,,28.58117893763951,,130000,,0.001,8.7,-12.153936171531678
5808,122,,,8.8,,1064,130000,-15.673562270000001,,,
5812,122,130026,54.14173889160156,8.82,29.799855762057835,1065,130033,-15.661443019999997,0.001,,
5816,122,130056,52.41816329956055,9.08,39.40112086704799,1065,130089,-16.54638057,0.001,,
5820,122,130127,57.31452941894531,9.24,32.04785490036011,1065,130135,-16.92253687,0.001,,
5824,122,130158,51.69552803039551,9.21,28.723220007760183,1066,130167,-16.77427645,0.001,,
5828,122,130193,52.66028060913086,9.22,35.250535774230954,1066,130201,-16.765883709999997,0.001,,
5832,122,130224,50.908921241760254,9.2,31.76906422206334,1066,130231,-16.648107439999997,0.001,,
5836,122,130254,55.00699329376221,9.13,25.266582250595093,1066,130262,-16.466181209999995,0.001,,
5840,122,130286,50.91096725463867,9.1,32.459783766004776,1067,130294,-16.399144420000002,0.001,,
5844,122,130316,55.17134666442871,9.11,26.68444013595581,1067,130326,-16.479294340000003,0.001,,
5848,122,130350,55.17795372009277,9.13,35.034972190856934,1067,130359,-16.338234889999995,0.001,,
5852,122,130384,56.22898292541504,9.47,31.245904803276062,1067,130425,-16.7461594,0.001,,
5856,122,130450,55.11429023742676,9.48,26.759701013565063,1068,130458,-16.6686685,0.001,,
5860,122,130482,52.8951358795166,9.47,27.937949861798966,1068,130490,-16.456861579999998,0.001,,
5864,122,130513,52.35765838623047,9.42,34.051853452410015,1068,130521,-16.414276700000002,0.001,,
5868,122,130544,54.474785804748535,9.5,31.3463613986969,1068,130560,-16.48147744,0.001,,
5872,122,130584,51.804988861083984,9.49,29.743672847747803,1069,130591,-16.45356982,0.001,,
5876,122,130615,55.74337100982666,9.47,32.60721707344055,1069,130622,-16.43634083,0.001,,
5880,122,130686,55.53155040740967,9.85,26.24801227024623,1069,130693,-17.005720819999997,0.001,,
5884,122,130720,55.8253532409668,9.87,26.132829242282444,1070,130731,-17.232885389999996,0.001,,
5888,122,130754,53.30885124206543,9.8,33.662018094744,1070,130781,-17.042944950000003,0.001,,
5892,122,130805,57.99938074747721,9.64,32.59298460824149,1070,130813,-16.982654779999997,0.001,,
5896,122,130837,52.73328685760498,9.36,30.02188789844513,1071,130844,-17.01815559,0.001,,
5900,122,130872,54.306396484375,9.43,33.75136714511447,1071,130880,-16.966523170000002,0.001,,
5904,122,130906,55.285595703125,9.45,33.03159840901693,1071,130914,-16.91283867,0.001,,
5908,122,130936,52.861084938049316,9.43,26.59924520765032,1071,130943,-17.00130589,0.001,,
5912,122,130964,53.05789279937744,9.39,32.647417068481445,1071,130972,-16.90446222,0.001,,
5916,122,131017,54.682925923665366,9.35,30.760386085510255,1072,131024,-16.6672142,0.001,,
5920,122,131048,55.795929718017575,9.21,27.82675298055013,1072,131056,-16.36150212,0.001,,
5924,122,131080,52.832621574401855,9.2,26.082279205322266,1072,131087,-16.32863631,0.001,,
5928,122,131109,51.693583488464355,9.16,39.06713008880615,1072,131117,-16.336698560000002,0.001,,
5932,122,131141,49.96900653839111,9.18,28.43044877052307,1073,131149,-16.328097959999997,0.001,,
5936,122,131172,50.982967376708984,9.2,26.364413125174387,1073,131182,-16.38512587,0.001,,
5940,122,131205,53.140625953674316,9.22,30.416033267974854,1073,131216,-16.39903508,0.001,,
5944,122,131241,50.892404556274414,9.24,31.870159996880425,1073,131250,-16.33768418,0.001,,
5948,122,131273,54.16958522796631,9.22,29.210469961166382,1074,131281,-16.42447405,0.001,,
5952,122,131308,57.356947326660155,8.9,35.348479652404784,1074,131315,-16.00792426,0.001,,
5956,122,131338,55.1685676574707,8.87,30.313560605049133,1074,131345,-16.02397187,0.001,,
5960,122,132361,50.91874599456787,18.79,27.141215562820435,1081,132369,-35.76127981,0.001,,
5964,122,132395,54.54118824005127,18.81,30.693845748901367,1082,132402,-35.72698559,0.001,,
