time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
375006,22.17,2420,38.97560448,16956,154,,,,,,
375094,22.17,2420,38.96609118999999,16960,154,0.001,-14.868265628814697,374976,0.5595162795937579,,
375180,22.14,2421,38.913763180000004,16964,154,0.001,-15.017950231378729,375062,0.5235675360475268,,
375269,22.14,2422,38.90978955,16968,154,0.001,-15.336356004079184,375152,0.5414074115131212,,
375356,22.12,2422,38.87151509,16972,154,0.001,-14.909507231278853,375238,0.5332811759276823,,
375443,22.1,2423,38.839989239999994,16976,154,0.001,-15.074052203785289,375325,0.531141075220975,,
375532,22.12,2423,38.86996508,16980,154,0.001,-14.754311734979803,375414,0.5405706289139661,,
375620,22.1,2424,38.82690991999999,16984,154,0.001,-14.912840669805353,375502,0.5450377965515311,,
375708,22.11,2424,38.84120577,16988,154,0.001,-15.3459584496238,375590,0.5742552510716699,,
375797,22.12,2425,38.86950026,16992,154,0.001,-14.735492532903498,375679,0.5317763496528972,,
375886,22.14,2425,38.894817689999996,16996,154,0.001,-15.14678947130839,375768,0.5117530278537584,,
375976,22.15,2426,38.917322600000006,17000,154,0.001,-14.680159742181951,375857,0.5245332290296969,,
376066,22.15,2426,38.91391423,17004,154,0.001,-14.962758382161459,375948,0.5984319176362909,,
376154,22.14,2427,38.918968729999996,17008,154,0.001,-14.90336856842041,376035,0.5247464605740139,,
376242,22.13,2427,38.89879851,17012,154,0.001,-14.82385288585316,376124,0.5426494682377035,,
376331,22.13,2428,38.89610219,17016,154,0.001,-14.76811478354714,376213,0.5119623961773786,,
376419,22.13,2428,38.89635929,17020,154,0.001,-14.882559256120162,376301,0.5474776544354178,,
376507,22.12,2429,38.87346508,17024,154,0.001,-14.984806320884012,376390,0.5797617801211097,,
376597,22.15,2429,38.92380135999999,17028,154,0.001,-15.020101720636541,376478,0.5156917477195914,,
376687,22.16,2430,38.939693240000004,17032,154,0.001,-15.08430255543102,376569,0.5393917988175931,,
376776,22.15,2430,38.91436339999999,17036,154,0.001,-15.161334037780762,376658,0.5997999473051592,,
376865,22.15,2431,38.91336654999999,17040,154,0.001,-15.107501810247248,376746,0.545770233585721,,
376956,22.18,2432,38.96282899,17044,154,0.001,-15.509916912425648,376837,0.5297572975573333,,
377043,22.17,2432,38.95060557,17048,154,0.001,-14.87534540349787,376925,0.5240808440880342,,
377133,22.18,2433,38.96968417,17052,154,0.001,-14.923507950522684,377015,0.5245279642668638,,
377221,22.15,2433,38.929731049999994,17056,155,0.001,-14.99444883519953,377103,0.5177633274685253,,
377310,22.16,2434,38.94747134,17060,155,0.001,-14.697094570506703,377191,0.5456901802258058,,
377396,22.16,2434,38.95222633,17064,155,0.001,-15.116820855574174,377279,0.5030652921308171,,
377484,22.15,2435,38.9410177,17068,155,0.001,-15.041038339788264,377366,0.5210816022895631,,
377500,,,,,,0.001,-15.126714619723233,377388,0.5367972647601907,22.05,38.89948651790619
377573,22.17,2435,38.97706786,17072,155,0.001,-14.924500898881393,377455,0.5154999562285163,,
377660,22.17,2436,38.980914909999996,17076,155,0.001,-15.05495210127397,377542,0.5571692233735864,,
377746,22.14,2436,38.93296568,17080,155,0.001,-15.11560023914684,377629,0.5245663537220522,,
377833,22.13,2437,38.919162459999995,17084,155,0.001,-15.338761503046209,377716,0.5454979999498888,,
377921,22.13,2437,38.922520539999994,17088,155,0.001,-15.357186317443848,377803,0.5585473261096261,,
378010,22.13,2438,38.91772221000001,17092,155,0.001,-14.923074086507162,377892,0.5528206825256348,,
378099,22.13,2438,38.92028507,17096,155,0.001,-14.83237413926558,377980,0.5177537202835083,,
378186,22.1,2439,38.86975264999999,17100,155,0.001,-15.038728367198598,378069,0.5452233390374617,,
378273,22.07,2439,38.82619836,17104,155,0.001,-14.537314414978027,378155,0.6136855057307652,,
378361,22.07,2440,38.81623661,17108,155,0.001,-14.589885364879262,378243,0.6164114353331652,,
378451,22.09,2440,38.846631560000006,17112,155,0.001,-14.662412484486898,378332,0.5418171247710353,,
378540,22.09,2441,38.84696413,17116,155,0.001,-14.88335132598877,378422,0.5936046649109233,,
378628,22.09,2441,38.85181248,17120,155,0.001,-15.166047096252441,378510,0.5067686885595322,,
378716,22.09,2442,38.856780140000005,17124,155,0.001,-14.754468310963023,378597,0.4915031750093807,,
378805,22.08,2442,38.84147942,17128,155,0.001,-14.860213019631125,378686,0.5484328730539842,,
378893,22.06,2443,38.80197812,17132,155,0.001,-15.178040409088135,378775,0.5057636825811296,,
378981,22.05,2444,38.793665180000005,17136,155,0.001,-14.971442395990545,378863,0.5308502411300485,,
379068,22.03,2444,38.765040750000004,17140,155,0.001,-15.1334810256958,378950,0.5314672489960989,,
379156,22.0,2445,38.721507589999995,17144,155,0.001,-15.240670724348588,379038,0.5299706255847757,,
379245,22.02,2445,38.75705158,17148,155,0.001,-14.867201631719416,379126,0.513556335460056,,
379335,22.02,2445,38.756320869999996,17152,155,0.001,-15.151941855748495,379216,0.5420863952325738,,
379421,22.0,2446,38.718353439999994,17156,155,0.001,-14.645777130126953,379303,0.5207156680879139,,
379509,21.99,2446,38.70357775,17160,155,0.001,-15.277716636657715,379391,0.5135693834586577,,
379597,22.01,2447,38.72997618,17164,155,0.001,-15.008452762256969,379479,0.48487095670266583,,
379686,22.02,2447,38.7422923,17168,155,0.001,-14.762632803483443,379568,0.4997075132348321,,
379775,22.02,2448,38.74457256,17172,155,0.001,-14.8512601852417,379657,0.5286640863526951,,
379865,22.05,2448,38.78351309000001,17176,155,0.001,-15.141887751492588,379746,0.5008525740016591,,
379953,22.07,2449,38.80965031,17180,155,0.001,-15.279721520163797,379835,0.513872200792486,,
380000,,,,,,0.001,-14.931455785577947,379901,0.5499349642883647,22.05,38.89948651790619
380040,22.07,2450,38.812614550000006,17184,155,0.001,-15.096618739041416,379922,0.4890040343716031,,
380128,22.07,2450,38.80677768,17188,155,0.001,-15.098022027449174,380010,0.5030864030122757,,
380219,22.09,2451,38.83762132,17192,155,0.001,-14.981576760609945,380100,0.5144682371098063,,
380307,22.08,2451,38.82546181,17196,155,0.001,-15.281591606140136,380189,0.5171002475988298,,
380395,22.09,2452,38.845834069999995,17200,155,0.001,-14.834657755765049,380278,0.5404386384920641,,
380482,22.09,2452,38.8458597,17204,155,0.001,-14.852712249755859,380365,0.5447801039332435,,
380571,22.1,2453,38.8631275,17208,155,0.001,-15.057641809636896,380452,0.5197961330413818,,
380658,22.07,2453,38.81550728,17212,155,0.001,-15.367124037309127,380541,0.49971738864075055,,
380747,22.07,2453,38.82426188,17216,155,0.001,-15.546255978670986,380629,0.5023487300976462,,
380836,22.08,2454,38.83186261,17220,155,0.001,-15.023567120234171,380718,0.5406704169252644,,
380923,22.07,2455,38.81173562,17224,155,0.001,-15.35393304824829,380805,0.5174750572159177,,
381012,22.07,2455,38.81015448,17228,155,0.001,-14.875987847646078,380894,0.5209916298804076,,
381100,22.07,2456,38.81510756000001,17232,155,0.001,-14.902216304432262,380982,0.5478585213422775,,
381189,22.08,2456,38.82359435,17236,155,0.001,-14.482898538762873,381072,0.5198269405148246,,
381276,22.08,2457,38.827085430000004,17240,155,0.001,-14.976070750843395,381157,0.49996370348063385,,
381364,22.08,2457,38.824148290000004,17244,155,0.001,-14.852704915133389,381246,0.523813861337575,,
381454,22.09,2458,38.84540889,17248,155,0.001,-14.99976642926534,381336,0.5755185446013575,,
381542,22.07,2458,38.809610670000005,17252,155,0.001,-14.877802502025258,381424,0.5595900849862532,,
381630,22.09,2459,38.84160569,17256,155,0.001,-15.140551393682307,381512,0.5358144559643485,,
381719,22.1,2459,38.85594587,17260,155,0.001,-14.56610462882302,381601,0.5506411428036897,,
381808,22.11,2460,38.87649484,17264,155,0.001,-14.648387735540217,381689,0.5474904531782324,,
381895,22.09,2460,38.84739969,17268,155,0.001,-15.03626467964866,381778,0.5535784363746643,,
381983,22.08,2461,38.82731495,17272,155,0.001,-14.721652897921475,381864,0.5696584823585692,,
382070,22.05,2462,38.78194101,17276,155,0.001,-14.62860055403276,381952,0.5496086407275427,,
382158,22.05,2462,38.78661017,17280,155,0.001,-15.27600114995783,382040,0.5466678156094118,,
382246,22.06,2463,38.80566998,17284,155,0.001,-15.008485620672053,382127,0.5363916199315678,,
382333,22.05,2463,38.793858590000006,17288,155,0.001,-14.94352574781938,382216,0.5203105360269547,,
382422,22.03,2464,38.76947515,17292,155,0.001,-14.916171550750732,382304,0.5060224429420803,,
382500,,,,,,0.001,-15.09420429576527,382392,0.5374626110900532,22.05,38.89948651790619
382510,22.03,2465,38.76679765,17296,155,,,,,,
382599,22.04,2465,38.77336159000001,17300,155,0.001,-14.917795874855734,382480,0.5304297181692991,,
382687,22.05,2466,38.787350759999995,17304,155,0.001,-14.816008221019398,382568,0.5537343973463232,,
382776,22.05,2467,38.788883059999996,17308,155,0.001,-14.920983921397816,382657,0.5620425167408857,,
382866,22.08,2467,38.84130346,17312,155,0.001,-14.656108935674032,382748,0.5384060662725697,,
382955,22.08,2468,38.832247540000004,17316,155,0.001,-14.801879102533514,382836,0.514132181351835,,
383043,22.07,2468,38.81593301,17320,155,0.001,-14.892803192138672,382926,0.543166691606695,,
383131,22.08,2469,38.84297753,17324,155,0.001,-15.033768480474299,383013,0.511963581497019,,
383219,22.07,2469,38.822994060000006,17328,155,0.001,-14.956909656524658,383101,0.5427009704567137,,
383309,22.09,2470,38.856359049999995,17332,155,0.001,-15.391807158788046,383190,0.5150938630104065,,
383398,22.09,2471,38.86020654000001,17336,155,0.001,-14.81295394897461,383279,0.5264087708100028,,
383488,22.12,2471,38.9013437,17340,155,0.001,-14.852638331326572,383369,0.5607018782333895,,
383576,22.12,2472,38.900325769999995,17344,155,0.001,-15.201106331565164,383458,0.5593091689404988,,
383666,22.12,2473,38.89850856,17348,155,0.001,-14.978962204673074,383547,0.5431153747168455,,
383756,22.14,2473,38.93040233,17352,155,0.001,-14.895007653669877,383638,0.5581737363880331,,
383844,22.14,2474,38.931255539999995,17356,155,0.001,-14.892071203751998,383727,0.512504062869332,,
383932,22.13,2474,38.91411877,17360,155,0.001,-14.844186956232244,383813,0.5437558659098365,,
384019,22.11,2475,38.874852839999996,17364,155,0.001,-14.931111812591553,383901,0.549837833359128,,
384106,22.11,2475,38.87095655,17368,155,0.001,-15.124634049155496,383988,0.5546022084626284,,
384193,22.1,2476,38.85222802,17372,155,0.001,-14.796222253279252,384075,0.5155929028987885,,
384281,22.11,2476,38.87424336,17376,155,0.001,-14.993334770202637,384162,0.5333853391083804,,
384372,22.14,2477,38.93059667,17380,155,0.001,-15.061738361011852,384253,0.5977200502934663,,
384461,22.15,2477,38.94611999,17384,155,0.001,-15.031006899746982,384343,0.5393318365449491,,
384549,22.16,2478,38.95893557,17388,155,0.001,-15.241392742503773,384431,0.5479911362582987,,
384638,22.16,2479,38.957708829999994,17392,155,0.001,-15.005147616068522,384520,0.5227603031241376,,
384727,22.17,2479,38.976034320000004,17396,155,0.001,-14.505393288352273,384609,0.5308540955833767,,
384817,22.18,2480,38.992739269999994,17400,155,0.001,-14.836321657354182,384699,0.5512682375582781,,
384906,22.19,2480,39.006599460000004,17404,155,0.001,-14.788198550542196,384788,0.5251650538133539,,
384993,22.17,2481,38.9776718,17408,155,0.001,-14.598261226307262,384875,0.5257463969967582,,
385000,,,,,,0.001,-14.480572700500488,384897,0.5573925240473314,22.05,38.89948651790619
385080,22.14,2482,38.9319363,17412,155,0.001,-14.796991781754928,384963,0.5807199857451699,,
385170,22.15,2482,38.945681879999995,17416,155,0.001,-14.83182447606867,385051,0.5651278392128323,,
385259,22.16,2483,38.967368879999995,17420,155,0.001,-14.74207964810458,385141,0.543680648912083,,
385348,22.17,2483,38.97734755999999,17424,155,0.001,-15.019123770973899,385230,0.5603564151308753,,
385437,22.18,2484,38.99894844,17428,155,0.001,-15.141396869312633,385318,0.5452234907583757,,
385525,22.16,2485,38.96830706,17432,155,0.001,-14.728151928294789,385407,0.5806959217244928,,
385613,22.15,2485,38.94035781,17436,155,0.001,-14.681442347439853,385495,0.5643308487805453,,
385702,22.14,2486,38.92345037,17440,155,0.001,-15.023906100880016,385584,0.5577533556656404,,
385789,22.13,2486,38.908962519999996,17444,155,0.001,-14.720499125393955,385671,0.5299034132198854,,
385878,22.12,2487,38.89594114,17448,155,0.001,-14.797544739463113,385759,0.5788337059996345,,
385966,22.1,2487,38.871924990000004,17452,155,0.001,-14.870800451798873,385848,0.5493640899658203,,
386056,22.12,2488,38.90010082,17456,155,0.001,-14.898221189325506,385937,0.6061273542317477,,
386145,22.13,2488,38.924365359999996,17460,155,0.001,-14.635133743286133,386026,0.5498905385082419,,
386234,22.15,2489,38.963359559999994,17464,155,0.001,-14.849638765508478,386115,0.5786677720871839,,
386322,22.16,2489,38.98022665,17468,155,0.001,-14.79482364654541,386204,0.541160760955377,,
386410,22.17,2490,39.00571603,17472,155,0.001,-14.777345657348633,386291,0.6712777248837731,,
386499,22.18,2490,39.00805409,17476,155,0.001,-14.683104688471014,386381,0.5296251890452012,,
386589,22.17,2491,38.98236433,17480,155,0.001,-14.451599280039469,386470,0.544206361407819,,
386676,22.15,2491,38.94744849999999,17484,155,0.001,-14.93620473688299,386558,0.5502295345067978,,
386763,22.14,2492,38.93181253,17488,155,0.001,-14.778519344329833,386645,0.5671063775107974,,
386852,22.14,2493,38.93028635999999,17492,155,0.001,-14.468074365095658,386733,0.5546725324609063,,
386941,22.14,2493,38.9289179,17496,155,0.001,-15.058273748918014,386823,0.5436259061098099,,
387029,22.12,2494,38.900436819999996,17500,155,0.001,-14.59606985612349,386910,0.5327940455504826,,
387117,22.11,2494,38.89082601,17504,155,0.001,-14.67994195764715,386999,0.587500046599995,,
387207,22.14,2495,38.93112849,17508,155,0.001,-15.050859928131104,387088,0.5429540315399999,,
387296,22.16,2495,38.9583763,17512,155,0.001,-14.828047318892045,387178,0.5354028073224154,,
387384,22.14,2496,38.93069422,17516,155,0.001,-14.873317978598855,387267,0.4807586229365805,,
387473,22.14,2496,38.93464789000001,17520,155,0.001,-14.549644296819514,387354,0.5446023344993591,,
387500,,,,,,0.001,-15.127842816439541,387399,0.5131230354309082,22.05,38.89948651790619
387561,22.13,2497,38.91871148999999,17524,155,0.001,-14.951141357421875,387444,0.5305760075216708,,
387649,22.12,2497,38.90036466,17528,155,0.001,-14.544415040449662,387531,0.5291719219901345,,
387737,22.12,2498,38.90101688,17532,155,0.001,-14.876236482100053,387619,0.5299721306020563,,
387825,22.12,2498,38.91171384,17536,155,0.001,-14.792948809537021,387707,0.5665782662955198,,
387914,22.12,2499,38.924943819999996,17540,155,0.001,-14.874389807383219,387796,0.542230539995691,,
388003,22.14,2499,38.95624212,17544,155,0.001,-15.142040772871537,387885,0.5168151923201301,,
388090,22.12,2500,38.92538956,17548,155,0.001,-14.487131465565074,387973,0.5482844452966343,,
388178,22.12,2500,38.92148442,17552,155,0.001,-15.276724720001221,388059,0.5193020900090536,,
388265,22.09,2501,38.880103729999995,17556,155,0.001,-14.908493302085184,388147,0.49203982001001184,,
388355,22.1,2501,38.88381784,17560,155,0.001,-14.876642487265848,388236,0.49748090586879035,,
388445,22.11,2502,38.89838004,17564,155,0.001,-15.053038510409268,388326,0.5486687828194011,,
388534,22.12,2502,38.91088326,17568,155,0.001,-14.570828278859457,388416,0.5288088386473448,,
388622,22.12,2503,38.89937644,17572,155,0.001,-14.47487718408758,388504,0.5568776090036739,,
388710,22.11,2503,38.89915626,17576,155,0.001,-15.203378915786743,388592,0.56756013761396,,
388799,22.1,2504,38.880335949999996,17580,155,0.001,-15.140864285555752,388681,0.5375444111616715,,
388888,22.12,2504,38.917282590000006,17584,155,0.001,-14.906171798706055,388770,0.5218266715174136,,
388977,22.14,2505,38.958926870000006,17588,155,0.001,-14.679719664833762,388858,0.5438950603658502,,
389064,22.12,2505,38.91887031000001,17592,155,0.001,-14.945942792025479,388946,0.5425089001655579,,
389153,22.12,2506,38.924684819999996,17596,155,0.001,-14.621742595325816,389034,0.5240067555145784,,
389244,22.15,2506,38.97634618,17600,155,0.001,-15.10785588351163,389125,0.6164076626300812,,
389334,22.17,2507,38.9980142,17604,155,0.001,-15.27247412999471,389216,0.634409213843553,,
389424,22.17,2507,39.00326914,17608,155,0.001,-14.977133577520197,389305,0.5048519698056307,,
389512,22.16,2508,38.98719242,17612,155,0.001,-14.933873089877041,389394,0.5604824559255079,,
389601,22.17,2508,39.010364720000005,17616,155,0.001,-14.934449022466486,389483,0.5382851457053964,,
389689,22.16,2509,38.99104758,17620,155,0.001,-14.85584917935458,389571,0.5574523264711554,,
389776,22.15,2509,38.97994906,17624,155,0.001,-14.933632157065652,389658,0.55300012095408,,
389865,22.16,2510,39.002712419999995,17628,155,0.001,-14.676506562666459,389748,0.5666370716961947,,
389954,22.17,2511,39.01754872000001,17632,155,0.001,-15.076155055652965,389835,0.5886932625011965,,
390000,,,,,,0.001,-14.679066051136363,389902,0.5413313589312814,22.05,38.89948651790619
390043,22.18,2511,39.03210951999999,17636,155,0.001,-15.048255920410156,389925,0.5359870791435242,,
390132,22.18,2512,39.02200396,17640,155,0.001,-14.819286606528543,390014,0.5460209277543154,,
390223,22.2,2512,39.05026978,17644,155,0.001,-15.300768534342447,390104,0.5725484244201494,,
390310,22.2,2513,39.04510173,17648,155,0.001,-15.415985454212535,390192,0.5362331129255749,,
390399,22.21,2513,39.06653413,17652,155,0.001,-14.71530550176447,390281,0.5466075720994369,,
390486,22.21,2514,39.06447399,17656,155,0.001,-14.892039905894887,390368,0.5517839951948686,,
390573,22.18,2514,39.02932128,17660,155,0.001,-14.849326419830323,390455,0.5892095693520137,,
390662,22.17,2515,39.01164457,17664,155,0.001,-14.614039767872203,390545,0.5509871772744439,,
390749,22.15,2516,38.97960918,17668,155,0.001,-14.789662447842685,390632,0.5410487245429646,,
390835,22.13,2516,38.95055525,17672,155,0.001,-15.05179145119407,390716,0.603600337391808,,
390925,22.15,2516,38.96946166,17676,155,0.001,-14.92966922124227,390806,0.5355065568633701,,
391014,22.15,2517,38.97260064,17680,155,0.001,-14.714813405817205,390896,0.5183892290700566,,
391102,22.14,2518,38.95438982,17684,155,0.001,-15.056893001903187,390985,0.5437730900619341,,
391190,22.13,2518,38.93267453,17688,155,0.001,-15.155579046769576,391073,0.5436469221656973,,
391277,22.13,2519,38.93828061,17692,155,0.001,-14.574256896972656,391159,0.549245107741583,,
391365,22.12,2519,38.91245932000001,17696,155,0.001,-14.9976843920621,391247,0.4974503503604369,,
391450,22.06,2520,38.80934736,17700,155,0.001,-14.719571208953857,391333,0.5506120877606528,,
391539,22.05,2520,38.805668520000005,17704,155,0.001,-15.526643406261098,391420,0.5561829249967228,,
391628,22.04,2521,38.791815,17708,155,0.001,-15.4903808073564,391510,0.5577435493469238,,
391717,22.05,2521,38.80763666,17712,155,0.001,-15.0928917798129,391599,0.5423628791518833,,
391803,22.02,2522,38.750795929999995,17716,155,0.001,-14.83952591635964,391686,0.5563708458627973,,
391892,22.03,2522,38.758660330000005,17720,155,0.001,-14.778679674321955,391773,0.5380407029932196,,
391980,22.04,2523,38.76637353,17724,155,0.001,-14.796642017364501,391861,0.576507092941375,,
392069,22.04,2523,38.75776324,17728,155,0.001,-15.083629868247293,391951,0.5371262973005121,,
392157,22.03,2524,38.74663886,17732,155,0.001,-14.86151461167769,392039,0.5449623601003126,,
392245,22.02,2524,38.7425052,17736,155,0.001,-15.189143787730824,392127,0.5237718183885921,,
392333,22.01,2525,38.7263103,17740,155,0.001,-14.9967003735629,392215,0.5210872414437208,,
392420,21.97,2526,38.67209802,17744,155,0.001,-15.351732167330654,392303,0.5519434728405692,,
392500,,,,,,0.001,-15.117622288790615,392391,0.5710177758465642,22.05,38.89948651790619
392509,21.99,2527,38.694070759999995,17748,155,,,,,,
392596,21.97,2527,38.657555429999995,17752,155,0.001,-15.085853229869496,392478,0.6238200271671469,,
392684,21.98,2528,38.67444333,17756,155,0.001,-15.137662020596592,392566,0.5491309328512712,,
392771,21.98,2528,38.661851340000005,17760,155,0.001,-14.847923972389914,392653,0.5203485163775358,,
392858,21.96,2529,38.62927118,17764,155,0.001,-15.371810566295277,392740,0.516205211932009,,
392946,21.97,2529,38.649693389999996,17768,155,0.001,-15.053303146362305,392827,0.641533640168962,,
393033,21.98,2530,38.66918702,17772,155,0.001,-15.300047094171697,392916,0.5720542709935795,,
393122,21.97,2530,38.654489090000006,17776,155,0.001,-15.199777523676554,393004,0.5395603154016577,,
393210,21.96,2531,38.64030883,17780,155,0.001,-14.943546454111734,393092,0.5075461981089219,,
393298,21.96,2531,38.63510195,17784,155,0.001,-15.253216136585582,393180,0.5561123896728862,,
393386,21.96,2532,38.629995199999996,17788,155,0.001,-15.023565812544389,393268,0.5255054777318781,,
393474,21.97,2532,38.63901257999999,17792,155,0.001,-15.062965653159402,393356,0.5214488601142709,,
393563,21.98,2533,38.66143817,17796,155,0.001,-15.046286843039773,393445,0.5304188240658153,,
393650,22.0,2533,38.697093519999996,17800,155,0.001,-15.08113635670055,393532,0.5612973001870242,,
393737,21.98,2534,38.660887259999996,17804,155,0.001,-15.03786849975586,393619,0.5343316821824937,,
393825,21.97,2535,38.6429697,17808,155,0.001,-15.026358084245162,393708,0.5621264929121191,,
393914,21.97,2535,38.64157465000001,17812,155,0.001,-14.9799185666171,393796,0.5696737481789156,,
394001,21.98,2536,38.66430272,17816,155,0.001,-14.972156810760499,393883,0.5605319355215345,,
394087,21.95,2536,38.61999232,17820,155,0.001,-15.313360040838068,393970,0.5529281809216454,,
394176,21.96,2537,38.63463784,17824,155,0.001,-15.063503525473855,394057,0.5526170297102495,,
394263,21.94,2537,38.60931744,17828,155,0.001,-15.102851963043213,394145,0.5622456598849523,,
394351,21.94,2538,38.60200678,17832,155,0.001,-15.32472055608576,394233,0.5522790551185608,,
394438,21.93,2538,38.581257289999996,17836,155,0.001,-15.002850185741078,394320,0.5409134477376938,,
394525,21.92,2539,38.57113852,17840,155,0.001,-15.156974358992143,394407,0.5355599847706881,,
394614,21.94,2539,38.59884739,17844,155,0.001,-14.896058342673562,394495,0.471905689347874,,
394702,21.93,2540,38.59574215,17848,155,0.001,-15.035732355984775,394584,0.6208559694615278,,
394789,21.93,2541,38.59633134999999,17852,155,0.001,-15.515721416473388,394671,0.5240603727953774,,
394878,21.94,2541,38.60723925,17856,155,0.001,-15.029066866094416,394760,0.5609464252536948,,
394965,21.94,2542,38.618889120000006,17860,155,0.001,-14.993432305075906,394848,0.521502978422425,,
395000,,,,,,0.001,-14.701526468450373,394890,0.5512733899411701,22.05,38.89948651790619
395052,21.94,2543,38.62061456000001,17864,155,0.001,-15.37236569144509,394934,0.5668953413313086,,
395140,21.94,2543,38.621843240000004,17868,155,0.001,-14.932916121049361,395021,0.5336305390704762,,
395229,21.96,2544,38.65408419,17872,155,0.001,-15.136799205433238,395111,0.519884467124939,,
395317,21.95,2544,38.6435715,17876,155,0.001,-14.762187177484686,395199,0.5658161301504482,,
395405,21.95,2545,38.638188650000004,17880,155,0.001,-15.028043313459916,395287,0.5823142040859569,,
395493,21.95,2545,38.64099901,17884,155,0.001,-15.168224854902787,395375,0.5610768903385509,,
395581,21.95,2546,38.644905699999995,17888,155,0.001,-14.762424182891845,395463,0.5643323901153746,,
395669,21.95,2546,38.64628446,17892,155,0.001,-15.036025654185902,395551,0.541002553972331,,
395760,21.97,2547,38.6775394,17896,155,0.001,-14.81596565246582,395641,0.5861243838849275,,
395851,22.01,2547,38.7446062,17900,155,0.001,-15.310135046641031,395732,0.5386786227640898,,
395940,22.03,2548,38.77841312,17904,155,0.001,-15.195447063446045,395821,0.5523567284856524,,
396028,22.03,2549,38.767045030000006,17908,155,0.001,-15.128102215853604,395910,0.49742981656031177,,
396117,22.03,2549,38.77370568,17912,155,0.001,-15.020635604858398,395998,0.5279600322246552,,
396206,22.05,2550,38.795028329999994,17916,155,0.001,-14.9832816918691,396088,0.5430762236532958,,
396293,22.06,2550,38.8190466,17920,155,0.001,-15.597141179171475,396176,0.5149248946796764,,
396380,22.04,2551,38.79180106,17924,155,0.001,-15.147119175304066,396263,0.5446680849013121,,
396467,22.04,2551,38.78174464,17928,155,0.001,-15.081778006120162,396349,0.5096435275944796,,
396559,22.08,2552,38.84654601,17932,155,0.001,-14.885439157485962,396440,0.5755391509636588,,
396646,22.08,2552,38.850955060000004,17936,155,0.001,-14.435405904596502,396529,0.5372706258838827,,
396735,22.1,2553,38.88168198,17940,155,0.001,-15.139376466924494,396616,0.5208812003785913,,
396823,22.09,2553,38.87072742,17944,155,0.001,-15.019733168862082,396705,0.5854028666561301,,
396912,22.1,2554,38.89268347,17948,155,0.001,-15.180031429637562,396793,0.671496106819673,,
397000,22.11,2555,38.907440189999996,17952,155,0.001,-14.903546420010654,396881,0.5821407058022239,,
397090,22.12,2555,38.92680245,17956,155,0.001,-14.961410609158603,396971,0.5254767510023984,,
397178,22.13,2556,38.939788650000004,17960,155,0.001,-15.080762776461514,397060,0.5815043937076222,,
397267,22.15,2556,38.97281514000001,17964,155,0.001,-15.570133556019176,397149,0.5544381219407787,,
397354,22.14,2557,38.96426841,17968,155,0.001,-14.967264175415039,397236,0.6538166918537833,,
397444,22.15,2557,38.97525848,17972,155,0.001,-15.025189399719238,397325,0.5598507225513458,,
397500,,,,,,0.001,-14.982161175120961,397392,0.5627609992569144,22.05,38.89948651790619
397533,22.16,2558,38.991486910000006,17976,155,0.001,-15.037057876586914,397414,0.5390488288619302,,
397623,22.18,2559,39.02120059000001,17980,155,0.001,-14.943211078643799,397504,0.549066784589187,,
397712,22.19,2559,39.03440414,17984,155,0.001,-15.335356625643643,397594,0.5386855954473669,,
397800,22.19,2560,39.02509327999999,17988,155,0.001,-15.027532664212314,397682,0.5235543725165454,,
397888,22.19,2560,39.03318299,17992,155,0.001,-14.838462396101518,397771,0.5421252724799243,,
397977,22.17,2561,39.001435789999995,17996,155,0.001,-14.75692436911843,397859,0.5923656406609908,,
398065,22.14,2561,38.94628268,18000,155,0.001,-14.80804816159335,397947,0.5728556175123561,,
398152,22.12,2562,38.91192770999999,18004,155,0.001,-15.365924054926092,398034,0.5249979056063152,,
398242,22.14,2562,38.95808734,18008,155,0.001,-15.541045535694469,398124,0.578983487053351,,
398331,22.14,2563,38.95027977999999,18012,155,0.001,-15.295686721801758,398213,0.5484478229826147,,
398421,22.15,2564,38.96900783,18016,155,0.001,-14.991791118275035,398303,0.5572534772482786,,
398511,22.18,2564,39.020682869999995,18020,155,0.001,-14.824633858420633,398393,0.5633170203022335,,
398599,22.19,2565,39.04005605,18024,155,0.001,-15.093684283169834,398481,0.6016175990754907,,
398686,22.19,2565,39.04951543,18028,155,0.001,-15.253231048583984,398568,0.5744689892638813,,
398773,22.14,2566,38.96605692000001,18032,155,0.001,-15.042227363586425,398655,0.5979112145446596,,
398862,22.16,2566,38.990371440000004,18036,155,0.001,-15.07919606295499,398744,0.5789701274850152,,
398953,22.18,2567,39.01558894,18040,155,0.001,-15.374892754988236,398834,0.594776912169023,,
399041,22.18,2567,39.017185850000004,18044,155,0.001,-15.10700546611439,398923,0.5665959187529304,,
399130,22.18,2568,39.009543439999995,18048,155,0.001,-15.128093112598766,399012,0.5822167938405817,,
399220,22.2,2568,39.040321989999995,18052,155,0.001,-15.171486160971902,399101,0.5509801005775278,,
399309,22.19,2569,39.02478967,18056,155,0.001,-14.737838138233531,399191,0.5852507365786511,,
399395,22.17,2570,38.98508647999999,18060,155,0.001,-15.17886768687855,399277,0.5725863616574894,,
399484,22.17,2570,38.98005925,18064,155,0.001,-15.258276332508434,399366,0.5643420829014345,,
