time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
74028,22.1,488,38.88390121,3348,151,0.001,-16.21130674535578,73910,0.46580845259484793,,
74117,22.11,489,38.89994283,3352,151,0.001,-16.432901815934613,73999,0.47351699549218884,,
74205,22.11,489,38.89856012,3356,151,0.001,-16.460743297230113,74087,0.44763572107661853,,
74292,22.11,490,38.90951352,3360,151,0.001,-16.722265243530273,74174,0.5110573118383234,,
74380,22.09,490,38.87674543,3364,151,0.001,-16.370812329378996,74262,0.47404479128973825,,
74468,22.1,491,38.903174,3368,151,0.001,-16.228545795787465,74350,0.47150444848970935,,
74555,22.08,492,38.86109443,3372,151,0.001,-16.159166240692137,74437,0.48127234833581106,,
74645,22.09,492,38.87350008000001,3376,151,0.001,-16.34641560641202,74526,0.42525983398610895,,
74734,22.09,493,38.865252930000004,3380,151,0.001,-16.685945749282837,74616,0.43468836468199024,,
74823,22.1,494,38.8770461,3384,151,0.001,-16.583580450578168,74705,0.7249620310638262,,
74911,22.11,494,38.897747880000004,3388,151,0.001,-16.309421279213645,74793,0.4496782020382259,,
75000,,,,,,0.001,-16.502762534401633,74882,0.4574160332029516,22.05,38.89948651790619
75001,22.11,495,38.894859440000005,3392,151,,,,,,
75089,22.11,496,38.890955919999996,3396,151,0.001,-16.39204944263805,74971,0.4432943544604562,,
75178,22.1,496,38.86991508,3400,151,0.001,-16.50507892261852,75060,0.5609850179065358,,
75266,22.11,497,38.876588149999996,3404,151,0.001,-16.546116742220793,75148,0.44671369005333295,,
75354,22.09,498,38.84967898,3408,151,0.001,-16.296487634832207,75235,0.44126503982327203,,
75441,22.05,498,38.79077143000001,3412,151,0.001,-16.463630962371827,75323,0.4518128676073892,,
75529,22.05,499,38.79139992,3416,151,0.001,-16.503640261563387,75411,0.45907804505391553,,
75616,22.03,499,38.75502231,3420,151,0.001,-16.362785772843793,75498,0.45686617493629456,,
75707,22.06,500,38.805316499999996,3424,151,0.001,-16.582726565274324,75589,0.44429995443509973,,
75796,22.09,501,38.851463779999996,3428,151,0.001,-16.643590233542703,75677,0.6693010005083951,,
75884,22.08,501,38.83870679,3432,151,0.001,-16.475052400068805,75766,0.42031818899241363,,
75973,22.09,502,38.866330780000006,3436,151,0.001,-16.36096295443448,75855,0.43332093954086304,,
76059,22.07,502,38.838176010000005,3440,151,0.001,-16.59202176874334,75942,0.6683949909426949,,
76148,22.07,503,38.84021765,3444,151,0.001,-16.307190201499246,76029,0.46153324165127496,,
76236,22.08,504,38.85662118,3448,151,0.001,-16.487306941639293,76119,0.41520114513960754,,
76324,22.07,504,38.83806309,3452,151,0.001,-16.265220721562702,76206,0.4240866122038468,,
76413,22.08,505,38.85150901,3456,151,0.001,-17.00130705399947,76295,0.4951626807451248,,
76502,22.1,505,38.875099459999994,3460,151,0.001,-16.74454506960782,76384,0.4606773934581063,,
76589,22.09,506,38.86700948000001,3464,151,0.001,-16.764507467096504,76471,0.43979703838174994,,
76679,22.11,506,38.88786094,3468,151,0.001,-16.529286940892536,76560,0.4176228279652803,,
76768,22.13,507,38.93451124,3472,151,0.001,-16.46882846138694,76650,0.4647731144319881,,
76855,22.1,507,38.88312875,3476,151,0.001,-16.43048858642578,76738,0.7015568614006042,,
76943,22.09,508,38.87498566,3480,151,0.001,-16.6486873626709,76824,0.4729597625278291,,
77031,22.08,509,38.86476884,3484,151,0.001,-16.442526297135785,76912,0.43723978237672284,,
77121,22.1,509,38.893932480000004,3488,151,0.001,-16.685051744634453,77002,0.4490893997929313,,
77209,22.08,510,38.860829769999995,3492,151,0.001,-16.67418523268266,77091,0.43908565965565766,,
77296,22.07,510,38.85205461,3496,151,0.001,-16.523051435297187,77178,0.4884390263330369,,
77384,22.06,511,38.84066971,3500,151,0.001,-16.3545033714988,77266,0.3793187046592886,,
77475,22.09,511,38.89421039,3504,151,0.001,-16.478925228118896,77356,0.44960744095885236,,
77500,,,,,,0.001,-16.72201017899947,77401,0.45790654691782867,22.05,38.89948651790619
77563,22.09,512,38.880563959999996,3508,151,0.001,-16.51718078960072,77445,0.4367317936637185,,
77652,22.11,513,38.922089920000005,3512,151,0.001,-16.122297113591973,77534,0.4289937642487613,,
77740,22.11,513,38.926543970000004,3516,151,0.001,-16.663839253512297,77622,0.41983343118971045,,
77828,22.12,514,38.945892310000005,3520,151,0.001,-16.364568551381428,77710,0.42808859244636865,,
77914,22.07,514,38.855203810000006,3524,151,0.001,-16.09510647166859,77796,0.4439884681593288,,
78003,22.07,515,38.85423016,3528,151,0.001,-16.76338028907776,77886,0.4438499445500581,,
78092,22.08,515,38.874335210000005,3532,151,0.001,-16.45591417948405,77974,0.44600861357605975,,
78180,22.07,516,38.84900702,3536,151,0.001,-16.30961747602983,78062,0.4608446305448359,,
78267,22.08,516,38.86187897,3540,151,0.001,-16.442815087058328,78150,0.6834131167693571,,
78357,22.09,517,38.86878581999999,3544,151,0.001,-16.614780946211383,78238,0.42253411087122833,,
78447,22.11,517,38.89963649,3548,151,0.001,-16.163652022679646,78328,0.4093248895976854,,
78535,22.11,518,38.903213429999994,3552,151,0.001,-16.783974040638316,78417,0.47287485816261987,,
78625,22.12,519,38.921382429999994,3556,151,0.001,-16.284972364252265,78507,0.5506183194077533,,
78713,22.11,519,38.90774127,3560,151,0.001,-15.84042670510032,78596,0.5697459036653693,,
78802,22.13,520,38.93761335,3564,151,0.001,-16.428885221481323,78684,0.4344489056131114,,
78887,22.08,520,38.856751290000005,3568,151,0.001,-16.86666774749756,78770,0.4317443763667887,,
78973,22.05,521,38.798263160000005,3572,151,0.001,-16.72658382762562,78856,0.4679334206240518,,
79063,22.08,521,38.84151528999999,3576,151,0.001,-16.270394672047008,78945,0.426152152093974,,
79151,22.08,522,38.83479502,3580,151,0.001,-16.41143087907271,79032,0.44599855758927087,,
79241,22.1,523,38.86145655,3584,151,0.001,-16.475402918728914,79123,0.4476187757470391,,
79328,22.07,523,38.82119034,3588,151,0.001,-16.300335624001242,79210,0.4173061436130887,,
79415,22.06,524,38.79180152000001,3592,151,0.001,-16.362892150878906,79298,0.4446837536313317,,
79504,22.08,524,38.821419039999995,3596,151,0.001,-16.14576105637984,79386,0.5576871945099398,,
79593,22.09,525,38.83218977,3600,151,0.001,-16.5814151763916,79475,0.468080535531044,,
79681,22.06,525,38.777271240000005,3604,151,0.001,-16.453854474154387,79563,0.44276104461063037,,
79769,22.06,526,38.78696406,3608,151,0.001,-16.76831020008434,79651,0.7675205035643144,,
79857,22.05,526,38.7637999,3612,151,0.001,-16.55859621365865,79740,0.42782641364180524,,
79947,22.07,527,38.79630804000001,3616,151,0.001,-16.088891896334562,79829,0.46296997044397437,,
80000,,,,,,0.001,-16.074887015602805,79894,0.42953129467510043,22.05,38.89948651790619
80034,22.06,527,38.78233809999999,3620,151,0.001,-16.61705884066495,79916,0.6884010122580961,,
80120,22.06,528,38.786320229999994,3624,151,0.001,-16.405704498291016,80003,0.4588777820269267,,
80209,22.06,528,38.78755517,3628,151,0.001,-16.316070461273192,80091,0.7327715853850046,,
80297,22.05,529,38.76647731,3632,151,0.001,-16.234406731345437,80179,0.40907497509666113,,
80385,22.05,529,38.76895065,3636,151,0.001,-16.12395832755349,80266,0.48885070329362695,,
80473,22.06,530,38.782750969999995,3640,151,0.001,-16.209027203646574,80355,0.48826457830992614,,
80561,22.04,530,38.751949710000005,3644,151,0.001,-16.21694174679843,80443,0.4404620433395559,,
80647,22.0,531,38.69220182000001,3648,151,0.001,-16.306785583496094,80530,0.4419367164373398,,
80735,22.0,531,38.6945263,3652,151,0.001,-16.229757829145953,80617,0.4539951343428005,,
80823,21.98,532,38.66318958,3656,151,0.001,-16.246924956639607,80706,0.4458058722641157,,
80911,21.98,532,38.665949530000006,3660,151,0.001,-16.367870157415215,80793,0.4117015857588161,,
81000,21.98,533,38.66310693,3664,151,0.001,-16.811889266967775,80881,0.42416459038144066,,
81089,22.02,533,38.72387309,3668,151,0.001,-16.395854343067516,80971,0.4454426575790752,,
81177,22.04,534,38.765697259999996,3672,151,0.001,-16.009640260176226,81059,0.4643505256284367,,
81267,22.04,534,38.76322517,3676,151,0.001,-16.400683663108133,81149,0.48406119709429535,,
81355,22.04,535,38.77547872,3680,151,0.001,-15.835124449296432,81237,0.4177499928257682,,
81445,22.04,535,38.776388329999996,3684,151,0.001,-16.53134718808261,81327,0.4517390740954358,,
81535,22.07,536,38.81843391,3688,152,0.001,-16.608427307822488,81416,0.5158245400948958,,
81622,22.07,536,38.83253461000001,3692,152,0.001,-16.329385323957965,81504,0.4332735864889054,,
81711,22.07,537,38.82505992,3696,152,0.001,-16.5204645503651,81593,0.4160562672398307,,
81800,22.07,538,38.83321513,3700,152,0.001,-16.589407364527386,81682,0.39666798062946484,,
81891,22.1,538,38.89075518,3704,152,0.001,-16.683854738871258,81772,0.4242857059706812,,
81980,22.11,539,38.90451868,3708,152,0.001,-16.664996337890624,81861,0.42540864717392696,,
82068,22.11,539,38.90535561,3712,152,0.001,-16.477703380584718,81949,0.41058236218634103,,
82156,22.09,540,38.86834514,3716,152,0.001,-16.412683313543145,82038,0.41241187708718435,,
82244,22.1,540,38.881099909999996,3720,152,0.001,-16.367732394825328,82126,0.45572819899428973,,
82333,22.13,541,38.92950139,3724,152,0.001,-16.288055073131215,82215,0.4437924079273058,,
82421,22.12,541,38.9100575,3728,152,0.001,-16.354593016884543,82303,0.43159596621990204,,
82500,,,,,,0.001,-16.389454754916105,82392,0.4428828006440943,22.05,38.89948651790619
82510,22.13,542,38.92216825,3732,152,,,,,,
82599,22.14,543,38.94124006,3736,152,0.001,-16.822803670709785,82480,0.6947291832078587,,
82687,22.14,543,38.94874076999999,3740,152,0.001,-16.511659795587715,82569,0.41944393244656647,,
82776,22.15,544,38.96227849,3744,152,0.001,-16.72430141766866,82658,0.4462092881617339,,
82863,22.16,544,38.97091457,3748,152,0.001,-16.560253490101207,82745,0.4217448275197636,,
82953,22.18,545,39.003311229999994,3752,152,0.001,-16.25795276959737,82834,0.6412946219029634,,
83041,22.18,545,39.007051540000006,3756,152,0.001,-16.095161611383613,82923,0.4064148474823345,,
83128,22.17,546,38.98806617,3760,152,0.001,-16.018677017905496,83011,0.6102828979492188,,
83218,22.18,546,39.01029544000001,3764,152,0.001,-16.296214970675383,83099,0.43655103315477783,,
83304,22.15,547,38.96689175,3768,152,0.001,-16.718034917658027,83187,0.4227591089226983,,
83394,22.17,547,38.994151880000004,3772,152,0.001,-16.35256822903951,83276,0.52824499943982,,
83483,22.16,548,38.9876309,3776,152,0.001,-16.77786636352539,83365,0.4261266142129898,,
83572,22.17,548,39.007395820000006,3780,152,0.001,-16.469884634017944,83454,0.43204169558442157,,
83661,22.16,549,38.99656789,3784,152,0.001,-16.28698834505948,83543,0.4318228932944211,,
83749,22.14,549,38.970467899999996,3788,152,0.001,-16.430545647939045,83632,0.4987330138683319,,
83838,22.16,550,38.99897728999999,3792,152,0.001,-16.585954666137695,83720,0.4137202040715651,,
83928,22.17,551,39.018566209999996,3796,152,0.001,-16.55155849456787,83809,0.42439805554307025,,
84018,22.18,551,39.020765350000005,3800,152,0.001,-16.33303754979914,83899,0.7292835536328229,,
84105,22.14,552,38.9534384,3804,152,0.001,-16.018903732299805,83988,0.40619183399460534,,
84194,22.14,552,38.95635035,3808,152,0.001,-16.198393265406292,84076,0.4311579491781152,,
84284,22.16,553,38.990315259999996,3812,152,0.001,-16.277991901744496,84166,0.4260523820465261,,
84371,22.15,553,38.96908732,3816,152,0.001,-16.520813595164906,84253,0.43933065235614777,,
84461,22.17,554,39.00515605,3820,152,0.001,-16.694210572676226,84342,0.42742383073676715,,
84549,22.16,554,38.98965716,3824,152,0.001,-16.323534618724477,84431,0.4325730014931072,,
84638,22.17,555,39.00028166,3828,152,0.001,-16.21824195168235,84520,0.4327351762489839,,
84728,22.18,556,39.026255719999995,3832,152,0.001,-16.2695237940008,84609,0.47549439424818213,,
84816,22.17,556,39.01281362,3836,152,0.001,-16.2268290086226,84698,0.4463959458199414,,
84903,22.16,557,38.9976615,3840,152,0.001,-16.403736981478605,84785,0.41947815228592267,,
84992,22.16,557,38.99401169000001,3844,152,0.001,-16.419691345908426,84874,0.4231009144674648,,
85000,,,,,,0.001,-16.462143551219594,84896,0.4386948509649797,22.05,38.89948651790619
85080,22.17,558,39.01033583000001,3848,152,0.001,-16.61059717698531,84962,0.42318116941235284,,
85167,22.14,559,38.96431855,3852,152,0.001,-16.63208120519465,85049,0.4250851585106416,,
85254,22.13,559,38.94023714,3856,152,0.001,-16.3360971104015,85136,0.44666420987674166,,
85344,22.16,560,38.98596148,3860,152,0.001,-16.527166453274813,85225,0.4344388490373438,,
85431,22.13,561,38.93559085,3864,152,0.001,-16.12614698410034,85313,0.41806797896112713,,
85519,22.15,561,38.97818903,3868,152,0.001,-16.863848426125266,85401,0.4617640972137451,,
85609,22.15,562,38.98604701,3872,152,0.001,-16.012740395285867,85491,0.41296458892200305,,
85697,22.14,562,38.96399904,3876,152,0.001,-16.81844425201416,85579,0.42541810192845086,,
85786,22.14,563,38.95662110999999,3880,152,0.001,-16.086907068888348,85668,0.4029402538486149,,
85873,22.12,563,38.919254329999994,3884,152,0.001,-16.284052935513582,85755,0.4482723149386319,,
85963,22.14,564,38.94420502,3888,152,0.001,-16.47793499628703,85844,0.4170454494331194,,
86053,22.15,564,38.96261405,3892,152,0.001,-16.465027462352406,85935,0.43700660182082135,,
86143,22.15,565,38.96173305,3896,152,0.001,-16.077247142791748,86024,0.6779833759950555,,
86231,22.13,565,38.93363076999999,3900,152,0.001,-16.214448148554023,86112,0.4748340845108032,,
86318,22.13,566,38.926412379999995,3904,152,0.001,-16.157274766401812,86200,0.4384180171923204,,
86406,22.12,566,38.9111722,3908,152,0.001,-15.96462116241455,86287,0.41763737939652945,,
86493,22.09,567,38.86271121,3912,152,0.001,-16.63368453979492,86375,0.4122980237007141,,
86582,22.11,568,38.90069047,3916,152,0.001,-16.56651504834493,86464,0.6484754409479059,,
86671,22.1,568,38.87985285,3920,152,0.001,-16.41455381566828,86553,0.39114874601364136,,
86760,22.11,569,38.897146819999996,3924,152,0.001,-16.285300948403098,86641,0.4047259715470401,,
86848,22.1,569,38.8832592,3928,152,0.001,-16.430044520984996,86730,0.3926840803839944,,
86935,22.07,570,38.825718740000006,3932,152,0.001,-16.172066116333006,86817,0.6946303361938113,,
87023,22.07,570,38.82209760999999,3936,152,0.001,-16.502579082142223,86906,0.44000013308091596,,
87111,22.08,571,38.835604100000005,3940,152,0.001,-16.382494767506916,86994,0.3837284614210543,,
87200,22.08,572,38.84298165,3944,152,0.001,-16.676195231350984,87081,0.43354716897010803,,
87289,22.09,572,38.86220697,3948,152,0.001,-16.272716869007457,87170,0.4350755363702774,,
87379,22.12,573,38.90604536,3952,152,0.001,-16.38978828083385,87260,0.4137083617123691,,
87467,22.13,573,38.92694509,3956,152,0.001,-16.28252159465443,87349,0.3753497749567032,,
87500,,,,,,0.001,-16.2297846476237,87394,0.39944553245668823,22.05,38.89948651790619
87558,22.14,574,38.94663523,3960,152,0.001,-16.406667073567707,87440,0.43373802045117255,,
87648,22.17,575,38.994666609999996,3964,152,0.001,-16.55364010550759,87529,0.40417246655984357,,
87737,22.18,575,38.99546229,3968,152,0.001,-15.94559383392334,87619,0.4385198165069927,,
87826,22.17,576,38.98088062,3972,152,0.001,-16.4026555148038,87707,0.4012217169458216,,
87914,22.17,576,38.987177270000004,3976,152,0.001,-16.490567366282146,87796,0.6642096768254819,,
88002,22.16,577,38.96840201,3980,152,0.001,-16.488212325356223,87883,0.4153870222243396,,
88090,22.17,578,38.99526733,3984,152,0.001,-16.77587283741344,87972,0.4518360143358057,,
88177,22.14,578,38.94424951999999,3988,152,0.001,-16.377622604370117,88059,0.3973787412756965,,
88265,22.12,579,38.91014223,3992,152,0.001,-16.559279095042836,88147,0.40882880985736847,,
88352,22.09,579,38.863518369999994,3996,152,0.001,-15.586174444718795,88234,0.4427481449785687,,
88442,22.11,580,38.8972274,4000,152,0.001,-16.092820514332164,88323,0.497527612881227,,
88527,22.09,580,38.87321180000001,4004,152,0.001,-16.273270416259766,88409,0.4458545574120113,,
88613,22.07,581,38.838717290000005,4008,152,0.001,-16.27458451010964,88496,0.46479698609222064,,
88701,22.08,581,38.84538319,4012,152,0.001,-16.861219492825594,88583,0.4711020141839981,,
88788,22.06,582,38.81438274,4016,152,0.001,-16.427792289040305,88671,0.484818618405949,,
88877,22.06,582,38.819290349999996,4020,152,0.001,-16.42901914769953,88758,0.4834849631244486,,
88967,22.07,583,38.83077899,4024,152,0.001,-16.017419641668145,88849,0.8313888181810793,,
89055,22.07,584,38.83091250999999,4028,152,0.001,-16.238260182467375,88937,0.4356789250265468,,
89144,22.09,584,38.86634222,4032,152,0.001,-16.35959703272039,89026,0.4522740001028234,,
89231,22.08,585,38.85671255,4036,152,0.001,-16.292425762523305,89113,0.4258828393437646,,
89321,22.1,586,38.88183064,4040,152,0.001,-16.139915292913262,89203,0.4172906914482946,,
89411,22.11,586,38.8955825,4044,152,0.001,-16.285087151960894,89293,0.4487726947535639,,
89500,22.11,587,38.90329515,4048,152,0.001,-16.48665428161621,89382,0.41808383844115515,,
89587,22.08,587,38.85770815,4052,152,0.001,-16.754578937183727,89470,0.39886598830873315,,
89676,22.09,588,38.86642752,4056,152,0.001,-16.037434404546563,89558,0.44383183934471826,,
89768,22.1,589,38.88193606,4060,152,0.001,-16.179417523470793,89649,0.40568710021350696,,
89858,22.1,589,38.88135466999999,4064,152,0.001,-16.414532314647328,89739,0.41894720170808875,,
89947,22.1,590,38.88275238000001,4068,152,0.001,-16.15133112127131,89829,0.44664497479148535,,
90000,,,,,,0.001,-16.418536966497246,89894,0.38826051638239906,22.05,38.89948651790619
90034,22.08,591,38.83807641,4072,152,0.001,-16.374257347800516,89916,0.7379478642886336,,
90123,22.09,591,38.85102268,4076,152,0.001,-16.151498881253328,90004,0.4116958325559443,,
90211,22.09,592,38.84592425,4080,152,0.001,-16.130631273443047,90092,0.41461951392037527,,
90300,22.1,593,38.85612806,4084,152,0.001,-16.347441239790484,90182,0.4716899354349483,,
90390,22.13,593,38.91882760000001,4088,152,0.001,-16.22520178014582,90271,0.42000272599133576,,
90479,22.14,594,38.93061525,4092,152,0.001,-16.524011438543145,90361,0.40090130404992536,,
90567,22.15,594,38.94102046,4096,152,0.001,-16.13655220378529,90449,0.4465792179107666,,
90655,22.13,595,38.90389184,4100,152,0.001,-16.33329235423695,90537,0.4332286769693548,,
90743,22.16,596,38.95394744,4104,152,0.001,-16.14097465168346,90625,0.4324698908762498,,
90830,22.17,596,38.97497166,4108,152,0.001,-16.355788707733154,90713,0.38026098126456853,,
90918,22.17,597,38.98529194,4112,152,0.001,-16.313519131053578,90799,0.8000815348191694,,
91007,22.19,598,39.0217321,4116,152,0.001,-16.26704571463845,90888,0.4481271654367447,,
91095,22.18,598,38.991648059999996,4120,152,0.001,-16.29946058446711,90977,0.43934778056361456,,
91181,22.14,599,38.93608151,4124,152,0.001,-16.281455993652344,91063,0.8195354541142782,,
91270,22.15,600,38.954322780000005,4128,152,0.001,-16.117005920410158,91151,0.4232943810167767,,
91359,22.15,600,38.95726242,4132,152,0.001,-16.069778442382812,91241,0.4088025851683183,,
91448,22.17,601,38.973063190000005,4136,152,0.001,-16.444034576416016,91330,0.4465883685783906,,
91535,22.14,601,38.92783594,4140,152,0.001,-16.377868461608887,91417,0.41482509175936383,,
91625,22.14,602,38.92932376,4144,152,0.001,-15.963072256608443,91507,0.43845337493853137,,
91711,22.11,603,38.8709045,4148,152,0.001,-16.19760105826638,91594,0.4929091510447589,,
91801,22.14,603,38.92223319,4152,152,0.001,-16.118812214244496,91682,0.4051039300181649,,
91888,22.12,604,38.893995999999994,4156,152,0.001,-16.29428022558039,91770,0.43070157955993305,,
91975,22.07,604,38.81806433,4160,152,0.001,-15.89091386795044,91857,0.46272458348955425,,
92065,22.07,605,38.811133569999996,4164,152,0.001,-16.282837347550824,91947,0.4806601495846458,,
92155,22.08,606,38.82998694,4168,152,0.001,-16.073549667994182,92038,0.3866645045902418,,
92244,22.1,606,38.858432900000004,4172,152,0.001,-16.50722007751465,92125,0.3958587291694823,,
92333,22.1,607,38.85472420999999,4176,152,0.001,-16.26453347639604,92215,0.44522161198698956,,
92421,22.1,607,38.852398359999995,4180,152,0.001,-16.18663501739502,92304,0.4137953235344453,,
92500,,,,,,0.001,-16.336894512176514,92392,0.3945958549561708,22.05,38.89948651790619
92511,22.11,608,38.87189646,4184,151,,,,,,
92601,22.11,609,38.86640388,4188,151,0.001,-16.669044668024238,92483,0.41325300661000336,,
92690,22.11,610,38.86638617999999,4192,151,0.001,-16.199471733786844,92572,0.4371583827517249,,
92780,22.13,610,38.90630565,4196,151,0.001,-16.02788899161599,92661,0.3841898183931004,,
92868,22.13,611,38.91582511000001,4200,151,0.001,-15.77032488042658,92750,0.3523762293837287,,
92955,22.12,611,38.9075373,4204,151,0.001,-16.224821758270263,92837,0.3796884233043307,,
93044,22.14,612,38.93021268,4208,151,0.001,-16.23185703971169,92926,0.36953741853887384,,
93131,22.13,613,38.90678846,4212,151,0.001,-16.85747562755238,93013,0.3749754930084402,,
93220,22.13,613,38.90316799,4216,151,0.001,-16.539640029271443,93102,0.3927694416564444,,
93310,22.15,614,38.94775152,4220,151,0.001,-16.641777276992798,93192,0.3836573167987492,,
93398,22.17,614,38.97053281,4224,151,0.001,-16.398275895552203,93280,0.38908565179868176,,
93485,22.15,615,38.94171536999999,4228,151,0.001,-16.24679045243697,93367,0.37569712373343384,,
93574,22.15,616,38.94413152999999,4232,151,0.001,-16.7040278116862,93456,0.7190843574378801,,
93664,22.16,616,38.97596039999999,4236,151,0.001,-16.617361386617024,93546,0.8203130668920019,,
93752,22.17,617,38.999433620000005,4240,151,0.001,-16.083972237326883,93633,0.37502061507918616,,
93840,22.15,618,38.97097566,4244,151,0.001,-16.085808927362617,93722,0.4312196414579045,,
93926,22.15,618,38.97427232,4248,151,0.001,-16.016064036976207,93809,0.3702595111998645,,
94015,22.14,619,38.95464663,4252,151,0.001,-16.536575664173473,93898,0.37785631824623456,,
94103,22.15,619,38.97159782,4256,151,0.001,-16.251516262690227,93986,0.3872086885182754,,
94192,22.17,620,38.9980236,4260,151,0.001,-16.380673928694293,94073,0.37337549979036505,,
94282,22.17,621,39.00410512,4264,151,0.001,-16.646569967269897,94164,0.40915049159008526,,
94370,22.15,621,38.96890006,4268,151,0.001,-16.14786364815452,94252,0.36160813204266806,,
94460,22.16,622,38.994606690000005,4272,151,0.001,-16.32487416267395,94342,0.41153927471326746,,
94550,22.17,623,39.01460909,4276,151,0.001,-16.70869645205411,94431,0.4249188276854428,,
94637,22.16,623,39.00864271,4280,151,0.001,-16.15193328857422,94519,0.40253263002350215,,
94726,22.15,624,39.002850179999996,4284,151,0.001,-16.740267753601074,94608,0.4276644140481949,,
94814,22.13,624,38.972219290000005,4288,151,0.001,-16.203505429354582,94696,0.3565851097757166,,
94901,22.11,625,38.94028597,4292,151,0.001,-16.618399793451484,94784,0.39929658445444977,,
94990,22.1,625,38.92876826,4296,151,0.001,-16.58480930328369,94871,0.38773582681365637,,
95000,,,,,,0.001,-15.99758005142212,94894,0.3744067290554876,22.05,38.89948651790619
95079,22.11,626,38.939999,4300,151,0.001,-16.267758282748137,94961,0.37736187333410437,,
95167,22.12,627,38.943522210000005,4304,151,0.001,-16.624619570645418,95049,0.7423650256612084,,
95256,22.12,628,38.94845153,4308,151,0.001,-16.235006939281117,95137,0.47180732813748444,,
95344,22.13,628,38.973183889999994,4312,151,0.001,-16.163294792175293,95225,0.3770452778447758,,
95432,22.12,629,38.95791519,4316,151,0.001,-16.681065212596547,95314,0.39702096445993945,,
95520,22.1,629,38.922277359999995,4320,151,0.001,-16.157884857871316,95402,0.4182253276759928,,
95607,22.09,630,38.91804844,4324,151,0.001,-16.030401143160734,95490,0.42365358769893646,,
95697,22.12,631,38.96751267,4328,151,0.001,-16.059593027288262,95579,0.4613111550393312,,
95786,22.12,631,38.9650875,4332,151,0.001,-16.34435922449285,95668,0.4367583272132007,,
95873,22.09,632,38.91454071,4336,151,0.001,-16.424638748168945,95755,0.41290655867619946,,
95962,22.1,632,38.92039048,4340,151,0.001,-16.33369003642689,95844,0.419499856504527,,
96051,22.11,633,38.94115715,4344,151,0.001,-16.332696654579856,95933,0.4421248539634373,,
96138,22.12,634,38.95792567,4348,151,0.001,-16.3067403273149,96020,0.7536232254721902,,
96226,22.11,634,38.94117393,4352,151,0.001,-16.324694460088555,96108,0.5016998648643494,,
96316,22.13,635,38.9752211,4356,151,0.001,-16.45414673198353,96197,0.6514610851352866,,
96404,22.12,636,38.957750850000004,4360,151,0.001,-16.20295741341331,96286,0.43328417160294275,,
96493,22.11,636,38.940987390000004,4364,151,0.001,-16.335468848546345,96374,0.40406906345616217,,
96581,22.11,637,38.95324941999999,4368,151,0.001,-16.170836795460094,96463,0.4918563284657218,,
96669,22.09,637,38.9164829,4372,151,0.001,-16.09430841966109,96551,0.44200855087150226,,
96757,22.07,638,38.89303504,4376,151,0.001,-15.838217041709207,96639,0.43650054931640625,,
96844,22.07,639,38.89517791,4380,151,0.001,-15.987606395374645,96726,0.45918398244040354,,
96933,22.07,639,38.88532299,4384,151,0.001,-16.128862380981445,96815,0.4455336060213006,,
97020,22.06,640,38.867149160000004,4388,151,0.001,-16.36838063326749,96903,0.435984732075171,,
97107,22.06,640,38.86660953,4392,151,0.001,-16.279068166559394,96989,0.3895281770012595,,
97196,22.06,641,38.87025021,4396,151,0.001,-16.298860203136098,97078,0.4709349965507334,,
97284,22.05,641,38.85821058,4400,151,0.001,-16.009359446438875,97166,0.39076256345618854,,
97371,22.04,642,38.84392462,4404,151,0.001,-16.17946789481423,97252,0.39641350223904565,,
97458,22.02,642,38.810891330000004,4408,151,0.001,-16.788708079944957,97340,0.375315090472048,,
97500,,,,,,0.001,-16.68286861072887,97384,0.43327527560971,22.05,38.89948651790619
97545,22.01,643,38.79825833,4412,151,0.001,-16.312379576943137,97428,0.3940166099504991,,
97633,22.01,644,38.79736626,4416,151,0.001,-16.57573914527893,97516,0.4088912295258563,,
97721,22.01,645,38.79162503,4420,151,0.001,-16.330720901489258,97603,0.38640349155122583,,
97809,22.02,645,38.79659972,4424,151,0.001,-16.47127004103227,97691,0.39735020290721546,,
97899,22.02,646,38.787970480000006,4428,151,0.001,-16.4275501424616,97780,0.4021711051464081,,
97988,22.02,646,38.78436577,4432,151,0.001,-16.424835551868785,97870,0.4085174717686393,,
98077,22.04,647,38.81768906,4436,151,0.001,-16.331036047501996,97959,0.4261419461532073,,
98166,22.04,647,38.824917909999996,4440,151,0.001,-16.296658342534844,98047,0.40000990575010126,,
98254,22.03,648,38.80540009,4444,151,0.001,-16.255694736133922,98136,0.47389983995394275,,
98343,22.05,649,38.82963006,4448,151,0.001,-16.025795243003152,98224,0.39972729845480487,,
98431,22.05,649,38.84174071999999,4452,151,0.001,-16.022599653764203,98313,0.3926318626512181,,
98519,22.03,650,38.81034044,4456,151,0.001,-16.039341839877043,98401,0.6469385474920273,,
98607,22.03,650,38.81731949,4460,151,0.001,-16.236345609029133,98488,0.418231224236281,,
98695,22.02,651,38.80271229,4464,151,0.001,-15.882536194541238,98578,0.37317040833559906,,
98782,22.01,651,38.7813074,4468,151,0.001,-16.270378546281293,98665,0.36225905496141186,,
98868,21.99,652,38.75365377000001,4472,151,0.001,-16.263088833202016,98751,0.400205445560542,,
98956,21.99,653,38.741118549999996,4476,151,0.001,-16.443016225641426,98839,0.4241846722105275,,
