train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,time/total_timesteps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-3.8433496400266884,760.75,11,0.001,4,-1260.99364425,257,2000,3043,0.10156073853420093,,
6.077959065437317,,,0.001,,,,4000,5000,0.09331915985420346,-3004.121303367615,1000.0
5.362938810348511,880.375,40,0.001,8,-2076.06074575,174,6000,7043,0.051125734021887186,,
1.8158022648096084,,,0.001,,,,9000,10000,0.21722294216230512,-2418.538024878502,1000.0
1.9533861808776856,841.3333333333334,69,0.001,12,-1983.223237416667,145,10000,10096,0.27391094669699667,,
1.5954473425471594,656.4375,71,0.001,16,-1547.8406375625,146,10421,10503,0.6570981204157739,,
1.4241151944394224,725.15,89,0.001,20,-1358.1539612499998,161,13460,14503,0.7208514763712883,,
0.9681173466780165,,,0.001,,,,14460,15000,0.7409804464578629,63.744000363897065,1000.0
0.3763938926902483,770.9583333333334,120,0.001,24,-1083.0675392916667,154,17460,18503,0.6894373542070389,,
-0.6276793984533288,,,0.001,,,,19460,20000,0.7012472006380558,514.1298594264648,928.3
-1.9858993600606918,803.6785714285714,149,0.001,28,-845.8802333214286,150,21460,22503,0.4994730007648468,,
-4.348699610710144,,,0.001,,,,24460,25000,0.5089190429449082,725.0883738551842,1000.0
-5.122456112384796,828.21875,179,0.001,32,-659.61343521875,147,25460,26503,0.5060603457987308,,
-8.308163087844848,,,0.001,,,,29460,30000,0.560815340489149,688.1317073849583,1000.0
,847.3055555555555,210,,36,-508.6311969722222,145,,30503,,,
-11.466741840362548,862.575,232,0.001,40,-382.628555,148,33460,34503,0.607989216297865,,
-12.32371117401123,,,0.001,,,,34460,35000,0.6176529943943023,661.7346713152416,885.5
-14.767890756607056,875.0681818181819,262,0.001,44,-280.67543413636366,146,37460,38503,0.629765441775322,,
-16.317296377182007,,,0.001,,,,39460,40000,0.6287063558697701,771.2872568249106,1000.0
-17.973710346221925,885.4791666666666,292,0.001,48,-190.89461070833332,145,41460,42503,0.6232224085628987,,
-20.31617851257324,,,0.001,,,,44460,45000,0.6556106911599636,887.7405912780669,1000.0
-21.095854469299315,894.2884615384615,323,0.001,52,-108.5030724230769,143,45460,46503,0.6591152509450913,,
-23.917005474090576,,,0.001,,,,49460,50000,0.7588315141499042,886.0041905247151,1000.0
,901.8392857142857,356,,56,-51.219512071428575,141,,50503,,,
