time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,131.33181424999998,106,26.5,0,1965,,,,,,
8,95.385014125,161,20.125,0,430,25.970732842172897,62,-4.307932410921369,0.001,,
12,83.22145766666667,213,17.75,0,337,15.3100674702571,114,-5.083441393715995,0.001,,
16,79.1188891875,271,16.9375,0,297,10.561192496617634,170,-5.793134808540344,0.001,,
20,76.95526885,331,16.55,1,272,6.955737495422364,230,-6.333914041519165,0.001,,
24,75.38992195833333,390,16.25,1,253,3.435097805091313,289,-6.994703905923026,0.001,,
28,74.2381105357143,449,16.035714285714285,1,245,5.9940281595502585,348,-7.334040096827915,0.001,,
32,73.56403275,509,15.90625,2,238,2.582985210418701,408,-7.992729902267456,0.001,,
36,73.05303205555555,569,15.805555555555555,2,232,2.3097612857818604,468,-8.725834012031555,0.001,,
40,72.58241067499999,628,15.7,2,229,1.3916689117749532,528,-9.233990907669067,0.001,,
44,71.8709006590909,685,15.568181818181818,3,228,1.11415753194264,585,-9.78254645211356,0.001,,
48,71.21733208333335,741,15.4375,3,224,0.7232926998819623,641,-10.36211803981236,0.001,,
52,70.65678448076923,797,15.326923076923077,3,221,0.6738623699971608,697,-10.831574031284877,0.001,,
56,70.17850380357143,853,15.232142857142858,3,217,0.6295249951737267,753,-11.420275006975446,0.001,,
60,69.75777498333333,909,15.15,4,213,0.7235286746706281,809,-11.895178931100029,0.001,,
64,69.40876237500001,965,15.078125,4,212,0.5787486689431327,865,-12.55473586491176,0.001,,
68,69.19147614705884,1022,15.029411764705882,4,212,1.6955558849232537,922,-12.957484381539482,0.001,,
72,69.07597254166666,1080,15.0,5,212,0.8958490810223988,980,-13.352058274405342,0.001,,
76,68.89967210526315,1137,14.960526315789474,5,210,0.7609691364424569,1037,-13.736786842346191,0.001,,
80,68.855117375,1196,14.95,5,210,0.5870988061030705,1095,-14.62226745060512,0.001,,
84,68.66077005952383,1252,14.904761904761905,5,209,0.7323359549045563,1152,-14.816080229622978,0.001,,
88,68.5343635909091,1309,14.875,6,209,1.0594597735575266,1208,-15.090166364397321,0.001,,
92,68.41198116304346,1366,14.847826086956522,6,208,0.7503911512238639,1266,-15.76996762411935,0.001,,
96,68.25014817708333,1422,14.8125,6,207,1.0075660709823882,1322,-15.89572525024414,0.001,,
100,68.15960696,1479,14.79,7,206,0.8580320860658374,1378,-16.49141529628209,0.001,,
104,65.49597212999998,1535,14.29,7,205,1.8865439082895006,1435,-16.92896706717355,0.001,,
108,65.79527718000001,1593,14.32,7,205,0.829612101827349,1492,-17.4725957598005,0.001,,
112,66.06083752,1650,14.37,8,205,0.6958435071366174,1550,-18.156899043491908,0.001,,
116,65.96322502999999,1706,14.35,8,205,0.7669913130147117,1606,-18.347593579973495,0.001,,
120,65.81397628,1762,14.31,8,204,0.6248299756220409,1662,-19.146099090576172,0.001,,
124,65.69272027,1818,14.28,8,203,0.7445731226887021,1718,-18.630871091570175,0.001,,
128,65.63227789000001,1875,14.26,9,202,0.7691902326686042,1774,-19.208029883248464,0.001,,
132,65.46525554000002,1931,14.22,9,201,0.7026946587221963,1831,-19.79336302621024,0.001,,
136,65.2927996,1987,14.18,9,201,0.9419780064906392,1887,-20.273441314697266,0.001,,
140,65.18197063999999,2044,14.16,10,200,0.7720824373619897,1944,-20.41706112452916,0.001,,
144,65.27013866,2102,14.17,10,200,0.8039703773600715,2001,-21.10610089983259,0.001,,
148,65.34499212,2159,14.18,10,200,0.6872238477071126,2059,-20.92681884765625,0.001,,
152,65.42452794,2216,14.19,11,199,0.8934976224388395,2115,-21.50676781790597,0.001,,
156,65.43625078999999,2272,14.19,11,199,2.0813072132212773,2172,-21.828059877668107,0.001,,
160,65.55663700000001,2330,14.21,11,200,1.6575654234204973,2229,-21.924891880580358,0.001,,
164,65.62471069,2387,14.22,11,200,1.026166319847107,2287,-22.650156838553293,0.001,,
168,65.67645114,2445,14.23,12,200,3.8379553897040233,2344,-22.651352201189315,0.001,,
172,65.56792859000001,2501,14.21,12,200,1.9576869436672755,2401,-22.819997242518834,0.001,,
176,65.57407263999998,2558,14.21,12,200,1.0273350392069136,2457,-22.370588847569056,0.001,,
180,65.47864237,2615,14.19,13,200,1.4474867624895913,2515,-24.300174168178014,0.001,,
184,65.47100103,2671,14.19,13,200,1.0681501158646174,2571,-23.643532071794784,0.001,,
188,65.42247450999999,2727,14.18,13,200,0.8831397358860288,2627,-24.312465122767858,0.001,,
192,65.42032625,2784,14.18,13,200,0.6711960903235844,2683,-24.332488196236746,0.001,,
196,65.45637992,2841,14.19,14,200,0.688721592937197,2741,-24.660505839756556,0.001,,
200,65.38711279,2897,14.18,14,200,0.5210315989596503,2797,-24.716087886265345,0.001,,
204,65.42600769,2954,14.19,14,200,0.628286457487515,2854,-24.83965928213937,0.001,,
208,65.37563815000001,3011,14.18,15,200,0.8642879128456116,2910,-25.32876178196498,0.001,,
212,65.47566735000001,3070,14.2,15,200,0.6505330950021744,2969,-26.308612278529576,0.001,,
216,65.58479247999999,3128,14.22,15,200,0.6548872717789241,3027,-25.866010665893555,0.001,,
220,65.63238692,3185,14.23,15,200,0.9397969139473779,3085,-26.57893943786621,0.001,,
224,65.64177456000002,3241,14.23,16,200,2.2391089839594707,3141,-26.869999749319895,0.001,,
228,65.59083246000002,3297,14.22,16,200,1.0848319573061806,3197,-26.09323992047991,0.001,,
232,65.63666611,3354,14.23,16,200,1.115889651434762,3254,-26.44371577671596,0.001,,
236,65.63201226,3410,14.23,17,200,1.6617409970079149,3310,-27.997422899518693,0.001,,
240,65.58459951,3466,14.22,17,200,2.090589310441698,3366,-27.67121069771903,0.001,,
244,65.48695989999999,3522,14.2,17,200,2.3583467517580305,3422,-28.78640638078962,0.001,,
248,65.47936554,3579,14.2,17,200,0.7994927082742963,3479,-27.46916934422084,0.001,,
252,65.47662230999998,3636,14.2,18,200,1.000121283531189,3536,-27.617851972579956,0.001,,
256,65.48906103,3692,14.2,18,200,0.6740802483899253,3592,-27.417589460100448,0.001,,
260,65.49019176,3750,14.2,18,200,0.8332099573952811,3650,-28.317527770996094,0.001,,
264,65.52212657,3808,14.21,19,200,0.8964188066976411,3707,-28.12923267909459,0.001,,
268,65.46258273000001,3865,14.2,19,199,0.7606394823108401,3765,-29.39993667602539,0.001,,
272,65.46527721,3921,14.2,19,199,0.6163320690393448,3821,-29.275955745152064,0.001,,
276,65.41955347,3977,14.19,19,199,0.7608996970312936,3877,-28.80949374607631,0.001,,
280,65.37384296,4033,14.18,20,199,0.774377781365599,3933,-28.529590334211075,0.001,,
284,65.4206996,4090,14.19,20,199,0.991294379745211,3990,-29.00930322919573,0.001,,
288,65.42473829,4146,14.19,20,198,0.9079775810241699,4046,-28.751998083932058,0.001,,
292,65.46478755,4204,14.2,21,199,0.6201863656441371,4104,-29.79652976989746,0.001,,
296,65.43415347999999,4260,14.19,21,199,0.878628888300487,4160,-29.896517617361887,0.001,,
300,65.63642562,4320,14.23,21,199,0.995904881755511,4219,-29.635128021240234,0.001,,
304,65.58810164,4376,14.22,21,199,1.495914787054062,4276,-29.707146780831472,0.001,,
308,65.63089949,4434,14.23,22,199,1.36697085414614,4333,-30.661988939557755,0.001,,
312,65.67937912000001,4494,14.24,22,199,1.3715831438700359,4393,-30.52152987888881,0.001,,
316,65.62005535,4551,14.23,22,199,1.1007420590945654,4450,-30.74213981628418,0.001,,
320,65.62320125000001,4608,14.23,23,199,1.0327001043728419,4507,-29.627830232892716,0.001,,
324,65.6608659,4665,14.24,23,199,1.1796573741095406,4565,-31.078488758632115,0.001,,
328,65.70597602000001,4722,14.25,23,199,0.7519677792276654,4622,-30.666630608694895,0.001,,
332,65.71037578,4779,14.25,23,199,0.8954236592565264,4678,-30.32691219874791,0.001,,
336,65.75289086,4836,14.26,24,199,0.9474278251330058,4736,-30.63283371925354,0.001,,
340,65.81069732,4893,14.27,24,199,0.5893736949988774,4793,-31.242377144949778,0.001,,
344,65.91120993,4951,14.29,24,199,0.836297462383906,4850,-31.27140712738037,0.001,,
,,5000,,,,0.8525591215917042,4908,-30.433287484305247,0.001,14.05,64.85035027265549
348,65.96402898000001,5009,14.3,25,197,,,,,,
352,65.95789941999999,5066,14.3,25,197,0.8412297878946576,4966,-30.289405822753906,0.001,,
356,66.01243486999999,5123,14.31,25,197,1.0357642556939806,5023,-31.526187079293386,0.001,,
360,65.95893628,5180,14.3,26,196,1.0609055012464523,5080,-30.981799806867325,0.001,,
364,65.9240188,5237,14.29,26,196,0.9870607342038836,5137,-31.768218994140625,0.001,,
368,65.89029865,5293,14.28,26,196,0.7559719234704971,5193,-31.21290615626744,0.001,,
372,65.89103963000001,5349,14.28,27,196,1.0761254876852036,5249,-31.793022973196848,0.001,,
376,65.93596002000001,5406,14.29,27,196,1.3166829546292622,5306,-32.02108907699585,0.001,,
380,65.99607277,5463,14.3,27,196,0.8800296666366714,5362,-31.649171829223633,0.001,,
384,66.04457136,5521,14.31,28,196,1.69236843926566,5420,-31.798965999058314,0.001,,
388,66.07653032000002,5578,14.32,28,196,1.0202329180070333,5478,-31.216100692749023,0.001,,
392,66.03346741,5635,14.31,28,196,1.7899869552680425,5534,-32.30234009878976,0.001,,
396,66.01969627,5691,14.31,28,196,1.385680432830538,5591,-30.833160400390625,0.001,,
400,65.91823152,5749,14.29,29,196,1.8694720149040223,5649,-33.255946568080354,0.001,,
404,66.00811211999999,5807,14.31,29,196,1.0729276122791427,5706,-32.97590964181082,0.001,,
408,65.96430981999998,5864,14.3,29,196,1.4826767125299998,5764,-32.50603812081473,0.001,,
412,65.90860735999999,5923,14.29,30,196,0.9987427368760109,5822,-31.977360044206893,0.001,,
416,65.87167922,5979,14.28,30,196,1.2460776695183344,5879,-32.5207702091762,0.001,,
420,65.91210686,6037,14.29,30,196,4.8763828213725775,5937,-31.81622396196638,0.001,,
424,65.85942042999999,6093,14.28,31,196,3.3052519070250646,5993,-31.49837248665946,0.001,,
428,65.86819893,6150,14.28,31,196,1.2878541469573974,6050,-32.87532329559326,0.001,,
432,65.90546616,6208,14.29,31,196,1.0027710636456808,6107,-32.269162041800364,0.001,,
436,65.87065353999999,6264,14.28,31,196,0.8063810382570539,6164,-32.88931465148926,0.001,,
440,65.81717265999998,6320,14.27,32,196,0.7737612404993602,6220,-32.81542750767299,0.001,,
444,65.76918452999999,6377,14.26,32,196,0.9283084337200437,6277,-31.789845330374582,0.001,,
448,65.67139324,6433,14.24,32,196,0.7892038289989743,6333,-32.76781954084124,0.001,,
452,65.62447909000001,6489,14.23,32,197,0.8917534862245832,6389,-31.111703327723912,0.001,,
456,65.61788907,6546,14.23,33,197,0.646146120769637,6446,-32.13159016200474,0.001,,
460,65.57812306,6602,14.22,33,197,0.9060685102428708,6502,-31.994155066353933,0.001,,
464,65.57838806000001,6659,14.22,33,196,0.9486105978488922,6559,-32.47728729248047,0.001,,
468,65.62067744000001,6716,14.23,34,196,1.1198763123580389,6616,-32.60884393964495,0.001,,
472,65.68001377,6773,14.24,34,196,1.5157866009644099,6673,-32.8021172114781,0.001,,
476,65.71684208,6831,14.25,34,196,1.0498408760343279,6731,-33.42179162161691,0.001,,
480,65.65678726000002,6887,14.24,35,196,0.8360058665275574,6787,-31.782441002982004,0.001,,
484,65.60445394000001,6944,14.23,35,196,1.698765899737676,6844,-32.690696716308594,0.001,,
488,65.60695055000001,7001,14.23,35,196,0.7809623841728482,6901,-33.42291831970215,0.001,,
492,65.60671824,7058,14.23,35,196,0.878036618232727,6957,-32.66962841578892,0.001,,
496,65.66344547,7115,14.24,36,196,0.7034515380859375,7015,-33.83846500941685,0.001,,
500,65.57054617999998,7171,14.22,36,196,1.0150945016316004,7071,-33.63859912327358,0.001,,
504,65.53192728,7228,14.21,36,196,1.1432680317333765,7127,-31.86601938520159,0.001,,
508,65.53580611000001,7285,14.21,37,196,1.3469878264835902,7185,-33.023472922188894,0.001,,
512,65.41200832999999,7341,14.18,37,196,1.2015054672956467,7241,-32.0879887172154,0.001,,
516,65.44420691,7398,14.19,37,196,1.441525161266327,7298,-32.41730499267578,0.001,,
520,65.34793844,7454,14.17,38,195,1.2305050534861428,7354,-32.06397683279855,0.001,,
524,65.54130239,7514,14.21,38,195,1.425841005643209,7413,-32.44251469203404,0.001,,
528,65.53415994,7571,14.21,38,195,1.4436678418091364,7471,-32.50482504708426,0.001,,
532,65.53174646000001,7629,14.21,38,196,1.3332725837826729,7528,-31.956187656947545,0.001,,
536,65.57968381,7686,14.22,39,196,0.6415844676750047,7585,-33.0317497253418,0.001,,
540,65.58013038,7742,14.22,39,196,0.9553139571632657,7642,-31.97964177812849,0.001,,
544,65.57026399000002,7799,14.22,39,196,0.9272617181142171,7699,-33.32104137965611,0.001,,
548,65.61291409,7856,14.23,40,196,0.825566794191088,7756,-31.837015424455917,0.001,,
552,65.71562325999999,7914,14.25,40,196,1.3105249067147573,7813,-32.50328063964844,0.001,,
556,65.66745691,7970,14.24,40,195,1.0260976212365287,7870,-32.35383115495954,0.001,,
560,65.75312059,8028,14.26,41,195,0.8423162301381429,7928,-33.50420093536377,0.001,,
564,65.75425762,8085,14.26,41,195,0.6179512431224187,7985,-32.802146911621094,0.001,,
568,65.75598933,8142,14.26,41,195,0.9020816109010151,8042,-32.59870801653181,0.001,,
572,65.7450626,8199,14.26,41,195,1.0065185765425364,8099,-32.291028703962056,0.001,,
576,65.70342166,8256,14.25,42,195,0.8124833809477943,8155,-32.44241196768625,0.001,,
580,65.69743408000001,8312,14.25,42,195,1.0898856712239129,8212,-33.572875704084126,0.001,,
584,65.66010948,8368,14.24,42,195,0.8861801688160215,8268,-33.73654910496303,0.001,,
588,65.70781670000001,8426,14.25,43,194,1.0106054464975993,8325,-33.40341077532087,0.001,,
592,65.67444068,8482,14.24,43,194,0.833788839834077,8382,-32.720366614205496,0.001,,
596,65.62880743000001,8538,14.23,43,194,0.7143238548721585,8438,-33.0828800201416,0.001,,
600,65.67699239000001,8595,14.24,44,194,1.7046404949256353,8494,-33.26359013148716,0.001,,
604,65.62218269999998,8651,14.23,44,194,1.4220227769442968,8551,-33.408712659563335,0.001,,
608,65.62687973,8708,14.23,44,194,1.0415597975254058,8608,-32.61807894706726,0.001,,
612,65.66834143,8765,14.24,44,194,0.9452667874949319,8665,-31.77908624921526,0.001,,
616,65.77575571,8824,14.26,45,194,0.8560258527596791,8723,-32.1200327192034,0.001,,
620,65.82345266,8881,14.27,45,194,0.756221605198724,8781,-33.82789775303432,0.001,,
624,65.6354777,8937,14.23,45,194,0.8553861656359264,8837,-32.04399899074009,0.001,,
628,65.63283079000001,8994,14.23,46,194,0.77336143382958,8893,-32.91133499145508,0.001,,
632,65.54460494,9050,14.21,46,194,0.6789221657173974,8950,-32.48074885777065,0.001,,
636,65.49350911,9106,14.2,46,194,0.7746552612100329,9006,-32.7773072378976,0.001,,
640,65.49873816,9162,14.2,47,194,1.000316756112235,9062,-32.836969648088726,0.001,,
644,65.54917601000002,9220,14.21,47,194,0.8851774718080249,9119,-32.61435672215053,0.001,,
648,65.55420272,9277,14.21,47,194,0.9245935337884086,9177,-32.683436257498606,0.001,,
652,65.49814067000001,9334,14.2,47,194,1.0133152880838938,9234,-33.383160727364675,0.001,,
656,65.59675986,9392,14.22,48,194,0.8463985085487366,9292,-33.20156931877136,0.001,,
660,65.56060585,9449,14.21,48,194,0.5818506141503652,9349,-32.171888623918804,0.001,,
664,65.65028679999999,9508,14.23,48,194,0.8441855808099111,9408,-32.07167148590088,0.001,,
668,65.59980963999999,9564,14.22,49,194,1.1439185014792852,9464,-33.509800229753765,0.001,,
