time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef,eval/mean_ep_length,eval/mean_reward
51563,8.42,720,7252,3.509574749999999,71,-7.318512439727783,51462,0.0003,0.18270650506019592,-0.08888021111488342,0.008244026452302933,,
51594,8.43,721,7256,3.51283454,71,1.0782984495162964,51493,0.0003,0.27839258313179016,-0.2948947250843048,0.008202794939279556,,
51628,8.46,721,7260,3.4427045999999994,71,1.0081998109817505,51527,0.0003,0.2052217721939087,-0.07458998262882233,0.008185462094843388,,
51657,8.44,721,7264,3.4524620999999995,71,-3.2561731338500977,51556,0.0003,0.17596496641635895,0.10027670860290527,0.00817535538226366,,
51690,8.38,722,7268,3.369668919999999,71,-1.9803965091705322,51589,0.0003,0.19972330331802368,-0.09952685981988907,0.00817823689430952,,
51720,8.39,722,7272,3.3275783199999993,71,-0.08584848046302795,51619,0.0003,0.22935797274112701,-0.2044869214296341,0.008158816024661064,,
51763,8.59,723,7276,3.44586704,71,2.812669515609741,51662,0.0003,0.18702873587608337,-0.06678828597068787,0.008162676356732845,,
51795,8.52,723,7280,3.5094498100000004,71,-1.0807831287384033,51694,0.0003,0.2403010129928589,-0.23637908697128296,0.008151734247803688,,
51823,8.46,724,7284,3.5669341200000004,71,-2.0234055519104004,51722,0.0003,0.21955326199531555,-0.17736241221427917,0.008167527616024017,,
51851,8.42,724,7288,3.5334690900000005,71,4.404963970184326,51750,0.0003,0.23733384907245636,-0.17892512679100037,0.008198047988116741,,
51881,8.31,724,7292,3.44204659,71,2.2060842514038086,51780,0.0003,0.17707471549510956,-0.05391639098525047,0.008223237469792366,,
51911,8.32,725,7296,3.49027139,71,0.5699776411056519,51810,0.0003,0.16432544589042664,-0.05063091218471527,0.008213762193918228,,
51947,8.41,725,7300,3.44675158,71,-0.9852122664451599,51846,0.0003,0.2200784981250763,-0.05120035260915756,0.008251589722931385,,
51978,8.2,725,7304,3.2877879600000006,71,-2.29714298248291,51877,0.0003,0.1966252326965332,-0.09875556826591492,0.00826562475413084,,
52007,8.15,726,7308,3.3268671700000003,71,2.9738364219665527,51906,0.0003,0.18315228819847107,0.031685538589954376,0.008257335983216763,,
52045,8.21,726,7312,3.37219398,71,0.3809031844139099,51944,0.0003,0.18782639503479004,-0.18718521296977997,0.008251749910414219,,
52071,8.19,727,7316,3.3435541399999993,71,-4.53334903717041,51970,0.0003,0.17747023701667786,-0.2841787040233612,0.008227873593568802,,
52106,8.21,727,7320,3.43074154,71,2.143170118331909,52005,0.0003,0.18329107761383057,-0.00966690108180046,0.008173730224370956,,
52142,8.21,728,7324,3.4189064300000007,71,2.8311166763305664,52041,0.0003,0.19777712225914001,-0.14096373319625854,0.008151998743414879,,
52180,8.29,728,7328,3.464327210000001,71,0.7867623567581177,52079,0.0003,0.15778277814388275,-0.1708293855190277,0.008193659596145153,,
52217,8.3,729,7332,3.46826888,71,3.2655205726623535,52116,0.0003,0.17799240350723267,-0.03143158555030823,0.008244144730269909,,
52246,8.27,729,7336,3.46694729,71,0.001392066478729248,52145,0.0003,0.16746366024017334,-0.10839348286390305,0.008234860375523567,,
52274,8.28,729,7340,3.4466519600000005,71,2.045255661010742,52173,0.0003,0.19057142734527588,-0.16949233412742615,0.008221739903092384,,
52309,8.19,730,7344,3.28990436,71,-3.430344581604004,52208,0.0003,0.1845688372850418,-0.2113366723060608,0.008214353583753109,,
52335,8.05,730,7348,3.3175015400000003,71,0.3835115134716034,52234,0.0003,0.1962016224861145,-0.2220171093940735,0.00821965467184782,,
52371,8.08,730,7352,3.3104098500000005,71,-1.1245019435882568,52270,0.0003,0.2221686989068985,0.07540063560009003,0.008195378817617893,,
52400,8.06,731,7356,3.2828425000000006,71,-1.6972280740737915,52299,0.0003,0.21000027656555176,-0.08005619049072266,0.008212837390601635,,
52423,7.95,731,7360,3.28798201,71,-4.4195380210876465,52322,0.0003,0.19942301511764526,0.11238448321819305,0.008198997005820274,,
52457,8.0,731,7364,3.1881713800000004,71,-0.9043824672698975,52356,0.0003,0.20728431642055511,-0.19971168041229248,0.008208527229726315,,
52504,8.14,732,7368,3.35978727,71,0.6132111549377441,52403,0.0003,0.19115106761455536,-0.06780865043401718,0.00823842640966177,,
52542,8.22,733,7372,3.4230988999999994,71,0.3489018380641937,52441,0.0003,0.19211876392364502,0.0018408186733722687,0.008249240927398205,,
52591,8.28,733,7376,3.5093889799999993,71,0.6982395052909851,52490,0.0003,0.19208689033985138,0.02848173677921295,0.008235551416873932,,
52614,8.19,733,7380,3.3372433399999992,71,0.297160267829895,52513,0.0003,0.22445043921470642,-0.04365752637386322,0.008229517377912998,,
52640,8.17,734,7384,3.2294787599999997,71,-2.9310970306396484,52539,0.0003,0.17035356163978577,0.009584113955497742,0.008220368064939976,,
52669,8.18,734,7388,3.2749924800000003,71,1.134488821029663,52568,0.0003,0.21504069864749908,0.08942872285842896,0.008216092362999916,,
52715,8.34,735,7392,3.3659921700000006,71,1.8876837491989136,52614,0.0003,0.19597452878952026,-0.014866594225168228,0.008264146745204926,,
52758,8.47,735,7396,3.4096568199999995,71,-2.8474197387695312,52657,0.0003,0.17271828651428223,-0.18043369054794312,0.008314483799040318,,
52794,8.47,736,7400,3.501487369999999,71,-0.6238834261894226,52693,0.0003,0.2269899547100067,-0.07686513662338257,0.00832462403923273,,
52816,8.38,736,7404,3.4401336700000007,71,-0.7458581924438477,52715,0.0003,0.17228969931602478,-0.0691714882850647,0.008336365222930908,,
52838,8.31,736,7408,3.3231333799999994,71,1.170356273651123,52737,0.0003,0.2747088670730591,-0.3742549419403076,0.008334195241332054,,
52866,8.21,737,7412,3.318836390000001,71,3.6192848682403564,52765,0.0003,0.22076727449893951,-0.13412056863307953,0.008302705362439156,,
52890,8.19,737,7416,3.34335473,71,-0.3417617082595825,52789,0.0003,0.2656647562980652,-0.023915905505418777,0.008323059417307377,,
52922,8.16,737,7420,3.20794876,71,3.065361976623535,52821,0.0003,0.20055320858955383,-0.3111515939235687,0.008332228288054466,,
52960,8.18,738,7424,3.166225030000001,71,-1.9266811609268188,52859,0.0003,0.2546613812446594,-0.06530798971652985,0.00835188664495945,,
52983,8.03,738,7428,3.07602526,71,-1.4707585573196411,52882,0.0003,0.21257361769676208,-0.2471892237663269,0.008349696174263954,,
53005,7.88,738,7432,3.00711731,71,0.3636270761489868,52904,0.0003,0.18781797587871552,-0.19670282304286957,0.008322913199663162,,
53045,7.99,739,7436,3.0740172500000007,71,-1.1299445629119873,52944,0.0003,0.22280718386173248,-0.267408549785614,0.008305191993713379,,
53078,8.04,739,7440,3.1145310700000004,71,2.8170154094696045,52977,0.0003,0.19520698487758636,-0.09916412830352783,0.008307833224534988,,
53102,7.93,740,7444,3.1042345700000005,71,-0.7116603255271912,53001,0.0003,0.2317247837781906,-0.2530531883239746,0.008318877778947353,,
53131,7.96,740,7448,3.138426280000001,71,2.0300862789154053,53030,0.0003,0.19936293363571167,-0.1283998340368271,0.008293090388178825,,
53164,7.93,741,7452,3.0861781,71,-0.4356882572174072,53063,0.0003,0.2137281894683838,-0.03996846079826355,0.008309307508170605,,
53185,7.85,741,7456,3.07303325,71,-2.674123764038086,53084,0.0003,0.19916248321533203,0.018266484141349792,0.008293173275887966,,
53220,7.97,741,7460,3.1431102400000004,71,2.5036935806274414,53119,0.0003,0.18151403963565826,0.059707801789045334,0.008294157683849335,,
53258,8.01,742,7464,3.3507052300000004,71,0.9980209469795227,53157,0.0003,0.1692509651184082,-0.17360612750053406,0.008352619595825672,,
53295,7.91,742,7468,3.16807339,71,0.8724004030227661,53194,0.0003,0.18360979855060577,0.07019771635532379,0.00838694628328085,,
53327,7.85,743,7472,3.1384907699999998,71,-3.4256644248962402,53226,0.0003,0.21386826038360596,-0.15211492776870728,0.008399761281907558,,
53355,7.64,743,7476,2.98764029,71,-1.0404558181762695,53254,0.0003,0.1903838813304901,-0.08649919182062149,0.008360875770449638,,
53393,7.79,743,7480,3.1718453699999998,71,0.10771837830543518,53292,0.0003,0.19400349259376526,-0.12854641675949097,0.008347933180630207,,
53424,7.84,744,7484,3.2116455000000004,71,0.10463172197341919,53323,0.0003,0.2214263677597046,-0.23568710684776306,0.008332272060215473,,
53455,7.86,744,7488,3.2078772300000002,71,-2.558753252029419,53354,0.0003,0.20396190881729126,-0.1265697181224823,0.008305290713906288,,
53485,7.7,745,7492,3.09734975,71,2.3190202713012695,53384,0.0003,0.18580889701843262,-0.1588858813047409,0.00828725565224886,,
53509,7.51,745,7496,2.9551537900000007,71,-3.547576904296875,53408,0.0003,0.24171730875968933,-0.1992257535457611,0.008318440988659859,,
53539,7.45,745,7500,2.88359347,71,-1.0952959060668945,53438,0.0003,0.2129482626914978,-0.20836874842643738,0.008346349000930786,,
53567,7.51,746,7504,2.86259248,71,-0.4141364097595215,53466,0.0003,0.2755933701992035,-0.0556100532412529,0.008368270471692085,,
53615,7.77,746,7508,3.0737217500000003,71,-2.4014883041381836,53514,0.0003,0.15538311004638672,-0.213450625538826,0.008324389345943928,,
53648,7.82,747,7512,3.0634215900000004,71,3.5321877002716064,53547,0.0003,0.17232319712638855,-0.02153019979596138,0.008352499455213547,,
53676,7.86,747,7516,3.0743262400000004,71,0.6285377144813538,53575,0.0003,0.199555903673172,-0.26439446210861206,0.008389114402234554,,
53704,7.82,747,7520,3.2336484200000006,71,-2.3748607635498047,53603,0.0003,0.21091385185718536,-0.10748931765556335,0.008421357721090317,,
53737,7.77,748,7524,3.3507505299999996,71,-1.4218193292617798,53636,0.0003,0.16928547620773315,-0.06477607786655426,0.008407928049564362,,
53774,7.91,748,7528,3.41196633,71,-2.6535940170288086,53673,0.0003,0.1810520887374878,0.03653179109096527,0.008390850387513638,,
53815,8.1,749,7532,3.57995738,71,-0.4302251935005188,53714,0.0003,0.2211785614490509,-0.17892493307590485,0.008399473503232002,,
53850,8.05,749,7536,3.5449010800000007,71,1.499974250793457,53749,0.0003,0.1880667507648468,-0.19200502336025238,0.008427925407886505,,
53880,8.02,750,7540,3.4963674499999997,71,-0.973600447177887,53779,0.0003,0.2291194051504135,-0.16752246022224426,0.008411023765802383,,
53909,8.07,750,7544,3.567759520000001,71,2.4039149284362793,53808,0.0003,0.21039751172065735,-0.0613071471452713,0.008384467102587223,,
53960,8.29,751,7548,3.68761962,71,-0.980018138885498,53859,0.0003,0.21044981479644775,-0.046808335930109024,0.00834948942065239,,
53985,8.21,751,7552,3.6492087699999995,71,-0.8196016550064087,53884,0.0003,0.24170291423797607,-0.1469000279903412,0.008356272242963314,,
54022,8.37,751,7556,3.7553242999999994,71,-3.770733118057251,53921,0.0003,0.19898714125156403,-0.008808538317680359,0.008310480043292046,,
54059,8.39,752,7560,3.7979154600000005,71,-3.4049510955810547,53958,0.0003,0.18502576649188995,-0.270767480134964,0.008269117213785648,,
54085,8.27,752,7564,3.65073842,71,-1.196174144744873,53984,0.0003,0.20214614272117615,-0.3015884757041931,0.008256832137703896,,
54125,8.3,753,7568,3.647973210000001,71,-1.4628015756607056,54024,0.0003,0.15083223581314087,-0.007439792156219482,0.008275085128843784,,
54158,8.31,753,7572,3.7544622399999996,71,2.559314489364624,54057,0.0003,0.20068787038326263,-0.09581445157527924,0.008269456215202808,,
54186,8.31,753,7576,3.74505102,71,-1.002779483795166,54085,0.0003,0.2084093987941742,-0.14502297341823578,0.008253415115177631,,
54226,8.33,754,7580,3.7394904700000007,71,1.8166654109954834,54125,0.0003,0.2490825653076172,-0.28049182891845703,0.008233192376792431,,
54253,8.29,754,7584,3.73151028,71,1.7432570457458496,54152,0.0003,0.2098522186279297,-0.29138997197151184,0.008238022215664387,,
54283,8.28,755,7588,3.76955439,71,0.1693953573703766,54182,0.0003,0.20899352431297302,-0.2171449065208435,0.00828685611486435,,
54305,8.2,755,7592,3.6830330699999996,71,0.17662064731121063,54204,0.0003,0.1690145879983902,-0.12076008319854736,0.008278977125883102,,
54341,8.32,755,7596,3.79663044,71,-1.3958609104156494,54240,0.0003,0.286374032497406,0.0032308846712112427,0.008265829645097256,,
54380,8.41,756,7600,3.9073437600000007,71,0.9493395090103149,54279,0.0003,0.21353572607040405,-0.06622446328401566,0.00827469490468502,,
54410,8.43,756,7604,3.9849270800000003,71,2.1135830879211426,54309,0.0003,0.21274054050445557,-0.18825504183769226,0.008311138488352299,,
54438,8.23,757,7608,3.84237391,71,-1.45556640625,54337,0.0003,0.1708482950925827,0.061530664563179016,0.008315609768033028,,
54475,8.27,757,7612,3.8706779600000005,71,1.7661203145980835,54374,0.0003,0.20192913711071014,-0.1614532768726349,0.008369690738618374,,
54514,8.38,758,7616,3.9041495499999996,71,3.107015371322632,54413,0.0003,0.19172954559326172,-0.3565475344657898,0.008353587239980698,,
54553,8.49,758,7620,3.9615011299999994,71,1.870192050933838,54452,0.0003,0.2570621371269226,-0.33754420280456543,0.00841605942696333,,
54596,8.59,759,7624,3.95612567,71,4.198719024658203,54495,0.0003,0.2504146099090576,0.04665962606668472,0.008410828188061714,,
54626,8.52,759,7628,3.9287614800000004,71,2.5801758766174316,54525,0.0003,0.1896156668663025,0.11141321808099747,0.008455552160739899,,
54646,8.31,759,7632,3.77201633,71,1.5232012271881104,54545,0.0003,0.20666922628879547,-0.17528381943702698,0.00846809707581997,,
54688,8.38,760,7636,3.795615,71,0.23475012183189392,54587,0.0003,0.23113469779491425,-0.06595355272293091,0.008493083529174328,,
54718,8.38,760,7640,3.7423818499999997,71,-0.24346590042114258,54617,0.0003,0.19784852862358093,-0.15154077112674713,0.008471242152154446,,
54751,8.42,761,7644,3.75840964,71,2.6593523025512695,54650,0.0003,0.21190321445465088,-0.26584792137145996,0.008473455905914307,,
54777,8.17,761,7648,3.5508855499999994,71,-0.16924786567687988,54676,0.0003,0.18468008935451508,-0.21627601981163025,0.008501778356730938,,
54809,8.24,761,7652,3.65323106,71,-1.3227542638778687,54708,0.0003,0.2560380697250366,-0.20928557217121124,0.008492994122207165,,
54836,8.14,762,7656,3.630483800000001,71,0.2715611457824707,54735,0.0003,0.22355656325817108,-0.07140671461820602,0.008472907356917858,,
54859,8.0,762,7660,3.5341719500000006,71,-0.5025840401649475,54758,0.0003,0.19876167178153992,-0.20739510655403137,0.00851481407880783,,
54894,8.09,762,7664,3.56300358,71,-0.2553822994232178,54793,0.0003,0.17653831839561462,-0.10203127562999725,0.008506198413670063,,
54929,8.04,763,7668,3.6900546699999994,71,1.3503835201263428,54828,0.0003,0.2060420662164688,-0.030909836292266846,0.008504592813551426,,
54964,8.06,763,7672,3.66647303,71,-1.3270373344421387,54863,0.0003,0.22531792521476746,-0.20927369594573975,0.008516713976860046,,
54988,8.02,764,7676,3.65460058,71,0.49910569190979004,54887,0.0003,0.15855713188648224,-0.1834578812122345,0.008511277846992016,,
55000,,,,,,-0.27438226342201233,54899,0.0003,0.18488958477973938,-0.12127987295389175,0.008510823361575603,7.3,3.847423544607591
55017,7.91,764,7680,3.5601704,71,0.047399044036865234,54916,0.0003,0.20056334137916565,-0.39114436507225037,0.0085142208263278,,
55065,8.12,765,7684,3.6966951900000002,71,1.6567018032073975,54964,0.0003,0.27202844619750977,-0.08278252184391022,0.008500911295413971,,
55095,8.12,765,7688,3.68135287,71,0.8805932402610779,54994,0.0003,0.2349211573600769,-0.40059131383895874,0.008505715988576412,,
55126,8.21,766,7692,3.7992312699999995,71,0.4980199337005615,55025,0.0003,0.1592651903629303,-0.16952069103717804,0.00852192286401987,,
55161,8.2,766,7696,3.82666468,71,-3.0870227813720703,55060,0.0003,0.20206615328788757,-0.18495884537696838,0.008526580408215523,,
55196,8.16,767,7700,3.7673006900000003,71,-1.2718396186828613,55095,0.0003,0.18573015928268433,-0.014134276658296585,0.008552119135856628,,
55215,8.05,767,7704,3.68815398,71,0.6797040104866028,55114,0.0003,0.20873019099235535,-0.15698546171188354,0.00853495579212904,,
55241,8.03,767,7708,3.7308706900000006,71,1.3278613090515137,55140,0.0003,0.21083328127861023,-0.1737847626209259,0.00849391333758831,,
55273,7.98,768,7712,3.71897023,71,1.6439549922943115,55172,0.0003,0.1843695193529129,-0.13062334060668945,0.008488480001688004,,
55305,7.91,768,7716,3.66660176,71,1.1062051057815552,55204,0.0003,0.19039712846279144,-0.3177170157432556,0.008517412468791008,,
55341,7.88,768,7720,3.6055621,71,1.9348658323287964,55240,0.0003,0.22932595014572144,-0.20749351382255554,0.008521764539182186,,
55367,7.71,769,7724,3.49812975,71,0.95975661277771,55266,0.0003,0.2499891221523285,0.09742242097854614,0.00857498962432146,,
55388,7.62,769,7728,3.4527075499999995,71,-2.5985941886901855,55287,0.0003,0.1809283196926117,-0.13119171559810638,0.008586226031184196,,
55418,7.72,769,7732,3.4100508299999994,71,0.5446481704711914,55317,0.0003,0.20413750410079956,-0.013874420896172523,0.008548825047910213,,
55457,7.69,770,7736,3.34940018,71,0.3651312589645386,55356,0.0003,0.20598146319389343,-0.13398303091526031,0.00851347390562296,,
55484,7.66,770,7740,3.3707614699999997,71,1.4149457216262817,55383,0.0003,0.2480325996875763,-0.3274358808994293,0.008493156172335148,,
55519,7.68,771,7744,3.4205008400000003,71,-1.6614657640457153,55418,0.0003,0.21153393387794495,-0.17248323559761047,0.008522657677531242,,
55548,7.71,771,7748,3.4542075299999997,71,-0.2455529272556305,55447,0.0003,0.199486643075943,-0.19974522292613983,0.008528727106750011,,
55580,7.71,772,7752,3.3593779000000006,71,2.910338878631592,55479,0.0003,0.2886938750743866,-0.02262570708990097,0.008514740504324436,,
55610,7.74,772,7756,3.33673245,71,3.633410930633545,55509,0.0003,0.19651740789413452,-0.24196265637874603,0.008522894233465195,,
55635,7.76,772,7760,3.29376685,71,-2.321147918701172,55534,0.0003,0.21573922038078308,-0.30464717745780945,0.00852185394614935,,
55663,7.69,773,7764,3.2943937900000004,71,-0.21911180019378662,55562,0.0003,0.23436228930950165,-0.24026845395565033,0.008515605702996254,,
55693,7.64,773,7768,3.1779487600000005,72,2.411128044128418,55592,0.0003,0.18597759306430817,-0.1265546679496765,0.008512459695339203,,
55724,7.6,773,7772,3.12450819,72,-3.905776023864746,55623,0.0003,0.23064935207366943,-0.041834160685539246,0.008558176457881927,,
55767,7.79,774,7776,3.33606231,72,-2.0588443279266357,55666,0.0003,0.18348929286003113,-0.16111822426319122,0.008539555594325066,,
55797,7.8,774,7780,3.35490405,72,-4.066869735717773,55696,0.0003,0.17075172066688538,-0.12969596683979034,0.008523397147655487,,
55822,7.57,775,7784,3.21849872,72,-0.24999555945396423,55721,0.0003,0.34435391426086426,0.04899648204445839,0.008483418263494968,,
55858,7.63,775,7788,3.2281627,72,-1.0425488948822021,55757,0.0003,0.18311220407485962,-0.09645457565784454,0.008504617027938366,,
55882,7.56,775,7792,3.17053588,72,-0.2141595482826233,55781,0.0003,0.2651188373565674,-0.14156214892864227,0.008531049825251102,,
55909,7.48,776,7796,3.06239517,72,0.8562890291213989,55808,0.0003,0.2621646523475647,-0.16588151454925537,0.008563234470784664,,
55953,7.57,776,7800,3.1487610099999994,72,1.8710321187973022,55852,0.0003,0.20212189853191376,0.046238113194704056,0.008611499331891537,,
55980,7.65,777,7804,3.1744432399999996,72,0.2652953267097473,55879,0.0003,0.24940188229084015,-0.07813087105751038,0.008601466193795204,,
56019,7.78,777,7808,3.2555930500000003,72,-0.8324278593063354,55918,0.0003,0.159308522939682,-0.3077118694782257,0.008591009303927422,,
56052,7.79,778,7812,3.2270047,72,-2.0916907787323,55951,0.0003,0.18636929988861084,-0.14803534746170044,0.008565746247768402,,
56084,7.79,778,7816,3.219449800000001,72,1.9741095304489136,55983,0.0003,0.19601815938949585,-0.21377936005592346,0.008555753156542778,,
56111,7.7,778,7820,3.1848138800000005,72,-1.6651856899261475,56010,0.0003,0.2387232631444931,-0.03807563707232475,0.008601236157119274,,
56145,7.78,779,7824,3.22455962,72,-0.05373430252075195,56044,0.0003,0.23946203291416168,-0.020546864718198776,0.00862060021609068,,
56185,7.97,779,7828,3.4776029999999998,72,-1.6946262121200562,56084,0.0003,0.1704942137002945,-0.20147231221199036,0.008621853776276112,,
56212,7.94,780,7832,3.52535838,72,0.07675644755363464,56111,0.0003,0.17148472368717194,-0.17488721013069153,0.008614798076450825,,
56242,7.85,780,7836,3.52386081,72,1.2268717288970947,56141,0.0003,0.18940745294094086,-0.14147605001926422,0.008655433543026447,,
56278,7.94,780,7840,3.5372019099999994,72,3.958015203475952,56177,0.0003,0.2507880926132202,-0.3151557445526123,0.008653085678815842,,
56304,7.85,781,7844,3.44104537,72,-2.8779802322387695,56203,0.0003,0.20317673683166504,-0.2718907594680786,0.008641758933663368,,
56343,7.95,781,7848,3.453607109999999,72,0.6478480696678162,56242,0.0003,0.18413707613945007,-0.17542079091072083,0.008606962859630585,,
56375,7.95,782,7852,3.5252796799999997,72,-0.032884836196899414,56274,0.0003,0.1735653579235077,-0.1200733631849289,0.008635047823190689,,
56407,7.97,782,7856,3.63664175,72,0.5085701942443848,56306,0.0003,0.23485872149467468,-0.05887838453054428,0.008658483624458313,,
56434,7.99,782,7860,3.6250078099999996,72,-3.8111205101013184,56333,0.0003,0.24217236042022705,-0.2257329523563385,0.008636180311441422,,
56470,8.07,783,7864,3.6522149399999995,72,-0.8922470808029175,56369,0.0003,0.26737675070762634,-0.35020679235458374,0.008610112592577934,,
56516,8.23,783,7868,3.8087527700000003,72,0.04677724838256836,56415,0.0003,0.22721995413303375,-0.19406937062740326,0.008626681752502918,,
56547,8.23,784,7872,3.84059463,72,-1.8667837381362915,56446,0.0003,0.2631228566169739,0.0014525782316923141,0.008641667664051056,,
56575,8.08,784,7876,3.6759160499999997,72,1.8740427494049072,56474,0.0003,0.24410057067871094,-0.05838128179311752,0.00864517129957676,,
56609,8.12,785,7880,3.7586598299999996,72,2.023169755935669,56508,0.0003,0.27017951011657715,-0.30088427662849426,0.008605564013123512,,
56643,8.21,785,7884,3.8641973400000005,72,-1.66438627243042,56542,0.0003,0.19384902715682983,-0.2326025366783142,0.008640526793897152,,
56671,8.13,785,7888,3.816089630000001,72,-4.087890625,56570,0.0003,0.22290365397930145,-0.26216983795166016,0.008677145466208458,,
56706,8.24,786,7892,3.82308146,72,-1.9756323099136353,56605,0.0003,0.1876709759235382,-0.2035648226737976,0.008704119361937046,,
56737,8.28,786,7896,3.8625127700000004,72,2.4373226165771484,56636,0.0003,0.15487009286880493,-0.27945828437805176,0.008639776147902012,,
56764,8.11,787,7900,3.7427934800000005,72,1.8010658025741577,56663,0.0003,0.1801876723766327,-0.30694136023521423,0.008684951812028885,,
56804,8.24,787,7904,3.8603091199999993,72,0.08619505167007446,56703,0.0003,0.27630409598350525,-0.2908230423927307,0.00869782455265522,,
56836,8.17,788,7908,3.7962504399999997,72,3.239575147628784,56735,0.0003,0.21622300148010254,-0.3379697799682617,0.00872347317636013,,
56870,8.18,788,7912,3.799167689999999,72,1.9829844236373901,56769,0.0003,0.19466200470924377,-0.16189703345298767,0.008763380348682404,,
56891,8.07,788,7916,3.7842872700000005,72,-0.006460070610046387,56790,0.0003,0.1990373730659485,-0.3003915250301361,0.008757469244301319,,
56922,8.11,789,7920,3.78047739,72,0.8916688561439514,56821,0.0003,0.25057244300842285,-0.09246738255023956,0.00879339687526226,,
56952,8.07,789,7924,3.7659077199999995,72,-0.7185231447219849,56851,0.0003,0.21099869906902313,-0.4333997964859009,0.008808240294456482,,
56992,8.07,790,7928,3.5932667200000004,72,-1.9807361364364624,56891,0.0003,0.21892784535884857,-0.10910159349441528,0.008771127089858055,,
57021,8.09,790,7932,3.6385583199999996,72,0.8771997690200806,56920,0.0003,0.22530952095985413,-0.2999451458454132,0.008709415793418884,,
57063,8.21,791,7936,3.6834569299999993,72,1.9806387424468994,56962,0.0003,0.23131480813026428,-0.39633598923683167,0.008711671456694603,,
57090,8.12,791,7940,3.6400287000000002,72,-0.6621261835098267,56989,0.0003,0.29584985971450806,-0.13831250369548798,0.00872417539358139,,
57134,8.3,791,7944,3.75291441,72,3.0165185928344727,57033,0.0003,0.23023244738578796,-0.22726956009864807,0.008722038008272648,,
57163,8.2,792,7948,3.6786641500000004,72,-1.8726880550384521,57062,0.0003,0.20568370819091797,-0.15295633673667908,0.008754217065870762,,
57192,8.17,792,7952,3.6549572,72,-0.10371476411819458,57091,0.0003,0.2123333215713501,-0.08514860272407532,0.00875590369105339,,
57242,8.35,793,7956,3.80952734,72,-0.06842708587646484,57141,0.0003,0.22236071527004242,-0.35811278223991394,0.00872314814478159,,
57277,8.43,793,7960,3.886668930000001,72,-0.038689225912094116,57176,0.0003,0.2413043975830078,-0.3722476661205292,0.008705845102667809,,
57324,8.54,794,7964,3.87810062,72,-0.45037955045700073,57223,0.0003,0.27126288414001465,-0.24704596400260925,0.008665328845381737,,
57354,8.38,794,7968,3.7021523100000007,72,-1.3904931545257568,57253,0.0003,0.21540457010269165,-0.10930193960666656,0.008667923510074615,,
57386,8.39,795,7972,3.6401636,72,-1.5679914951324463,57285,0.0003,0.20230108499526978,-0.11230960488319397,0.008687172085046768,,
57416,8.41,795,7976,3.5601964799999997,72,-2.3710289001464844,57315,0.0003,0.24171973764896393,-0.08143974095582962,0.00867412518709898,,
57448,8.39,795,7980,3.52451178,72,-0.18106767535209656,57347,0.0003,0.17013508081436157,-0.08599033951759338,0.008644388057291508,,
57472,8.29,796,7984,3.40631798,72,-2.067399024963379,57371,0.0003,0.18885740637779236,-0.3138900399208069,0.00865355134010315,,
57507,8.36,796,7988,3.4799305,72,-0.9933669567108154,57406,0.0003,0.2703120708465576,-0.05839082598686218,0.008622894063591957,,
57537,8.31,797,7992,3.56074929,72,0.6404441595077515,57436,0.0003,0.2153925597667694,-0.2408566027879715,0.008598287589848042,,
57571,8.34,797,7996,3.52652526,72,-0.5092198848724365,57470,0.0003,0.24052083492279053,-0.04729772359132767,0.008571143262088299,,
57596,8.32,797,8000,3.4496291699999997,72,0.550184965133667,57495,0.0003,0.20790645480155945,-0.5061441659927368,0.008562409318983555,,
57637,8.33,798,8004,3.50138034,72,-1.2883148193359375,57536,0.0003,0.23887063562870026,-0.2276952713727951,0.0085939671844244,,
57668,8.32,798,8008,3.495271950000001,72,-2.3262577056884766,57567,0.0003,0.2381681352853775,-0.2720554769039154,0.008611294440925121,,
57702,8.32,799,8012,3.4315736500000003,72,0.11664742231369019,57601,0.0003,0.2376520037651062,-0.013850051909685135,0.008627195842564106,,
57734,8.43,799,8016,3.4977098199999994,72,-2.0220956802368164,57633,0.0003,0.2573527991771698,-0.22109824419021606,0.008632306940853596,,
57773,8.51,800,8020,3.4839982999999988,72,-1.4623589515686035,57672,0.0003,0.22774869203567505,-0.2796158194541931,0.008648271672427654,,
57805,8.53,800,8024,3.49108624,72,1.893566370010376,57704,0.0003,0.18656420707702637,-0.21763315796852112,0.008655606769025326,,
57832,8.4,800,8028,3.44340688,72,0.21203508973121643,57731,0.0003,0.21183589100837708,-0.2765481173992157,0.008673926815390587,,
57865,8.44,801,8032,3.4196717800000003,72,2.958524703979492,57764,0.0003,0.19164139032363892,-0.38558146357536316,0.008693835698068142,,
57898,8.35,801,8036,3.3599137499999996,72,0.47343647480010986,57797,0.0003,0.1959989070892334,-0.376628577709198,0.008738560602068901,,
57930,8.4,802,8040,3.47980978,72,-2.179564952850342,57829,0.0003,0.19205404818058014,-0.13222895562648773,0.008760593831539154,,
57960,8.26,802,8044,3.3691494399999997,72,-0.4761055111885071,57859,0.0003,0.3019613027572632,-0.151729017496109,0.008789243176579475,,
57990,8.27,802,8048,3.41208993,72,1.4313286542892456,57889,0.0003,0.2693234086036682,-0.247030571103096,0.008748674765229225,,
