time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/n_updates,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef,eval/mean_ep_length,eval/mean_reward
72020,10.51,982,9568,5.5332193400000005,73,-2.040249824523926,71919,0.0003,0.24575841426849365,-0.3503715991973877,0.010515149682760239,,
72067,10.43,983,9572,5.55406252,73,0.8604633212089539,71966,0.0003,0.3146587312221527,-0.4584748148918152,0.010554189793765545,,
72110,10.48,984,9576,5.6419189900000015,73,-0.024610161781311035,72009,0.0003,0.2987806797027588,-0.6270024180412292,0.010530157014727592,,
72140,10.41,984,9580,5.57172285,73,1.4559178352355957,72039,0.0003,0.3659172058105469,-0.444199800491333,0.010499265976250172,,
72190,10.4,985,9584,5.372087519999999,73,2.2486517429351807,72089,0.0003,0.32184866070747375,-0.34041082859039307,0.010474738664925098,,
72216,10.27,985,9588,5.210371660000001,73,-1.4825751781463623,72115,0.0003,0.2922099232673645,-0.429561048746109,0.010478789918124676,,
72253,10.2,985,9592,5.15805336,73,-0.3995356559753418,72152,0.0003,0.2502652108669281,-0.3966086506843567,0.010485232807695866,,
72293,10.25,986,9596,5.14214921,73,-1.2247722148895264,72192,0.0003,0.31390613317489624,-0.6752942800521851,0.010518900118768215,,
72329,10.21,986,9600,5.1825713900000006,73,1.233725666999817,72228,0.0003,0.24668751657009125,-0.45449382066726685,0.01056833565235138,,
72364,10.25,987,9604,5.25096855,73,1.6804859638214111,72263,0.0003,0.39428913593292236,-0.5710280537605286,0.010555081069469452,,
72410,10.35,987,9608,5.3648846500000005,73,-1.3991591930389404,72309,0.0003,0.2911473512649536,-0.6495308876037598,0.010625597089529037,,
72466,10.44,988,9612,5.4479646000000015,73,3.443650007247925,72365,0.0003,0.3251902461051941,-0.7933782339096069,0.010665124282240868,,
72500,10.33,989,9616,5.44287242,73,2.3365306854248047,72399,0.0003,0.3134422302246094,-0.5821402072906494,0.010683687403798103,,
72540,10.18,989,9620,5.529859010000001,73,0.875889003276825,72439,0.0003,0.3707703649997711,-0.3100683093070984,0.010709444992244244,,
72594,10.33,990,9624,5.624290589999999,73,5.142945289611816,72493,0.0003,0.33410996198654175,-0.6136845946311951,0.010739770717918873,,
72631,10.24,990,9628,5.50850501,73,-0.5739727020263672,72530,0.0003,0.29336869716644287,-0.5060731172561646,0.010795916430652142,,
72670,10.08,991,9632,5.295561810000001,73,0.7307037115097046,72569,0.0003,0.40881285071372986,-0.6446144580841064,0.010788933373987675,,
72698,9.8,991,9636,4.990507740000001,73,1.5970351696014404,72597,0.0003,0.25094670057296753,-0.5982808470726013,0.010776649229228497,,
72731,9.88,992,9640,5.07031486,73,0.8902193903923035,72630,0.0003,0.4667394757270813,-0.5188497304916382,0.010691959410905838,,
72774,9.92,992,9644,5.202812890000001,73,2.346259355545044,72673,0.0003,0.26110023260116577,-0.5701170563697815,0.010705585591495037,,
72816,9.91,993,9648,5.154446849999999,73,-2.393801212310791,72715,0.0003,0.29524683952331543,-0.5753816366195679,0.010695666074752808,,
72862,9.97,993,9652,5.11024071,73,-2.2881016731262207,72761,0.0003,0.3662824332714081,-0.3785281181335449,0.010679353028535843,,
72908,9.94,994,9656,4.97948884,73,-0.0522160530090332,72807,0.0003,0.30759119987487793,-0.6647566556930542,0.010712177492678165,,
72959,10.12,994,9660,5.18048028,73,3.178520679473877,72858,0.0003,0.4749634563922882,-0.562336802482605,0.010743514634668827,,
72996,10.09,995,9664,5.18683094,73,-1.4863382577896118,72895,0.0003,0.2778095602989197,-0.3477146029472351,0.010824478231370449,,
73035,10.15,995,9668,5.2008952499999985,73,-1.3446005582809448,72934,0.0003,0.3311707675457001,-0.3523992896080017,0.010811886750161648,,
73084,10.17,996,9672,5.325882150000001,73,-0.19812464714050293,72983,0.0003,0.33737897872924805,-0.6939564943313599,0.010869238525629044,,
73128,10.18,996,9676,5.305620309999999,73,-1.945705771446228,73027,0.0003,0.30976688861846924,-0.4882737696170807,0.010851060971617699,,
73181,10.41,997,9680,5.5508777,73,-0.8036487698554993,73080,0.0003,0.3197951018810272,-0.6637914776802063,0.01080821081995964,,
73213,10.23,998,9684,5.50581372,73,-2.688417911529541,73112,0.0003,0.26746079325675964,-0.5735121965408325,0.01076432317495346,,
73250,10.34,998,9688,5.671561120000002,73,-0.19138962030410767,73149,0.0003,0.4059901237487793,-0.7698953151702881,0.010731032118201256,,
73282,10.29,998,9692,5.61044692,73,-0.1138753890991211,73181,0.0003,0.2799897789955139,-0.5020643472671509,0.010712264105677605,,
73338,10.45,999,9696,5.896941300000001,73,1.141474962234497,73237,0.0003,0.32345038652420044,-0.6039355993270874,0.010710170492529869,,
73362,10.33,999,9700,5.8105148799999995,73,-1.1593323945999146,73261,0.0003,0.3079099655151367,-0.45464959740638733,0.010696262121200562,,
73391,10.27,1000,9704,5.75124546,73,-0.9148204922676086,73290,0.0003,0.3178495764732361,-0.4880591630935669,0.010699751786887646,,
73434,10.24,1000,9708,5.7033657700000004,73,-2.140010356903076,73333,0.0003,0.3437187969684601,-0.5463290810585022,0.010726140812039375,,
73467,10.01,1001,9712,5.55041489,73,-1.197178602218628,73366,0.0003,0.30631017684936523,-0.5559108257293701,0.01070296112447977,,
73515,10.15,1001,9716,5.69562408,73,0.5184798240661621,73414,0.0003,0.27612754702568054,-0.5984585285186768,0.01073661632835865,,
73564,10.24,1002,9720,5.736176029999999,73,-1.1057122945785522,73463,0.0003,0.3791264593601227,-0.5510948896408081,0.010784849524497986,,
73598,10.04,1002,9724,5.5561057599999994,73,0.21824026107788086,73497,0.0003,0.5675983428955078,-0.7388632297515869,0.010757186450064182,,
73642,10.11,1003,9728,5.590490529999999,73,-0.2629728317260742,73541,0.0003,0.3349309265613556,-0.4446653127670288,0.010721702128648758,,
73689,10.19,1003,9732,5.546014780000002,73,3.1562020778656006,73588,0.0003,0.35673391819000244,-0.36369454860687256,0.010714981704950333,,
73717,10.19,1004,9736,5.52587011,73,-2.1394612789154053,73616,0.0003,0.28850555419921875,-0.5139461755752563,0.010714399628341198,,
73749,10.18,1004,9740,5.517543890000001,73,-0.8889425992965698,73648,0.0003,0.409959614276886,-0.6014030575752258,0.010691739618778229,,
73777,10.03,1004,9744,5.410842230000001,73,2.827899932861328,73676,0.0003,0.366144597530365,-0.6096097230911255,0.010670200921595097,,
73814,9.98,1005,9748,5.39295394,73,-2.852518081665039,73713,0.0003,0.26955530047416687,-0.5559207797050476,0.010666324757039547,,
73855,9.93,1005,9752,5.346679229999999,73,1.0767927169799805,73754,0.0003,0.3375430703163147,-0.640167236328125,0.010647766292095184,,
73899,9.91,1006,9756,5.36645376,73,0.9110076427459717,73798,0.0003,0.325850248336792,-0.6662706136703491,0.010646726004779339,,
73950,9.91,1007,9760,5.38757489,73,0.8555490970611572,73849,0.0003,0.3174096643924713,-0.46292680501937866,0.010665551759302616,,
73995,9.99,1007,9764,5.4522451499999995,73,2.2589375972747803,73894,0.0003,0.3251217305660248,-0.6402701139450073,0.010669427923858166,,
74029,9.94,1008,9768,5.5157216700000005,73,2.006502628326416,73928,0.0003,0.344338595867157,-0.7531412839889526,0.010704156011343002,,
74066,9.82,1008,9772,5.36993247,73,1.9327232837677002,73965,0.0003,0.3080638647079468,-0.5859606862068176,0.010752740316092968,,
74106,9.78,1009,9776,5.344996589999999,73,0.281421959400177,74005,0.0003,0.33268219232559204,-0.5611072182655334,0.010777358897030354,,
74137,9.56,1009,9780,5.15419314,73,4.468772888183594,74036,0.0003,0.3199423551559448,-0.6839315295219421,0.010805809870362282,,
74183,9.7,1009,9784,5.20480952,73,2.394951343536377,74082,0.0003,0.3292602300643921,-0.659599781036377,0.010882597416639328,,
74227,9.77,1010,9788,5.14847253,73,2.5839014053344727,74126,0.0003,0.3419223129749298,-0.5989759564399719,0.01086045615375042,,
74261,9.79,1010,9792,5.16316687,73,3.035642147064209,74160,0.0003,0.3822116255760193,-0.43979474902153015,0.01085351500660181,,
74308,9.7,1011,9796,4.85888795,73,-1.6547787189483643,74207,0.0003,0.33121711015701294,-0.5813233852386475,0.01085264515131712,,
74342,9.8,1011,9800,5.009641779999999,73,0.7462136745452881,74241,0.0003,0.34288448095321655,-0.7817718982696533,0.010860979557037354,,
74371,9.8,1012,9804,5.000082539999999,73,1.0026854276657104,74270,0.0003,0.30903226137161255,-0.32407641410827637,0.010881347581744194,,
74416,9.82,1012,9808,5.125157450000001,73,-1.2105821371078491,74315,0.0003,0.2663310468196869,-0.30348730087280273,0.010902526788413525,,
74467,10.0,1013,9812,5.321055820000001,73,2.115248203277588,74366,0.0003,0.4049580693244934,-0.8391443490982056,0.0108659528195858,,
74513,9.98,1013,9816,5.2214022899999994,73,1.7632536888122559,74412,0.0003,0.33359795808792114,-0.8367505073547363,0.010913725011050701,,
74541,9.77,1014,9820,5.07248225,73,-2.0389513969421387,74440,0.0003,0.38866567611694336,-0.36337488889694214,0.010895131155848503,,
74594,9.96,1015,9824,5.1534414,73,0.6360392570495605,74493,0.0003,0.34145796298980713,-0.5136985182762146,0.010968892835080624,,
74626,9.84,1015,9828,5.120162329999999,73,2.2981390953063965,74525,0.0003,0.43485838174819946,-0.6683151125907898,0.010979446582496166,,
74662,9.73,1015,9832,5.03884734,73,-3.5766353607177734,74561,0.0003,0.2819052040576935,-0.5172970294952393,0.010963396169245243,,
74707,9.9,1016,9836,5.165786890000001,73,1.7616691589355469,74606,0.0003,0.5766384601593018,-0.7643636465072632,0.010907076299190521,,
74756,10.07,1017,9840,5.22829696,73,-0.4603149890899658,74655,0.0003,0.3372017741203308,-0.6659847497940063,0.010951557196676731,,
74789,10.12,1017,9844,5.17514297,73,1.0349435806274414,74688,0.0003,0.3553823232650757,-0.6829419136047363,0.010963182896375656,,
74820,10.06,1017,9848,5.15617948,73,1.7278900146484375,74719,0.0003,0.35873275995254517,-0.545263409614563,0.010987916961312294,,
74859,10.04,1018,9852,5.01721824,73,-0.9253312349319458,74758,0.0003,0.3663589358329773,-0.5232548713684082,0.01100847963243723,,
74908,10.09,1018,9856,5.03006688,73,0.616446852684021,74807,0.0003,0.3960707187652588,-0.5787206888198853,0.010976165533065796,,
74947,9.97,1019,9860,4.90984744,73,-3.8728318214416504,74846,0.0003,0.4168351888656616,-0.4194020926952362,0.010973218828439713,,
74977,9.82,1019,9864,4.84755206,73,0.49388039112091064,74876,0.0003,0.4384227991104126,-0.6893848180770874,0.010920580476522446,,
75000,,,,,,-0.7977339625358582,74899,0.0003,0.4267837107181549,-0.7513967752456665,0.010926857590675354,10.65,6.582927874161396
75025,9.96,1020,9868,4.999581,73,-0.3087942600250244,74924,0.0003,0.2671316862106323,-0.7049493789672852,0.010938264429569244,,
75056,9.9,1021,9872,4.87512493,73,0.07749024033546448,74955,0.0003,0.4095233976840973,-0.6622575521469116,0.010922914370894432,,
75105,9.99,1021,9876,4.886401380000001,73,-1.1943914890289307,75004,0.0003,0.34296607971191406,-0.6134544014930725,0.010883946903049946,,
75149,10.12,1022,9880,4.9658452,73,1.2146577835083008,75048,0.0003,0.31049662828445435,-0.37852007150650024,0.010856262408196926,,
75189,10.06,1023,9884,4.876059529999999,73,2.07503342628479,75088,0.0003,0.39392805099487305,-0.8831971883773804,0.010789735242724419,,
75231,10.04,1023,9888,4.94546375,73,-0.7284343242645264,75130,0.0003,0.4243112802505493,-0.5781043767929077,0.01082072127610445,,
75260,9.99,1023,9892,4.9350426700000005,73,0.28961390256881714,75159,0.0003,0.30412018299102783,-0.624109148979187,0.010828846134245396,,
75307,9.99,1024,9896,5.12730628,73,-1.5768392086029053,75206,0.0003,0.39103347063064575,-0.4928859770298004,0.010850896127521992,,
75346,10.04,1024,9900,5.05663688,73,-1.0210720300674438,75245,0.0003,0.5092207789421082,-0.6065024733543396,0.010843939147889614,,
75387,10.16,1025,9904,5.25553628,73,-0.14266520738601685,75286,0.0003,0.31232717633247375,-0.5550793409347534,0.01086854375898838,,
75425,10.09,1025,9908,5.10817614,73,-2.6386756896972656,75324,0.0003,0.27903974056243896,-0.5387619733810425,0.010895458981394768,,
75466,9.99,1026,9912,5.0600365599999995,73,-1.843687653541565,75365,0.0003,0.37583979964256287,-0.6507257223129272,0.01093163713812828,,
75523,10.1,1027,9916,5.10318011,73,-3.0627474784851074,75422,0.0003,0.4059212803840637,-0.6438958644866943,0.010931418277323246,,
75550,10.09,1027,9920,5.09657655,73,-2.3572988510131836,75449,0.0003,0.5415956377983093,-0.8443302512168884,0.010930689051747322,,
75599,10.05,1028,9924,5.095434449999999,73,-0.5457545518875122,75498,0.0003,0.40320178866386414,-0.4774683713912964,0.010919920168817043,,
75645,10.19,1028,9928,5.21265256,73,2.7909951210021973,75544,0.0003,0.2818092107772827,-0.5828427672386169,0.010924736969172955,,
75700,10.38,1029,9932,5.22053369,73,-5.290994167327881,75599,0.0003,0.4364253878593445,-0.47131264209747314,0.010974935255944729,,
75749,10.42,1030,9936,5.169188959999999,73,-0.701430082321167,75648,0.0003,0.38550880551338196,-0.5804504156112671,0.010928208008408546,,
75798,10.42,1030,9940,5.23658084,73,-0.6491878032684326,75697,0.0003,0.29418113827705383,-0.43879175186157227,0.010859457775950432,,
75830,10.41,1031,9944,5.25901243,73,0.8638778924942017,75729,0.0003,0.3517661988735199,-0.5818799734115601,0.01082240417599678,,
75868,10.48,1031,9948,5.347709819999999,73,2.4513893127441406,75767,0.0003,0.4071265459060669,-0.7442998290061951,0.010860886424779892,,
75915,10.56,1032,9952,5.559047380000001,73,-3.3018059730529785,75814,0.0003,0.36887362599372864,-0.4787517189979553,0.010868340730667114,,
75956,10.48,1032,9956,5.5863230900000005,73,-1.4688338041305542,75855,0.0003,0.37705767154693604,-0.5630593299865723,0.010861555114388466,,
76007,10.6,1033,9960,5.8542536,73,0.983031153678894,75906,0.0003,0.3292151093482971,-0.6556074619293213,0.01087972242385149,,
76061,10.84,1033,9964,5.936811179999999,73,-1.1577634811401367,75960,0.0003,0.3520887494087219,-0.5208742618560791,0.01096182782202959,,
76099,10.74,1034,9968,5.693975919999999,73,0.5147082805633545,75998,0.0003,0.36868515610694885,-0.5686166286468506,0.011017506942152977,,
76136,10.8,1034,9972,5.796804109999999,73,0.8618524074554443,76035,0.0003,0.29203978180885315,-0.6870154738426208,0.011064689606428146,,
76190,10.85,1035,9976,5.8857469700000005,73,1.657211422920227,76089,0.0003,0.3140043318271637,-0.724371075630188,0.011147802695631981,,
76221,10.72,1035,9980,5.793354099999999,73,1.667633295059204,76120,0.0003,0.36596331000328064,-0.5098494291305542,0.011125573888421059,,
76249,10.6,1036,9984,5.758876429999999,73,-0.047408342361450195,76148,0.0003,0.268541157245636,-0.4650764763355255,0.01109879370778799,,
76285,10.54,1036,9988,5.64562739,73,1.2860304117202759,76184,0.0003,0.3262803554534912,-0.5722476840019226,0.011088594794273376,,
76324,10.64,1037,9992,5.71773996,73,1.8549830913543701,76223,0.0003,0.46807098388671875,-0.6357717514038086,0.011070632375776768,,
76368,10.61,1037,9996,5.648520689999999,73,0.9473437070846558,76267,0.0003,0.3397025763988495,-0.5330585241317749,0.01112744677811861,,
76414,10.68,1038,10000,5.624320879999999,73,0.7609066963195801,76313,0.0003,0.328100323677063,-0.6890621781349182,0.01119583286345005,,
76463,10.76,1039,10004,5.6253798999999995,73,-5.968318939208984,76362,0.0003,0.38670849800109863,-0.49662530422210693,0.011199158616364002,,
76505,10.8,1039,10008,5.63388043,73,-2.048759937286377,76404,0.0003,0.3256450295448303,-0.37760984897613525,0.011144014075398445,,
76549,10.83,1040,10012,5.57090543,73,-0.30946046113967896,76448,0.0003,0.337250292301178,-0.6171597838401794,0.01117697637528181,,
76608,10.85,1040,10016,5.763184110000001,73,-1.7257201671600342,76507,0.0003,0.3397962152957916,-0.5665572285652161,0.011177029460668564,,
76654,11.04,1041,10020,5.8255925600000005,73,-0.6624448895454407,76553,0.0003,0.47678667306900024,-0.6393316984176636,0.011210293509066105,,
76696,10.97,1041,10024,5.72966893,73,-0.8873959183692932,76595,0.0003,0.3554915189743042,-0.811224102973938,0.011158471927046776,,
76741,10.96,1042,10028,5.75095981,73,0.5458933115005493,76640,0.0003,0.34495359659194946,-0.5273758172988892,0.01114379521459341,,
76774,10.74,1042,10032,5.749910869999999,73,4.258933067321777,76673,0.0003,0.36416512727737427,-0.7659622430801392,0.011128099635243416,,
76811,10.62,1043,10036,5.7342309899999995,73,0.8949910402297974,76710,0.0003,0.2851661741733551,-0.5606486797332764,0.011178947985172272,,
76862,10.64,1043,10040,5.82458163,73,-0.9043980836868286,76761,0.0003,0.3352314233779907,-0.670208215713501,0.01119382493197918,,
76914,10.84,1044,10044,6.082365200000001,73,3.308873176574707,76813,0.0003,0.49568086862564087,-0.7685314416885376,0.011197839863598347,,
76950,10.82,1045,10048,6.0653156,73,1.3029863834381104,76849,0.0003,0.3678872585296631,-0.6078934669494629,0.01124326977878809,,
77004,10.89,1045,10052,6.06313812,73,-1.3436226844787598,76903,0.0003,0.4525012969970703,-0.5162047147750854,0.011253970675170422,,
77051,10.95,1046,10056,6.026378249999999,73,2.4051995277404785,76950,0.0003,0.33323580026626587,-0.6210035681724548,0.011249640956521034,,
77086,10.79,1046,10060,5.7090548399999985,73,0.05736660957336426,76985,0.0003,0.3309919238090515,-0.48793789744377136,0.011296902783215046,,
77121,10.6,1047,10064,5.645949819999999,73,-1.1546913385391235,77020,0.0003,0.3215915858745575,-0.6125146150588989,0.011337635107338428,,
77169,10.7,1047,10068,5.834589519999998,73,-0.2340892106294632,77068,0.0003,0.4248211979866028,-0.7900930643081665,0.011328431777656078,,
77202,10.66,1048,10072,5.838889159999999,73,1.8761107921600342,77101,0.0003,0.40291738510131836,-0.6909025311470032,0.011341651901602745,,
77248,10.58,1048,10076,5.875936289999999,73,-0.30819904804229736,77147,0.0003,0.26427212357521057,-0.4877331554889679,0.011374087072908878,,
77287,10.66,1049,10080,5.939464549999999,73,-1.9064379930496216,77186,0.0003,0.33252662420272827,-0.7229580879211426,0.011406355537474155,,
77334,10.85,1050,10084,6.08787728,73,0.1830143928527832,77233,0.0003,0.38882794976234436,-0.7560100555419922,0.011432083323597908,,
77376,10.91,1050,10088,6.241475299999999,73,0.009165763854980469,77275,0.0003,0.43097132444381714,-0.6773903369903564,0.011483265087008476,,
77421,10.97,1051,10092,6.3792434500000015,73,2.5206966400146484,77320,0.0003,0.34470468759536743,-0.8262763023376465,0.01149559672921896,,
77467,10.99,1051,10096,6.4063659500000005,73,-0.8093676567077637,77366,0.0003,0.3067658841609955,-0.8078022599220276,0.011476794257760048,,
77503,10.89,1052,10100,6.46450994,73,1.7810958623886108,77402,0.0003,0.40036654472351074,-0.5162889957427979,0.011479908600449562,,
77531,10.68,1052,10104,6.245550780000001,73,0.42851829528808594,77430,0.0003,0.29276543855667114,-0.6810437440872192,0.011499270796775818,,
77572,10.67,1053,10108,6.3735430399999995,73,0.8147823214530945,77471,0.0003,0.3007504343986511,-0.9191038608551025,0.011495383456349373,,
77620,10.71,1053,10112,6.51405072,73,0.007723689079284668,77519,0.0003,0.2323719710111618,-0.7692610025405884,0.011498847976326942,,
77682,10.74,1054,10116,6.4888046699999995,73,-2.350524425506592,77581,0.0003,0.3321235775947571,-0.6227903366088867,0.011567111127078533,,
77734,10.8,1055,10120,6.573112819999999,73,-2.680312395095825,77633,0.0003,0.30288684368133545,-0.7008764743804932,0.011598748154938221,,
77781,10.85,1055,10124,6.6641119899999985,73,-0.4924890995025635,77680,0.0003,0.41607531905174255,-0.5492904186248779,0.011593942530453205,,
77837,10.96,1056,10128,6.686763820000001,73,1.9406943321228027,77736,0.0003,0.29776132106781006,-0.6440295577049255,0.011605204083025455,,
77870,10.96,1056,10132,6.683458809999999,73,1.370544195175171,77769,0.0003,0.437643438577652,-0.7228970527648926,0.011657466180622578,,
77919,11.08,1057,10136,6.66191495,73,2.4892287254333496,77818,0.0003,0.3317491412162781,-0.6562979221343994,0.011703075841069221,,
77958,10.96,1058,10140,6.556275760000002,73,0.5802294611930847,77857,0.0003,0.2815687656402588,-0.47777649760246277,0.011731615290045738,,
77996,10.82,1058,10144,6.39255888,73,2.636016368865967,77895,0.0003,0.3964015245437622,-0.7551440596580505,0.011687884107232094,,
78038,10.88,1059,10148,6.344305730000002,73,-1.012961983680725,77937,0.0003,0.2994970381259918,-0.5780742764472961,0.011699615977704525,,
78115,11.11,1059,10152,6.420852349999999,73,-0.23581907153129578,78014,0.0003,0.39982840418815613,-0.5394250154495239,0.01161935180425644,,
78163,11.12,1060,10156,6.337708640000002,73,0.24213817715644836,78062,0.0003,0.35595643520355225,-0.48743242025375366,0.01164353359490633,,
78202,11.16,1061,10160,6.40598783,73,2.3323161602020264,78101,0.0003,0.30932343006134033,-0.6777456998825073,0.011624671518802643,,
78247,11.26,1061,10164,6.523236850000001,73,-1.3939800262451172,78146,0.0003,0.33440929651260376,-0.8441295623779297,0.011608446948230267,,
78281,11.12,1062,10168,6.4401128199999995,73,-1.4294157028198242,78180,0.0003,0.26343798637390137,-0.5650712251663208,0.011548956856131554,,
78332,11.3,1062,10172,6.4463467,73,-1.373753309249878,78231,0.0003,0.28492963314056396,-0.6587040424346924,0.011554239317774773,,
78367,11.19,1063,10176,6.25521258,73,1.512550711631775,78266,0.0003,0.33612000942230225,-0.655942976474762,0.011582477018237114,,
78419,11.32,1063,10180,6.256836890000001,73,2.6206932067871094,78318,0.0003,0.3801835775375366,-0.7863757014274597,0.011602381244301796,,
78462,11.28,1064,10184,6.2677621000000014,73,-0.5396027565002441,78361,0.0003,0.31542348861694336,-0.6521967649459839,0.011554024182260036,,
78515,11.39,1064,10188,6.31234396,73,-1.0648560523986816,78414,0.0003,0.3876025378704071,-0.6317310333251953,0.011529648676514626,,
78541,11.2,1065,10192,6.11629529,73,0.7310221195220947,78440,0.0003,0.39255908131599426,-0.7232128381729126,0.01148316077888012,,
78592,11.25,1065,10196,6.164355530000002,73,0.337121844291687,78491,0.0003,0.3121907114982605,-0.4164956212043762,0.011548900976777077,,
78633,11.3,1066,10200,6.15890981,73,0.1372634768486023,78532,0.0003,0.346371054649353,-0.666530430316925,0.01162983849644661,,
78672,11.41,1066,10204,6.28999762,73,-3.1545400619506836,78571,0.0003,0.41188013553619385,-0.7376222014427185,0.01157408021390438,,
78709,11.37,1067,10208,6.217481159999998,73,1.404335618019104,78608,0.0003,0.4093891382217407,-0.7114653587341309,0.011526549234986305,,
78743,11.23,1067,10212,5.926399160000002,73,1.2609412670135498,78642,0.0003,0.35892778635025024,-0.5838629603385925,0.011518274433910847,,
78770,10.88,1068,10216,5.63979148,73,-3.9346110820770264,78669,0.0003,0.3400154113769531,-0.46189239621162415,0.011536060832440853,,
78807,10.73,1068,10220,5.554830450000001,73,-0.06373566389083862,78706,0.0003,0.32761454582214355,-0.5716075897216797,0.011564618907868862,,
78851,10.7,1069,10224,5.47900588,73,-0.5253028273582458,78750,0.0003,0.3164430260658264,-0.7512009143829346,0.011569119058549404,,
78894,10.57,1069,10228,5.40326899,73,2.6203951835632324,78793,0.0003,0.31133878231048584,-0.6603927612304688,0.011540214531123638,,
78943,10.73,1070,10232,5.60727555,73,-0.6474204659461975,78842,0.0003,0.44702231884002686,-0.3963748812675476,0.011589343659579754,,
78984,10.65,1070,10236,5.64591687,73,-3.672060966491699,78883,0.0003,0.39009034633636475,-0.5882581472396851,0.0116445766761899,,
79036,10.78,1071,10240,5.710135319999999,73,-0.5581523180007935,78935,0.0003,0.3865426182746887,-0.8548604846000671,0.011635147035121918,,
79086,10.9,1072,10244,5.70240052,73,1.3579968214035034,78985,0.0003,0.3428916931152344,-0.6519817113876343,0.011633560061454773,,
79123,10.85,1072,10248,5.73012494,73,0.37979161739349365,79022,0.0003,0.447437584400177,-0.6590951085090637,0.011619433760643005,,
79160,10.45,1073,10252,5.506680149999999,73,0.2810823917388916,79059,0.0003,0.39765000343322754,-0.5515742301940918,0.011626850813627243,,
79187,10.24,1073,10256,5.471125579999999,73,-0.4863312244415283,79086,0.0003,0.37745463848114014,-0.7371561527252197,0.011633221991360188,,
79242,10.4,1074,10260,5.665759559999999,73,-1.6183993816375732,79141,0.0003,0.312081903219223,-0.5918376445770264,0.011690285988152027,,
79276,10.29,1074,10264,5.60565374,73,2.999315023422241,79175,0.0003,0.42867374420166016,-0.5205888748168945,0.011735403910279274,,
79320,10.39,1075,10268,5.6578188,73,-0.2380070686340332,79219,0.0003,0.37607768177986145,-0.617133378982544,0.011737938970327377,,
79370,10.38,1075,10272,5.712272789999998,73,-0.2707160711288452,79269,0.0003,0.5268425941467285,-0.828423798084259,0.011761789210140705,,
79404,10.37,1076,10276,5.729498469999999,73,4.519622802734375,79303,0.0003,0.29161953926086426,-0.6510558128356934,0.011757477186620235,,
79443,10.24,1076,10280,5.72301967,73,-3.901371717453003,79342,0.0003,0.3271338939666748,-0.7062059044837952,0.01177800353616476,,
79493,10.31,1077,10284,5.75790517,73,-1.5042067766189575,79392,0.0003,0.42088404297828674,-0.7737017869949341,0.011745844036340714,,
79540,10.25,1077,10288,5.656769820000001,73,-4.048577308654785,79439,0.0003,0.3763931393623352,-0.850371241569519,0.011821400374174118,,
79595,10.54,1078,10292,5.97280727,73,2.213332414627075,79494,0.0003,0.28407976031303406,-0.765272855758667,0.011746426112949848,,
79639,10.47,1079,10296,5.805252410000001,73,0.0010862350463867188,79538,0.0003,0.4389362931251526,-0.6149986386299133,0.011806882917881012,,
79684,10.51,1079,10300,5.90728425,73,-1.3408609628677368,79583,0.0003,0.3435134291648865,-0.6862496137619019,0.011821846477687359,,
79735,10.63,1080,10304,5.930266510000001,73,1.7680115699768066,79634,0.0003,0.42614954710006714,-0.7042201161384583,0.011793307028710842,,
79779,10.7,1080,10308,6.001166990000001,73,-1.781327724456787,79678,0.0003,0.33567336201667786,-0.38945743441581726,0.011845014058053493,,
79808,10.65,1081,10312,6.088729269999999,73,-0.01713043451309204,79707,0.0003,0.3592839539051056,-0.7465982437133789,0.011848438531160355,,
79844,10.74,1081,10316,6.2151605100000005,73,3.111499309539795,79743,0.0003,0.3150535225868225,-0.8082229495048523,0.01185260247439146,,
79872,10.65,1082,10320,6.17563772,73,1.9378341436386108,79771,0.0003,0.32509684562683105,-0.5564221143722534,0.011849776841700077,,
79918,10.67,1082,10324,6.33090451,73,-2.555515766143799,79817,0.0003,0.3335305452346802,-0.6070913076400757,0.01187322661280632,,
79975,10.81,1083,10328,6.494866989999999,73,-0.7354263663291931,79874,0.0003,0.24856674671173096,-0.7198765277862549,0.011911344714462757,,
80000,,,,,,3.0442042350769043,79899,0.0003,0.3622961640357971,-0.8597925901412964,0.011948286555707455,10.95,6.655534281511791
80024,10.81,1084,10332,6.3647082,73,2.5314180850982666,79923,0.0003,0.3388287425041199,-0.5345059633255005,0.011941974982619286,,
80057,10.73,1084,10336,6.286103509999999,73,-0.22609049081802368,79956,0.0003,0.44086533784866333,-0.791563868522644,0.01197848655283451,,
80097,10.61,1085,10340,6.32706734,73,-2.056550979614258,79996,0.0003,0.3582218289375305,-0.8156708478927612,0.011992620304226875,,
80131,10.45,1085,10344,6.345355109999999,73,2.4177846908569336,80030,0.0003,0.4495581388473511,-0.8287806510925293,0.011969608254730701,,
80170,10.47,1086,10348,6.32468879,73,1.2429611682891846,80069,0.0003,0.31062671542167664,-0.7545871734619141,0.011999152600765228,,
80216,10.56,1086,10352,6.43527425,73,3.4532310962677,80115,0.0003,0.4369913637638092,-0.8307161331176758,0.011963029392063618,,
80251,10.64,1087,10356,6.470099590000001,73,-2.4861769676208496,80150,0.0003,0.4554150104522705,-0.6241086721420288,0.011939595453441143,,
