rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
1000.0,0.16269365029037,4,0.001,-1921.6156580000002,21,4000,183,-1.3352402933984995,3000,,
,0.7127443938924555,,0.001,,,5000,,-1.094274710992287,4122,-772.6840176731348,326.4
640.25,,8,,-1240.468946125,34,5122,150,,,,
526.0,0.9283343522172225,12,0.001,-1061.0723878333333,47,6312,133,-3.4037317101444517,6261,,
401.25,1.1932142272039696,16,0.001,-809.3320894375,48,6420,133,-3.5034883198914706,6397,,
346.95,1.1640806660056113,20,0.001,-713.2516870500001,51,6939,134,-2.8222702205181123,6928,,
294.25,1.2331399625920234,24,0.001,-605.5913852083332,52,7062,134,-2.796276236573855,7050,,
255.17857142857142,1.2513361639446683,28,0.001,-525.7943045357143,53,7145,134,-1.9186676740646362,7135,,
246.09375,1.1287690252065659,32,0.001,-507.92622678125,57,7875,136,-2.084414780139923,7746,,
275.5833333333333,1.6590928284525872,36,0.001,-491.8308113055556,66,9921,149,-0.0909224961688742,8921,,
,1.6710319855213165,,0.001,,,10000,,1.0483133764028316,9921,-157.10098448335702,887.8
348.025,1.7318573666214943,40,0.001,-432.027357175,102,13921,135,0.5247340249922127,12921,,
,1.9484800177812576,,0.001,,,15000,,-0.0371570622427389,14921,201.96926557041297,845.7
407.29545454545456,1.7124388982057572,44,0.001,-367.39473325,141,17921,126,-0.04994196788966656,16921,,
415.6666666666667,1.208958735068639,48,0.001,-316.7877336458333,162,19952,122,-2.469939465324084,19933,,
,1.2760810468878065,,0.001,,,20000,,-1.1787792869976588,19966,198.49195004531776,816.4
422.6730769230769,1.5820542115431566,52,0.001,-274.90055361538464,183,21979,119,-3.2766621510187783,20979,,
,1.4558142284154891,,0.001,,,25000,,-5.706499157428741,24979,462.6170707388395,903.5
463.9107142857143,,56,,-216.44546505357144,220,25979,117,,,,
499.65,1.1928287662267685,60,0.001,-158.9463002833333,244,29979,122,-9.828547968864441,28979,,
