train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
2000,3055,4,0.001,283,10,0.048308425698429344,763.75,-1402.7312944999999,0.5105167269557714,,
4000,5000,,0.001,,,0.1687470256127417,,,2.531515801668167,1000.0,-1030.3222884711345
5088,5161,8,0.001,153,33,0.19573763097551736,645.125,-1307.986491,4.596688964150169,,
8106,9161,12,0.001,186,49,0.19037812733650208,763.4166666666666,-1189.0660501666666,8.25414983844757,,
9106,10000,,0.001,,,0.2802807646021247,,,8.883737902641297,1000.0,590.3917144941631
12106,13161,16,0.001,170,77,0.21507009547948838,822.5625,-955.3367035624999,10.841974071502685,,
14106,15000,,0.001,,,0.21133215297758579,,,12.005394369125366,1000.0,722.7507073437795
16106,17161,20,0.001,161,106,0.2053071468770504,858.05,-796.4201848999999,12.799952165603639,,
19106,20000,,0.001,,,0.1763714563176036,,,13.912074365615844,1000.0,819.7841898424551
20106,21161,24,0.001,156,134,0.15540612433105708,881.7083333333334,-675.1330079999999,14.308421186447143,,
24106,25000,,0.001,,,0.1423374445438385,,,14.995545961380005,1000.0,876.5143409304321
,25161,28,,153,164,,898.6071428571429,-583.5758952499999,,,
28106,29161,32,0.001,158,184,0.11136867235600949,911.28125,-510.34124762500005,15.388749658584596,,
29106,30000,,0.001,,,0.11211897069960833,,,15.528365520477294,1000.0,914.5499427229166
32106,33161,36,0.001,155,212,0.09299206749349832,921.1388888888889,-450.47074200000003,15.675196437835693,,
34106,35000,,0.001,,,0.09013716141507029,,,15.713850883483886,1000.0,945.9282249689102
36106,37161,40,0.001,154,241,0.08253255555033684,929.025,-400.47876614999996,15.827483253479004,,
39106,40000,,0.001,,,0.07848668625205756,,,15.77848825263977,1000.0,952.4610137671232
40106,41161,44,0.001,152,269,0.07445754184946418,935.4772727272727,-359.0256929545454,15.736168910980224,,
44106,45000,,0.001,,,0.06718044884875417,,,15.671641090393067,1000.0,958.1153614163399
,45161,48,,151,297,,940.8541666666666,-323.75738497916666,,,
48106,49161,52,0.001,154,318,0.06554788758978247,945.4038461538462,-294.0917989423077,15.528471696853638,,
49106,50000,,0.001,,,0.06183521322533488,,,15.461814556121826,1000.0,958.8304101228714
52106,53161,56,0.001,153,346,0.056482161726802586,949.3035714285714,-268.2939519285714,15.357113317489624,,
54106,55000,,0.001,,,0.057122827630490064,,,15.224297523498535,1000.0,962.5312587618828
56106,57161,60,0.001,152,375,0.057887160263955593,952.6833333333333,-246.56705619999997,15.168872709274291,,
59106,60000,,0.001,,,0.050201348884031174,,,15.047902585983277,1000.0,968.489481908083
60106,61161,64,0.001,151,403,0.052700818561017514,955.640625,-227.11445389062501,14.982326171875,,
64106,65000,,0.001,,,0.04928854121081531,,,14.758188367843628,1000.0,978.2138718783856
,65161,68,,150,432,,958.25,-209.2813849411765,,,
68106,69161,72,0.001,153,451,0.046599923679605124,960.5694444444445,-193.69684106944442,14.53578791999817,,
69106,70000,,0.001,,,0.047075284447520974,,,14.498369560241699,1000.0,975.9504953980446
72106,73161,76,0.001,152,480,0.04239729358069599,962.6447368421053,-179.33693903947363,14.32695918083191,,
74106,75000,,0.001,,,0.04223912965878844,,,14.21795544052124,1000.0,982.0129111945629
76106,77161,80,0.001,151,509,0.04270087903365493,964.5125,-166.2508331375,14.106819562911987,,
79106,80000,,0.001,,,0.040078783063218,,,13.95084101486206,1000.0,972.4694489836693
80106,81161,84,0.001,150,537,0.04079103005118668,966.202380952381,-155.08550166666666,13.908574243545532,,
84106,85000,,0.001,,,0.0375723855085671,,,13.731590169906616,1000.0,977.9046562314034
,85161,88,,150,566,,967.7386363636364,-144.36756402272724,,,
88106,89161,92,0.001,152,586,0.03845505251549184,969.1413043478261,-134.76582165217388,13.544989694595337,,
89106,90000,,0.001,,,0.038773855863139035,,,13.505429883956909,1000.0,980.6753758788109
92106,93161,96,0.001,151,614,0.038269197218120096,970.4270833333334,-125.90391787499999,13.363106924057007,,
94106,95000,,0.001,,,0.03359448124095798,,,13.295668367385865,1000.0,984.6000293076038
96106,97161,100,0.001,151,643,0.03893797250092029,971.61,-117.70762494000002,13.205394031524659,,
99106,100000,,0.001,,,0.03552427896857262,,,13.079498964309693,1000.0,968.7147161245346
100106,101161,104,0.001,150,671,0.03710166516155004,981.06,-58.691394360000004,13.043493787765502,,
104106,105000,,0.001,,,0.035764829501509665,,,12.917580461502075,1000.0,981.8389270067215
,105161,108,,150,700,,1000.0,-7.209653529999998,,,
108106,109161,112,0.001,151,719,0.03472682265751064,1000.0,33.91561794,12.788051877975464,,
109106,110000,,0.001,,,0.03488132211007178,,,12.777714748382568,1000.0,975.3077455222607
112106,113161,116,0.001,151,747,0.032861174397170546,1000.0,47.26947928,12.691775972366333,,
114106,115000,,0.001,,,0.03339122251980007,,,12.64487379837036,1000.0,987.4779831528664
116106,117161,120,0.001,151,775,0.03322970486618578,1000.0,56.51739413,12.600276243209839,,
119106,120000,,0.001,,,0.03324617196433246,,,12.554852304458619,1000.0,980.7829270362854
120106,121161,124,0.001,150,805,0.0349274790585041,1000.0,62.199167640000006,12.543196128845215,,
124106,125000,,0.001,,,0.03280548420920968,,,12.507960596084594,1000.0,978.1322964906692
,125161,128,,150,833,,1000.0,66.60576872,,,
128106,129161,132,0.001,151,853,0.03913704826124013,1000.0,69.62436655000002,12.466091556549072,,
129106,130000,,0.001,,,0.03913128242082894,,,12.44650513458252,1000.0,981.9932908594608
132106,133161,136,0.001,150,882,0.03874909853190184,1000.0,71.45673767,12.45485338973999,,
134106,135000,,0.001,,,0.03953278917446733,,,12.482271978378296,1000.0,954.9650337219239
136106,137161,140,0.001,150,911,0.045556274393573404,1000.0,71.71810065,12.50943330192566,,
139106,140000,,0.001,,,0.04154902079701424,,,12.546825487136841,1000.0,967.3797235429287
140106,141161,144,0.001,150,939,0.043973014587536455,1000.0,72.01999179,12.550331043243409,,
144106,145000,,0.001,,,0.043837360169738535,,,12.63489567565918,1000.0,969.7674329042435
,145161,148,,149,967,,1000.0,72.39386685000001,,,
148106,149161,152,0.001,151,987,0.037887719305232166,1000.0,72.63714019,12.525609914779663,,
149106,150000,,0.001,,,0.038932480622082946,,,12.506506313323975,1000.0,960.0039971530438
152106,153161,156,0.001,150,1015,0.03616767136752606,1000.0,72.16420081999999,12.431007963180543,,
154106,155000,,0.001,,,0.03485324137471616,,,12.415014154434203,1000.0,970.6552123785019
156106,157161,160,0.001,150,1044,0.03235838172957301,1000.0,72.59776437000001,12.386557926177979,,
159106,160000,,0.001,,,0.03128967038914561,,,12.319211231231689,1000.0,967.997088354826
160106,161161,164,0.001,150,1072,0.03233205828256905,1000.0,73.0746175,12.301709243774415,,
164106,165000,,0.001,,,0.03090178428404033,,,12.210969554901123,1000.0,977.2465922415256
,165161,168,,149,1101,,1000.0,73.07604606,,,
168106,169161,172,0.001,150,1121,0.030205721615813672,1000.0,73.03403792,12.125179050445556,,
169106,170000,,0.001,,,0.03260317955352366,,,12.109678775787353,1000.0,972.6277238965034
172106,173161,176,0.001,150,1150,0.03464827792532742,1000.0,72.81692389000001,12.084716003417968,,
174106,175000,,0.001,,,0.03308970496058464,,,12.058424535751342,1000.0,965.6889739096165
