time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/std,train/clip_range,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
55,112640,1542,1000.0,63497.12413335998,73,0.9159803986549377,0.2,0.028372645,0.273193359375,540,-0.08199472475971561,643685.375,0.0003,2.3365020751953125e-05,1431868.9140625,-22.625282472372056,,
56,114688,1550,1000.0,63979.41163933999,73,0.91560298204422,0.2,0.023908751,0.241162109375,550,-0.07350413737876807,755473.5,0.0003,-1.4781951904296875e-05,1532078.3015625,-22.615192407369612,,
,115000,,,,,0.9146658182144165,0.2,0.030960562,0.273583984375,560,-0.07787628686346579,496587.5,0.0003,0.0007565021514892578,1118219.6236328124,-22.60170773267746,1000.0,68790.1304889679
57,116736,1602,1000.0,64475.34884150999,72,,,,,,,,,,,,,
58,118784,1610,1000.0,64963.91540999001,73,0.912828803062439,0.2,0.029823897,0.276025390625,570,-0.07775133237591944,675535.125,0.0003,-0.0001550912857055664,1367870.63671875,-22.579056793451308,,
,120000,,,,,0.9115100502967834,0.2,0.02804249,0.26279296875,580,-0.06987044971901923,586430.25,0.0003,-0.00021505355834960938,1155382.679296875,-22.54423548579216,1000.0,58635.46121177673
59,120832,1662,1000.0,65654.72557602,72,,,,,,,,,,,,,
60,122880,1669,1000.0,66283.32050937,73,0.9105648398399353,0.2,0.028009351,0.257421875,590,-0.07823648289195262,839318.9375,0.0003,2.008676528930664e-05,1706340.815625,-22.52956953048706,,
61,124928,1676,1000.0,66926.12162916,74,0.9102221131324768,0.2,0.0296015,0.268798828125,600,-0.07911813778046053,908701.1875,0.0003,3.504753112792969e-05,1697210.99921875,-22.51710609793663,,
,125000,,,,,0.9100027084350586,0.2,0.031787388,0.28017578125,610,-0.08078511801140849,557550.375,0.0003,6.139278411865234e-06,1519318.06015625,-22.505596160888672,1000.0,85078.66291618347
62,126976,1728,1000.0,67533.00477511999,73,,,,,,,,,,,,,
63,129024,1735,1000.0,68515.11646010999,74,0.9087045192718506,0.2,0.026843013,0.2541015625,620,-0.07460288968868553,822968.875,0.0003,-2.288818359375e-05,1676754.303515625,-22.49398049712181,,
,130000,,,,,0.908467173576355,0.2,0.029795278,0.272412109375,630,-0.08658044680196327,1149668.375,0.0003,-3.647804260253906e-05,2219293.971484375,-22.483942246437074,1000.0,97159.63946037293
64,131072,1789,1000.0,68948.63861422999,73,,,,,,,,,,,,,
65,133120,1797,1000.0,69263.03670444997,74,0.9060413837432861,0.2,0.033550285,0.29951171875,640,-0.08448977399384602,568396.0,0.0003,4.947185516357422e-06,1581060.35,-22.444741410017013,,
,135000,,,,,0.9050692319869995,0.2,0.03476732,0.31328125,650,-0.08392746779136359,597479.875,0.0003,4.827976226806641e-06,1281941.473046875,-22.421568846702577,1000.0,88237.20921096802
66,135168,1852,1000.0,69712.94824673998,72,,,,,,,,,,,,,
67,137216,1859,1000.0,70031.17748414999,73,0.9055255651473999,0.2,0.027307883,0.25830078125,660,-0.07220500674739014,876358.625,0.0003,2.384185791015625e-07,1654736.0796875,-22.41997240781784,,
68,139264,1867,1000.0,70164.84200516,74,0.9030438661575317,0.2,0.029659905,0.27783203125,670,-0.07440286697819828,735630.75,0.0003,1.2516975402832031e-06,1533591.744140625,-22.39400624036789,,
,140000,,,,,0.9033761024475098,0.2,0.037312757,0.29697265625,680,-0.07618534071953036,493120.96875,0.0003,1.3113021850585938e-06,1171346.268359375,-22.381405818462373,1000.0,95448.33993663787
69,141312,1918,1000.0,70436.44196942,73,,,,,,,,,,,,,
70,143360,1925,1000.0,70966.80197625999,74,0.9035793542861938,0.2,0.0333786,0.29296875,690,-0.08093824212555774,850037.5,0.0003,-0.001230478286743164,1566670.96484375,-22.38949734568596,,
,145000,,,,,0.9025886654853821,0.2,0.030879674,0.285107421875,700,-0.07710813806043007,788898.875,0.0003,2.8073787689208984e-05,1564759.887890625,-22.376503533124925,1000.0,108168.5324098587
71,145408,1979,1000.0,71155.85429827,73,,,,,,,,,,,,,
72,147456,1987,1000.0,71704.09469271,74,0.9019843935966492,0.2,0.035059124,0.3244140625,710,-0.08298658923595212,646342.5,0.0003,2.9802322387695312e-06,1329136.56484375,-22.357874554395675,,
73,149504,1994,1000.0,72139.54373635001,74,0.9015347957611084,0.2,0.034202464,0.272265625,720,-0.07370975750964134,745788.6875,0.0003,-1.2755393981933594e-05,1565812.970703125,-22.353160154819488,,
,150000,,,,,0.9001671075820923,0.2,0.030545343,0.2814453125,730,-0.07338379869179334,630138.0,0.0003,0.0005995035171508789,1448292.195703125,-22.32981425523758,1000.0,115410.48204879761
74,151552,2048,1000.0,72418.16012570001,73,,,,,,,,,,,,,
75,153600,2056,1000.0,72550.37197765001,74,0.8993031978607178,0.2,0.032006904,0.287451171875,740,-0.07147877879615408,634127.5,0.0003,1.7881393432617188e-06,1242948.9958984375,-22.311712539196016,,
,155000,,,,,0.8976709246635437,0.2,0.034560584,0.30029296875,750,-0.07788502952316775,649554.5,0.0003,1.9252300262451172e-05,1499880.73671875,-22.286741822957993,1000.0,119963.20798511505
76,155648,2110,1000.0,72800.84306827,73,,,,,,,,,,,,,
77,157696,2118,1000.0,73052.19543401999,74,0.8981302976608276,0.2,0.037343808,0.2978515625,760,-0.08407620621437673,942192.25,0.0003,1.430511474609375e-06,1692470.775390625,-22.27479956150055,,
78,159744,2126,1000.0,73282.04388027999,75,0.8973290920257568,0.2,0.031553835,0.28896484375,770,-0.0724676270969212,671946.5,0.0003,0.0,1270305.89375,-22.27076698541641,,
,160000,,,,,0.89453125,0.2,0.038783647,0.31162109375,780,-0.08110785682947608,780935.875,0.0003,4.291534423828125e-06,1760031.32890625,-22.2359419465065,1000.0,114730.34069213868
79,161792,2182,1000.0,73616.36539141,74,,,,,,,,,,,,,
80,163840,2189,1000.0,73869.89994465,74,0.8923991918563843,0.2,0.034334198,0.30390625,790,-0.08561440509511158,910258.5,0.0003,4.112720489501953e-06,1724798.50859375,-22.189274060726166,,
,165000,,,,,0.8913367390632629,0.2,0.037034165,0.32275390625,800,-0.08478535047615879,620965.125,0.0003,6.556510925292969e-07,1479703.669140625,-22.155877923965456,1000.0,110447.09919891358
81,165888,2245,1000.0,74058.84540369001,73,,,,,,,,,,,,,
82,167936,2253,1000.0,74409.02977449,74,0.888607382774353,0.2,0.034314025,0.308740234375,810,-0.08813701259205117,1000563.0,0.0003,1.9669532775878906e-06,2022479.77734375,-22.118720591068268,,
83,169984,2261,1000.0,74848.69013731,75,0.8870627880096436,0.2,0.037265413,0.31279296875,820,-0.08632708771619946,974155.0,0.0003,1.3113021850585938e-06,1618080.198828125,-22.081753635406493,,
,170000,,,,,0.8863451480865479,0.2,0.03618318,0.297119140625,830,-0.07729896782257129,777532.25,0.0003,0.00015652179718017578,1572369.265625,-22.05851927995682,1000.0,113196.696900177
84,172032,2321,1000.0,75062.72860532001,74,,,,,,,,,,,,,
85,174080,2329,1000.0,75140.18140599,74,0.884962260723114,0.2,0.036038227,0.296875,840,-0.08528014248004183,1035247.875,0.0003,1.043081283569336e-05,1925605.363671875,-22.038228970766067,,
,175000,,,,,0.8833807706832886,0.2,0.031452462,0.280078125,850,-0.06599307066062465,661929.9375,0.0003,-2.6226043701171875e-06,1330081.248046875,-22.007410961389542,1000.0,99755.04574947357
86,176128,2382,1000.0,75504.85287837,73,,,,,,,,,,,,,
87,178176,2389,1000.0,75608.69820484999,74,0.8828129768371582,0.2,0.04030687,0.324951171875,860,-0.08510525579331443,1024085.125,0.0003,-7.152557373046875e-07,1838526.303515625,-21.992905086278917,,
,180000,,,,,0.8821256160736084,0.2,0.039279915,0.32734375,870,-0.08599650997202843,838008.0,0.0003,1.1920928955078125e-07,1588737.598046875,-21.97990671992302,1000.0,100081.96997680663
88,180224,2442,1000.0,75814.39641851,73,,,,,,,,,,,,,
89,182272,2450,1000.0,75670.08386106,74,0.8809579610824585,0.2,0.040067308,0.31396484375,880,-0.07846978551533539,826719.3125,0.0003,4.112720489501953e-06,1591493.403125,-21.958067125082017,,
90,184320,2457,1000.0,75618.37450555,74,0.87899249792099,0.2,0.042883974,0.33056640625,890,-0.08031453536823392,817778.5,0.0003,8.940696716308594e-07,1464792.119140625,-21.925248748064043,,
,185000,,,,,0.8777531981468201,0.2,0.040562905,0.30947265625,900,-0.07337069602217525,543019.5625,0.0003,3.5762786865234375e-07,1365426.2,-21.89511665701866,1000.0,106568.83006706237
91,186368,2512,1000.0,75651.62335959,74,,,,,,,,,,,,,
92,188416,2520,1000.0,75786.96099312,74,0.876973569393158,0.2,0.037554316,0.307177734375,910,-0.08277691379189492,911110.125,0.0003,5.125999450683594e-06,1791955.67734375,-21.877175402641296,,
,190000,,,,,0.8749818205833435,0.2,0.04792833,0.377197265625,920,-0.09247687555325683,652718.5,0.0003,6.002187728881836e-05,1226283.7724609375,-21.84446483850479,1000.0,93695.35347232819
93,190464,2577,1000.0,75944.69798338998,73,,,,,,,,,,,,,
94,192512,2585,1000.0,76416.1358719,74,0.8748234510421753,0.2,0.03575868,0.29833984375,930,-0.07164954843465239,692778.6875,0.0003,9.47713851928711e-06,1499074.830078125,-21.832298904657364,,
95,194560,2594,1000.0,76247.36391314,74,0.8737849593162537,0.2,0.0441117,0.33251953125,940,-0.0864266314310953,911581.875,0.0003,5.960464477539063e-08,1989666.6953125,-21.817550206184386,,
,195000,,,,,0.8718873262405396,0.2,0.03973682,0.30732421875,950,-0.07293779669562354,735273.5,0.0003,1.6689300537109375e-06,1452193.12265625,-21.78543903231621,1000.0,81424.94816799164
96,196608,2651,1000.0,76279.13200438,74,,,,,,,,,,,,,
97,198656,2659,1000.0,76150.4210535,74,0.8716340661048889,0.2,0.040305775,0.322314453125,960,-0.07689552909578197,699039.25,0.0003,4.172325134277344e-07,1376677.0265625,-21.767220228910446,,
,200000,,,,,0.8723649978637695,0.2,0.0400449,0.325390625,970,-0.08096763541107066,773412.9375,0.0003,2.384185791015625e-07,1453755.58359375,-21.773489171266554,1000.0,97138.77282466888
98,200704,2712,1000.0,76030.32339873999,73,,,,,,,,,,,,,
99,202752,2719,1000.0,76469.60487434999,74,0.8718333840370178,0.2,0.041077435,0.31103515625,980,-0.07486672533268575,609660.125,0.0003,7.569789886474609e-06,1311119.959765625,-21.77154349684715,,
100,204800,2727,1000.0,76040.72389353,75,0.8705669641494751,0.2,0.051586486,0.373486328125,990,-0.09384389665792696,920605.0,0.0003,7.867813110351562e-06,1852543.47578125,-21.754032343626022,,
,205000,,,,,0.8702108860015869,0.2,0.04566286,0.3537109375,1000,-0.07431964194984175,559042.125,0.0003,1.2695789337158203e-05,1118827.1994140625,-21.736116564273836,1000.0,91024.54175262451
101,206848,2782,1000.0,75970.08326821998,74,,,,,,,,,,,,,
102,208896,2790,1000.0,76104.15687513,74,0.869154155254364,0.2,0.045306176,0.3439453125,1010,-0.08718653012765572,873076.125,0.0003,1.8477439880371094e-06,1855325.355078125,-21.72632474899292,,
,210000,,,,,0.869064450263977,0.2,0.04506687,0.3400390625,1020,-0.07664401924412231,731749.0,0.0003,-4.76837158203125e-07,1313836.5736328126,-21.711406069993973,1000.0,81401.85047168731
103,210944,2846,1000.0,76454.27739587,74,,,,,,,,,,,,,
104,212992,2854,1000.0,76390.10468265,74,0.8677602410316467,0.2,0.0440826,0.341259765625,1030,-0.08061070254771038,880217.625,0.0003,4.172325134277344e-07,1759387.8484375,-21.70066244006157,,
,215000,,,,,0.8671788573265076,0.2,0.046884056,0.351025390625,1040,-0.07689442204427906,571782.8125,0.0003,-1.1920928955078125e-07,1178029.931640625,-21.674010938405992,1000.0,79123.02813053131
105,215040,2910,1000.0,76776.99325070999,73,,,,,,,,,,,,,
106,217088,2918,1000.0,76855.25498212999,74,0.8650355339050293,0.2,0.04476212,0.3537109375,1050,-0.08602314259042032,893137.0625,0.0003,7.510185241699219e-06,1693270.131640625,-21.650347936153413,,
107,219136,2926,1000.0,77566.76320440999,74,0.8646989464759827,0.2,0.039156836,0.332373046875,1060,-0.07142136675247457,656783.5,0.0003,1.0728836059570312e-06,1343128.140234375,-21.623854100704193,,
,220000,,,,,0.8643854856491089,0.2,0.038561907,0.309130859375,1070,-0.0811759048840031,1264731.75,0.0003,1.8477439880371094e-06,2692476.3984375,-21.619048702716828,1000.0,80204.05737895965
108,221184,2980,1000.0,77568.85199824999,74,,,,,,,,,,,,,
109,223232,2988,1000.0,77369.54639475,74,0.8614895939826965,0.2,0.05591588,0.3966796875,1080,-0.09670661736163311,963622.75,0.0003,0.0,1783827.487890625,-21.583512526750564,,
,225000,,,,,0.8597832918167114,0.2,0.051791396,0.377734375,1090,-0.0911081021244172,691190.375,0.0003,3.5762786865234375e-07,1555413.586328125,-21.537879204750062,1000.0,82265.09376525879
110,225280,3041,1000.0,77611.14280679001,74,,,,,,,,,,,,,
111,227328,3048,1000.0,77465.72909633,74,0.8570965528488159,0.2,0.041786604,0.33134765625,1100,-0.0759360507276142,818337.125,0.0003,1.7881393432617188e-07,1548345.280078125,-21.48959151506424,,
112,229376,3056,1000.0,77596.7612561,75,0.8560535311698914,0.2,0.04624479,0.346875,1110,-0.07877495680586435,637447.5,0.0003,1.3113021850585938e-06,1377330.499609375,-21.459048163890838,,
,230000,,,,,0.8558391332626343,0.2,0.044860207,0.344580078125,1120,-0.08919010327663272,856895.625,0.0003,5.960464477539063e-08,2037655.0390625,-21.449898332357407,1000.0,80926.62653598786
113,231424,3109,1000.0,77549.61377578,74,,,,,,,,,,,,,
114,233472,3117,1000.0,77849.86733331,74,0.855246365070343,0.2,0.052466452,0.378515625,1130,-0.08884698078909423,630579.0625,0.0003,0.000577390193939209,1540542.730859375,-21.43550098538399,,
,235000,,,,,0.854038417339325,0.2,0.050328027,0.364208984375,1140,-0.08676222053472885,894701.25,0.0003,2.9206275939941406e-06,1734945.371484375,-21.416937637329102,1000.0,79325.20364513397
115,235520,3172,1000.0,77921.41447575,74,,,,,,,,,,,,,
116,237568,3180,1000.0,77872.68189452999,74,0.8530622124671936,0.2,0.04734291,0.339794921875,1150,-0.07572091488400474,706360.25,0.0003,1.2278556823730469e-05,1340234.72734375,-21.39655218720436,,
117,239616,3188,1000.0,78105.69772878,75,0.8519582152366638,0.2,0.05067695,0.337255859375,1160,-0.06524962550320197,625599.625,0.0003,2.5033950805664062e-06,1328111.44453125,-21.376132905483246,,
,240000,,,,,0.8507949709892273,0.2,0.042915545,0.3341796875,1170,-0.07301782306749374,723211.625,0.0003,-3.5762786865234375e-07,1377341.434375,-21.352751606702803,1000.0,78425.32048892975
118,241664,3243,1000.0,78233.63494482,74,,,,,,,,,,,,,
119,243712,3251,1000.0,78031.14594083,74,0.8500133752822876,0.2,0.04499909,0.355078125,1180,-0.08145837568445131,540808.8125,0.0003,4.172325134277344e-07,1261109.42421875,-21.326358252763747,,
,245000,,,,,0.8504804372787476,0.2,0.04370969,0.346484375,1190,-0.06654132354888134,686350.75,0.0003,1.1920928955078125e-07,1222993.61171875,-21.32801330089569,1000.0,79448.59106769561
120,245760,3302,1000.0,78222.05297809998,74,,,,,,,,,,,,,
121,247808,3309,1000.0,78287.38596421,74,0.8507793545722961,0.2,0.047562256,0.355517578125,1200,-0.07582052462093998,666026.875,0.0003,2.384185791015625e-07,1214774.4431640625,-21.335704231262206,,
