eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/entropy_loss,train/std,train/clip_range,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/approx_kl
-13.07741226181388,1000,50.0,,,,,,,,,,,,,,,,
-13.07741226181388,2000,50.0,,,,,,,,,,,,,,,,
,2048,,5,1,-59.51068392499999,356,50.0,,,,,,,,,,,
-12.904345352575183,3000,50.0,,,,,,-0.007998895851778797,0.000102996826171875,174.242436170578,-2.8045734867453573,0.972728431224823,0.2,0.045263671875,10,59.30458450317383,0.0003,0.0060903234
-12.904345352575183,4000,50.0,,,,,,,,,,,,,,,,
,4096,,13,2,-60.343914024691365,299,50.0,,,,,,,,,,,
-11.078377056494356,5000,50.0,,,,,,-0.007672567904228345,0.30703288316726685,114.60850409269332,-2.761280941218138,0.9524422883987427,0.2,0.04560546875,20,28.63892936706543,0.0003,0.006447567
-11.078377056494356,6000,50.0,,,,,,,,,,,,,,,,
,6144,,21,3,-60.65348931,281,50.0,,,,,,,,,,,
-11.002587350457906,7000,50.0,,,,,,-0.004469745012465864,0.3066762089729309,74.23007849454879,-2.720520743727684,0.9310501217842102,0.2,0.0255859375,30,14.310480117797852,0.0003,0.005115688
-11.002587350457906,8000,50.0,,,,,,,,,,,,,,,,
,8192,,29,4,-59.391762919999984,275,50.0,,,,,,,,,,,
-11.052703670598566,9000,50.0,,,,,,-0.005806905997451395,0.11770683526992798,59.39393171072006,-2.6644060760736465,0.8956353664398193,0.2,0.035986328125,40,11.93979549407959,0.0003,0.0072145117
-11.052703670598566,10000,50.0,,,,,,,,,,,,,,,,
,10240,,37,5,-57.273769740000006,274,50.0,,,,,,,,,,,
-11.950350825116038,11000,50.0,,,,,,-0.010442669580515939,0.15183591842651367,40.96570601165295,-2.5650475516915323,0.8409876823425293,0.2,0.066552734375,50,8.447022438049316,0.0003,0.012835026
-11.950350825116038,12000,50.0,,,,,,,,,,,,,,,,
,12288,,44,6,-55.22734418,273,50.0,,,,,,,,,,,
-12.530415993928909,13000,50.0,,,,,,-0.006842132938618306,0.08521270751953125,35.81748630702496,-2.4475658483803273,0.7999210357666016,0.2,0.032373046875,60,5.033098220825195,0.0003,0.010101713
-12.530415993928909,14000,50.0,,,,,,,,,,,,,,,,
,14336,,52,7,-54.377435299999995,271,50.0,,,,,,,,,,,
-10.750438406318427,15000,50.0,,,,,,-0.00941012846014928,0.04926943778991699,22.258451949059964,-2.342007628828287,0.7537039518356323,0.2,0.078173828125,70,4.344818592071533,0.0003,0.0149061475
-10.750438406318427,16000,50.0,,,,,,,,,,,,,,,,
,16384,,60,8,-51.68784671,270,50.0,,,,,,,,,,,
-10.623138494882733,17000,50.0,,,,,,-0.011799666738079395,0.021892666816711426,12.4641929641366,-2.2060669913887976,0.6946468353271484,0.2,0.05458984375,80,2.9172070026397705,0.0003,0.015799586
-10.623138494882733,18000,50.0,,,,,,,,,,,,,,,,
,18432,,68,9,-48.22069813,270,50.0,,,,,,,,,,,
-10.401490923389792,19000,50.0,,,,,,-0.014331998690613546,0.10382217168807983,6.625591240823269,-2.030949280783534,0.6416803598403931,0.2,0.076123046875,90,2.9321560859680176,0.0003,0.018587768
-10.401490923389792,20000,50.0,,,,,,,,,,,,,,,,
,20480,,75,10,-45.06352484999999,269,50.0,,,,,,,,,,,
-10.733300594240427,21000,50.0,,,,,,-0.017564057648996823,0.17691683769226074,4.361207596212625,-1.877494401484728,0.5969602465629578,0.2,0.08125,100,1.2772029638290405,0.0003,0.016206928
-10.733300594240427,22000,50.0,,,,,,,,,,,,,,,,
,22528,,83,11,-41.97545807,269,50.0,,,,,,,,,,,
-11.529970671236516,23000,50.0,,,,,,-0.025721237997640856,0.2747899889945984,2.7261733267456294,-1.710772181674838,0.5497530698776245,0.2,0.14267578125,110,1.2673450708389282,0.0003,0.021861704
-11.529970671236516,24000,50.0,,,,,,,,,,,,,,,,
,24576,,91,12,-39.62185299,268,50.0,,,,,,,,,,,
-11.932810058444739,25000,50.0,,,,,,-0.020844344748184085,0.18134808540344238,2.2118429709225893,-1.5419894013553859,0.5071215033531189,0.2,0.110107421875,120,0.9691059589385986,0.0003,0.019992676
