time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates,train/learning_rate,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
544,0,200,0.4750245088338852,4,50,0.001,0.6773153829574585,50.0,-50.095167000000004,,
266,1,400,0.3064595723152161,8,250,0.001,2.4538918018341063,50.0,-65.61416375,,
,,500,0.1098544792830944,,350,0.001,2.0806721353530886,,,-12.686770000000001,50.0
180,3,600,0.09740717984735965,12,450,0.001,1.9648356771469115,50.0,-47.70415883333333,,
180,4,800,0.04678006496280432,16,650,0.001,1.8640027856826782,50.0,-38.65183225,,
,,1000,0.053081889003515244,,850,0.001,1.7952471256256104,,,-11.591930649999998,50.0
159,6,1000,,20,,,,50.0,-33.0490238,,
162,7,1200,0.046779994554817676,24,1050,0.001,1.9804424238204956,50.0,-29.27310879166667,,
163,8,1400,0.06402380414307117,28,1250,0.001,2.101338601112366,50.0,-27.193699678571427,,
,,1500,0.06719623304903508,,1350,0.001,2.207048201560974,,,-11.325580499999997,50.0
151,10,1600,0.03825769826769829,32,1450,0.001,2.2727822971343996,50.0,-25.082866312500002,,
152,11,1800,0.04697651635855436,36,1650,0.001,2.350210018157959,50.0,-23.626862277777782,,
,,2000,0.06503930125385522,,1850,0.001,2.442488918304443,,,-12.59948275,50.0
146,13,2000,,40,,,,50.0,-22.282228275,,
148,14,2200,0.03803155206143856,44,2050,0.001,2.6100802040100097,50.0,-21.35728309090909,,
150,15,2400,0.08681100279092789,48,2250,0.001,2.703779239654541,50.0,-20.473694583333334,,
,,2500,0.04021822795271873,,2350,0.001,2.82713210105896,,,-12.6559237,50.0
145,17,2600,0.06327601369470358,52,2450,0.001,2.8970532512664793,50.0,-19.864255403846155,,
147,18,2800,0.16684671357274056,56,2650,0.001,3.0225847434997557,50.0,-19.198365982142857,,
,,3000,0.04224528700113297,,2850,0.001,3.1811984062194822,,,-12.398046149999999,50.0
143,20,3000,,60,,,,50.0,-18.708778883333334,,
145,22,3200,0.09630106262862682,64,3050,0.001,3.3441609001159667,50.0,-18.400542484375,,
146,23,3400,0.13200570330023764,68,3250,0.001,3.478300943374634,50.0,-18.04334820588235,,
,,3500,0.0517049327865243,,3350,0.001,3.6509432411193847,,,-11.868644999999999,50.0
144,24,3600,0.04564356237649918,72,3450,0.001,3.648325128555298,50.0,-17.704262791666665,,
145,26,3800,0.04170563358813524,76,3650,0.001,3.884127492904663,50.0,-17.434028197368423,,
,,4000,0.041779149882495405,,3850,0.001,3.954852123260498,,,-11.3725257,50.0
142,27,4000,,80,,,,50.0,-17.1380773625,,
144,29,4200,0.07468509163707494,84,4050,0.001,4.127171802520752,50.0,-16.819807107142854,,
145,30,4400,0.0402181051298976,88,4250,0.001,4.240220336914063,50.0,-16.493732204545452,,
,,4500,0.040466571301221846,,4350,0.001,4.360386934280395,,,-11.952389749999998,50.0
143,32,4600,0.3134538713097572,92,4450,0.001,4.48126914024353,50.0,-16.345404858695648,,
144,33,4800,0.04566932778805494,96,4650,0.001,4.602320804595947,50.0,-16.075944687499998,,
,,5000,0.05535774048417807,,4850,0.001,4.688510055541992,,,-11.588327600000001,50.0
141,35,5000,,100,,,,50.0,-15.853093529999999,,
142,36,5200,0.05631606467068195,104,5050,0.001,4.832815437316895,50.0,-14.33698432,,
143,37,5400,0.046537609063088896,108,5250,0.001,4.987569217681885,50.0,-11.58002986,,
,,5500,0.04378866717219353,,5350,0.001,5.058362064361572,,,-11.968989500000001,50.0
141,39,5600,0.061142007522284984,112,5450,0.001,5.203082637786865,50.0,-11.659261840000001,,
142,40,5800,0.07235523916780949,116,5650,0.001,5.322057151794434,50.0,-11.648911489999998,,
,,6000,0.04597940571606159,,5850,0.001,5.448757801055908,,,-13.7300938,50.0
140,42,6000,,120,,,,50.0,-11.76618011,,
141,43,6200,0.053437603041529655,124,6050,0.001,5.6100215721130375,50.0,-11.87092358,,
142,45,6400,0.07589263297617435,128,6250,0.001,5.746950740814209,50.0,-11.82662054,,
,,6500,0.059926062524318695,,6350,0.001,5.790792789459228,,,-13.6545651,50.0
140,47,6600,0.05118668235838413,132,6450,0.001,5.824354209899902,50.0,-11.936286590000002,,
141,48,6800,0.09953624852001668,136,6650,0.001,6.004049797058105,50.0,-12.069684250000002,,
,,7000,0.05737972877919674,,6850,0.001,6.263690986633301,,,-12.4707546,50.0
139,50,7000,,140,,,,50.0,-12.15055021,,
140,51,7200,0.0447416790574789,144,7050,0.001,6.315255317687988,50.0,-12.09711589,,
141,52,7400,0.04308528982102871,148,7250,0.001,6.46554271697998,50.0,-12.135259569999999,,
,,7500,0.04783143009990454,,7350,0.001,6.495419616699219,,,-11.11156195,50.0
