rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
,,,,,22500,-4.122808289527893,0.05927734375,100,0.6037195324897766,116.97545623779297,0.9520551562309265,0.0063062157,207.02158976793288,-0.007687783104483969,0.0003,286.4076919078827,93.15,0.2
90.9,67,335,11,192.72668796999997,22528,,,,,,,,,,,,,
92.97,72,337,12,198.73157884000003,24576,-4.110498633980751,0.045849609375,110,0.7935620695352554,65.71639251708984,0.9534091949462891,0.0056507764,,-0.006170566010405309,0.0003,207.54568467140197,,0.2
,,,,,25000,-4.108469413220883,0.067236328125,120,0.7858058959245682,99.87710571289062,0.9512574076652527,0.006929399,217.36429933309554,-0.00920039652264677,0.0003,186.15637676715852,96.25,0.2
94.6,80,330,13,203.36306278000004,26624,,,,,,,,,,,,,
,,,,,27500,-4.1041728079319,0.092431640625,130,0.8115241229534149,51.048828125,0.9510915279388428,0.008696062,240.3893050789833,-0.01065398232312873,0.0003,184.99975175857543,104.65,0.2
96.52,87,326,14,208.11139753999998,28672,,,,,,,,,,,,,
,,,,,30000,-4.111974333226681,0.115380859375,140,0.889587052166462,32.93134689331055,0.9540273547172546,0.008995801,305.7131067931652,-0.012792815736611373,0.0003,125.55650570392609,122.95,0.2
99.16,94,323,15,213.85763182,30720,,,,,,,,,,,,,
,,,,,32500,-4.121682021021843,0.086572265625,150,0.8542140126228333,37.3993034362793,0.9578924179077148,0.008178901,323.06506823301316,-0.011820406571496278,0.0003,154.51863508224488,133.45,0.2
101.97,102,318,16,222.06080607999996,32768,,,,,,,,,,,,,
106.94,108,320,17,236.49484126000004,34816,-4.129453819990158,0.101123046875,160,0.8778019025921822,108.64512634277344,0.9589826464653015,0.009025533,,-0.012856149935396388,0.0003,151.3099014520645,,0.2
,,,,,35000,-4.130075658857822,0.077197265625,170,0.8057868480682373,91.4314193725586,0.9585205912590027,0.0065162424,360.0590120196342,-0.010349721100647002,0.0003,224.3887776851654,145.0,0.2
110.92,116,317,18,248.36057662000002,36864,,,,,,,,,,,,,
,,,,,37500,-4.121498566865921,0.076708984375,180,0.761843129992485,108.8115005493164,0.9537240862846375,0.006448316,356.2053135931492,-0.009678701247321442,0.0003,270.96110701560974,145.2,0.2
116.96,123,314,19,266.34024757,38912,,,,,,,,,,,,,
,,,,,40000,-4.101697273552418,0.083544921875,190,0.8374232053756714,72.4385986328125,0.9478191137313843,0.00817182,374.41605372428893,-0.011129625368630514,0.0003,221.928134393692,149.05,0.2
121.54,132,308,20,280.11601037,40960,,,,,,,,,,,,,
,,,,,42500,-4.0756994292140005,0.09404296875,200,0.8283188939094543,124.99885559082031,0.9367440938949585,0.009423858,472.0105529129505,-0.013137824911973439,0.0003,221.20422079563141,171.15,0.2
125.66,141,303,21,295.55482046,43008,,,,,,,,,,,,,
,,,,,45000,-4.038011558353901,0.123095703125,210,0.8969247341156006,69.61722564697266,0.9238194227218628,0.010153225,553.9323319077491,-0.01207584606599994,0.0003,158.78302071094512,189.65,0.2
128.97,150,300,22,307.32178706999997,45056,,,,,,,,,,,,,
132.55,154,304,23,321.33246882,47104,-4.0394359365105625,0.116845703125,220,0.9503300972282887,23.14071273803711,0.9347019195556641,0.013098711,,-0.010801770296529867,0.0003,92.70354530811309,,0.2
,,,,,47500,-4.037803593277931,0.087939453125,230,0.950185015797615,36.35919952392578,0.9252570867538452,0.009080464,674.5338870942593,-0.009327907350962051,0.0003,109.92328561544419,229.15,0.2
135.85,165,296,24,334.4310384600001,49152,,,,,,,,,,,,,
,,,,,50000,-4.031766182184219,0.059814453125,240,0.9441295489668846,46.7069206237793,0.9311091303825378,0.0052209618,878.0287186801434,-0.007631029005278833,0.0003,119.29517885446549,282.2,0.2
138.26,175,290,25,344.09646467,51200,,,,,,,,,,,,,
,,,,,52500,-4.02818702608347,0.1001953125,250,0.8580395430326462,159.6953125,0.9232439398765564,0.009176424,1425.4061106979848,-0.010999922330665868,0.0003,270.54043078422546,470.6,0.2
141.6,190,279,26,357.69515700999995,53248,,,,,,,,,,,,,
,,,,,55000,-4.0015060842037204,0.078173828125,260,0.938912745565176,39.81563949584961,0.9148279428482056,0.006815842,672.8709134995937,-0.008397542522288859,0.0003,136.127503490448,217.0,0.2
146.9,199,276,27,377.67610506999995,55296,,,,,,,,,,,,,
148.39,204,280,28,385.28315023000005,57344,-3.980010358989239,0.087109375,270,0.9047324284911156,56.547672271728516,0.9095413088798523,0.008317154,,-0.009796730714151635,0.0003,222.56817276477813,,0.2
,,,,,57500,-3.9688013054430487,0.1013671875,280,0.7361416816711426,381.7388610839844,0.9082520008087158,0.010759998,465.6437867641449,-0.00987613964243792,0.0003,495.8322127342224,159.25,0.2
154.83,212,278,29,407.6767198899999,59392,,,,,,,,,,,,,
,,,,,60000,-3.9569071792066097,0.091064453125,290,0.8406995385885239,157.75982666015625,0.9017183780670166,0.009860108,493.5893215715885,-0.007174445001874119,0.0003,278.9056607723236,166.55,0.2
159.98,221,277,30,428.85395147999986,61440,,,,,,,,,,,,,
,,,,,62500,-3.930120538175106,0.083154296875,300,0.8766386806964874,82.843017578125,0.8943294882774353,0.00857009,535.1298215568065,-0.007346634693385567,0.0003,298.9495931148529,176.15,0.2
164.71,230,275,31,445.50510731,63488,,,,,,,,,,,,,
,,,,,65000,-3.917592543363571,0.061328125,310,0.8064836114645004,91.96514892578125,0.8923410773277283,0.0070506176,583.4199570238591,-0.006774055215646513,0.0003,347.33702383041384,193.75,0.2
163.55,238,275,32,443.54739429,65536,,,,,,,,,,,,,
,,,,,67500,-3.9153723448514937,0.04306640625,320,0.8005848079919815,191.0476837158203,0.8926608562469482,0.0063016973,290.2477772116661,-0.005280674308596645,0.0003,394.4954045534134,122.3,0.2
165.01,245,274,33,449.72397901,67584,,,,,,,,,,,,,
163.92,251,276,34,447.83073792000005,69632,-3.9170003831386566,0.05703125,330,0.7982868105173111,93.26949310302734,0.8948681354522705,0.006933254,,-0.006246222996560391,0.0003,413.0365377664566,,0.2
,,,,,70000,-3.915533360093832,0.056982421875,340,0.7361405193805695,185.1370086669922,0.8905285596847534,0.0059438525,354.3889373362064,-0.007272372730949428,0.0003,580.1259814500809,142.1,0.2
165.24,258,277,35,455.47268875000003,71680,,,,,,,,,,,,,
,,,,,72500,-3.9020301669836046,0.08837890625,350,0.8891471475362778,78.7207260131836,0.8886865973472595,0.008294148,459.94082471728325,-0.008464970526983962,0.0003,289.376260137558,158.9,0.2
164.59,266,277,36,455.93521645,73728,,,,,,,,,,,,,
,,,,,75000,-3.8977222107350826,0.043701171875,360,0.8276982456445694,277.61688232421875,0.886594295501709,0.006233546,423.81131992936133,-0.007116108102491125,0.0003,402.02388401031493,148.8,0.2
157.86,274,275,37,434.82595496999994,75776,,,,,,,,,,,,,
,,,,,77500,-3.8876671440899373,0.07109375,370,0.7740374952554703,293.8849792480469,0.8830110430717468,0.0072476426,498.4319164931774,-0.009093314374331385,0.0003,472.12741484642027,163.8,0.2
153.82,283,274,38,421.54685628,77824,,,,,,,,,,,,,
155.31,287,277,39,430.26595877000005,79872,-3.874568349123001,0.086328125,380,0.9179051667451859,62.330501556396484,0.8792445063591003,0.00986539,,-0.0072629787406185645,0.0003,211.43923182487487,,0.2
,,,,,80000,-3.8600486658513544,0.085546875,390,0.8440134823322296,202.32383728027344,0.8737380504608154,0.009084113,621.957560402155,-0.011317822051933036,0.0003,401.1929278373718,186.45,0.2
158.34,296,276,40,442.67060692,81920,,,,,,,,,,,,,
,,,,,82500,-3.831183958798647,0.107958984375,400,0.8811571300029755,160.5089569091797,0.8614456057548523,0.010312404,631.8947805464268,-0.011109498306177556,0.0003,300.93454744815824,188.65,0.2
158.83,306,274,41,449.1873431300001,83968,,,,,,,,,,,,,
,,,,,85000,-3.7972257263958453,0.08818359375,410,0.8356170654296875,122.94188690185547,0.8550609350204468,0.007398557,642.6228607475757,-0.011672928582993337,0.0003,401.588947892189,192.7,0.2
162.1,314,273,42,464.26428204999996,86016,,,,,,,,,,,,,
,,,,,87500,-3.7800526790320874,0.09580078125,420,0.9362818077206612,67.01771545410156,0.8537015318870544,0.007870862,617.6912059068679,-0.008874048956204205,0.0003,180.32320501804352,185.0,0.2
158.31,322,273,43,453.39246651,88064,,,,,,,,,,,,,
,,,,,90000,-3.7824383310973646,0.0921875,430,0.903285950422287,139.2084503173828,0.8548188209533691,0.009778935,618.966525143385,-0.00877818383887643,0.0003,224.89583559036254,186.95,0.2
161.67,331,272,44,467.80738512999994,90112,,,,,,,,,,,,,
164.3,336,273,45,481.7546522100001,92160,-3.7743332751095293,0.090380859375,440,0.9465084001421928,57.05476760864258,0.8504979610443115,0.008528285,,-0.007308946605189703,0.0003,115.24349764585494,,0.2
,,,,,92500,-3.7649127289652826,0.083251953125,450,0.9026250243186951,173.674560546875,0.8472299575805664,0.007837594,586.3072266101838,-0.008309209486469626,0.0003,245.16634714603424,180.15,0.2
165.42,344,273,46,489.60260917,94208,,,,,,,,,,,,,
,,,,,95000,-3.730411862581968,0.12705078125,460,0.9106679931282997,68.90753936767578,0.8326827883720398,0.010365642,575.2005936801434,-0.010111663278075866,0.0003,242.44924944639206,178.6,0.2
166.56,352,272,47,498.4782170400001,96256,,,,,,,,,,,,,
,,,,,97500,-3.6999143309891225,0.06630859375,470,0.910829484462738,100.3721923828125,0.830466628074646,0.0056236475,579.7563988924027,-0.006448179396102205,0.0003,271.7264763832092,181.25,0.2
167.84,362,271,48,507.27795144000004,98304,,,,,,,,,,,,,
,,,,,100000,-3.699767351895571,0.078125,480,0.8858200460672379,205.59104919433594,0.8317525386810303,0.008802432,576.148575758934,-0.0064404597884276885,0.0003,336.9740971803665,181.6,0.2
168.87,371,270,49,515.06790399,100352,,,,,,,,,,,,,
167.52,375,272,50,512.9628922,102400,-3.6995826780796053,0.081640625,490,0.9399629309773445,77.13554382324219,0.8291299343109131,0.007055944,,-0.0072181351395556705,0.0003,174.02424840927125,,0.2
,,,,,102500,-3.687665394693613,0.085498046875,500,0.923692099750042,206.228515625,0.8248640298843384,0.008179132,578.0609238684177,-0.010938772981171496,0.0003,227.66835634708406,185.75,0.2
169.79,384,271,51,523.87097834,104448,,,,,,,,,,,,,
,,,,,105000,-3.675762803852558,0.074462890625,510,0.8975026085972786,35.08926010131836,0.8236668109893799,0.0090075005,584.2863020181655,-0.0051460628281347455,0.0003,307.92820274829865,186.3,0.2
171.04,394,269,52,528.82376434,106496,,,,,,,,,,,,,
,,,,,107500,-3.6672521784901617,0.137109375,520,0.9078523442149162,145.59310913085938,0.821021556854248,0.013556989,583.323974609375,-0.010801587635069155,0.0003,235.335708963871,187.6,0.2
172.45,402,269,53,535.3572937600001,108544,,,,,,,,,,,,,
,,,,,110000,-3.6760315977036955,0.15908203125,530,0.8801106661558151,32.75407409667969,0.825549304485321,0.011674512,580.2066788136959,-0.00855800871795509,0.0003,419.03424862623217,182.9,0.2
174.41,411,268,54,545.10585252,110592,,,,,,,,,,,,,
,,,,,112500,-3.687361858040094,0.1333984375,540,0.9685585163533688,40.121551513671875,0.83026522397995,0.011352997,579.4960480570793,-0.010466926304798108,0.0003,102.34682396650314,182.0,0.2
173.63,421,267,55,541.22354604,112640,,,,,,,,,,,,,
175.09,425,269,56,546.7536244999999,114688,-3.6898877136409283,0.0791015625,550,0.778949499130249,396.9096984863281,0.8254424333572388,0.0056738057,,-0.007955276177381166,0.0003,746.3599107265472,,0.2
,,,,,115000,-3.675210529565811,0.1044921875,560,0.9090758711099625,178.5496368408203,0.8246697187423706,0.011226398,577.9647905647755,-0.011514497722964733,0.0003,268.4022428035736,182.45,0.2
176.58,434,268,57,551.3302608900001,116736,,,,,,,,,,,,,
,,,,,117500,-3.6680771835148334,0.116552734375,570,0.9016640856862068,47.36995315551758,0.8200757503509521,0.009165202,582.8706631153822,-0.010126523894723505,0.0003,279.2386865615845,181.1,0.2
178.43,443,267,58,559.2826802100001,118784,,,,,,,,,,,,,
,,,,,120000,-3.636277314275503,0.1427734375,580,0.9784184247255325,24.623184204101562,0.8101495504379272,0.010971963,581.497174757719,-0.009634955880756024,0.0003,55.708732372522356,179.6,0.2
179.57,452,267,59,564.42124663,120832,,,,,,,,,,,,,
,,,,,122500,-3.6133596643805506,0.089306640625,590,0.9718856364488602,83.32080078125,0.8047494888305664,0.010573963,577.9399205416441,-0.0042789742350578305,0.0003,81.94033333063126,177.35,0.2
177.82,461,266,60,557.9719367700001,122880,,,,,,,,,,,,,
178.03,467,267,61,560.71440615,124928,-3.600059352815151,0.08486328125,600,0.847878947854042,198.19642639160156,0.8033931255340576,0.009109803,,-0.006619576379307546,0.0003,495.0638253450394,,0.2
,,,,,125000,-3.580794782191515,0.076318359375,610,0.9164533540606499,39.15312957763672,0.7951797842979431,0.007554452,574.6155890822411,-0.006299320227117278,0.0003,295.20014234781263,179.05,0.2
178.65,476,266,62,564.6444459,126976,,,,,,,,,,,,,
,,,,,127500,-3.55197609513998,0.09794921875,620,0.9308744519948959,17.715576171875,0.7875267863273621,0.008698105,574.5264667749404,-0.006668851502763573,0.0003,230.88010615706443,179.15,0.2
180.32,484,266,63,570.3892021800001,129024,,,,,,,,,,,,,
,,,,,130000,-3.5377245359122753,0.094580078125,630,0.9222032651305199,97.51055908203125,0.7894567251205444,0.008223841,579.3628400832415,-0.005896172281063627,0.0003,307.97692159414294,179.55,0.2
179.93,493,265,64,568.74938443,131072,,,,,,,,,,,,,
,,,,,132500,-3.548406833410263,0.079150390625,640,0.8607778251171112,628.7959594726562,0.7924175262451172,0.007899662,582.0404077589512,-0.00849515470181359,0.0003,474.3764271259308,177.75,0.2
177.73,502,264,65,561.61231379,133120,,,,,,,,,,,,,
,,,,,135000,-3.5550522699952127,0.072509765625,650,0.8886124491691589,393.3759765625,0.792518138885498,0.007519209,583.3949120402336,-0.007052432300406508,0.0003,393.3077854514122,181.35,0.2
177.13,510,264,66,559.6662188199999,135168,,,,,,,,,,,,,
175.66,516,265,67,553.65731979,137216,-3.5459003202617168,0.12216796875,660,0.961740892380476,112.80432891845703,0.788529098033905,0.009794123,,-0.007768688713258598,0.0003,116.47380999326705,,0.2
,,,,,137500,-3.5333018824458122,0.132373046875,670,0.9343485683202744,20.007413864135742,0.7873700857162476,0.011307176,582.6541384518147,-0.008256226996309124,0.0003,207.41744530797004,182.95,0.2
177.72,525,265,68,560.7771687700001,139264,,,,,,,,,,,,,
,,,,,140000,-3.532881850004196,0.172998046875,680,0.9093894585967064,33.753868103027344,0.7878291606903076,0.011728418,587.6015296041966,-0.012006938838749193,0.0003,292.82604060173037,186.05,0.2
178.97,533,264,69,563.91419824,141312,,,,,,,,,,,,,
,,,,,142500,-3.5427629604935644,0.082275390625,690,0.9271670207381248,55.983116149902344,0.7905917167663574,0.007956452,595.0535362482071,-0.006325230241054669,0.0003,237.51503747701645,188.0,0.2
179.87,541,264,70,566.9866671799999,143360,,,,,,,,,,,,,
,,,,,145000,-3.532844764739275,0.131201171875,700,0.929274708032608,22.020893096923828,0.7842458486557007,0.009109528,589.9717171907425,-0.00845283778035082,0.0003,259.02626925110815,184.7,0.2
179.85,550,264,71,564.6934108300001,145408,,,,,,,,,,,,,
180.27,555,265,72,568.21074544,147456,-3.5206612460315228,0.080615234375,710,0.8543922752141953,212.87855529785156,0.7849470973014832,0.012312718,,-0.0077880843949969854,0.0003,483.6704801917076,,0.2
,,,,,147500,-3.5234943509101866,0.11787109375,720,0.9675629809498787,51.366615295410156,0.7847158312797546,0.011056981,602.9769032299519,-0.006475183536531403,0.0003,89.98776465058327,188.75,0.2
182.49,564,265,73,576.45989344,149504,,,,,,,,,,,,,
,,,,,150000,-3.5255392894148825,0.097998046875,730,0.9815542697906494,26.58964729309082,0.7854138612747192,0.0114737395,611.9082172423601,-0.005468054371885955,0.0003,47.68594134151935,191.35,0.2
184.14,571,264,74,585.20624741,151552,,,,,,,,,,,,,
,,,,,152500,-3.5223348177969456,0.1560546875,740,0.985889945179224,16.32842445373535,0.7836510539054871,0.015152157,616.7457365453243,-0.009131197436363436,0.0003,43.490156677365306,191.2,0.2
184.96,581,264,75,589.80229965,153600,,,,,,,,,,,,,
,,,,,155000,-3.508251953870058,0.09853515625,750,0.97033916041255,77.52135467529297,0.7792925238609314,0.010433914,620.418293312192,-0.0076472658867714925,0.0003,105.0309924840927,190.55,0.2
185.57,589,263,76,593.7913383800001,155648,,,,,,,,,,,,,
,,,,,157500,-3.499953579902649,0.11044921875,760,0.9759489875286818,23.0648193359375,0.7793411612510681,0.0081087,617.6444449841977,-0.007373445844859816,0.0003,66.99664155244827,190.55,0.2
186.11,597,263,77,595.3218037700001,157696,,,,,,,,,,,,,
186.17,602,264,78,596.77529442,159744,-3.503964288532734,0.115283203125,770,0.966695249080658,24.257484436035156,0.7804262638092041,0.014795935,,-0.005981306676403619,0.0003,124.429125893116,,0.2
,,,,,160000,-3.4952766515314577,0.145849609375,780,0.9752672854810953,115.33138275146484,0.7775375247001648,0.009373223,611.4821792721748,-0.008146018782281318,0.0003,104.90725260376931,190.1,0.2
186.06,612,264,79,597.48729601,161792,,,,,,,,,,,,,
,,,,,162500,-3.4857260532677175,0.120849609375,790,0.942119088023901,320.5306396484375,0.7750362157821655,0.0083070705,606.2612774193287,-0.009427981311455369,0.0003,239.94396604895593,189.05,0.2
186.91,620,263,80,603.61855455,163840,,,,,,,,,,,,,
,,,,,165000,-3.485969779640436,0.128857421875,800,0.9897459531202912,7.223196029663086,0.775592029094696,0.014076095,617.8056665360928,-0.008161375302006491,0.0003,38.19431748688221,191.05,0.2
185.87,628,263,81,598.75335322,165888,,,,,,,,,,,,,
,,,,,167500,-3.488971446454525,0.0845703125,810,0.8855064138770103,116.74329376220703,0.7773264646530151,0.0070685316,619.1305094063282,-0.007308766845380887,0.0003,408.2952393651009,192.35,0.2
186.3,637,263,82,599.0780259100001,167936,,,,,,,,,,,,,
188.0,642,264,83,604.7752077800001,169984,-3.4900018513202666,0.0861328125,820,0.9757297541946173,7.421787738800049,0.7762184143066406,0.0077486103,,-0.005388400022638962,0.0003,82.38858642280101,,0.2
,,,,,170000,-3.474874488264322,0.12412109375,830,0.9750292431563139,67.3131103515625,0.7687382102012634,0.014494265,627.0647198200226,-0.007583166667609475,0.0003,89.2119107335806,198.4,0.2
188.76,650,264,84,605.3544736900001,172032,,,,,,,,,,,,,
,,,,,172500,-3.450429064035416,0.114111328125,840,0.9748463444411755,65.22356414794922,0.7670189738273621,0.010328772,616.6033425986767,-0.006614983381587081,0.0003,90.01363494694233,198.05,0.2
190.04,659,264,85,607.31226123,174080,,,,,,,,,,,,,
,,,,,175000,-3.4357988849282264,0.12861328125,850,0.9384239949285984,9.122477531433105,0.7621414065361023,0.015031867,614.7791081994772,-0.004463273176224902,0.0003,233.71345230937004,199.8,0.2
189.48,668,263,86,605.50172825,176128,,,,,,,,,,,,,
,,,,,177500,-3.426821854710579,0.129638671875,860,0.9239939004182816,37.07789993286133,0.7632302641868591,0.011246461,607.4465954720974,-0.010090163082350046,0.0003,310.05957679748536,195.2,0.2
192.11,676,263,87,608.02809666,178176,,,,,,,,,,,,,
,,,,,180000,-3.439680129289627,0.105419921875,870,0.8620580732822418,112.37305450439453,0.7669188976287842,0.012150259,609.3661559104919,-0.007474472421745304,0.0003,491.2822057723999,191.85,0.2
193.17,684,263,88,606.24950983,180224,,,,,,,,,,,,,
195.2,689,264,89,608.8514709799999,182272,-3.441554668545723,0.065673828125,880,0.7239089906215668,103.57498931884766,0.7636873126029968,0.0066102315,,-0.0048140639235498385,0.0003,793.4815271139145,,0.2
,,,,,182500,-3.44117658957839,0.108447265625,890,0.8924112319946289,79.63922119140625,0.7654072046279907,0.0092721535,614.4781559348106,-0.010895596179761925,0.0003,408.591840004921,191.45,0.2
194.58,698,263,90,606.24660623,184320,,,,,,,,,,,,,
,,,,,185000,-3.448403376340866,0.114111328125,900,0.9643366821110249,32.90272521972656,0.768082857131958,0.010008758,612.8872205793857,-0.009292589817778207,0.0003,79.406524425745,194.4,0.2
194.71,706,263,91,606.8177335100002,186368,,,,,,,,,,,,,
,,,,,187500,-3.4525403551757337,0.0798828125,910,0.9266270846128464,180.87875366210938,0.7662386894226074,0.007762031,610.3651073038578,-0.004140735068358481,0.0003,271.52900671958923,197.45,0.2
194.96,715,263,92,607.12490512,188416,,,,,,,,,,,,,
,,,,,190000,-3.444192700088024,0.106689453125,920,0.9610095396637917,41.649879455566406,0.765606164932251,0.009339545,612.994481009245,-0.0073649112091516145,0.0003,129.35879360437394,195.95,0.2
196.48,724,263,93,609.89553092,190464,,,,,,,,,,,,,
,,,,,192500,-3.4413449123501776,0.081494140625,930,0.9553269669413567,57.26884841918945,0.7637251615524292,0.00759236,616.601679521799,-0.007410101259301883,0.0003,156.35056250095369,197.4,0.2
197.04,733,262,94,613.7524353700001,192512,,,,,,,,,,,,,
201.44,737,263,95,627.37457793,194560,-3.429591418802738,0.1052734375,940,0.9476874507963657,55.39531326293945,0.7598785161972046,0.0113370735,,-0.00858971476845909,0.0003,162.20952277183534,,0.2
,,,,,195000,-3.4346016056835653,0.082177734375,950,0.9720618706196547,35.225311279296875,0.7665834426879883,0.0058799223,622.0895630776882,-0.005663577539962716,0.0003,72.17560317516327,202.95,0.2
203.18,746,263,96,633.31765603,196608,,,,,,,,,,,,,
,,,,,197500,-3.4539577163755895,0.11376953125,960,0.9614301286637783,31.539552688598633,0.7705478072166443,0.009665065,620.5429794073104,-0.0051841095308191145,0.0003,109.21136826872825,202.3,0.2
202.94,755,263,97,638.0750206,198656,,,,,,,,,,,,,
,,,,,200000,-3.4644341260194778,0.092578125,970,0.9720311220735312,39.31008529663086,0.7699118852615356,0.0088137165,640.6067091524601,-0.007245671989221591,0.0003,91.29500138759613,207.0,0.2
202.48,764,262,98,640.40361751,200704,,,,,,,,,,,,,
,,,,,202500,-3.459963585436344,0.098828125,980,0.968414694070816,44.086631774902344,0.7705196142196655,0.009133421,655.4685875356197,-0.00731704470817931,0.0003,115.24241805672645,211.85,0.2
202.58,773,262,99,640.97566878,202752,,,,,,,,,,,,,
205.39,779,262,100,649.0812557500001,204800,-3.4728997379541395,0.097216796875,990,0.9096373245120049,62.422828674316406,0.7761862277984619,0.009653022,,-0.008346283325226977,0.0003,372.2886145234108,,0.2
,,,,,205000,-3.495944321155548,0.119921875,1000,0.9696687795221806,51.05598831176758,0.781053900718689,0.008011879,674.4589000165463,-0.0060021689540008085,0.0003,99.21887046694755,217.6,0.2
208.26,789,262,101,658.9183652500001,206848,,,,,,,,,,,,,
,,,,,207500,-3.494063461571932,0.121142578125,1010,0.92445407807827,87.4797134399414,0.7787401676177979,0.008470252,697.4773252308369,-0.009164454592973926,0.0003,300.2810546994209,224.85,0.2
211.92,798,261,102,670.94506575,208896,,,,,,,,,,,,,
,,,,,210000,-3.501474907249212,0.089501953125,1020,0.9629085697233677,45.818294525146484,0.7822684049606323,0.0091557205,723.2464374542236,-0.005780315231822897,0.0003,90.86945061683655,224.45,0.2
214.03,808,260,103,674.69900758,210944,,,,,,,,,,,,,
,,,,,212500,-3.505490794032812,0.114111328125,1030,0.8084884881973267,633.74560546875,0.7811140418052673,0.011614565,676.4149375677109,-0.007099952065618709,0.0003,608.0512489557266,204.7,0.2
213.54,817,260,104,672.7416446699999,212992,,,,,,,,,,,,,
,,,,,215000,-3.484013620018959,0.11533203125,1040,0.9074364602565765,139.20111083984375,0.7733418941497803,0.010778257,725.0203967213631,-0.007433394269901328,0.0003,333.1904609322548,213.4,0.2
212.29,827,259,105,667.61049987,215040,,,,,,,,,,,,,
211.16,832,260,106,661.7373369699999,217088,-3.4638488359749315,0.074560546875,1050,0.9021171033382416,279.7963562011719,0.7698863744735718,0.008878576,,-0.007975982046627906,0.0003,316.5095541715622,,0.2
,,,,,217500,-3.459031489491463,0.086083984375,1060,0.8618796914815903,49.173370361328125,0.7707507610321045,0.008117454,697.2234839141369,-0.00908477952471003,0.0003,530.7133565664292,206.6,0.2
212.0,841,260,107,664.11048576,219136,,,,,,,,,,,,,
,,,,,220000,-3.457322257012129,0.159423828125,1070,0.9698317665606737,14.87873363494873,0.767490565776825,0.011679115,715.8336169302463,-0.00892493101709988,0.0003,67.20997369885444,208.1,0.2
212.4,850,260,108,667.56757478,221184,,,,,,,,,,,,,
,,,,,222500,-3.436369473487139,0.13828125,1080,0.9857140285894275,19.42042350769043,0.7624688148498535,0.012384568,728.8315239667893,-0.0068673417234094815,0.0003,36.741419193148616,213.45,0.2
212.65,861,259,109,669.0868080399999,223232,,,,,,,,,,,,,
,,,,,225000,-3.4246740601956844,0.1353515625,1090,0.923573300242424,273.62249755859375,0.7610257863998413,0.011458337,671.381428438425,-0.009059344147681258,0.0003,295.6101614832878,209.35,0.2
215.36,869,258,110,679.32983345,225280,,,,,,,,,,,,,
