rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
,7.129719922780991,,0.001,,,235000,,-101.27119993591309,234138,1980.187768511055,1000.0
943.19,7.031197058916092,256,0.001,1688.3536533799997,2904,237722,81,-102.53628115844727,236679,,
,7.637170405864715,,0.001,,,240000,,-103.1663134765625,239679,2323.629498078616,1000.0
943.19,7.2656956193447115,260,0.001,1708.34587555,2957,241722,81,-103.31703552246094,240679,,
,6.932127075433731,,0.001,,,245000,,-104.13394273376466,244679,1821.4179321626202,1000.0
948.66,,264,,1734.46899791,3010,245722,81,,,,
948.66,7.590746032476425,268,0.001,1737.1233730800002,3047,249722,81,-104.66993940734864,248679,,
,7.4617905695438385,,0.001,,,250000,,-105.07703622436523,249679,2218.1037633558735,1000.0
940.31,6.845090860309023,272,0.001,1740.7068243799995,3091,252887,81,-105.68017219635378,251844,,
,7.636235305547714,,0.001,,,255000,,-105.7080609588623,254261,1835.786756688566,907.4
934.48,7.837840838193894,276,0.001,1733.2790036499998,3140,256304,81,-106.08433888244629,255261,,
,8.12510597372055,,0.001,,,260000,,-107.38227624511718,259261,2209.6525377096987,1000.0
934.48,,280,,1776.4484646600001,3192,260304,81,,,,
934.48,8.115856227159501,284,0.001,1794.9367217499998,3225,264304,81,-108.19572320556641,263261,,
,8.681040506601333,,0.001,,,265000,,-108.77102569580079,264261,2062.0813281130977,906.2
937.46,8.284190645217896,288,0.001,1824.1163516899999,3282,268304,81,-109.51521737670899,267261,,
,8.093804802894592,,0.001,,,270000,,-110.22697441101074,269261,2349.3974169516705,1000.0
943.84,8.417658083915711,292,0.001,1856.6256183100004,3338,272304,81,-110.55697372436524,271261,,
,8.453730700016022,,0.001,,,275000,,-112.02358265686036,274261,2176.723490898218,1000.0
943.84,7.873886625289917,296,0.001,1869.3541620100002,3392,276304,81,-112.67638873291015,275261,,
940.52,8.296750243902206,300,0.001,1880.06866519,3422,279972,81,-113.73451115417481,278929,,
,8.096686071634293,,0.001,,,280000,,-114.12519425964355,279929,2217.7962329593256,961.4
935.7,8.233794070005416,304,0.001,1845.79465533,3471,283043,81,-114.05926141357422,282929,,
,8.945740830898284,,0.001,,,285000,,-113.86775947570801,284071,2263.0838051794562,926.9
926.41,9.316886991500855,308,0.001,1819.6879839599999,3509,286114,81,-114.8356915588379,285071,,
,9.505157729625703,,0.001,,,290000,,-114.92311248779296,289071,2101.9889977374637,985.4
934.8,,312,,1831.2165513899997,3560,290114,81,,,,
936.24,8.419737395724734,316,0.001,1829.48918821,3585,293299,81,-116.09309887629684,292256,,
,10.703299221277238,,0.001,,,295000,,-114.9335173034668,294256,2275.5789724123433,997.5
946.49,10.09516395187378,320,0.001,1839.8417543199996,3637,297054,81,-115.23545735168457,296256,,
929.63,9.607999175202613,324,0.001,1815.0739333800002,3657,299368,81,-115.87551066749974,298325,,
,10.358229197025299,,0.001,,,300000,,-116.02184449768066,299325,2096.501515913778,960.1
929.63,9.681655944347382,328,0.001,1837.28466507,3705,303368,81,-116.65543562316894,302325,,
,10.420463668229337,,0.001,,,305000,,-117.59121090829657,304160,2217.916942112826,1000.0
928.92,9.966328135490418,332,0.001,1857.7117640000004,3754,307203,81,-118.16028805541993,306160,,
,10.992367544651032,,0.001,,,310000,,-118.75135763549805,309160,2466.3384795195657,1000.0
928.92,10.852954164981842,336,0.001,1873.9087386699998,3807,311203,81,-119.11304429626465,310160,,
,10.26691898918152,,0.001,,,315000,,-120.81309045410157,314160,1775.6188783294288,742.5
928.92,,340,,1892.51528254,3855,315203,81,,,,
926.31,9.843105466365815,344,0.001,1900.40353553,3891,318942,81,-122.02238459777833,318160,,
,9.155334743499756,,0.001,,,320000,,-122.42733541870118,319899,1570.846192802867,670.6
924.29,10.968201379776001,348,0.001,1892.2658760900001,3932,322740,82,-122.27739697265625,321697,,
,10.694817581176757,,0.001,,,325000,,-124.20962391662597,324368,2320.647747438139,1000.0
922.3,9.782951965332032,352,0.001,1915.3286179999998,3983,326411,81,-124.22706651306153,325368,,
,9.563300745487213,,0.001,,,330000,,-125.07201873779297,329368,2668.1812009744344,1000.0
926.89,,356,,1940.62232184,4037,330411,81,,,,
926.89,9.578447342395782,360,0.001,1956.4562634000001,4071,334411,82,-126.54254981994629,333368,,
,10.099539251804352,,0.001,,,335000,,-126.86749792480468,334368,2516.467972352123,1000.0
926.89,11.383186975479125,364,0.001,1972.7379927800002,4125,338411,82,-128.23845446777344,337368,,
,10.178197881221772,,0.001,,,340000,,-128.45105291748047,339368,1460.9090895621514,841.7
926.89,10.318531081199646,368,0.001,2015.3535722599997,4172,342411,82,-129.2013959350586,341368,,
,10.591324295520783,,0.001,,,345000,,-130.49773303222656,344368,2407.6077377872543,927.1
935.24,10.320565353870391,372,0.001,2051.36104152,4225,346411,81,-130.1103955078125,345368,,
,10.228254714488983,,0.001,,,350000,,-131.66884423828125,349368,2559.140478663333,1000.0
941.07,,376,,2093.2352428800004,4279,350411,81,,,,
939.84,11.546139937849926,380,0.001,2064.7449150800003,4314,354288,82,-132.29806009928384,353245,,
,10.804709764480592,,0.001,,,355000,,-132.57856732177734,354245,2454.332278466667,1000.0
939.84,10.889749291419983,384,0.001,2061.42829369,4368,358288,82,-133.35936239624024,357245,,
,11.426172498703004,,0.001,,,360000,,-133.19658457946778,359245,2231.7564337866033,870.9
939.84,11.15910456085205,388,0.001,2070.28530879,4418,362288,81,-133.85352430725098,361245,,
,11.915651553630829,,0.001,,,365000,,-134.39604902648927,364245,2746.82819277551,1000.0
939.84,11.395948540210723,392,0.001,2083.7383618899994,4476,366288,81,-135.37055032348633,365245,,
,11.57055798625946,,0.001,,,370000,,-135.65779000854494,369245,2622.530973710213,1000.0
939.84,,396,,2075.05093519,4529,370288,81,,,,
943.16,10.957233206748963,400,0.001,2095.6175411599997,4564,374288,82,-136.06095472717286,373245,,
,12.48625673675537,,0.001,,,375000,,-136.51506488037109,374245,2532.0393768072595,944.3
952.45,12.605059823513031,404,0.001,2179.07748072,4618,378288,81,-136.78422158813476,377245,,
,12.593900808146302,,0.001,,,380000,,-138.7287623087565,379316,2807.833934206329,1000.0
952.45,12.289421075344086,408,0.001,2207.2542095900003,4662,381359,81,-138.0717514190674,380316,,
946.38,13.798046852111817,412,0.001,2232.6829776600002,4693,384752,81,-138.8233790740967,383709,,
,13.066351609230042,,0.001,,,385000,,-139.4022781524658,384709,2731.503989928705,1000.0
938.19,13.695396466255188,416,0.001,2223.15874144,4738,387118,81,-139.08749458312988,387060,,
,17.611243582119908,,0.001,,,390000,,-139.5501906906349,389212,2353.4149335667435,1000.0
932.01,,420,,2250.5054520800004,4776,390255,81,,,,
946.42,16.265521850585937,424,0.001,2297.18566112,4810,394010,81,-140.67121391296388,393212,,
,14.885048825219767,,0.001,,,395000,,-140.91908998767641,393967,2434.7396988602823,911.3
946.42,14.919286758422851,428,0.001,2307.655848,4860,398010,81,-141.4632918701172,396967,,
,13.621098077815512,,0.001,,,400000,,-142.40794389144233,399335,2385.1673794783187,925.7
941.75,13.661409070014953,432,0.001,2304.62412938,4904,401378,81,-142.54961514282226,400335,,
,15.908531750679016,,0.001,,,405000,,-143.124622467041,404335,2665.7249741539126,974.3
941.75,,436,,2315.77296642,4989,405378,81,,,,
929.28,14.563009742259979,440,0.001,2289.3136877899997,5030,408131,81,-143.24604959106446,407397,,
,16.575085010051726,,0.001,,,410000,,-143.67173735046387,409088,1635.4107437990576,825.0
931.89,15.277062471866607,444,0.001,2302.5312788700003,5085,412131,81,-143.7149817352295,411088,,
,18.17958011960983,,0.001,,,415000,,-145.04870748901368,414088,2681.5713925025425,1000.0
933.91,17.86043638944626,448,0.001,2318.3095610099995,5143,416131,80,-144.83522760009765,415088,,
,19.3188737449646,,0.001,,,420000,,-146.16194636535644,419088,1649.4525577643594,988.0
937.2,,452,,2256.9865848299996,5206,420131,80,,,,
937.2,16.953070254802704,456,0.001,2257.5615427699995,5248,424131,80,-146.0511356048584,423088,,
,16.539627883434296,,0.001,,,425000,,-146.92516404724122,424088,2758.3664452492258,1000.0
937.2,16.185230217933654,460,0.001,2265.97781793,5303,428131,80,-146.98948965454102,427088,,
,15.44484226989746,,0.001,,,430000,,-147.29657919311524,429088,2669.196642409358,1000.0
928.59,15.55568314970826,464,0.001,2252.91145245,5349,431270,80,-147.5108005689538,430227,,
,15.593629640579223,,0.001,,,435000,,-148.64543307495117,434128,2568.3651024111546,1000.0
927.6,,468,,2259.64245717,5396,435171,80,,,,
927.6,14.292433559417725,472,0.001,2269.4371986399997,5429,439171,80,-149.27860165405272,438128,,
,15.918028371810912,,0.001,,,440000,,-149.03637100219726,439128,2853.7542503087548,1000.0
927.6,16.366105837821962,476,0.001,2280.7843406499996,5475,443171,80,-150.01214181518554,442128,,
,14.932597957611083,,0.001,,,445000,,-149.72478887939454,444128,2622.550241569895,1000.0
928.83,15.369587790966033,480,0.001,2330.2665573199997,5519,447171,81,-150.58581478881837,446128,,
,14.578551705360413,,0.001,,,450000,,-150.740204498291,449128,2561.0366888664894,908.2
928.83,14.611052218914033,484,0.001,2338.4843658500004,5564,451171,81,-150.84858755493164,450128,,
,15.57878004169464,,0.001,,,455000,,-151.51417971801757,454128,2776.5806784247807,1000.0
928.83,,488,,2341.5217797,5612,455171,81,,,,
926.04,14.318663623332977,492,0.001,2338.33832008,5641,458892,81,-152.75262536621094,457849,,
,15.146677772521972,,0.001,,,460000,,-152.65190237426756,459849,2496.2846928734334,879.6
926.04,14.142052091121673,496,0.001,2372.45856924,5686,462892,81,-152.8823455810547,461849,,
,15.305846155166625,,0.001,,,465000,,-153.4321668701172,464849,2127.689592942229,826.3
926.04,14.997301525115967,500,0.001,2376.37999748,5728,466892,81,-153.4205520324707,465849,,
,15.804206337928772,,0.001,,,470000,,-153.5454620666504,469849,2704.1331936579663,1000.0
926.04,,504,,2369.8263048,5773,470892,81,,,,
935.33,15.62635799741745,508,0.001,2405.0522797,5803,474892,81,-154.0977640991211,473849,,
,15.559269458293915,,0.001,,,475000,,-154.40553829956053,474849,2719.6696256195196,1000.0
941.4,14.318815333843231,512,0.001,2429.5358601,5846,478892,81,-155.10999053955078,477849,,
,14.40415146446228,,0.001,,,480000,,-155.5825152282715,479849,2778.8025149308496,1000.0
953.33,13.749617095496871,516,0.001,2491.5951932199996,5888,482451,81,-155.0012070247105,481408,,
,13.817710937023163,,0.001,,,485000,,-155.98739862060546,484408,2731.3835332121466,975.4
961.96,16.500109008312226,520,0.001,2523.08646412,5934,486451,81,-156.32123001098634,485408,,
,14.723101815700531,,0.001,,,490000,,-156.87954901123047,489408,2542.655338134151,868.9
964.41,,524,,2535.89032199,5976,490451,82,,,,
964.41,13.474887625217438,528,0.001,2542.62778381,6005,494451,82,-157.34670220947265,493408,,
,14.891423589229584,,0.001,,,495000,,-157.58533602905274,494408,2953.984388611745,1000.0
961.67,13.62443136358261,532,0.001,2538.4344027400007,6044,497545,82,-157.87031109619141,496502,,
,14.727335316181183,,0.001,,,500000,,-158.36438848876952,499502,2728.0747805560213,1000.0
961.67,14.622010759353637,536,0.001,2544.9929407500003,6089,501545,82,-158.93217459106447,500502,,
,14.825458244800569,,0.001,,,505000,,-159.93124279785155,504502,2905.7668301539497,1000.0
974.14,,540,,2591.2118912,6133,505545,82,,,,
974.14,15.405051718235017,544,0.001,2605.28803773,6163,509545,82,-160.1592558898926,508502,,
,13.631294861793519,,0.001,,,510000,,-160.5498612060547,509502,2901.3308850469534,1000.0
974.14,14.755463766098023,548,0.001,2628.90216539,6208,513545,82,-161.0935849914551,512502,,
,14.321058211803436,,0.001,,,515000,,-161.13996383666992,514502,2879.746480246866,1000.0
973.46,14.596657850200014,552,0.001,2722.0182068699996,6251,517477,82,-160.96425949555098,516434,,
,14.734855091094971,,0.001,,,520000,,-162.24947570800782,519434,2916.375874513108,1000.0
973.46,16.285652567386627,556,0.001,2737.317283089999,6295,521477,82,-162.32445431518553,520434,,
,15.328382873535157,,0.001,,,525000,,-162.9971432800293,524434,2989.0166831144597,1000.0
973.46,,560,,2745.8453931399995,6340,525477,82,,,,
982.07,15.931775997638702,564,0.001,2781.1693919199997,6372,529477,83,-163.7179333190918,528434,,
,13.592075229644776,,0.001,,,530000,,-164.07040664672851,529434,2889.114444878977,1000.0
972.02,14.966022170186044,568,0.001,2756.3347575299995,6412,532373,83,-164.18504138946534,532234,,
,15.81966696882248,,0.001,,,535000,,-164.7462399597168,534330,2826.550267818215,1000.0
972.02,15.359581212997437,572,0.001,2760.4952385499996,6450,536373,83,-164.95994793701172,535330,,
964.58,15.855436364173888,576,0.001,2743.2416027999993,6474,539629,83,-165.71672583007813,538586,,
,14.514296713352204,,0.001,,,540000,,-165.8274716796875,539586,3033.4423353794964,1000.0
959.89,15.250224095344544,580,0.001,2733.3430691099993,6519,543160,83,-166.5187774963379,542586,,
,14.561515077114105,,0.001,,,545000,,-166.69959146118165,544117,2997.3327666312457,1000.0
959.89,16.748294563770294,584,0.001,2755.2862242400006,6560,547160,83,-166.94283447265624,546117,,
,15.541933512687683,,0.001,,,550000,,-167.3047667236328,549117,3082.250342837814,1000.0
959.89,14.860422154426574,588,0.001,2770.7805110599998,6606,551160,83,-167.4558288269043,550117,,
959.98,16.893503083229064,592,0.001,2779.30074952,6635,554890,83,-168.0263994140625,554117,,
,15.167447626427428,,0.001,,,555000,,-168.07993949994648,554847,2986.602422336303,1000.0
959.98,17.021986936092375,596,0.001,2784.6716548199997,6678,558890,83,-168.3842872619629,557847,,
,16.76695230293274,,0.001,,,560000,,-168.98026876831054,559847,3004.3783539104274,1000.0
959.98,16.480050298690795,600,0.001,2792.8055801399996,6722,562890,83,-168.75602200317383,561847,,
,17.111958227634428,,0.001,,,565000,,-168.94414602661132,564847,2792.849682818161,940.2
959.98,16.24098692512512,604,0.001,2809.8635725900003,6766,566890,83,-169.63357778930663,565847,,
,15.11827593755722,,0.001,,,570000,,-169.60489239501953,569847,3084.331926902011,1000.0
959.98,,608,,2821.19071808,6812,570890,83,,,,
954.3,15.65484565782547,612,0.001,2810.6343724899994,6841,574322,83,-170.6277548522949,573847,,
,17.191432726603967,,0.001,,,575000,,-170.20417079219112,574279,2613.536152443662,842.9
958.71,15.020387148857116,616,0.001,2828.7368546100006,6880,578322,84,-171.35979760742188,577279,,
,14.250421476840973,,0.001,,,580000,,-171.34753479003905,579279,2877.3175323346163,1000.0
958.71,14.921231466770172,620,0.001,2829.5104809500003,6922,582322,84,-172.06106484985352,581279,,
,14.665799069881439,,0.001,,,585000,,-172.1243489379883,584279,3062.209230383276,1000.0
958.71,15.214330385684967,624,0.001,2836.2503008700005,6964,586322,84,-172.5262215270996,585279,,
,16.024684062480926,,0.001,,,590000,,-172.9026114501953,589279,3011.601053824881,1000.0
958.71,,628,,2840.1192512800003,7006,590322,84,,,,
967.77,16.174406000137328,632,0.001,2868.23148958,7035,594322,84,-173.91342288208008,593279,,
,17.501740359783174,,0.001,,,595000,,-174.4691226196289,594279,2281.9608351750503,858.3
967.77,15.158870719909668,636,0.001,2861.9471756200005,7076,598322,84,-174.44559191894533,597279,,
,17.018570406913756,,0.001,,,600000,,-175.46881469726563,599279,2982.460496623302,1000.0
967.77,15.465910078048706,640,0.001,2862.19744242,7118,602322,84,-174.8295732421875,601279,,
,17.7307059636116,,0.001,,,605000,,-175.4918119506836,604279,2833.060062978277,1000.0
967.77,16.130655618667603,644,0.001,2863.7691476799996,7161,606322,84,-175.17088177490234,605279,,
,14.46479977798462,,0.001,,,610000,,-175.56544223022462,609279,3068.8816451571884,1000.0
967.77,,648,,2864.33791554,7202,610322,84,,,,
968.45,15.351539135932923,652,0.001,2866.67169714,7231,614322,84,-175.95207125854492,613279,,
,15.564475323677064,,0.001,,,615000,,-176.2765512084961,614279,2990.2480178557335,1000.0
968.45,15.316717251300812,656,0.001,2871.77453977,7274,618322,85,-176.6607218017578,617279,,
,16.571118074893953,,0.001,,,620000,,-176.06902368164063,619376,3139.6225880688057,1000.0
959.42,15.961199977397918,660,0.001,2848.1827089500007,7311,621419,84,-177.09389892578125,620376,,
,17.519759286403655,,0.001,,,625000,,-177.46617376708986,624376,2882.767564136628,946.5
959.42,,664,,2851.8908329100004,7353,625419,85,,,,
970.46,16.09546181678772,668,0.001,2892.0707935100004,7380,629419,85,-177.29707736206055,628376,,
,16.28149202632904,,0.001,,,630000,,-177.52154458618165,629376,3136.180032726028,1000.0
970.46,16.200387838363646,672,0.001,2896.055043379999,7423,633419,85,-177.68821463012696,632376,,
,15.78152940940857,,0.001,,,635000,,-178.1400867614746,634376,3049.654450991424,1000.0
977.9,15.049037954807282,676,0.001,2924.3922903899993,7467,637419,85,-178.4982610168457,636376,,
,15.95670189666748,,0.001,,,640000,,-178.61725537109376,639376,3100.0396215653045,1000.0
982.59,17.94816800260544,680,0.001,2926.0417118700007,7513,641419,85,-178.8538363647461,640376,,
,19.85065148258209,,0.001,,,645000,,-178.8482671813965,644376,3079.3773108051623,1000.0
982.59,,684,,2901.439932200001,7557,645419,85,,,,
974.64,17.281681606292725,688,0.001,2881.6273372500004,7587,648624,85,-178.72191522216798,648376,,
,17.843728820323943,,0.001,,,650000,,-179.32466040039063,649581,3117.43206633064,1000.0
977.34,17.96036950969696,692,0.001,2895.3045213200003,7632,652624,85,-179.27588983154297,651581,,
,15.810033393383026,,0.001,,,655000,,-179.33795071411132,654581,2946.3919556611568,997.9
977.34,16.943153039455414,696,0.001,2901.21493785,7679,656624,85,-178.9511676635742,655581,,
,15.718538370609284,,0.001,,,660000,,-179.66284103393554,659581,3069.8380868734794,974.4
977.34,,700,,2902.57836528,7725,660624,85,,,,
