rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4.5,0,4,3.90097075,774,18,,,,,,,,
5.125,0,8,4.317428874999999,837,41,,,,,,,,
5.333333333333333,0,12,4.498696166666666,846,64,,,,,,,,
5.8125,0,16,4.9774434375,825,93,,,,,,,,
5.8,0,20,4.96931285,370,116,15,0.9957735538482666,0.0003,-0.08255024254322052,18.09992218017578,-12.677490234375,,
5.666666666666667,0,24,4.764798666666667,242,136,35,0.9896937608718872,0.0003,-0.20688188076019287,20.116546630859375,-13.425168991088867,,
5.464285714285714,0,28,4.552280285714286,196,153,52,0.9845547080039978,0.0003,-0.31028613448143005,24.058679580688477,-14.272245407104492,,
5.625,1,32,4.68176428125,160,180,79,0.9764725565910339,0.0003,-0.4755250811576843,23.191402435302734,-14.767417907714844,,
5.694444444444445,1,36,4.6854861111111115,144,205,104,0.9690766334533691,0.0003,-0.6286031007766724,28.134761810302734,-14.664499282836914,,
5.675,1,40,4.572344975,134,227,126,0.9626306891441345,0.0003,-0.7617840766906738,21.917831420898438,-15.215781211853027,,
5.659090909090909,1,44,4.613631613636364,128,249,148,0.9562356472015381,0.0003,-0.8949805498123169,22.550193786621094,-15.675186157226562,,
5.6875,2,48,4.669867166666666,124,273,172,0.949320375919342,0.0003,-1.0426058769226074,15.62827205657959,-16.332780838012695,,
5.8076923076923075,2,52,4.708721403846154,120,302,201,0.9410509467124939,0.0003,-1.2153741121292114,8.222681999206543,-17.64897918701172,,
5.803571428571429,2,56,4.730253446428571,117,325,224,0.9345616102218628,0.0003,-1.3486368656158447,6.017051696777344,-18.260822296142578,,
5.866666666666666,3,60,4.835918833333333,112,352,251,0.9270140528678894,0.0003,-1.5077950954437256,4.003475189208984,-19.2210693359375,,
6.015625,3,64,5.052137999999999,105,385,284,0.9178839921951294,0.0003,-1.7065963745117188,3.544804573059082,-19.503110885620117,,
5.9411764705882355,3,68,4.993602235294117,103,404,303,0.9126718044281006,0.0003,-1.8142175674438477,4.197824954986572,-19.607175827026367,,
5.875,4,72,4.909737958333333,101,423,322,0.9074916839599609,0.0003,-1.9293513298034668,2.773350715637207,-20.551162719726562,,
6.0131578947368425,4,76,4.9142594736842105,98,457,356,0.8983089923858643,0.0003,-2.116957187652588,3.390333652496338,-21.023395538330078,,
5.9625,4,80,4.861944725,96,477,376,0.8929651975631714,0.0003,-2.2478456497192383,3.051461696624756,-21.394824981689453,,
5.976190476190476,5,84,4.840514333333333,95,502,401,0.8863285183906555,0.0003,-2.372758388519287,3.3856630325317383,-21.245479583740234,,
6.011363636363637,5,88,4.8825384886363645,94,529,428,0.8792228102684021,0.0003,-2.5511016845703125,2.760786533355713,-21.7988338470459,,
6.021739130434782,5,92,4.905834706521739,93,554,453,0.8726761341094971,0.0003,-2.707258939743042,4.47197151184082,-20.29864501953125,,
6.010416666666667,6,96,4.87525459375,93,577,476,0.866694450378418,0.0003,-2.832188129425049,2.930208444595337,-21.8154239654541,,
6.04,6,100,4.866262290000001,93,604,503,0.8597294688224792,0.0003,-2.9945521354675293,2.4725513458251953,-21.750070571899414,,
6.1,6,104,4.895512730000001,92,628,527,0.8535825610160828,0.0003,-3.1302480697631836,4.759768009185791,-21.70452880859375,,
6.07,7,108,4.863533810000001,91,648,547,0.848494291305542,0.0003,-3.255342960357666,3.5126755237579346,-22.858020782470703,,
6.1,7,112,4.90882551,91,674,573,0.8419179916381836,0.0003,-3.4076404571533203,3.509037971496582,-21.771007537841797,,
6.03,7,116,4.80007178,90,696,595,0.8363925218582153,0.0003,-3.5221710205078125,3.890129566192627,-22.578096389770508,,
6.07,8,120,4.80225452,89,723,622,0.8296715021133423,0.0003,-3.6733691692352295,3.9626383781433105,-23.226932525634766,,
6.13,8,124,4.86488025,89,749,648,0.8232643008232117,0.0003,-3.840169668197632,3.252004384994507,-23.349946975708008,,
6.16,8,128,4.88649074,89,769,668,0.8183636665344238,0.0003,-3.9535913467407227,5.203471660614014,-22.71315574645996,,
6.16,8,132,4.892182290000001,88,796,695,0.8117985129356384,0.0003,-4.142041206359863,3.5950777530670166,-23.21896743774414,,
6.18,9,136,4.97096384,87,823,722,0.805284857749939,0.0003,-4.2512359619140625,3.7009902000427246,-23.294397354125977,,
6.23,9,140,5.02889739,87,850,749,0.7988269329071045,0.0003,-4.455713272094727,3.5670342445373535,-23.71942138671875,,
6.18,9,144,4.95708683,87,867,766,0.7947841882705688,0.0003,-4.516242027282715,4.093324661254883,-23.377792358398438,,
6.3,10,148,5.00898882,86,903,802,0.7862955927848816,0.0003,-4.746723175048828,4.168426036834717,-23.822891235351562,,
6.26,10,152,5.06679004,86,928,827,0.7804591059684753,0.0003,-4.83565616607666,4.659187316894531,-23.282167434692383,,
6.29,11,156,5.10773086,85,954,853,0.7744455337524414,0.0003,-5.047943592071533,5.2081990242004395,-22.64161491394043,,
6.23,11,160,5.030302879999999,85,975,874,0.7696115374565125,0.0003,-5.121086597442627,6.270110607147217,-24.010038375854492,,
6.1,11,164,4.8453591,85,995,894,0.7650415897369385,0.0003,-5.263333797454834,5.42474365234375,-21.910213470458984,,
6.21,12,168,4.9531039,85,1025,924,0.7582393884658813,0.0003,-5.400569438934326,4.743494987487793,-23.012493133544922,,
6.22,12,172,4.96119375,85,1045,944,0.7537397742271423,0.0003,-5.539193153381348,5.0257978439331055,-25.021766662597656,,
6.13,12,176,4.99948626,84,1070,969,0.7481601238250732,0.0003,-5.697319507598877,5.657222747802734,-23.83291244506836,,
6.2,12,180,5.04949946,84,1097,996,0.7421902418136597,0.0003,-5.819418907165527,7.837886810302734,-23.838428497314453,,
6.17,13,184,5.06611961,84,1119,1018,0.7373639941215515,0.0003,-5.90937614440918,6.471829414367676,-24.925649642944336,,
6.1,13,188,4.975221759999999,84,1139,1038,0.7330151200294495,0.0003,-6.061947822570801,6.314328193664551,-23.46149253845215,,
6.09,13,192,4.97370356,84,1163,1062,0.7278190851211548,0.0003,-6.223108291625977,6.165116310119629,-23.37945556640625,,
6.15,14,196,5.066089360000001,84,1192,1091,0.7215891480445862,0.0003,-6.336692810058594,8.070213317871094,-23.41974449157715,,
6.07,14,200,5.03856335,84,1211,1110,0.7175379991531372,0.0003,-6.464943885803223,7.064160346984863,-22.776260375976562,,
6.01,14,204,4.9877720199999995,84,1229,1128,0.713720977306366,0.0003,-6.590838432312012,6.162925720214844,-22.686023712158203,,
6.02,14,208,4.9838375500000005,84,1250,1149,0.7092850208282471,0.0003,-6.6847615242004395,6.144498825073242,-23.01013946533203,,
5.98,15,212,4.929477469999999,84,1272,1171,0.7046654224395752,0.0003,-6.799415111541748,6.087340354919434,-22.788999557495117,,
5.99,15,216,4.97995376,84,1295,1194,0.699871838092804,0.0003,-6.9194746017456055,5.963494300842285,-23.43596076965332,,
5.9,15,220,4.9284361,84,1313,1212,0.6961430311203003,0.0003,-7.040597438812256,7.377291679382324,-22.724651336669922,,
5.94,15,224,4.986826840000001,84,1343,1242,0.6899712681770325,0.0003,-7.178829669952393,8.408841133117676,-22.320898056030273,,
6.08,16,228,5.13073068,84,1377,1276,0.6830430030822754,0.0003,-7.40122127532959,6.265773773193359,-23.82244300842285,,
6.04,16,232,5.08912675,84,1400,1299,0.6783950924873352,0.0003,-7.576760768890381,6.892663478851318,-21.760726928710938,,
5.97,16,236,4.9773053,83,1420,1319,0.6743819713592529,0.0003,-7.662463665008545,7.724542617797852,-22.881999969482422,,
5.93,17,240,4.98638144,83,1443,1342,0.6698023080825806,0.0003,-7.745436668395996,6.2385969161987305,-21.775714874267578,,
6.0,17,244,5.07925278,83,1467,1366,0.6650559902191162,0.0003,-7.910828590393066,11.178197860717773,-23.08962631225586,,
5.83,17,248,4.95890128,83,1486,1385,0.6613121628761292,0.0003,-8.03248119354248,6.614842414855957,-21.741592407226562,,
5.9,18,252,5.00612184,83,1518,1417,0.6550678610801697,0.0003,-8.147268295288086,9.070720672607422,-21.21908950805664,,
