time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/std,train/learning_rate,train/loss
19000,-25.945103713870047,50.0,,,,,,24.767613449692725,0.0089766905,0.7362626492977142,90,-0.016146940973703748,-2.3215084217488764,0.097607421875,0.2,0.7680541276931763,0.0003,11.058306694030762
20000,-25.945103713870047,50.0,,,,,,,,,,,,,,,,
20480,,,10,50.0,613,-52.79658336000001,33,,,,,,,,,,,
21000,-30.80280945301056,50.0,,,,,,24.570422872900963,0.009261741,0.8261321187019348,100,-0.017033712449483575,-2.299132513999939,0.1107421875,0.2,0.7594151496887207,0.0003,8.885299682617188
22000,-30.80280945301056,50.0,,,,,,,,,,,,,,,,
22528,,,11,50.0,609,-54.138106289999996,36,,,,,,,,,,,
23000,-38.26144806444645,50.0,,,,,,25.485032287240028,0.00933446,0.8817229121923447,110,-0.017385870436555706,-2.279715996235609,0.1185546875,0.2,0.7539580464363098,0.0003,6.841049671173096
24000,-38.26144806444645,50.0,,,,,,,,,,,,,,,,
24576,,,12,50.0,604,-56.43712348,40,,,,,,,,,,,
25000,-46.138611018657684,50.0,,,,,,20.978198972344398,0.007832247,0.918612889945507,120,-0.015680815832456573,-2.267653639614582,0.105322265625,0.2,0.7500314116477966,0.0003,8.402114868164062
26000,-46.138611018657684,50.0,,,,,,,,,,,,,,,,
26624,,,13,50.0,600,-57.53222823,44,,,,,,,,,,,
27000,-54.95097869932651,50.0,,,,,,18.198367154598238,0.007840911,0.9244571253657341,130,-0.014558356069028378,-2.253160082548857,0.096240234375,0.2,0.7428153157234192,0.0003,8.31922435760498
28000,-54.95097869932651,50.0,,,,,,,,,,,,,,,,
28672,,,14,50.0,597,-59.615748919999994,47,,,,,,,,,,,
29000,-58.464399722218516,50.0,,,,,,15.434728059172631,0.0075192824,0.9393206499516964,140,-0.010519277778803371,-2.231476954370737,0.071044921875,0.2,0.7339937686920166,0.0003,8.634572982788086
30000,-58.464399722218516,50.0,,,,,,,,,,,,,,,,
30720,,,15,50.0,595,-62.363265809999994,51,,,,,,,,,,,
31000,-58.45793551802635,50.0,,,,,,10.315088844299316,0.0022286596,0.9418565183877945,150,-0.009760177542921156,-2.2076428934931753,0.059912109375,0.2,0.7246697545051575,0.0003,4.5058674812316895
32000,-58.45793551802635,50.0,,,,,,,,,,,,,,,,
32768,,,16,50.0,596,-64.22848074999999,54,,,,,,,,,,,
33000,-58.761286318302155,50.0,,,,,,7.759416429698467,0.008790169,0.9531641565263271,160,-0.012999524042243138,-2.1713337622582913,0.106640625,0.2,0.7087210416793823,0.0003,4.0970916748046875
34000,-58.761286318302155,50.0,,,,,,,,,,,,,,,,
34816,,,17,50.0,596,-64.8525808,58,,,,,,,,,,,
35000,-59.22050892114639,50.0,,,,,,5.438991014659405,0.0107120965,0.9713999703526497,170,-0.013954978171386755,-2.1277635864913464,0.1171875,0.2,0.6925634145736694,0.0003,3.189565658569336
36000,-59.22050892114639,50.0,,,,,,,,,,,,,,,,
36864,,,18,50.0,596,-65.44474965,61,,,,,,,,,,,
37000,-59.231909334659576,50.0,,,,,,3.949742139130831,0.007972894,0.9827500749379396,180,-0.008220552922284696,-2.0761596761643886,0.053515625,0.2,0.6742942929267883,0.0003,3.413691759109497
38000,-59.231909334659576,50.0,,,,,,,,,,,,,,,,
38912,,,19,50.0,594,-66.75961547,65,,,,,,,,,,,
39000,-59.13766413927078,50.0,,,,,,2.6636435087770223,0.010691462,0.9901095451787114,190,-0.01521367349778302,-2.010442815348506,0.109619140625,0.2,0.6493735313415527,0.0003,1.5347462892532349
40000,-59.13766413927078,50.0,,,,,,,,,,,,,,,,
40960,,,20,50.0,594,-67.81098161,68,,,,,,,,,,,
41000,-59.322104477882384,50.0,,,,,,2.0561927827075124,0.01065395,0.9922826364636421,200,-0.013576767026097513,-1.9351630002260207,0.092431640625,0.2,0.6254639625549316,0.0003,1.0015331506729126
42000,-59.322104477882384,50.0,,,,,,,,,,,,,,,,
43000,-59.322104477882384,50.0,,,,,,,,,,,,,,,,
43008,,,21,50.0,591,-68.03245165999999,72,,,,,,,,,,,
44000,-59.26023862361908,50.0,,,,,,1.8654357936233281,0.012497647,0.9929525284096599,210,-0.01158661863009911,-1.8596021771430968,0.10400390625,0.2,0.604717493057251,0.0003,0.7841600775718689
45000,-59.26023862361908,50.0,,,,,,,,,,,,,,,,
45056,,,22,50.0,588,-67.99499275,76,,,,,,,,,,,
46000,-59.08446205854416,50.0,,,,,,1.5364294528961182,0.018526088,0.9932914939709008,220,-0.010403320356272162,-1.7856503576040268,0.107958984375,0.2,0.5809581279754639,0.0003,1.0050551891326904
47000,-59.08446205854416,50.0,,,,,,,,,,,,,,,,
47104,,,23,50.0,587,-67.26615344999999,80,,,,,,,,,,,
48000,-59.1050183057785,50.0,,,,,,1.8268433559685946,0.011779711,0.991770051419735,230,-0.009864300521439873,-1.7148345582187177,0.105712890625,0.2,0.564120352268219,0.0003,0.7019294500350952
49000,-59.1050183057785,50.0,,,,,,,,,,,,,,,,
49152,,,24,50.0,586,-66.35358746000001,83,,,,,,,,,,,
50000,-59.05215307474136,50.0,,,,,,1.7391725681722163,0.009369499,0.9916583802551031,240,-0.010747171405819244,-1.6445125680416823,0.094873046875,0.2,0.543404221534729,0.0003,0.7115620970726013
51000,-59.05215307474136,50.0,,,,,,,,,,,,,,,,
51200,,,25,50.0,586,-65.57308422,87,,,,,,,,,,,
52000,-58.97906533479691,50.0,,,,,,1.5645009657368063,0.008366379,0.992899667005986,250,-0.010236289382737596,-1.562445893511176,0.0861328125,0.2,0.5248863697052002,0.0003,0.6556715369224548
53000,-58.97906533479691,50.0,,,,,,,,,,,,,,,,
53248,,,26,50.0,584,-64.94945323,91,,,,,,,,,,,
54000,-59.08791607618332,50.0,,,,,,1.057010617852211,0.009557974,0.9950252799317241,260,-0.0076596946048084645,-1.4874708585441112,0.128076171875,0.2,0.5065643787384033,0.0003,0.45207130908966064
55000,-59.08791607618332,50.0,,,,,,,,,,,,,,,,
55296,,,27,50.0,583,-63.957322620000014,94,,,,,,,,,,,
56000,-59.268359291553494,50.0,,,,,,0.9660367500036955,0.009422299,0.9954681089147925,270,-0.009022777996142395,-1.4208632882684469,0.087548828125,0.2,0.49148035049438477,0.0003,0.4924711585044861
57000,-59.268359291553494,50.0,,,,,,,,,,,,,,,,
57344,,,28,50.0,583,-62.95784588000001,98,,,,,,,,,,,
58000,-58.9919614315033,50.0,,,,,,0.9755581498146058,0.008941049,0.9955674507655203,280,-0.0049841374071547765,-1.3415824819356204,0.125048828125,0.2,0.47536441683769226,0.0003,0.39572978019714355
59000,-58.9919614315033,50.0,,,,,,,,,,,,,,,,
59392,,,29,50.0,584,-62.32886881,101,,,,,,,,,,,
60000,-59.05022991895676,50.0,,,,,,0.6476701553910971,0.008532254,0.9963934684637934,290,-0.00657019812206272,-1.2726812824606895,0.094384765625,0.2,0.4610140323638916,0.0003,0.27058911323547363
61000,-59.05022991895676,50.0,,,,,,,,,,,,,,,,
61440,,,30,50.0,584,-61.48156132,105,,,,,,,,,,,
62000,-58.85100301504135,50.0,,,,,,0.7336112640798091,0.008896002,0.996065566316247,300,-0.009590828733053058,-1.1989335224032402,0.0927734375,0.2,0.44751811027526855,0.0003,0.2914367616176605
63000,-58.85100301504135,50.0,,,,,,,,,,,,,,,,
63488,,,31,50.0,584,-61.029813980000014,108,,,,,,,,,,,
64000,-58.64719607234001,50.0,,,,,,0.5720808488316834,0.007834852,0.9969664711970836,310,-0.010761354194255546,-1.1320760421454907,0.093994140625,0.2,0.43524959683418274,0.0003,0.3203452229499817
65000,-58.64719607234001,50.0,,,,,,,,,,,,,,,,
65536,,,32,50.0,582,-59.81672826999999,112,,,,,,,,,,,
66000,-58.18884778022766,50.0,,,,,,0.6160253468900919,0.011640197,0.9968112432397902,320,-0.007459743203071412,-1.0724743627011777,0.123193359375,0.2,0.4236379563808441,0.0003,0.2135205715894699
67000,-58.18884778022766,50.0,,,,,,,,,,,,,,,,
67584,,,33,50.0,583,-58.64934075,115,,,,,,,,,,,
68000,-57.3498807489872,50.0,,,,,,0.5583272042684257,0.008172283,0.996853003744036,330,-0.008490094769513234,-1.0148606793954968,0.148486328125,0.2,0.4142141044139862,0.0003,0.24859213829040527
69000,-57.3498807489872,50.0,,,,,,,,,,,,,,,,
69632,,,34,50.0,582,-58.01189050000001,119,,,,,,,,,,,
70000,-57.00328887104988,50.0,,,,,,0.5833459637127817,0.015100105,0.9969447099138051,340,-0.007029314778628759,-0.9598286395892501,0.147509765625,0.2,0.40448904037475586,0.0003,0.2955175042152405
71000,-57.00328887104988,50.0,,,,,,,,,,,,,,,,
71680,,,35,50.0,583,-57.60747458,122,,,,,,,,,,,
72000,-56.40216007232666,50.0,,,,,,0.48615186428651214,0.008175115,0.9970845326315612,350,-0.0047856817807769405,-0.9070321021601557,0.11044921875,0.2,0.3966839909553528,0.0003,0.22329947352409363
73000,-56.40216007232666,50.0,,,,,,,,,,,,,,,,
73728,,,36,50.0,582,-57.00965134,126,,,,,,,,,,,
74000,-52.97288384437561,50.0,,,,,,0.4052045969758183,0.011343799,0.9976422935724258,360,-0.007833263548673131,-0.8508048662915826,0.144140625,0.2,0.38526979088783264,0.0003,0.24924270808696747
75000,-52.97288384437561,50.0,,,,,,,,,,,,,,,,
75776,,,37,50.0,582,-55.7637017,130,,,,,,,,,,,
76000,-51.46502885520458,50.0,,,,,,0.44929641410708426,0.017544203,0.9970865086652339,370,0.00026752667617984115,-0.7813038682565093,0.174267578125,0.2,0.37186065316200256,0.0003,0.1893567591905594
77000,-51.46502885520458,50.0,,,,,,,,,,,,,,,,
77824,,,38,50.0,583,-54.498371219999996,133,,,,,,,,,,,
78000,-49.441965234279635,50.0,,,,,,0.4728031777776778,0.013291251,0.9968483950942755,380,-0.0030952165339840575,-0.7087668860331178,0.1705078125,0.2,0.3629617989063263,0.0003,0.1317201405763626
79000,-49.441965234279635,50.0,,,,,,,,,,,,,,,,
79872,,,39,50.0,582,-52.50576602,137,,,,,,,,,,,
80000,-45.81138364672661,50.0,,,,,,0.42324951239861547,0.018223356,0.9965997762046754,390,0.0013378761301282792,-0.6450715059414506,0.23837890625,0.2,0.3511158227920532,0.0003,0.20568299293518066
81000,-45.81138364672661,50.0,,,,,,,,,,,,,,,,
81920,,,40,50.0,583,-50.638057849999996,140,,,,,,,,,,,
82000,-47.83972502499819,50.0,,,,,,0.47503437045961616,0.014717184,0.9950618892908096,400,-0.0049377063085557895,-0.5612516352906823,0.158349609375,0.2,0.3364376425743103,0.0003,0.23795703053474426
83000,-47.83972502499819,50.0,,,,,,,,,,,,,,,,
83968,,,41,50.0,583,-49.856847699999996,143,,,,,,,,,,,
84000,-46.12122039347887,50.0,,,,,,0.4489063694141805,0.020306885,0.9962719206232578,410,-0.006395807155058719,-0.4909068953245878,0.199560546875,0.2,0.3272358179092407,0.0003,0.17552560567855835
85000,-46.12122039347887,50.0,,,,,,,,,,,,,,,,
86000,-46.12122039347887,50.0,,,,,,,,,,,,,,,,
86016,,,42,50.0,583,-49.46805698000001,147,,,,,,,,,,,
87000,-43.46982403844595,50.0,,,,,,0.5267678610980511,0.014332321,0.9948370424099267,420,-0.000745030413963832,-0.43990377988666296,0.196484375,0.2,0.31801947951316833,0.0003,0.1774803102016449
88000,-43.46982403844595,50.0,,,,,,,,,,,,,,,,
88064,,,43,50.0,583,-47.48984612,150,,,,,,,,,,,
89000,-39.23308855593204,50.0,,,,,,0.43761128215119244,0.017239314,0.9946108884178102,430,-0.00793972857936751,-0.3764105370268226,0.194140625,0.2,0.30922797322273254,0.0003,0.2497589886188507
90000,-39.23308855593204,50.0,,,,,,,,,,,,,,,,
90112,,,44,50.0,583,-44.69074889,154,,,,,,,,,,,
91000,-40.263700330257414,50.0,,,,,,0.46199770644307137,0.014540145,0.9928927212022245,440,0.00039610196254216137,-0.3179914429783821,0.162841796875,0.2,0.30038005113601685,0.0003,0.3032687306404114
92000,-40.263700330257414,50.0,,,,,,,,,,,,,,,,
92160,,,45,50.0,582,-43.83987465,158,,,,,,,,,,,
93000,-38.71027475446463,50.0,,,,,,0.5121805250644684,0.01849867,0.992192555218935,450,-0.0030617410375270993,-0.26110849864780905,0.165283203125,0.2,0.2895890772342682,0.0003,0.2665775418281555
94000,-38.71027475446463,50.0,,,,,,,,,,,,,,,,
94208,,,46,50.0,580,-42.705773,162,,,,,,,,,,,
95000,-37.053734651207925,50.0,,,,,,0.6151377861388028,0.016250702,0.9892976125702262,460,-0.004264109581708908,-0.19709440916776658,0.1833984375,0.2,0.2808659076690674,0.0003,0.14234957098960876
96000,-37.053734651207925,50.0,,,,,,,,,,,,,,,,
96256,,,47,50.0,580,-41.201340689999995,165,,,,,,,,,,,
97000,-36.699434481561184,50.0,,,,,,0.4372484516352415,0.012313523,0.9909453224390745,470,-0.002173240637057461,-0.12257353849709034,0.16728515625,0.2,0.2674713432788849,0.0003,0.1651877462863922
98000,-36.699434481561184,50.0,,,,,,,,,,,,,,,,
98304,,,48,50.0,581,-40.596789300000005,169,,,,,,,,,,,
99000,-36.837778912484644,50.0,,,,,,0.39082359955646095,0.010179805,0.9925247407518327,480,-0.002764221266261302,-0.03687370084226131,0.140576171875,0.2,0.25844043493270874,0.0003,0.15443769097328186
100000,-36.837778912484644,50.0,,,,,,,,,,,,,,,,
100352,,,49,50.0,581,-39.85947110000001,172,,,,,,,,,,,
101000,-38.193900647759435,50.0,,,,,,0.46778132021427155,0.015085791,0.9867802392691374,490,-0.00902736009011278,0.019648103415966033,0.188818359375,0.2,0.2516690492630005,0.0003,0.1762719750404358
102000,-38.193900647759435,50.0,,,,,,,,,,,,,,,,
102400,,,50,50.0,580,-39.706325899999996,176,,,,,,,,,,,
103000,-35.43906081467867,50.0,,,,,,0.33511613477021457,0.031903163,0.9916376415640116,500,0.00036184206110192465,0.07506248652935028,0.21796875,0.2,0.24329952895641327,0.0003,0.12027502059936523
104000,-35.43906081467867,50.0,,,,,,,,,,,,,,,,
104448,,,51,50.0,579,-38.777160200000004,180,,,,,,,,,,,
105000,-27.55032109320164,50.0,,,,,,0.3184114016126841,0.017723907,0.9887687303125858,510,-0.007693822117289528,0.14624157957732678,0.21708984375,0.2,0.23440790176391602,0.0003,0.10277342051267624
106000,-27.55032109320164,50.0,,,,,,,,,,,,,,,,
106496,,,52,50.0,580,-34.01833991,183,,,,,,,,,,,
107000,-15.292633647471666,50.0,,,,,,0.9043586684390903,0.028894998,0.9246317148208618,520,-0.007598945044446736,0.19861530773341657,0.2134765625,0.2,0.22912588715553284,0.0003,0.3454875349998474
108000,-15.292633647471666,50.0,,,,,,,,,,,,,,,,
108544,,,53,50.0,580,-27.024182190000012,187,,,,,,,,,,,
109000,-20.76128507182002,50.0,,,,,,2.178675875812769,0.021141578,0.7770911008119583,530,-0.008949516250868327,0.23191750943660736,0.197509765625,0.2,0.22342205047607422,0.0003,0.9847695231437683
110000,-20.76128507182002,50.0,,,,,,,,,,,,,,,,
110592,,,54,50.0,580,-23.308228189999994,190,,,,,,,,,,,
111000,-15.54394685253501,50.0,,,,,,0.8252803695388138,0.018359948,0.8852408155798912,540,-0.006449150748085231,0.28760885186493396,0.190576171875,0.2,0.21487489342689514,0.0003,0.594870924949646
112000,-15.54394685253501,50.0,,,,,,,,,,,,,,,,
112640,,,55,50.0,579,-21.92986887,194,,,,,,,,,,,
113000,-18.896894461289047,50.0,,,,,,1.2217957390472294,0.012395097,0.7334639728069305,550,-0.0065597833861829715,0.340577158331871,0.152001953125,0.2,0.20885884761810303,0.0003,0.5929269194602966
114000,-18.896894461289047,50.0,,,,,,,,,,,,,,,,
114688,,,56,50.0,579,-21.754229990000002,198,,,,,,,,,,,
115000,-18.45581085830927,50.0,,,,,,0.4003646472003311,0.014515592,0.8734084814786911,560,-0.008829649805556982,0.3975834149867296,0.179248046875,0.2,0.20111393928527832,0.0003,0.17301297187805176
116000,-18.45581085830927,50.0,,,,,,,,,,,,,,,,
116736,,,57,50.0,578,-21.3773151,201,,,,,,,,,,,
117000,-15.619820748269557,50.0,,,,,,0.43514698012731967,0.019086918,0.8596613705158234,570,-0.006909139564959333,0.4556005697697401,0.2,0.2,0.19690802693367004,0.0003,0.17020344734191895
118000,-15.619820748269557,50.0,,,,,,,,,,,,,,,,
118784,,,58,50.0,578,-20.80257449,205,,,,,,,,,,,
119000,-13.660780769959093,50.0,,,,,,0.3795104207471013,0.0140993865,0.8402725756168365,580,-0.011786550685064867,0.5026498936116696,0.184130859375,0.2,0.19085904955863953,0.0003,0.1192566305398941
120000,-13.660780769959093,50.0,,,,,,,,,,,,,,,,
120832,,,59,50.0,579,-18.80601145,208,,,,,,,,,,,
121000,-14.074720729514956,50.0,,,,,,0.4669041724409908,0.0172709,0.7720485478639603,590,-0.01003287196799647,0.5725115910172462,0.19638671875,0.2,0.18279868364334106,0.0003,0.10620245337486267
122000,-14.074720729514956,50.0,,,,,,,,,,,,,,,,
122880,,,60,50.0,579,-17.50992499,212,,,,,,,,,,,
123000,-11.528604478761554,50.0,,,,,,0.5180840213783086,0.020445094,0.6570044457912445,600,-0.010775022945017554,0.6381628058850766,0.178759765625,0.2,0.1775629073381424,0.0003,0.23480644822120667
124000,-11.528604478761554,50.0,,,,,,,,,,,,,,,,
124928,,,61,50.0,578,-15.81571772,215,,,,,,,,,,,
125000,-11.194580345228314,50.0,,,,,,0.4609053573571146,0.021757696,0.8186568170785904,610,-0.008019934498588555,0.6984756153076888,0.166943359375,0.2,0.17178180813789368,0.0003,0.21697814762592316
126000,-11.194580345228314,50.0,,,,,,,,,,,,,,,,
126976,,,62,50.0,578,-14.648346749999998,219,,,,,,,,,,,
127000,-11.04645872451365,50.0,,,,,,0.38644293043762445,0.014948458,0.7874664515256882,620,-0.00787780303217005,0.774469131976366,0.152392578125,0.2,0.1642524003982544,0.0003,0.2035946547985077
128000,-11.04645872451365,50.0,,,,,,,,,,,,,,,,
129000,-11.04645872451365,50.0,,,,,,,,,,,,,,,,
129024,,,63,50.0,578,-13.95108915,223,,,,,,,,,,,
130000,-10.692233500257135,50.0,,,,,,0.3915899621322751,0.014976498,0.8445764034986496,630,-0.010316719516413286,0.8444306787103415,0.185400390625,0.2,0.15897288918495178,0.0003,0.19007399678230286
131000,-10.692233500257135,50.0,,,,,,,,,,,,,,,,
131072,,,64,50.0,578,-12.885596339999998,226,,,,,,,,,,,
132000,-10.853944198228419,50.0,,,,,,0.3778040701523423,0.016229093,0.8620481938123703,640,-0.009619422086689155,0.9077919732779265,0.1783203125,0.2,0.15322068333625793,0.0003,0.10702990740537643
133000,-10.853944198228419,50.0,,,,,,,,,,,,,,,,
133120,,,65,50.0,578,-13.06780488,230,,,,,,,,,,,
134000,-10.553622630052269,50.0,,,,,,0.27961724358610807,0.022269538,0.8814406022429466,650,-0.009401300031458958,0.9653173308819533,0.198095703125,0.2,0.14955253899097443,0.0003,0.11146608740091324
135000,-10.553622630052269,50.0,,,,,,,,,,,,,,,,
135168,,,66,50.0,578,-12.88022537,233,,,,,,,,,,,
136000,-10.079918598011137,50.0,,,,,,0.2071083027170971,0.014178052,0.9229989945888519,660,-0.007610682077938691,1.0222768496721983,0.17744140625,0.2,0.1446506828069687,0.0003,0.0814032182097435
137000,-10.079918598011137,50.0,,,,,,,,,,,,,,,,
137216,,,67,50.0,578,-12.781410390000001,237,,,,,,,,,,,
138000,-10.262513018399478,50.0,,,,,,0.22776082209311427,0.021796405,0.924481675028801,670,-0.009711829372099601,1.0786498200148344,0.1693359375,0.2,0.14044319093227386,0.0003,0.05092032998800278
139000,-10.262513018399478,50.0,,,,,,,,,,,,,,,,
139264,,,68,50.0,578,-12.47407919,240,,,,,,,,,,,
140000,-9.950780783221125,50.0,,,,,,0.19913974173832685,0.017921433,0.9326701313257217,680,-0.009552199966856278,1.1323489878326654,0.20263671875,0.2,0.13735228776931763,0.0003,0.07961340248584747
141000,-9.950780783221125,50.0,,,,,,,,,,,,,,,,
141312,,,69,50.0,578,-12.529888000000001,244,,,,,,,,,,,
142000,-9.994587862677871,50.0,,,,,,0.22769037156831473,0.014330301,0.9298941344022751,690,-0.00565102573891636,1.1854919236153365,0.16611328125,0.2,0.13297490775585175,0.0003,0.11655828356742859
143000,-9.994587862677871,50.0,,,,,,,,,,,,,,,,
143360,,,70,50.0,578,-11.846511919999998,247,,,,,,,,,,,
144000,-9.652042718604207,50.0,,,,,,0.2899668822530657,0.015983552,0.9281076267361641,700,-0.01026226311805658,1.2358854673802853,0.192333984375,0.2,0.1301479935646057,0.0003,0.05852232873439789
145000,-9.652042718604207,50.0,,,,,,,,,,,,,,,,
145408,,,71,50.0,577,-11.454816580000001,251,,,,,,,,,,,
146000,-9.65743408408016,50.0,,,,,,0.17026678333058953,0.018236056,0.9594625048339367,710,-0.005033926558098756,1.2832978196442126,0.199755859375,0.2,0.12686112523078918,0.0003,0.04492998495697975
147000,-9.65743408408016,50.0,,,,,,,,,,,,,,,,
147456,,,72,50.0,577,-11.52374649,255,,,,,,,,,,,
148000,-9.632877425290644,50.0,,,,,,0.164409483759664,0.019540213,0.9523206725716591,720,-0.008155626132793258,1.319022460654378,0.19873046875,0.2,0.12540185451507568,0.0003,0.06619426608085632
149000,-9.632877425290644,50.0,,,,,,,,,,,,,,,,
149504,,,73,50.0,577,-11.221009859999999,258,,,,,,,,,,,
150000,-9.256499610841274,50.0,,,,,,0.2135099701350555,0.016336884,0.9542494267225266,730,-0.004537397981039248,1.3458671722561122,0.150146484375,0.2,0.12333701550960541,0.0003,0.06475237756967545
151000,-9.256499610841274,50.0,,,,,,,,,,,,,,,,
151552,,,74,50.0,577,-11.05081361,262,,,,,,,,,,,
152000,-9.172739084623753,50.0,,,,,,0.1619468765100464,0.015890084,0.9684180729091167,740,-0.007449944091786165,1.3867327518761159,0.1953125,0.2,0.12036862969398499,0.0003,0.06501943618059158
153000,-9.172739084623753,50.0,,,,,,,,,,,,,,,,
153600,,,75,50.0,577,-10.774066249999999,265,,,,,,,,,,,
154000,-9.501392048038543,50.0,,,,,,0.17192452577874065,0.01827329,0.9695780910551548,750,-0.0063073517696466295,1.4442239232361316,0.215185546875,0.2,0.11663030087947845,0.0003,0.04476218670606613
155000,-9.501392048038543,50.0,,,,,,,,,,,,,,,,
155648,,,76,50.0,577,-10.59779538,269,,,,,,,,,,,
156000,-9.068417112156748,50.0,,,,,,0.12856873004930094,0.013216922,0.9824952147901058,760,7.383573974948377e-05,1.4921360537409782,0.168505859375,0.2,0.11439356952905655,0.0003,0.010572481900453568
157000,-9.068417112156748,50.0,,,,,,,,,,,,,,,,
157696,,,77,50.0,577,-10.32415159,273,,,,,,,,,,,
158000,-8.938912445306778,50.0,,,,,,0.12765281591564417,0.022879744,0.9867100324481726,770,-0.005111367028439418,1.5352113485336303,0.218701171875,0.2,0.11163607984781265,0.0003,0.050054047256708145
159000,-8.938912445306778,50.0,,,,,,,,,,,,,,,,
159744,,,78,50.0,577,-10.45024625,276,,,,,,,,,,,
160000,-9.096254286542536,50.0,,,,,,0.119094442226924,0.017565459,0.9871348915621638,780,-0.006966137155541219,1.5835897393524647,0.214697265625,0.2,0.10891071707010269,0.0003,0.08984315395355225
161000,-9.096254286542536,50.0,,,,,,,,,,,,,,,,
161792,,,79,50.0,577,-10.34154389,280,,,,,,,,,,,
162000,-9.191694877296687,50.0,,,,,,0.1366242896299809,0.01811597,0.9845811910927296,790,-0.0065858658403158184,1.6400217950344085,0.20185546875,0.2,0.10591241717338562,0.0003,0.07837706804275513
163000,-9.191694877296687,50.0,,,,,,,,,,,,,,,,
163840,,,80,50.0,577,-9.97751562,283,,,,,,,,,,,
164000,-9.143251688033342,50.0,,,,,,0.16312810899689795,0.011796743,0.9798258990049362,800,-0.002077672228915617,1.6783157482743263,0.166455078125,0.2,0.10465599596500397,0.0003,0.05842198058962822
165000,-9.143251688033342,50.0,,,,,,,,,,,,,,,,
165888,,,81,50.0,576,-9.58298851,287,,,,,,,,,,,
166000,-9.223827943764627,50.0,,,,,,0.1734403080306947,0.014906833,0.9741852562874556,810,-0.007617842862964607,1.7119769349694252,0.193701171875,0.2,0.10263994336128235,0.0003,0.09303823858499527
167000,-9.223827943764627,50.0,,,,,,,,,,,,,,,,
167936,,,82,50.0,576,-9.491142720000001,291,,,,,,,,,,,
