time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/std,train/clip_range,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
17,34816,272,1000.0,42348.931668176476,127,0.9737241268157959,0.2,0.015166018,0.144775390625,160,-0.0577372213738272,306258.3125,0.0003,0.00015014410018920898,624370.3623046875,-23.678447020053863,,
,35000,,,,,0.9727745056152344,0.2,0.015606912,0.159033203125,170,-0.060319329574122095,390240.65625,0.0003,-0.0016143321990966797,654691.4423828125,-23.6596978366375,1000.0,62428.45890274048
18,36864,311,1000.0,42700.83669566667,118,,,,,,,,,,,,,
19,38912,316,1000.0,43522.74926613158,122,0.9729632139205933,0.2,0.015975047,0.16396484375,180,-0.06695071301655844,434103.34375,0.0003,-0.0007256269454956055,905535.23359375,-23.656062895059584,,
,40000,,,,,0.9721390008926392,0.2,0.016475786,0.164111328125,190,-0.06532785557792523,350340.28125,0.0003,-0.002278566360473633,665113.6029296875,-23.647172409296036,1000.0,75449.79075832367
20,40960,354,1000.0,43900.115728925,115,,,,,,,,,,,,,
21,43008,359,1000.0,44536.537589813954,119,0.97016841173172,0.2,0.016762009,0.169140625,200,-0.06060312509071082,317225.5,0.0003,0.0001766681671142578,686284.2365234375,-23.621042948961257,,
,45000,,,,,0.9679809212684631,0.2,0.016175427,0.17109375,210,-0.06284437276481185,391368.78125,0.0003,0.00018644332885742188,888749.071875,-23.583515292406084,1000.0,86060.6194442749
22,45056,394,1000.0,45047.426436111105,114,,,,,,,,,,,,,
23,47104,399,1000.0,45294.37771902127,117,0.9680414795875549,0.2,0.01808699,0.183837890625,220,-0.06936669263232034,413745.96875,0.0003,0.0001709461212158203,884684.7205078125,-23.571160715818404,,
24,49152,403,1000.0,45660.27543791837,121,0.9668033719062805,0.2,0.017041437,0.1701171875,230,-0.061000943457474935,391643.75,0.0003,9.447336196899414e-05,774763.333203125,-23.554511791467668,,
,50000,,,,,0.9640151858329773,0.2,0.0187761,0.19599609375,240,-0.06390109587810003,400544.09375,0.0003,6.42538070678711e-05,750294.450390625,-23.511266654729845,1000.0,67267.22952041627
25,51200,439,1000.0,46208.32864096079,116,,,,,,,,,,,,,
26,53248,444,1000.0,46892.82990777359,119,0.9610483646392822,0.2,0.01963747,0.189794921875,250,-0.06798150337999687,438643.4375,0.0003,0.0006334781646728516,1032452.04609375,-23.465095508098603,,
,55000,,,,,0.9601554870605469,0.2,0.01719321,0.16357421875,260,-0.061566440114984286,604224.3125,0.0003,-0.00030612945556640625,1114423.845703125,-23.433945471048354,1000.0,64541.900517463684
27,55296,480,1000.0,47144.95976458183,115,,,,,,,,,,,,,
28,57344,485,1000.0,47538.346829157905,118,0.9587467312812805,0.2,0.019711481,0.209912109375,270,-0.07204208416806068,473939.75,0.0003,7.152557373046875e-05,899983.99765625,-23.41167578101158,,
29,59392,489,1000.0,47888.991070627126,121,0.9573222994804382,0.2,0.02161918,0.234130859375,280,-0.0797838118247455,435682.5,0.0003,0.00016498565673828125,855079.5146484375,-23.38387212753296,,
,60000,,,,,0.9546838402748108,0.2,0.01965642,0.20185546875,290,-0.06856607855588663,553024.6875,0.0003,0.0005204081535339355,970938.5671875,-23.348138052225114,1000.0,57966.82630958557
30,61440,525,1000.0,48145.14124339344,117,,,,,,,,,,,,,
31,63488,529,1000.0,48448.73205579365,119,0.9526817202568054,0.2,0.021195583,0.21318359375,300,-0.07042395576718263,422815.90625,0.0003,0.00011491775512695312,850679.994921875,-23.308426082134247,,
,65000,,,,,0.9513233304023743,0.2,0.019073045,0.19765625,310,-0.06909741992130876,558575.5,0.0003,-0.00017583370208740234,1021453.812109375,-23.279491543769836,1000.0,62110.733527946475
32,65536,563,1000.0,48925.98348769231,116,,,,,,,,,,,,,
33,67584,568,1000.0,49306.57532695522,118,0.9492840766906738,0.2,0.019880062,0.2103515625,320,-0.07200270695029758,497635.125,0.0003,-2.6106834411621094e-05,1091806.389453125,-23.244278013706207,,
34,69632,572,1000.0,49762.83609495652,121,0.9463237524032593,0.2,0.021613125,0.20810546875,330,-0.07030583443120123,474114.53125,0.0003,0.0003819465637207031,1015323.99921875,-23.198455661535263,,
,70000,,,,,0.9456233978271484,0.2,0.021474302,0.215185546875,340,-0.07302579024981241,505129.28125,0.0003,0.0002613067626953125,1080852.36484375,-23.167341738939285,1000.0,71368.53610210419
35,71680,607,1000.0,50016.566234422535,117,,,,,,,,,,,,,
36,73728,612,1000.0,50476.83287745205,120,0.9435447454452515,0.2,0.021916244,0.21904296875,350,-0.0705458469921723,515186.84375,0.0003,0.0008370280265808105,996312.9306640625,-23.14002053141594,,
,75000,,,,,0.9436434507369995,0.2,0.021772772,0.224462890625,360,-0.07013773267390207,816207.125,0.0003,-0.0004559755325317383,1377583.0984375,-23.129763579368593,1000.0,70963.24861125946
37,75776,646,1000.0,50743.24000601333,117,,,,,,,,,,,,,
38,77824,651,1000.0,51028.462934363626,119,0.9421667456626892,0.2,0.023448437,0.228271484375,370,-0.07188942107895854,480991.40625,0.0003,0.00022745132446289062,947283.4865234375,-23.110108375549316,,
39,79872,655,1000.0,51592.88177601265,121,0.9389044642448425,0.2,0.020536877,0.217333984375,380,-0.07018982620793394,538983.8125,0.0003,-0.0001251697540283203,1187524.1859375,-23.063601368665694,,
,80000,,,,,0.9381734132766724,0.2,0.020799788,0.200830078125,390,-0.06812801137275529,683218.875,0.0003,-0.00044143199920654297,1343178.650390625,-23.034562647342682,1000.0,81360.44353828431
40,81920,692,1000.0,51698.78684214815,118,,,,,,,,,,,,,
41,83968,696,1000.0,51932.3491150482,120,0.9382265210151672,0.2,0.025015118,0.260205078125,400,-0.07138212713762186,343085.28125,0.0003,3.5881996154785156e-05,749329.4361328125,-23.024501812458038,,
,85000,,,,,0.9353681206703186,0.2,0.022417128,0.231982421875,410,-0.07572529168101028,616197.375,0.0003,5.7220458984375e-06,1170760.2798828124,-22.993337631225586,1000.0,85108.18970241546
42,86016,732,1000.0,52411.59630213955,117,,,,,,,,,,,,,
43,88064,737,1000.0,52560.76249227273,119,0.9326556324958801,0.2,0.023088872,0.227783203125,420,-0.07396929897076916,702845.6875,0.0003,0.00011646747589111328,1264604.571875,-22.94961124062538,,
,90000,,,,,0.9305821657180786,0.2,0.026356816,0.26923828125,430,-0.07831744969880675,550580.1875,0.0003,4.3511390686035156e-05,989798.9423828125,-22.90354010462761,1000.0,81308.23632373809
44,90112,773,1000.0,53051.67623764444,116,,,,,,,,,,,,,
45,92160,778,1000.0,53325.278729749996,118,0.9279954433441162,0.2,0.024439003,0.22451171875,440,-0.07653120875183958,752776.25,0.0003,-0.00015592575073242188,1549364.966796875,-22.860494154691697,,
46,94208,782,1000.0,53487.75725312766,120,0.9279178380966187,0.2,0.024473753,0.24140625,450,-0.07204225774039515,728363.625,0.0003,0.0002047419548034668,1335671.0962890624,-22.842072081565856,,
,95000,,,,,0.927526593208313,0.2,0.027182363,0.25908203125,460,-0.07076023636036552,499291.09375,0.0003,-0.0010631084442138672,906569.1158203125,-22.832765275239943,1000.0,75490.00192756653
47,96256,820,1000.0,53703.53176363542,117,,,,,,,,,,,,,
48,98304,824,1000.0,53947.16983405103,119,0.9262710809707642,0.2,0.028135113,0.267236328125,470,-0.07938699952501338,532414.875,0.0003,0.00036591291427612305,1179376.9015625,-22.815893018245696,,
,100000,,,,,0.9257512092590332,0.2,0.027562333,0.27021484375,480,-0.08196538888732903,646496.25,0.0003,0.000250399112701416,1291050.1484375,-22.805271542072298,1000.0,83602.17541389466
49,100352,861,1000.0,54216.8574541,116,,,,,,,,,,,,,
50,102400,865,1000.0,54749.14748066999,118,0.9241154789924622,0.2,0.026555546,0.265966796875,490,-0.08126112355384976,693899.0,0.0003,-0.0017691850662231445,1489915.93125,-22.78114370703697,,
51,104448,869,1000.0,55462.37181425001,120,0.9226489663124084,0.2,0.027202656,0.25009765625,500,-0.07401528880291153,535800.875,0.0003,0.00017964839935302734,1204317.038671875,-22.754843336343765,,
,105000,,,,,0.9213762879371643,0.2,0.026566194,0.25087890625,510,-0.0763960871117888,707251.25,0.0003,3.5703182220458984e-05,1296841.425,-22.72521992325783,1000.0,77429.89747829437
52,106496,905,1000.0,56076.01072768001,117,,,,,,,,,,,,,
53,108544,910,1000.0,56458.58038436,119,0.9204326272010803,0.2,0.026662905,0.261181640625,520,-0.0754211203835439,537110.0625,0.0003,9.59634780883789e-06,1287887.4986328124,-22.70723934173584,,
,110000,,,,,0.9197207689285278,0.2,0.030449523,0.281982421875,530,-0.07943800268694759,511711.46875,0.0003,1.245737075805664e-05,1115032.768359375,-22.694008541107177,1000.0,73114.03204612732
54,110592,947,1000.0,57189.10575448999,116,,,,,,,,,,,,,
55,112640,952,1000.0,57905.97272139,118,0.9192742705345154,0.2,0.028367683,0.25478515625,540,-0.07855753877665847,935508.3125,0.0003,1.4901161193847656e-06,1832548.364453125,-22.680331295728685,,
56,114688,956,1000.0,58494.21110204001,119,0.9191299080848694,0.2,0.029251514,0.2619140625,550,-0.07633325992501341,534277.6875,0.0003,0.00010031461715698242,1210485.680859375,-22.674728900194168,,
,115000,,,,,0.9174832701683044,0.2,0.02590719,0.2515625,560,-0.0784248052368639,822975.75,0.0003,0.0006565451622009277,1535367.155859375,-22.66073743104935,1000.0,70240.26004619598
57,116736,992,1000.0,59128.76684336001,117,,,,,,,,,,,,,
58,118784,997,1000.0,59909.053427100014,119,0.9151785373687744,0.2,0.027764555,0.255126953125,570,-0.07661256197898184,783175.8125,0.0003,-1.1920928955078125e-05,1494310.328125,-22.619649165868758,,
,120000,,,,,0.914228081703186,0.2,0.028155986,0.254443359375,580,-0.07667730546090752,868687.0625,0.0003,3.62396240234375e-05,1908096.21640625,-22.592773580551146,1000.0,73275.46046066284
59,120832,1032,1000.0,60710.04318168001,117,,,,,,,,,,,,,
60,122880,1036,1000.0,61151.45292650001,118,0.9099166989326477,0.2,0.03140486,0.28154296875,590,-0.08108122218691279,812057.8125,0.0003,2.199411392211914e-05,1494917.37109375,-22.532434749603272,,
61,124928,1041,1000.0,61710.9414573,119,0.9075196385383606,0.2,0.03428702,0.298828125,600,-0.07794580534682609,675391.125,0.0003,6.139278411865234e-06,1181604.36875,-22.470373833179472,,
,125000,,,,,0.9073681831359863,0.2,0.028776485,0.27490234375,610,-0.08141483047802467,931458.0,0.0003,8.285045623779297e-06,1799836.02265625,-22.459679555892944,1000.0,73884.89124946595
62,126976,1076,1000.0,62481.48426586999,117,,,,,,,,,,,,,
63,129024,1080,1000.0,63197.59736985001,119,0.9051887392997742,0.2,0.030950304,0.276123046875,620,-0.08111885930411518,1026734.4375,0.0003,1.4901161193847656e-06,2014228.22578125,-22.430610954761505,,
,130000,,,,,0.9035096168518066,0.2,0.03274387,0.290087890625,630,-0.072151417171699,554676.1875,0.0003,6.198883056640625e-06,1020752.937890625,-22.395764088630678,1000.0,75110.00038719177
64,131072,1115,1000.0,63515.37041343,117,,,,,,,,,,,,,
65,133120,1120,1000.0,63938.65020369,118,0.9007099270820618,0.2,0.034746423,0.29384765625,640,-0.07822903737251181,573318.625,0.0003,3.594160079956055e-05,1135755.69296875,-22.353183549642562,,
,135000,,,,,0.89796382188797,0.2,0.032940082,0.288818359375,650,-0.0774049453495536,610171.6875,0.0003,2.205371856689453e-06,1339974.74921875,-22.2964247405529,1000.0,63499.24221439361
66,135168,1155,1000.0,64382.06885447,117,,,,,,,,,,,,,
67,137216,1159,1000.0,64729.74864884,118,0.8963494300842285,0.2,0.031515636,0.266748046875,660,-0.07024378649366554,652573.1875,0.0003,-1.3947486877441406e-05,1300228.638671875,-22.260472518205642,,
68,139264,1164,1000.0,64976.33075143,119,0.8938747048377991,0.2,0.030192789,0.2669921875,670,-0.06966651027323678,598326.8125,0.0003,3.8504600524902344e-05,1369763.283984375,-22.218568015098572,,
,140000,,,,,0.8927513360977173,0.2,0.030958414,0.287158203125,680,-0.07033640851732344,507645.4375,0.0003,-3.5762786865234375e-07,1040016.3271484375,-22.182897645235062,1000.0,75061.74939575195
69,141312,1199,1000.0,65404.777680089996,117,,,,,,,,,,,,,
70,143360,1204,1000.0,65679.32929113999,119,0.891246497631073,0.2,0.032860056,0.2958984375,690,-0.08189052225498017,822351.625,0.0003,5.304813385009766e-06,1420155.83359375,-22.158434545993806,,
,145000,,,,,0.8887115120887756,0.2,0.030042108,0.27861328125,700,-0.07676204740128015,668154.75,0.0003,0.0001227259635925293,1452507.1177734374,-22.11965510249138,1000.0,76338.45246162414
71,145408,1236,1000.0,66213.21411891,117,,,,,,,,,,,,,
72,147456,1241,1000.0,66629.31269441999,118,0.8860247135162354,0.2,0.035398703,0.2876953125,710,-0.0807601830776548,827588.625,0.0003,0.00012487173080444336,1727959.7421875,-22.068272840976714,,
73,149504,1245,1000.0,67274.58900122,120,0.8839268684387207,0.2,0.032197133,0.29072265625,720,-0.07315261550538707,605350.375,0.0003,-1.2040138244628906e-05,1154414.5763671875,-22.019193333387374,,
,150000,,,,,0.8826757073402405,0.2,0.033482216,0.2916015625,730,-0.08463856195739936,1098004.0,0.0003,1.1920928955078125e-06,2183657.50859375,-21.994358402490615,1000.0,74889.5158946991
74,151552,1279,1000.0,67672.52248136,118,,,,,,,,,,,,,
75,153600,1284,1000.0,67871.13192715001,119,0.8813813924789429,0.2,0.037378326,0.33076171875,740,-0.08516551702050493,733725.75,0.0003,2.980232238769531e-07,1300533.6447265625,-21.964499336481094,,
,155000,,,,,0.8805921673774719,0.2,0.032268718,0.301318359375,750,-0.0795046437298879,768784.3125,0.0003,2.5033950805664062e-06,1638617.162890625,-21.949390304088592,1000.0,73529.83312454223
76,155648,1317,1000.0,68233.47438135001,118,,,,,,,,,,,,,
77,157696,1321,1000.0,68349.50166011999,119,0.8791971802711487,0.2,0.037982713,0.339111328125,760,-0.09070814645674545,877605.8125,0.0003,3.1054019927978516e-05,1464045.215625,-21.92418857216835,,
78,159744,1326,1000.0,68555.25183096,120,0.8785406351089478,0.2,0.042488635,0.347998046875,770,-0.08001135909289588,480930.6875,0.0003,7.271766662597656e-06,901675.3427734375,-21.90602182149887,,
,160000,,,,,0.8785185217857361,0.2,0.04087618,0.347265625,780,-0.08516658912412822,609442.25,0.0003,-2.956390380859375e-05,1209165.96171875,-21.900611382722854,1000.0,73125.13460330963
79,161792,1359,1000.0,68649.00466382,119,,,,,,,,,,,,,
80,163840,1363,1000.0,68863.01412547001,120,0.8777517676353455,0.2,0.038753945,0.304345703125,790,-0.07395447848539334,648893.9375,0.0003,0.0007811784744262695,1354442.616015625,-21.89164900779724,,
,165000,,,,,0.8761706948280334,0.2,0.04082799,0.3525390625,800,-0.07772999450389761,402704.09375,0.0003,9.47713851928711e-06,750015.7208984375,-21.86623747944832,1000.0,74490.4670124054
81,165888,1396,1000.0,68870.19388951,118,,,,,,,,,,,,,
82,167936,1400,1000.0,69190.72998999001,119,0.875798761844635,0.2,0.042411596,0.333203125,810,-0.08098549340502359,787884.875,0.0003,-1.1920928955078125e-07,1356099.8609375,-21.849221605062485,,
83,169984,1405,1000.0,69468.76451937002,120,0.8742532134056091,0.2,0.036924906,0.29931640625,820,-0.07668563675542828,881108.125,0.0003,0.0,1678127.6546875,-21.82915266752243,,
,170000,,,,,0.8733676671981812,0.2,0.042036116,0.342626953125,830,-0.08329831956361886,585182.75,0.0003,1.0132789611816406e-06,1239510.40703125,-21.80979527235031,1000.0,70258.40568313599
84,172032,1437,1000.0,69731.52768757999,119,,,,,,,,,,,,,
85,174080,1441,1000.0,69899.90800256001,120,0.8731712102890015,0.2,0.0400451,0.328466796875,840,-0.07627363515784964,539176.8125,0.0003,1.2695789337158203e-05,1152186.11484375,-21.797037732601165,,
,175000,,,,,0.8708561658859253,0.2,0.038483705,0.30693359375,850,-0.078878511703806,753392.625,0.0003,1.1920928955078125e-07,1594772.685546875,-21.770528888702394,1000.0,64534.520340919495
86,176128,1475,1000.0,70204.65508938,119,,,,,,,,,,,,,
87,178176,1480,1000.0,70315.3528781,120,0.8690846562385559,0.2,0.038469866,0.321826171875,860,-0.07889011657389347,648778.5625,0.0003,1.3709068298339844e-06,1396193.219921875,-21.732045286893843,,
,180000,,,,,0.8669925332069397,0.2,0.041624345,0.3416015625,870,-0.0856808984768577,730513.5625,0.0003,1.7881393432617188e-07,1433282.717578125,-21.690376567840577,1000.0,69218.45949707032
88,180224,1512,1000.0,70353.24678157,119,,,,,,,,,,,,,
89,182272,1517,1000.0,70662.67437649,120,0.8657875061035156,0.2,0.04353453,0.343212890625,880,-0.07510366974456702,453178.96875,0.0003,1.8417835235595703e-05,1087586.702734375,-21.663085252046585,,
90,184320,1521,1000.0,70743.79424287,121,0.8663485050201416,0.2,0.03734701,0.308203125,890,-0.06641626452910714,521510.0625,0.0003,3.337860107421875e-06,1081559.5330078125,-21.659735363721847,,
,185000,,,,,0.8663402795791626,0.2,0.04163405,0.343798828125,900,-0.07894703216734342,837525.4375,0.0003,3.516674041748047e-06,1404992.399609375,-21.659874701499938,1000.0,68730.89338560104
91,186368,1554,1000.0,70844.81093939,119,,,,,,,,,,,,,
92,188416,1558,1000.0,70909.79598467,120,0.8635478615760803,0.2,0.04685599,0.348974609375,910,-0.08181886825477705,572410.375,0.0003,4.172325134277344e-07,1186109.9890625,-21.627195435762406,,
,190000,,,,,0.8617532253265381,0.2,0.043950412,0.33984375,920,-0.07429855865775607,619043.3125,0.0003,1.5497207641601562e-06,1135098.265234375,-21.5823817551136,1000.0,70572.66796684265
93,190464,1592,1000.0,70902.28917396,119,,,,,,,,,,,,,
94,192512,1596,1000.0,70958.55001468999,120,0.8602415323257446,0.2,0.042325377,0.339306640625,930,-0.08066282647196203,667969.25,0.0003,5.960464477539063e-08,1252072.68828125,-21.55070350766182,,
95,194560,1601,1000.0,71313.44406782,121,0.8594571948051453,0.2,0.03942214,0.319384765625,940,-0.06900397930294275,590408.6875,0.0003,-1.1920928955078125e-07,1249718.14453125,-21.532687509059905,,
,195000,,,,,0.858708918094635,0.2,0.043790642,0.3431640625,950,-0.08167855697975028,721765.25,0.0003,-3.5762786865234375e-07,1436909.00859375,-21.52020332813263,1000.0,63880.277020263675
96,196608,1635,1000.0,71491.11316985,120,,,,,,,,,,,,,
97,198656,1639,1000.0,71660.76814364,121,0.8580264449119568,0.2,0.03651017,0.30712890625,960,-0.0699189673687215,604872.4375,0.0003,7.271766662597656e-06,1286541.146484375,-21.503022402524948,,
,200000,,,,,0.8582068681716919,0.2,0.042601302,0.34326171875,970,-0.06775926148693542,611951.6875,0.0003,1.8477439880371094e-06,1232220.012109375,-21.503787648677825,1000.0,68142.34459552765
98,200704,1674,1000.0,71722.07972133,119,,,,,,,,,,,,,
99,202752,1678,1000.0,71909.41394835,120,0.8571170568466187,0.2,0.045111477,0.354736328125,980,-0.08123948738793843,804662.875,0.0003,-8.940696716308594e-06,1449760.6423828125,-21.49385073184967,,
100,204800,1682,1000.0,71986.51211804,121,0.8539901375770569,0.2,0.043353274,0.339697265625,990,-0.08156554807501379,744329.0,0.0003,0.0,1376224.884375,-21.439170467853547,,
,205000,,,,,0.8526701331138611,0.2,0.04688841,0.354150390625,1000,-0.07947330079041422,650152.5,0.0003,3.039836883544922e-06,1442836.136328125,-21.403503853082658,1000.0,72012.0908586502
101,206848,1716,1000.0,72222.00235642,120,,,,,,,,,,,,,
102,208896,1720,1000.0,72516.44649564,121,0.8515316843986511,0.2,0.046112027,0.34892578125,1010,-0.07752053329022601,655901.25,0.0003,1.2993812561035156e-05,1375480.17265625,-21.378738123178483,,
,210000,,,,,0.8515182137489319,0.2,0.038778365,0.298046875,1020,-0.06182367799046915,708122.125,0.0003,0.0,1328704.20390625,-21.3620023727417,1000.0,70415.54859409333
103,210944,1754,1000.0,72381.76393685,120,,,,,,,,,,,,,
104,212992,1759,1000.0,72180.39514246999,121,0.8504713773727417,0.2,0.048756763,0.37119140625,1030,-0.08250230076664593,528154.8125,0.0003,4.172325134277344e-07,1073749.548828125,-21.35704571604729,,
,215000,,,,,0.8497787117958069,0.2,0.048842832,0.361279296875,1040,-0.07008519323717337,583690.8125,0.0003,2.384185791015625e-07,1083685.5828125,-21.337355262041093,1000.0,66261.19569149017
105,215040,1792,1000.0,72120.05372887,119,,,,,,,,,,,,,
106,217088,1796,1000.0,72146.41719803,120,0.8495884537696838,0.2,0.045132324,0.362890625,1050,-0.07636513661418576,581931.9375,0.0003,-2.384185791015625e-07,1197370.9298828125,-21.329888290166856,,
107,219136,1801,1000.0,72165.71201553,121,0.8486125469207764,0.2,0.04670395,0.345849609375,1060,-0.08335925938445143,816996.125,0.0003,-3.5762786865234375e-07,1686443.879296875,-21.31995085477829,,
,220000,,,,,0.8474125862121582,0.2,0.048562042,0.358642578125,1070,-0.08536231247708201,873885.375,0.0003,3.5762786865234375e-07,1635090.390625,-21.294628179073335,1000.0,74403.33424968719
108,221184,1835,1000.0,72257.75455079999,120,,,,,,,,,,,,,
109,223232,1839,1000.0,72375.97600359,121,0.8468685746192932,0.2,0.047628336,0.34970703125,1080,-0.07910799903329462,746645.5,0.0003,-2.384185791015625e-07,1482289.51953125,-21.273993426561354,,
,225000,,,,,0.8459441065788269,0.2,0.045784827,0.352783203125,1090,-0.07900221228483133,798423.875,0.0003,7.748603820800781e-07,1467635.29765625,-21.261677503585815,1000.0,60898.432695388794
110,225280,1874,1000.0,72371.3650876,120,,,,,,,,,,,,,
111,227328,1879,1000.0,72140.68672403,120,0.8459165692329407,0.2,0.053619802,0.369287109375,1100,-0.07868053832789883,707233.5,0.0003,2.86102294921875e-06,1336447.667578125,-21.257513684034347,,
112,229376,1883,1000.0,72374.00169283,121,0.8462662696838379,0.2,0.044632256,0.326025390625,1110,-0.06507227207475808,649278.375,0.0003,-3.6954879760742188e-06,1217931.209375,-21.261445355415344,,
,230000,,,,,0.8458544015884399,0.2,0.045154545,0.350634765625,1120,-0.07417430752830115,595600.75,0.0003,1.3709068298339844e-06,1266408.1453125,-21.25910628437996,1000.0,61175.43868293762
113,231424,1917,1000.0,72560.90886333,120,,,,,,,,,,,,,
114,233472,1922,1000.0,72782.25942722001,121,0.8458806276321411,0.2,0.045728076,0.3498046875,1130,-0.07717682793736458,575015.4375,0.0003,5.960464477539063e-08,1292170.48203125,-21.255752122402193,,
,235000,,,,,0.843855082988739,0.2,0.048799857,0.36884765625,1140,-0.09046380585932638,887684.75,0.0003,-5.0067901611328125e-06,1792101.504296875,-21.232595723867416,1000.0,61049.14986228943
115,235520,1957,1000.0,72921.86929556,120,,,,,,,,,,,,,
116,237568,1961,1000.0,72881.06630096001,121,0.8431569337844849,0.2,0.0562984,0.335400390625,1150,-0.07229190269717947,666167.75,0.0003,4.172325134277344e-07,1222169.3330078125,-21.207357627153396,,
117,239616,1965,1000.0,72940.27203462,121,0.842478334903717,0.2,0.05445942,0.391943359375,1160,-0.08304661434376612,539849.25,0.0003,5.125999450683594e-06,1122414.5818359375,-21.193789023160935,,
,240000,,,,,0.8408877849578857,0.2,0.049056917,0.364208984375,1170,-0.07279779808595777,498397.28125,0.0003,-1.1920928955078125e-07,1196394.44375,-21.167841142416002,1000.0,64428.383485603335
118,241664,2001,1000.0,72981.17165435001,120,,,,,,,,,,,,,
119,243712,2005,1000.0,72858.68559829,121,0.839549720287323,0.2,0.05715625,0.3990234375,1180,-0.0811104394873837,562077.0625,0.0003,7.158517837524414e-05,1002686.1765625,-21.138573038578034,,
,245000,,,,,0.8381579518318176,0.2,0.051632736,0.376416015625,1190,-0.0848500749678351,483507.90625,0.0003,-7.152557373046875e-07,1129425.6970703125,-21.107463473081587,1000.0,67577.67923355103
120,245760,2041,1000.0,72665.48991517999,120,,,,,,,,,,,,,
121,247808,2046,1000.0,73063.37788021,121,0.8367428779602051,0.2,0.055012323,0.3962890625,1200,-0.09209359428205062,807902.75,0.0003,3.5762786865234375e-07,1462329.569921875,-21.086917096376418,,
