time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/std,train/learning_rate,train/loss
162000,-9.133801747485995,50.0,,,,,,0.07946821302175522,0.019465975,0.9931689999066293,790,-0.0015441749055753462,2.1837487876415254,0.214794921875,0.2,0.08021347224712372,0.0003,0.02340630441904068
163000,-9.133801747485995,50.0,,,,,,,,,,,,,,,,
163840,,,80,50.0,563,-8.935567200000001,290,,,,,,,,,,,
164000,-9.239309107884765,50.0,,,,,,0.07451694095507264,0.018167693,0.9942105542868376,800,0.0006387272325810045,2.2207560144364833,0.223681640625,0.2,0.07942424714565277,0.0003,0.024132920429110527
165000,-9.239309107884765,50.0,,,,,,,,,,,,,,,,
165888,,,81,50.0,562,-9.00962269,294,,,,,,,,,,,
166000,-9.14681909456849,50.0,,,,,,0.0743497111951001,0.013632022,0.9953201683238149,810,0.0026451162179000677,2.2500824056565762,0.17998046875,0.2,0.07783682644367218,0.0003,0.06320290267467499
167000,-9.14681909456849,50.0,,,,,,,,,,,,,,,,
167936,,,82,50.0,563,-8.77616719,297,,,,,,,,,,,
168000,-8.834578820690513,50.0,,,,,,0.07368939385632985,0.016741468,0.9955510185100138,820,-0.0007887535350164399,2.294589380919933,0.210888671875,0.2,0.07592608034610748,0.0003,0.033546313643455505
169000,-8.834578820690513,50.0,,,,,,,,,,,,,,,,
169984,,,83,50.0,563,-8.40340931,301,,,,,,,,,,,
170000,-8.375602381303906,50.0,,,,,,0.09758119650650769,0.021269526,0.9945135312154889,830,0.0013531515578506514,2.3405025199055673,0.2259765625,0.2,0.07436768710613251,0.0003,0.051622044295072556
171000,-8.375602381303906,50.0,,,,,,,,,,,,,,,,
172000,-8.375602381303906,50.0,,,,,,,,,,,,,,,,
172032,,,84,50.0,563,-8.428005449999999,305,,,,,,,,,,,
173000,-8.345986703969539,50.0,,,,,,0.08670794668141753,0.020744855,0.9920676266774535,840,0.0051905404223361986,2.382620716840029,0.214111328125,0.2,0.07280884683132172,0.0003,0.029402565211057663
174000,-8.345986703969539,50.0,,,,,,,,,,,,,,,,
174080,,,85,50.0,563,-8.38390891,308,,,,,,,,,,,
175000,-8.623122947476805,50.0,,,,,,0.07628523979801685,0.027310632,0.9964980038348585,850,-0.002074208253179677,2.4226982206106187,0.222900390625,0.2,0.07160227000713348,0.0003,0.03723444044589996
176000,-8.623122947476805,50.0,,,,,,,,,,,,,,,,
176128,,,86,50.0,563,-8.15357844,312,,,,,,,,,,,
177000,-8.975995856523515,50.0,,,,,,0.062062001624144617,0.017698381,0.9964853709097952,860,0.0012053789061610587,2.451134268194437,0.180419921875,0.2,0.07062533497810364,0.0003,0.05785173177719116
178000,-8.975995856523515,50.0,,,,,,,,,,,,,,,,
178176,,,87,50.0,563,-8.32443173,316,,,,,,,,,,,
179000,-9.027582276239992,50.0,,,,,,0.05243163598934188,0.014782972,0.9975486393086612,870,0.00036396361829247323,2.475076774507761,0.176025390625,0.2,0.06992976367473602,0.0003,0.061871953308582306
180000,-9.027582276239992,50.0,,,,,,,,,,,,,,,,
180224,,,88,50.0,563,-8.82289872,319,,,,,,,,,,,
181000,-9.301385049521922,50.0,,,,,,0.04368098447448574,0.023494296,0.99700573598966,880,-0.003321914465050213,2.5000501058995726,0.25302734375,0.2,0.06894251704216003,0.0003,0.0036976970732212067
182000,-9.301385049521922,50.0,,,,,,,,,,,,,,,,
182272,,,89,50.0,563,-9.112198860000001,323,,,,,,,,,,,
183000,-8.855254392325879,50.0,,,,,,0.05672403807984665,0.019847035,0.9971837159246206,890,-6.434818205889315e-05,2.5234071239829063,0.2333984375,0.2,0.06821300834417343,0.0003,0.01482599787414074
184000,-8.855254392325879,50.0,,,,,,,,,,,,,,,,
184320,,,90,50.0,563,-8.787332900000001,327,,,,,,,,,,,
185000,-9.334628253057598,50.0,,,,,,0.09915072724688798,0.017937496,0.994965897873044,900,0.0011791856901254504,2.5414902843534946,0.234765625,0.2,0.0677121952176094,0.0003,0.04589925706386566
186000,-9.334628253057598,50.0,,,,,,,,,,,,,,,,
186368,,,91,50.0,563,-8.47466915,330,,,,,,,,,,,
187000,-8.794627866148948,50.0,,,,,,0.034661441523348914,0.024911143,0.9976209478918463,910,-0.006399585533654317,2.562124403566122,0.214990234375,0.2,0.0667872279882431,0.0003,0.0226752907037735
188000,-8.794627866148948,50.0,,,,,,,,,,,,,,,,
188416,,,92,50.0,563,-8.09290044,334,,,,,,,,,,,
189000,-8.878471905365586,50.0,,,,,,0.04358730232343078,0.02522343,0.9972899090498686,920,0.0021768754057120534,2.588004795461893,0.252001953125,0.2,0.06597331166267395,0.0003,0.0004532821476459503
190000,-8.878471905365586,50.0,,,,,,,,,,,,,,,,
190464,,,93,50.0,564,-8.127039329999999,337,,,,,,,,,,,
191000,-8.716872527077793,50.0,,,,,,0.05486415565246716,0.016485022,0.9967999472282827,930,0.004026608497952111,2.6158434778451918,0.2216796875,0.2,0.06503047794103622,0.0003,-0.0015391726046800613
192000,-8.716872527077793,50.0,,,,,,,,,,,,,,,,
192512,,,94,50.0,564,-8.201366179999999,340,,,,,,,,,,,
193000,-8.575709987431765,50.0,,,,,,0.04836084071430378,0.019056477,0.9970233279746026,940,0.0004318959196098149,2.6469250030815603,0.21962890625,0.2,0.06390328705310822,0.0003,0.015107309445738792
194000,-8.575709987431765,50.0,,,,,,,,,,,,,,,,
194560,,,95,50.0,564,-8.260238769999999,344,,,,,,,,,,,
195000,-8.616119717061519,50.0,,,,,,0.06338471497874706,0.023019422,0.9969246895052493,950,0.0014686413895105943,2.6897626005113127,0.2154296875,0.2,0.0625344067811966,0.0003,0.011562488973140717
196000,-8.616119717061519,50.0,,,,,,,,,,,,,,,,
196608,,,96,50.0,564,-8.45589077,348,,,,,,,,,,,
197000,-8.290006447955966,50.0,,,,,,0.06529070379910991,0.02471552,0.9962033403571695,960,0.004058693151455373,2.7100120566785337,0.258740234375,0.2,0.06239935755729675,0.0003,0.021716587245464325
198000,-8.290006447955966,50.0,,,,,,,,,,,,,,,,
198656,,,97,50.0,564,-8.38509046,351,,,,,,,,,,,
199000,-8.26609417796135,50.0,,,,,,0.0622400151391048,0.019624187,0.9970831288956106,970,0.004977524804417044,2.714279627799988,0.229345703125,0.2,0.06227683275938034,0.0003,0.008799027651548386
200000,-8.26609417796135,50.0,,,,,,,,,,,,,,,,
200704,,,98,50.0,564,-8.44917054,355,,,,,,,,,,,
201000,-8.131885290518403,50.0,,,,,,0.04426600047154352,0.018335618,0.9975450909696519,980,0.0034399836091324686,2.7355210825800897,0.19912109375,0.2,0.061139173805713654,0.0003,0.059335529804229736
202000,-8.131885290518403,50.0,,,,,,,,,,,,,,,,
202752,,,99,50.0,564,-7.941071589999999,358,,,,,,,,,,,
203000,-8.096182065457105,50.0,,,,,,0.032456196343991904,0.021668795,0.9976201357785612,990,0.003127109303022735,2.7690321296453475,0.231689453125,0.2,0.060153886675834656,0.0003,-0.008999490179121494
204000,-8.096182065457105,50.0,,,,,,,,,,,,,,,,
204800,,,100,50.0,564,-7.565476630000002,362,,,,,,,,,,,
205000,-8.33680793531239,50.0,,,,,,0.0277092734555481,0.01808196,0.9978631450794637,1000,6.605767994187773e-05,2.791178572922945,0.222216796875,0.2,0.059793151915073395,0.0003,-0.019923947751522064
206000,-8.33680793531239,50.0,,,,,,,,,,,,,,,,
206848,,,101,50.0,565,-7.49220531,365,,,,,,,,,,,
207000,-8.316988427564501,50.0,,,,,,0.03614901393302716,0.020708334,0.9977981699630618,1010,0.00027434109069872646,2.81090769842267,0.2412109375,0.2,0.05901392549276352,0.0003,0.04440000280737877
208000,-8.316988427564501,50.0,,,,,,,,,,,,,,,,
208896,,,102,50.0,565,-8.01014284,369,,,,,,,,,,,
209000,-8.578673150762915,50.0,,,,,,0.04094024715013802,0.028587189,0.9973115180619061,1020,0.008572751167230308,2.833580719679594,0.218359375,0.2,0.05847201123833656,0.0003,0.03262629359960556
210000,-8.578673150762915,50.0,,,,,,,,,,,,,,,,
210944,,,103,50.0,565,-8.24376399,373,,,,,,,,,,,
211000,-8.488089078292251,50.0,,,,,,0.0298498163378099,0.020651266,0.998041560407728,1030,-0.0036794203042518348,2.8433968596160413,0.2486328125,0.2,0.05830780416727066,0.0003,0.003238484263420105
212000,-8.488089078292251,50.0,,,,,,,,,,,,,,,,
212992,,,104,50.0,565,-7.78961013,376,,,,,,,,,,,
213000,-8.508025128766894,50.0,,,,,,0.01842469156254083,0.020910732,0.9987011932535097,1040,0.0008252204832388088,2.87442831993103,0.211865234375,0.2,0.05687052011489868,0.0003,0.03232858330011368
214000,-8.508025128766894,50.0,,,,,,,,,,,,,,,,
215000,-8.508025128766894,50.0,,,,,,,,,,,,,,,,
215040,,,105,50.0,564,-7.295737520000001,380,,,,,,,,,,,
216000,-8.134259525686502,50.0,,,,,,0.02228116703336127,0.026269034,0.9988179540960118,1050,-0.0008446824998827651,2.9253273352980615,0.23798828125,0.2,0.055431582033634186,0.0003,-0.004307076334953308
217000,-8.134259525686502,50.0,,,,,,,,,,,,,,,,
217088,,,106,50.0,564,-7.422393079999999,384,,,,,,,,,,,
218000,-7.944850250706077,50.0,,,,,,0.05005475335055962,0.017773684,0.9970600192900747,1060,0.004470435430994258,2.949577317386866,0.245166015625,0.2,0.0553523451089859,0.0003,0.012158576399087906
219000,-7.944850250706077,50.0,,,,,,,,,,,,,,,,
219136,,,107,50.0,564,-7.387335399999999,388,,,,,,,,,,,
220000,-7.785651037842035,50.0,,,,,,0.061154510726919395,0.01839,0.9975835953373462,1070,0.005488733199308626,2.9637628555297852,0.256787109375,0.2,0.05455666035413742,0.0003,0.034871552139520645
221000,-7.785651037842035,50.0,,,,,,,,,,,,,,,,
221184,,,108,50.0,564,-7.361194630000001,391,,,,,,,,,,,
222000,-7.733922763541341,50.0,,,,,,0.03892635166121181,0.016629575,0.9974388154223561,1080,0.004428638322860934,3.0020822919905186,0.22529296875,0.2,0.05345284938812256,0.0003,0.012536736205220222
223000,-7.733922763541341,50.0,,,,,,,,,,,,,,,,
223232,,,109,50.0,564,-7.25155582,395,,,,,,,,,,,
224000,-7.60369684509933,50.0,,,,,,0.03314943340083119,0.018651478,0.9983326684450731,1090,0.005097474239300936,3.0404194943606853,0.222119140625,0.2,0.05255012586712837,0.0003,-0.0007193796336650848
225000,-7.60369684509933,50.0,,,,,,,,,,,,,,,,
225280,,,110,50.0,564,-7.80115623,399,,,,,,,,,,,
226000,-7.618879176303745,50.0,,,,,,0.06472123882267625,0.027902985,0.9967791216913611,1100,0.004615166783332824,3.042958618700504,0.28525390625,0.2,0.05314241722226143,0.0003,0.038931842893362045
227000,-7.618879176303745,50.0,,,,,,,,,,,,,,,,
227328,,,111,50.0,564,-7.947827690000001,402,,,,,,,,,,,
228000,-7.7308087915182115,50.0,,,,,,0.036673262366093695,0.0318126,0.9977906034328043,1110,0.006785501629929058,3.04701883867383,0.255859375,0.2,0.0524294450879097,0.0003,0.03730389103293419
229000,-7.7308087915182115,50.0,,,,,,,,,,,,,,,,
229376,,,112,50.0,564,-7.645059109999998,406,,,,,,,,,,,
230000,-7.7428771205246445,50.0,,,,,,0.024594067584257574,0.030022535,0.9979866843204945,1120,0.007318037020741031,3.0746886909008024,0.24501953125,0.2,0.05176028609275818,0.0003,-0.006649218499660492
231000,-7.7428771205246445,50.0,,,,,,,,,,,,,,,,
231424,,,113,50.0,564,-7.362961940000002,410,,,,,,,,,,,
232000,-7.794462358951568,50.0,,,,,,0.022835287303314543,0.024295613,0.9981689399573952,1130,0.005295405133801978,3.100426289439201,0.25478515625,0.2,0.05101826786994934,0.0003,0.03891077637672424
233000,-7.794462358951568,50.0,,,,,,,,,,,,,,,,
233472,,,114,50.0,564,-7.341962229999999,413,,,,,,,,,,,
234000,-7.739234500005841,50.0,,,,,,0.022501005823141896,0.022471339,0.998836321872659,1140,0.0035092617326881737,3.121745540201664,0.23837890625,0.2,0.05063329637050629,0.0003,0.01331727672368288
235000,-7.739234500005841,50.0,,,,,,,,,,,,,,,,
235520,,,115,50.0,564,-7.2004027100000005,417,,,,,,,,,,,
236000,-7.437334024161101,50.0,,,,,,0.03265743482625112,0.026122667,0.997568070422858,1150,0.003828237421112135,3.1312427908182143,0.251123046875,0.2,0.05049982666969299,0.0003,0.06862552464008331
237000,-7.437334024161101,50.0,,,,,,,,,,,,,,,,
237568,,,116,50.0,564,-7.36597345,421,,,,,,,,,,,
238000,-7.290332243032753,50.0,,,,,,0.041195961687481034,0.016821517,0.9971885306295007,1160,0.005817131407093256,3.1361343428492545,0.24248046875,0.2,0.05040954425930977,0.0003,0.0011867908760905266
239000,-7.290332243032753,50.0,,,,,,,,,,,,,,,,
239616,,,117,50.0,564,-7.44902101,424,,,,,,,,,,,
240000,-7.3237256042659284,50.0,,,,,,0.04203621155465953,0.024344083,0.9969524561893195,1170,0.00661461798590608,3.150763041526079,0.24658203125,0.2,0.04979970306158066,0.0003,0.032268039882183075
241000,-7.3237256042659284,50.0,,,,,,,,,,,,,,,,
241664,,,118,50.0,564,-7.496214490000001,428,,,,,,,,,,,
242000,-7.266147535480559,50.0,,,,,,0.04957780981785618,0.025080994,0.9975342671386898,1180,0.001395419382606633,3.1748147018253805,0.290673828125,0.2,0.04926719516515732,0.0003,0.022741377353668213
243000,-7.266147535480559,50.0,,,,,,,,,,,,,,,,
243712,,,119,50.0,564,-6.912290919999999,432,,,,,,,,,,,
244000,-7.292221082001925,50.0,,,,,,0.02060274519608356,0.022172797,0.9983483529649675,1190,0.005327544230385684,3.20481765344739,0.2251953125,0.2,0.04838166385889053,0.0003,0.01953575387597084
245000,-7.292221082001925,50.0,,,,,,,,,,,,,,,,
245760,,,120,50.0,563,-6.93639716,435,,,,,,,,,,,
246000,-7.278053987398744,50.0,,,,,,0.03296736481133848,0.015843056,0.9974823142401874,1200,0.00776287846674677,3.223342853039503,0.230029296875,0.2,0.048141881823539734,0.0003,0.026230890303850174
247000,-7.278053987398744,50.0,,,,,,,,,,,,,,,,
247808,,,121,50.0,564,-6.85887006,439,,,,,,,,,,,
248000,-7.36380300167948,50.0,,,,,,0.023219194740522652,0.030561313,0.9976850159000605,1210,0.0005568055232288316,3.249761235713959,0.28291015625,0.2,0.04739856719970703,0.0003,-0.007682830560952425
249000,-7.36380300167948,50.0,,,,,,,,,,,,,,,,
249856,,,122,50.0,564,-6.890811749999999,442,,,,,,,,,,,
250000,-7.471097453869879,50.0,,,,,,0.02487106040061917,0.018379562,0.9982233651680872,1220,0.005139090080047026,3.273657450079918,0.268017578125,0.2,0.046776555478572845,0.0003,-0.017265010625123978
251000,-7.471097453869879,50.0,,,,,,,,,,,,,,,,
251904,,,123,50.0,563,-6.973671640000001,447,,,,,,,,,,,
252000,-7.395683434978127,50.0,,,,,,0.022775764713878745,0.02501605,0.9983612099895254,1230,0.004179724273853935,3.2951829336583613,0.2296875,0.2,0.04647091031074524,0.0003,0.018592098727822304
253000,-7.395683434978127,50.0,,,,,,,,,,,,,,,,
253952,,,124,50.0,563,-6.813771460000001,451,,,,,,,,,,,
254000,-7.288469507172704,50.0,,,,,,0.012939555726188701,0.018396432,0.9985689064487815,1240,0.00560189405514393,3.311210235953331,0.2482421875,0.2,0.04596834257245064,0.0003,0.016600172966718674
255000,-7.288469507172704,50.0,,,,,,,,,,,,,,,,
256000,-7.288469507172704,50.0,,,,,,,,,,,,,,,,
256000,,,125,50.0,562,-6.694925059999999,454,,,,,,,,,,,
257000,-7.219046534970403,50.0,,,,,,0.016653409251011907,0.03808037,0.9990257318713702,1250,0.01108768947306089,3.3442108243703843,0.250146484375,0.2,0.04507822170853615,0.0003,0.020670711994171143
258000,-7.219046534970403,50.0,,,,,,,,,,,,,,,,
258048,,,126,50.0,562,-6.86825461,458,,,,,,,,,,,
259000,-7.212084051035345,50.0,,,,,,0.02566965720616281,0.023012847,0.9978133391123265,1260,0.0008418855839408934,3.3943532280623914,0.245703125,0.2,0.04381510987877846,0.0003,0.00968296267092228
260000,-7.212084051035345,50.0,,,,,,,,,,,,,,,,
260096,,,127,50.0,562,-7.102015549999999,462,,,,,,,,,,,
261000,-7.140666464902461,50.0,,,,,,0.03219416351348627,0.020192523,0.9975208097603172,1270,0.006459504351369105,3.4215225018560886,0.24619140625,0.2,0.043676748871803284,0.0003,0.03615661710500717
262000,-7.140666464902461,50.0,,,,,,,,,,,,,,,,
262144,,,128,50.0,562,-6.81082224,466,,,,,,,,,,,
263000,-7.1546083016321065,50.0,,,,,,0.021005196633632296,0.019585453,0.9977862420491874,1280,0.005993478110758588,3.438808547705412,0.246533203125,0.2,0.04313585162162781,0.0003,0.025463825091719627
264000,-7.1546083016321065,50.0,,,,,,,,,,,,,,,,
264192,,,129,50.0,562,-6.666821669999999,469,,,,,,,,,,,
265000,-7.2429349169135095,50.0,,,,,,0.02270204134983942,0.027454892,0.998147001140751,1290,0.009854939609067515,3.4711708024144174,0.25078125,0.2,0.04228608310222626,0.0003,0.0006684171967208385
266000,-7.2429349169135095,50.0,,,,,,,,,,,,,,,,
266240,,,130,50.0,562,-7.008650009999999,472,,,,,,,,,,,
267000,-7.273710740916431,50.0,,,,,,0.01998606947308872,0.027336247,0.9980331403203309,1300,0.007872882115771062,3.492739171534777,0.314208984375,0.2,0.042100079357624054,0.0003,-0.01896541193127632
268000,-7.273710740916431,50.0,,,,,,,,,,,,,,,,
268288,,,131,50.0,562,-6.86513003,476,,,,,,,,,,,
269000,-7.394448968395591,50.0,,,,,,0.016216961240570527,0.026487818,0.9984795455820858,1310,0.010897452538483777,3.501453847438097,0.2625,0.2,0.042066700756549835,0.0003,0.0583464615046978
270000,-7.394448968395591,50.0,,,,,,,,,,,,,,,,
270336,,,132,50.0,563,-6.68884775,480,,,,,,,,,,,
271000,-7.397842338681221,50.0,,,,,,0.015053793600236532,0.023242716,0.9989653968950734,1320,0.003833967135869898,3.52027016505599,0.260302734375,0.2,0.04131943732500076,0.0003,-0.009258718229830265
272000,-7.397842338681221,50.0,,,,,,,,,,,,,,,,
272384,,,133,50.0,563,-6.8253603499999995,483,,,,,,,,,,,
273000,-7.451321337558329,50.0,,,,,,0.01640824143833015,0.030151658,0.9981821794062853,1330,0.008928239485248924,3.542709793895483,0.267724609375,0.2,0.04101891070604324,0.0003,0.02312767505645752
274000,-7.451321337558329,50.0,,,,,,,,,,,,,,,,
274432,,,134,50.0,563,-6.924158600000001,487,,,,,,,,,,,
275000,-7.470554440282285,50.0,,,,,,0.008836915057327133,0.02513884,0.9988832956878468,1340,0.0045958678019815125,3.5596876479685307,0.302001953125,0.2,0.0406886488199234,0.0003,0.009627634659409523
276000,-7.470554440282285,50.0,,,,,,,,,,,,,,,,
276480,,,135,50.0,562,-7.002041249999999,491,,,,,,,,,,,
277000,-7.4998104171827435,50.0,,,,,,0.010692595753062051,0.027939,0.998970253043808,1350,0.0055360689322697,3.567487248778343,0.27197265625,0.2,0.0406263992190361,0.0003,-0.022284479811787605
278000,-7.4998104171827435,50.0,,,,,,,,,,,,,,,,
278528,,,136,50.0,562,-7.23957208,494,,,,,,,,,,,
279000,-7.440758881345391,50.0,,,,,,0.01488162554014707,0.034068227,0.9989230365026742,1360,0.006682894279947504,3.569276687502861,0.280029296875,0.2,0.04071160405874252,0.0003,0.002122439444065094
280000,-7.440758881345391,50.0,,,,,,,,,,,,,,,,
280576,,,137,50.0,563,-6.990631509999998,498,,,,,,,,,,,
281000,-7.454137752018869,50.0,,,,,,0.014369137152971233,0.0238036,0.9986144383437932,1370,0.010506106409593485,3.5909374207258224,0.2671875,0.2,0.039780281484127045,0.0003,-0.011911305598914623
282000,-7.454137752018869,50.0,,,,,,,,,,,,,,,,
282624,,,138,50.0,562,-6.688231439999998,502,,,,,,,,,,,
283000,-7.312180939130485,50.0,,,,,,0.010754097577591892,0.022558924,0.998487452743575,1380,0.007872243915335276,3.6274981826543806,0.289697265625,0.2,0.03925326466560364,0.0003,0.02261093445122242
284000,-7.312180939130485,50.0,,,,,,,,,,,,,,,,
284672,,,139,50.0,562,-6.141974169999998,505,,,,,,,,,,,
285000,-7.336949782073498,50.0,,,,,,0.012874767038738355,0.02875866,0.9990601742756553,1390,0.0052552348846802484,3.6452628150582314,0.295654296875,0.2,0.03906599432229996,0.0003,-0.00599038228392601
286000,-7.336949782073498,50.0,,,,,,,,,,,,,,,,
286720,,,140,50.0,562,-6.28669269,509,,,,,,,,,,,
287000,-7.339109374769032,50.0,,,,,,0.010542326903669163,0.02264347,0.9983425383688882,1400,0.006101179515826516,3.6592363812029363,0.268115234375,0.2,0.03880264610052109,0.0003,-0.003553068730980158
288000,-7.339109374769032,50.0,,,,,,,,,,,,,,,,
288768,,,141,50.0,562,-6.409652480000001,513,,,,,,,,,,,
289000,-7.4934754319489,50.0,,,,,,0.01587990512343822,0.028960504,0.9988744519650936,1410,0.00712314982956741,3.663774773478508,0.3021484375,0.2,0.03881435841321945,0.0003,0.04108059033751488
290000,-7.4934754319489,50.0,,,,,,,,,,,,,,,,
290816,,,142,50.0,562,-6.696282420000001,517,,,,,,,,,,,
291000,-7.379843602515757,50.0,,,,,,0.011317056900588795,0.020545186,0.9989512995816767,1420,0.011086628027260303,3.6681713216006755,0.267724609375,0.2,0.03860839456319809,0.0003,0.014756144024431705
292000,-7.379843602515757,50.0,,,,,,,,,,,,,,,,
292864,,,143,50.0,562,-6.9924447899999995,520,,,,,,,,,,,
293000,-7.3602298106998205,50.0,,,,,,0.02741864901036024,0.038497493,0.9973333848174661,1430,0.01775732724054251,3.673700258880854,0.32890625,0.2,0.038616422563791275,0.0003,-0.036467500030994415
294000,-7.3602298106998205,50.0,,,,,,,,,,,,,,,,
294912,,,144,50.0,562,-7.025060540000001,524,,,,,,,,,,,
295000,-7.325124478526414,50.0,,,,,,0.024984738645434844,0.021440726,0.9971096280496567,1440,0.009482939989538863,3.676099403202534,0.26484375,0.2,0.038530997931957245,0.0003,-0.014061926864087582
296000,-7.325124478526414,50.0,,,,,,,,,,,,,,,,
296960,,,145,50.0,562,-6.80269127,527,,,,,,,,,,,
297000,-7.42513580545783,50.0,,,,,,0.025830540261813438,0.020278415,0.9983525443822145,1450,0.008241315369377843,3.6830802865326406,0.3111328125,0.2,0.038289979100227356,0.0003,0.035634733736515045
298000,-7.42513580545783,50.0,,,,,,,,,,,,,,,,
299000,-7.42513580545783,50.0,,,,,,,,,,,,,,,,
299008,,,146,50.0,562,-6.953000079999999,531,,,,,,,,,,,
300000,-7.446091730892658,50.0,,,,,,0.021950815034506375,0.03788567,0.997792809503153,1460,0.006094313639914617,3.6946154065430163,0.299169921875,0.2,0.038135867565870285,0.0003,0.02138916589319706
301000,-7.446091730892658,50.0,,,,,,,,,,,,,,,,
301056,,,147,50.0,562,-7.244045750000001,535,,,,,,,,,,,
302000,-7.542008208483457,50.0,,,,,,0.014294789634004702,0.035564654,0.9982074296567589,1470,0.00978831524553243,3.7014712646603583,0.296240234375,0.2,0.03797272592782974,0.0003,0.010935507714748383
303000,-7.542008208483457,50.0,,,,,,,,,,,,,,,,
303104,,,148,50.0,562,-6.871415139999999,538,,,,,,,,,,,
304000,-7.459303319826722,50.0,,,,,,0.015387062820082065,0.04457309,0.9983272959943861,1480,0.006717487578862346,3.7124632857739925,0.312451171875,0.2,0.03773750364780426,0.0003,0.0039793760515749454
305000,-7.459303319826722,50.0,,,,,,,,,,,,,,,,
305152,,,149,50.0,562,-6.6571933,542,,,,,,,,,,,
306000,-7.451587942801416,50.0,,,,,,0.012947559070016722,0.027617324,0.998870573588647,1490,0.006199754856061191,3.7345304891467093,0.283837890625,0.2,0.037286821752786636,0.0003,0.00369306281208992
307000,-7.451587942801416,50.0,,,,,,,,,,,,,,,,
307200,,,150,50.0,562,-6.49987838,545,,,,,,,,,,,
308000,-7.420584769174456,50.0,,,,,,0.020262975915102288,0.034185257,0.9985665808198974,1500,0.0046690779330674555,3.7587942734360693,0.29580078125,0.2,0.036937955766916275,0.0003,-0.039623282849788666
309000,-7.420584769174456,50.0,,,,,,,,,,,,,,,,
309248,,,151,50.0,562,-6.7837337,549,,,,,,,,,,,
310000,-7.420170231163501,50.0,,,,,,0.013901539529615547,0.04186115,0.998738415306434,1510,0.005720067085349001,3.7922683268785478,0.322412109375,0.2,0.03598060458898544,0.0003,0.013461699709296227
311000,-7.420170231163501,50.0,,,,,,,,,,,,,,,,
311296,,,152,50.0,562,-6.731670140000002,553,,,,,,,,,,,
312000,-7.349924600496888,50.0,,,,,,0.016639238833158744,0.026564257,0.9984909342601895,1520,0.0043509560113307085,3.830570800602436,0.2998046875,0.2,0.03555507957935333,0.0003,-0.013693111017346382
313000,-7.349924600496888,50.0,,,,,,,,,,,,,,,,
313344,,,153,50.0,563,-6.64795002,556,,,,,,,,,,,
314000,-7.211389162018895,50.0,,,,,,0.01497076628729701,0.049680598,0.9981825223658234,1530,0.007844891377317254,3.8346540689468385,0.30390625,0.2,0.03579670935869217,0.0003,0.010838252492249012
315000,-7.211389162018895,50.0,,,,,,,,,,,,,,,,
315392,,,154,50.0,562,-6.46133034,560,,,,,,,,,,,
316000,-7.192214399948716,50.0,,,,,,0.024555976456031203,0.027729215,0.9984491065843031,1540,0.009833887965942267,3.830089447647333,0.288134765625,0.2,0.035694822669029236,0.0003,0.030134696513414383
317000,-7.192214399948716,50.0,,,,,,,,,,,,,,,,
317440,,,155,50.0,563,-6.15266356,563,,,,,,,,,,,
318000,-7.308459384925664,50.0,,,,,,0.01926653209811775,0.038522817,0.9984604340279475,1550,0.01442810070584528,3.8543388061225414,0.311474609375,0.2,0.034992799162864685,0.0003,0.018199214711785316
319000,-7.308459384925664,50.0,,,,,,,,,,,,,,,,
319488,,,156,50.0,563,-6.607935210000001,567,,,,,,,,,,,
320000,-7.282964059337973,50.0,,,,,,0.0157129971543327,0.03058902,0.9978339341469109,1560,0.0031071842851815743,3.893553265929222,0.307275390625,0.2,0.0343160480260849,0.0003,-0.011307589709758759
321000,-7.282964059337973,50.0,,,,,,,,,,,,,,,,
321536,,,157,50.0,563,-6.181597490000001,570,,,,,,,,,,,
322000,-7.33834967687726,50.0,,,,,,0.01198542289857869,0.025075512,0.9983464534161612,1570,0.006059260098845698,3.9216393306851387,0.2607421875,0.2,0.0339927151799202,0.0003,0.03946912661194801
323000,-7.33834967687726,50.0,,,,,,,,,,,,,,,,
323584,,,158,50.0,563,-6.37170289,574,,,,,,,,,,,
324000,-7.30478824712336,50.0,,,,,,0.009223467871925095,0.02859594,0.9988612331217155,1580,0.013206202539731749,3.9296981781721114,0.294873046875,0.2,0.03405891731381416,0.0003,0.03955971077084541
325000,-7.30478824712336,50.0,,,,,,,,,,,,,,,,
325632,,,159,50.0,563,-6.142169710000001,577,,,,,,,,,,,
326000,-7.203473619557917,50.0,,,,,,0.011377407706459054,0.032927196,0.9985630835872144,1590,0.00828536537301261,3.956208862364292,0.26279296875,0.2,0.033194031566381454,0.0003,0.04021023213863373
327000,-7.203473619557917,50.0,,,,,,,,,,,,,,,,
327680,,,160,50.0,563,-6.328478680000001,581,,,,,,,,,,,
328000,-7.2157120175659655,50.0,,,,,,0.017195356923912185,0.06991483,0.998119903029874,1600,0.016474899277091025,3.977795997262001,0.335498046875,0.2,0.0332188680768013,0.0003,-0.0054770102724432945
329000,-7.2157120175659655,50.0,,,,,,,,,,,,,,,,
329728,,,161,50.0,563,-6.3231661500000005,585,,,,,,,,,,,
