time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
2048,2,1,19.42,14.8662995,795,,,,,,,,,,,,,
2500,,,,,,-0.01001584529876709,10,0.0003,-0.017738985450705513,0.1546875,33.171552976965906,53.15,0.9970843195915222,87.74665079712868,-4.251086176931858,0.0139838215,0.2,6.24702262878418
4096,7,2,24.39,23.85181174,550,,,,,,,,,,,,,
5000,,,,,,0.24658650159835815,20,0.0003,-0.017380220850463958,0.122509765625,121.25436807870865,39.95,0.9930175542831421,65.50247958302498,-4.243236696720123,0.012559975,0.2,43.63815689086914
6144,12,3,31.74,38.99747461000001,507,,,,,,,,,,,,,
7500,,,,,,0.25680774450302124,30,0.0003,-0.02448059903399553,0.14853515625,182.23656144142151,35.45,0.9894845485687256,58.46056680679321,-4.231019383668899,0.013348406,0.2,67.0506591796875
8192,16,4,39.98,58.680751229999984,494,,,,,,,,,,,,,
10000,,,,,,0.12898659706115723,40,0.0003,-0.015813150300527924,0.0953125,268.21449480056765,34.3,0.9874936938285828,56.54870364665985,-4.222265350818634,0.009538198,0.2,105.52507019042969
10240,20,5,51.24,83.8784938,488,,,,,,,,,,,,,
12288,25,6,61.04,110.84576513000003,490,0.013436555862426758,50,0.0003,-0.011499100935179741,0.054296875,377.4417592048645,,0.9881463050842285,,-4.219734610617161,0.0072189737,0.2,156.20960998535156
12500,,,,,,0.00038045644760131836,60,0.0003,-0.011768488306552171,0.072314453125,397.8782245635986,92.25,0.9865630865097046,211.40602573752403,-4.218210346996784,0.0085181035,0.2,142.53622436523438
14336,30,7,68.47,129.74703497000004,470,,,,,,,,,,,,,
15000,,,,,,0.0008220076560974121,70,0.0003,-0.006588343059411273,0.0392578125,401.5608347892761,92.25,0.9877023696899414,210.38810458779335,-4.217050623893738,0.005061012,0.2,130.7717742919922
16384,35,8,78.04,155.5990017,457,,,,,,,,,,,,,
17500,,,,,,0.03441286087036133,80,0.0003,-0.014437589814770035,0.097265625,438.4444200515747,95.9,0.9860274195671082,219.37211620807648,-4.216632607579231,0.008570522,0.2,167.123291015625
18432,41,9,80.6,165.09765521,446,,,,,,,,,,,,,
20000,,,,,,0.2755011320114136,90,0.0003,-0.007597121229628101,0.046240234375,359.9256984233856,95.0,0.9832786917686462,217.34598580002785,-4.2109125152230265,0.005496491,0.2,167.84507751464844
20480,46,10,82.39,171.34345075000002,438,,,,,,,,,,,,,
22500,,,,,,0.40463608503341675,100,0.0003,-0.010269810873433016,0.0578125,345.2529576778412,95.95,0.9698951244354248,219.59415343403816,-4.18381824940443,0.0067342715,0.2,104.15873718261719
22528,52,11,85.5,180.29292786999994,432,,,,,,,,,,,,,
24576,55,12,88.97,190.02078347999998,439,0.67698934674263,110,0.0003,-0.006038753174652811,0.046630859375,258.47745995521547,,0.9697983264923096,,-4.163871963322163,0.0056355456,0.2,97.08613586425781
25000,,,,,,0.7174829244613647,120,0.0003,-0.01427631991391536,0.117724609375,251.10722274780272,97.95,0.969271183013916,224.42502356171607,-4.163053435087204,0.010057409,0.2,161.87973022460938
26624,61,13,92.17,198.50987429999998,433,,,,,,,,,,,,,
27500,,,,,,0.8519208878278732,130,0.0003,-0.006282547287992202,0.050390625,164.23554322719573,98.65,0.9738144874572754,226.99572710394858,-4.169725365936756,0.00584484,0.2,52.13842010498047
28672,66,14,93.99,204.06520914,428,,,,,,,,,,,,,
30000,,,,,,0.779259666800499,140,0.0003,-0.010286537463252898,0.0833984375,175.9097897529602,97.75,0.9719791412353516,223.179091411829,-4.172870951890945,0.006899234,0.2,79.0822525024414
30720,72,15,96.81,211.72370741999995,425,,,,,,,,,,,,,
32500,,,,,,0.8881648257374763,150,0.0003,-0.011074884742265567,0.08134765625,123.05280666351318,98.75,0.9747039675712585,226.89554786086083,-4.173106876015663,0.007940739,0.2,42.83819580078125
32768,77,16,98.0,215.97054175000005,420,,,,,,,,,,,,,
34816,82,17,96.11,211.72803487999997,424,0.9186464250087738,160,0.0003,-0.013286006724229082,0.13447265625,96.17606142759323,,0.9709441065788269,,-4.1730123743414875,0.009776555,0.2,69.98046875
35000,,,,,,0.733643501996994,170,0.0003,-0.016628796464647166,0.138916015625,233.27480101585388,104.3,0.9671992659568787,242.26890553236007,-4.1618014693260195,0.009524589,0.2,128.4445343017578
36864,87,18,96.09,212.55742784000003,420,,,,,,,,,,,,,
37500,,,,,,0.9402935579419136,180,0.0003,-0.01184424624661915,0.130810546875,71.4505804181099,124.75,0.9532639384269714,307.054416590929,-4.135715067386627,0.012288188,0.2,21.415462493896484
38912,93,19,99.08,220.03135217000002,416,,,,,,,,,,,,,
40000,,,,,,0.9219987690448761,190,0.0003,-0.01074111668713158,0.08916015625,98.94093732833862,128.6,0.9431761503219604,312.15408955812455,-4.096772134304047,0.008479169,0.2,52.152286529541016
40960,99,20,101.94,227.91351075000003,411,,,,,,,,,,,,,
42500,,,,,,0.9365842491388321,200,0.0003,-0.010697421588702127,0.100732421875,74.51153600215912,134.2,0.9379553198814392,318.9454715192318,-4.070597940683365,0.010842254,0.2,25.820375442504883
43008,105,21,105.64,238.22042170999998,407,,,,,,,,,,,,,
45000,,,,,,0.9665309973061085,210,0.0003,-0.01526669270824641,0.11826171875,61.82665261030197,137.15,0.9345070719718933,324.95406609773636,-4.054018281400204,0.011302238,0.2,15.521798133850098
45056,111,22,110.9,253.72006388000005,404,,,,,,,,,,,,,
47104,115,23,116.16,269.33774007,408,0.9018211960792542,220,0.0003,-0.012206951910047791,0.12109375,138.93290613889695,,0.9286396503448486,,-4.043583200871945,0.0108636245,0.2,134.66659545898438
