time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0,50.08528925,4,5.5,4064,22,,,,,,
0,59.3412755,8,6.5,3664,52,,,,,,
0,59.32787166666666,12,6.5,3600,78,,,,,,
0,58.71189,16,6.4375,3430,103,,,,,,
0,53.247125700000005,20,5.85,787,117,0.001,18,-8.478204250335693,47.881693522135414,,
0,49.894357625,24,5.5,544,132,0.001,32,-7.531451940536499,21.599887371063232,,
0,47.49855835714285,28,5.25,435,147,0.001,47,-9.248392581939697,3.990714728832245,,
0,45.441919999999996,32,5.03125,367,161,0.001,62,-9.768543720245361,0.5562469561894735,,
0,43.61852955555556,36,4.833333333333333,331,174,0.001,75,-10.140630722045898,0.5397392908732096,,
0,42.36727425,40,4.7,303,188,0.001,89,-10.335531234741211,0.4543733596801758,,
0,41.334742431818185,44,4.590909090909091,286,202,0.001,102,-10.674669742584229,0.5368364850680033,,
0,40.47605458333333,48,4.5,271,216,0.001,116,-10.838878154754639,0.8074864943822225,,
0,39.754680461538456,52,4.423076923076923,257,230,0.001,131,-10.90152359008789,0.8368047475814819,,
0,39.28480873214286,56,4.375,248,245,0.001,145,-11.356035709381104,0.9961611777544022,,
1,38.87865251666666,60,4.333333333333333,238,260,0.001,160,-11.290601253509521,0.948418065905571,,
1,38.261147625,64,4.265625,231,273,0.001,173,-11.615949630737305,1.1632613738377888,,
1,37.84087277941177,68,4.220588235294118,225,287,0.001,187,-11.178924560546875,1.232530911763509,,
1,37.580024055555555,72,4.194444444444445,219,302,0.001,202,-11.9504714012146,1.3016306559244792,,
1,37.347218947368425,76,4.171052631578948,215,317,0.001,217,-12.104902267456055,1.5244847536087036,,
1,36.9283674,80,4.125,210,330,0.001,231,-12.451555252075195,1.4959204991658528,,
1,36.54953533333333,84,4.083333333333333,208,343,0.001,243,-12.020578384399414,1.5328636169433594,,
1,36.299854124999996,88,4.056818181818182,205,357,0.001,257,-11.992743015289307,1.708468496799469,,
1,35.89079627173913,92,4.010869565217392,202,369,0.001,270,-12.590955257415771,1.7609052658081055,,
1,35.68992901041667,96,3.9895833333333335,200,383,0.001,283,-13.035906791687012,1.9607816934585571,,
2,35.58851356,100,3.98,197,398,0.001,298,-12.735302925109863,2.0141696532567344,,
2,34.82855762,104,3.9,194,412,0.001,312,-12.595589637756348,2.0147093137105307,,
2,33.24513715,108,3.73,192,425,0.001,326,-13.12230920791626,2.2924767335255942,,
2,32.11583448,112,3.61,191,439,0.001,340,-13.055802822113037,2.3759440779685974,,
2,31.169136480000002,116,3.51,189,454,0.001,355,-13.052764415740967,2.1358410120010376,,
2,31.073058790000005,120,3.5,189,467,0.001,367,-13.026322364807129,2.806759754816691,,
2,30.905157589999998,124,3.48,187,480,0.001,381,-13.788722038269043,2.907317797342936,,
2,30.740364529999997,128,3.46,186,493,0.001,394,-13.738211631774902,2.5450985431671143,,
2,30.74226314,132,3.46,185,507,0.001,407,-13.58887004852295,2.274294296900431,,
2,30.825611260000002,136,3.47,184,521,0.001,422,-13.58807373046875,2.664014995098114,,
2,30.822061920000007,140,3.47,183,535,0.001,436,-13.63581895828247,2.8508803844451904,,
3,30.82315503,144,3.47,182,549,0.001,449,-13.795506477355957,3.409539779027303,,
3,30.993118420000002,148,3.49,181,565,0.001,465,-13.7772216796875,3.048264503479004,,
3,30.99123353,152,3.49,179,579,0.001,480,-14.564999103546143,3.0944175124168396,,
3,30.90833791,156,3.48,179,593,0.001,494,-14.34237289428711,2.749461015065511,,
3,30.740916249999994,160,3.46,178,606,0.001,507,-14.215169429779053,2.5976317524909973,,
3,30.825732979999994,164,3.47,177,620,0.001,520,-14.305085182189941,3.390674591064453,,
3,30.907208580000002,168,3.48,177,635,0.001,535,-14.118268013000488,2.7621400952339172,,
3,30.90830784,172,3.48,176,650,0.001,550,-14.398435592651367,3.953396201133728,,
3,30.824598789999996,176,3.47,175,664,0.001,564,-15.465733528137207,3.4342142740885415,,
3,30.82614762,180,3.47,175,677,0.001,577,-15.766587257385254,2.270786682764689,,
3,30.909106500000004,184,3.48,175,691,0.001,591,-15.08177375793457,3.0392203330993652,,
4,30.994027919999997,188,3.49,174,706,0.001,606,-15.45506477355957,3.6451621055603027,,
4,31.162567680000002,192,3.51,173,720,0.001,620,-15.258299827575684,3.156438668568929,,
4,31.159238950000002,196,3.51,172,734,0.001,635,-15.366250038146973,3.1674817403157554,,
4,31.073664429999997,200,3.5,172,748,0.001,649,-14.011719703674316,2.978973865509033,,
4,31.073187109999996,204,3.5,172,762,0.001,662,-15.837119579315186,3.2053887049357095,,
4,31.155392710000005,208,3.51,171,776,0.001,677,-14.279955863952637,3.355380058288574,,
4,30.986602880000007,212,3.49,171,788,0.001,689,-15.639198303222656,3.1491201718648276,,
4,30.900071940000007,216,3.48,171,802,0.001,703,-15.562461376190186,3.772520661354065,,
4,30.980749520000003,220,3.49,170,816,0.001,716,-15.654812812805176,4.013609409332275,,
4,31.15035007,224,3.51,170,831,0.001,732,-16.22894287109375,3.4994618892669678,,
4,31.31640058,228,3.53,169,846,0.001,747,-15.338232040405273,4.09907865524292,,
5,31.314541019999997,232,3.53,168,860,0.001,761,-16.410727500915527,3.6036421060562134,,
5,31.147129539999995,236,3.51,168,872,0.001,773,-15.818412780761719,4.244173447291057,,
5,31.14945104,240,3.51,168,886,0.001,787,-16.72246265411377,3.8595558404922485,,
5,31.233699299999998,244,3.52,168,901,0.001,801,-16.352399826049805,3.599986433982849,,
5,31.148857540000005,248,3.51,167,916,0.001,817,-16.40581178665161,3.5407618284225464,,
5,31.318641219999996,252,3.53,167,932,0.001,832,-17.038552284240723,4.92593789100647,,
5,31.149485320000004,256,3.51,167,944,0.001,845,-17.306167602539062,2.7549148400624595,,
5,31.231479560000004,260,3.52,167,958,0.001,858,-17.479472160339355,3.564460813999176,,
5,31.228022480000003,264,3.52,167,972,0.001,872,-17.197622299194336,3.126172145207723,,
