time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
4,-106.08071320000002,481,2048,1,101.0,,,,,,,,,,,,,
10,-108.14785546153848,392,4096,2,103.66666666666667,0.991629421710968,0.011310812,-11.311165329813957,0.0003,194.20975408554077,0.2,0.1236328125,-0.006616473197937012,-0.025382501885178498,10,50.13758087158203,,
,,,5000,,,0.9880547523498535,0.0127616,-11.271372911334037,0.0003,110.82897630929946,0.2,0.118603515625,0.012361109256744385,-0.028952673519961537,20,22.610515594482422,1000.0,991.6408498854901
37,-145.51876109302327,163,6144,3,142.1860465116279,,,,,,,,,,,,,
45,-145.51324609615386,178,8192,4,143.28846153846155,0.9728711247444153,0.010307986,-11.198579609394073,0.0003,110.80682263374328,0.2,0.0765625,0.012317121028900146,-0.022731070703594015,30,18.619749069213867,,
,,,10000,,,0.9670283794403076,0.01251958,-11.107751309871674,0.0003,114.10008860826493,0.2,0.119189453125,0.009496688842773438,-0.02866224789759144,40,42.21405029296875,1000.0,951.5520797243341
70,-140.75350475714288,144,10240,5,137.72857142857143,,,,,,,,,,,,,
78,-131.32762116853934,155,12288,6,128.1685393258427,0.9580961465835571,0.012909155,-11.043820768594742,0.0003,135.15596523284913,0.2,0.158056640625,0.02199023962020874,-0.03855167719448218,50,63.0794563293457,,
86,-143.45844515306123,165,14336,7,139.8265306122449,0.9469516277313232,0.011375183,-10.957299047708512,0.0003,153.34205935001373,0.2,0.123095703125,0.0729069709777832,-0.033123910491121934,60,88.20803833007812,,
,,,15000,,,0.9373487234115601,0.013653541,-10.87157109081745,0.0003,108.08121464252471,0.2,0.148681640625,0.11375659704208374,-0.032693121442571284,70,23.490751266479492,1000.0,915.5729860387743
110,-150.24893424,148,16384,8,148.38,,,,,,,,,,,,,
118,-161.70633821000004,154,18432,9,159.39,0.9324613213539124,0.012869682,-10.809705346822739,0.0003,126.78335622549056,0.2,0.127490234375,0.10294395685195923,-0.033539986613322983,80,39.63850021362305,,
,,,20000,,,0.921409010887146,0.013440088,-10.738647016882897,0.0003,126.43162562847138,0.2,0.145263671875,0.14059287309646606,-0.03684450834407471,90,48.53815460205078,1000.0,889.1037415837869
145,-176.65039344999997,140,20480,10,175.99,,,,,,,,,,,,,
152,-129.74715987,147,22528,11,130.6,0.909860372543335,0.012032993,-10.638599291443825,0.0003,106.64829139709472,0.2,0.139208984375,0.20043927431106567,-0.03480432564683724,100,39.016380310058594,,
160,-128.00607544000002,152,24576,12,131.68,0.9037246108055115,0.010675248,-10.565559089183807,0.0003,244.38868527412416,0.2,0.10087890625,0.14469754695892334,-0.031092848617117853,110,99.83769226074219,,
,,,25000,,,0.8955726623535156,0.010721287,-10.501103872060776,0.0003,232.12362790107727,0.2,0.105615234375,0.2122078537940979,-0.03112825823191088,120,128.7422637939453,1000.0,851.2377121214973
187,-116.07500013999997,142,26624,13,121.57,,,,,,,,,,,,,
195,-97.73591968999999,146,28672,14,105.64,0.8901642560958862,0.013175679,-10.442583248019218,0.0003,78.02278442978859,0.2,0.141552734375,0.3864879608154297,-0.03627562817709986,130,14.777624130249023,,
,,,30000,,,0.8858729600906372,0.010705335,-10.400812149047852,0.0003,152.81747558116913,0.2,0.112353515625,0.4555746912956238,-0.03194236091803759,140,58.53264236450195,1000.0,812.7319917239278
220,-89.41248244,139,30720,15,97.71,,,,,,,,,,,,,
230,-87.70573482,142,32768,16,96.86,0.8802826404571533,0.011768223,-10.351806777715684,0.0003,141.8878114461899,0.2,0.112744140625,0.48187392950057983,-0.031048997974721715,150,52.51588821411133,,
238,-78.48114498999999,146,34816,17,88.33,0.8740795254707336,0.011983893,-10.298065334558487,0.0003,151.5232656955719,0.2,0.1244140625,0.5670593976974487,-0.0337101427023299,160,56.329952239990234,,
,,,35000,,,0.8712673187255859,0.010365148,-10.261085426807403,0.0003,230.66923480033876,0.2,0.10673828125,0.11445736885070801,-0.031548947360715826,170,94.65141296386719,948.6,792.6027010809433
263,-57.88925569,139,36864,18,63.36,,,,,,,,,,,,,
271,-74.23733969999998,143,38912,19,82.71,0.8665415048599243,0.01062716,-10.223813897371292,0.0003,167.0451195001602,0.2,0.113818359375,0.4829801917076111,-0.03385447394102812,180,65.73397064208984,,
,,,40000,,,0.8583664894104004,0.0213085,-10.154902172088622,0.0003,27.195486257970334,0.2,0.239697265625,0.5640766024589539,-0.04244013974675909,190,9.88284969329834,1000.0,781.1945504670002
299,-89.4885325,136,40960,20,102.82,,,,,,,,,,,,,
307,-86.76020217999998,139,43008,21,100.29,0.8503844738006592,0.01482247,-10.081716227531434,0.0003,66.62625428438187,0.2,0.1734375,0.678100049495697,-0.03810871491441503,200,35.8339958190918,,
,,,45000,,,0.8456487655639648,0.0095643215,-10.027119395136832,0.0003,144.71173038482667,0.2,0.098876953125,0.6321170926094055,-0.02877746530866716,210,69.61692810058594,918.3,733.8963607457299
334,-89.33443523,134,45056,22,104.88,,,,,,,,,,,,,
342,-86.41479946999998,137,47104,23,103.86,0.8371118903160095,0.010202462,-9.963356575369835,0.0003,116.9417743563652,0.2,0.10390625,0.7606213837862015,-0.033424798492342235,220,49.56188201904297,,
349,-86.38391767000002,140,49152,24,103.65,0.8304879069328308,0.01062504,-9.889110949635505,0.0003,98.0978248000145,0.2,0.120361328125,0.8096258342266083,-0.03421285368676763,230,40.03946304321289,,
