rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
3.5,0,4,5181,3.5,14,,,,,,
3.75,0,8,5561,3.75,30,,,,,,
6.0,0,12,6466,6.0,72,,,,,,
5.75,0,16,6516,5.75,92,,,,,,
5.4,0,20,1360,5.4,108,0.001,10,-0.8756047487258911,0.13027205069859824,,
5.0,0,24,770,5.0,120,0.001,22,-1.0306465029716492,0.021721675371130306,,
4.714285714285714,0,28,569,4.714285714285714,132,0.001,34,-0.9837991297245026,0.009121079929172993,,
4.5,0,32,467,4.5,144,0.001,46,-1.0690339803695679,0.005423147464171052,,
4.333333333333333,0,36,406,4.333333333333333,156,0.001,58,-1.1068867444992065,0.003860582752774159,,
4.2,0,40,365,4.2,168,0.001,70,-1.1293867230415344,0.003890467807650566,,
4.090909090909091,0,44,335,4.090909090909091,180,0.001,82,-1.1692808270454407,0.005111816028753917,,
4.0,0,48,313,4.0,192,0.001,94,-1.2062802910804749,0.0045636532207330065,,
3.923076923076923,0,52,293,3.923076923076923,204,0.001,106,-1.213539183139801,0.005270229807744424,,
3.857142857142857,0,56,279,3.857142857142857,216,0.001,118,-1.2289994955062866,0.007212800284226735,,
3.8,0,60,268,3.8,228,0.001,130,-1.2807813882827759,0.0068738834622005624,,
3.75,0,64,259,3.75,240,0.001,142,-1.302522361278534,0.008006937180956205,,
3.7058823529411766,0,68,252,3.7058823529411766,252,0.001,154,-1.287232518196106,0.006881640292704105,,
3.6666666666666665,1,72,245,3.6666666666666665,264,0.001,166,-1.3359288573265076,0.007366605879118045,,
3.6315789473684212,1,76,238,3.6315789473684212,276,0.001,178,-1.3028643131256104,0.009145688576002916,,
3.6,1,80,233,3.6,288,0.001,190,-1.3293121457099915,0.008837756390372912,,
3.5714285714285716,1,84,229,3.5714285714285716,300,0.001,202,-1.3522762060165405,0.011486829568942388,,
3.5454545454545454,1,88,225,3.5454545454545454,312,0.001,214,-1.3320991396903992,0.01182644193371137,,
3.5217391304347827,1,92,222,3.5217391304347827,324,0.001,226,-1.3614052534103394,0.006628930103033781,,
3.5,1,96,218,3.5,336,0.001,238,-1.4075536727905273,0.011711652701099714,,
3.48,1,100,216,3.48,348,0.001,250,-1.3822113275527954,0.0056039343277613325,,
3.46,1,104,212,3.46,360,0.001,262,-1.41219824552536,0.006097978369022409,,
3.42,1,108,210,3.42,372,0.001,274,-1.40692800283432,0.008672403326878944,,
3.12,1,112,208,3.12,384,0.001,286,-1.4334070682525635,0.004501575604081154,,
3.04,1,116,206,3.04,396,0.001,298,-1.456821620464325,0.009181183452407518,,
