time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,119.01246499999999,96,24.0,0,2179,,,,,,
8,95.08891249999999,158,19.75,0,524,8.172670141855876,47,-4.71166958127703,0.001,,
12,120.206123,298,24.833333333333332,0,303,2.9421858751412593,170,-6.5540092973148125,0.001,,
16,130.21361706250002,429,26.8125,1,256,3.4643266376327064,301,-8.11908587287454,0.001,,
20,135.90746425000003,556,27.8,2,240,3.6878247376411193,428,-9.777945160865784,0.001,,
24,139.062946625,681,28.375,2,231,1.355162613093853,555,-11.333561301231384,0.001,,
28,141.49062507142858,807,28.821428571428573,3,225,3.063247803485755,680,-12.679180145263672,0.001,,
32,143.15716840624998,932,29.125,4,221,2.2382590328493426,805,-13.934618441263835,0.001,,
36,144.97239311111107,1060,29.444444444444443,4,218,1.9409412037242542,932,-15.493680785684024,0.001,,
40,146.593460125,1190,29.75,5,215,3.258627664658331,1059,-16.672184244791666,0.001,,
44,147.39354054545456,1315,29.886363636363637,6,212,1.9345566133658092,1188,-17.664249165852866,0.001,,
48,148.28736604166667,1442,30.041666666666668,6,209,1.12747005186975,1314,-19.046957850456238,0.001,,
52,148.69905475,1565,30.096153846153847,7,207,1.5622982223828634,1437,-19.9349489847819,0.001,,
56,149.78030423214287,1696,30.285714285714285,8,206,1.3440905565565282,1568,-21.053549710442038,0.001,,
60,150.04394833333336,1820,30.333333333333332,8,205,1.3104834351046333,1693,-22.413465363638743,0.001,,
64,150.31554518750002,1946,30.40625,9,204,1.4080929419686716,1817,-23.662957000732423,0.001,,
68,151.0792868382353,2077,30.544117647058822,10,202,1.2500044852495193,1949,-25.096954464912415,0.001,,
72,151.67529804166668,2207,30.65277777777778,10,201,1.1902192370458082,2078,-25.589444889741785,0.001,,
76,151.9835039868421,2334,30.710526315789473,11,200,1.4457363370926148,2206,-26.904895782470703,0.001,,
80,152.22319475,2460,30.75,12,200,0.8755116192623973,2332,-28.14121162891388,0.001,,
84,152.45131914285716,2586,30.785714285714285,12,199,0.9077304508537054,2459,-29.390395641326904,0.001,,
88,152.71291435227275,2713,30.829545454545453,13,199,0.975250651759486,2583,-30.195472081502277,0.001,,
92,152.9842949021739,2843,30.902173913043477,14,198,1.7171841317957097,2716,-31.58746764239143,0.001,,
96,153.35458820833335,2973,30.96875,15,198,1.2496138901421519,2844,-32.2633939630845,0.001,,
100,153.34058846000002,3098,30.98,15,197,1.9155609508355458,2970,-33.81430803934733,0.001,,
104,154.33429789,3216,31.2,16,196,2.7117154200871787,3091,-34.01891225179036,0.001,,
108,157.11090975000002,3333,31.75,16,196,2.443493617432458,3209,-34.98387581961496,0.001,,
112,155.63888537,3445,31.47,17,196,1.3707818742151614,3320,-35.552574157714844,0.001,,
116,154.57972646,3557,31.28,18,195,1.6451642759915055,3434,-36.554972076416014,0.001,,
120,153.78994752,3672,31.16,18,196,1.4557240153181141,3548,-37.13947296142578,0.001,,
124,152.93774215999997,3784,31.03,19,196,1.4387731701135635,3660,-37.61402130126953,0.001,,
128,152.24507301,3899,30.92,19,196,0.9386693643672126,3774,-38.803886958530974,0.001,,
132,151.28951769000003,4009,30.77,20,196,1.224798641034535,3886,-39.446347100394114,0.001,,
136,150.35438104,4122,30.62,21,196,1.376927751081961,3997,-40.40274752103365,0.001,,
140,149.30298825,4235,30.45,21,196,0.8957125161375318,4111,-40.31579916817801,0.001,,
144,148.59915593000002,4350,30.35,22,196,0.8495376253950184,4225,-41.45732470921108,0.001,,
148,147.82244027999997,4465,30.23,22,195,1.2138506996220555,4342,-42.65323028564453,0.001,,
152,147.21585886,4581,30.16,23,195,1.7602765046317002,4456,-42.80079701741536,0.001,,
156,146.25536259,4697,30.01,24,195,1.3782667219638824,4572,-44.135100809733075,0.001,,
160,145.62569133,4812,29.92,24,195,1.4925193468729654,4688,-43.94582722981771,0.001,,
164,144.99439056999998,4929,29.83,25,195,1.3994039852043678,4803,-45.75268718174526,0.001,,
,,5000,,,,1.8202817373805575,4890,-47.18585123334612,0.001,28.75,137.5756704967469
168,143.95766873999997,5043,29.66,26,190,1.464404739182571,4919,-46.34038570949009,0.001,,
172,143.011795,5158,29.51,27,190,1.5232797754662377,5032,-47.112566811697825,0.001,,
176,142.28327735,5273,29.39,27,189,1.4294512612479073,5149,-46.92637743268694,0.001,,
180,141.51848212000002,5388,29.28,28,189,1.2675139945128868,5265,-48.07327488490513,0.001,,
184,140.57528629,5500,29.14,28,189,0.8569973568831172,5375,-47.80520057678223,0.001,,
188,139.75134599999998,5614,29.01,29,189,1.450153297185898,5491,-49.4997922261556,0.001,,
192,138.86693042000002,5729,28.86,30,189,1.5588959969323257,5603,-49.37339864458357,0.001,,
196,137.74572613,5841,28.68,30,189,3.536877223423549,5716,-50.914886202131,0.001,,
200,137.08879441,5955,28.57,31,189,3.764691936118262,5832,-51.11559159415109,0.001,,
204,136.86889902,6070,28.54,32,189,1.8466199891907829,5944,-51.393898827689036,0.001,,
208,136.89992354,6187,28.54,32,188,1.5866572479406993,6063,-52.70656178792318,0.001,,
212,136.80823692,6298,28.53,33,188,1.2211350979549545,6175,-53.06644766671317,0.001,,
216,136.99084666000002,6413,28.56,34,188,1.5620607918706433,6289,-53.46981184823172,0.001,,
220,136.96156683,6527,28.55,34,188,1.215729655964034,6401,-54.51122311183384,0.001,,
224,137.1148387,6642,28.58,35,188,1.568439531326294,6517,-53.68347269694011,0.001,,
228,137.04108255,6756,28.57,35,188,1.0942441800545002,6631,-54.41382081168039,0.001,,
232,137.39698701,6872,28.63,36,188,1.9496624251206716,6747,-53.92176310221354,0.001,,
236,137.50006484000002,6987,28.65,37,188,1.2286526560783386,6862,-56.144734700520836,0.001,,
240,137.48324303,7100,28.65,37,188,1.5117222943476267,6977,-55.756957462855745,0.001,,
244,137.57703962,7217,28.67,38,188,1.5519166588783264,7091,-56.376291275024414,0.001,,
248,137.43700625000002,7330,28.65,38,188,1.503389596939087,7206,-58.25540517171224,0.001,,
252,137.36540002,7444,28.63,39,188,1.3629632613488607,7320,-57.84306880405971,0.001,,
256,137.02250177000002,7554,28.57,40,188,1.6732089796236582,7430,-57.50774410792759,0.001,,
260,136.9868194,7668,28.56,40,187,1.7357242746012551,7544,-58.20774296351841,0.001,,
264,136.70370717999998,7779,28.5,41,187,1.5347479156085424,7657,-57.57365526471819,0.001,,
268,136.55490756999998,7891,28.48,42,187,1.4615285948470786,7767,-59.63027132474459,0.001,,
272,136.50749631,8005,28.47,42,187,1.7344554477724536,7880,-59.342840830485024,0.001,,
276,136.44417359,8119,28.46,43,187,1.7206924676895141,7996,-59.72361373901367,0.001,,
280,136.62739761999998,8236,28.48,43,187,1.5380636645214898,8110,-60.557778767177034,0.001,,
284,136.68601949,8349,28.49,44,187,1.1318753681012563,8224,-60.60626138959612,0.001,,
288,136.92264121,8469,28.55,45,187,2.395449765797319,8343,-60.66281645638602,0.001,,
292,136.84148433000001,8581,28.52,45,187,2.1739781766102233,8457,-61.204535893031526,0.001,,
