time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,0,23,5.75,42.11738775,2507,,,,,,
8,0,46,5.75,42.112193,2805,,,,,,
12,0,67,5.583333333333333,40.63835533333333,2932,,,,,,
16,0,96,6.0,44.548185437499995,3220,,,,,,
20,0,117,5.85,43.172355749999994,847,-6.313210487365723,0.001,74.41387271881104,13,,
24,0,132,5.5,39.839367625,506,-6.815056085586548,0.001,36.37857309977213,28,,
28,0,145,5.178571428571429,36.860597178571425,405,-8.645146369934082,0.001,24.264867146809895,41,,
32,0,159,4.96875,34.890403250000006,343,-8.19970417022705,0.001,13.998705546061197,55,,
36,0,175,4.861111111111111,33.8134455,293,-7.4920127391815186,0.001,15.191359043121338,71,,
40,0,189,4.725,32.5392138,268,-7.711292743682861,0.001,14.345516522725424,85,,
44,0,203,4.613636363636363,31.501132340909088,248,-8.65032958984375,0.001,8.846536636352539,100,,
48,0,218,4.541666666666667,30.8067093125,235,-8.105923414230347,0.001,14.225131034851074,115,,
52,1,231,4.4423076923076925,29.89262476923077,226,-7.4437830448150635,0.001,10.584433317184448,128,,
56,1,245,4.375,29.257885500000004,217,-7.481157302856445,0.001,12.69232209523519,141,,
60,1,259,4.316666666666666,28.711599383333336,206,-8.082419633865356,0.001,10.663567543029785,156,,
64,1,274,4.28125,28.364759218750002,199,-8.188984394073486,0.001,13.111146450042725,170,,
68,1,290,4.264705882352941,28.18003757352941,192,-7.7427685260772705,0.001,9.92004120349884,186,,
72,1,304,4.222222222222222,27.783966375,186,-7.476929187774658,0.001,9.456840833028158,200,,
76,1,320,4.2105263157894735,27.652522236842106,179,-7.555806636810303,0.001,10.081069946289062,216,,
80,1,332,4.15,27.116270725,174,-8.622359275817871,0.001,8.884427388509115,229,,
84,2,347,4.130952380952381,26.92550146428571,169,-7.715109825134277,0.001,12.195693731307983,243,,
88,2,363,4.125,26.849304625000002,166,-7.50404953956604,0.001,10.25527572631836,259,,
92,2,377,4.0978260869565215,26.598152717391308,164,-8.639740943908691,0.001,7.721950213114421,273,,
96,2,392,4.083333333333333,26.457355822916668,162,-7.262169599533081,0.001,11.026273091634115,288,,
100,2,405,4.05,26.15834621,160,-8.82879114151001,0.001,8.073376337687174,302,,
104,2,419,3.96,25.313736470000002,159,-7.365127801895142,0.001,13.155892690022787,316,,
108,2,432,3.86,24.390382090000003,158,-8.303464889526367,0.001,10.219132741292318,329,,
112,2,447,3.8,23.80814123,157,-8.082650184631348,0.001,8.901774168014526,344,,
