time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
2048,1,106.10102923333335,22.6,3,656,,,,,,,,,,,,,
4096,2,113.00635186,24.04,7,558,0.2,-24.153833466768265,1.0022430419921875,0.021589383,10,-0.0011899471282958984,0.2458984375,1416.0763368606567,501.3983154296875,-0.06525024403526913,0.0003,,
5000,,,,,,0.2,-24.169405621290206,1.002927303314209,0.023788527,20,0.013485610485076904,0.264453125,1199.327198600769,516.2340087890625,-0.0724960821098648,0.0003,185.64508397579192,39.15
6144,3,115.34873575000002,24.6,12,484,,,,,,,,,,,,,
8192,4,109.94370044000001,23.35,16,482,0.2,-24.16099696159363,1.0016227960586548,0.027998377,30,0.01137685775756836,0.321923828125,1076.6472934722901,495.75445556640625,-0.08261757376603782,0.0003,,
10000,,,,,,0.2,-24.132339322566985,0.9990613460540771,0.032285728,40,0.0035288333892822266,0.360205078125,847.2565134048461,361.9363098144531,-0.08779637606057804,0.0003,405.86294444231316,83.5
10240,5,111.57796492999998,23.62,23,438,,,,,,,,,,,,,
12288,6,115.30057814,24.69,27,442,0.2,-24.102029353380203,0.9977580904960632,0.03669905,50,0.0128096342086792,0.39267578125,850.1777111053467,385.0118408203125,-0.08974787791667041,0.0003,,
14336,7,119.58545059999999,25.69,32,447,0.2,-24.071312379837035,0.9960396885871887,0.037974574,60,0.014612317085266113,0.40048828125,845.2836618423462,409.1995849609375,-0.09233256515290122,0.0003,,
15000,,,,,,0.2,-24.01244198679924,0.9921588897705078,0.035500895,70,0.02606445550918579,0.367431640625,925.2549200057983,409.6421203613281,-0.08621852017822676,0.0003,305.20398674458266,60.7
16384,8,124.03809681000001,26.44,37,432,,,,,,,,,,,,,
18432,9,130.35338697,27.77,42,436,0.2,-24.00553857088089,0.9939533472061157,0.027764251,80,0.04271221160888672,0.29599609375,893.4245311737061,459.5085144042969,-0.07998527023009956,0.0003,,
20000,,,,,,0.2,-24.006533455848693,0.9928631782531738,0.022896059,90,0.06613820791244507,0.238134765625,1044.8243978500366,533.5211181640625,-0.07241084613488055,0.0003,441.6190252304077,91.15
20480,10,127.37534275999997,27.55,48,420,,,,,,,,,,,,,
22528,11,123.02094953999999,26.56,53,423,0.2,-23.984672445058823,0.9914891719818115,0.019948944,100,0.06613075733184814,0.21142578125,945.1808504104614,462.7400207519531,-0.0716701764438767,0.0003,,
24576,12,129.09015082,27.74,57,428,0.2,-23.971973919868468,0.9912764430046082,0.017754423,110,0.19428294897079468,0.171826171875,743.0915364265442,282.1661682128906,-0.0634317726478912,0.0003,,
25000,,,,,,0.2,-23.968666285276413,0.9910987615585327,0.017040674,120,0.2804635763168335,0.166943359375,798.0161262512207,469.60882568359375,-0.06284549242409412,0.0003,471.5005150269717,100.9
26624,13,143.39235434,30.56,64,414,,,,,,,,,,,,,
28672,14,141.63892499,30.36,68,418,0.2,-23.960026437044142,0.9901055693626404,0.0167713,130,0.3028162121772766,0.1595703125,922.112583732605,423.30291748046875,-0.06082990399445407,0.0003,,
30000,,,,,,0.2,-23.938884353637697,0.989175021648407,0.018450174,140,0.35087841749191284,0.174560546875,834.8091737747193,339.6446838378906,-0.06414862493402325,0.0003,156.32768832445146,32.5
30720,15,148.56360681,31.82,73,417,,,,,,,,,,,,,
32768,16,151.90013985,32.06,77,420,0.2,-23.934597450494767,0.9888985753059387,0.017802024,150,0.3608154058456421,0.159814453125,890.1626342773437,359.0212097167969,-0.05873986207298003,0.0003,,
34816,17,153.68997268,32.76,82,423,0.2,-23.92263838648796,0.9879394769668579,0.0171008,160,0.38509172201156616,0.16201171875,860.7080229759216,339.5414733886719,-0.05834709507762455,0.0003,,
35000,,,,,,0.2,-23.904694902896882,0.9868947267532349,0.01659306,170,0.3662382960319519,0.141845703125,968.3695812225342,457.68487548828125,-0.05611100133683067,0.0003,285.14958845078945,66.05
36864,18,163.82638849,35.23,88,418,,,,,,,,,,,,,
38912,19,165.00569721,35.59,92,419,0.2,-23.884537142515182,0.9857310056686401,0.019318104,180,0.37184619903564453,0.16845703125,935.3869409561157,345.2632751464844,-0.05997411036514677,0.0003,,
40000,,,,,,0.2,-23.861299282312395,0.9844769835472107,0.019263664,190,0.41436660289764404,0.171484375,904.5896167755127,421.2361755371094,-0.05987495162698906,0.0003,522.1653512198478,106.8
40960,20,164.49744289000003,35.31,99,411,,,,,,,,,,,,,
43008,21,179.77123511999994,38.88,104,413,0.2,-23.8394861638546,0.983058512210846,0.022362247,200,0.4277438521385193,0.19716796875,950.5707729339599,421.0520935058594,-0.06343537170905619,0.0003,,
45000,,,,,,0.2,-23.810281360149382,0.9810062646865845,0.017297056,210,0.34006667137145996,0.156982421875,1104.5841930389404,532.7482299804688,-0.056103730073664336,0.0003,406.62674642801284,86.15
45056,22,190.26809347000003,40.74,110,408,,,,,,,,,,,,,
47104,23,193.01208086000005,40.97,114,409,0.2,-23.772687166929245,0.9790206551551819,0.024464926,220,0.39387714862823486,0.219384765625,1055.6697305679322,436.2972412109375,-0.06668326658545994,0.0003,,
49152,24,192.37159119999995,40.77,119,411,0.2,-23.737978506088258,0.9767679572105408,0.01975606,230,0.3805304765701294,0.16484375,1137.1615674972534,595.3518676757812,-0.058803530380828306,0.0003,,
50000,,,,,,0.2,-23.689975649118423,0.9737223386764526,0.022253817,240,0.4204356074333191,0.206689453125,1083.3283094406129,556.0048217773438,-0.06261136251559947,0.0003,463.7237522423267,91.1
51200,25,205.51785854999997,43.48,126,406,,,,,,,,,,,,,
53248,26,217.00339242999996,45.94,130,407,0.2,-23.644178116321562,0.971664309501648,0.022889204,250,0.42784786224365234,0.219970703125,1156.0914337158204,519.5838012695312,-0.06665330760879443,0.0003,,
55000,,,,,,0.2,-23.619082587957383,0.971047580242157,0.024916789,260,0.41692835092544556,0.230712890625,1258.302970314026,637.7835083007812,-0.0646578303334536,0.0003,385.7889332175255,84.35
55296,27,219.54419899999996,46.25,137,401,,,,,,,,,,,,,
57344,28,225.75595097,47.8,142,402,0.2,-23.61246050596237,0.9703699946403503,0.02335884,270,0.464296817779541,0.1982421875,1051.2247192382813,488.0354309082031,-0.06152328613970894,0.0003,,
59392,29,238.96884057000003,50.42,147,404,0.2,-23.60005788207054,0.9699698090553284,0.020120336,280,0.46034663915634155,0.174462890625,1160.8326890945434,508.5559387207031,-0.05784745388664305,0.0003,,
60000,,,,,,0.2,-23.59135782122612,0.9695234894752502,0.022758856,290,0.4803094267845154,0.202587890625,1178.6249753952027,565.1926879882812,-0.060770779056474565,0.0003,325.91631825566293,62.95
61440,30,243.60763406,51.19,153,399,,,,,,,,,,,,,
63488,31,229.78650327000003,48.32,158,399,0.2,-23.58427827954292,0.9688294529914856,0.022385065,300,0.5184849202632904,0.214013671875,1076.4980735778809,608.9690551757812,-0.06245555012428668,0.0003,,
