time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0,56.72317675000001,4,6.25,3215,25,,,,,,
0,56.790667375000005,8,6.25,3602,50,,,,,,
0,60.697753500000005,12,6.666666666666667,3909,80,,,,,,
0,57.985579875,16,6.375,3880,102,,,,,,
0,53.973351449999996,20,5.95,721,119,0.001,18,-9.286574840545654,40.4874906539917,,
0,50.16506604166667,24,5.541666666666667,481,133,0.001,33,-7.430107116699219,17.068381309509277,,
0,47.435260535714285,28,5.25,387,147,0.001,46,-9.33732271194458,4.798173348108928,,
0,45.1373248125,32,5.0,317,160,0.001,60,-9.776003360748291,1.051151434580485,,
0,43.804864055555555,36,4.861111111111111,280,175,0.001,74,-10.064544677734375,0.6717076301574707,,
0,42.942001625,40,4.775,254,191,0.001,90,-10.201111316680908,0.4602646455168724,,
0,41.67037161363636,44,4.636363636363637,236,204,0.001,104,-10.425595760345459,0.552713950475057,,
0,40.9568531875,48,4.5625,225,219,0.001,118,-10.605973243713379,0.49379490315914154,,
1,40.03546657692308,52,4.461538461538462,214,232,0.001,132,-10.628316402435303,0.8103043437004089,,
1,39.544045696428576,56,4.410714285714286,205,247,0.001,146,-10.812429428100586,0.8652079999446869,,
1,38.97969278333334,60,4.35,199,261,0.001,161,-11.055774688720703,0.9339153170585632,,
1,38.483191453125,64,4.296875,194,275,0.001,175,-10.62162971496582,0.884117046991984,,
1,37.925217514705885,68,4.235294117647059,188,288,0.001,188,-11.248346328735352,0.8512939661741257,,
1,37.66176209722222,72,4.208333333333333,186,303,0.001,202,-11.240716934204102,1.0710235089063644,,
1,37.314959697368415,76,4.171052631578948,182,317,0.001,216,-11.543999671936035,1.1939844191074371,,
1,36.9000139125,80,4.125,179,330,0.001,230,-11.740055084228516,1.2644741932551067,,
1,36.62272908333334,84,4.095238095238095,177,344,0.001,244,-11.58000898361206,1.1999197751283646,,
2,36.46242518181818,88,4.079545454545454,175,359,0.001,258,-11.655356884002686,1.359538475672404,,
2,36.2281167173913,92,4.054347826086956,173,373,0.001,273,-11.918338775634766,1.4848504861195881,,
2,35.927922322916665,96,4.020833333333333,171,386,0.001,286,-11.987392902374268,1.5519627730051677,,
2,35.73470284,100,4.0,170,400,0.001,300,-12.164510250091553,1.577147901058197,,
2,34.87513283,104,3.91,168,416,0.001,315,-11.968817710876465,1.8761383593082428,,
2,33.927628170000006,108,3.81,166,431,0.001,330,-12.278356075286865,2.1103338301181793,,
2,32.512426170000005,112,3.66,165,446,0.001,346,-12.05885648727417,1.8898597061634064,,
2,31.84562786,116,3.59,164,461,0.001,360,-12.810554027557373,2.1588314175605774,,
2,31.488039060000002,120,3.55,163,474,0.001,374,-12.918360233306885,1.827393372853597,,
2,31.487070520000003,124,3.55,163,488,0.001,387,-12.775816917419434,2.2091449896494546,,
3,31.40476767,128,3.54,162,501,0.001,401,-12.99217700958252,2.2076598405838013,,
3,31.3181472,132,3.53,161,513,0.001,413,-13.180667877197266,1.908851186434428,,
3,31.236997239999997,136,3.52,160,527,0.001,426,-12.756351470947266,2.8112905025482178,,
3,31.073860320000005,140,3.5,160,541,0.001,440,-13.675154209136963,1.9512796700000763,,
3,31.15824553,144,3.51,159,555,0.001,455,-13.360376358032227,2.382274945576986,,
3,31.07302467,148,3.5,158,569,0.001,469,-13.413463115692139,2.3237069249153137,,
3,31.2388735,152,3.52,158,584,0.001,483,-13.941875457763672,2.99900484085083,,
3,31.154761860000004,156,3.51,157,598,0.001,497,-14.117515563964844,2.5387117862701416,,
3,31.153247610000005,160,3.51,156,612,0.001,511,-14.007619857788086,3.151635229587555,,
4,31.070582849999997,164,3.5,155,625,0.001,525,-13.6858491897583,2.5947243372599282,,
4,31.070074610000002,168,3.5,154,638,0.001,538,-13.781496047973633,2.366180737813314,,
4,30.901164200000007,172,3.48,153,651,0.001,550,-14.126611232757568,3.05478302637736,,
4,30.98510706,176,3.49,153,666,0.001,565,-14.386926174163818,3.2171316742897034,,
4,31.06846845,180,3.5,151,680,0.001,580,-14.083645343780518,2.518704652786255,,
4,31.234468400000004,184,3.52,151,696,0.001,595,-14.56187391281128,2.9164251685142517,,
4,31.15215553,188,3.51,150,710,0.001,610,-14.778660774230957,3.2095702489217124,,
4,31.070883290000005,192,3.5,149,723,0.001,623,-14.59089183807373,2.969998598098755,,
4,31.06931708,196,3.5,149,736,0.001,636,-15.06573486328125,3.5206790765126548,,
5,31.151874140000004,200,3.51,148,751,0.001,650,-14.243450164794922,3.8833069801330566,,
5,30.985871239999998,204,3.49,148,765,0.001,665,-14.851719856262207,6.157098293304443,,
5,30.90164397,208,3.48,147,779,0.001,679,-15.46829605102539,3.763493537902832,,
5,30.90433793,212,3.48,147,794,0.001,693,-14.402894020080566,3.6864172220230103,,
5,30.9052916,216,3.48,146,809,0.001,708,-14.763454914093018,3.5833030939102173,,
5,31.153100059999996,220,3.51,146,825,0.001,724,-14.617907047271729,3.376219928264618,,
5,31.152001839999997,224,3.51,146,839,0.001,739,-15.748185157775879,3.034695784250895,,
5,31.316860350000006,228,3.53,146,854,0.001,753,-15.649966716766357,3.0452482104301453,,
5,31.56715459,232,3.56,146,869,0.001,769,-15.87582540512085,3.043216109275818,,
6,31.482601660000004,236,3.55,146,882,0.001,782,-15.290316581726074,3.804976145426432,,
6,31.398063850000003,240,3.54,146,895,0.001,795,-15.834803581237793,3.9054994583129883,,
6,31.315236329999994,244,3.53,146,908,0.001,808,-16.052875995635986,3.1021280884742737,,
6,31.317361779999995,248,3.53,146,922,0.001,822,-16.397393226623535,4.215541362762451,,
6,31.40409355,252,3.54,145,938,0.001,837,-16.506207942962646,3.7069427967071533,,
6,31.319556930000005,256,3.53,145,951,0.001,851,-16.42483139038086,3.1147388219833374,,
6,31.23640788999999,260,3.52,144,964,0.001,864,-16.590534210205078,3.2747042179107666,,
6,31.48703653,264,3.55,144,980,0.001,879,-16.333721160888672,3.619487762451172,,
6,31.4860948,268,3.55,144,993,0.001,893,-16.62582778930664,3.948695123195648,,
,,,,,1000,0.001,899,-16.772340774536133,4.0620027383168535,31.044713973999023,3.5
7,31.653795980000005,272,3.57,143,1008,0.001,907,-16.788780212402344,3.6807034015655518,,
7,31.569277590000006,276,3.56,143,1022,0.001,922,-16.194928646087646,4.156349062919617,,
7,31.652787430000004,280,3.57,143,1037,0.001,936,-17.404906272888184,4.397922833760579,,
7,31.57026514,284,3.56,143,1052,0.001,951,-17.24006462097168,3.316819667816162,,
7,31.486802139999998,288,3.55,142,1065,0.001,965,-16.9576416015625,3.8079605102539062,,
7,31.485259590000002,292,3.55,142,1078,0.001,977,-17.528488159179688,4.2137406667073565,,
