time/episodes,time/fps,train/n_updates,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,eval/mean_ep_length,eval/mean_reward
8684,126,148426,28.391664505004883,10.54,7.978688152212846,1172,148479,-2.68576807,0.001,,
8688,126,148464,28.911375045776367,10.56,7.422604348924425,1172,148518,-2.68407718,0.001,,
8692,126,148503,28.4641902923584,10.56,8.434185600280761,1172,148556,-2.6225300199999997,0.001,,
8696,126,148540,29.90169906616211,10.56,8.222874164581299,1173,148593,-2.6665238099999997,0.001,,
8700,126,148579,28.47047004699707,10.56,7.230734252929688,1173,148631,-2.7438680399999993,0.001,,
8704,126,148615,27.960235595703125,10.45,6.74505648612976,1173,148669,-2.68141245,0.001,,
8708,126,148651,29.54454517364502,10.15,8.742635938856337,1173,148704,-2.54055717,0.001,,
8712,126,148689,25.672417068481444,10.18,8.786125946044923,1174,148742,-2.47656542,0.001,,
8716,126,148727,26.023106575012207,10.15,10.648459805382622,1174,148779,-2.46320887,0.001,,
8720,126,148764,26.235882568359376,10.15,7.887972068786621,1174,148816,-2.44266749,0.001,,
8724,126,148801,27.27570686340332,10.16,7.033294606208801,1175,148855,-2.3022958099999995,0.001,,
8728,126,148842,30.41871910095215,10.18,8.287589836120606,1175,148894,-2.17793863,0.001,,
8732,126,148879,29.045740604400635,9.68,7.480657577514648,1175,148930,-2.21160716,0.001,,
8736,126,148913,27.676834106445312,9.62,7.066462993621826,1175,148965,-2.3319486099999995,0.001,,
8740,126,148948,28.21224250793457,9.58,6.498861206902398,1176,149001,-2.3656566100000003,0.001,,
8744,126,148984,26.331372451782226,9.56,7.64904605017768,1176,149036,-2.34845587,0.001,,
8748,126,149021,27.820920944213867,9.57,8.587236499786377,1176,149073,-2.47933691,0.001,,
8752,126,149057,28.680818557739258,9.56,8.405412250094944,1176,149109,-2.48491405,0.001,,
8756,126,149091,27.249449729919434,9.58,6.512587706247966,1177,149145,-2.4210729,0.001,,
8760,126,149129,27.369832229614257,9.73,7.401841402053833,1177,149195,-2.75360182,0.001,,
8764,126,149182,26.963780721028645,9.73,6.836124203421853,1177,149234,-2.7735672699999996,0.001,,
8768,126,149220,27.378266525268554,9.71,8.089336729049682,1178,149272,-2.7678364300000005,0.001,,
8772,126,149309,29.715662956237793,10.21,9.265067524380154,1178,149361,-2.79674637,0.001,,
,,149347,27.50765495300293,,7.688662385940551,,150000,,0.001,9.6,-1.130769467353821
8776,127,,,20.14,,1180,150390,-5.98771705,,,
8780,126,150375,30.503939056396483,20.15,8.242094087600709,1186,150428,-5.90520803,0.001,,
8784,126,150412,26.4571102142334,19.88,7.451809724171956,1187,150467,-5.740093009999999,0.001,,
8788,126,150455,28.23063850402832,19.9,8.63528737154874,1187,150508,-5.61056386,0.001,,
8792,126,150498,29.250176239013673,19.95,6.576874399185181,1187,150551,-5.53177303,0.001,,
8796,126,150537,27.83912944793701,19.97,6.136715253194173,1188,150590,-5.441387830000001,0.001,,
8800,126,150576,30.011205673217773,19.98,7.759156068166097,1188,150629,-5.341073140000001,0.001,,
8804,126,150612,29.02259349822998,19.95,8.024911999702454,1188,150664,-5.436379909999999,0.001,,
8808,126,150650,29.413049697875977,20.0,8.237523661719429,1188,150704,-5.45645103,0.001,,
8812,126,150689,26.57780361175537,19.99,7.39844290415446,1189,150741,-5.42617931,0.001,,
8816,126,150728,27.331127548217772,20.01,7.293615102767944,1189,150780,-5.40575128,0.001,,
8820,126,150765,27.219027042388916,20.02,6.90829955206977,1189,150818,-5.527802630000001,0.001,,
8824,126,150804,30.5888916015625,20.02,6.989632023705377,1190,150857,-5.623184020000001,0.001,,
8828,126,150841,28.07271432876587,20.01,9.429589324527317,1190,150895,-5.78635974,0.001,,
8832,126,150879,28.034801483154297,20.02,7.4266617563035755,1190,150932,-5.77218826,0.001,,
8836,126,150919,27.018672466278076,20.06,7.1997575759887695,1190,150971,-5.73490438,0.001,,
8840,126,150958,28.03088315327962,20.09,8.353399536826394,1191,151010,-5.7847291400000005,0.001,,
8844,126,150995,27.879631996154785,20.11,6.288255267673069,1191,151047,-5.655688170000001,0.001,,
8848,126,151032,27.63612518310547,20.12,8.219997978210449,1191,151085,-5.50967608,0.001,,
8852,126,151071,27.79116439819336,20.15,7.032916439904107,1192,151124,-5.456578509999998,0.001,,
8856,126,151107,27.058851718902588,20.14,7.75151252746582,1192,151159,-5.4494887,0.001,,
8860,126,151144,27.623840713500975,20.01,7.492442607879639,1192,151196,-5.0953655499999995,0.001,,
8864,126,151182,26.830263137817383,20.0,7.523783163590864,1192,151234,-4.98745989,0.001,,
8868,126,151219,28.404841423034668,19.99,7.904861768086751,1193,151271,-5.028856780000001,0.001,,
8872,126,151257,28.793225479125976,19.48,6.3858075618743895,1193,151309,-5.04183071,0.001,,
8876,126,151298,27.25165557861328,9.61,7.044085873497857,1193,151351,-1.82732174,0.001,,
8880,126,151361,26.18662917613983,9.85,7.636019576679576,1194,151413,-1.7112465600000002,0.001,,
8884,126,151399,26.50972709655762,9.85,9.061342430114745,1194,151452,-1.70727654,0.001,,
8888,126,151435,30.27128791809082,9.78,7.823857545852661,1194,151486,-1.92239266,0.001,,
8892,126,151470,30.00111198425293,9.71,8.157693015204536,1195,151522,-2.1411749399999995,0.001,,
8896,126,151509,25.681614303588866,9.72,7.482394027709961,1195,151562,-2.41944776,0.001,,
8900,126,151546,31.17535858154297,9.69,8.055926111009386,1195,151598,-2.6275709899999997,0.001,,
8904,126,151582,28.734606170654295,9.69,6.952468342251247,1196,151633,-2.64485192,0.001,,
8908,126,151618,25.846891021728517,9.67,8.417152987586128,1196,151671,-2.4842135900000004,0.001,,
8912,126,151656,27.603815841674805,9.67,8.485429816775852,1196,151708,-2.4717664700000004,0.001,,
8916,126,151694,27.282146835327147,9.67,7.2848306655883786,1196,151747,-2.41594525,0.001,,
8920,126,151734,28.77328987121582,9.67,7.0891725540161135,1197,151785,-2.35471625,0.001,,
8924,126,151820,25.5501708984375,10.15,7.940925863054064,1197,151872,-2.67150602,0.001,,
8928,126,151858,24.75129508972168,10.15,7.621350235409206,1198,151910,-2.5372099300000004,0.001,,
8932,126,151895,27.378091430664064,10.16,6.430809545516968,1198,151948,-2.50000176,0.001,,
8936,126,151946,27.601008415222168,10.27,7.218797087669373,1198,151998,-2.9089018700000002,0.001,,
8940,126,152015,28.34556312561035,10.56,8.547405195236205,1199,152066,-3.12525426,0.001,,
8944,126,152052,26.824671936035156,10.59,9.436230278015136,1199,152106,-3.1359869799999998,0.001,,
8948,126,152094,27.76213150024414,10.61,7.877103805541992,1199,152146,-3.18237497,0.001,,
8952,126,152130,26.355948638916015,10.57,8.998627450731066,1200,152181,-3.246163580000001,0.001,,
8956,126,152165,27.40309190750122,10.58,7.459268914328681,1200,152217,-3.2372305899999994,0.001,,
8960,126,152213,27.893813133239746,10.71,7.8885045647621155,1200,152267,-3.0613798,0.001,,
8964,126,152252,30.85988121032715,10.7,9.552691745758057,1201,152304,-3.2192874400000004,0.001,,
8968,126,152287,26.011926651000977,10.99,8.03635671403673,1201,152370,-3.2507753799999994,0.001,,
8972,126,152354,26.74326057434082,11.09,7.32418860329522,1201,152418,-3.13964336,0.001,,
8976,126,152403,27.205872344970704,11.05,8.026600027084351,1202,152456,-3.2227824099999998,0.001,,
8980,126,152439,31.277706623077393,10.79,8.310620148976644,1202,152492,-3.3364436299999998,0.001,,
8984,126,152481,30.97027826309204,10.81,7.838083108266194,1202,152533,-3.3421311500000006,0.001,,
8988,126,152519,29.412721633911133,10.85,6.279984951019287,1203,152571,-3.26180127,0.001,,
8992,126,152557,25.717430591583252,10.89,5.7871623039245605,1203,152611,-3.1699866300000004,0.001,,
8996,126,152599,27.809488773345947,10.89,8.981134255727133,1203,152651,-2.99570026,0.001,,
9000,126,152640,29.417444229125977,10.93,8.83345651626587,1204,152691,-2.95769913,0.001,,
9004,126,152675,26.088509559631348,10.93,7.326185120476617,1204,152726,-2.8820893199999995,0.001,,
9008,126,152713,28.767923831939697,10.94,8.915829181671143,1204,152765,-2.97972986,0.001,,
9012,126,152751,26.162498474121094,10.96,8.30624885559082,1204,152804,-2.99999347,0.001,,
9016,126,152789,33.75627374649048,10.94,10.281139055887857,1205,152841,-3.0608762299999994,0.001,,
9020,126,152825,27.65083599090576,10.93,6.7078130510118275,1205,152878,-3.0233846299999994,0.001,,
9024,126,152863,27.80807113647461,10.44,7.622984170913696,1205,152916,-2.7417695,0.001,,
9028,126,152901,26.53461790084839,10.43,7.238544358147515,1206,152953,-2.8335509,0.001,,
9032,126,152938,28.54059410095215,10.98,7.511616611480713,1206,153046,-3.6328237900000007,0.001,,
9036,126,153030,28.842288970947266,10.88,7.462601661682129,1207,153086,-3.1199034799999996,0.001,,
9040,126,153070,25.289481735229494,10.56,8.384300337897407,1207,153122,-2.75390797,0.001,,
9044,126,153110,29.126933097839355,10.56,7.114827811717987,1207,153162,-2.6760620199999994,0.001,,
9048,126,153149,27.033091735839843,10.56,8.585162878036499,1207,153202,-2.68106132,0.001,,
9052,126,153188,26.05976104736328,10.59,7.474581771426731,1208,153240,-2.6558934000000005,0.001,,
9056,126,153227,28.864434242248535,10.62,8.137616051567925,1208,153279,-2.81075719,0.001,,
9060,126,153276,25.324914932250977,10.61,7.232428160580722,1208,153328,-2.9474244999999994,0.001,,
9064,126,153313,29.657957553863525,10.6,7.195303757985433,1209,153364,-2.84704343,0.001,,
9068,126,153350,29.414858627319337,10.33,8.799260987175835,1209,153403,-2.67695915,0.001,,
9072,126,153389,29.455144500732423,10.23,8.89580602645874,1209,153441,-2.7223809299999995,0.001,,
9076,126,153427,28.980380058288574,10.24,9.501087506612143,1209,153480,-2.73647287,0.001,,
9080,126,153463,26.92827606201172,10.23,7.651850806342231,1210,153515,-2.7658116900000005,0.001,,
9084,126,153499,26.67694854736328,10.19,8.324508137173122,1210,153552,-2.86899751,0.001,,
9088,126,153538,27.446844482421874,10.21,9.271398258209228,1210,153592,-2.79863604,0.001,,
9092,126,153578,28.67892723083496,10.2,6.338742113113403,1211,153631,-2.694677430000001,0.001,,
9096,126,153621,26.60020097096761,10.24,8.641838391621908,1211,153675,-2.48573602,0.001,,
9100,126,153659,27.767630577087402,10.21,7.095901277330187,1211,153712,-2.3962949000000004,0.001,,
9104,126,153697,27.04427194595337,10.22,8.293842792510986,1211,153748,-2.47158543,0.001,,
9108,126,153734,26.850491333007813,10.2,8.72317976951599,1212,153785,-2.41406741,0.001,,
9112,126,153772,28.48850393295288,10.2,7.699846029281616,1212,153824,-2.31970527,0.001,,
9116,126,153808,26.927736282348633,10.2,8.034579277038574,1212,153861,-2.45719927,0.001,,
9120,126,153847,24.103914260864258,10.21,7.799822807312012,1213,153899,-2.44450909,0.001,,
9124,126,153885,27.764065265655518,10.21,10.604101181030273,1213,153937,-2.3266377100000004,0.001,,
9128,126,153920,29.360848426818848,10.19,9.536242365837097,1213,153972,-2.20117823,0.001,,
9132,126,153958,26.62911033630371,9.64,8.091744518280029,1213,154010,-1.44859693,0.001,,
9136,126,153995,26.172762870788574,9.61,6.648094124264187,1214,154047,-1.6082478599999999,0.001,,
9140,126,154031,29.476826190948486,9.61,8.722140047285292,1214,154083,-1.72710071,0.001,,
9144,126,154067,28.001561641693115,9.59,7.473735014597575,1214,154121,-1.68242585,0.001,,
9148,126,154107,27.19737777709961,9.58,7.848074566234242,1215,154160,-1.6074841599999998,0.001,,
9152,126,154146,27.695442962646485,9.59,8.253434234195286,1215,154199,-1.6163032899999998,0.001,,
9156,126,154183,27.87376174926758,9.56,7.565255737304687,1215,154235,-1.54884193,0.001,,
9160,126,154219,26.119647979736328,9.44,7.796885543399387,1215,154272,-1.5465293899999997,0.001,,
9164,126,154255,25.639419555664062,9.43,7.1894923316107855,1216,154307,-1.4882783999999998,0.001,,
9168,126,154291,26.756545066833496,9.4,8.562726020812988,1216,154343,-1.5443460500000004,0.001,,
9172,126,154341,25.515743255615234,9.52,6.276515007019043,1216,154393,-1.7905458200000002,0.001,,
9176,126,154377,28.718491554260254,9.5,8.797095510694716,1217,154430,-1.6326426799999998,0.001,,
9180,126,154414,26.992519760131835,9.51,6.420411014556885,1217,154466,-1.59286728,0.001,,
9184,126,154452,28.566131909688313,9.52,8.831915985454213,1217,154504,-1.5013021600000003,0.001,,
9188,126,154488,28.69600486755371,9.48,7.170519616868761,1217,154540,-1.5485076599999998,0.001,,
9192,126,154526,28.01995506286621,9.47,7.463004536098904,1218,154578,-1.67909938,0.001,,
9196,126,154561,28.681296348571777,9.38,7.961642344792684,1218,154613,-1.9180382,0.001,,
9200,126,154595,25.670414924621582,9.36,6.2607951164245605,1218,154648,-2.00470522,0.001,,
9204,126,154632,29.498188972473145,9.36,5.944455970417369,1218,154684,-1.9963278100000001,0.001,,
9208,126,154671,25.209460258483887,9.38,7.262781381607056,1219,154723,-2.01618829,0.001,,
9212,126,154707,25.338399505615236,9.35,7.164652872085571,1219,154759,-2.13735198,0.001,,
9216,126,154744,28.410324096679688,9.35,7.349931399027507,1219,154796,-2.01537075,0.001,,
9220,126,154781,25.868823528289795,9.34,9.951362821790907,1220,154833,-2.0269762399999998,0.001,,
9224,126,154816,26.954693603515626,9.31,7.6111297607421875,1220,154868,-2.1551376799999997,0.001,,
9228,126,154855,28.713109652201336,9.36,8.353235642115274,1220,154908,-2.22490472,0.001,,
9232,126,154896,25.558393478393555,9.4,7.065565586090088,1220,154950,-2.15151764,0.001,,
9236,126,154936,27.979302724202473,9.41,7.891733256253329,1221,154988,-1.9808648399999997,0.001,,
,,154955,28.589743041992186,,7.930102109909058,,155000,,0.001,9.4,-0.7007190264761448
9240,126,154976,28.236853281656902,9.46,7.734525420448997,1221,155029,-1.8256341399999996,0.001,,
9244,126,155015,25.36367130279541,9.46,7.290028307172987,1221,155067,-1.8868489099999997,0.001,,
9248,126,155052,26.570693969726562,9.44,6.272604200575087,1222,155104,-1.8972479899999999,0.001,,
9252,126,155089,28.211521530151366,9.41,7.598876047134399,1222,155140,-1.89530443,0.001,,
9256,126,155123,27.15690040588379,9.4,8.507017188602024,1222,155175,-1.8068201199999998,0.001,,
9260,126,155160,28.82447738647461,9.4,7.772819625006782,1223,155212,-1.9047276299999998,0.001,,
9264,126,155196,26.33516025543213,9.41,7.762887001037598,1223,155248,-2.0802184699999997,0.001,,
9268,126,155235,28.140501022338867,9.44,7.696408152580261,1223,155287,-2.19363778,0.001,,
9272,126,155272,25.436230087280272,9.31,6.717896037631565,1224,155324,-1.98980585,0.001,,
9276,126,155310,27.124627113342285,9.34,7.81495376066728,1224,155364,-2.1300052,0.001,,
9280,126,155352,25.484240341186524,9.38,7.17096667819553,1224,155404,-2.06541337,0.001,,
9284,126,155428,28.7705940246582,9.75,6.9727834065755205,1225,155479,-2.10507606,0.001,,
9288,126,155463,26.651443481445312,9.76,6.2390420701768665,1225,155516,-2.1582131200000005,0.001,,
9292,126,155502,28.38529052734375,9.75,8.789753278096518,1225,155553,-2.1151070099999996,0.001,,
9296,126,155540,25.729883193969727,9.8,8.616078805923461,1225,155593,-2.07774859,0.001,,
9300,126,155578,27.85089111328125,9.81,8.13020043902927,1226,155629,-2.0605781100000002,0.001,,
9304,126,155614,26.384929656982422,9.82,7.355117511749268,1226,155666,-1.9404379299999999,0.001,,
9308,126,155650,25.287565231323242,9.8,8.312477886676788,1226,155703,-1.9733734699999999,0.001,,
9312,126,155693,27.07989044189453,9.87,8.066720342636108,1226,155746,-1.81004902,0.001,,
9316,126,155755,29.27604446411133,10.12,6.3614373207092285,1227,155808,-1.7837079400000002,0.001,,
9320,126,155795,27.312942886352538,10.16,6.213684701919556,1227,155849,-1.7660570699999996,0.001,,
9324,126,155833,29.037578105926514,10.19,8.401086628437042,1228,155887,-1.8089805800000003,0.001,,
9328,126,155870,29.409539794921876,10.14,7.491282092200385,1228,155922,-1.79713549,0.001,,
9332,126,155910,26.88951301574707,10.13,7.078559246930209,1228,155963,-1.7280624500000001,0.001,,
9336,126,155944,27.487952709197998,10.08,5.810746610164642,1229,155996,-1.95586957,0.001,,
9340,126,155981,27.99039316177368,10.05,6.675157917870416,1229,156034,-2.0233061299999995,0.001,,
9344,126,156018,24.9144588470459,10.04,8.16908491982354,1229,156071,-2.12859037,0.001,,
9348,126,156059,27.656943957010906,10.06,6.67628542582194,1229,156110,-2.0816795999999997,0.001,,
9352,126,156093,23.43796730041504,10.05,7.341204802195231,1230,156145,-2.0597315500000004,0.001,,
9356,126,156165,29.913479328155518,10.44,7.167846255832249,1230,156219,-2.73971878,0.001,,
9360,126,156203,28.330310344696045,10.43,7.156382189856635,1231,156255,-2.59531482,0.001,,
9364,126,156296,26.8479311393969,11.04,8.034599795708289,1231,156352,-2.9508074100000004,0.001,,
9368,126,156336,29.56398582458496,11.01,9.4264800813463,1232,156388,-2.80077698,0.001,,
9372,126,156373,22.836698055267334,11.02,6.918857892354329,1232,156426,-2.7599003,0.001,,
9376,126,156413,27.95594177246094,11.02,7.071405601501465,1232,156466,-2.6019694400000004,0.001,,
9380,126,156551,26.610224255648525,11.99,7.407708525657654,1233,156603,-3.675254560000001,0.001,,
9384,126,156588,26.909705352783202,11.6,8.52384869257609,1234,156639,-3.6304024100000003,0.001,,
9388,126,156624,29.329076290130615,11.59,9.569783747196198,1234,156675,-3.5711599100000004,0.001,,
9392,126,156660,27.50654525756836,11.59,7.4356293201446535,1234,156712,-3.6034525500000005,0.001,,
9396,126,156696,28.722606658935547,11.55,7.979328680038452,1235,156748,-3.6124097000000006,0.001,,
9400,126,156756,26.12941551208496,11.82,6.795252799987793,1235,156811,-3.7876107099999996,0.001,,
9404,126,156796,26.969575881958008,11.83,6.617809666527642,1235,156849,-3.8116546799999997,0.001,,
9408,126,156834,27.854890441894533,11.83,8.180020650227865,1236,156886,-3.7686646299999995,0.001,,
9412,126,156877,24.581810474395752,11.84,7.7669979731241865,1236,156930,-3.89440632,0.001,,
9416,126,156913,26.065155029296875,11.57,7.287299633026123,1236,156965,-3.9815665300000007,0.001,,
9420,126,156952,26.692131996154785,11.56,6.039000944657759,1237,157005,-3.7990683299999994,0.001,,
9424,126,156992,25.181668281555176,11.58,9.156003215096213,1237,157045,-3.69052294,0.001,,
9428,126,157038,26.104426520211355,11.68,6.645489894426786,1237,157090,-3.64700678,0.001,,
9432,126,157075,26.26686363220215,11.64,7.305227565765381,1237,157127,-3.8092547299999997,0.001,,
9436,126,157112,25.261895751953126,11.69,6.704803848266602,1238,157165,-3.7987789399999996,0.001,,
9440,126,157152,25.155849075317384,11.71,7.949252414703369,1238,157205,-3.7875255600000006,0.001,,
9444,126,157189,25.706039428710938,11.71,6.898870515823364,1238,157242,-3.8105987800000003,0.001,,
9448,126,157227,26.75682306289673,11.7,6.818701426188151,1238,157280,-3.86145274,0.001,,
9452,126,157266,27.0942813873291,11.73,9.868750837114122,1239,157318,-3.8291704200000005,0.001,,
9456,126,157341,25.9885516166687,11.77,8.81954934861925,1239,157396,-3.6261069800000003,0.001,,
9460,126,157428,26.05804967880249,12.25,7.04493910074234,1240,157480,-4.50338322,0.001,,
9464,126,157464,25.100038146972658,11.65,8.482873386806911,1240,157517,-4.0095876,0.001,,
9468,127,158492,27.11107721710205,21.57,7.913826810121536,1248,158545,-10.571325940000001,0.001,,
9472,127,158530,26.013196563720705,21.56,7.177156400680542,1248,158582,-10.549175159999997,0.001,,
9476,127,158568,27.105998611450197,21.56,7.062269067764282,1248,158622,-10.614348209999998,0.001,,
9480,127,158606,26.99827651977539,20.55,8.572945382859972,1249,158658,-9.59069404,0.001,,
9484,127,158645,28.196370697021486,20.59,6.851716613769531,1249,158698,-9.56709229,0.001,,
9488,127,158687,24.626843134562176,20.65,6.178682525952657,1249,158740,-9.57327084,0.001,,
9492,127,158724,26.149779796600342,20.65,8.429124772548676,1249,158777,-9.50739182,0.001,,
9496,127,158762,25.898681322733562,20.66,9.78465834530917,1250,158814,-9.45743227,0.001,,
9500,127,158823,29.875287532806396,20.64,6.651603539784749,1250,158875,-9.14049528,0.001,,
9504,127,158862,27.74575309753418,20.66,7.201314131418864,1250,158915,-9.07580911,0.001,,
9508,127,158901,28.40059518814087,20.93,7.511553181542291,1251,158979,-8.99791211,0.001,,
9512,127,158965,25.261724853515624,20.88,7.474436712265015,1251,159018,-8.937372459999999,0.001,,
9516,127,159003,29.59947814941406,20.9,7.192723560333252,1251,159055,-8.88650399,0.001,,
9520,127,159043,28.20421257019043,20.91,8.367660808563233,1252,159096,-9.20453112,0.001,,
9524,127,159086,26.3505802154541,20.94,8.937670886516571,1252,159139,-8.991912750000001,0.001,,
9528,127,159140,26.39165449142456,21.02,7.81244653204213,1252,159192,-9.07906959,0.001,,
9532,127,159188,26.176588925448332,21.14,7.564592043558757,1253,159241,-9.054533439999998,0.001,,
9536,127,159231,27.103286743164062,21.18,9.013036597858775,1253,159283,-8.88916749,0.001,,
9540,127,159269,25.504800415039064,21.18,7.4102512489665635,1253,159323,-8.87582798,0.001,,
9544,127,159307,22.4586443901062,21.18,8.899436155954996,1254,159360,-8.88632746,0.001,,
9548,127,159352,27.452096939086914,21.25,7.538384596506755,1254,159405,-8.99116205,0.001,,
9552,127,159392,27.850666046142578,21.27,8.686796387036642,1254,159445,-8.942781960000001,0.001,,
9556,127,159431,27.086981296539307,20.87,9.122821595933702,1255,159483,-8.482633049999999,0.001,,
9560,127,159468,26.33962917327881,20.4,6.3226271867752075,1255,159520,-7.666780489999999,0.001,,
9564,127,159508,27.523058700561524,20.44,7.098404884338379,1255,159561,-7.525765989999999,0.001,,
9568,127,159545,27.625189304351807,10.52,7.533195707533094,1256,159597,-1.0127351500000001,0.001,,
9572,127,159582,25.141307067871093,10.52,7.408594799041748,1256,159634,-0.95023159,0.001,,
,,159667,28.187504291534424,,7.8262529373168945,,160000,,0.001,9.4,0.026117029041051863
9576,127,,,20.88,,1258,160710,-5.27121284,,,
9580,127,160694,28.267259216308595,21.66,8.10997380150689,1265,160824,-6.0579057,0.001,,
9584,127,160809,30.4986572265625,21.64,8.56789767742157,1266,160862,-6.019747719999998,0.001,,
9588,127,160848,27.252503204345704,21.6,6.051695452796088,1266,160900,-6.04693626,0.001,,
9592,127,160890,26.651546205793107,21.66,8.49973044028649,1266,160943,-6.03231148,0.001,,
9596,127,160928,28.264385223388672,21.66,6.581624137030707,1267,160980,-6.02666907,0.001,,
9600,127,160966,25.887736511230468,21.44,7.22541389465332,1267,161019,-5.964768099999999,0.001,,
9604,127,161003,28.817683219909668,21.4,7.060005770789252,1267,161055,-6.068959519999998,0.001,,
9608,127,161039,26.408124923706055,21.12,7.221395704481337,1268,161091,-6.176691239999999,0.001,,
9612,127,161075,24.602735137939455,21.09,7.247635555267334,1268,161127,-6.246108289999999,0.001,,
9616,127,161113,26.61133909225464,21.09,7.077756034003364,1268,161164,-6.203048150000001,0.001,,
9620,127,161148,25.20410041809082,21.04,7.121751467386882,1269,161200,-6.07410388,0.001,,
9624,127,161213,26.80942306518555,21.27,6.693137836456299,1269,161266,-6.473218419999999,0.001,,
9628,127,161250,25.04170341491699,21.1,6.844649410247802,1269,161302,-6.387743340000001,0.001,,
9632,127,161286,29.54753761291504,20.97,6.6570198271009655,1270,161338,-6.33045264,0.001,,
9636,127,161321,26.874736309051514,20.9,6.943299293518066,1270,161373,-6.37189935,0.001,,
9640,127,161359,28.822705459594726,20.87,6.935551691055298,1270,161410,-6.337910470000001,0.001,,
9644,127,161395,27.471839141845702,20.88,7.124740266799927,1270,161448,-6.243623400000001,0.001,,
9648,127,161433,26.87594871520996,20.79,6.677528262138367,1271,161484,-6.16584316,0.001,,
9652,127,161474,26.085104751586915,20.84,6.389810037612915,1271,161529,-6.042450399999999,0.001,,
9656,127,161513,29.703007221221924,20.84,7.095839341481526,1271,161567,-5.9272027199999995,0.001,,
9660,127,161553,27.40006904602051,20.84,6.800169897079468,1271,161604,-5.873212499999998,0.001,,
9664,127,161588,29.16764717102051,20.8,7.740301238165961,1272,161641,-5.9668223399999984,0.001,,
9668,127,161625,25.47636318206787,20.8,8.503886878490448,1272,161677,-5.990133579999999,0.001,,
9672,127,161663,25.91410903930664,20.82,8.08893961906433,1272,161716,-5.982727540000001,0.001,,
9676,127,161700,27.102904891967775,10.43,7.722469647725423,1273,161753,-1.6995206099999998,0.001,,
9680,127,161748,28.026074600219726,9.76,7.185218667984008,1273,161800,-0.69751012,0.001,,
9684,127,161786,30.95803871154785,9.76,7.370864725112915,1273,161838,-0.6711741999999999,0.001,,
9688,127,161822,27.637599563598634,9.75,7.179257127973768,1273,161875,-0.6440273500000001,0.001,,
9692,127,161859,24.093122005462646,9.67,7.516883002387153,1274,161910,-0.6392232000000001,0.001,,
9696,127,161894,27.96733331680298,9.67,6.887245774269104,1274,161947,-0.68956974,0.001,,
9700,127,161932,27.13471565246582,9.64,7.282162931230333,1274,161983,-0.8000171800000001,0.001,,
9704,127,161968,25.080133819580077,9.66,7.495735168457031,1274,162021,-0.7012929299999999,0.001,,
9708,127,162005,25.28985071182251,9.66,7.445422755347358,1275,162057,-0.7063188499999998,0.001,,
9712,127,162044,26.222848574320476,9.68,6.49369968067516,1275,162095,-0.61061532,0.001,,
9716,127,162081,25.76546630859375,9.69,7.527231073379516,1275,162133,-0.61460203,0.001,,
9720,127,162118,27.74754180908203,9.71,6.241160710652669,1276,162171,-0.7000113299999999,0.001,,
9724,127,162157,28.91602897644043,9.44,7.503466765085856,1276,162210,-0.51006224,0.001,,
9728,127,162196,29.38680076599121,9.45,8.317583907734264,1276,162247,-0.6037064900000001,0.001,,
9732,127,162230,28.791510772705077,9.47,7.479586760203044,1276,162285,-0.56664133,0.001,,
9736,127,162271,26.013343048095702,9.5,8.479484367370606,1277,162323,-0.53236673,0.001,,
9740,127,162309,27.4353385925293,9.51,8.584470319747926,1277,162361,-0.63301061,0.001,,
9744,127,162346,26.587287584940594,9.49,6.131984450600364,1277,162397,-0.7008251400000001,0.001,,
9748,127,162386,25.84471893310547,9.54,6.174421462145719,1278,162438,-0.6001111500000001,0.001,,
9752,127,162452,26.052523612976074,9.75,6.868143081665039,1278,162504,-0.8944543700000002,0.001,,
9756,127,162489,25.066497802734375,9.75,7.392278830210368,1278,162542,-0.97598172,0.001,,
9760,127,162551,27.39150094985962,10.0,8.429530322551727,1279,162604,-1.1076367700000003,0.001,,
9764,127,162590,25.72991485595703,10.02,6.665260124206543,1279,162643,-1.09196431,0.001,,
9768,127,162628,24.47367057800293,10.03,5.693984852896796,1279,162680,-1.0751221100000001,0.001,,
9772,127,162664,25.509438037872314,10.01,7.084226548671722,1280,162717,-1.1854064299999998,0.001,,
9776,127,162701,23.850008487701416,10.01,8.721395121680366,1280,162754,-1.17335224,0.001,,
9780,127,162741,27.288125038146973,9.94,6.645386099815369,1280,162794,-1.3126739400000003,0.001,,
9784,127,162778,25.606508255004883,9.92,7.0505213141441345,1280,162830,-1.47265672,0.001,,
9788,127,162819,26.466607284545898,9.96,7.207528721202504,1281,162871,-1.45571551,0.001,,
9792,127,162857,25.59495210647583,9.99,7.0462314817640515,1281,162909,-1.36169011,0.001,,
9796,127,162896,25.723223876953124,10.02,7.3668215539720325,1281,162949,-1.2890183300000002,0.001,,
9800,127,162936,26.24094804128011,10.06,10.317307472229004,1282,162989,-1.30520386,0.001,,
9804,127,162976,27.566614151000977,10.08,7.0894455909729,1282,163029,-1.4124040599999999,0.001,,
9808,127,163013,25.55045986175537,10.09,5.6805243757036,1282,163066,-1.4168373300000001,0.001,,
9812,127,163051,25.819717407226562,10.08,7.71331524848938,1282,163103,-1.5017769299999997,0.001,,
9816,127,163089,28.100174713134766,10.07,7.666170930862426,1283,163140,-1.51576233,0.001,,
