rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
10.0,0,4,6587,10.0,40,,,,,,
9.375,0,8,6451,9.375,75,,,,,,
8.583333333333334,0,12,6122,8.583333333333334,103,,,,,,
8.6875,0,16,486,8.6875,139,0.001,40,-1.2236014604568481,0.01169203408062458,,
7.55,0,20,414,7.55,151,0.001,52,-1.256428837776184,0.016140517468253773,,
6.791666666666667,0,24,368,6.791666666666667,163,0.001,64,-1.2404797077178955,0.012016016989946365,,
6.25,0,28,337,6.25,175,0.001,76,-1.264654278755188,0.011581859085708857,,
5.84375,0,32,313,5.84375,187,0.001,88,-1.3328766822814941,0.01767767407000065,,
5.527777777777778,0,36,295,5.527777777777778,199,0.001,100,-1.3659611940383911,0.01449409251411756,,
5.275,0,40,277,5.275,211,0.001,112,-1.3597480654716492,0.01326241126904885,,
5.068181818181818,0,44,266,5.068181818181818,223,0.001,124,-1.3868897557258606,0.014933457287649313,,
4.895833333333333,0,48,256,4.895833333333333,235,0.001,136,-1.4237051010131836,0.01525041957696279,,
4.75,0,52,247,4.75,247,0.001,148,-1.4290000200271606,0.01785026614864667,,
4.625,1,56,241,4.625,259,0.001,160,-1.463194191455841,0.02190971188247204,,
4.516666666666667,1,60,235,4.516666666666667,271,0.001,172,-1.4810065031051636,0.020257816339532535,,
4.421875,1,64,230,4.421875,283,0.001,184,-1.468311369419098,0.013793001261850199,,
4.338235294117647,1,68,226,4.338235294117647,295,0.001,196,-1.537231206893921,0.011185715595881144,,
4.263888888888889,1,72,223,4.263888888888889,307,0.001,208,-1.533078908920288,0.012851011318465074,,
4.197368421052632,1,76,219,4.197368421052632,319,0.001,220,-1.5528637170791626,0.024237561970949173,,
4.1375,1,80,216,4.1375,331,0.001,232,-1.5379725098609924,0.019859932363033295,,
4.083333333333333,1,84,213,4.083333333333333,343,0.001,244,-1.530651569366455,0.03096460985640685,,
4.034090909090909,1,88,211,4.034090909090909,355,0.001,256,-1.5734580755233765,0.016068296507000923,,
3.989130434782609,1,92,206,3.989130434782609,367,0.001,268,-1.6021226644515991,0.02965609294672807,,
3.9479166666666665,1,96,204,3.9479166666666665,379,0.001,280,-1.577890396118164,0.021429186686873436,,
3.91,1,100,202,3.91,391,0.001,292,-1.602916657924652,0.0234578854093949,,
3.63,2,104,200,3.63,403,0.001,304,-1.6037611961364746,0.019754437108834583,,
3.4,2,108,198,3.4,415,0.001,316,-1.6168509721755981,0.017594118136912584,,
3.24,2,112,197,3.24,427,0.001,328,-1.6226197481155396,0.021963223814964294,,
3.0,2,116,195,3.0,439,0.001,340,-1.6290308237075806,0.01621387153863907,,
3.0,2,120,193,3.0,451,0.001,352,-1.6468054056167603,0.019720890559256077,,
3.0,2,124,192,3.0,463,0.001,364,-1.666615605354309,0.012277298606932163,,
3.0,2,128,191,3.0,475,0.001,376,-1.674955129623413,0.020414885754386585,,
3.0,2,132,189,3.0,487,0.001,388,-1.7127092480659485,0.01986688810090224,,
3.0,2,136,188,3.0,499,0.001,400,-1.6811630129814148,0.027597458412249882,,
3.0,2,140,186,3.0,511,0.001,412,-1.6931059956550598,0.02014736831188202,,
3.0,2,144,185,3.0,523,0.001,424,-1.7483973503112793,0.042695969343185425,,
3.0,2,148,185,3.0,535,0.001,436,-1.7718589901924133,0.031108392402529716,,
