time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0,17.0,68,12.752862,3844,4,,,,,,
0,14.125,113,9.70981925,1311,8,0.001,12,-0.711579829454422,0.4236928125222524,,
0,11.75,141,8.126353666666668,635,12,0.001,40,-0.818193182349205,0.13018141793353216,,
0,10.5625,169,7.333309187500001,477,16,0.001,68,-0.7877224832773209,0.10215290210076741,,
0,9.85,197,6.852222200000002,405,20,0.001,96,-0.8176731467247009,0.08092291120971952,,
0,9.375,225,6.5264795,362,24,0.001,124,-0.8475487679243088,0.06232302423034396,,
0,9.035714285714286,253,6.290604714285714,334,28,0.001,152,-0.9008607566356659,0.029698631327067102,,
0,8.78125,281,6.116683375,316,32,0.001,180,-0.843431293964386,0.02820272823529584,,
1,8.583333333333334,309,5.98133861111111,302,36,0.001,208,-0.925168827176094,0.01843860891780683,,
1,8.425,337,5.873374675,292,40,0.001,236,-0.9003700464963913,0.023846428242645094,,
1,8.295454545454545,365,5.786833431818182,281,44,0.001,264,-0.9709667414426804,0.007501607361648764,,
1,8.1875,393,5.712460687499999,276,48,0.001,292,-0.9664485901594162,0.014394315757921763,,
1,8.096153846153847,421,5.648214153846153,269,52,0.001,320,-0.9159723967313766,0.012517442527626241,,
1,8.017857142857142,449,5.594624357142856,263,56,0.001,348,-0.9604708105325699,0.011270489211061172,,
1,7.95,477,5.546935633333333,257,60,0.001,376,-0.9506011307239532,0.009394211628075157,,
2,7.890625,505,5.509540843750001,250,64,0.001,404,-0.9604247957468033,0.01242309994995594,,
2,7.838235294117647,533,5.473670676470588,246,68,0.001,432,-0.9658424556255341,0.008995792628931147,,
2,7.791666666666667,561,5.44537875,242,72,0.001,460,-1.0370682775974274,0.007135870933000531,,
2,7.75,589,5.4152463157894735,239,76,0.001,488,-1.1113177239894867,0.011322792685989822,,
2,7.7125,617,5.392386037500001,235,80,0.001,516,-1.0703303515911102,0.012155061853783471,,
2,8.261904761904763,694,6.61580125,234,84,0.001,577,-1.6215926625511863,0.081401989997729,,
3,8.897727272727273,783,8.044988295454544,229,88,0.001,667,-2.064157345078208,0.18809900195761162,,
3,9.48913043478261,873,9.366090739130433,226,92,0.001,756,-2.6138685833324087,0.21522130173715678,,
4,10.010416666666666,961,10.548632249999999,223,96,0.001,845,-2.906670006838712,0.22784975103356622,,
4,10.84,1084,11.90826554,219,100,0.001,973,-3.5955559810002646,0.31911337290142405,,
5,10.91,1159,11.31475932,217,104,0.001,1047,-3.7434199121263294,0.21535829768369072,,
5,11.15,1228,10.96801231,216,108,0.001,1117,-3.8393546640872955,0.2967734726912835,,
6,11.89,1330,11.626600529999997,219,112,0.001,1188,-3.92787561416626,0.2622113055304477,,
7,14.02,1571,15.55734213,222,116,0.001,1379,-4.332094490528107,0.5281824670964852,,
8,15.18,1715,17.331704579999997,212,120,0.001,1588,-4.99556817506489,0.6641261231254887,,
