time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
18,4,4.5,0,756,2.3934914999999997,,,,,,,,
41,8,5.125,0,782,2.56401125,,,,,,,,
64,12,5.333333333333333,0,789,2.623353666666667,,,,,,,,
93,16,5.8125,0,788,2.8844545000000004,,,,,,,,
116,20,5.8,0,125,2.8735492000000002,16.83823585510254,-0.0825502946972847,15,0.9957735538482666,-12.529033660888672,0.0003,,
136,24,5.666666666666667,1,116,2.6996789583333336,18.825084686279297,-0.20688234269618988,35,0.9896937608718872,-13.109498023986816,0.0003,,
153,28,5.464285714285714,1,112,2.539862107142858,22.449344635009766,-0.31028223037719727,52,0.9845547080039978,-13.904298782348633,0.0003,,
180,32,5.625,1,107,2.66024984375,21.301197052001953,-0.47550514340400696,79,0.9764726758003235,-14.351997375488281,0.0003,,
205,36,5.694444444444445,1,103,2.66072975,25.600830078125,-0.6286293268203735,104,0.9690767526626587,-14.279741287231445,0.0003,,
227,40,5.675,2,102,2.5402769249999997,19.596576690673828,-0.7617544531822205,126,0.9626310467720032,-14.83622932434082,0.0003,,
249,44,5.659090909090909,2,100,2.5988286363636366,19.831106185913086,-0.8948893547058105,148,0.9562361836433411,-15.252904891967773,0.0003,,
273,48,5.6875,2,99,2.658353104166667,13.115753173828125,-1.0426334142684937,172,0.9493208527565002,-15.936382293701172,0.0003,,
302,52,5.8076923076923075,3,99,2.63444675,6.587417125701904,-1.2160873413085938,201,0.9410495758056641,-17.14557456970215,0.0003,,
325,56,5.803571428571429,3,97,2.657499857142857,5.069995880126953,-1.3507180213928223,224,0.9345558881759644,-17.89785385131836,0.0003,,
352,60,5.866666666666666,3,96,2.743879133333333,3.4382805824279785,-1.5090415477752686,251,0.9270004034042358,-18.70846176147461,0.0003,,
385,64,6.015625,4,95,2.889751515625,3.1817855834960938,-1.7087070941925049,284,0.9178619980812073,-18.847187042236328,0.0003,,
404,68,5.9411764705882355,4,94,2.856150676470588,4.050130844116211,-1.817946195602417,303,0.9126444458961487,-18.897891998291016,0.0003,,
423,72,5.875,4,94,2.7976956944444447,2.5921621322631836,-1.9325222969055176,322,0.9074589610099792,-19.837417602539062,0.0003,,
457,76,6.0131578947368425,4,94,2.748425381578948,3.318040370941162,-2.1254215240478516,356,0.8982646465301514,-20.301124572753906,0.0003,,
477,80,5.9625,5,94,2.7108078749999995,2.7955105304718018,-2.254091739654541,376,0.8929137587547302,-20.544628143310547,0.0003,,
502,84,5.976190476190476,5,93,2.6881499999999994,3.055692195892334,-2.378232002258301,401,0.8862720727920532,-20.432994842529297,0.0003,,
529,88,6.011363636363637,5,93,2.7060183977272727,2.5046424865722656,-2.55666184425354,428,0.8791595697402954,-21.123777389526367,0.0003,,
554,92,6.021739130434782,5,93,2.7278087282608694,4.0466108322143555,-2.7129244804382324,453,0.872610867023468,-19.471885681152344,0.0003,,
576,96,6.0,6,92,2.6807748541666663,3.420259952545166,-2.8250246047973633,475,0.8668861985206604,-21.578285217285156,0.0003,,
604,100,6.04,6,92,2.6984823099999993,3.1486289501190186,-2.9998579025268555,503,0.8596575856208801,-20.68679428100586,0.0003,,
628,104,6.1,6,92,2.7009219500000006,3.183224678039551,-3.1386966705322266,527,0.8535085320472717,-20.923723220825195,0.0003,,
648,108,6.07,7,91,2.6723927899999995,2.686616897583008,-3.2652528285980225,547,0.84841388463974,-21.479991912841797,0.0003,,
674,112,6.1,7,91,2.7076579400000003,3.1585166454315186,-3.416379928588867,573,0.8418276309967041,-20.996625900268555,0.0003,,
696,116,6.03,7,91,2.6279014000000003,3.322591781616211,-3.5423378944396973,595,0.8362950682640076,-21.888717651367188,0.0003,,
723,120,6.07,7,90,2.6104621000000003,3.6080236434936523,-3.690229892730713,622,0.8295614719390869,-21.991107940673828,0.0003,,
749,124,6.13,8,90,2.6586497600000003,2.9016783237457275,-3.8499574661254883,648,0.8231387138366699,-22.329545974731445,0.0003,,
769,128,6.16,8,90,2.6669915499999997,4.948219299316406,-3.9900689125061035,668,0.8182302713394165,-22.11484146118164,0.0003,,
796,132,6.16,8,90,2.6599207199999997,3.4722824096679688,-4.151545524597168,695,0.8116562366485596,-22.32793426513672,0.0003,,
823,136,6.18,9,89,2.7277248600000004,2.769624948501587,-4.277885437011719,722,0.805135190486908,-22.407079696655273,0.0003,,
850,140,6.23,9,89,2.77383823,3.534428358078003,-4.467799186706543,749,0.7986660003662109,-22.93183135986328,0.0003,,
867,144,6.18,9,89,2.72189973,3.9001235961914062,-4.537507057189941,766,0.7946167588233948,-22.32682991027832,0.0003,,
903,148,6.3,10,88,2.7179879099999997,3.324338436126709,-4.766267776489258,802,0.7861140370368958,-22.82380485534668,0.0003,,
928,152,6.26,10,87,2.79194167,3.712677001953125,-4.869692802429199,827,0.7802612781524658,-22.052112579345703,0.0003,,
955,156,6.3,10,87,2.8689949700000006,4.39532470703125,-5.088773250579834,854,0.7740022540092468,-21.33563995361328,0.0003,,
977,160,6.25,11,87,2.7975358,4.778994560241699,-5.186191558837891,876,0.7689317464828491,-22.05860137939453,0.0003,,
997,164,6.12,11,87,2.66949987,5.793488502502441,-5.2992658615112305,896,0.7643558382987976,-21.91803550720215,0.0003,,
1027,168,6.23,11,87,2.76990124,5.669821739196777,-5.431134223937988,926,0.7575566172599792,-22.713382720947266,0.0003,,
1046,172,6.23,11,87,2.77706888,5.449881553649902,-5.588123798370361,945,0.7532826662063599,-22.533010482788086,0.0003,,
1067,176,6.1,12,87,2.7895150399999995,4.381892204284668,-5.6599650382995605,966,0.7485922574996948,-21.95229721069336,0.0003,,
1091,180,6.14,12,87,2.7938087,5.773951530456543,-5.837436676025391,990,0.7432799339294434,-21.392539978027344,0.0003,,
1112,184,6.1,12,87,2.8123942,4.583282470703125,-5.914793968200684,1011,0.7386518716812134,-21.496322631835938,0.0003,,
1132,188,6.03,12,87,2.7597340599999995,5.178506374359131,-6.062751770019531,1031,0.7342724204063416,-22.801469802856445,0.0003,,
1157,192,6.03,13,87,2.7558662399999996,4.605629920959473,-6.234159469604492,1056,0.7288392782211304,-22.445188522338867,0.0003,,
1183,196,6.07,13,87,2.7809833200000003,4.570599555969238,-6.3598127365112305,1082,0.723225474357605,-21.403892517089844,0.0003,,
1203,200,5.99,13,87,2.75408172,5.299924373626709,-6.492105960845947,1102,0.7189294695854187,-21.46186065673828,0.0003,,
1221,204,5.93,14,86,2.71767016,4.8504109382629395,-6.577906131744385,1120,0.715077817440033,-20.65981674194336,0.0003,,
1242,208,5.94,14,86,2.71649884,6.349265098571777,-6.701112747192383,1141,0.7106158137321472,-20.363304138183594,0.0003,,
1264,212,5.9,14,86,2.66752927,6.862924575805664,-6.8346171379089355,1163,0.7059724926948547,-22.850902557373047,0.0003,,
1288,216,5.92,14,86,2.70509929,5.5197649002075195,-6.974401473999023,1187,0.7009453177452087,-20.449419021606445,0.0003,,
1306,220,5.83,15,86,2.69350455,4.845757007598877,-7.049324035644531,1205,0.6971972584724426,-20.963464736938477,0.0003,,
1335,224,5.86,15,86,2.6785183300000006,6.644186019897461,-7.247488975524902,1234,0.6912031769752502,-21.882781982421875,0.0003,,
1369,228,6.0,15,86,2.86097365,6.651869773864746,-7.459227561950684,1268,0.6842389702796936,-20.967342376708984,0.0003,,
1392,232,5.96,16,86,2.84105189,7.205881118774414,-7.5698981285095215,1291,0.6795687675476074,-20.572919845581055,0.0003,,
1418,236,5.95,16,86,2.7760207500000007,6.416520118713379,-7.676189422607422,1317,0.6743296384811401,-19.719837188720703,0.0003,,
1442,240,5.92,16,86,2.8134568,7.311763286590576,-7.907014846801758,1341,0.6695353388786316,-21.15625,0.0003,,
1462,244,5.95,17,85,2.8514886199999996,7.993988037109375,-7.914173126220703,1361,0.6655672788619995,-22.215364456176758,0.0003,,
1487,248,5.84,17,85,2.8407142800000003,8.417162895202637,-8.07305908203125,1386,0.6606325507164001,-21.583677291870117,0.0003,,
1522,252,5.94,17,85,2.8938805499999996,7.372098445892334,-8.303258895874023,1421,0.6537980437278748,-21.305227279663086,0.0003,,
1543,256,5.88,17,85,2.7934874199999995,8.617399215698242,-8.316009521484375,1442,0.6497370600700378,-20.198959350585938,0.0003,,
1568,260,5.91,18,85,2.7965202000000007,10.167377471923828,-8.413797378540039,1467,0.6449407935142517,-21.187362670898438,0.0003,,
1593,264,5.96,18,85,2.8706997700000003,9.308040618896484,-8.602962493896484,1492,0.6401913166046143,-18.988937377929688,0.0003,,
1615,268,5.88,18,85,2.8117744100000004,9.505457878112793,-8.769354820251465,1514,0.6360370516777039,-20.330657958984375,0.0003,,
1640,272,5.94,19,85,2.8742875600000004,10.164934158325195,-8.981828689575195,1539,0.6313432455062866,-20.290992736816406,0.0003,,
1660,276,5.93,19,85,2.8857066099999997,8.76443862915039,-8.958672523498535,1559,0.627617359161377,-18.59674072265625,0.0003,,
1685,280,5.94,19,85,2.95648554,9.064085960388184,-9.133097648620605,1584,0.6230056881904602,-19.55089569091797,0.0003,,
1705,284,5.93,20,85,2.9555348700000006,8.491198539733887,-9.217384338378906,1604,0.6193336248397827,-17.802541732788086,0.0003,,
1729,288,5.97,20,84,2.99949725,8.698379516601562,-9.455721855163574,1628,0.6149505376815796,-19.07669448852539,0.0003,,
1755,292,5.98,20,84,2.9752238100000006,8.011407852172852,-9.55813980102539,1654,0.6102330684661865,-19.258892059326172,0.0003,,
1778,296,5.95,20,84,2.9949563599999998,9.160538673400879,-9.628159523010254,1677,0.6060922741889954,-18.802196502685547,0.0003,,
