time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/std,train/clip_fraction,train/loss,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_range,eval/mean_ep_length,eval/mean_reward
49152,1000.0,120,24,408,45676.92851097959,0.9634056091308594,0.17548828125,410040.84375,-0.06290715879877098,0.0003,745344.1265625,230,0.016783707,-23.486588335037233,-0.0005706548690795898,0.2,,
50000,,,,,,0.960953414440155,0.209228515625,320441.75,-0.06954466276220046,0.0003,632725.5477539062,240,0.020668564,-23.45073418021202,-0.00014972686767578125,0.2,1000.0,75449.3500524521
51200,1000.0,115,25,444,46063.495200254896,,,,,,,,,,,,,
53248,1000.0,118,26,449,46298.586656169806,0.9579702019691467,0.1880859375,440142.40625,-0.06713110925920773,0.0003,837799.78125,250,0.018593328,-23.404793912172316,9.381771087646484e-05,0.2,,
55000,,,,,,0.9570994973182678,0.188916015625,439925.875,-0.06506988895416725,0.0003,751235.7884765625,260,0.018732514,-23.375305306911468,6.0617923736572266e-05,0.2,1000.0,76370.7131357193
55296,1000.0,114,27,484,46889.89898769091,,,,,,,,,,,,,
57344,1000.0,117,28,489,47593.20947122807,0.9560267329216003,0.185693359375,544348.125,-0.06790520376816858,0.0003,1102847.7599609375,270,0.018039431,-23.355382370948792,0.000277101993560791,0.2,,
59392,1000.0,120,29,493,47794.53830640677,0.9551990628242493,0.191357421875,559030.6875,-0.07026577956276014,0.0003,1240158.73515625,280,0.018400732,-23.336396557092666,7.981061935424805e-05,0.2,,
60000,,,,,,0.9526205658912659,0.20908203125,333715.9375,-0.06891568647697568,0.0003,876866.0537109375,290,0.020656116,-23.30710264444351,0.00025004148483276367,0.2,1000.0,79947.53991527557
61440,1000.0,116,30,528,48307.142842803274,,,,,,,,,,,,,
63488,1000.0,118,31,533,48939.8284353492,0.9499229192733765,0.19638671875,609569.6875,-0.07161148167215288,0.0003,1189487.1388671875,300,0.019259794,-23.259414249658583,-0.001690506935119629,0.2,,
65000,,,,,,0.9478325843811035,0.204345703125,571872.9375,-0.06838630054844544,0.0003,1164637.578125,310,0.020287842,-23.211754310131074,7.599592208862305e-05,0.2,1000.0,79499.22486038208
65536,1000.0,115,32,568,49506.01028070769,,,,,,,,,,,,,
67584,1000.0,118,33,572,50020.83322338806,0.9470458626747131,0.193408203125,563031.75,-0.06732001303462312,0.0003,1243649.766796875,320,0.01831599,-23.194808495044708,0.0002663135528564453,0.2,,
69632,1000.0,120,34,576,50538.46402746377,0.945841372013092,0.21572265625,679048.375,-0.07358973592927213,0.0003,1183775.801953125,330,0.020143803,-23.17068374156952,0.00010639429092407227,0.2,,
70000,,,,,,0.9451913237571716,0.19423828125,667691.75,-0.06937008005916141,0.0003,1301663.8642578125,340,0.0197166,-23.156342494487763,0.00011092424392700195,0.2,1000.0,78897.94202823639
71680,1000.0,116,35,613,50999.230703295776,,,,,,,,,,,,,
73728,1000.0,119,36,618,51315.686944205474,0.9427123665809631,0.2240234375,580192.625,-0.07446939490910154,0.0003,1193855.0486328125,350,0.021699548,-23.125187414884568,0.00041788816452026367,0.2,,
75000,,,,,,0.9403628706932068,0.21513671875,640064.9375,-0.07062946276273578,0.0003,1249752.89375,360,0.021035168,-23.082675009965897,-0.0012859106063842773,0.2,1000.0,79883.91150798797
75776,1000.0,115,37,654,51737.511662666664,,,,,,,,,,,,,
77824,1000.0,118,38,659,52005.20344628571,0.9379739165306091,0.21923828125,535065.8125,-0.06959892643499188,0.0003,1112841.21953125,370,0.022230854,-23.04284263253212,0.00010508298873901367,0.2,,
79872,1000.0,120,39,664,52508.536662632905,0.9377472400665283,0.235888671875,615256.25,-0.07680146402854007,0.0003,1204627.484375,380,0.023210539,-23.018372470140456,-3.814697265625e-06,0.2,,
80000,,,,,,0.9368249177932739,0.216796875,680719.75,-0.07270635138265788,0.0003,1410104.348828125,390,0.021842733,-23.00822448134422,9.715557098388672e-06,0.2,1000.0,69383.40758571625
81920,1000.0,116,40,700,52882.35449292592,,,,,,,,,,,,,
83968,1000.0,118,41,705,53016.16662192771,0.9361891746520996,0.222314453125,592699.25,-0.06827666218741797,0.0003,990993.370703125,400,0.022344574,-22.987875789403915,-1.9550323486328125e-05,0.2,,
85000,,,,,,0.9350415468215942,0.220751953125,574765.0,-0.07126102398906368,0.0003,1207641.9748046875,410,0.022936758,-22.97087727189064,9.715557098388672e-06,0.2,1000.0,71674.47841777801
86016,1000.0,116,42,741,53610.00712453488,,,,,,,,,,,,,
88064,1000.0,118,43,746,54114.497342795454,0.9338619709014893,0.220751953125,717106.1875,-0.07046586167416535,0.0003,1360906.790234375,420,0.021978447,-22.952761721611022,0.0013486742973327637,0.2,,
90000,,,,,,0.9335424304008484,0.2271484375,770028.6875,-0.074949120124802,0.0003,1614117.0359375,430,0.023089208,-22.93698166012764,7.164478302001953e-05,0.2,1000.0,67791.97268066407
90112,1000.0,115,44,783,54399.87302172221,,,,,,,,,,,,,
92160,1000.0,116,45,788,54677.56300273911,0.9326575398445129,0.24912109375,678165.75,-0.0771934531541774,0.0003,1319649.8017578125,440,0.026550721,-22.924110984802248,0.0004660487174987793,0.2,,
94208,1000.0,118,46,792,54883.990510510615,0.9316931366920471,0.203759765625,560837.625,-0.061004511668579654,0.0003,1116265.7294921875,450,0.020376582,-22.904063487052916,-5.829334259033203e-05,0.2,,
95000,,,,,,0.9304835200309753,0.246240234375,613485.125,-0.07464450198167469,0.0003,1217398.4859375,460,0.025580224,-22.890531414747237,-1.2516975402832031e-05,0.2,1000.0,76066.96367950439
96256,1000.0,116,47,828,55281.859709739576,,,,,,,,,,,,,
98304,1000.0,118,48,833,55364.79287297958,0.9291468858718872,0.2072265625,750205.6875,-0.0681684316310566,0.0003,1296160.96953125,470,0.021342885,-22.867399191856386,3.2782554626464844e-06,0.2,,
100000,,,,,,0.9269396066665649,0.26943359375,575006.625,-0.07997892304265405,0.0003,1103962.5923828124,480,0.027912468,-22.830532491207123,-1.1920928955078125e-07,0.2,1000.0,73817.4412809372
100352,1000.0,115,49,868,55678.331057399984,,,,,,,,,,,,,
102400,1000.0,117,50,873,56373.88361141998,0.9252976775169373,0.2283203125,678893.3125,-0.0711728195019532,0.0003,1390304.10703125,490,0.022689372,-22.804691118001937,0.00014585256576538086,0.2,,
104448,1000.0,118,51,878,57107.31007416999,0.9247587323188782,0.2130859375,699134.6875,-0.06183442734181881,0.0003,1350089.253515625,500,0.023097716,-22.77826263308525,1.8477439880371094e-06,0.2,,
105000,,,,,,0.9226305484771729,0.248388671875,685151.875,-0.07479485021030996,0.0003,1506156.42265625,510,0.026510496,-22.751576673984527,-1.3709068298339844e-05,0.2,1000.0,74655.81890144348
106496,1000.0,116,52,912,57801.9338432,,,,,,,,,,,,,
108544,1000.0,118,53,917,58389.00685175,0.92088383436203,0.20986328125,722227.5,-0.06164356471272185,0.0003,1431362.524609375,520,0.02114084,-22.714218866825103,-2.0742416381835938e-05,0.2,,
110000,,,,,,0.9192438125610352,0.2595703125,618378.1875,-0.07352213331032545,0.0003,1225134.0626953125,530,0.02692138,-22.684316700696947,2.86102294921875e-06,0.2,1000.0,78311.7624885559
110592,1000.0,116,54,952,59034.431212840005,,,,,,,,,,,,,
112640,1000.0,117,55,957,59580.64887899001,0.9192209839820862,0.236474609375,651330.375,-0.06977531229495071,0.0003,1387337.608203125,540,0.02378293,-22.671273070573807,-1.5497207641601562e-06,0.2,,
114688,1000.0,119,56,962,60110.41610373001,0.9178069829940796,0.259619140625,562813.625,-0.07220312951540109,0.0003,1181160.0453125,550,0.02732329,-22.656883293390273,-0.003301262855529785,0.2,,
115000,,,,,,0.9145665764808655,0.273974609375,888606.25,-0.08259944050805643,0.0003,1485861.210546875,560,0.028952315,-22.602953749895097,2.4437904357910156e-06,0.2,1000.0,80779.79709777833
116736,1000.0,116,57,997,60845.77767763,,,,,,,,,,,,,
118784,1000.0,118,58,1002,61488.14244577,0.9128587245941162,0.254541015625,675928.4375,-0.07533587383804843,0.0003,1396107.114453125,570,0.027138717,-22.563435596227645,-4.5299530029296875e-06,0.2,,
120000,,,,,,0.9116620421409607,0.24296875,690707.1875,-0.06165239074325655,0.0003,1250434.5853515626,580,0.025580158,-22.53147264122963,3.2186508178710938e-06,0.2,1000.0,84782.55024986267
120832,1000.0,116,59,1039,62051.24507045999,,,,,,,,,,,,,
122880,1000.0,117,60,1044,62589.429669590005,0.9096875786781311,0.223046875,616519.875,-0.060469802061561495,0.0003,1338184.33359375,590,0.023585074,-22.500334292650223,2.9265880584716797e-05,0.2,,
124928,1000.0,119,61,1049,62965.51538743,0.9098666906356812,0.295361328125,457766.5625,-0.08015832602395676,0.0003,1102223.9220703125,600,0.034434713,-22.49168543815613,-0.0001322031021118164,0.2,,
125000,,,,,,0.9080480933189392,0.2662109375,538130.0625,-0.06713319192640484,0.0003,1078439.90859375,610,0.027150314,-22.467363274097444,4.231929779052734e-06,0.2,1000.0,84223.1778842926
126976,1000.0,116,62,1088,63451.85715381,,,,,,,,,,,,,
129024,1000.0,117,63,1093,64299.334774740004,0.9079806208610535,0.227783203125,579814.4375,-0.0657117448572535,0.0003,1291272.476953125,620,0.02564221,-22.455703449249267,5.245208740234375e-06,0.2,,
130000,,,,,,0.9071287512779236,0.25185546875,751295.5,-0.07179851436521859,0.0003,1515637.89921875,630,0.027776524,-22.44660547375679,0.0001971721649169922,0.2,1000.0,84064.38277435303
131072,1000.0,115,64,1135,64724.78093616,,,,,,,,,,,,,
133120,1000.0,116,65,1140,65233.38887993,0.9065879583358765,0.27392578125,643712.875,-0.07404735000745859,0.0003,1270408.2716796875,640,0.031187152,-22.433160585165023,-9.5367431640625e-07,0.2,,
135000,,,,,,0.9048925042152405,0.2216796875,617422.5625,-0.058125894493423404,0.0003,1259276.0671875,650,0.025288075,-22.409878146648406,7.152557373046875e-07,0.2,1000.0,81746.70989093781
135168,1000.0,114,66,1182,65498.33257933999,,,,,,,,,,,,,
137216,1000.0,115,67,1187,65872.64390436,0.9038224816322327,0.31455078125,490094.21875,-0.07772181531472597,0.0003,940459.3271484375,660,0.03688454,-22.38853550553322,7.212162017822266e-06,0.2,,
139264,1000.0,116,68,1193,66427.10923725,0.9029243588447571,0.2650390625,746612.0625,-0.07052521310979501,0.0003,1383766.347265625,670,0.030270962,-22.370482802391052,-1.6450881958007812e-05,0.2,,
140000,,,,,,0.9019156098365784,0.273486328125,710549.25,-0.07237252670747693,0.0003,1447165.7078125,680,0.030883241,-22.350507581233977,1.1920928955078125e-07,0.2,1000.0,81710.26056518554
141312,1000.0,114,69,1235,66891.51108122,,,,,,,,,,,,,
143360,1000.0,115,70,1241,67267.98117611,0.8989410400390625,0.26875,715127.625,-0.07307665435655508,0.0003,1426280.179296875,690,0.032073833,-22.309750121831893,-2.0742416381835938e-05,0.2,,
145000,,,,,,0.8977884650230408,0.270068359375,768744.25,-0.07409638002573046,0.0003,1560372.359765625,700,0.030608619,-22.272712612152098,9.238719940185547e-06,0.2,1000.0,77105.75498085022
145408,1000.0,113,71,1282,67744.15262297998,,,,,,,,,,,,,
147456,1000.0,114,72,1287,68236.83338206,0.8953836560249329,0.272265625,837264.25,-0.07464536850166041,0.0003,1654275.11640625,710,0.03111954,-22.234409475326537,0.0,0.2,,
149504,1000.0,115,73,1292,68624.68022833999,0.8943955302238464,0.2767578125,684752.625,-0.07328804051503539,0.0003,1259552.2388671874,720,0.03358512,-22.205080556869508,4.291534423828125e-06,0.2,,
150000,,,,,,0.8928226232528687,0.3009765625,654022.5,-0.08114692219533026,0.0003,1231509.987109375,730,0.033465497,-22.18212483525276,3.6954879760742188e-06,0.2,1000.0,81466.95094451905
151552,1000.0,113,74,1333,68813.71106934,,,,,,,,,,,,,
153600,1000.0,114,75,1338,69234.27140538,0.8905224800109863,0.296923828125,598066.25,-0.08065040314395447,0.0003,1233397.600390625,740,0.034215216,-22.142649310827256,3.2782554626464844e-06,0.2,,
155000,,,,,,0.8889338374137878,0.299853515625,719842.5,-0.07893977091589477,0.0003,1516619.3234375,750,0.032848224,-22.106310153007506,1.5497207641601562e-06,0.2,1000.0,78392.13869571686
155648,1000.0,112,76,1378,69546.58648318,,,,,,,,,,,,,
157696,1000.0,114,77,1383,69762.78781011999,0.8870788216590881,0.280419921875,776111.375,-0.0708201705594547,0.0003,1473440.46953125,760,0.03196379,-22.071887218952178,5.364418029785156e-06,0.2,,
159744,1000.0,115,78,1388,70246.86867433,0.8866444826126099,0.253955078125,618708.1875,-0.0633745917089982,0.0003,1388512.3375,770,0.027291618,-22.054156988859177,8.940696716308594e-06,0.2,,
160000,,,,,,0.8847989439964294,0.276123046875,836245.125,-0.07549669162544888,0.0003,1509851.629296875,780,0.0351041,-22.031179392337798,2.5928020477294922e-05,0.2,1000.0,81028.25703220368
161792,1000.0,113,79,1426,70386.94241862,,,,,,,,,,,,,
163840,1000.0,114,80,1431,70548.82795912,0.8842665553092957,0.280419921875,699413.0,-0.07166326971491799,0.0003,1270049.9693359374,790,0.029980987,-22.007473063468932,5.4776668548583984e-05,0.2,,
165000,,,,,,0.8836627006530762,0.26494140625,704672.8125,-0.06546348400879651,0.0003,1378947.640625,800,0.028575165,-21.99683884382248,-2.384185791015625e-07,0.2,1000.0,86357.36817321778
165888,1000.0,112,81,1469,70714.32054947,,,,,,,,,,,,,
167936,1000.0,113,82,1474,70861.15337735,0.882531464099884,0.305908203125,756087.875,-0.07583322186837904,0.0003,1368539.050390625,810,0.035405457,-21.977421873807906,-1.9073486328125e-06,0.2,,
169984,1000.0,114,83,1480,70928.78931188,0.882944643497467,0.297119140625,559180.9375,-0.07261953218257985,0.0003,1332174.808984375,820,0.033723764,-21.971719348430632,3.814697265625e-06,0.2,,
170000,,,,,,0.8821073174476624,0.28759765625,675027.5625,-0.0700478078215383,0.0003,1388142.294140625,830,0.031580366,-21.967316687107086,3.874301910400391e-06,0.2,1000.0,83810.40658378601
172032,1000.0,113,84,1519,71220.55722819,,,,,,,,,,,,,
174080,1000.0,114,85,1525,71417.7005175,0.8796809911727905,0.31875,649052.375,-0.08302770687150769,0.0003,1296557.0912109376,840,0.037828065,-21.936076217889784,1.5854835510253906e-05,0.2,,
175000,,,,,,0.8777251839637756,0.318701171875,774846.25,-0.08092571220186073,0.0003,1511335.174609375,850,0.03913849,-21.888912904262543,-2.384185791015625e-07,0.2,1000.0,86375.62633018494
176128,1000.0,112,86,1563,71604.27376709999,,,,,,,,,,,,,
178176,1000.0,113,87,1568,71608.04453492,0.8754021525382996,0.2693359375,624898.6875,-0.0615644552584854,0.0003,1305425.177734375,860,0.032469846,-21.84413289427757,0.0,0.2,,
180000,,,,,,0.8742187023162842,0.32919921875,569297.75,-0.08282261381973513,0.0003,1128249.29296875,870,0.042719617,-21.81826873421669,1.7404556274414062e-05,0.2,1000.0,82154.40570287705
180224,1000.0,112,88,1605,71707.38101661,,,,,,,,,,,,,
182272,1000.0,113,89,1610,72005.11983897998,0.873342752456665,0.301904296875,729982.5,-0.07337385463179089,0.0003,1364039.4875,880,0.036922976,-21.799907743930817,3.5762786865234375e-06,0.2,,
184320,1000.0,114,90,1615,72311.21895527,0.8729219436645508,0.3078125,655787.875,-0.07813814307446591,0.0003,1422113.834375,890,0.036277343,-21.78296907544136,2.3245811462402344e-06,0.2,,
185000,,,,,,0.8726726770401001,0.30185546875,849643.9375,-0.07786894268647301,0.0003,1604208.591796875,900,0.036479242,-21.77742344737053,3.5762786865234375e-07,0.2,1000.0,82708.60567264557
186368,1000.0,112,91,1652,72437.99112152001,,,,,,,,,,,,,
188416,1000.0,113,92,1657,72284.20048401,0.871954083442688,0.288623046875,673093.6875,-0.0731348824891029,0.0003,1354279.045703125,910,0.032428656,-21.76695305109024,1.7881393432617188e-07,0.2,,
190000,,,,,,0.8701826333999634,0.33740234375,738562.625,-0.0851718859281391,0.0003,1227129.5962890624,920,0.041280236,-21.738380843400954,1.4901161193847656e-06,0.2,1000.0,82825.66863441467
190464,1000.0,112,93,1695,72528.59899808001,,,,,,,,,,,,,
192512,1000.0,113,94,1700,72812.25425887,0.8694175481796265,0.293994140625,780654.5625,-0.0732883348246105,0.0003,1533563.919921875,930,0.038752757,-21.716707891225816,-0.00021958351135253906,0.2,,
194560,1000.0,114,95,1705,72963.62862675,0.8678023219108582,0.3052734375,718231.0,-0.07708080646116286,0.0003,1407851.805078125,940,0.035086792,-21.6887420296669,-0.0001087188720703125,0.2,,
195000,,,,,,0.8662055134773254,0.33154296875,712675.75,-0.07904559767921455,0.0003,1429594.835546875,950,0.04130224,-21.660902577638627,-7.987022399902344e-06,0.2,1000.0,82246.52188796997
196608,1000.0,112,96,1742,72970.08839539,,,,,,,,,,,,,
198656,1000.0,113,97,1748,73244.65713430001,0.86436927318573,0.342822265625,601520.375,-0.07941323088307399,0.0003,1294927.911328125,960,0.041490816,-21.622171527147295,4.76837158203125e-07,0.2,,
200000,,,,,,0.8642479181289673,0.345703125,550830.5,-0.07899330144864507,0.0003,1149505.5955078125,970,0.04294937,-21.608846753835678,0.0,0.2,1000.0,81043.32779922485
200704,1000.0,112,98,1784,73211.83835506,,,,,,,,,,,,,
202752,1000.0,113,99,1789,73417.07561287,0.8627839684486389,0.33134765625,710303.875,-0.08166961730748881,0.0003,1479157.517578125,980,0.041572765,-21.590612560510635,5.185604095458984e-06,0.2,,
204800,1000.0,114,100,1795,73326.25160866999,0.8624157905578613,0.310595703125,700036.25,-0.072520217706915,0.0003,1419794.133203125,990,0.041792832,-21.577107363939284,5.960464477539063e-08,0.2,,
205000,,,,,,0.8617810010910034,0.3423828125,696600.875,-0.07354025373933837,0.0003,1209748.773046875,1000,0.04672931,-21.57222374677658,1.9669532775878906e-06,0.2,1000.0,81488.94636230469
206848,1000.0,112,101,1833,73361.91290698,,,,,,,,,,,,,
208896,1000.0,113,102,1838,73313.62746815,0.8595879673957825,0.32705078125,701825.125,-0.07857198609563057,0.0003,1497817.03203125,1010,0.042311173,-21.53915754556656,0.0,0.2,,
210000,,,,,,0.8597486019134521,0.3724609375,498406.3125,-0.08814902064041234,0.0003,1111112.8236328126,1020,0.046307836,-21.519009977579117,2.980232238769531e-07,0.2,1000.0,79328.17879314422
210944,1000.0,112,103,1877,73316.10545648001,,,,,,,,,,,,,
212992,1000.0,113,104,1882,73364.91786981,0.8585161566734314,0.31953125,577874.4375,-0.07019269093143521,0.0003,1196995.05859375,1030,0.037871096,-21.50575977563858,2.4437904357910156e-06,0.2,,
215000,,,,,,0.85732102394104,0.35517578125,599802.875,-0.0880763411638327,0.0003,1173830.9955078126,1040,0.04297526,-21.48185509443283,0.00044077634811401367,0.2,1000.0,77475.3701927185
215040,1000.0,111,105,1920,73543.71401892,,,,,,,,,,,,,
217088,1000.0,112,106,1925,73421.41297892001,0.8574479222297668,0.31943359375,707300.25,-0.0749939013767289,0.0003,1474011.971875,1050,0.04414906,-21.47677654027939,1.1920928955078125e-07,0.2,,
219136,1000.0,113,107,1931,73578.19550798001,0.856191098690033,0.3708984375,553513.0625,-0.08613783072505612,0.0003,1178064.3646484376,1060,0.05094145,-21.46085743904114,1.2814998626708984e-05,0.2,,
220000,,,,,,0.8549709916114807,0.31787109375,787309.75,-0.07699018487473949,0.0003,1563581.051171875,1070,0.042044327,-21.435757482051848,5.900859832763672e-06,0.2,1000.0,85075.18704948426
221184,1000.0,112,108,1968,73726.6309166,,,,,,,,,,,,,
223232,1000.0,113,109,1974,73983.19164136,0.8531114459037781,0.335205078125,775704.5625,-0.07619442115246784,0.0003,1444350.21796875,1080,0.041192427,-21.402890545129775,2.205371856689453e-06,0.2,,
225000,,,,,,0.852678656578064,0.329150390625,655979.0,-0.07784651776310056,0.0003,1377218.623046875,1090,0.04254894,-21.385369938611984,0.0,0.2,1000.0,98226.91365795136
225280,1000.0,111,110,2011,73964.38208805,,,,,,,,,,,,,
227328,1000.0,112,111,2017,74126.21113612,0.8517618775367737,0.378857421875,536931.875,-0.0864748868101742,0.0003,1054696.905859375,1100,0.049857352,-21.371392101049423,1.5020370483398438e-05,0.2,,
229376,1000.0,113,112,2022,74188.76455826001,0.8503148555755615,0.348974609375,771717.5625,-0.08376058897702024,0.0003,1560582.12265625,1110,0.04795499,-21.344714707136156,4.470348358154297e-06,0.2,,
230000,,,,,,0.8490959405899048,0.32958984375,715599.5,-0.07794579548353794,0.0003,1500160.39921875,1120,0.042944983,-21.316609579324723,5.960464477539063e-08,0.2,1000.0,91051.38119812011
231424,1000.0,112,113,2061,74466.87501827,,,,,,,,,,,,,
233472,1000.0,112,114,2066,74713.75914852,0.8476483225822449,0.347216796875,1023743.1875,-0.08679642581264488,0.0003,1964269.743359375,1130,0.046959735,-21.290557593107224,-0.0001442432403564453,0.2,,
235000,,,,,,0.8468623757362366,0.331298828125,643535.6875,-0.07730818500276655,0.0003,1396213.408984375,1140,0.044207305,-21.266667914390563,2.980232238769531e-07,0.2,1000.0,90716.73456058503
235520,1000.0,111,115,2103,75111.78358529999,,,,,,,,,,,,,
237568,1000.0,112,116,2108,75511.86656631,0.8462337851524353,0.349267578125,840094.3125,-0.08174941094475799,0.0003,1642973.163671875,1150,0.04806012,-21.256380355358125,-5.650520324707031e-05,0.2,,
239616,1000.0,113,117,2114,75672.2982518,0.8450623154640198,0.339892578125,890990.9375,-0.08389132808079011,0.0003,1890112.8390625,1160,0.044996444,-21.233242750167847,-2.384185791015625e-07,0.2,,
240000,,,,,,0.8433023691177368,0.35361328125,1011973.5,-0.08484406810603104,0.0003,1960275.169140625,1170,0.047172025,-21.20432762503624,-2.384185791015625e-06,0.2,1000.0,101626.13125476838
241664,1000.0,112,118,2151,76036.55938549,,,,,,,,,,,,,
243712,1000.0,112,119,2156,76289.15702157,0.8417853116989136,0.34375,1200083.875,-0.09160134049598127,0.0003,2160679.60546875,1180,0.05091905,-21.173632436990736,0.0008088350296020508,0.2,,
245000,,,,,,0.8403960466384888,0.364208984375,802746.25,-0.08075397797947517,0.0003,1644211.046875,1190,0.04941928,-21.1410433113575,9.679794311523438e-05,0.2,1000.0,93597.78058700562
245760,1000.0,112,120,2191,76314.84235465,,,,,,,,,,,,,
247808,1000.0,112,121,2196,76494.43169772,0.8388312458992004,0.342578125,948599.75,-0.08441291446215474,0.0003,1960011.15859375,1200,0.044687178,-21.11104285120964,0.0,0.2,,
