time/episodes,train/n_updates,train/learning_rate,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/fps,time/total_timesteps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
700,,,,7196,999.36,,93,670011,3031.8224582400003,,
704,673011,0.001,9.888860334396362,7219,999.36,-207.60682543945313,93,674011,3021.1212156899996,,
,674011,0.001,11.858631503105164,,,-207.767251953125,,675000,,3029.069883224246,1000.0
708,677011,0.001,10.482278013706207,7249,999.36,-207.62857275390624,93,678011,3029.29681932,,
,679011,0.001,9.85616771030426,,,-207.97732470703124,,680000,,3068.9844532791526,1000.0
712,681011,0.001,10.801773500442504,7280,999.36,-208.0276593322754,93,682011,3030.8851730200004,,
,684011,0.001,9.805464354515076,,,-208.63103237915038,,685000,,3219.802047425788,1000.0
716,685011,0.001,10.607256983757019,7313,999.36,-208.26713690185548,93,686011,3033.5385735299997,,
,689011,0.001,12.149998692512511,,,-208.64102301025392,,690000,,2899.492761085089,932.3
720,,,,7343,999.36,,93,690011,3035.83853107,,
724,693011,0.001,11.596172114133834,7366,999.36,-209.4601737976074,94,694011,3033.56622015,,
,694011,0.001,10.243384028434754,,,-210.0814530029297,,695000,,3105.0336811504326,1000.0
728,697011,0.001,10.173023163557053,7399,999.36,-209.9777781677246,94,698011,3038.64735294,,
,699011,0.001,10.633556575536728,,,-210.19437622070313,,700000,,2823.2090542666615,918.5
732,701011,0.001,10.451820898056031,7433,991.35,-210.8170696105957,94,701210,3017.7967990000006,,
,704210,0.001,11.08459443116188,,,-211.26327224731446,,705000,,3194.8810741751454,1000.0
736,,,,7462,991.35,,94,705210,3022.0450734700007,,
740,708210,0.001,10.166851202964782,7486,991.35,-212.22527700805665,94,709210,3023.915146919999,,
,709210,0.001,9.564252665281296,,,-212.1763074951172,,710000,,3057.684892126033,1000.0
744,712210,0.001,12.55429108762741,7521,991.35,-212.96117483520507,94,713210,3026.9303320899994,,
,714210,0.001,14.254430756092072,,,-213.13701611328125,,715000,,3095.0092961821706,1000.0
748,716210,0.001,13.300168977737426,7551,991.35,-213.26724127197267,94,717210,3029.97812208,,
,719210,0.001,9.977218343257904,,,-213.28794869995116,,720000,,3169.171217917651,1000.0
752,720210,0.001,9.588186516046523,7584,991.35,-213.64385980224608,95,721210,3032.0273958999996,,
,724210,0.001,11.245475143194199,,,-214.01912182617187,,725000,,3074.931410659198,978.1
756,,,,7612,991.35,,95,725210,3038.138914000001,,
760,728210,0.001,11.175721532821655,7633,991.35,-213.75576962280275,95,729210,3039.11744826,,
,729210,0.001,10.18532949590683,,,-213.88458819580077,,730000,,3099.254104891559,1000.0
764,732210,0.001,9.745721444368362,7663,991.35,-214.96949780273437,95,733210,3041.9481362599995,,
,734210,0.001,11.171303820371628,,,-214.44750796508788,,735000,,3127.7674400385467,1000.0
768,736210,0.001,12.138830632686615,7695,991.35,-214.9728274536133,95,737210,3050.0903465799997,,
,739210,0.001,14.821212350606919,,,-215.00651876831054,,740000,,2463.9888707810433,915.3
772,740210,0.001,12.741722342252732,7724,991.35,-215.08134484863282,95,741210,3005.4953159700003,,
,744210,0.001,11.064946559429169,,,-215.6581117248535,,745000,,3043.364543807693,1000.0
776,,,,7756,991.35,,96,745210,3011.2846557499997,,
780,748210,0.001,10.008005212306976,7779,991.35,-215.95676916503905,96,749210,3015.6400425700003,,
,749210,0.001,11.227363499403,,,-215.53799502563476,,750000,,3177.3568155934104,1000.0
784,752210,0.001,11.905894432544708,7812,991.35,-215.93175967407225,96,753210,3017.727926519999,,
,754210,0.001,11.922596469402313,,,-215.49789685058593,,755000,,3129.892480937019,1000.0
788,756210,0.001,10.462752397298813,7845,991.35,-216.33505770874024,96,757210,3018.24234343,,
,759210,0.001,11.277557757616043,,,-216.59600689697265,,760000,,3029.001882532798,1000.0
792,760210,0.001,12.134509630441666,7876,991.99,-216.09772970581054,96,761210,3022.6373240799994,,
796,763360,0.001,13.618962882359822,7893,983.49,-216.48932963053386,96,764360,2996.3141054399994,,
,764360,0.001,10.652940604686737,,,-216.46018432617188,,765000,,3171.608701837994,1000.0
800,767360,0.001,11.650138724565506,7923,983.49,-216.32630560302735,96,768360,2946.24496526,,
,769360,0.001,11.420267801523208,,,-215.67861279296875,,770000,,2589.700631103665,1000.0
804,771360,0.001,11.168712225437165,7953,983.49,-216.17265774536133,97,772360,2960.06669139,,
,774360,0.001,10.858137887001037,,,-215.94157620239258,,775000,,3201.0321924827063,1000.0
808,775360,0.001,10.744093238830567,7981,983.49,-215.39824514770507,97,776360,2960.2047724899994,,
,779360,0.001,11.485948970794677,,,-216.17619982910156,,780000,,2990.0430480695736,1000.0
812,,,,8013,982.86,,97,780297,2959.63556558,,
816,783297,0.001,10.068431052684783,8036,982.86,-216.06799853515625,97,784297,2962.8334708899997,,
,784297,0.001,10.003078964948655,,,-216.83012490844726,,785000,,3165.7936077188,1000.0
820,787297,0.001,10.395202818870544,8068,981.0,-216.35541918945313,97,788111,2957.64920936,,
,789111,0.001,11.368758387327194,,,-216.88622888183593,,790000,,3069.759410918364,1000.0
824,791111,0.001,13.320940771341323,8100,981.0,-216.97461193847656,97,792111,2959.97112045,,
,794111,0.001,9.923084647893905,,,-217.12116036987305,,795000,,3091.036532730609,1000.0
828,795111,0.001,11.554529227972031,8134,981.0,-217.90003594970702,97,796111,2956.04902516,,
832,798157,0.001,9.808903352074001,8152,979.47,-219.15495632005775,98,799157,2951.7127957199996,,
,799157,0.001,13.799733658075333,,,-217.9042553100586,,800000,,3076.422449919395,1000.0
836,802157,0.001,11.387621171712876,8184,979.47,-217.65176419067382,98,803157,2951.79742565,,
,804157,0.001,10.280900222063064,,,-218.22126748657226,,805000,,3110.641500316188,1000.0
840,806157,0.001,12.772123084545136,8217,979.47,-218.34175350952148,98,807157,2948.99310417,,
,809864,0.001,11.455952486038209,,,-218.3299946899414,,810000,,3126.7588179614395,1000.0
844,,,,8250,976.54,,98,810864,2942.23523744,,
848,813864,0.001,10.501557872772217,8274,976.54,-218.75250436401367,98,814864,2939.7940324399997,,
,814864,0.001,10.775484867572784,,,-219.0677827758789,,815000,,3073.9450002225117,1000.0
852,817864,0.001,10.068234802246094,8306,976.54,-218.2772522583008,98,818864,2940.4457550099996,,
,819279,0.001,12.44510174774262,,,-218.6594735113319,,820000,,1937.1185785238165,655.7
856,821279,0.001,10.49213531446457,8332,970.69,-218.8124588317871,98,822279,2918.3559920700004,,
,824874,0.001,12.474705487012864,,,-218.7145397644043,,825000,,3124.3890752010047,1000.0
860,,,,8364,966.64,,98,825874,2907.77073925,,
864,828874,0.001,9.633162731647491,8388,966.64,-218.9443624572754,98,829874,2908.56500118,,
,829874,0.001,12.712968496084214,,,-219.0553737182617,,830000,,3071.7618529397996,1000.0
868,832874,0.001,12.138648613214492,8421,966.64,-218.98179266357423,99,833874,2908.17247699,,
,834874,0.001,11.153322449207305,,,-218.79460244750976,,835000,,3097.290849623457,987.9
872,836874,0.001,11.703667028427123,8456,966.64,-218.91468728637696,99,837874,2942.6499295099998,,
,839938,0.001,11.546485366821289,,,-218.73641918945313,,840000,,3015.4784654214045,1000.0
876,,,,8484,957.28,,99,840938,2912.28685214,,
880,843938,0.001,13.831602129220963,8506,953.96,-218.67322708129882,99,844606,2896.194464509999,,
,844606,0.001,12.0072737596706,,,-218.1055631352042,,845000,,3111.984281295957,1000.0
884,847222,0.001,13.50980391130819,8534,950.12,-217.8519945516215,99,848222,2883.4344087200006,,
,849222,0.001,13.7094974732399,,,-217.49633978271484,,850000,,3140.0564703397454,1000.0
888,851222,0.001,13.753732104063035,8566,950.12,-217.1287756652832,99,852222,2880.8979533099996,,
,854222,0.001,11.154766585111618,,,-217.35438482666015,,855000,,3060.0818555859382,1000.0
892,855222,0.001,11.598768368244171,8597,950.12,-217.266291015625,99,856222,2880.6656285500003,,
,859222,0.001,13.717378358364105,,,-217.4966834716797,,860000,,2826.643634273461,1000.0
896,,,,8631,958.62,,99,860222,2907.2188998600004,,
900,863222,0.001,15.274132125854493,8654,958.62,-217.32176248168946,99,864222,2957.2954676599998,,
,864222,0.001,14.150007717132569,,,-217.79180410766602,,865000,,3138.39583477024,1000.0
904,867222,0.001,13.220861639261246,8688,958.62,-217.6556533203125,99,868222,2959.4673635499994,,
,869222,0.001,13.199056558132172,,,-217.50477587890626,,870000,,3172.2537997549866,1000.0
908,871222,0.001,13.43103487944603,8720,958.62,-217.75573620605468,100,872222,2960.6088625600005,,
,874222,0.001,14.443247085332871,,,-217.47757037353514,,875000,,3029.294471738208,996.3
912,875222,0.001,13.655397510051728,8751,959.25,-217.70431134033203,100,876222,2960.9593696399997,,
,879222,0.001,14.656783849477767,,,-217.50162292480468,,880000,,3170.3388493329753,1000.0
916,,,,8782,959.25,,100,880222,2923.7295455599997,,
920,883222,0.001,13.286157321929931,8805,961.11,-217.74988159179688,100,884222,2930.25207206,,
,884222,0.001,12.857436709165572,,,-217.71312353515626,,885000,,3271.994612546731,1000.0
924,887222,0.001,12.05736250948906,8838,961.11,-218.0372234802246,100,888222,2931.03497522,,
,889222,0.001,12.485986610651016,,,-217.76082489013672,,890000,,3152.231567414105,1000.0
928,891222,0.001,13.126323732614518,8871,961.11,-217.74035012817382,100,892222,2934.3883916199998,,
,894222,0.001,11.403767709970474,,,-218.42548028564454,,895000,,2987.635200388357,937.4
932,895222,0.001,11.82774910211563,8902,970.65,-217.94713986206054,100,896222,2965.57713207,,
,899222,0.001,11.390084458827973,,,-218.13500787353516,,900000,,3061.542963056266,1000.0
936,,,,8935,970.65,,100,900222,2960.5809095499994,,
940,903222,0.001,12.665338126897812,8959,970.65,-218.48059768676757,100,904222,2964.3799187199993,,
,904222,0.001,12.53433205628395,,,-217.99724438476562,,905000,,2224.7406243709847,712.1
944,907222,0.001,12.302962193727494,8990,973.58,-217.41065670776368,101,908222,2974.67333686,,
,909222,0.001,14.84066021490097,,,-218.20375692749025,,910000,,3132.478026231006,1000.0
948,911222,0.001,15.977079246759414,9024,973.58,-217.99243643188476,101,912222,2945.18152673,,
,914346,0.001,13.719730864286422,,,-217.94429064941406,,915000,,3135.7999782557017,1000.0
952,,,,9052,964.82,,101,915346,2917.28355021,,
956,918346,0.001,13.154281810283662,9075,970.67,-218.25048239135742,101,919346,2944.54203921,,
,919346,0.001,13.955678280591965,,,-218.24553344726561,,920000,,2998.3504588766023,955.3
960,922346,0.001,13.511855766296387,9107,974.72,-218.44265606689453,101,923346,2956.6066044300005,,
,924346,0.001,14.953010459423066,,,-218.2347428894043,,925000,,3062.017892963998,1000.0
964,926346,0.001,13.069755839824676,9140,974.72,-218.78273403930663,101,927346,2952.4441677299997,,
,929346,0.001,15.486694859981537,,,-217.6434216003418,,930000,,2525.0673668392,887.1
968,930346,0.001,12.858813172340392,9170,974.72,-217.9520514831543,101,931346,2941.9926185400004,,
,934346,0.001,14.513925892591477,,,-217.93976010131837,,935000,,3216.9366084400563,1000.0
972,,,,9203,974.72,,101,935346,2956.71382171,,
976,938346,0.001,13.097304505825043,9227,984.08,-218.20451245117187,101,939346,2990.94257466,,
,939346,0.001,12.716569598913193,,,-218.27778048706054,,940000,,3132.315032428503,1000.0
980,942346,0.001,11.897052870750427,9260,987.4,-219.634491607666,101,943346,3005.1493122599995,,
,944346,0.001,11.647438417911529,,,-219.83833102416992,,945000,,2483.929871953465,900.7
984,946346,0.001,11.727048751592637,9291,991.24,-220.05305252075195,101,947346,3018.7785200000003,,
,949346,0.001,11.53265649318695,,,-220.22892074584962,,950000,,2264.959882351407,978.2
988,950346,0.001,12.178399573087692,9322,991.24,-220.259419342041,102,951346,3017.1879393399995,,
,954346,0.001,12.315543215513229,,,-220.50501602172852,,955000,,3050.4445937779733,974.8
992,,,,9356,991.24,,102,955346,3015.0891650500002,,
996,958346,0.001,12.480782492399216,9378,986.7,-220.6285494995117,102,958892,2970.85844829,,
,959892,0.001,13.511901569128037,,,-220.94582315063477,,960000,,2910.6251067213716,925.5
1000,961892,0.001,14.885168278455735,9409,986.7,-220.9137192993164,102,962892,2970.0636771599993,,
,964892,0.001,12.411987425088883,,,-220.91249548339843,,965000,,3036.1325714282693,1000.0
1004,965892,0.001,12.869055361747742,9442,986.7,-221.48094204711913,102,966892,2969.5830201400004,,
,969892,0.001,12.809167493104935,,,-221.02605776977538,,970000,,3164.657126427349,1000.0
1008,,,,9472,986.7,,102,970892,2970.3292221399997,,
1012,973892,0.001,13.243878375053406,9497,986.7,-220.77954315185548,102,974892,2973.0881657000004,,
,974892,0.001,12.957984899520874,,,-221.18699954223632,,975000,,3138.7852197888774,1000.0
1016,977892,0.001,13.239307439804078,9529,986.7,-220.87731881713867,102,978892,3011.3175424700003,,
,979892,0.001,15.633317777633668,,,-221.37617169189454,,980000,,2154.613486970309,701.2
1020,981892,0.001,12.196141374826432,9560,986.7,-221.37382385253906,102,982892,3007.2894544299993,,
,984892,0.001,12.589800796985626,,,-221.04565856933593,,985000,,3190.047008338291,1000.0
1024,985892,0.001,13.387927561759948,9592,986.7,-221.23994073486327,102,986892,3008.9067965299996,,
,989892,0.001,12.093640959024428,,,-220.98320288085938,,990000,,3196.11282145381,1000.0
1028,,,,9623,986.7,,102,990892,3012.7639173000002,,
1032,993892,0.001,12.702598486185074,9647,986.7,-221.50822201538085,103,994892,3015.8837986700005,,
,994892,0.001,12.032436699390411,,,-221.8894642944336,,995000,,3303.7991320454516,1000.0
1036,997145,0.001,11.068261734581748,9675,979.23,-221.6510695200118,103,998145,3000.91951746,,
,999145,0.001,12.816332527160645,,,-222.16391403198242,,1000000,,3191.3185017202513,1000.0
1040,1001145,0.001,12.344010310411454,9708,979.23,-222.27576144409178,103,1002145,3003.6093434199997,,
,1004145,0.001,12.808768074512482,,,-222.3836577758789,,1005000,,3133.3368088718503,1000.0
1044,1005145,0.001,13.394977400064468,9740,979.23,-222.46600689697266,103,1006145,3004.9236403700006,,
,1009145,0.001,14.060946299552917,,,-223.4871824645996,,1010000,,3002.439149689488,954.6
1048,,,,9770,979.23,,103,1010145,3034.63409483,,
1052,1013145,0.001,11.946817375659943,9794,987.99,-223.65374826049805,103,1014145,3065.10142223,,
,1014145,0.001,12.002716289520263,,,-224.21869638061523,,1015000,,3199.592777837068,997.4
1056,1017145,0.001,14.391901018857956,9828,987.99,-224.51826953125,103,1018145,3063.2682632,,
,1019145,0.001,11.676207151651383,,,-224.80093515014647,,1020000,,2467.7916692640633,787.6
1060,1021145,0.001,12.141129677534103,9856,987.99,-224.8727138671875,103,1022145,3058.46942761,,
,1024145,0.001,10.658614619970322,,,-225.23058831787108,,1025000,,3244.088814268517,1000.0
1064,1025145,0.001,12.02584886431694,9884,987.99,-225.19357885742187,103,1026145,3062.46673861,,
,1029145,0.001,15.670280040979385,,,-225.53641668701172,,1030000,,2844.955293239001,1000.0
1068,,,,9912,987.99,,103,1030145,3072.54192285,,
1072,1033145,0.001,12.408064922571182,9933,987.99,-226.23703720092774,104,1034145,3075.3430578499997,,
,1034145,0.001,11.646646300315856,,,-225.68264395141603,,1035000,,3254.897918256372,1000.0
1076,1037145,0.001,13.204853048801422,9963,987.99,-225.96559817504883,104,1038145,3075.02367907,,
,1039145,0.001,11.506001323938369,,,-226.3053173828125,,1040000,,3261.627123302221,1000.0
1080,1041145,0.001,10.731735139131546,9996,987.99,-226.2970993347168,104,1042145,3079.2345232400003,,
,1044145,0.001,12.038089819908143,,,-226.79640203857423,,1045000,,3202.0094567433,1000.0
1084,1045145,0.001,11.107700617313386,10025,987.99,-227.3420078125,104,1046145,3081.02690228,,
,1049145,0.001,10.490381457805633,,,-227.73678540039063,,1050000,,3164.4451506075684,1000.0
1088,,,,10059,987.99,,104,1050145,3086.3003281199994,,
1092,1053145,0.001,13.630110612154008,10082,987.99,-227.97308108520508,104,1054145,3092.15015665,,
,1054145,0.001,11.528262224912643,,,-228.05293338012694,,1055000,,3073.423733804934,1000.0
1096,1056939,0.001,14.22914946529667,10114,990.47,-228.03817664465916,104,1057939,3129.1415024399994,,
,1059939,0.001,13.382075857400894,,,-228.71961596679688,,1060000,,2551.252233207226,835.1
1100,1060939,0.001,10.836954672574997,10144,990.47,-229.49828408813477,104,1061939,3130.988008149999,,
,1064939,0.001,11.81613446354866,,,-230.03478018188477,,1065000,,3077.845238007605,1000.0
1104,,,,10176,990.47,,104,1065939,3126.700676119999,,
1108,1068939,0.001,11.441379159212113,10200,990.47,-230.58729196166993,104,1069939,3130.0649117100006,,
,1069939,0.001,10.611625637292862,,,-230.7374387512207,,1070000,,3143.2450889789498,1000.0
1112,1072939,0.001,12.596534186840058,10233,990.47,-230.8729282836914,104,1073939,3129.8834719499996,,
,1074939,0.001,12.69322423005104,,,-230.63142715454103,,1075000,,3187.712999984622,1000.0
1116,1076939,0.001,11.016985938549041,10264,990.47,-230.92832937622072,105,1077939,3131.5689168899994,,
,1079939,0.001,11.005373887300491,,,-230.885845703125,,1080000,,3206.7010229022244,1000.0
1120,1080939,0.001,11.560993899822234,10294,990.47,-231.15566912841797,105,1081939,3136.91311259,,
,1084417,0.001,11.207241673469543,,,-232.16744213867187,,1085000,,3156.0933833658696,977.2
1124,,,,10323,985.25,,105,1085417,3122.2498789799997,,
1128,1088417,0.001,11.360082424640655,10346,985.25,-232.35632788085937,105,1089417,3121.6879373900006,,
,1089417,0.001,10.388245799779892,,,-232.82795986938476,,1090000,,3127.843442648812,970.1
1132,1092417,0.001,10.038342853069306,10379,985.25,-233.03458026123047,105,1093417,3124.2175506100007,,
,1094520,0.001,8.51590759545854,,,-233.60600427480844,,1095000,,2909.4907818056645,870.6
1136,1095520,0.001,10.389936273813248,10404,983.75,-233.37268035888673,105,1096520,3120.5708166300005,,
1140,1099520,0.001,9.512759725570678,10427,976.8,-233.789832611084,105,1099825,3097.70354669,,
,1099825,0.001,9.219342012092715,,,-234.59324977272436,,1100000,,3303.0100521057843,1000.0
1144,1102825,0.001,8.66340005493164,10457,976.8,-234.76073919677734,105,1103825,3101.0725282700005,,
,1104825,0.001,10.628637317180633,,,-234.84680017089843,,1105000,,3066.111812500504,973.5
1148,1106825,0.001,10.923628936529159,10490,976.8,-235.4961295776367,105,1107825,3106.9036521699995,,
,1109825,0.001,10.422163623809814,,,-235.71839849853515,,1110000,,3124.020847014338,961.6
1152,1110825,0.001,10.76130335187912,10521,976.8,-236.1689803466797,105,1111825,3111.1000968199996,,
,1114286,0.001,10.065856724739074,,,-236.1444976196289,,1115000,,3029.9583422061055,915.7
1156,,,,10548,971.41,,105,1115286,3095.8082205700002,,
1160,1118286,0.001,11.992896286725998,10572,971.41,-236.9781385498047,105,1119286,3102.9451092499994,,
,1119286,0.001,11.295233217954635,,,-237.1267900390625,,1120000,,3031.5678735580295,927.1
1164,1121765,0.001,11.34895888710022,10601,966.2,-237.65322744750978,105,1122765,3089.1410821199997,,
,1124765,0.001,10.494109298467636,,,-237.95256274414064,,1125000,,2398.236407777108,875.9
1168,1125765,0.001,9.99250494503975,10631,966.2,-237.70709606933593,105,1126765,3094.4817307199996,,
,1129739,0.001,10.549637835979462,,,-237.83681033325195,,1130000,,3193.799323254824,958.5
1172,,,,10661,965.94,,106,1130739,3091.0300163200004,,
1176,1133739,0.001,11.225887252807617,10681,965.94,-238.3530792541504,106,1134739,3089.3132338699997,,
,1134739,0.001,10.261870428800583,,,-238.7668893432617,,1135000,,2970.540186470188,912.5
1180,1137739,0.001,10.647675818920135,10712,965.94,-238.45164785766602,106,1138739,3090.5740539599997,,
,1139739,0.001,8.792812460422516,,,-239.06579162597657,,1140000,,3203.2408147372307,977.3
1184,1141739,0.001,11.579344445705415,10745,965.94,-239.3128293762207,106,1142739,3090.31030585,,
,1144739,0.001,10.55802394080162,,,-239.39422244262695,,1145000,,3190.509415106103,1000.0
1188,1145739,0.001,9.123688056230545,10778,965.94,-239.87618658447266,106,1146739,3093.80223224,,
,1149739,0.001,9.733668696403504,,,-239.58920294189454,,1150000,,2988.5579240397083,920.2
1192,,,,10811,965.94,,106,1150739,3096.18851782,,
1196,1153739,0.001,8.396701390981674,10834,968.0,-240.08838723754883,106,1154739,3109.4496285100004,,
,1154739,0.001,9.150753008365632,,,-240.36796005249025,,1155000,,3309.8957904692097,1000.0
1200,1157166,0.001,10.52887471330808,10864,962.27,-240.51658444983937,106,1158166,3095.20804311,,
,1159166,0.001,11.490548099279403,,,-240.84240020751952,,1160000,,2978.5943268019705,909.1
1204,1161166,0.001,9.461520909547806,10894,962.27,-240.92774279785155,106,1162166,3056.3058218700007,,
,1164186,0.001,13.966483171630955,,,-240.88289165496826,,1165000,,2942.724167845491,939.1
1208,,,,10920,952.47,,106,1165186,3006.8006534200003,,
1212,1168186,0.001,9.186388890743256,10944,952.47,-240.99733926391602,106,1169186,3010.6227152,,
,1169186,0.001,10.99444568991661,,,-241.50766482543946,,1170000,,3032.261571982689,912.5
1216,1172186,0.001,10.027913116693497,10973,947.64,-241.19704412841796,106,1172703,2991.7178858100006,,
,1174942,0.001,11.330565184116363,,,-239.26997805786132,,1175000,,3095.1704484290444,1000.0
1220,,,,10998,940.03,,106,1175942,2957.3890855100008,,
1224,1178743,0.001,8.441791069492716,11021,943.26,-240.09755878448487,107,1179743,2968.4880828699993,,
,1179743,0.001,8.454417263746262,,,-240.5388345336914,,1180000,,3274.077433068026,1000.0
1228,1182743,0.001,9.060359401106835,11052,943.26,-241.1941319580078,107,1183743,2971.9366617700002,,
,1184743,0.001,8.349892293214799,,,-241.72370803833007,,1185000,,3300.8760650487616,1000.0
1232,1186743,0.001,11.58540769815445,11083,943.26,-241.76404479980468,107,1187743,2970.8991439700003,,
,1189743,0.001,11.440355325460434,,,-242.12261016845704,,1190000,,2864.402997330949,913.1
1236,1190743,0.001,11.809363662958145,11112,952.23,-242.94005960083007,107,1191743,2999.3250093900006,,
,1194743,0.001,11.092217278480529,,,-243.54023373413085,,1195000,,3254.2464170414955,1000.0
1240,,,,11142,959.18,,107,1195743,3023.855612190001,,
1244,1198743,0.001,8.491452642917633,11163,959.18,-243.9012516479492,107,1199743,3022.93570197,,
,1199832,0.001,15.488387359662003,,,-244.3707271999783,,1200000,,3356.157706797728,1000.0
1248,1201832,0.001,8.999866877317428,11188,944.15,-244.61460440063476,107,1202240,2976.4126235599997,,
,1204240,0.001,10.745697233438491,,,-244.96742581176758,,1205000,,2861.868015388679,881.1
1252,1205240,0.001,11.054440356016158,11216,944.15,-244.97825708007812,107,1206240,2973.8654487100007,,
1256,1209240,0.001,13.380762513637542,11239,942.24,-245.36885717773438,107,1209510,2950.4100644900004,,
,1209510,0.001,12.35446147388882,,,-245.4210830123336,,1210000,,2841.464023028966,907.5
1260,1212510,0.001,12.016468956708907,11271,942.24,-245.3064307861328,107,1213510,2953.4329231100005,,
,1214510,0.001,11.127868150234223,,,-245.1165859069824,,1215000,,2865.9595976410433,883.1
1264,1216510,0.001,12.978459386587144,11303,947.45,-245.18052951049805,107,1217510,2972.2759763999998,,
,1219510,0.001,14.006349959373473,,,-245.0664973449707,,1220000,,3190.4222070917485,1000.0
1268,1220510,0.001,11.403403516530991,11338,947.45,-245.5702411804199,107,1221510,2970.1631919399997,,
,1224510,0.001,11.776755020856857,,,-245.61122769165038,,1225000,,3230.2148280767724,1000.0
1272,,,,11373,947.71,,107,1225510,2973.55144898,,
1276,1228445,0.001,11.444361653302442,11399,947.06,-245.94893497573233,107,1229445,2972.6501734200006,,
,1229445,0.001,9.775753949642182,,,-245.9425962524414,,1230000,,3219.0495430540295,1000.0
1280,1232445,0.001,13.316477797031403,11434,947.06,-245.72838333129883,107,1233445,2971.269529109999,,
,1234445,0.001,9.374106660604477,,,-246.22166333007812,,1235000,,3136.9592140956547,1000.0
1284,1235875,0.001,10.49692380372868,11464,941.36,-245.78003348417062,107,1236875,2955.2990202699993,,
,1239875,0.001,12.148821861505509,,,-245.9436240234375,,1240000,,3026.2904722694307,926.6
1288,,,,11497,941.36,,107,1240875,2957.2612454699997,,
1292,1243875,0.001,12.900154828548432,11518,941.36,-246.25271270751952,108,1244875,2953.1595562000007,,
,1244973,0.001,20.837089387737976,,,-246.93985016491948,,1245000,,3241.114773575589,1000.0
1296,1246973,0.001,12.840718832015991,11547,932.34,-246.9114091796875,108,1247973,2920.85482602,,
,1249861,0.001,11.992855335409576,,,-247.27769013138504,,1250000,,3256.045273006149,1000.0
1300,1250861,0.001,14.53534869503975,11580,936.95,-247.44780108642578,108,1251861,2935.368255079999,,
,1254861,0.001,17.857023631572723,,,-248.2572317199707,,1255000,,2607.8200602686034,917.4
1304,,,,11612,936.95,,108,1255861,2980.25011253,,
1308,1258861,0.001,20.895937490940096,11636,946.75,-247.8496827697754,108,1259861,3030.318873109999,,
,1259861,0.001,13.342224310398102,,,-247.4754952697754,,1260000,,2767.7987140612795,856.5
1312,1262861,0.001,11.339388448476791,11678,946.75,-246.7848549194336,108,1263861,3024.9112523,,
,1264861,0.001,10.421823819160462,,,-246.77725946044922,,1265000,,3183.112205232121,981.8
1316,1266861,0.001,13.00576417851448,11729,951.58,-246.71544027709962,108,1267861,3042.58546286,,
,1269861,0.001,11.30727869439125,,,-247.5302412414551,,1270000,,3312.1341448832536,1000.0
1320,1270861,0.001,15.164479018688201,11778,959.19,-247.3587537841797,107,1271861,3078.1651857400007,,
,1274861,0.001,11.863764180183411,,,-247.91260452270507,,1275000,,3096.59790838724,938.0
1324,,,,11829,961.18,,107,1275861,3087.8038288600005,,
1328,1278861,0.001,14.109547699213028,11864,961.18,-248.39216632080078,107,1279861,3088.6634804700006,,
,1279861,0.001,10.976809435606002,,,-248.695193939209,,1280000,,3301.586446032941,1000.0
1332,1282861,0.001,13.021628467798234,11915,961.18,-248.6376368408203,107,1283861,3085.19182317,,
,1284861,0.001,10.330085571765899,,,-249.32011584472656,,1285000,,2874.5461027743295,899.7
1336,1286861,0.001,13.826774373292922,11961,961.18,-249.63773083496093,107,1287861,3084.8518256100006,,
,1289861,0.001,11.06289601111412,,,-249.6958648376465,,1290000,,3260.695478997752,1000.0
1340,1290861,0.001,11.695313147068024,12009,961.18,-249.60348126220703,107,1291861,3086.3140897,,
,1294861,0.001,13.303176689624786,,,-250.48971966552733,,1295000,,3010.932901986921,972.4
1344,,,,12058,961.18,,107,1295861,3080.12415052,,
1348,1298359,0.001,15.48550883769989,12086,971.19,-250.7419100036621,107,1299359,3109.9748977299996,,
,1299359,0.001,14.338323381900787,,,-251.07352523803712,,1300000,,2838.9461328365783,994.4
1352,1302359,0.001,31.80810050678253,12134,971.19,-250.10855947875976,107,1303359,3072.6609841199997,,
,1304359,0.001,101.21644350814819,,,-245.99332690429688,,1305000,,-958.9126776721445,912.3
1356,1306359,0.001,81.66303485870361,12181,978.49,-252.16728414916992,107,1307359,2925.56557142,,
,1309359,0.001,85.9427523059845,,,-253.33845294189453,,1310000,,-632.3797870415844,594.7
1360,1310359,0.001,59.08993413734436,12222,978.49,-249.2984719543457,107,1311359,2713.7646374600004,,
,1314359,0.001,24.61429906797409,,,-247.90471697998046,,1315000,,163.23028247628682,1000.0
1364,,,,12270,978.49,,107,1315359,2604.20763147,,
1368,1318359,0.001,22.87345277452469,12302,978.49,-245.97787707519532,107,1319359,2526.17666983,,
,1319359,0.001,22.482278099536895,,,-245.43672192382812,,1320000,,970.5769000505272,1000.0
1372,1322359,0.001,18.208139001846313,12351,978.49,-242.8387471923828,107,1323359,2470.2755964,,
,1324359,0.001,17.588636083602907,,,-242.04381475830078,,1325000,,2494.614627772849,1000.0
1376,1326359,0.001,15.09424723148346,12398,979.14,-240.45431658935547,107,1327359,2451.4464962800002,,
,1329359,0.001,13.339688005447387,,,-240.05022686767578,,1330000,,2215.550392262451,924.5
1380,1330359,0.001,12.261802059650421,12444,979.14,-239.7871893005371,106,1331359,2434.52018202,,
