time/episodes,train/n_updates,train/learning_rate,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/fps,time/total_timesteps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
,1334359,0.001,13.73097827219963,,,-239.54446377563477,,1335000,,2750.9094069070184,875.2
1384,,,,12489,984.84,,106,1335359,2446.32876086,,
1388,1338359,0.001,10.853462027549744,12521,984.84,-239.0385135498047,106,1339359,2435.56411373,,
,1339359,0.001,12.557492679834366,,,-239.13907556152344,,1340000,,3147.127658334095,1000.0
1392,1342359,0.001,12.303526407957078,12569,984.84,-239.3187119140625,106,1343359,2435.2145049500004,,
,1344359,0.001,14.316687829494477,,,-239.21581939697265,,1345000,,2425.8867882244754,1000.0
1396,1346359,0.001,13.363083016395569,12616,993.86,-239.38706411743163,106,1347359,2454.0873173800005,,
,1349359,0.001,14.68285339641571,,,-239.1567440185547,,1350000,,3075.101082995534,1000.0
1400,1350359,0.001,11.132467009305953,12663,994.98,-238.82748458862304,106,1351359,2453.0948331600002,,
,1354359,0.001,16.401161773204805,,,-238.35702117919922,,1355000,,3097.809195946623,1000.0
1404,,,,12710,994.98,,106,1355359,2449.98323825,,
1408,1358359,0.001,18.094840199947356,12743,994.98,-239.31698886108398,106,1359359,2447.73675438,,
,1359359,0.001,17.061377331256868,,,-239.3157405090332,,1360000,,3064.7292011536656,1000.0
1412,1362359,0.001,14.329382862567902,12790,994.98,-239.729755859375,106,1363359,2446.3053219,,
,1364359,0.001,14.005187081575393,,,-240.08272955322266,,1365000,,3132.8433694664855,1000.0
1416,1366359,0.001,11.348302230358124,12838,994.98,-240.4637174682617,106,1367359,2443.0104673299998,,
,1369359,0.001,12.94343440413475,,,-241.20539825439454,,1370000,,3241.887110573612,1000.0
1420,1370359,0.001,10.83601523399353,12886,994.98,-241.43667596435546,106,1371359,2443.6379417099997,,
,1374359,0.001,10.555112820863723,,,-242.33328146362305,,1375000,,3268.573181883432,1000.0
1424,,,,12934,994.98,,106,1375359,2438.1954987599997,,
1428,1378359,0.001,12.149159448862076,12967,994.98,-242.67830648803712,106,1379359,2431.5754409300002,,
,1379359,0.001,13.596707658290864,,,-242.6938420410156,,1380000,,3169.9510130130684,1000.0
1432,1382359,0.001,12.280507178068161,13014,994.98,-243.47196640014647,106,1383359,2433.1469322,,
,1384359,0.001,9.621513946533202,,,-243.69355093383788,,1385000,,3179.7691020205616,1000.0
1436,1386359,0.001,13.00469140791893,13062,994.98,-243.98283123779296,106,1387359,2430.97449663,,
,1389359,0.001,10.804002052783966,,,-244.55184494018556,,1390000,,3272.0660722084344,1000.0
1440,1390359,0.001,9.312039251327514,13110,994.98,-244.8536135253906,106,1391359,2429.14558179,,
,1394359,0.001,13.674456292390824,,,-245.58423446655274,,1395000,,3171.837259199098,1000.0
1444,,,,13159,994.98,,106,1395359,2433.8667167299996,,
1448,1398359,0.001,10.570303041934967,13191,1000.0,-245.69656942749023,106,1399359,2451.48660046,,
,1399359,0.001,10.467216088294983,,,-246.14123486328126,,1400000,,3370.0171267483383,1000.0
1452,1402110,0.001,13.969223188496779,13237,997.51,-246.5728236259298,105,1403110,2480.4522246300003,,
,1404110,0.001,12.720378566026687,,,-246.70161041259766,,1405000,,3205.121724759275,1000.0
1456,1406110,0.001,10.868411731004715,13282,997.51,-247.2158243713379,105,1407110,2667.81177955,,
,1409110,0.001,10.786070274114609,,,-247.49327905273438,,1410000,,3113.8284259337,942.4
1460,1410110,0.001,9.625910861253738,13327,997.51,-247.65905029296874,105,1411110,2877.74383419,,
,1414110,0.001,11.238405936717987,,,-247.85193920898436,,1415000,,3320.6640144946055,1000.0
1464,,,,13373,997.51,,105,1415110,2987.8969507399997,,
1468,1418110,0.001,8.473244766950607,13408,997.51,-248.51687725830078,105,1419110,3070.852471140001,,
,1419110,0.001,10.995526909589767,,,-248.49432751464843,,1420000,,3192.540263708122,1000.0
1472,1422110,0.001,10.229945768356323,13456,997.51,-248.62850268554686,105,1423110,3128.06238745,,
,1424110,0.001,9.460977291822433,,,-248.89637194824218,,1425000,,3271.222913719427,975.6
1476,1426110,0.001,10.61091385960579,13506,997.51,-249.38097076416017,105,1427110,3151.53969456,,
,1429110,0.001,9.614035914421082,,,-249.63543194580078,,1430000,,3263.99837998529,1000.0
1480,1430110,0.001,11.214786791801453,13555,997.51,-249.8418724975586,105,1431110,3170.3119876200003,,
,1434110,0.001,10.358273916482926,,,-250.93272674560546,,1435000,,2779.570851027593,902.1
1484,,,,13603,997.51,,105,1435110,3175.5401314200008,,
1488,1437788,0.001,10.319227615833283,13635,994.29,-250.71957775878906,105,1438788,3173.8712144100004,,
,1439788,0.001,8.468121879577637,,,-250.95855700683595,,1440000,,3320.2038882035763,1000.0
1492,1441788,0.001,11.032832745552064,13685,994.29,-251.05849298095703,105,1442788,3183.6172941699992,,
,1444788,0.001,8.88739954328537,,,-251.76593325805663,,1445000,,2963.1918678474494,902.8
1496,1445788,0.001,12.277482920885086,13736,994.29,-250.9843421020508,105,1446788,3198.7923863699993,,
,1449788,0.001,12.501752572774887,,,-251.71997100830077,,1450000,,3207.1231847025456,1000.0
1500,,,,13786,994.29,,105,1450788,3201.29531764,,
1504,1453788,0.001,12.902975982427597,13821,994.29,-251.85176483154297,105,1454788,3206.9158083999996,,
,1454788,0.001,9.192800943851472,,,-251.93224172973632,,1455000,,3241.956345930882,1000.0
1508,1457788,0.001,10.594731952667237,13871,994.29,-252.35510888671874,105,1458788,3209.1500476700003,,
,1459788,0.001,12.724657960176469,,,-252.88779983520507,,1460000,,3288.8411066662056,1000.0
1512,1461788,0.001,11.210773936510087,13920,994.29,-252.26913690185546,105,1462788,3213.31157886,,
,1464788,0.001,12.308685708761216,,,-252.63168881225585,,1465000,,3206.0550770867617,1000.0
1516,1465788,0.001,8.294283581256867,13972,994.29,-252.5917608947754,104,1466788,3217.5226506600006,,
,1469788,0.001,8.90801893043518,,,-253.00698654174803,,1470000,,3262.94807387176,1000.0
1520,,,,14021,994.29,,104,1470788,3216.2070766600004,,
1524,1473788,0.001,9.420190816402435,14055,994.29,-253.6362982788086,104,1474788,3219.118244950001,,
,1474788,0.001,10.303818693161011,,,-253.94187051391603,,1475000,,2920.2529491122114,908.0
1528,1477788,0.001,12.004810651540756,14104,994.29,-253.43216134643555,104,1478788,3224.2583485,,
,1479788,0.001,9.298368081569672,,,-254.02482562255858,,1480000,,2453.4411986083724,743.9
1532,1481788,0.001,8.839375077724457,14149,994.29,-254.18536904907228,104,1482788,3226.57681835,,
,1484788,0.001,12.649698407411575,,,-254.43061248779296,,1485000,,3090.122702823067,1000.0
1536,1485788,0.001,10.91449676656723,14199,994.29,-254.17112020874023,104,1486788,3229.9092544200003,,
,1489788,0.001,9.624727229595184,,,-254.5329953918457,,1490000,,3013.684393079579,936.7
1540,,,,14246,994.29,,104,1490788,3229.5187355799994,,
1544,1493788,0.001,8.134358090877534,14281,994.29,-254.72360110473633,104,1494788,3233.678487699999,,
,1494788,0.001,9.094554758548737,,,-254.56702438354492,,1495000,,3342.6329210003837,1000.0
1548,1497788,0.001,10.46237611401081,14332,994.29,-255.12452688598634,104,1498788,3239.46891913,,
,1499788,0.001,8.230569311618805,,,-255.3181636657715,,1500000,,2932.2219530783595,878.8
1552,1501788,0.001,9.445459050416947,14381,996.78,-255.68077713012696,104,1502788,3250.5748268999996,,
,1504788,0.001,11.683751657009125,,,-256.44004510498047,,1505000,,3012.1449571383187,1000.0
1556,1505788,0.001,9.040203875541687,14432,996.78,-256.18135678100583,104,1506788,3248.0296320699995,,
1560,1508378,0.001,10.858179861007761,14456,982.68,-256.07406824285334,104,1509378,3202.4803996100004,,
,1509378,0.001,7.821672816514969,,,-256.3887178955078,,1510000,,3122.645458230935,935.4
1564,1512378,0.001,7.4770731393098835,14506,982.68,-257.1560301208496,104,1513378,3203.17941652,,
,1514378,0.001,9.281765871524811,,,-256.88743395996096,,1515000,,3384.244412990287,1000.0
1568,1516378,0.001,9.270837983369827,14556,982.68,-256.9668645629883,104,1517378,3203.79716171,,
,1519378,0.001,12.042819052219391,,,-257.2222973022461,,1520000,,3386.258462004177,1000.0
1572,1520378,0.001,11.610814974784851,14606,982.68,-256.6345939025879,104,1521378,3207.4690744699997,,
,1524378,0.001,9.587010067701339,,,-256.7299601135254,,1525000,,2975.6481295915787,916.3
1576,,,,14654,982.68,,104,1525378,3204.9307989899994,,
1580,1528378,0.001,11.559784665942193,14688,982.68,-257.4728543701172,104,1529378,3202.445019019999,,
,1529378,0.001,9.72047229719162,,,-257.2127445373535,,1530000,,3323.6002925170587,1000.0
1584,1531473,0.001,10.42089548254013,14730,973.63,-257.40635815429687,104,1532473,3175.8927065699995,,
,1534473,0.001,12.439797438621522,,,-257.5228693847656,,1535000,,3325.2953758570134,1000.0
1588,1535473,0.001,11.654211973667145,14780,976.85,-257.84824868774416,103,1536473,3189.11293475,,
,1539473,0.001,9.454719629764558,,,-257.9740335693359,,1540000,,3229.5763599344064,953.7
1592,,,,14830,976.85,,103,1540473,3187.1712706300004,,
1596,1543473,0.001,9.899526221513748,14865,976.85,-258.1622767944336,103,1544473,3189.36276257,,
,1544473,0.001,7.491748605489731,,,-258.52037350463866,,1545000,,3327.1679158199577,982.1
1600,1547473,0.001,7.894099884986877,14916,976.85,-258.3287178344727,103,1548473,3194.2149165900005,,
,1549473,0.001,9.112674377441406,,,-258.1088214111328,,1550000,,2904.737618706189,899.3
1604,1550680,0.001,11.82997775423354,14958,968.92,-259.373227926401,103,1551680,3168.56479823,,
,1554680,0.001,10.699881247520446,,,-259.0978544616699,,1555000,,2739.9732618706066,813.3
1608,,,,15005,968.92,,103,1555680,3171.1030566400004,,
1612,1558680,0.001,11.301900063753129,15040,968.92,-258.7628096618652,103,1559680,3174.88661095,,
,1559680,0.001,9.587969983816146,,,-259.04406448364256,,1560000,,3096.434940951783,920.7
1616,1562680,0.001,11.571725649356843,15089,968.92,-258.9036668395996,103,1563680,3179.70658218,,
,1564680,0.001,10.770819091320037,,,-259.0916294555664,,1565000,,3141.5267808837816,924.4
1620,1565756,0.001,17.22600950065412,15130,959.68,-258.6233143053557,103,1566756,3150.25869528,,
,1569314,0.001,9.945631942749024,,,-259.42308529663086,,1570000,,3371.101949963265,1000.0
1624,,,,15176,955.26,,103,1570314,3138.1108746200002,,
1628,1573314,0.001,13.3381843085289,15212,955.26,-259.59255044555664,103,1574314,3141.0816292799996,,
,1574314,0.001,10.530515362977981,,,-259.3762666931152,,1575000,,3238.423152209446,1000.0
1632,1577314,0.001,11.740611873865127,15263,955.26,-258.76091986083986,103,1578314,3138.4454224399997,,
,1579314,0.001,10.74974178981781,,,-258.6949320068359,,1580000,,3270.2748017089443,1000.0
1636,1581314,0.001,11.644473536729812,15312,955.26,-258.22192346191406,103,1582314,3140.63705887,,
,1584314,0.001,11.210267002820968,,,-258.55912231445313,,1585000,,3385.431110557541,1000.0
1640,1585314,0.001,12.141178222894668,15362,955.26,-258.4658435974121,103,1586314,3147.1485922000006,,
,1589314,0.001,10.267495946645736,,,-257.7103060913086,,1590000,,3252.908362207748,963.6
1644,,,,15412,955.26,,103,1590314,3148.15165272,,
1648,1593314,0.001,10.239593949317932,15447,955.26,-257.76459799194333,103,1594314,3147.15527174,,
,1594314,0.001,11.032882398843766,,,-257.7373464050293,,1595000,,3196.073667302588,1000.0
1652,1597314,0.001,10.426972059488296,15496,955.26,-257.3250431518555,103,1598314,3145.7105919200003,,
,1599314,0.001,10.48450267124176,,,-257.5372925720215,,1600000,,3109.186662750051,963.7
1656,1601314,0.001,10.053123765707015,15545,955.26,-257.43279626464846,103,1602314,3150.6516243099995,,
,1604387,0.001,12.312910892248153,,,-258.19758081054687,,1605000,,3299.098805809021,972.6
1660,,,,15589,960.09,,102,1605387,3168.1860547,,
1664,1608188,0.001,13.19634173752812,15623,958.1,-257.4217364912913,102,1609188,3160.03870887,,
,1609877,0.001,12.430351000565748,,,-256.5323525805806,,1610000,,2363.7698511697354,932.2
1668,1611877,0.001,12.152747945070267,15670,954.99,-255.72308416748047,102,1612877,3145.97794327,,
,1614877,0.001,11.894834027528763,,,-256.3351101074219,,1615000,,3348.8763980202843,1000.0
1672,1615877,0.001,12.503186462402343,15722,954.99,-256.606137298584,102,1616877,3144.8271811599993,,
,1619207,0.001,13.892566542863845,,,-256.8970821838379,,1620000,,3310.180358313024,1000.0
1676,,,,15766,948.29,,102,1620207,3125.4106113399994,,
1680,1623207,0.001,13.477853775024414,15800,948.29,-257.5907084960937,102,1624207,3127.7613314399996,,
,1624207,0.001,14.143530859470367,,,-257.1777819519043,,1625000,,3139.881371389469,1000.0
1684,1627207,0.001,12.055094333410263,15848,949.59,-256.6556795654297,102,1627432,3131.5820084899997,,
,1629432,0.001,15.154950361728668,,,-257.1557600708008,,1630000,,3291.4002578815443,1000.0
1688,1630432,0.001,10.419682101488114,15893,949.59,-257.2097668762207,102,1631432,3128.28780534,,
,1634133,0.001,10.50068085694313,,,-257.07506491088867,,1635000,,3275.4338282214476,1000.0
1692,,,,15940,946.6,,102,1635133,3114.7758359400004,,
1696,1638133,0.001,14.023238880634308,15971,946.6,-257.5870316772461,102,1639133,3113.9793609899993,,
,1639133,0.001,14.491173023939133,,,-257.1937697143555,,1640000,,3305.01458979561,1000.0
1700,1642133,0.001,12.338987797498703,16005,946.6,-257.5298640441895,102,1643133,3111.5854743200007,,
,1644493,0.001,15.123323525985082,,,-257.8817036098904,,1645000,,3247.558017868921,1000.0
1704,1645493,0.001,12.293213986873626,16035,948.13,-257.5104875183105,102,1646493,3117.8783652399993,,
,1649493,0.001,12.059489419579506,,,-257.79729400634767,,1650000,,3336.890098956553,1000.0
1708,,,,16073,948.13,,102,1650493,3119.5990838400003,,
1712,1653493,0.001,8.771253722429275,16099,948.13,-258.3686186828613,102,1654493,3120.2238200199995,,
,1654493,0.001,10.936708677530289,,,-258.16887561035156,,1655000,,3372.0826372906567,1000.0
1716,1657490,0.001,14.786330089569091,16134,948.1,-258.3217424621582,102,1658490,3120.1166603400006,,
,1659490,0.001,9.739967398166657,,,-258.79769326782224,,1660000,,3098.263504114654,933.3
1720,1661490,0.001,11.935902108192444,16168,957.34,-258.3153225708008,102,1662490,3157.2769658599996,,
,1664896,0.001,12.331373859405518,,,-258.72935415649414,,1665000,,3355.272675362043,1000.0
1724,,,,16201,955.82,,102,1665896,3147.6888438599995,,
1728,1668896,0.001,9.987894936800004,16226,955.82,-259.37015817260743,102,1669896,3147.22259724,,
,1669896,0.001,11.738052054882049,,,-259.41488119506835,,1670000,,3171.8276519738138,1000.0
1732,1672896,0.001,14.210374663829803,16260,955.82,-260.36104141235353,102,1673896,3151.817565789999,,
,1674896,0.001,13.657896254777908,,,-260.1596749572754,,1675000,,3383.362881519778,1000.0
1736,1676896,0.001,13.832373019218444,16294,955.82,-261.01697302246095,102,1677896,3153.8707582499997,,
,1679896,0.001,16.322972660779953,,,-261.7094136657715,,1680000,,3315.232249189564,1000.0
1740,1680896,0.001,12.476209700107574,16329,955.82,-261.73709594726563,102,1681896,3151.937030360001,,
,1684896,0.001,15.937985487937928,,,-261.93428475952146,,1685000,,3224.365367552638,1000.0
1744,,,,16364,955.82,,103,1685896,3154.2150094700005,,
1748,1688896,0.001,10.114823751568794,16389,955.82,-261.6866958618164,103,1689896,3155.22789293,,
,1689896,0.001,16.38860211777687,,,-262.0052298583984,,1690000,,3351.418651323719,1000.0
1752,1692088,0.001,13.209276075601577,16420,947.74,-262.4293257141113,103,1693088,3132.1760129100003,,
,1694779,0.001,15.361315781404244,,,-262.23091461623926,,1695000,,3360.0967315391636,988.2
1756,1695779,0.001,12.144262449026108,16453,944.65,-262.04642388916017,103,1696779,3124.7154759600003,,
,1699779,0.001,15.042206148147583,,,-262.12847387695314,,1700000,,2615.349132438749,1000.0
1760,,,,16488,953.92,,103,1700779,3156.454895249999,,
1764,1703779,0.001,12.407504347085952,16513,955.91,-262.2572638244629,103,1704779,3164.33934502,,
,1704779,0.001,11.463054620981216,,,-262.173940826416,,1705000,,3230.1415431531145,1000.0
1768,1707779,0.001,11.661313007593154,16549,959.02,-262.4846131286621,103,1708779,3176.056697540001,,
,1709170,0.001,11.78279761768058,,,-262.86455169989136,,1710000,,3245.347203104198,945.9
1772,1711170,0.001,11.25778932404518,16581,952.93,-262.7420722045898,103,1712170,3156.3990748800006,,
,1714170,0.001,11.672638453006744,,,-262.95448150634763,,1715000,,3430.0318410579116,1000.0
1776,1715170,0.001,10.410222333431244,16617,959.63,-263.1337888183594,103,1716170,3182.91157657,,
,1719170,0.001,13.538542669534683,,,-263.37038671875,,1720000,,3294.886770132277,1000.0
1780,,,,16651,959.63,,103,1720170,3184.5445353000005,,
1784,1723170,0.001,17.381389494657515,16676,967.38,-263.40194259643556,103,1724170,3209.8115782999994,,
,1724170,0.001,11.623550585269928,,,-263.22061599731444,,1725000,,3254.929241832183,1000.0
1788,1727170,0.001,10.943007286548614,16710,967.38,-262.73526818847654,103,1728170,3170.8476428500003,,
,1729170,0.001,12.71861346244812,,,-263.0341571044922,,1730000,,3176.0112385087646,1000.0
1792,1731170,0.001,9.050416034698486,16745,970.37,-262.7401902770996,103,1732170,3181.5799608699995,,
,1734170,0.001,9.399474186420441,,,-262.8265548706055,,1735000,,3259.9052045228427,1000.0
1796,1735170,0.001,10.970781515836716,16781,970.37,-262.78302606201174,103,1736170,3180.8615828499996,,
,1739170,0.001,12.011544144153595,,,-262.7358427734375,,1740000,,3401.027775186859,1000.0
1800,,,,16817,970.37,,103,1740170,3184.05656296,,
1804,1743170,0.001,9.944136379957198,16842,975.9,-262.7428918762207,103,1744083,3203.36319005,,
,1744083,0.001,10.196335321971647,,,-262.93174579687286,,1745000,,3383.4535819204525,1000.0
1808,1747083,0.001,14.127719365119933,16874,975.9,-262.9439594421387,103,1748083,3201.7086601299998,,
,1749083,0.001,9.586413636684417,,,-262.9111865539551,,1750000,,3261.8678738430144,1000.0
1812,1751083,0.001,11.91020696568489,16906,975.9,-262.8030856323242,103,1752083,3200.5783780700003,,
,1754083,0.001,10.043276273488999,,,-262.8176809387207,,1755000,,3360.0472104321934,1000.0
1816,1755083,0.001,10.63449359035492,16936,975.93,-262.71037771606444,103,1756083,3200.01689884,,
,1759083,0.001,9.839155447483062,,,-262.58101345825196,,1760000,,3439.003746327944,1000.0
1820,,,,16970,975.93,,103,1760083,3148.36470363,,
1824,1763083,0.001,16.37789124584198,16995,976.84,-262.55049758911133,103,1763580,3157.7877423999994,,
,1764580,0.001,11.687127267360687,,,-262.68104348754883,,1765000,,3391.2120759661075,1000.0
1828,1766580,0.001,11.525849942922592,17032,976.84,-262.5419551086426,103,1767580,3159.3361503199994,,
,1769926,0.001,12.067801647424698,,,-262.67683660888673,,1770000,,3252.1670480545145,1000.0
1832,,,,17064,970.3,,103,1770926,3134.1669302699993,,
1836,1773926,0.001,13.759022186756134,17091,970.3,-262.4696463623047,103,1774926,3135.4441350899992,,
,1774926,0.001,11.14604861664772,,,-262.4331320495605,,1775000,,3266.448715950083,988.2
1840,1777926,0.001,10.565542094945908,17124,969.26,-262.46748513793943,103,1778822,3133.78603992,,
,1779822,0.001,11.915816923856735,,,-261.9163811340332,,1780000,,3078.4125689974053,905.8
1844,1781822,0.001,13.588307580709458,17156,969.26,-262.0799487915039,103,1782822,3135.73937603,,
,1784959,0.001,26.36049815860108,,,-261.2434488184312,,1785000,,2904.4336799103767,877.3
1848,,,,17186,960.63,,103,1785959,3104.9537536099997,,
1852,1788959,0.001,12.23758224272728,17210,968.71,-262.47417816162107,104,1789959,3127.52656487,,
,1789959,0.001,11.646918661594391,,,-262.8619006652832,,1790000,,3207.496105577238,1000.0
1856,1792959,0.001,16.809665722846987,17245,971.8,-262.6489670715332,104,1793959,3138.147520900001,,
,1794959,0.001,13.945178884506225,,,-262.6340042724609,,1795000,,3205.6309663385155,964.6
1860,1796959,0.001,13.109181616783141,17278,971.8,-262.4420282592773,104,1797959,3140.1788591600007,,
,1799959,0.001,12.13172648191452,,,-262.56578829956055,,1800000,,3422.4010356190147,1000.0
1864,1800959,0.001,11.738657754182816,17313,971.8,-262.5975878295898,104,1801959,3143.26899177,,
,1804837,0.001,11.344392350435257,,,-262.0992484741211,,1805000,,2785.9771727119196,960.1
1868,,,,17349,970.58,,104,1805837,3143.6371569700004,,
1872,1808642,0.001,16.200540973829188,17372,974.72,-261.9648943728312,104,1809642,3160.663624289999,,
,1809642,0.001,16.737744257450103,,,-261.9746872253418,,1810000,,3286.141760288272,961.0
1876,1812642,0.001,14.17319475531578,17410,974.72,-261.7561508789062,104,1813642,3158.6023113499996,,
,1814642,0.001,11.141360048532485,,,-261.8161700439453,,1815000,,3052.8569032355213,930.0
1880,1816642,0.001,12.831459853172301,17444,974.72,-261.81916564941406,104,1817642,3157.57992074,,
,1819642,0.001,12.767912125110627,,,-261.4980818786621,,1820000,,3412.6723032711075,1000.0
1884,1820642,0.001,14.297908295631409,17480,974.72,-261.99186666870116,104,1821642,3164.078317769999,,
,1824153,0.001,13.1381985679298,,,-261.5957898906633,,1825000,,3273.827708368376,1000.0
1888,,,,17510,969.83,,104,1825153,3191.68791429,,
1892,1827624,0.001,13.8082326430424,17531,964.54,-261.7528885663566,104,1828624,3181.2777904800005,,
,1829624,0.001,10.103340780973435,,,-261.68602597045896,,1830000,,3366.7206086146643,1000.0
1896,1831624,0.001,10.478692227840424,17563,964.54,-261.92092376708985,104,1832624,3181.6862377800007,,
,1834624,0.001,14.787807298898697,,,-261.8353852233887,,1835000,,2992.715967551246,915.3
1900,1835624,0.001,13.559431082010269,17596,964.54,-261.7517133178711,104,1836624,3180.80058787,,
,1839597,0.001,12.550643812656402,,,-262.3019558105469,,1840000,,3446.769800467603,1000.0
1904,,,,17631,965.14,,104,1840597,3181.6810056699996,,
1908,1843597,0.001,12.020233838796615,17656,965.14,-261.7665717163086,104,1844597,3136.4306205499997,,
,1844597,0.001,15.073057439804078,,,-261.72570556640625,,1845000,,3244.8563504528256,1000.0
1912,1847597,0.001,12.514825921058655,17690,965.14,-261.7748616943359,104,1848597,3140.6513337699994,,
,1849597,0.001,13.595360001802444,,,-262.15762466430664,,1850000,,3402.7852464679627,1000.0
1916,1851597,0.001,11.324437845945358,17725,965.14,-262.10107791137693,104,1852597,3140.262435689999,,
,1854597,0.001,13.47734509396553,,,-262.043399810791,,1855000,,2723.4813181305535,1000.0
1920,1855597,0.001,17.393933531999586,17760,965.14,-261.9887772521973,104,1856597,3191.6923653399995,,
,1859597,0.001,13.420390947580337,,,-261.7287532653809,,1860000,,3344.3320008979877,1000.0
1924,,,,17793,970.17,,104,1860597,3211.7587743899994,,
1928,1862609,0.001,14.185038026332855,17811,960.29,-262.0694284057617,104,1863609,3178.5055852900005,,
,1864609,0.001,14.989768226146698,,,-261.7180997924805,,1865000,,3256.4168858110907,1000.0
1932,1866609,0.001,15.375593319654465,17846,966.83,-261.30853021240233,104,1867609,3205.1456424500007,,
,1869609,0.001,18.983492124557497,,,-261.84003125,,1870000,,3378.5504394255577,1000.0
1936,1870609,0.001,18.30202410340309,17880,966.83,-261.5642270202637,104,1871609,3202.5508566699996,,
,1874609,0.001,12.655441801786422,,,-260.83819232177734,,1875000,,3365.0097494895103,1000.0
1940,,,,17914,967.87,,104,1875609,3205.83038344,,
1944,1878609,0.001,15.173892977714539,17937,967.87,-261.0318691711426,104,1879609,3202.4039523499996,,
,1879609,0.001,20.23834550523758,,,-261.336078125,,1880000,,3333.9527192259206,985.5
1948,1882609,0.001,15.315229966402054,17971,976.5,-261.8218702087402,104,1883609,3230.90796345,,
,1884609,0.001,14.868954211235046,,,-261.44409448242186,,1885000,,3459.0130609760063,1000.0
1952,1886609,0.001,16.044700300693513,18006,976.5,-261.671432434082,104,1887609,3233.96491713,,
,1889478,0.001,15.097264188342868,,,-261.7610070941092,,1890000,,3271.589974742755,1000.0
1956,1890478,0.001,13.736567730426788,18039,975.19,-261.6723497924805,104,1891478,3228.675886069999,,
,1894478,0.001,16.47392686533928,,,-261.9581539306641,,1895000,,3302.363941675052,1000.0
1960,,,,18073,975.19,,104,1895478,3227.4133740199995,,
1964,1897841,0.001,20.596700988853602,18093,968.82,-261.8076583272186,104,1898841,3203.86301788,,
,1899841,0.001,13.333391768693923,,,-261.69946719360354,,1900000,,3380.8120050104335,1000.0
1968,1901841,0.001,12.660274667739868,18128,970.04,-261.83620065307616,104,1902841,3203.29903316,,
,1904841,0.001,12.497036430835724,,,-261.4641635131836,,1905000,,3326.0378766449053,1000.0
1972,1905841,0.001,14.193474529981613,18161,971.99,-261.6190042724609,104,1906841,3206.0402722200006,,
,1909841,0.001,15.539859083890915,,,-262.10812619018554,,1910000,,3374.771929581184,1000.0
1976,,,,18196,971.99,,105,1910841,3204.7355023300006,,
1980,1913841,0.001,15.39568641781807,18221,971.99,-261.821121887207,105,1914841,3209.4500834400005,,
,1914841,0.001,13.272157695531845,,,-261.7480988769531,,1915000,,3439.399308948871,1000.0
1984,1917841,0.001,16.199542820215225,18254,971.99,-261.5158943481445,105,1918841,3208.6733380100004,,
,1919841,0.001,15.967301108121871,,,-261.271900970459,,1920000,,3485.5958283960817,1000.0
1988,1921002,0.001,13.88959278823426,18283,968.49,-261.18532402132763,105,1922002,3197.14399687,,
,1924059,0.001,14.424705449819564,,,-261.0092783508301,,1925000,,3471.342799834162,1000.0
1992,,,,18313,964.35,,105,1925059,3182.4808678900004,,
1996,1928059,0.001,15.397105402469634,18336,961.67,-261.08554681396487,105,1928791,3167.1404292899997,,
,1929791,0.001,16.288429005622863,,,-261.31128506469724,,1930000,,3356.3635633606464,1000.0
2000,1931791,0.001,13.162265765190124,18368,961.67,-261.37627294921873,105,1932791,3169.21629536,,
,1934791,0.001,17.987220814466475,,,-261.6707116394043,,1935000,,3341.2419207164085,1000.0
2004,1935791,0.001,16.166097511529923,18402,961.94,-261.6181989440918,105,1936791,3174.18158181,,
,1939791,0.001,17.13197811627388,,,-261.5001533813477,,1940000,,3364.109982494265,1000.0
2008,,,,18438,961.94,,105,1940791,3220.9419631499995,,
2012,1943791,0.001,16.105380513191225,18462,961.94,-261.5546464538574,105,1944791,3220.73922522,,
,1944791,0.001,15.574760146617889,,,-261.642116607666,,1945000,,3340.941123854695,990.7
2016,1947791,0.001,23.30446325421333,18495,961.94,-260.7959549560547,105,1948791,3222.9888751499993,,
,1949791,0.001,15.39383046555519,,,-261.04672341918945,,1950000,,3390.0084640674295,1000.0
2020,1951791,0.001,15.998438000679016,18530,952.62,-260.78940029907227,105,1951859,3188.5730416200004,,
,1954859,0.001,19.35513549542427,,,-260.92528915405273,,1955000,,3379.8391806491536,1000.0
2024,,,,18563,952.62,,105,1955859,3188.40270727,,
2028,1958859,0.001,16.136763882637023,18589,962.5,-262.0077777404785,105,1959859,3221.91628416,,
,1959859,0.001,13.605854836702347,,,-261.8684512023926,,1960000,,3385.8422071933746,1000.0
2032,1962859,0.001,12.381202675819397,18626,962.5,-261.77399014282224,105,1963859,3223.93768614,,
,1964859,0.001,18.529530106067657,,,-262.137866394043,,1965000,,3371.6433962866663,1000.0
2036,1966859,0.001,13.010240974426269,18660,959.39,-262.2583827209473,105,1967548,3217.54584297,,
,1969548,0.001,14.00685584139824,,,-262.44012286376955,,1970000,,3471.4469452606513,1000.0
2040,1970548,0.001,15.419951380968094,18692,959.39,-262.5549160461426,105,1971548,3218.4465572499994,,
,1974548,0.001,16.29398772740364,,,-262.78552127075193,,1975000,,3481.0289352910127,1000.0
2044,,,,18728,959.39,,105,1975548,3225.190701119999,,
2048,1978548,0.001,15.980965445041656,18752,959.39,-262.7980752258301,105,1979548,3229.6862637899994,,
