train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
2000,3018,4,0.001,184,16,0.0393378199969884,754.5,-1116.09116025,1.1022106096744537,,
4092,5000,,0.001,,,0.14611235030181707,,,3.1342527108192444,573.5,-832.0048198366072
5092,6110,8,0.001,136,44,0.34431850057095287,763.75,-1271.4930086250001,4.732147455215454,,
8106,9124,12,0.001,140,64,0.20573623360693455,760.3333333333334,-1013.0712342500001,9.275829869270325,,
9106,10000,,0.001,,,0.21370197396725416,,,10.591747966766357,905.0,257.1158962309622
12106,13124,16,0.001,123,106,0.25812684759497645,820.25,-875.6296665625,13.320574390411377,,
14106,15000,,0.001,,,0.22673168527334928,,,14.724380828857422,1000.0,740.4526421656832
16106,17124,20,0.001,115,147,0.22783314986526967,856.2,-729.02995475,15.90026619720459,,
19106,20000,,0.001,,,0.19753720853477716,,,17.304250940322877,1000.0,858.4064428329468
20106,21124,24,0.001,112,188,0.1946319727823138,880.1666666666666,-618.92165325,17.664815994262696,,
24106,25000,,0.001,,,0.14860022254288197,,,18.57196612548828,1000.0,893.7988355249166
,25124,28,,109,229,,897.2857142857143,-531.7886041428571,,,
28106,29124,32,0.001,112,258,0.12930184951424598,910.125,-464.16746118749995,19.027278816223145,,
29106,30000,,0.001,,,0.11831372294202447,,,19.096221446990967,1000.0,950.728413465619
32106,33124,36,0.001,110,300,0.10307003028318286,920.1111111111111,-406.26093827777777,19.208741821289063,,
34106,35000,,0.001,,,0.10187425776571035,,,19.161005744934084,1000.0,956.6663729846478
36106,37124,40,0.001,108,342,0.10028331385925413,928.1,-359.20573705000004,19.124834972381592,,
39106,40000,,0.001,,,0.09134354638680815,,,19.06133507537842,1000.0,973.0452792406082
40106,41124,44,0.001,108,380,0.08553503404185175,934.6363636363636,-321.08983961363634,19.014368522644045,,
44106,45000,,0.001,,,0.07337966034933925,,,18.805131214141845,1000.0,969.9440029501915
,45124,48,,107,418,,940.0833333333334,-289.24175441666665,,,
