time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/critic_loss,time/fps,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
16747,-14.686461448669434,0.0003,-3.215998649597168,2.460435390472412,73,76,0.014958508312702179,-96.09677775,16646,220.35526315789474,228,,
18710,-13.551979064941406,0.0003,-2.4269344806671143,2.1461575031280518,74,80,0.013633639551699162,-93.307338175,18609,233.875,252,,
20000,-12.457764625549316,0.0003,-0.0910215973854065,2.229591131210327,,,0.013533547520637512,,19899,,,-14.000378207848552,553.7
21240,-12.165725708007812,0.0003,1.753096342086792,1.6763527393341064,72,84,0.01340011041611433,-91.11916479761905,21139,252.85714285714286,294,,
23577,-11.571182250976562,0.0003,0.35630109906196594,1.7607829570770264,72,88,0.013646198436617851,-86.68861175,23476,267.92045454545456,323,,
25000,-10.186324119567871,0.0003,1.7035096883773804,2.06795334815979,,,0.013347078114748001,,24899,,,8.064951066678622,203.8
26058,-9.929834365844727,0.0003,0.6282403469085693,2.0517969131469727,72,92,0.013233792968094349,-83.18820418478262,25957,283.2391304347826,358,,
28295,-9.997328758239746,0.0003,-0.4946473240852356,2.0327560901641846,73,96,0.013490881770849228,-79.10087680208333,28194,294.7395833333333,385,,
30000,-9.585433959960938,0.0003,-0.692476749420166,1.9133186340332031,,,0.013844680041074753,,29899,,,65.52291623844067,466.5
31596,-9.772089958190918,0.0003,2.002737522125244,1.8051695823669434,72,100,0.01331488136202097,-73.81746331000001,31495,315.96,435,,
33395,-8.611066818237305,0.0003,-0.9163379669189453,1.6867573261260986,73,104,0.01328446064144373,-71.74309027999999,33294,332.21,457,,
35000,-9.617390632629395,0.0003,-0.8584650754928589,1.8049275875091553,,,0.012832089327275753,,34899,,,144.50799591576725,695.4
35685,-9.948243141174316,0.0003,0.09426748752593994,1.657791018486023,71,108,0.013131369836628437,-62.87573351,35584,343.79,496,,
36174,-10.484975814819336,0.0003,-0.41362395882606506,2.148499011993408,71,112,0.012642794288694859,-61.14111078,36073,346.95,502,,
38414,-9.885385513305664,0.0003,-0.6627503633499146,2.0795602798461914,72,116,0.01215690840035677,-55.89637608,38313,366.05,531,,
40000,-11.113911628723145,0.0003,0.5831094980239868,2.962956428527832,,,0.01200175005942583,,39899,,,143.5377228202291,583.4
41656,-10.100160598754883,0.0003,0.6543005108833313,1.6449111700057983,71,120,0.012042618356645107,-49.79022179,41555,396.73,579,,
44542,-9.257819175720215,0.0003,-0.5590404272079468,1.4989159107208252,72,124,0.011943092569708824,-40.15404889,44441,423.92,615,,
45000,-10.141660690307617,0.0003,0.25371333956718445,1.7418969869613647,,,0.012090674601495266,,44899,,,230.15819990482706,550.5
45192,-11.13271713256836,0.0003,-0.20200185477733612,1.8507065773010254,71,128,0.012039333581924438,-23.950634680000007,45091,409.44,632,,
46554,-11.120620727539062,0.0003,-0.15781614184379578,1.9018441438674927,71,132,0.011748348362743855,-15.75448752,46453,418.98,649,,
48080,-11.419893264770508,0.0003,-0.058003783226013184,2.0619378089904785,71,136,0.011584857478737831,-7.309724030000002,47979,432.16,668,,
49232,-12.421307563781738,0.0003,-1.0017178058624268,1.6897544860839844,72,140,0.011630442924797535,8.835759030000002,49131,422.68,682,,
50000,-12.685149192810059,0.0003,0.691399335861206,1.6824285984039307,,,0.01173858717083931,,49899,,,231.05816115586495,496.1
50900,-12.143309593200684,0.0003,-0.18049843609333038,1.655250072479248,71,144,0.011733035556972027,27.95053937,50799,416.54,710,,
53576,-13.937215805053711,0.0003,0.14522036910057068,1.6169030666351318,71,148,0.011744051240384579,40.33258251,53475,439.4,744,,
55000,-13.986939430236816,0.0003,0.11693771183490753,1.7799744606018066,,,0.011737720109522343,,54899,,,288.4134250897958,510.1
56064,-15.291692733764648,0.0003,0.45731979608535767,1.8069844245910645,71,152,0.011620697565376759,54.052565609999995,55963,457.47,784,,
60000,-16.81757164001465,0.0003,-0.17600423097610474,2.038578510284424,,,0.01185403298586607,,59899,,,286.2598633592694,488.9
60064,-17.141693115234375,0.0003,-0.8621693849563599,1.6890602111816406,71,156,0.011835405603051186,74.48280908,59963,495.49,843,,
63080,-18.42444610595703,0.0003,-1.591659426689148,1.6411478519439697,71,160,0.011806697584688663,89.92142765999999,62979,522.78,879,,
64710,-20.090805053710938,0.0003,0.1716332733631134,1.5103344917297363,71,164,0.011743996292352676,99.23354075000002,64609,534.32,899,,
65000,-19.522567749023438,0.0003,0.5133615136146545,1.3622125387191772,,,0.011976687237620354,,64899,,,298.77959809687457,630.0
66983,-20.275836944580078,0.0003,0.9928219318389893,1.288435935974121,71,168,0.01173948310315609,118.95320242999998,66882,531.98,938,,
68798,-21.113910675048828,0.0003,-0.6476160287857056,1.7031863927841187,71,172,0.012237214483320713,129.73010974000002,68697,541.97,960,,
70000,-21.663375854492188,0.0003,-0.4542618691921234,1.6419346332550049,,,0.01195498276501894,,69899,,,342.8888882524683,657.4
70954,-23.16553497314453,0.0003,1.202511191368103,1.857048511505127,71,176,0.012029601261019707,146.42269581,70853,542.07,999,,
73207,-23.84480857849121,0.0003,-0.781807541847229,1.4591023921966553,71,180,0.01196245290338993,159.02764048,73106,544.97,1025,,
75000,-25.315044403076172,0.0003,0.6947355270385742,2.0038070678710938,,,0.011805244721472263,,74899,,,346.7558210859788,646.5
75728,-25.653486251831055,0.0003,0.7061550617218018,1.7581677436828613,70,184,0.011761143803596497,176.30917654,75627,544.88,1069,,
78270,-27.822433471679688,0.0003,-1.3922938108444214,2.0681076049804688,71,188,0.011778407730162144,194.77040268000002,78169,546.93,1099,,
80000,-27.293001174926758,0.0003,0.18346133828163147,1.8108558654785156,,,0.011854637414216995,,79899,,,390.24676385135973,610.7
80407,-28.02734375,0.0003,0.2467273324728012,1.8093193769454956,70,192,0.01203963253647089,209.40752552,80306,543.49,1137,,
81670,-27.83696746826172,0.0003,0.19556987285614014,1.7546902894973755,70,196,0.011944657191634178,217.02468169,81569,533.75,1152,,
83346,-29.514755249023438,0.0003,0.204507976770401,2.631741762161255,71,200,0.01198301650583744,224.33296181000003,83245,517.5,1172,,
85000,-29.84640884399414,0.0003,1.4327571392059326,1.4812991619110107,,,0.011974883265793324,,84899,,,487.76491044474534,733.3
85469,-31.152711868286133,0.0003,0.4982648491859436,1.960180401802063,70,204,0.0118575319647789,236.05554453000005,85368,520.74,1211,,
88499,-31.304906845092773,0.0003,1.3815782070159912,2.227715492248535,70,208,0.01204142440110445,252.85065281000004,88398,528.14,1249,,
90000,-33.03443908691406,0.0003,0.6539422273635864,1.8557268381118774,,,0.012260192073881626,,89899,,,543.4577700619193,725.3
90760,-31.827299118041992,0.0003,-0.0960940420627594,1.947827935218811,70,212,0.012104547582566738,265.80636424,90659,545.86,1289,,
94044,-33.902801513671875,0.0003,-0.005535632371902466,1.7486456632614136,70,216,0.012304246425628662,285.12766215999994,93943,556.3,1330,,
95000,-35.36177062988281,0.0003,1.443335771560669,2.040738105773926,,,0.012184543535113335,,94899,,,503.0387686158181,683.2
97072,-36.71281433105469,0.0003,-0.37859511375427246,2.8077054023742676,70,220,0.012347555719316006,300.89790686,96971,554.16,1380,,
100000,-38.1323127746582,0.0003,0.4206356406211853,1.7981350421905518,,,0.012898853048682213,,99899,,,576.7233373839524,767.1
101072,-38.48004150390625,0.0003,-0.6297075748443604,1.7093186378479004,70,224,0.012608597986400127,320.43802962,100971,565.3,1441,,
103155,-40.90089416503906,0.0003,0.40304291248321533,1.9138036966323853,70,228,0.012475223280489445,333.48208758,103054,579.63,1468,,
105000,-40.339508056640625,0.0003,-0.366668701171875,1.5128870010375977,,,0.01264460850507021,,104899,,,565.1367538621009,671.8
106314,-39.877769470214844,0.0003,0.7803637981414795,1.8451907634735107,69,232,0.01264934241771698,350.75996714,106213,597.6,1518,,
108205,-42.136016845703125,0.0003,0.7420498132705688,1.4694764614105225,70,236,0.012880278751254082,358.58340381999994,108104,601.25,1542,,
110000,-43.50101089477539,0.0003,0.9826536178588867,2.428492546081543,,,0.012648907490074635,,109899,,,515.1501262193575,592.5
110133,-42.55803680419922,0.0003,-0.9668990969657898,1.6267263889312744,69,240,0.012858211994171143,368.34444951,110032,609.01,1575,,
112723,-43.90943908691406,0.0003,1.6027439832687378,1.913935899734497,70,244,0.012853283435106277,380.9865949299999,112622,618.23,1608,,
115000,-43.64265441894531,0.0003,-0.4629623591899872,1.2297395467758179,,,0.013018399477005005,,114899,,,448.9083893161437,501.3
115091,-45.429222106933594,0.0003,-0.2294512838125229,2.3480384349823,69,248,0.013037508353590965,388.30631971,114990,615.15,1646,,
117533,-45.927921295166016,0.0003,-0.2915176749229431,1.9757776260375977,70,252,0.013082427904009819,397.0430338600001,117432,614.69,1676,,
120000,-46.7458610534668,0.0003,0.26485583186149597,1.556028127670288,,,0.01308136060833931,,119899,,,673.2314448152553,688.1
121533,-47.19377136230469,0.0003,0.3888317942619324,1.5345417261123657,69,256,0.01316280197352171,409.98427800999997,121432,614.69,1737,,
124994,-48.678993225097656,0.0003,0.0028569698333740234,3.1142024993896484,70,260,0.013376189395785332,423.033173,124893,619.14,1781,,
125000,-48.70350646972656,0.0003,1.1418370008468628,2.391850709915161,,,0.013371961191296577,,124899,,,750.172910575226,802.2
128166,-48.815101623535156,0.0003,1.1756513118743896,2.1775331497192383,69,264,0.013615714386105537,445.1720173,128065,634.56,1833,,
130000,-50.48534393310547,0.0003,0.7387519478797913,1.7483928203582764,,,0.013489820063114166,,129899,,,328.2668324824423,320.2
130366,-50.45174026489258,0.0003,0.275204598903656,1.478065013885498,69,268,0.013409078121185303,450.75800752000004,130265,633.83,1866,,
133443,-51.99403381347656,0.0003,-0.05684646964073181,2.6285362243652344,70,272,0.013599291443824768,469.94674272,133342,646.45,1904,,
135000,-52.58987045288086,0.0003,1.803097128868103,2.385697841644287,,,0.013497811742126942,,134899,,,606.92215724173,642.2
135512,-52.67567825317383,0.0003,-1.2166283130645752,2.698915958404541,69,276,0.013861834071576595,474.895245,135411,645.58,1941,,
138818,-53.137359619140625,0.0003,-0.1744115650653839,2.151461124420166,70,280,0.013932482339441776,493.21096986,138717,656.11,1981,,
140000,-54.092384338378906,0.0003,0.08524006605148315,2.681148052215576,,,0.013895003125071526,,139899,,,679.3942335305968,703.3
141962,-54.095619201660156,0.0003,-0.3798278868198395,1.583363652229309,69,284,0.013857624493539333,501.66507526000004,141861,662.34,2033,,
144564,-56.346214294433594,0.0003,1.1859513521194458,1.805579662322998,69,288,0.014162653125822544,508.59673093000004,144463,662.94,2065,,
145000,-56.027198791503906,0.0003,-0.7869608402252197,1.8811331987380981,,,0.014280377887189388,,144899,,,645.8914022905985,614.8
147422,-56.11090087890625,0.0003,-0.7942910194396973,1.7864242792129517,69,292,0.014232268556952477,519.2931498400001,147321,670.15,2111,,
150000,-55.913089752197266,0.0003,0.4840211272239685,3.062223196029663,,,0.014151440933346748,,149899,,,762.0529351249803,787.1
150241,-57.77547836303711,0.0003,-1.0538405179977417,2.4004786014556885,69,296,0.014333261176943779,538.9140663399999,150140,685.71,2160,,
151759,-58.19248962402344,0.0003,-0.2964039146900177,3.0555286407470703,69,300,0.014305075630545616,543.4360807799999,151658,684.13,2179,,
155000,-58.90327072143555,0.0003,0.9293060302734375,2.7791669368743896,,,0.014431089162826538,,154899,,,751.755245680688,681.1
155759,-59.81988525390625,0.0003,-0.17823165655136108,2.1375036239624023,69,304,0.014422339387238026,564.8271817799999,155658,702.9,2240,,
158192,-61.7164421081543,0.0003,-0.9245253801345825,2.0076560974121094,69,308,0.014209551736712456,568.04591214,158091,696.93,2270,,
160000,-60.99229431152344,0.0003,0.020558446645736694,1.9348444938659668,,,0.014482819475233555,,159899,,,775.3185044174664,612.9
160640,-60.400787353515625,0.0003,-0.3343612849712372,3.0583763122558594,69,312,0.014406949281692505,581.4647986099999,160539,698.8,2310,,
162998,-61.173526763916016,0.0003,-0.845515251159668,2.300931215286255,69,316,0.014467745088040829,581.99160207,162897,689.54,2340,,
165000,-62.4862060546875,0.0003,0.49273595213890076,2.4375128746032715,,,0.01474680844694376,,164899,,,714.6275210894412,697.5
165112,-62.63277816772461,0.0003,-1.557572603225708,2.4181509017944336,69,320,0.014696566388010979,585.54712855,165011,680.4,2377,,
169112,-63.733306884765625,0.0003,0.42048346996307373,2.139817237854004,69,324,0.014257196336984634,593.71736329,169011,680.4,2427,,
170000,-63.440650939941406,0.0003,0.3237181603908539,2.4839816093444824,,,0.014805859886109829,,169899,,,796.3611626490368,776.8
173112,-65.09479522705078,0.0003,0.6733147501945496,4.965080261230469,69,328,0.014765270054340363,609.96626679,173011,699.57,2490,,
175000,-63.558135986328125,0.0003,0.12768232822418213,2.3004822731018066,,,0.014658311381936073,,174899,,,786.6193710671272,732.4
176388,-63.3778076171875,0.0003,-0.43493497371673584,1.8783031702041626,69,332,0.014987295493483543,618.18546422,176287,700.74,2543,,
180000,-65.87214660644531,0.0003,0.024873793125152588,2.2139739990234375,,,0.01501650270074606,,179899,,,973.0849824181059,681.8
180388,-64.90946960449219,0.0003,-0.884547233581543,2.450373649597168,69,336,0.014799697324633598,639.2667153200001,180287,721.83,2604,,
182472,-65.36747741699219,0.0003,0.4295400381088257,4.535111427307129,69,340,0.015009801834821701,642.47253206,182371,723.39,2630,,
184630,-68.42587280273438,0.0003,-1.1065456867218018,3.820791482925415,69,344,0.014765847474336624,640.91826236,184529,719.07,2658,,
185000,-66.79784393310547,0.0003,-0.7111687660217285,3.2816896438598633,,,0.01496141217648983,,184899,,,837.1348259603574,736.4
186316,-67.55401611328125,0.0003,-0.423622727394104,2.756457567214966,69,348,0.01488160714507103,641.07785933,186215,712.25,2690,,
189350,-67.57040405273438,0.0003,-0.698918879032135,2.6933703422546387,69,352,0.015193425118923187,654.98831676,189249,718.17,2728,,
190000,-68.16925048828125,0.0003,0.12158304452896118,2.667729139328003,,,0.015089068561792374,,189899,,,766.591481354327,647.2
192390,-68.34235382080078,0.0003,0.007208406925201416,3.7481095790863037,69,356,0.014984729699790478,661.9802630899999,192289,708.57,2776,,
194602,-67.13001251220703,0.0003,0.3274255394935608,4.621881484985352,69,360,0.015205775387585163,655.5774427300001,194501,696.08,2805,,
195000,-71.11822509765625,0.0003,0.9883959889411926,3.85537052154541,,,0.015136407688260078,,194899,,,564.2208651668043,421.7
197674,-69.76773834228516,0.0003,-0.6152660846710205,3.1260945796966553,69,364,0.014997153542935848,655.94444367,197573,695.08,2849,,
200000,-69.7594223022461,0.0003,0.3891003727912903,3.2712202072143555,,,0.01511478517204523,,199899,,,759.5502435113885,678.2
200387,-70.25811004638672,0.0003,-0.8930352926254272,1.9458664655685425,69,368,0.01538040954619646,676.7463126199999,200286,700.21,2895,,
203547,-69.72628784179688,0.0003,-1.17689847946167,2.711582660675049,69,372,0.015400055795907974,681.06517713,203446,701.04,2933,,
205000,-70.71400451660156,0.0003,-0.3730863630771637,3.791839122772217,,,0.015249713324010372,,204899,,,1190.8757378720213,782.3
207040,-71.19178771972656,0.0003,1.103327989578247,3.43076229095459,69,376,0.01571171171963215,710.63174446,206939,715.28,2990,,
210000,-71.40472412109375,0.0003,-0.49174028635025024,2.7249932289123535,,,0.015772363170981407,,209899,,,776.3875178567629,489.4
210149,-72.83621215820312,0.0003,0.6202919483184814,3.7769699096679688,69,380,0.015771912410855293,712.2585936799999,210048,713.31,3037,,
212682,-74.05900573730469,0.0003,-0.5769842267036438,2.479499340057373,69,384,0.01568916067481041,720.2881300000001,212581,707.2,3069,,
214904,-73.11674499511719,0.0003,-1.2174997329711914,2.6999168395996094,69,388,0.015465417876839638,727.88620623,214803,703.4,3095,,
215000,-74.32830810546875,0.0003,0.4976796805858612,4.2068939208984375,,,0.015469192527234554,,214899,,,607.644108295138,455.6
217061,-74.35064697265625,0.0003,0.06478588283061981,4.37454891204834,69,392,0.015961553901433945,732.7571100299999,216960,696.39,3131,,
218699,-72.94058227539062,0.0003,-0.014584705233573914,2.5662198066711426,69,396,0.015714341774582863,725.4852724899999,218598,684.58,3150,,
220000,-76.04627990722656,0.0003,0.6755616664886475,5.273853302001953,,,0.01592101715505123,,219899,,,1289.842001801054,880.9
221200,-76.77499389648438,0.0003,0.6041697859764099,4.067949295043945,69,400,0.015788035467267036,753.4344094000002,221099,694.41,3196,,
225000,-78.56614685058594,0.0003,0.6304879784584045,3.4174461364746094,,,0.015597925521433353,,224899,,,723.9447548531462,471.6
225200,-76.26252746582031,0.0003,-0.3315136432647705,3.2870545387268066,69,404,0.015715697780251503,782.36240802,225099,694.41,3253,,
226429,-76.54277038574219,0.0003,-0.09531301259994507,2.9549901485443115,69,408,0.015604390762746334,781.3766879999998,226328,682.37,3269,,
230000,-78.140380859375,0.0003,-0.7681939601898193,3.33008074760437,,,0.015956828370690346,,229899,,,1249.862258737853,862.7
230035,-79.31610107421875,0.0003,-0.8840039968490601,3.42124605178833,69,412,0.015981417149305344,796.8913634999999,229934,693.95,3328,,
232160,-81.12711334228516,0.0003,-0.7502286434173584,3.8238868713378906,69,416,0.016311852261424065,815.9840432699999,232059,691.62,3355,,
235000,-80.72532653808594,0.0003,0.6406773924827576,4.473050117492676,,,0.016392117366194725,,234899,,,904.1207161218626,464.7
235252,-77.31786346435547,0.0003,-0.7362223863601685,6.048881530761719,69,420,0.016467835754156113,837.3281563099997,235151,701.4,3401,,
236258,-81.31947326660156,0.0003,-1.2539992332458496,3.698268175125122,69,424,0.016150057315826416,822.4406332999997,236157,671.46,3413,,
239010,-85.73825073242188,0.0003,0.5077414512634277,5.962889671325684,69,428,0.01618371531367302,823.1469819700002,238909,658.98,3448,,
240000,-76.45037841796875,0.0003,-1.59625244140625,3.952991485595703,,,0.016312895342707634,,239899,,,1288.3504004958231,917.3
242670,-83.76897430419922,0.0003,0.18232089281082153,4.7604660987854,69,432,0.016590405255556107,863.16530481,242569,662.82,3507,,
245000,-85.79388427734375,0.0003,0.8784302473068237,6.673784255981445,,,0.016670767217874527,,244899,,,912.9884799702035,705.9
245120,-84.27862548828125,0.0003,-0.08308801054954529,5.599729061126709,69,436,0.016632726415991783,868.5285365399999,245019,647.32,3550,,
248166,-85.57656860351562,0.0003,0.2339162528514862,5.0080180168151855,69,440,0.01677149347960949,908.5724836900001,248065,656.94,3587,,
250000,-90.64787292480469,0.0003,-0.19920605421066284,5.274786949157715,,,0.016845816746354103,,249899,,,944.9416115710395,574.3
251546,-84.88399505615234,0.0003,0.06354942917823792,4.957253456115723,69,444,0.016799136996269226,943.1389639800001,251445,669.16,3639,,
253621,-90.77845764160156,0.0003,0.8892695903778076,5.577986717224121,69,448,0.017238611355423927,961.0774284599997,253520,673.05,3665,,
254735,-87.84845733642578,0.0003,-0.11587490141391754,4.742549896240234,69,452,0.017040513455867767,950.7639092499999,254634,653.85,3679,,
255000,-87.59809875488281,0.0003,0.6140655875205994,5.990183353424072,,,0.017208091914653778,,254899,,,1214.1887863763143,642.2
258453,-86.30728149414062,0.0003,-0.788433313369751,6.093076229095459,69,456,0.016843212768435478,978.6424668699999,258352,660.63,3735,,
260000,-87.33880615234375,0.0003,-1.1121313571929932,4.309470176696777,,,0.017224082723259926,,259899,,,1740.323478054977,700.8
261508,-89.99356079101562,0.0003,-0.8279021382331848,4.430479526519775,69,460,0.016955537721514702,1007.8554526,261407,669.06,3785,,
264959,-93.06253814697266,0.0003,-0.4792296290397644,5.699915885925293,69,464,0.017689334228634834,1044.08058922,264858,672.85,3828,,
265000,-95.70906066894531,0.0003,0.0734097957611084,5.28588342666626,,,0.017702041193842888,,264899,,,1841.2414003654062,818.2
268099,-98.53707885742188,0.0003,0.9837942123413086,9.31479549407959,69,468,0.017381155863404274,1069.77638814,267998,677.12,3881,,
270000,-96.65106964111328,0.0003,1.0423847436904907,5.983963966369629,,,0.017719997093081474,,269899,,,1695.4842181420522,716.4
270284,-99.46623229980469,0.0003,0.6203444004058838,7.45491886138916,68,472,0.01753663457930088,1073.5155018,270183,667.37,3921,,
273783,-96.79566955566406,0.0003,-0.7759265899658203,6.360897064208984,69,476,0.017530245706439018,1095.16592096,273682,667.43,3963,,
275000,-105.93800354003906,0.0003,1.7858154773712158,4.748466491699219,,,0.01786605454981327,,274899,,,1592.5606717276155,698.4
277783,-101.07275390625,0.0003,0.47560155391693115,5.445261001586914,69,480,0.017859606072306633,1159.42034147,277682,676.34,4024,,
280000,-100.12794494628906,0.0003,0.06265872716903687,6.521521091461182,,,0.017908837646245956,,279899,,,1909.9308654586173,894.4
280691,-105.67860412597656,0.0003,0.9996060132980347,7.289124965667725,68,484,0.01781841181218624,1197.55474861,280590,680.09,4076,,
284669,-100.06907653808594,0.0003,-0.3992120623588562,6.687284469604492,69,488,0.018414005637168884,1266.1143710899998,284568,697.65,4124,,
285000,-98.59910583496094,0.0003,-0.7966926097869873,6.748673439025879,,,0.01868891343474388,,284899,,,2104.4629918677033,949.3
287653,-104.49214935302734,0.0003,0.8215252757072449,6.627647399902344,68,492,0.01800372451543808,1305.26855017,287552,705.92,4177,,
290000,-103.77528381347656,0.0003,0.3712354600429535,10.266223907470703,,,0.01855633780360222,,289899,,,2269.942841747345,781.5
290972,-105.8052749633789,0.0003,0.5201250314712524,7.269711971282959,68,496,0.018405701965093613,1338.4233300100002,290871,722.73,4232,,
293671,-107.52476501464844,0.0003,-0.06750982999801636,7.099216461181641,68,500,0.019036466255784035,1365.3002345599996,293570,724.71,4265,,
295000,-112.25569915771484,0.0003,0.668053388595581,6.876652717590332,,,0.01822802424430847,,294899,,,2364.7957946497945,797.2
296622,-100.92892456054688,0.0003,-1.0267441272735596,9.912315368652344,68,504,0.018355324864387512,1357.5159869000001,296521,714.22,4316,,
299401,-110.22589874267578,0.0003,0.6161600351333618,14.057729721069336,68,508,0.01896023377776146,1399.5078903500003,299300,729.72,4350,,
300000,-111.228271484375,0.0003,0.517548680305481,6.7475433349609375,,,0.018750352784991264,,299899,,,1993.431806496193,722.9
302583,-109.36925506591797,0.0003,-1.1197775602340698,6.433472633361816,68,512,0.019577691331505775,1423.7067948000001,302482,725.48,4401,,
305000,-115.31317901611328,0.0003,0.2830565273761749,9.448949813842773,,,0.0197160504758358,,304899,,,2072.9711642874986,664.8
305645,-114.15599060058594,0.0003,0.21596837043762207,10.404611587524414,68,516,0.019132360816001892,1470.97466465,305544,734.85,4450,,
308818,-120.73843383789062,0.0003,-0.3178069591522217,7.317740440368652,68,520,0.01973995938897133,1495.9986638500004,308717,735.66,4489,,
310000,-119.29473876953125,0.0003,0.5334081649780273,11.363057136535645,,,0.01990804262459278,,309899,,,2431.0242220229934,857.8
311182,-114.1407470703125,0.0003,0.613582968711853,8.391315460205078,68,524,0.019964372739195824,1530.52639713,311081,749.24,4533,,
314531,-110.78562927246094,0.0003,-1.0194132328033447,6.960941314697266,68,528,0.02014988102018833,1571.2394597,314430,755.21,4574,,
315000,-122.362060546875,0.0003,0.46422386169433594,7.779485702514648,,,0.020421920344233513,,314899,,,1560.3092184929512,626.4
317510,-115.29398345947266,0.0003,-0.05344283580780029,10.773802757263184,68,532,0.02049912139773369,1570.4788914299997,317409,748.4,4622,,
320000,-120.41511535644531,0.0003,-1.0780434608459473,9.998632431030273,,,0.020639045163989067,,319899,,,2113.060102891503,701.7
320807,-130.46507263183594,0.0003,0.04693084955215454,11.82343578338623,68,536,0.02076270990073681,1605.40787923,320706,756.87,4674,,
323135,-124.70254516601562,0.0003,-0.0013236701488494873,9.893259048461914,68,540,0.020186977460980415,1604.3472843199997,323034,749.69,4703,,
325000,-127.81161499023438,0.0003,-0.6941637992858887,8.698057174682617,,,0.020552542060613632,,324899,,,2412.1104734534515,853.5
325749,-124.40922546386719,0.0003,-0.5491183996200562,8.855108261108398,68,544,0.020603271201252937,1616.9427819000002,325648,742.03,4749,,
327964,-128.86859130859375,0.0003,0.18768173456192017,21.883377075195312,68,548,0.020622296258807182,1646.73231844,327863,743.43,4777,,
330000,-123.16050720214844,0.0003,-0.6897382140159607,8.478633880615234,,,0.02047204039990902,,329899,,,2455.968652034935,882.4
331029,-126.30638122558594,0.0003,-0.2988024652004242,8.972469329833984,68,552,0.020594043657183647,1697.39208568,330928,762.94,4829,,
335000,-128.2037353515625,0.0003,-0.24819684028625488,13.486753463745117,,,0.02091336064040661,,334899,,,2503.246175701823,872.1
335029,-132.30911254882812,0.0003,0.6123842000961304,10.23990535736084,68,556,0.02090289816260338,1761.62239504,334928,765.76,4893,,
338649,-137.4505157470703,0.0003,1.8889042139053345,13.085054397583008,68,560,0.020939990878105164,1807.49937842,338548,771.41,4937,,
