time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
2048,4,1,19.85,16.317700020000004,414,,,,,,,,,,,,,
2500,,,,,,-0.024302244186401367,10,0.0003,-0.02427822746685706,0.21259765625,36.70890418291092,46.65,0.9867774844169617,76.42582320868969,-4.235447669029236,0.017690701,0.2,8.75639820098877
4096,13,2,25.16,25.078774540000005,296,,,,,,,,,,,,,
5000,,,,,,0.24917298555374146,20,0.0003,-0.01987610058276914,0.1392578125,102.07007225751877,42.15,0.9816640615463257,69.86881522834301,-4.209188438951969,0.014008934,0.2,55.55428695678711
6144,22,3,31.02,37.8558873,270,,,,,,,,,,,,,
7500,,,,,,0.2813512682914734,30,0.0003,-0.021246733851148746,0.12548828125,174.04418942928314,39.35,0.9803313612937927,64.54430251121521,-4.199299147725105,0.011375295,0.2,72.38137817382812
8192,31,4,40.84,59.539182499999995,262,,,,,,,,,,,,,
10000,,,,,,0.16988414525985718,40,0.0003,-0.01651998707675375,0.08779296875,256.3657722949982,41.55,0.9765640497207642,70.07802578210831,-4.191229835152626,0.0110852355,0.2,114.21202850341797
10240,39,5,50.08,82.46775565999998,257,,,,,,,,,,,,,
12288,48,6,60.84,107.89836532999998,252,0.04050183296203613,50,0.0003,-0.013535287801641972,0.07294921875,340.08420457839964,,0.9726433753967285,,-4.179149699211121,0.008185903,0.2,93.51848602294922
12500,,,,,,0.0010445117950439453,60,0.0003,-0.011034407894476317,0.072998046875,362.1995325088501,82.65,0.9707320928573608,176.25913823246955,-4.170460432767868,0.008074717,0.2,125.6516342163086
14336,60,7,69.1,130.29995441,236,,,,,,,,,,,,,
15000,,,,,,0.0026894807815551758,70,0.0003,-0.00934597332670819,0.04970703125,427.58083267211913,99.0,0.9699227213859558,225.44239592552185,-4.165231911838054,0.005661671,0.2,155.8309783935547
