train/critic_loss,time/total_timesteps,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/fps,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.5450549721717834,1258,21,1157,-131.013267,4,0.7075625061988831,58,0.0003,-4.574668884277344,314.5,-24.497800827026367,,
3.9846620559692383,1568,27,1467,-83.59841262500001,8,0.6451706290245056,57,0.0003,-5.76033878326416,196.0,-27.760059356689453,,
1.437563180923462,1809,31,1708,-66.02247791666667,12,0.6005752682685852,57,0.0003,-6.681317329406738,150.75,-30.045269012451172,,
1.312967300415039,3197,56,3096,-95.88867275,16,0.4002110958099365,56,0.0003,-11.234712600708008,199.8125,-38.17766571044922,,
1.2878987789154053,4765,84,4664,-122.2358364,20,0.2528148591518402,56,0.0003,-16.703834533691406,238.25,-40.29832458496094,,
2.1422390937805176,5000,,4899,,,0.2359939068555832,,0.0003,-17.316699981689453,,-39.03053283691406,126.30951784233693,494.3
1.164569616317749,5907,117,5806,-129.64870225,24,0.18118904531002045,50,0.0003,-19.890682220458984,246.125,-38.2850227355957,,
1.0821077823638916,7222,141,7121,-137.18973375000002,28,0.12409187108278275,50,0.0003,-22.9522705078125,257.92857142857144,-35.85030746459961,,
0.6750712990760803,9485,182,9384,-151.38783534375,32,0.06512289494276047,52,0.0003,-25.775373458862305,296.40625,-29.078269958496094,,
0.5884785652160645,10000,,9899,,,0.056336659938097,,0.0003,-27.195520401000977,,-27.597801208496094,132.89404352808415,607.6
0.4584447741508484,10769,221,10668,-142.36685483333332,36,0.045451294630765915,48,0.0003,-25.613048553466797,299.1388888888889,-25.31459617614746,,
0.36550015211105347,12056,245,11955,-126.96616167500001,40,0.03203992173075676,49,0.0003,-24.253738403320312,301.4,-22.26095199584961,,
0.25578972697257996,15000,,14899,,,0.015990091487765312,,0.0003,-13.125308990478516,,-19.32557487487793,604.8090319972882,1000.0
0.24826233088970184,15171,328,15070,-86.27283011363637,44,0.01546101551502943,46,0.0003,-12.405097007751465,344.79545454545456,-19.4445858001709,,
0.17429578304290771,19171,402,19070,-26.029852562500007,48,0.010860695503652096,47,0.0003,-0.20831775665283203,399.3958333333333,-23.391855239868164,,
0.13115260004997253,20000,,19899,,,0.011267674155533314,,0.0003,0.871372640132904,,-24.80118179321289,711.7214809523896,1000.0
0.11422950029373169,23171,500,23070,34.24179515384615,52,0.01225891150534153,46,0.0003,1.2332004308700562,445.59615384615387,-29.44918441772461,,
0.15256118774414062,25000,,24899,,,0.012582999654114246,,0.0003,-0.9848808646202087,,-31.856918334960938,825.0792410641909,1000.0
0.12613430619239807,27171,598,27070,89.49029980357143,56,0.013031958602368832,45,0.0003,-1.3111271858215332,485.19642857142856,-35.00684356689453,,
0.09864059835672379,30000,,29899,,,0.013149472884833813,,0.0003,0.028676986694335938,,-38.533103942871094,850.0098203360103,1000.0
0.09453843533992767,31171,697,31070,138.70770256666665,60,0.013109629042446613,44,0.0003,0.05587184429168701,519.5166666666667,-40.24827575683594,,
0.1242692619562149,35000,,34899,,,0.013284637592732906,,0.0003,-0.8873884677886963,,-44.43117904663086,864.8258489321918,1000.0
0.09960934519767761,35171,796,35070,182.99450715625,64,0.013238254934549332,44,0.0003,0.47780174016952515,549.546875,-44.34325408935547,,
0.09105581790208817,39171,869,39070,222.62905629411765,68,0.012925198301672935,45,0.0003,-0.578209638595581,576.0441176470588,-48.765689849853516,,
0.09237014502286911,40000,,39899,,,0.013301478698849678,,0.0003,0.2143634855747223,,-49.5736083984375,894.3546228468418,1000.0
0.09517700970172882,43171,971,43070,256.8698690277778,72,0.013185744173824787,44,0.0003,0.03583651781082153,599.5972222222222,-52.361663818359375,,
0.12019500136375427,45000,,44899,,,0.013039889745414257,,0.0003,0.48774224519729614,,-53.78539276123047,907.1385229188949,1000.0
0.11900085210800171,47171,1073,47070,289.0546725526316,76,0.012760180048644543,43,0.0003,-0.20035192370414734,620.671052631579,-55.57923889160156,,
0.11087670177221298,50000,,49899,,,0.012981164269149303,,0.0003,-0.31943100690841675,,-57.477439880371094,905.8639552839101,1000.0
0.07824406027793884,51171,1174,51070,318.2378412,80,0.012909005396068096,43,0.0003,0.4792218506336212,639.6375,-58.276763916015625,,
0.43149158358573914,55000,,54899,,,0.01311603281646967,,0.0003,1.3026208877563477,,-60.18880844116211,929.2485559113323,1000.0
0.16975581645965576,55171,1275,55070,344.94920205952377,84,0.01317291148006916,43,0.0003,1.2285544872283936,656.797619047619,-60.582855224609375,,
0.11554643511772156,59171,1351,59070,369.50625838636364,88,0.012902094051241875,43,0.0003,0.4346746802330017,672.3977272727273,-62.57828903198242,,
0.0930844247341156,60000,,59899,,,0.013066915795207024,,0.0003,0.2209034562110901,,-63.0041618347168,926.1681400813162,1000.0
0.08810007572174072,63171,1455,63070,391.99473379347825,92,0.013137012720108032,43,0.0003,0.39470723271369934,686.6413043478261,-64.83135986328125,,
0.053602732717990875,65000,,64899,,,0.013060829602181911,,0.0003,0.5500659346580505,,-65.68508911132812,929.7778040632605,1000.0
0.10577856749296188,67171,1557,67070,412.78417165624995,96,0.012833637185394764,43,0.0003,0.40035805106163025,699.6979166666666,-66.2669677734375,,
0.07306289672851562,70000,,69899,,,0.013095684349536896,,0.0003,0.43818899989128113,,-67.14311981201172,931.0393052103464,1000.0
0.07601206749677658,71171,1661,71070,432.02904379999995,100,0.012414025142788887,42,0.0003,-0.9905495047569275,711.71,-67.50669860839844,,
0.10009841620922089,75000,,74899,,,0.012396438978612423,,0.0003,-0.45858609676361084,,-68.94945526123047,953.1799575327896,1000.0
0.13185809552669525,75171,1770,75070,473.20034843999997,104,0.012571645900607109,42,0.0003,1.3294669389724731,739.13,-69.41940307617188,,
0.09219416230916977,79171,1847,79070,510.51937734999984,108,0.012639164924621582,42,0.0003,-0.23404672741889954,776.03,-70.20317077636719,,
0.04547329992055893,80000,,79899,,,0.01305721141397953,,0.0003,0.3810585141181946,,-70.44702911376953,947.9886613748968,1000.0
0.06217898800969124,83171,1947,83070,547.77634881,112,0.012845226563513279,42,0.0003,-0.07486492395401001,813.62,-71.04293823242188,,
0.0793551579117775,85000,,84899,,,0.012521302327513695,,0.0003,0.5900588035583496,,-71.63807678222656,957.0725632611662,1000.0
0.05672334134578705,87171,2047,87070,591.28662845,116,0.01280065719038248,42,0.0003,0.433282732963562,839.74,-72.006103515625,,
0.052468471229076385,90000,,89899,,,0.012477590702474117,,0.0003,0.07501259446144104,,-72.35326385498047,958.9888446624391,1000.0
0.08768921345472336,91171,2143,91070,636.61965662,120,0.01242206059396267,42,0.0003,-1.1736948490142822,864.06,-72.52546691894531,,
0.08955216407775879,95000,,94899,,,0.012535653077065945,,0.0003,1.5905447006225586,,-73.06575012207031,964.41547434479,1000.0
0.06960702687501907,95171,2241,95070,679.6143907999999,124,0.012662872672080994,42,0.0003,0.10127109289169312,892.64,-73.69015502929688,,
0.05813097953796387,99171,2313,99070,723.27923432,128,0.012381776235997677,42,0.0003,-0.7397526502609253,919.49,-74.04006958007812,,
0.05308466777205467,100000,,99899,,,0.012820633128285408,,0.0003,-0.5578398704528809,,-73.97093200683594,967.5767635989935,1000.0
0.417891263961792,103171,2407,103070,769.6340177,132,0.012648594565689564,42,0.0003,0.5491127967834473,936.86,-74.30621337890625,,
0.07296966016292572,105000,,104899,,,0.012446458451449871,,0.0003,-1.1347829103469849,,-74.95527648925781,960.7957594845444,1000.0
