rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
108.10639297802197,1,569,22.307692307692307,3,2048,,,,,,,,,,,,,
108.86102158,2,478,22.48,8,4096,0.0003,0.019558761,-0.05915741861099377,0.9977078437805176,0.2,466.5750427246094,1518.4457508087157,10,0.222021484375,0.005319178104400635,-24.096796184778214,,
,,,,,5000,0.0003,0.024695996,-0.06891767964407336,0.9968682527542114,0.2,449.2406311035156,1110.5061296463014,20,0.259619140625,0.014883637428283691,-24.071572726964952,294.74839599132537,53.8
108.15259253,3,401,22.28,15,6144,,,,,,,,,,,,,
110.39279047999999,4,408,22.68,20,8192,0.0003,0.029524263,-0.08119833948439918,0.9986369013786316,0.2,317.322265625,1012.3459066390991,30,0.319091796875,0.012599050998687744,-24.09338974356651,,
,,,,,10000,0.0003,0.03211378,-0.08349373298115097,0.9979357123374939,0.2,333.394775390625,892.384669303894,40,0.341796875,0.013048946857452393,-24.09792091846466,351.48800828456876,63.35
117.74889913999999,5,386,24.16,26,10240,,,,,,,,,,,,,
127.08791151,6,389,25.99,31,12288,0.0003,0.032457024,-0.086746804357972,0.9984434843063354,0.2,411.73828125,1023.0283012390137,50,0.348681640625,0.014284014701843262,-24.111236518621446,,
118.96900328999999,7,394,24.45,36,14336,0.0003,0.032542422,-0.08740693180006928,0.9981470704078674,0.2,485.94049072265625,1056.5719446182252,60,0.35546875,0.021828949451446533,-24.093364185094835,,
,,,,,15000,0.0003,0.032985315,-0.08478736760152969,0.9956373572349548,0.2,490.9291076660156,944.6620189666749,70,0.34609375,0.028371453285217285,-24.073085010051727,339.3270969152451,62.65
127.39881678,8,381,26.0,42,16384,,,,,,,,,,,,,
140.53120599,9,385,28.66,47,18432,0.0003,0.030500054,-0.07868907022639178,0.9950679540634155,0.2,550.803466796875,1147.44890499115,80,0.29423828125,0.03787797689437866,-24.042785739898683,,
,,,,,20000,0.0003,0.026528237,-0.08282908244873396,0.9930038452148438,0.2,632.6646118164062,1158.5461729049682,90,0.28935546875,0.05901402235031128,-24.01532139182091,344.1901667356491,62.65
134.22118523,10,375,27.54,54,20480,,,,,,,,,,,,,
146.92031277,11,376,30.07,59,22528,0.0003,0.02254992,-0.07483237345586531,0.9916738867759705,0.2,550.3909301757812,1059.698589515686,100,0.241259765625,0.09519487619400024,-23.9894502222538,,
163.54435776,12,378,33.22,64,24576,0.0003,0.021515772,-0.07312175616389141,0.9914650917053223,0.2,608.3228149414062,1283.5001989364623,110,0.228759765625,0.15613996982574463,-23.976536524295806,,
,,,,,25000,0.0003,0.01945027,-0.06494655662099831,0.9909444451332092,0.2,474.4806213378906,1315.7341968536377,120,0.186669921875,0.17317801713943481,-23.971480315923692,343.66389124393464,61.85
152.93946765,13,370,31.01,71,26624,,,,,,,,,,,,,
154.8952832,14,370,31.55,77,28672,0.0003,0.017469898,-0.061273113440256564,0.9901784062385559,0.2,502.2720031738281,1079.564549255371,130,0.164794921875,0.25417762994766235,-23.956879085302354,,
,,,,,30000,0.0003,0.017743403,-0.060001579971867613,0.9888880252838135,0.2,589.1787719726562,1229.381573486328,140,0.17001953125,0.27748823165893555,-23.94369186758995,334.5614779472351,60.3
167.03419833,15,365,33.9,84,30720,,,,,,,,,,,,,
167.43516986000003,16,367,34.06,89,32768,0.0003,0.018887192,-0.06286274028825574,0.9876407384872437,0.2,443.65826416015625,1156.9780658721925,150,0.1798828125,0.34581953287124634,-23.917684382200243,,
166.49936235999996,17,369,34.18,94,34816,0.0003,0.01878623,-0.05922813477809541,0.9855284094810486,0.2,620.0211181640625,1118.002854156494,160,0.170751953125,0.3312656879425049,-23.88677799105644,,
,,,,,35000,0.0003,0.016194899,-0.057960431708488615,0.985065221786499,0.2,527.8366088867188,1107.5563913345336,170,0.148974609375,0.3871943950653076,-23.866488420963286,309.93971345424654,55.75
183.16380126000004,18,366,37.29,100,36864,,,,,,,,,,,,,
193.6718901,19,368,38.96,105,38912,0.0003,0.016800163,-0.05616901905741543,0.9833236932754517,0.2,644.8111572265625,1462.453267478943,180,0.14814453125,0.3288789391517639,-23.847117590904237,,
,,,,,40000,0.0003,0.018462561,-0.055292798546724954,0.9817948937416077,0.2,511.71990966796875,1301.1746322631836,190,0.152392578125,0.3307424783706665,-23.8198190510273,308.04213919639585,55.5
183.52554889000004,20,365,37.11,111,40960,,,,,,,,,,,,,
187.61799566999997,21,368,37.96,116,43008,0.0003,0.017741663,-0.058367556889425035,0.9802486300468445,0.2,602.9248657226562,1179.8651449203492,200,0.1533203125,0.3775262236595154,-23.79323324561119,,
,,,,,45000,0.0003,0.01602757,-0.05254176940361503,0.9801353216171265,0.2,552.1592407226562,1308.0255760192872,210,0.133984375,0.3381698727607727,-23.779134047031402,318.92436356544493,57.55
202.78354055,22,366,40.69,123,45056,,,,,,,,,,,,,
204.88356226000008,23,366,40.95,128,47104,0.0003,0.018120086,-0.055568689084611836,0.9787610173225403,0.2,695.7044677734375,1422.6443439483642,220,0.15048828125,0.3766222596168518,-23.76442974805832,,
203.74599037000004,24,369,41.28,133,49152,0.0003,0.016227417,-0.050369768007658425,0.9787499904632568,0.2,584.6980590820312,1227.3139394760133,230,0.133349609375,0.3931754231452942,-23.753465282917023,,
,,,,,50000,0.0003,0.019662268,-0.057187907621846536,0.9789956212043762,0.2,497.74981689453125,1235.710853767395,240,0.167138671875,0.41939735412597656,-23.75269710421562,322.34048500061033,58.15
223.56068259000003,25,368,45.14,138,51200,,,,,,,,,,,,,
